step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-409.989876332316044	-416.845364283275444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511925455057876	0	1	2	3	4	6	4	5	3	7	6	5	10	8	9	11	9	10	10	10	12	10	11	11	13	12	14	12	12	12	14	12	15	13	13	12	13	14	14	14	15	15	15	15	16	16	16	16	17	19	16	16	15	16	18	18	17	19	20	18	19	19	21	18	21	20	20	22	23	25	22	23	23	25	26	27	0	1	1	2	1	1	1	5	1	5	7	2	14	12	1	8	1	7	1	11	1	17	14	15	26	24	37	18	6	6	35	23	27	24	19	5	36	35	14	7	22	20	29	28	42	35	31	25	21	48	37	31	37	0	18	40	36	30	57	39	45	30	54	48	21	45	56	46	51	56	60	51	28	44	74	59	1	1	1	1	2	2	1	1	2	2	1	2	1	2	6	4	4	3	4	2	6	1	3	1	1	1	1	1	3	2	1	1	1	1	2	4	1	1	3	5	2	3	1	2	1	1	1	2	3	1	2	1	1	1	3	3	3	3	1	2	3	5	3	1	7	3	1	2	3	4	2	3	4	5	1	4
5500	-410.906211552124603	-417.761699503084003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.422880801804966	1	3	3	4	5	4	3	5	6	7	6	6	9	9	8	10	9	9	8	10	12	11	11	10	13	13	14	13	13	12	15	12	13	13	13	13	14	14	15	14	14	15	16	16	14	14	16	14	18	20	16	15	17	17	19	18	18	18	20	19	19	20	22	19	20	21	21	22	22	24	23	23	24	25	28	26	0	1	1	7	7	2	1	3	1	6	4	7	7	10	9	19	7	10	1	15	20	4	10	18	17	16	20	20	14	1	20	10	23	4	22	19	14	24	19	1	25	33	27	33	26	20	46	17	47	38	29	16	51	0	30	37	10	1	56	43	57	22	36	17	1	35	50	43	62	63	26	29	44	24	37	29	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	3	1	3	2	1	4	3	1	2	2	3	2	1	4	2	3	1	4	1	2	2	3	2	6	1	1	1	1	1	2	1	3	1	3	1	2	1	1	4	2	6	5	2	1	1	4	6	6	9	4	1	2	1	2	5	4	3	8	6	5
6000	-431.981757942723618	-438.837245893683018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468372781065890	0	2	3	4	4	6	4	6	4	7	6	7	10	7	10	11	8	9	8	11	11	12	11	8	12	13	13	12	14	12	15	12	14	12	12	14	13	15	14	14	14	14	16	16	16	15	17	16	18	20	15	16	16	15	17	17	18	18	20	19	18	20	22	20	21	21	20	23	22	24	24	23	21	25	25	27	0	1	1	1	1	7	2	3	1	11	4	3	24	5	1	13	4	3	14	11	15	16	1	6	17	32	15	20	18	1	30	15	34	15	24	19	1	25	11	6	8	13	41	31	27	26	33	10	53	56	13	29	27	0	43	21	24	43	39	30	33	30	58	57	44	60	58	60	62	64	11	17	64	26	54	74	1	1	2	2	2	1	1	1	2	1	1	1	1	1	4	1	1	3	1	2	1	1	5	1	2	1	1	1	2	6	2	1	1	1	1	3	6	1	2	4	4	2	2	1	2	1	2	4	1	2	1	1	1	1	1	3	3	1	3	2	2	5	2	1	3	1	1	2	2	2	8	7	1	8	5	1
6500	-437.759066702742302	-444.614554653701703	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.403957145028319	0	2	3	3	4	5	4	6	5	8	6	8	9	7	9	11	10	9	9	10	11	11	11	10	13	10	13	13	13	13	14	12	14	14	13	13	16	12	14	15	13	16	16	17	15	15	17	15	18	20	16	16	17	18	17	19	17	16	18	20	18	21	21	19	19	21	20	22	21	24	23	23	22	26	27	27	0	1	1	1	4	3	2	2	1	4	7	4	4	2	1	18	12	14	4	5	4	13	1	10	13	18	17	14	32	1	38	3	18	26	16	32	12	2	24	21	8	46	11	35	10	41	12	12	21	41	31	39	33	0	43	55	8	1	33	21	28	43	43	42	53	65	49	54	64	54	33	18	53	39	61	74	1	1	1	1	1	1	1	2	2	2	1	3	2	2	4	1	2	1	2	3	5	2	5	1	2	1	2	3	1	7	1	5	2	3	1	1	5	5	2	3	3	1	4	2	4	1	4	3	4	4	1	2	2	1	1	1	6	6	1	6	2	2	5	2	2	1	1	2	1	3	4	9	1	6	6	1
7000	-410.725255052295211	-417.580743003254611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.345566294306081	1	2	2	3	5	5	4	4	5	7	6	8	9	8	9	11	10	10	10	10	11	12	12	10	12	11	13	12	13	12	13	12	15	12	13	13	14	15	12	15	14	15	15	16	14	17	17	15	18	20	16	15	17	17	19	18	18	16	20	19	19	20	20	19	21	18	20	22	22	23	23	21	24	24	28	27	0	1	1	2	3	7	1	3	1	1	5	3	9	7	1	15	10	11	1	14	14	7	7	10	13	18	23	24	15	1	19	13	35	1	14	19	35	6	15	34	30	37	36	39	39	32	25	17	45	17	22	29	52	0	58	36	1	1	33	53	47	43	54	45	26	46	47	41	63	65	30	29	59	48	57	33	1	1	1	1	1	1	2	1	3	2	1	3	3	2	4	1	2	1	5	1	1	4	5	1	3	1	1	1	3	5	2	1	1	7	2	2	1	3	2	2	1	1	1	2	1	2	2	3	2	4	2	1	1	1	1	2	8	6	5	1	1	2	2	2	6	1	1	3	1	1	6	2	2	5	5	5
7500	-446.200794834992109	-453.056282785951510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.376494636907594	0	2	2	5	4	6	4	5	5	7	6	7	9	9	6	10	10	8	8	10	10	12	11	11	12	11	13	11	14	12	12	11	15	13	13	12	15	14	14	15	15	16	14	16	14	17	16	15	18	20	16	17	18	17	19	18	17	19	19	19	18	20	21	20	21	21	20	22	22	24	23	24	24	25	26	27	0	1	1	7	1	3	2	3	1	1	5	2	7	10	1	11	10	8	11	11	1	24	6	11	16	13	16	18	13	8	21	19	3	7	32	17	23	22	27	28	34	27	30	23	20	34	28	28	31	48	21	22	34	0	13	54	29	43	42	30	41	39	54	57	28	53	38	47	40	18	29	44	50	1	58	24	1	1	1	1	2	2	1	2	3	2	1	1	3	1	2	2	1	2	1	2	5	1	2	3	1	1	1	2	3	4	1	2	7	5	1	1	1	1	1	4	1	1	1	3	2	2	3	1	3	3	2	2	2	1	5	1	1	3	3	4	2	3	1	2	4	1	3	3	4	8	4	4	2	12	3	7
8000	-452.945148914338461	-459.800636865297861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502211825100253	1	3	3	5	4	6	5	4	5	7	6	8	9	9	9	9	10	9	9	10	11	12	11	10	13	13	14	12	12	12	14	12	14	14	12	13	13	15	14	14	14	16	16	16	15	15	14	16	18	19	16	16	17	17	18	18	18	20	19	17	18	19	21	19	20	21	20	22	22	23	23	23	24	25	27	26	0	1	1	2	1	3	1	3	8	8	5	3	1	10	1	10	1	9	1	1	16	20	16	18	19	28	17	24	12	8	36	16	29	20	18	23	23	25	28	19	30	47	33	46	37	18	22	31	20	45	34	33	17	0	26	48	38	27	8	28	29	43	16	24	30	50	62	57	48	63	68	17	38	64	73	73	1	1	2	1	2	2	2	1	1	2	1	2	4	1	3	1	4	2	4	3	1	1	1	1	2	1	3	1	3	4	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	3	1	1	6	2	1	1	5	1	1	1	1	6	9	2	3	2	6	5	4	1	1	2	2	2	1	6	4	3	1	1
8500	-399.184082539845008	-406.039570490804408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441725478387235	0	2	3	4	4	6	5	5	5	8	7	7	8	8	9	9	10	8	9	8	11	12	11	8	10	13	14	13	14	13	14	11	14	14	13	13	15	16	14	15	15	15	16	17	15	16	16	17	19	19	16	17	16	17	18	19	17	19	19	19	17	20	22	18	19	21	20	22	22	24	21	22	24	25	26	26	0	1	1	2	1	1	3	3	1	1	3	8	5	9	1	6	6	2	1	9	15	8	10	7	24	15	19	11	14	1	21	25	13	15	32	8	39	22	22	36	12	23	39	30	26	23	28	29	51	39	45	51	29	0	30	28	39	43	1	29	22	43	44	39	30	64	57	60	53	58	51	64	44	72	72	73	1	2	2	1	2	2	1	1	4	3	3	1	2	2	5	1	2	3	4	1	1	3	2	2	1	3	2	3	3	6	1	1	2	2	1	4	1	1	1	1	4	1	1	1	1	3	2	2	1	1	1	1	1	1	2	2	1	1	8	2	3	2	1	2	2	1	1	1	3	2	2	2	2	1	2	1
9000	-445.801063104676871	-452.656551055636271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432867052169926	1	3	2	3	3	6	4	6	5	8	6	7	8	9	9	10	9	9	9	10	12	10	12	10	12	13	12	10	12	12	14	12	14	14	13	13	14	13	15	15	15	14	13	16	12	17	15	14	18	20	15	16	14	17	19	19	17	19	19	19	18	18	21	19	20	21	20	21	22	25	23	23	24	25	27	25	0	1	1	1	1	4	5	7	4	8	7	11	4	12	4	19	1	9	8	4	14	10	22	2	28	14	22	13	22	4	32	12	27	36	17	30	8	16	33	38	43	27	4	35	7	47	18	12	51	39	9	47	14	0	53	44	24	6	6	18	21	14	31	27	4	59	26	52	62	72	66	68	71	45	73	66	1	1	1	1	1	2	1	1	1	2	1	1	3	1	3	1	3	1	1	3	3	1	1	4	1	2	1	1	1	6	1	3	1	1	2	1	2	2	1	1	1	1	3	1	5	1	3	3	2	3	5	1	2	1	4	2	3	6	6	5	3	5	3	4	9	1	3	2	3	1	1	1	1	7	2	2
9500	-384.790225098481073	-391.645713049440474	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447133821607260	1	3	3	4	3	5	4	5	5	8	6	6	9	9	8	10	9	7	9	10	11	11	10	10	12	12	13	11	13	12	14	11	11	11	13	13	15	15	14	15	15	14	15	17	15	16	17	16	16	20	16	16	17	16	18	18	16	19	20	20	17	20	20	20	20	22	21	21	22	24	23	23	24	24	27	25	0	1	1	2	1	3	1	1	1	8	2	2	5	11	7	18	1	6	7	18	8	17	1	11	16	10	21	17	22	1	18	19	24	1	23	34	39	36	29	19	30	30	9	1	29	27	27	16	27	48	26	23	17	0	30	57	29	42	48	1	41	61	54	45	55	37	32	47	50	72	55	44	51	66	66	74	1	1	1	1	1	1	1	2	2	1	1	2	3	2	2	2	4	1	3	2	4	1	3	2	1	2	1	1	1	3	4	1	1	4	1	1	1	1	1	6	1	1	4	7	1	1	4	3	2	2	2	3	3	1	3	1	1	4	2	8	1	2	2	2	1	3	4	2	1	1	2	3	5	1	3	1
10000	-414.557526168287893	-421.413014119247293	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.404420207079074	1	3	2	4	4	5	5	6	6	7	7	6	9	6	8	8	10	9	8	10	11	12	10	10	13	12	10	11	13	12	12	12	15	14	14	13	15	16	15	13	15	16	16	17	16	16	17	14	18	19	16	16	15	18	17	18	18	19	17	18	19	18	22	20	20	22	20	22	23	25	22	23	24	23	27	26	0	1	1	1	1	2	4	5	4	1	3	1	1	4	1	9	1	5	11	15	1	5	7	11	28	6	11	8	17	14	18	24	27	27	28	19	29	40	28	1	30	53	32	34	32	31	34	4	13	59	36	53	13	0	35	43	10	35	33	1	22	5	60	50	55	64	49	52	49	63	67	57	66	33	76	59	1	1	1	1	2	1	1	1	1	2	2	2	4	1	3	1	4	2	1	1	4	4	3	2	2	5	2	3	1	3	1	1	2	4	1	3	1	1	1	5	1	1	3	1	2	2	2	5	5	1	1	1	2	1	2	1	4	3	1	8	4	6	3	1	1	1	1	3	2	1	1	2	1	2	1	7
