step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
1	-424.535803965604430	-431.391291916563830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.282115773362532	0	2	2	4	4	5	4	5	5	7	6	7	9	8	9	10	9	9	9	10	11	11	11	10	12	12	13	12	13	12	14	12	14	13	13	13	15	15	14	14	14	15	16	16	15	16	16	16	18	19	16	16	17	17	18	18	17	19	19	19	18	20	21	19	20	21	20	22	22	24	23	23	24	25	27	26	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	3	3	4	3	4	5	4	5	5	5	5	5	5	6	6	6	5	6	6	7	6	7	6	7	6	7	7	7	7	8	8	7	7	7	8	8	8	8	8	8	8	9	10	8	8	9	9	9	9	9	10	10	10	9	10	11	10	10	11	10	11	11	12	12	12	12	13	14	13
500	-431.277948168640705	-438.133436119600105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.213740563647170	-1	2	2	5	4	6	3	5	6	7	5	7	10	8	9	10	8	10	9	11	11	11	11	11	13	13	13	12	12	12	14	11	14	12	14	13	16	15	13	15	15	13	16	16	15	16	17	16	19	19	17	16	17	17	19	19	18	20	20	19	18	19	21	20	20	20	20	22	22	24	24	22	24	25	27	26	0	1	1	7	1	11	3	7	1	1	5	5	4	12	5	12	7	10	1	15	15	13	1	16	16	6	19	32	1	9	2	13	10	21	28	2	18	28	23	19	20	6	29	1	18	4	42	1	42	1	33	35	40	0	44	22	16	1	37	1	5	1	44	9	44	28	25	56	35	57	39	18	18	31	36	1	1	2	2	1	2	1	1	1	5	5	1	2	3	1	3	2	3	1	5	1	1	1	7	1	1	3	2	1	8	3	7	1	4	1	1	7	3	2	1	4	2	4	2	8	2	5	1	10	3	10	2	1	1	1	2	5	6	9	3	11	5	11	4	6	2	4	4	2	5	3	5	5	6	4	9	15
1000	-482.849907762854173	-489.705395713813573	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.367808899625302	1	2	3	5	4	5	5	6	6	8	7	7	9	8	9	10	8	9	9	10	12	10	9	9	11	12	14	12	14	11	14	12	14	12	13	12	15	16	14	13	15	16	17	15	15	16	17	17	19	18	17	16	18	17	19	18	18	19	20	19	19	21	20	20	20	21	21	22	22	24	23	23	24	25	26	27	0	1	1	2	3	5	2	5	1	3	4	3	11	5	6	11	1	12	11	15	1	13	1	1	18	22	6	16	26	24	30	13	28	6	8	30	23	17	32	1	28	34	25	36	6	22	36	1	21	10	37	14	42	0	16	31	37	30	25	1	29	22	29	45	24	38	55	48	57	58	49	67	64	16	70	16	1	1	2	1	1	1	2	1	3	3	1	2	1	1	2	1	3	2	1	1	7	1	4	4	1	1	4	1	1	2	2	1	1	3	4	1	4	3	1	5	1	2	4	1	5	2	3	8	3	2	1	3	2	1	5	2	2	3	7	6	3	8	3	2	6	2	1	2	2	2	2	1	2	5	1	10
1500	-502.273395258630671	-509.128883209590072	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465020729487056	1	3	3	4	4	6	4	5	5	7	7	7	10	7	8	10	9	7	9	10	12	12	11	11	13	12	14	12	13	13	14	13	13	13	13	14	14	14	12	12	13	15	15	16	16	16	15	17	18	19	15	14	18	17	19	18	17	19	19	18	18	19	21	18	20	20	21	22	23	24	23	23	25	23	27	25	0	1	1	2	1	5	3	7	4	1	4	2	7	7	12	19	1	4	1	1	12	19	14	4	39	2	28	15	26	39	22	26	23	4	23	22	12	24	6	11	40	30	30	52	31	47	34	35	34	23	40	22	46	0	4	24	24	13	23	44	46	6	54	17	54	64	59	22	65	63	37	57	57	38	76	71	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	4	1	2	3	2	1	2	3	1	4	1	2	1	1	1	1	1	5	1	1	3	1	2	2	1	1	1	1	1	1	2	3	3	4	2	1	1	1	7	4	4	5	3	2	1	6	2	5	1	1	2	6	1	1	4	4	4	4	1	1
2000	-462.501402003297869	-469.356889954257269	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485234205537782	1	3	3	4	3	5	4	6	5	7	6	7	10	8	10	10	8	10	8	8	12	8	10	10	12	12	13	12	14	11	15	13	15	12	14	14	15	15	13	14	12	15	16	16	15	17	16	15	18	20	13	15	16	17	18	17	18	19	20	19	18	20	21	18	20	21	20	22	23	24	22	22	24	25	25	26	0	1	1	5	1	2	5	4	5	1	4	9	11	10	11	17	7	10	5	8	22	5	1	22	16	13	14	19	22	16	34	23	29	22	25	18	23	18	15	25	15	36	8	15	29	48	21	23	34	32	13	29	40	0	18	29	48	8	23	55	44	55	54	10	64	42	49	43	63	63	62	46	50	64	72	59	1	1	1	1	2	1	1	1	1	3	2	1	3	1	3	2	2	1	3	1	2	3	5	1	1	1	2	2	2	1	2	2	1	1	2	3	2	3	2	2	1	1	5	3	1	1	2	2	3	3	1	1	1	1	5	1	2	5	5	1	2	1	2	6	1	3	1	3	1	2	1	2	1	3	2	4
2500	-473.252448663775851	-480.107936614735252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454582601901013	1	3	3	4	4	6	4	4	6	7	6	7	8	7	7	11	9	9	9	9	10	11	9	11	11	13	14	13	13	11	13	13	13	12	13	13	15	15	12	14	14	15	17	17	16	16	16	15	18	19	17	15	18	17	16	18	18	18	19	19	16	19	21	19	21	21	21	23	22	24	23	22	24	25	27	25	0	1	1	2	1	4	3	2	5	11	5	3	1	7	7	5	10	13	13	1	5	18	1	21	6	34	36	16	16	13	1	21	25	15	23	11	35	40	15	6	19	31	52	61	10	20	34	36	22	48	34	30	44	0	24	47	48	9	56	43	5	39	54	48	31	60	50	53	38	66	56	42	72	11	74	44	1	2	1	1	2	1	1	1	2	1	1	3	5	2	1	3	2	1	1	3	3	1	4	1	2	1	1	1	2	2	4	1	1	3	2	3	1	1	3	6	2	1	1	1	4	2	2	1	3	2	3	1	1	1	2	1	1	5	1	1	4	3	2	2	6	1	1	2	3	1	3	2	1	9	1	3
3000	-441.546268724049241	-448.401756675008642	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.351431425071558	0	1	2	4	4	5	5	5	4	6	7	7	8	8	10	10	10	9	9	9	11	11	12	11	13	11	12	12	14	13	15	13	13	11	13	13	15	15	14	15	14	14	16	16	13	17	16	16	19	19	14	16	18	18	18	18	17	18	20	20	17	21	20	19	20	21	20	21	22	23	24	23	22	22	26	26	0	1	1	3	1	3	1	2	1	1	9	7	1	1	13	10	1	10	13	1	18	13	14	9	24	5	34	24	7	26	42	21	7	18	13	26	22	42	34	5	11	34	7	30	21	40	21	22	7	25	13	25	9	0	36	48	24	24	46	7	47	33	54	23	55	61	31	43	63	62	65	57	50	33	66	48	1	1	1	1	2	1	3	2	2	3	1	1	4	3	1	2	5	2	1	4	1	1	3	4	1	3	1	1	4	1	1	1	4	1	3	2	2	1	2	7	3	2	5	2	1	1	4	3	6	2	4	1	6	1	2	1	4	3	2	5	1	5	1	4	1	2	3	3	1	1	2	4	2	3	3	4
3500	-493.225210440400076	-500.080698391359476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495941674454034	1	2	2	5	5	5	4	5	6	6	7	7	8	8	8	10	9	10	9	11	10	11	9	10	13	12	13	13	13	11	11	12	15	13	14	13	15	15	15	13	14	14	17	17	15	16	14	16	18	19	15	16	18	17	18	19	18	19	19	19	16	20	19	20	20	22	19	22	22	23	23	23	25	25	28	27	0	1	1	2	1	7	1	3	5	1	3	4	12	9	6	9	1	12	4	24	1	16	4	13	19	30	30	30	30	5	5	16	41	15	32	30	11	29	36	1	26	18	14	15	11	4	18	17	21	44	21	40	27	0	36	44	16	39	51	39	37	1	28	44	49	43	35	9	58	56	39	59	25	64	73	73	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	3	2	1	1	4	1	2	1	3	1	1	1	1	3	2	1	1	3	1	1	3	2	1	5	1	2	7	3	4	4	2	2	4	2	2	2	3	1	2	1	3	2	2	2	1	8	3	1	1	3	3	7	1	3	4	2	5	2	3	1
4000	-447.687531213156547	-454.543019164115947	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.525069344511749	1	3	3	5	4	5	4	6	5	8	7	7	10	6	10	9	10	9	9	10	11	11	11	11	12	11	13	12	13	11	14	12	14	13	14	13	15	16	14	15	15	15	15	16	15	15	17	14	19	20	16	16	18	18	17	18	17	18	20	19	18	19	20	20	18	21	19	23	22	22	23	23	24	25	27	25	0	1	1	3	1	1	2	7	1	14	7	6	18	3	1	11	10	14	12	1	6	17	1	10	15	16	26	19	22	1	15	21	10	11	20	24	17	18	21	25	22	21	24	36	15	26	20	11	39	51	45	31	47	0	39	15	27	38	57	46	38	51	54	38	18	37	34	64	64	64	49	10	69	50	71	52	1	1	1	1	1	2	1	1	1	1	2	1	1	1	5	1	2	1	1	4	2	1	5	2	1	1	1	2	1	3	1	1	2	4	2	1	2	4	1	1	2	2	2	2	2	3	5	2	3	2	1	1	1	1	1	4	3	1	2	2	1	3	1	2	2	3	3	1	1	1	2	7	1	2	2	4
4500	-463.238182193777220	-470.093670144736620	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.357678904048334	1	3	2	5	4	5	4	5	4	7	7	7	10	7	10	10	9	9	9	11	11	10	11	10	11	11	12	12	13	12	15	11	14	13	14	12	12	16	14	14	14	16	17	16	16	16	16	16	16	20	16	17	17	16	15	19	16	19	19	19	17	19	20	20	21	20	21	23	22	24	23	21	24	25	27	26	0	1	1	3	1	1	2	7	1	8	9	5	1	5	6	3	7	11	6	12	1	19	1	4	2	22	21	4	30	1	28	11	34	32	34	20	17	34	23	29	29	39	28	29	22	39	24	23	13	14	33	33	5	0	30	53	6	13	38	30	31	43	61	23	13	29	29	6	65	62	39	59	25	59	65	48	1	2	1	2	1	3	1	1	2	1	1	2	5	2	2	4	3	1	2	3	5	1	5	3	3	1	1	3	1	6	2	1	1	2	1	1	1	1	1	1	1	1	3	2	4	1	5	2	2	7	1	1	6	1	2	1	6	5	2	5	1	1	3	6	5	2	3	9	1	2	4	1	7	4	2	4
