step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-569.921187759299755	-568.459105674780858	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.277317478538943	-1	2	1	4	4	4	5	4	3	6	7	5	7	6	6	8	6	8	8	8	8	8	9	9	9	9	10	9	9	9	9	10	8	10	9	9	10	9	10	10	10	10	10	10	10	10	11	11	11	11	11	11	14	11	12	12	12	13	14	12	14	12	12	13	15	12	13	13	12	14	15	14	13	14	15	14	13	15	14	15	15	16	15	15	15	15	16	15	16	17	18	17	16	18	17	19	19	20	20	20	21	21	22	22	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	3	3	3	2	4	4	3	4	4	4	5	4	5	5	5	5	5	5	5	5	5	6	5	5	5	5	6	5	6	5	5	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	6	7	7	7	7	8	7	8	7	7	7	8	7	7	7	7	8	8	8	7	8	8	8	7	8	8	8	8	9	8	8	8	8	9	8	9	9	10	9	9	10	9	10	10	11	11	11	11	11	12	12	12
500	-391.313332160873927	-389.851250076355029	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.533916909286720	-1	3	2	5	4	4	5	4	2	6	7	5	8	7	7	9	6	9	7	8	8	8	9	9	9	9	11	8	9	8	9	9	8	10	8	9	10	9	11	10	11	9	9	11	11	11	12	11	12	11	11	12	14	12	12	13	12	12	13	12	15	13	11	13	15	13	12	14	11	15	15	15	12	15	16	14	12	16	14	14	16	17	15	15	15	15	16	16	15	16	18	15	17	16	18	19	20	20	18	18	19	22	22	21	24	0	3	1	9	9	3	5	9	1	2	12	3	4	7	8	13	12	19	4	11	6	5	10	2	4	4	22	8	17	19	19	30	5	20	3	21	13	12	14	33	25	1	19	16	34	32	11	15	19	30	43	32	54	36	40	29	31	17	16	18	16	27	43	69	50	5	31	67	11	67	73	76	45	52	56	77	38	80	41	41	68	79	59	48	57	56	64	68	60	41	83	64	80	72	92	41	91	42	88	74	99	83	99	91	101	1	1	2	1	1	1	1	1	3	1	1	2	2	1	2	1	1	1	1	1	2	2	2	2	2	3	1	2	1	1	2	1	2	1	3	1	1	2	2	1	2	5	1	1	1	2	3	2	2	1	1	1	1	1	1	2	2	3	2	1	3	1	1	1	2	3	2	1	1	2	1	1	1	1	1	1	2	1	1	3	1	1	1	3	1	1	1	1	2	1	2	1	1	1	2	4	1	6	1	2	1	4	1	1	3
1000	-270.575307963959915	-269.113225879441018	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.938259727695587	-1	2	1	3	5	4	5	4	4	6	7	5	8	6	7	7	6	8	8	9	8	9	9	9	10	8	9	10	9	9	10	10	8	8	10	9	9	9	10	11	10	10	9	10	11	11	12	12	10	9	11	11	14	9	12	12	13	12	13	13	14	12	12	12	14	12	13	14	11	14	15	14	13	15	15	14	13	15	12	15	14	15	15	15	16	14	17	16	17	18	19	16	16	18	17	20	19	20	20	20	22	22	22	22	23	0	3	1	2	4	3	9	4	4	7	7	6	12	5	12	17	4	17	10	19	6	26	21	18	19	11	18	34	10	13	54	14	17	10	13	26	21	16	23	37	43	34	15	29	22	22	28	41	34	10	49	20	67	11	40	49	24	40	39	32	56	42	46	30	47	45	40	66	18	47	57	58	64	48	59	57	58	55	39	65	55	57	77	62	25	69	86	61	82	85	94	61	84	95	80	59	87	90	94	95	97	96	96	100	101	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1500	-263.632032643484081	-262.169950558965184	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.948789942791322	-1	2	1	3	5	5	6	4	3	6	7	6	6	7	6	8	6	8	8	8	8	9	10	9	10	9	10	9	8	8	9	11	9	9	9	10	10	10	10	9	11	11	11	10	11	10	11	11	12	11	10	10	14	11	12	11	13	12	13	12	14	11	12	13	15	11	14	12	12	15	15	13	14	14	14	12	12	15	13	15	15	17	15	16	15	16	16	16	15	16	18	18	15	19	17	18	19	20	20	18	21	21	23	22	22	0	1	1	3	9	2	6	2	3	6	5	8	6	6	8	10	9	12	14	6	17	19	18	13	29	29	21	13	17	14	8	24	12	29	7	19	30	20	20	18	26	25	46	18	34	34	36	35	48	24	16	19	77	24	54	23	43	25	69	45	59	40	35	27	64	26	54	47	38	79	67	58	57	32	69	52	39	64	62	54	79	83	57	64	75	74	50	75	23	78	80	85	79	96	80	86	61	92	100	70	98	97	101	99	95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
2000	-258.944698176066140	-257.482616091547243	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.965475688472297	-1	3	2	5	5	3	5	4	4	7	7	6	8	6	7	8	6	8	9	8	8	7	10	9	9	9	11	8	10	9	8	10	8	10	9	7	10	10	11	11	10	11	10	10	10	10	11	10	10	11	11	10	14	11	11	12	13	13	12	12	14	12	12	14	14	13	13	13	12	13	16	15	14	14	15	14	12	15	15	16	15	16	14	14	14	15	17	14	15	17	17	17	16	18	16	20	20	19	21	19	22	22	22	21	22	0	1	1	3	2	3	8	3	3	12	14	2	14	6	2	17	9	14	17	14	17	7	30	33	33	13	21	5	16	28	7	20	17	31	33	7	31	14	48	37	18	35	36	19	13	16	25	26	24	21	25	10	69	45	34	47	63	77	19	47	52	34	49	57	32	27	23	43	29	47	88	84	67	42	70	56	29	67	85	74	50	79	39	59	55	66	79	59	69	79	81	89	88	95	53	100	94	75	100	87	96	96	96	97	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
2500	-234.060756904628676	-232.598674820109807	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.996744189756849	-1	2	1	4	4	5	5	4	3	6	7	5	8	5	7	7	6	9	8	8	9	7	10	9	9	10	10	9	9	8	9	9	9	11	10	8	10	10	9	11	10	10	10	10	10	10	12	11	12	12	10	11	14	11	12	11	11	13	15	12	13	12	12	14	14	12	13	13	12	14	15	14	13	14	15	15	12	14	13	15	16	17	15	15	16	15	15	16	14	18	19	17	15	18	16	20	20	20	20	21	19	21	22	22	22	0	1	1	2	2	2	5	2	3	8	7	9	10	5	12	6	4	11	15	10	13	5	24	13	11	30	11	22	36	22	11	11	15	45	39	6	36	36	16	21	30	20	16	19	28	15	57	20	45	51	10	21	62	41	27	23	24	62	49	46	42	37	27	56	62	27	42	25	57	50	67	68	44	47	60	89	44	47	45	66	93	74	63	69	93	61	78	65	67	87	92	84	58	71	72	91	101	94	101	94	82	96	97	102	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-284.565945702830277	-283.103863618311379	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.870763413124013	-1	1	1	5	5	4	6	4	3	7	7	5	7	5	7	8	6	7	8	8	9	8	10	9	10	9	10	10	9	7	10	11	9	11	9	9	10	10	10	10	10	10	9	11	11	11	10	12	11	11	10	11	14	11	12	10	12	14	12	12	12	12	13	12	16	10	12	13	12	12	15	14	14	14	15	14	13	16	14	14	15	16	14	16	13	15	16	15	16	17	18	18	16	18	17	19	19	20	21	20	21	21	22	21	23	0	1	1	8	3	3	12	3	2	14	4	1	12	9	17	10	4	12	14	7	10	13	22	19	20	15	19	24	16	4	29	26	13	37	19	11	17	13	22	24	22	11	13	16	35	15	19	51	27	29	11	19	56	16	31	26	37	70	49	27	56	24	24	26	80	35	38	49	31	36	58	48	70	67	74	57	61	63	61	50	79	58	67	53	28	79	77	57	81	78	72	82	58	65	55	84	51	96	91	95	97	92	98	93	96	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	1	2	1
3500	-246.945924496416666	-245.483842411897797	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.981240920118150	0	3	1	5	5	3	5	4	4	6	6	4	7	7	7	8	6	9	8	8	8	8	9	10	9	9	10	9	9	9	9	8	7	10	8	9	10	9	11	10	10	11	11	10	11	11	11	11	10	12	11	11	14	11	12	13	13	13	14	13	14	12	12	13	15	12	13	13	13	12	15	14	14	12	15	15	13	16	13	16	15	16	16	14	15	15	14	14	17	16	19	16	16	19	18	18	19	20	20	19	20	21	23	22	23	0	3	1	2	12	3	6	2	2	5	4	2	4	7	10	11	9	5	17	17	4	33	10	16	14	35	13	16	20	35	13	10	4	22	4	14	35	13	21	32	35	29	32	21	26	36	41	38	15	24	19	15	48	27	37	54	23	52	54	51	60	35	54	70	62	22	55	47	43	30	59	74	66	34	63	64	42	72	52	58	68	72	87	64	64	64	55	70	84	53	95	84	61	78	92	83	86	95	83	82	96	101	99	94	101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
4000	-288.012417282934450	-286.550335198415553	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.909987918313057	-1	3	1	5	4	4	5	5	3	6	6	4	8	6	6	7	6	8	8	9	8	8	10	10	7	8	9	8	10	10	10	11	7	11	9	9	11	9	10	10	9	10	11	9	10	10	12	11	12	11	12	11	14	11	12	13	12	12	14	13	14	13	12	13	14	10	13	13	11	15	15	13	12	15	15	14	13	14	14	15	16	17	15	15	15	15	15	15	16	16	19	16	16	18	17	19	20	21	19	19	21	21	23	22	22	0	3	1	9	9	3	3	3	3	12	6	9	17	8	2	4	6	33	12	16	10	10	19	13	10	25	26	4	41	22	20	33	8	20	18	14	38	13	28	19	25	33	21	19	22	21	45	22	37	41	52	39	51	46	44	54	37	27	56	57	54	38	29	57	69	15	42	29	44	56	57	32	30	72	72	56	24	60	49	72	61	78	54	67	78	47	76	60	77	53	95	61	60	75	84	82	86	82	79	94	100	81	92	100	97	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	3	1	1
4500	-281.993422715690883	-280.531340631171986	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.896987100145937	0	2	2	4	4	5	3	4	3	7	8	6	8	5	6	7	6	9	7	9	8	8	10	9	10	7	10	8	10	10	10	11	9	10	9	8	10	9	11	10	10	11	11	11	9	10	11	9	11	11	10	11	15	11	10	12	12	13	13	11	14	13	11	13	15	13	13	13	12	15	16	13	12	12	16	14	13	14	14	15	15	17	14	15	15	15	17	15	16	16	18	15	15	18	17	18	18	20	20	20	21	21	22	21	24	0	1	1	9	2	7	2	3	2	6	14	5	14	7	9	4	4	26	14	17	14	12	35	26	24	14	13	6	45	18	13	23	22	36	16	16	48	13	35	11	21	48	23	33	11	48	25	22	23	48	28	55	59	33	10	55	48	54	39	18	41	52	46	73	62	20	55	52	37	64	60	32	43	48	56	68	22	52	40	68	68	85	59	68	64	67	79	66	78	92	86	58	62	82	86	76	82	97	97	94	76	94	100	96	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
