step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
1	-838.379059906715611	-847.429903287167008	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.351778452524378	0	1	1	3	2	4	3	8	4	4	14	4	6	7	7	5	6	6	7	6	7	8	9	8	8	8	8	11	8	8	7	8	9	12	9	16	9	9	17	9	9	10	11	11	10	13	10	11	14	19	13	11	13	12	12	14	12	13	12	12	13	13	14	12	13	15	14	14	14	13	13	17	15	15	15	16	21	16	15	16	16	16	19	18	18	23	24	21	21	26	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-280.790525698891599	-289.841369079342940	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999203993803577	0	2	2	4	3	5	4	6	2	4	15	5	6	6	7	3	6	5	7	6	8	7	10	7	9	8	9	9	9	9	7	7	8	13	8	12	9	6	18	9	8	10	10	12	6	9	5	11	8	19	14	10	11	11	11	15	13	13	12	12	14	14	13	13	13	14	15	14	13	13	13	17	16	14	13	16	21	13	11	17	15	15	20	17	18	23	24	22	19	22	0	1	1	5	1	9	2	6	1	16	57	10	3	6	7	9	10	16	17	12	20	16	10	38	33	14	22	8	33	13	12	45	16	46	15	23	26	5	56	33	32	19	46	79	16	33	10	40	18	80	34	41	24	30	30	71	36	44	29	46	69	63	35	44	42	75	62	78	48	54	79	34	74	21	53	68	83	37	37	68	36	60	84	11	76	74	77	89	80	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-265.430082216848859	-274.480925597300200	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994325200897147	-1	1	1	3	2	4	4	8	4	4	13	4	6	7	4	5	7	7	8	5	6	6	9	7	9	8	9	11	9	6	8	8	10	12	6	16	10	10	18	10	10	11	12	12	8	14	11	11	14	20	12	7	10	12	11	15	12	13	12	10	14	14	13	13	14	16	14	12	12	12	14	17	13	15	15	16	19	16	14	14	13	14	20	17	18	22	24	20	19	26	0	1	1	2	2	4	3	14	1	4	43	3	12	16	5	2	12	16	16	4	7	7	12	13	19	24	35	53	13	6	14	35	45	28	5	67	13	24	76	13	32	23	41	40	20	11	25	8	57	77	42	6	23	30	26	81	60	47	48	45	29	73	60	25	68	34	54	8	33	55	29	80	51	70	11	57	72	43	57	26	57	68	39	61	72	77	86	84	56	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-264.315893552723196	-273.366736933174536	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982773128286061	0	2	1	3	3	5	4	7	4	4	15	3	6	7	8	5	5	7	6	7	5	8	9	9	6	8	7	11	9	8	8	9	10	10	6	15	10	9	17	9	10	11	11	9	9	13	10	9	14	19	14	12	11	11	12	12	13	12	12	12	13	13	9	13	13	15	15	14	14	14	12	18	15	15	13	16	16	16	10	17	15	16	20	16	18	21	22	19	21	24	0	3	1	3	3	5	2	9	2	2	58	3	17	5	5	3	4	6	10	35	10	21	27	14	6	19	35	18	22	20	25	8	9	19	6	46	32	15	62	20	31	5	29	25	18	60	31	8	60	77	53	53	29	45	45	34	41	42	47	54	60	79	19	60	28	75	61	23	60	55	79	68	64	75	34	66	70	51	45	66	46	55	88	68	70	50	88	76	50	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-260.238475084917695	-269.289318465369035	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990083127253063	-1	2	1	3	1	5	2	8	5	3	15	4	5	8	6	4	7	6	7	7	7	5	8	8	8	8	8	9	9	8	6	9	10	11	9	16	8	6	18	9	10	11	11	12	10	10	9	12	13	20	10	12	13	12	10	15	8	12	13	10	14	14	14	12	14	16	10	12	13	14	14	17	15	15	14	16	21	16	12	14	14	17	19	19	19	23	25	21	20	27	0	5	1	5	1	2	5	19	10	1	43	7	10	9	4	4	9	10	13	15	22	2	19	6	16	17	15	8	26	15	13	9	9	8	31	62	19	10	73	19	40	55	23	43	8	17	8	41	43	81	32	41	64	60	57	81	20	25	17	40	64	42	53	33	79	80	26	40	28	44	44	75	59	49	44	63	84	53	51	32	54	36	11	72	39	88	86	85	78	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-284.897106482001789	-293.947949862453129	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974141359830398	-1	2	2	4	1	3	4	8	5	4	13	5	7	5	8	6	6	5	8	5	7	8	8	7	9	9	9	9	7	8	4	9	10	13	10	15	9	10	17	9	7	10	9	11	11	11	10	10	15	19	14	11	12	13	11	10	12	5	12	13	10	14	12	11	12	13	14	10	13	11	13	17	15	13	15	16	19	16	15	16	14	15	19	17	17	23	22	22	16	25	0	5	1	3	1	3	2	24	6	3	65	7	7	4	20	12	18	6	29	4	16	17	17	18	41	30	21	29	17	41	5	9	22	40	30	46	21	8	37	17	10	27	23	28	30	21	8	30	66	39	71	33	27	20	32	43	64	4	52	27	15	53	48	32	32	45	56	23	56	23	57	54	61	55	63	32	36	75	62	75	74	54	36	62	89	88	62	72	82	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-285.799999653522320	-294.850843033973661	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993639143592710	0	2	2	3	1	3	4	7	5	4	13	4	6	7	7	4	5	6	8	6	8	7	9	9	9	7	9	11	8	8	8	8	9	13	7	12	10	9	15	8	10	10	12	12	9	14	10	10	10	16	14	9	12	12	6	13	13	13	11	11	9	7	13	13	14	13	14	11	14	14	13	18	16	15	16	17	21	14	16	11	14	17	20	17	14	23	21	18	15	25	0	1	1	1	1	3	2	12	4	2	53	5	9	13	10	6	12	9	8	7	20	4	20	8	8	10	14	45	18	18	15	22	29	60	55	42	62	13	70	26	30	9	68	13	35	54	61	29	29	78	24	7	33	59	1	53	59	80	26	37	30	10	25	68	53	54	34	47	44	37	41	39	25	64	70	71	46	36	85	33	63	39	72	58	60	83	83	85	81	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-268.526348322355375	-277.577191702806715	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992973048150638	1	2	2	4	2	4	4	9	5	5	13	5	6	7	6	4	7	7	6	2	6	9	9	9	7	9	8	11	7	8	5	7	10	11	10	15	8	10	17	9	10	9	9	11	10	14	10	11	12	19	13	12	13	11	12	15	11	13	12	13	14	10	14	12	13	16	15	13	15	11	12	15	15	16	15	16	18	11	14	17	13	16	14	18	18	18	21	20	21	26	0	1	1	1	1	5	3	19	16	20	78	16	20	7	7	2	31	10	31	1	6	30	18	32	6	19	16	38	10	6	16	13	15	43	30	61	25	27	82	10	37	29	30	40	18	53	37	13	22	53	55	45	59	27	38	60	24	49	44	49	52	13	58	48	38	68	71	23	81	38	70	11	54	24	65	56	82	8	70	72	78	63	35	83	46	36	50	77	88	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-273.946839586862495	-282.997682967313835	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998286271797810	-2	0	1	-1	2	4	3	7	4	4	15	5	6	8	7	6	6	3	7	7	7	9	10	5	9	9	8	12	8	4	7	5	9	11	9	13	8	9	17	9	9	11	11	12	10	10	7	11	14	20	13	11	11	13	8	15	12	13	13	12	9	13	14	10	13	16	14	15	14	12	13	17	15	14	12	15	21	16	15	15	13	14	17	17	18	24	23	19	19	26	0	1	4	1	2	3	4	13	5	7	60	18	10	20	13	9	10	5	24	17	10	32	38	9	55	8	12	8	12	3	12	30	15	31	55	34	31	17	11	24	47	29	12	61	8	14	12	40	60	89	41	64	30	42	21	57	41	60	43	35	19	64	54	55	26	58	12	62	44	25	38	63	60	75	41	51	50	79	44	57	40	57	67	63	72	50	77	78	84	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-287.745645148074800	-296.796488528526140	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992135962391604	0	1	2	3	3	4	4	8	5	3	12	4	7	8	8	6	6	6	7	5	6	8	10	8	9	7	6	11	9	6	6	8	10	12	8	7	10	8	16	9	10	10	11	10	9	13	10	12	14	19	12	11	12	11	12	12	12	14	10	12	14	12	15	12	13	16	12	14	14	13	13	17	16	15	15	15	20	17	13	12	16	16	15	15	18	16	17	21	17	26	0	1	2	2	2	10	3	31	10	2	54	10	18	21	2	12	20	9	9	12	6	20	15	26	14	30	20	14	36	12	2	21	24	17	16	4	24	17	70	38	15	38	45	32	26	80	13	47	34	47	37	41	52	13	15	37	14	47	24	52	30	59	61	42	80	83	22	42	48	47	47	61	76	79	29	52	43	48	60	36	60	76	71	64	79	83	74	50	82	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
