step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
1	-907.926041794422531	-906.463959709903634	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.171801104358004	1	0	2	3	3	4	4	5	7	7	6	7	6	7	9	9	8	7	8	8	7	8	10	9	10	9	10	9	9	9	10	11	10	10	10	10	12	9	11	10	11	12	11	10	11	12	11	11	13	12	11	12	12	13	13	13	14	13	13	13	13	14	14	14	14	14	14	16	14	14	15	16	16	16	17	17	19	17	17	17	18	19	18	19	19	20	21	19	22	20	21	21	22	22	21	21	23	23	24	28	29	31	33	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	3	4	4	3	4	3	4	5	5	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	6	5	5	5	5	6	5	6	5	6	6	6	5	6	6	6	6	7	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	8	8	8	8	9	9	10	9	9	9	9	10	9	10	10	10	11	10	11	10	11	11	11	11	11	11	12	12	12	14	15	16	17
500	-631.828186665146632	-628.765770959392398	-3.062415705754178	0.000010030655712	0.000057346131574	5.717087019933944	0.303879383375407	2	0	3	3	4	5	2	6	7	8	6	6	7	7	10	8	8	8	9	9	8	8	10	8	11	9	11	10	8	10	11	12	10	10	10	9	12	10	10	9	11	12	11	10	10	12	11	10	13	12	12	13	13	14	14	13	14	13	12	14	13	13	14	14	12	13	14	14	15	15	15	17	16	16	17	17	19	18	17	16	18	20	18	18	19	20	21	19	22	21	22	22	22	20	22	21	24	23	24	28	27	31	33	2	0	1	7	1	1	2	7	11	11	3	5	5	6	10	4	11	1	11	10	12	6	29	4	39	9	26	12	13	29	44	9	17	10	21	12	3	24	4	16	26	13	40	3	21	44	1	22	24	34	16	10	40	38	9	2	45	19	13	50	11	48	44	56	41	3	62	5	29	35	32	42	27	54	46	70	45	43	59	69	0	54	62	37	67	26	85	19	61	75	31	82	71	76	46	80	84	0	27	31	59	4	68	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	4	1	3	2	1	1	1	1	3	1	1	1	2	1	1	1	4	1	1	1	1	4	1	4	1	1	1	1	3	1	2	3	1	2	1	2	3	2	2	4	6	3	2	1	1	3	1	2	1	1	4	1	4	3	3	1	3	3	1	3	2	6	4	2	1	1	3	2	3	1	5	1	5	5	2	6	1	3	2	5	3	2	1	6	9	8	16	10
1000	-519.834004913931039	-517.581503957563655	-2.252500956367347	0.000010038937055	0.000030363526558	3.024575848061434	0.630428795960368	1	0	2	3	3	5	4	5	8	7	6	7	7	7	10	9	8	7	8	8	6	7	9	10	10	9	9	8	9	8	9	11	9	11	9	11	10	10	11	10	12	12	11	11	10	12	11	11	14	12	11	13	12	13	13	13	15	12	13	14	13	15	14	14	14	15	15	16	14	13	14	16	16	16	17	17	19	17	16	17	18	19	18	18	20	21	22	18	23	20	21	21	22	22	22	21	24	23	25	28	28	32	31	2	0	1	3	3	4	4	7	6	11	6	8	6	4	13	28	22	11	11	12	1	21	7	23	12	20	20	22	10	11	28	40	17	37	8	35	22	27	27	6	38	51	40	28	35	47	10	35	53	45	21	35	26	11	36	45	59	24	26	27	51	56	33	53	41	70	22	52	34	9	55	69	57	66	25	70	62	79	52	62	0	40	69	68	78	72	77	61	86	76	74	75	77	83	85	73	68	0	94	78	89	91	101	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	2	2	4	1	1	1	2	2	2	2	1	2	1	1	1	3	1	2	2	1	1	1	1	3	2	2	1	2	1	1	4	2	2	1	3	1	2	1	1	2	2	2	2	1	3	3	1	1	5	2	4	1
1500	-465.787206482178419	-463.556576646712585	-2.230629835465806	0.000010084252582	0.000029878723387	2.962909064817306	0.757493755408640	1	0	2	3	4	5	4	6	7	5	6	7	6	8	9	10	8	8	9	8	7	8	9	9	11	8	10	9	10	9	9	11	10	10	11	10	12	10	11	9	12	12	12	9	11	13	10	11	13	13	12	13	13	11	14	14	13	12	12	14	11	15	14	14	15	14	14	17	14	15	16	16	16	17	18	17	19	16	15	17	18	20	18	18	19	21	22	20	22	20	21	21	23	22	21	21	22	23	23	28	30	31	33	2	0	1	2	2	3	4	10	3	7	10	1	5	10	20	14	13	13	12	11	4	13	6	10	33	11	12	12	18	10	13	18	31	26	27	26	35	28	47	7	35	25	40	9	23	61	21	23	47	43	36	32	45	26	57	41	47	19	35	32	44	56	33	25	56	59	49	48	41	22	60	79	60	56	53	70	76	60	46	60	0	75	72	78	80	85	77	84	88	74	81	85	96	71	78	77	85	0	97	82	93	98	102	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	2	1	1	2	3	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	3	1	1	1	1	3	3	4	1
2000	-485.191843064645923	-482.566062724503752	-2.625780340142180	0.000010209764164	0.000042480730951	4.160794536528454	0.725853342491528	1	-1	2	3	3	4	4	5	7	6	6	7	7	7	9	10	9	7	8	7	7	9	10	9	9	8	10	9	9	9	9	11	10	11	10	11	12	9	11	10	10	12	12	11	11	13	12	10	14	11	11	13	12	13	13	13	14	13	13	13	13	15	13	13	15	12	15	16	13	15	16	16	14	16	17	17	19	17	17	18	19	19	17	19	17	19	21	19	23	19	21	21	22	19	20	21	21	21	24	28	29	31	33	2	0	1	1	1	3	2	4	6	4	7	1	7	8	19	19	14	7	11	5	10	11	26	11	20	10	15	26	9	4	14	10	25	30	19	28	25	18	29	30	21	24	40	41	25	42	48	26	54	38	38	39	32	50	27	37	46	32	36	22	28	66	33	32	22	23	55	51	33	17	58	70	44	56	57	70	85	68	12	69	0	80	13	79	67	79	81	79	98	63	84	86	96	83	81	88	84	0	74	82	80	97	100	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	4	1	3	2	1	1	3	2	1	1	1	4	2	1	1	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	4	5	4	3
2500	-462.802939349105884	-460.896301707962550	-1.906637641143333	0.000010423968287	0.000021924620611	2.103289266296082	0.787504650280812	1	0	3	3	3	4	5	5	7	7	6	8	7	6	10	8	8	7	8	9	8	8	10	10	10	9	11	8	9	10	10	12	10	10	9	10	11	10	11	10	11	12	12	10	11	11	12	12	13	11	11	12	13	12	13	13	14	13	12	13	14	14	14	15	14	14	14	16	14	14	16	16	16	16	16	16	19	18	16	17	18	20	18	20	18	21	21	19	22	20	22	20	23	23	21	22	22	24	24	29	29	31	31	2	0	1	2	1	3	4	4	3	7	3	1	7	6	22	10	13	7	9	18	11	18	20	10	21	10	19	11	16	9	13	40	21	8	22	28	29	35	17	13	30	20	40	13	20	23	25	31	15	19	24	30	32	12	28	43	26	50	35	46	40	32	33	43	21	51	27	27	53	34	61	62	41	49	61	70	72	71	48	42	0	85	27	73	73	78	90	79	87	83	83	70	88	80	78	82	86	0	86	91	89	101	100	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	3	1	1	2	1	2	1	2	3	1	1	1	1	1	1	2	1	1	4	2	1	3	1	1	1	2	2	2	2	2	1	1	1	1	2	2	3	1	1
3000	-528.293749227051876	-525.639206804183004	-2.654542422868881	0.000010940206827	0.000046554672486	4.255374073239034	0.786132715684184	1	0	2	2	3	4	4	4	7	8	6	7	6	8	9	9	9	8	7	8	6	8	11	9	11	10	9	10	9	10	11	11	11	11	9	11	12	8	10	10	12	13	11	10	12	13	10	12	12	11	11	12	12	13	14	14	14	13	13	13	12	14	13	15	14	14	15	17	15	14	15	15	16	15	16	17	20	18	15	16	18	19	19	19	19	19	21	19	22	21	20	21	23	20	21	20	23	24	23	28	30	31	33	2	0	1	1	1	2	3	3	21	12	4	6	6	5	20	2	22	13	13	11	7	9	8	12	9	11	14	20	19	15	24	27	17	22	10	18	24	7	10	27	36	43	40	11	23	23	38	30	23	40	35	32	26	30	63	48	50	23	51	32	15	40	34	55	33	37	49	74	52	48	41	42	66	43	70	28	84	54	10	65	0	61	75	73	76	33	85	78	77	88	73	83	91	81	84	75	90	0	87	99	98	101	101	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	2	1	3	1	1	2	1	4	1	2	2	1	1	2	1	1	1	5	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	1	1
3500	-504.581318973819918	-502.224280472093142	-2.357038501726789	0.000011529429179	0.000038352261931	3.326466673700536	0.766995724217897	1	0	2	3	3	5	4	6	6	8	6	8	6	8	10	9	8	7	9	8	6	9	10	9	11	10	11	8	9	9	9	11	11	11	9	8	10	10	12	10	11	12	11	10	10	12	10	11	14	13	12	11	12	13	13	13	15	13	14	13	14	14	13	15	15	14	15	14	15	15	15	17	17	16	18	18	20	17	18	17	18	17	18	19	19	20	21	19	23	21	21	21	23	22	22	22	23	23	25	28	29	32	31	2	0	1	2	1	4	1	6	7	6	7	9	3	21	36	36	11	3	9	13	6	20	17	36	36	4	19	9	21	18	9	40	44	24	11	7	28	17	27	30	28	23	40	14	10	25	17	24	53	43	47	26	32	48	33	51	34	34	37	26	40	48	33	56	33	55	63	27	56	39	30	69	62	70	57	70	24	54	66	69	0	46	55	51	73	81	81	76	91	52	88	88	91	87	81	77	96	0	94	98	99	103	101	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	5	2	2	1	1	2	2	3	1	1	1	1	1	4	1	1	1	1	2	1	1	1	1	2	2	1	1
4000	-465.812429298249128	-462.684548950641101	-3.127880347608034	0.000011702019894	0.000069906635719	5.973894793629909	0.840720319992670	1	0	3	3	3	5	4	5	8	6	6	6	6	7	9	9	8	8	7	7	8	8	11	9	11	10	11	8	9	9	10	12	11	9	10	11	12	9	11	10	12	13	11	7	11	12	12	11	13	12	11	13	10	14	13	14	15	14	14	14	13	15	14	14	14	13	13	14	15	14	13	16	16	16	16	17	17	17	17	17	18	19	18	19	19	21	22	19	22	21	21	21	21	22	19	21	23	23	24	28	30	31	33	2	0	2	1	1	3	4	5	44	6	8	8	8	6	21	21	7	11	12	6	44	8	31	28	35	15	35	4	20	21	28	40	30	44	16	28	31	18	10	30	11	39	31	8	14	26	26	29	36	11	30	16	24	45	27	67	22	23	51	29	53	71	33	50	43	38	40	20	43	30	31	57	64	68	68	70	55	62	59	58	0	80	63	76	79	88	93	62	90	82	85	88	88	84	80	88	86	0	94	93	100	100	101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
4500	-464.353491590965461	-461.949013129981040	-2.404478460984397	0.000012064139428	0.000041832377661	3.467497861110800	0.822002524659359	1	0	2	4	3	4	3	6	6	8	5	6	6	7	9	10	7	8	8	8	8	8	11	9	10	9	10	9	9	7	11	9	11	10	10	11	12	10	12	10	10	11	12	10	10	12	11	10	13	12	11	13	12	13	13	11	12	13	14	13	13	14	13	14	15	14	14	17	12	13	15	16	16	16	17	15	19	16	17	18	19	18	19	18	19	20	20	19	21	19	22	22	22	22	20	20	22	22	24	28	30	31	33	2	0	1	7	1	3	1	11	6	8	5	4	6	11	12	12	4	12	17	9	12	11	20	30	18	12	20	8	21	4	28	30	20	19	8	14	47	9	15	32	21	28	40	22	28	34	21	21	42	16	45	23	32	31	37	44	33	47	39	40	27	49	50	58	34	37	51	55	31	23	56	76	60	71	65	70	68	70	44	79	0	78	73	78	84	88	76	68	85	73	89	95	96	81	68	80	88	0	86	94	100	101	102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	4	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
