step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-2264.580333116967267	-2263.118251032448370	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.009062834289375	1	2	1	2	3	2	4	3	3	4	4	5	4	4	6	6	6	6	6	6	5	6	7	7	8	8	8	8	9	10	9	10	9	10	11	10	10	10	12	11	11	11	10	11	10	11	12	13	14	14	13	13	13	14	13	13	14	15	14	16	15	14	14	18	16	16	16	17	17	17	20	19	18	19	19	20	19	20	20	21	21	22	21	21	22	24	23	24	25	24	27	25	25	26	26	27	25	27	28	26	27	28	27	30	29	29	29	30	31	32	36	32	34	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	3	3	3	3	3	3	2	3	3	3	4	4	4	4	4	5	4	5	4	5	5	5	5	5	6	5	5	5	5	5	5	5	6	6	7	7	6	6	6	7	6	6	7	7	7	8	7	7	7	9	8	8	8	8	8	8	10	9	9	9	9	10	9	10	10	10	10	11	10	10	11	12	11	12	12	12	13	12	12	13	13	13	12	13	14	13	13	14	13	15	14	14	14	15	15	16	18	16	17
500	-1102.095906898734938	-1100.153684521972309	-1.942222376762653	0.000009988613362	0.000021907949983	2.193292420911824	0.026973895066316	1	1	0	2	4	2	4	3	3	4	5	5	5	4	7	5	7	7	7	7	6	6	7	7	8	9	9	8	9	9	8	11	9	9	12	10	11	10	10	12	11	10	10	11	10	12	13	14	13	14	14	13	13	13	13	14	14	15	14	16	15	15	14	18	17	17	15	17	18	16	20	20	18	18	19	20	19	20	20	20	21	22	21	21	19	24	24	24	26	24	24	25	26	26	27	28	23	28	28	27	27	28	26	31	30	30	29	31	32	33	37	33	35	3	3	0	1	1	3	3	1	1	4	3	8	4	2	2	4	22	13	12	10	6	4	14	5	20	16	23	9	9	3	5	1	2	8	27	6	24	10	0	39	23	17	15	13	1	12	45	29	29	52	4	2	39	43	44	30	46	28	39	51	54	39	38	25	15	15	33	70	39	23	0	67	67	30	44	6	38	15	49	58	21	45	67	69	29	42	65	41	15	51	85	40	53	52	51	23	18	23	85	68	45	76	79	85	26	85	16	85	85	62	85	66	30	1	1	1	1	2	1	3	1	1	1	2	1	3	1	3	2	1	1	1	2	2	3	1	2	1	2	2	2	3	6	2	5	4	3	2	3	2	4	1	1	2	2	1	3	3	4	1	3	2	1	8	8	2	2	1	2	1	3	2	1	2	4	2	6	6	5	4	1	5	5	1	4	2	5	5	9	4	6	3	3	8	6	4	1	5	5	5	7	11	4	2	6	8	7	9	12	8	13	5	4	8	5	4	9	11	8	11	11	8	9	13	9	14
1000	-973.755747976283260	-971.425024403711177	-2.330723572572037	0.000009959398375	0.000032361447223	3.249337560824511	0.214251467248479	1	1	-1	3	2	2	5	4	3	4	4	4	3	4	7	5	7	6	6	6	5	6	8	7	8	9	9	9	9	11	8	10	9	10	12	10	10	8	11	11	11	12	10	11	10	11	13	14	13	13	13	13	14	14	14	13	13	15	14	16	15	14	14	19	16	16	14	17	17	15	21	20	18	20	19	20	20	20	19	20	21	22	22	22	19	23	23	24	26	23	28	24	25	26	26	26	25	27	29	25	27	28	27	29	30	29	29	31	31	31	37	33	33	3	3	0	1	1	2	3	1	5	13	5	5	3	9	16	13	5	4	8	4	6	10	21	10	13	38	21	17	17	28	18	25	13	14	25	21	22	8	0	18	37	6	9	2	25	6	3	35	32	46	28	33	34	32	25	30	25	26	39	23	17	39	24	66	4	29	40	67	39	27	0	67	67	51	44	6	63	47	48	56	51	49	72	17	34	79	67	24	83	81	85	84	90	30	45	58	18	44	85	29	96	36	90	85	12	85	96	85	85	36	85	106	60	1	1	1	1	1	1	3	2	1	1	1	2	2	1	1	1	2	1	1	3	1	1	3	2	3	1	2	1	1	1	1	1	3	4	2	2	3	2	1	4	1	6	2	6	1	4	6	1	2	1	2	2	2	1	3	1	3	4	1	3	3	2	3	2	5	3	3	2	4	3	1	4	2	4	4	9	4	5	3	2	4	6	2	6	5	3	8	9	2	1	3	1	1	7	4	5	8	6	4	7	1	8	2	6	16	7	1	10	7	11	13	2	8
1500	-767.705717560257767	-765.712402266777076	-1.993315293480683	0.000009999869741	0.000023241887363	2.324219011225739	0.432391078593933	2	2	-1	3	3	2	4	3	3	4	4	5	5	4	6	6	6	7	7	6	6	6	6	7	9	9	8	8	9	10	10	10	8	10	10	10	10	11	10	11	12	11	10	12	9	11	13	10	15	14	12	14	14	14	13	12	14	14	14	17	15	12	13	16	16	17	15	18	18	17	19	20	18	19	19	19	18	19	21	21	21	21	22	21	22	24	24	24	25	23	25	24	25	26	26	26	25	26	29	25	28	28	27	30	29	29	29	30	31	33	36	32	34	3	3	0	2	2	3	6	3	1	4	8	7	2	9	7	11	1	4	8	10	8	10	14	7	24	13	8	15	13	17	17	20	14	28	1	33	15	32	0	17	25	45	6	8	19	21	27	22	59	14	25	21	62	56	31	2	37	38	62	16	47	39	34	29	54	55	35	67	49	47	0	67	67	66	35	54	45	35	42	60	70	67	67	72	72	85	67	72	83	48	85	49	52	61	83	100	79	97	91	57	95	74	98	85	86	91	103	86	91	101	106	106	105	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	2	1	3	1	1	1	1	2	2	1	2	2	2	2	2	1	3	1	2	1	1	5	1	1	5	4	1	2	2	2	1	5	2	4	1	1	3	4	2	2	1	4	1	1	2	3	1	2	1	1	2	3	1	3	2	2	5	2	4	5	5	3	3	3	4	1	1	1	6	2	2	6	2	5	6	4	3	1	3	1	3	6	1	5	1	7	4	4	1	6	4	2	6	2	3
2000	-836.660304713564869	-834.939971477272479	-1.720333236292354	0.000009922948574	0.000016318103841	1.644481347428249	0.452826816502476	1	2	0	2	2	2	4	3	4	4	4	4	4	5	7	5	6	7	6	6	6	4	8	8	9	8	8	8	9	11	9	10	9	11	12	10	10	8	13	11	11	11	10	11	10	12	13	12	14	13	14	13	14	15	13	14	13	16	15	17	15	15	15	19	17	16	14	17	18	18	20	20	18	20	18	19	20	21	21	21	22	23	21	21	21	25	23	25	24	23	24	26	25	26	26	28	25	27	28	26	27	28	26	30	29	30	30	30	31	32	36	32	32	3	3	0	1	1	3	2	6	5	4	5	5	3	2	9	9	9	4	4	10	3	4	11	10	4	13	21	17	13	29	16	28	2	8	24	17	20	7	0	19	17	28	23	9	28	32	27	33	45	38	41	11	25	39	48	43	45	51	39	45	44	39	56	51	24	51	48	24	59	47	0	67	67	22	60	34	69	58	18	67	64	72	72	73	67	82	75	83	83	78	85	83	44	66	79	66	90	86	91	81	91	87	57	91	86	91	95	91	106	106	99	106	94	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	2	2	3	2	2	1	2	1	2	1	4	3	2	3	2	2	1	3	2	2	1	3	1	1	3	1	2	2	1	5	3	2	1	3	1	1	1	3	3	1	1	3	4	1	1	5	2	3	1	2	2	7	1	4	1	3	8	4	1	2	1	2	4	1	2	2	1	1	2	3	7	4	3	6	1	1	2	2	1	3	6	3	2	4	3	4	1	1	4	1	4
2500	-853.379049908184584	-850.921755933536360	-2.457293974648243	0.000009991122731	0.000036243586829	3.627578982355868	0.460458376237784	1	3	0	3	3	2	5	2	2	5	5	5	4	5	6	7	6	5	7	7	4	7	8	7	7	8	9	8	10	10	8	10	9	10	11	10	11	9	11	11	11	11	10	10	10	12	12	14	14	14	13	13	12	12	13	11	12	15	13	14	15	14	15	18	16	14	17	14	17	17	21	19	17	19	18	20	18	21	20	21	21	22	21	20	21	24	23	24	26	25	25	24	26	26	27	25	25	26	29	27	26	29	28	30	29	29	29	30	31	32	36	32	34	3	3	0	1	1	3	6	3	1	9	13	4	4	21	21	7	9	4	11	10	2	10	16	11	12	15	23	22	28	7	13	24	8	14	16	6	14	10	0	43	13	26	15	28	28	13	23	37	46	51	43	33	17	20	36	43	24	60	39	23	43	59	41	62	51	17	68	21	59	16	0	67	30	55	49	64	52	60	75	77	23	73	72	64	63	84	66	68	83	92	85	84	92	67	73	78	78	70	91	87	90	89	78	106	100	91	84	68	106	109	106	106	109	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	3	1	2	2	2	3	3	2	1	1	4	2	2	1	1	3	2	1	1	1	2	1	4	2	1	1	2	1	1	3	3	1	1	1	2	4	1	4	2	6	1	1	4	4	2	2	3	4	1	1	6	2	1	1	2	3	7	7	2	1	2	2	1	3	7	1	1	6	2	3	1	1	3	1	1	1	5	8	1	1	5	1	1
3000	-715.705984141310068	-713.681250633075820	-2.024733508234296	0.000010089193743	0.000024272500037	2.405791845596803	0.481274620840011	1	2	0	2	2	2	4	3	3	5	3	6	5	5	6	6	5	6	6	6	6	7	7	7	9	8	9	9	10	10	10	10	9	10	11	8	10	11	12	11	11	11	9	12	10	11	13	13	13	13	13	13	14	15	13	12	14	16	14	16	15	13	15	19	16	16	17	17	17	17	20	19	18	20	19	19	19	21	21	22	21	21	21	21	23	23	23	24	25	23	27	25	26	25	26	27	25	27	27	26	28	28	28	30	29	29	30	31	30	32	33	32	33	3	3	0	1	1	3	6	1	3	4	4	2	8	8	14	14	11	4	4	10	3	10	8	10	18	13	16	19	22	24	36	43	11	16	36	2	15	43	0	36	22	16	8	45	24	28	23	38	21	25	19	13	39	47	30	43	46	48	39	33	49	39	39	60	50	19	6	61	62	47	0	67	67	75	58	58	57	43	73	55	70	72	67	73	72	81	44	33	88	28	85	85	83	54	67	95	87	79	85	59	96	98	93	91	103	99	30	99	106	101	106	109	103	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	2	1	3	1	2	1	1	1	1	3	1	1	1	1	3	2	1	3	2	1	1	2	2	2	2	1	2	1	3	1	3	2	3	4	1	1	1	2	1	1	1	4	1	1	1	1	2	5	7	2	2	2	1	2	1	1	1	1	2	5	2	4	1	1	2	1	2	1	8	8	1	6	2	1	3	4	6	1	1	4	2	5	1	1	1	1	1	1	10	3	1	3	2	1	3
3500	-722.710123458750559	-720.888556714509718	-1.821566744240813	0.000010295690634	0.000019475170396	1.891584652961294	0.537167141371530	1	2	0	2	4	2	3	4	4	5	4	5	4	3	7	6	7	7	6	6	5	4	5	7	8	9	9	8	9	10	9	11	9	11	11	9	9	9	11	11	10	11	9	12	11	11	12	13	12	15	13	13	13	13	11	13	13	16	15	17	15	13	15	18	16	15	15	18	15	15	21	20	19	19	20	20	19	20	21	22	19	22	21	21	22	23	24	23	26	25	27	25	24	25	27	28	25	28	26	26	28	29	26	30	27	29	29	31	31	31	37	32	34	3	3	0	1	2	3	2	2	2	22	3	13	2	1	2	10	23	12	4	22	14	4	11	10	24	15	23	13	18	23	10	37	15	33	9	11	24	20	0	21	28	5	24	34	6	33	23	33	3	45	15	42	39	29	18	43	46	44	39	61	57	39	32	70	61	32	36	36	39	48	0	67	67	68	74	61	65	70	60	63	60	72	72	74	67	84	63	79	83	71	85	87	71	66	88	100	82	94	75	97	89	100	86	91	86	99	105	85	106	106	109	109	77	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	3	2	1	1	1	1	1	2	2	2	1	2	2	1	2	1	4	2	1	1	1	2	1	3	1	1	6	1	4	2	6	2	2	1	2	2	2	2	1	2	2	2	2	1	3	1	1	2	2	4	2	1	1	3	2	1	1	2	1	2	3	4	1	1	1	2	3	1	4	1	2	2	2	1	2	6	3	1	2	1	5	1	1	1	1	1	3	1	1	5	1	1	2	1	8
4000	-736.660381914040954	-734.716421073108791	-1.943960840932113	0.000010638839243	0.000023381121515	2.197713583314726	0.601269358114703	2	2	1	3	4	3	4	4	3	4	4	5	4	5	5	6	6	6	6	7	5	6	7	7	7	7	8	9	9	10	8	8	10	10	11	11	9	10	11	11	11	11	10	9	10	12	12	13	14	15	13	12	13	14	14	13	14	16	13	16	16	14	14	17	15	17	16	17	16	15	21	19	19	18	20	18	19	18	20	20	20	22	22	22	22	25	24	23	25	23	27	23	25	26	27	27	25	27	28	26	28	29	28	30	29	30	28	29	31	31	36	32	35	3	3	0	2	1	2	2	3	1	2	6	3	4	6	13	8	1	2	4	22	9	10	21	11	22	12	23	15	8	22	15	4	8	12	28	8	25	15	0	44	31	22	16	19	31	34	33	45	48	55	41	44	39	34	24	17	46	62	39	28	41	39	36	49	56	65	35	67	39	29	0	50	67	40	77	70	65	17	64	76	78	72	73	40	72	69	67	35	83	73	85	76	71	70	88	93	80	72	85	38	97	99	93	91	94	102	96	85	106	90	109	102	109	1	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	2	3	2	3	3	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	4	1	1	1	3	2	1	1	1	1	1	2	1	2	2	1	2	2	2	1	1	2	3	1	1	1	1	1	4	1	4	5	5	2	2	2	2	1	7	2	2	2	4	4	7	3	1	1	2	2	1	1	4	1	4	2	2	2
4500	-784.548637046109889	-782.990646994176586	-1.557990051933336	0.000012226185817	0.000015271865617	1.249111198316977	0.490989471413490	1	2	0	3	4	3	4	3	3	5	4	4	5	4	7	5	6	6	7	6	5	7	7	7	8	8	9	9	10	9	9	9	8	9	11	10	10	9	11	11	10	12	9	12	10	9	11	13	15	15	13	12	13	13	14	13	15	15	14	16	15	15	14	19	15	17	16	17	17	15	20	19	17	20	20	19	17	19	20	21	19	23	21	22	21	24	24	23	25	24	25	24	26	27	27	28	25	28	29	26	26	26	28	30	30	28	29	28	32	32	36	31	34	3	3	0	1	8	3	3	1	1	9	1	3	3	6	21	7	4	8	13	10	2	10	21	5	20	12	23	26	2	11	24	26	13	3	27	9	43	22	0	43	22	27	13	47	11	13	27	23	45	35	52	16	39	47	39	40	16	34	39	65	63	39	52	50	29	61	21	36	59	23	0	67	49	73	59	53	60	27	39	68	27	67	58	64	67	58	8	65	83	84	85	82	84	6	88	102	90	91	85	75	97	87	102	85	92	82	97	80	106	106	109	106	109	1	1	1	1	1	1	3	1	1	1	1	2	4	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	4	2	1	1	2	4	1	4	1	1	1	1	3	1	1	1	3	2	1	2	3	2	1	2	2	1	2	1	5	3	1	1	1	2	1	3	3	1	4	5	1	5	1	1	1	1	3	3	1	3	4	2	5	4	5	2	4	3	8	6	4	1	2	1	3	6	4	1	1	2	6	4	1	1	1	7	2	2	2	3	2	2	2	2	1
