step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-1374.044056311852501	-1380.899544262811787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.288452518804319	0	2	2	2	3	3	4	3	4	5	6	5	7	5	6	6	6	6	6	7	7	7	6	7	8	8	6	6	9	9	8	7	8	8	8	8	9	9	9	8	10	8	9	8	9	9	8	10	10	10	10	10	10	10	11	11	11	10	11	10	11	11	12	12	12	13	12	13	12	13	13	13	13	14	15	13	14	13	14	14	15	15	17	16	16	17	17	15	15	16	16	18	18	18	18	18	18	19	19	20	22	22	22	21	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	4	3	3	3	3	3	3	4	4	4	3	4	4	4	3	3	5	5	4	4	4	4	4	4	5	5	5	4	5	4	5	4	5	5	4	5	5	5	5	5	5	5	6	6	6	5	6	5	6	6	6	6	6	7	6	7	6	7	7	7	7	7	8	7	7	7	7	7	8	8	9	8	8	9	9	8	8	8	8	9	9	9	9	9	9	10	10	10	11	11	11	11	12
500	-698.687909135862469	-705.543397086821869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.348136920373076	-1	2	2	2	2	3	4	4	4	5	6	5	7	3	7	3	7	6	7	7	7	8	6	6	9	9	5	6	10	8	9	7	9	8	8	7	8	9	8	9	10	7	10	8	8	9	8	10	10	9	11	9	10	10	12	10	11	9	12	10	12	11	12	13	12	13	13	12	12	14	14	11	12	13	15	13	14	12	15	15	16	16	16	17	17	18	17	13	15	16	16	18	18	18	18	19	19	19	19	20	23	23	22	22	24	0	1	1	1	1	3	5	14	16	5	2	3	14	4	27	3	10	2	23	14	6	18	5	1	5	42	6	16	18	8	15	27	10	3	12	12	19	9	18	18	42	27	44	9	23	23	36	45	44	30	37	24	42	23	32	5	23	24	40	15	11	50	50	51	52	45	12	57	58	62	57	1	41	13	65	56	62	57	76	68	59	61	31	65	75	47	77	57	40	80	62	88	71	40	2	88	71	50	29	50	63	30	74	63	74	1	2	1	1	2	1	1	1	1	2	2	2	3	1	1	1	1	2	1	2	2	1	2	3	3	1	1	2	3	2	1	1	2	2	2	1	1	3	1	1	2	1	1	3	2	2	1	2	1	1	1	2	1	2	2	4	2	2	2	1	3	2	2	1	1	3	4	1	2	2	2	6	1	5	3	1	2	1	1	1	2	3	3	2	2	5	1	1	5	1	3	2	3	5	9	2	3	5	4	6	6	12	8	4	9
1000	-680.590380176241069	-687.445868127200470	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423281258387589	0	3	2	2	4	4	5	3	5	6	7	2	5	6	6	4	6	7	6	6	7	8	6	7	8	9	6	7	9	10	6	7	8	8	5	7	9	9	9	8	10	8	9	8	8	10	7	10	10	10	10	10	9	11	11	10	9	10	11	11	12	11	12	13	12	13	13	10	12	13	14	13	13	13	15	13	14	13	13	15	15	16	17	16	14	14	16	15	14	16	17	17	18	18	18	16	19	20	19	18	20	23	23	21	24	0	1	1	1	1	3	3	4	16	9	23	1	8	8	5	3	5	35	3	8	9	7	35	1	1	15	6	16	35	20	3	27	9	5	2	7	36	12	47	36	53	15	28	9	2	35	12	23	18	13	19	36	27	45	32	25	47	40	40	22	34	30	62	19	52	45	47	57	40	62	68	69	38	62	52	48	70	68	59	24	72	79	60	65	65	22	77	22	69	57	63	88	80	79	47	78	78	70	86	50	13	13	50	62	50	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	3	5	1	1	2	3	3	2	1	2	2	1	1	1	3	1	1	1	1	1	2	2	3	2	2	2	3	2	1	1	2	2	1	1	1	2	2	2	1	1	4	1	4	3	1	2	1	1	1	2	2	4	2	1	2	1	3	1	2	4	2	1	2	1	3	1	4	3	1	1	2	5	1	3	3	2	3	8	11	8	6	10
1500	-657.427901924353023	-664.283389875312423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.421506340483418	0	2	2	1	3	3	4	3	4	5	4	4	8	5	6	6	6	5	6	7	6	7	6	7	6	8	6	6	8	9	9	8	9	8	8	9	10	9	10	8	10	6	9	9	9	8	8	10	9	9	9	7	9	8	11	12	10	9	11	10	12	12	12	12	10	14	13	14	11	13	13	13	14	14	16	13	14	13	15	12	15	16	17	16	17	18	17	16	15	16	16	18	19	18	17	18	18	19	19	20	22	22	22	22	24	0	1	1	1	2	3	3	4	6	6	5	1	20	4	6	9	12	11	18	14	6	6	18	5	12	27	7	9	23	8	9	15	9	23	1	47	51	3	47	24	27	12	16	16	54	18	12	5	23	20	35	12	15	2	32	24	47	24	40	27	45	50	50	51	52	54	36	57	40	50	57	59	41	50	65	36	70	1	72	24	40	58	22	65	65	67	70	68	72	36	63	80	68	72	67	80	88	50	76	91	100	62	91	63	91	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	4	2	2	1	3	1	1	4	1	1	2	1	2	2	1	2	1	3	2	1	1	1	2	3	2	2	1	1	2	3	2	2	2	2	2	4	3	2	2	2	2	1	2	2	5	2	1	8	2	2	3	3	4	3	2	2	2	1	2	4	2	3	2	3	2	4	1	3	3	2	2	5	4	4	4
2000	-592.242201695762560	-599.097689646721960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704130795302172	-1	3	2	1	4	3	4	3	4	5	6	5	7	6	7	7	7	7	7	7	6	6	5	8	8	8	5	6	10	8	9	7	8	8	8	6	10	8	8	9	8	9	10	8	9	9	9	9	10	11	11	10	10	11	11	11	11	7	11	8	11	11	12	11	12	13	12	12	10	13	13	14	13	15	15	13	15	14	13	15	16	16	18	16	16	14	17	16	14	14	17	19	18	19	17	18	18	19	20	21	22	22	22	21	23	0	1	1	1	1	3	3	4	6	6	23	1	8	8	27	9	10	23	23	4	6	27	5	36	5	27	6	9	2	8	15	21	9	11	23	2	19	22	36	58	27	5	28	9	34	35	24	5	11	14	37	35	41	35	32	36	24	21	40	27	45	30	50	35	52	54	36	57	58	62	57	79	15	62	65	56	62	68	59	71	79	89	73	65	65	47	77	57	58	57	62	78	90	89	76	71	88	74	56	91	104	100	98	50	98	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	2	2	1	1	3	2	1	1	1	2	1	1	1	3	2	1	1	2	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	2	3	1	2	1	1	2	2	2	1	1	2	1	2	1	2	1	1	3	1	1	1	1	1	3	2	2	1	2	1	1	1	2	1	3	2	2	3	1	3	3	2	2	2	2	2	2	3	1	3	6	1	1	1	2	4	2
2500	-619.195680852287524	-626.051168803246924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722174965158192	-1	3	1	1	2	2	3	2	5	5	6	5	8	5	5	7	7	6	6	8	4	5	7	8	8	9	7	6	8	10	9	7	7	7	8	7	9	9	9	8	8	8	9	8	8	10	9	9	11	10	10	10	10	10	11	11	11	10	10	10	10	11	12	13	12	14	12	14	11	14	14	13	13	14	13	10	13	14	13	15	16	12	17	17	15	16	15	14	15	17	15	17	18	18	19	18	18	19	18	21	22	22	23	20	22	0	1	1	1	1	3	3	4	6	6	9	3	14	8	6	15	21	10	5	14	6	21	11	18	3	27	15	6	22	20	27	10	10	4	23	9	35	6	35	19	27	15	12	33	12	11	36	23	11	20	11	12	27	45	22	47	47	40	40	15	45	50	50	37	52	54	76	57	29	50	57	69	60	63	65	34	63	57	82	24	72	58	73	85	75	67	77	57	79	80	63	88	78	82	29	88	92	70	67	98	104	104	104	74	100	1	2	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1	2	2	1	1	1	2	3	1	1	2	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	2	2	1	1	2	1	2	2	1	2	4	1	1	1	1	4	1	1	1	2	2	2	2	2	2	1	2	1	1	2	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1	2	2	2	2	3	5	2	1	2	3	1	1	1	2	2	1
3000	-585.746291984978825	-592.601779935938225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652080968919509	1	2	2	2	3	3	4	4	5	4	7	5	8	6	4	6	7	4	6	8	7	7	5	7	9	9	6	6	8	9	8	8	9	8	8	9	9	9	9	8	11	7	9	7	9	8	8	9	10	9	11	11	10	10	12	11	10	10	10	11	12	12	12	12	12	13	12	13	13	13	13	13	14	14	14	12	15	12	15	14	15	13	18	17	17	16	17	14	15	14	16	17	16	18	19	17	19	18	20	19	21	22	21	21	21	0	1	1	1	4	3	3	4	6	6	18	2	8	8	6	9	9	1	18	14	6	3	2	12	11	42	15	9	6	14	15	27	44	23	12	24	35	21	24	12	15	15	22	9	11	18	24	34	34	13	37	39	31	45	32	36	29	35	40	17	45	50	50	29	52	54	24	57	24	50	57	59	60	50	52	47	70	57	59	36	58	40	73	65	75	67	70	78	82	57	74	71	90	22	86	88	92	62	86	91	91	100	100	100	100	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	3	1	1	2	1	1	1	2	1	2	2	1	2	2	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	3	1	2	2	1	3	2	2	2	2	2	1	2	1	2	2	2	2	3	2	4	1	1	2	1	1	2	1	2	1	5	2	2	1	4	2	1	2	1	2	2	1
3500	-563.694787341679330	-570.550275292638730	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613256171398207	0	2	2	2	3	4	5	4	4	5	7	5	7	6	7	6	6	6	6	8	6	7	4	6	6	9	5	6	10	9	9	7	8	8	8	7	9	10	10	8	9	9	10	8	9	9	9	9	9	10	9	11	10	10	10	11	11	11	12	11	11	11	12	12	12	14	12	11	13	13	13	13	13	15	15	14	15	13	14	15	15	15	17	16	16	18	17	15	16	16	16	17	19	18	18	18	17	19	17	20	21	23	22	21	24	0	1	1	1	1	3	3	4	3	6	23	5	8	8	6	9	10	23	23	13	6	6	2	2	2	27	3	9	35	13	15	27	16	11	25	27	19	25	12	24	32	27	28	3	34	23	36	21	18	30	19	35	31	45	32	44	24	35	40	42	45	20	30	51	52	54	29	47	40	63	68	57	60	50	52	67	70	68	72	71	79	72	73	65	65	76	77	68	69	57	50	88	80	79	76	88	88	70	67	91	100	104	104	98	100	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	2	2	2	1	1	2	2	3	1	2	1	2	1	1	2	2	1	1	2	1	3	1	2	1	1	1	2	2	1	2	1	1	3	1	1	1	1	3	2	2	2	1	1	1	1	2	3	3	2	2	1	1	2	3	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2
4000	-534.441869923716013	-541.297357874675413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666757293138563	0	2	3	2	3	4	4	3	5	6	7	5	6	5	6	7	7	4	6	7	8	7	5	7	7	8	7	7	10	9	9	8	8	6	8	9	8	10	9	9	11	7	10	8	9	8	8	10	10	9	10	10	9	10	11	9	10	10	12	9	11	11	12	12	12	12	12	12	13	13	13	13	13	14	15	14	14	14	13	15	15	15	16	17	17	16	17	14	14	16	16	19	17	17	19	17	17	19	19	21	21	23	23	19	23	0	1	2	1	2	3	3	4	6	6	12	2	8	8	6	9	10	2	18	13	6	6	5	12	12	15	15	9	1	20	15	15	9	2	23	24	34	22	47	24	42	15	28	9	34	23	10	35	23	13	37	24	27	45	32	47	36	40	40	9	49	50	50	37	52	45	56	57	47	50	57	2	60	70	65	67	70	57	40	71	40	79	73	75	75	76	77	68	79	57	70	88	80	82	76	88	88	74	76	104	91	100	100	63	100	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	4	1	2	1	2	2	1	1	1	1	1	1	2	1	1	2	2	2	2	1	3	1	1	2	1	1	2	1	1	1	2	2	1	1	2	2	1	2	2	1	2	2	2	5	2	1	1	1	1	2	2	2	3	1	2	1	1	1	2	1	1	3	1	2	1	2	3	2	2	2	3	1	2	1	1	2	1
4500	-541.911832765432109	-548.767320716391509	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696335240057281	0	2	2	1	4	3	5	4	5	5	7	4	7	3	7	4	7	7	7	8	6	7	6	7	8	9	6	6	9	9	9	8	8	8	8	9	9	9	8	9	10	8	9	8	10	10	6	11	10	11	11	10	11	11	11	10	9	10	12	11	9	12	13	13	12	13	13	12	12	13	13	12	13	14	14	13	14	14	14	15	15	15	15	16	16	17	18	16	15	17	17	17	18	18	19	19	18	18	18	19	22	23	22	21	22	0	1	1	1	1	3	5	14	16	5	23	2	14	4	6	6	47	23	23	8	6	6	5	47	15	27	16	9	3	8	44	15	16	23	23	24	19	44	47	24	42	21	28	9	61	18	3	35	35	30	37	47	31	61	32	36	5	36	40	42	18	50	50	51	52	54	12	29	40	62	68	58	60	50	65	39	70	68	72	71	79	79	73	75	65	67	77	78	72	80	62	88	68	89	76	88	88	50	67	91	98	100	100	100	104	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	3	3	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	3	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	3	1	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	2	2	1	1	2	1	2	1	3	2	4	2	1	3	3	1	1	2	2	1	1
