step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87
1	-1021.545783939035346	-1030.596627319486743	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.891323536968149	1	2	5	6	8	13	9	11	12	16	12	12	16	13	14	14	14	16	15	15	16	14	15	17	15	16	16	16	18	15	16	17	17	17	20	18	16	16	18	17	17	19	17	19	22	17	18	19	18	18	23	18	18	19	19	21	25	19	21	19	21	19	18	19	19	19	22	19	19	19	20	20	21	20	20	22	20	21	20	28	23	23	23	22	24	25	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-254.586340314117706	-263.637183694569046	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990223106271471	1	3	5	7	8	12	10	11	13	14	12	12	14	13	15	14	15	16	16	15	13	15	14	18	16	16	16	16	18	15	14	17	17	17	20	17	15	15	18	17	18	17	18	19	22	16	18	18	17	18	21	16	18	19	18	18	24	17	21	19	20	18	18	19	19	20	23	19	18	15	20	20	20	19	21	18	21	20	13	28	22	23	23	21	23	20	30	0	1	2	2	4	7	5	4	12	11	7	7	8	8	10	12	14	22	22	79	8	21	12	18	79	16	31	38	17	9	11	13	20	13	38	30	21	16	27	37	58	38	30	36	78	79	42	25	15	33	64	9	18	42	23	38	72	15	54	46	74	40	46	50	17	76	59	79	52	31	25	36	69	17	74	20	41	10	11	57	34	66	55	55	81	29	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-241.714289744650841	-250.765133125102182	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996389515508149	2	3	5	7	9	14	9	10	13	17	12	11	16	12	14	15	14	17	12	15	15	15	16	17	15	15	17	17	19	16	16	17	16	18	21	19	16	15	18	18	17	19	17	18	19	17	17	18	18	17	23	16	16	19	19	22	24	20	20	20	21	20	19	19	18	20	22	17	19	19	20	20	22	17	20	23	18	21	21	26	21	19	24	21	22	20	29	0	1	2	3	4	14	4	5	12	13	8	5	26	5	14	15	9	17	12	19	17	15	15	37	15	15	53	20	47	25	38	26	38	52	39	33	6	6	21	13	53	33	30	37	49	37	20	25	31	21	37	6	16	41	32	59	51	29	63	82	74	68	40	39	53	34	82	15	32	47	34	82	45	25	10	74	74	29	36	57	82	77	40	63	35	46	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-263.168187560095703	-272.219030940547043	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.956002858059602	0	2	6	4	7	13	10	11	11	15	12	11	16	14	14	15	13	17	15	16	13	9	15	17	15	16	16	14	17	16	17	18	17	18	21	14	17	17	17	17	16	18	16	18	20	17	17	20	18	19	21	18	18	20	19	21	24	19	21	19	21	20	18	15	19	17	18	18	19	18	20	20	16	20	20	20	19	18	17	22	23	24	20	20	23	23	26	0	1	4	2	4	9	22	22	7	11	22	5	14	9	6	36	12	19	6	64	12	4	21	27	36	28	14	21	25	64	73	31	43	30	42	6	43	43	43	41	36	26	21	30	52	25	20	41	23	46	65	13	79	50	44	65	55	33	48	33	31	68	26	21	46	36	66	47	24	46	53	69	6	70	53	49	10	24	28	83	83	85	18	49	67	45	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-252.898887456323223	-261.949730836774563	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996325694035701	1	2	5	7	6	13	10	9	11	16	12	11	17	13	13	14	14	17	15	16	17	14	15	17	16	16	14	16	18	14	14	15	18	17	20	15	15	16	17	14	18	20	18	19	23	15	19	19	19	19	24	17	17	17	16	22	25	20	18	20	22	20	18	20	19	19	22	19	19	19	17	20	22	20	19	20	19	22	19	28	23	24	23	20	23	25	25	0	1	2	3	3	11	5	3	3	46	12	8	40	12	9	11	11	16	16	31	10	14	40	23	14	23	6	19	32	6	11	22	13	26	69	16	30	22	20	11	30	41	20	13	67	16	63	43	25	26	85	26	6	20	31	50	83	59	6	69	42	38	55	54	32	24	66	19	38	41	16	77	63	71	41	38	21	41	18	57	78	76	84	29	72	82	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-274.926020379104045	-283.976863759555386	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.945644270472543	0	2	6	4	8	14	10	12	10	16	13	9	16	12	14	15	14	17	15	16	16	13	15	15	16	16	17	17	18	16	11	18	14	15	18	15	11	15	14	18	16	19	16	17	22	17	18	19	19	16	21	18	18	20	19	21	25	20	19	17	21	19	19	19	17	18	23	17	17	20	20	18	18	21	19	19	20	19	20	27	24	20	24	19	19	26	29	0	1	4	2	3	37	5	7	12	23	14	3	38	9	11	31	14	41	22	19	22	8	14	15	33	33	21	19	28	33	12	41	11	11	36	37	9	9	8	21	39	46	8	25	40	34	25	50	41	15	48	69	68	42	39	58	67	46	44	13	78	69	43	50	24	28	60	43	24	68	75	25	21	71	52	34	19	69	26	83	74	49	66	19	68	67	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-263.409335782155893	-272.460179162607233	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994160208337101	1	3	2	6	8	9	10	12	12	17	12	11	16	13	14	11	14	15	15	14	16	15	14	18	15	16	17	15	17	15	17	16	16	16	20	17	16	15	18	16	16	18	18	17	20	18	19	18	19	18	22	18	18	15	20	20	24	19	21	19	21	19	19	20	20	20	20	20	19	20	18	20	18	21	21	22	20	18	20	23	21	21	24	22	24	22	25	0	3	1	2	3	4	6	6	6	54	7	7	17	9	11	6	8	14	8	16	6	23	16	32	23	28	25	16	11	9	17	22	23	20	52	54	22	15	19	22	38	34	29	23	48	32	21	15	10	29	65	26	10	16	43	71	41	26	73	50	42	40	71	53	26	31	50	62	39	47	22	46	18	65	53	70	63	21	52	62	58	67	74	72	72	74	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-273.164490090261666	-282.215333470713006	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992448676197083	2	3	6	7	9	12	9	12	12	14	11	12	16	13	15	12	12	16	16	15	16	14	14	18	16	16	15	17	17	15	17	18	18	18	20	16	17	12	16	17	13	20	17	20	18	17	18	17	16	15	24	15	19	18	19	20	22	19	22	19	21	20	18	17	19	18	20	18	18	20	20	19	19	20	19	21	21	18	21	24	23	24	20	23	20	23	28	0	1	2	3	3	5	4	5	5	38	5	5	23	6	7	7	7	22	17	23	50	9	38	52	11	15	17	14	39	11	18	28	21	36	8	20	21	11	27	18	17	68	14	41	50	15	26	20	23	41	86	14	13	49	26	65	83	27	73	43	46	63	21	50	68	36	72	37	21	40	32	40	40	68	48	75	42	26	24	67	64	76	28	35	69	77	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-243.390698923657624	-252.441542304108964	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986127203364483	1	2	3	6	8	13	10	10	12	17	13	10	15	13	13	14	15	16	15	16	14	15	14	17	13	15	16	16	19	16	17	18	18	17	21	18	17	16	18	18	18	17	18	19	21	17	17	18	19	19	23	18	19	18	20	22	24	20	21	19	19	20	16	19	18	19	20	20	20	17	19	21	22	20	21	22	20	22	20	23	23	22	20	23	24	25	28	0	1	1	3	4	9	5	5	8	23	9	5	21	8	9	6	25	26	23	23	11	14	15	63	7	16	23	26	13	16	22	42	34	19	64	38	26	6	28	63	19	9	20	10	74	27	18	70	47	46	82	28	48	30	32	18	78	37	68	36	36	22	21	15	63	33	70	42	50	13	52	68	40	52	10	79	34	55	33	73	67	66	65	45	75	84	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-248.159738622760642	-257.210582003211982	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998146497835004	1	2	3	7	8	14	10	11	13	15	13	12	15	13	15	13	14	14	15	12	15	15	14	18	14	16	17	16	17	16	16	18	18	17	18	16	16	15	18	15	17	20	17	20	23	16	19	20	18	18	24	17	18	17	19	22	25	17	22	15	21	17	18	17	19	19	22	20	18	19	18	19	21	19	21	23	21	21	18	27	24	23	23	20	21	24	29	0	1	2	2	4	11	4	7	12	25	12	7	20	8	20	12	14	11	6	5	11	16	16	11	11	25	9	23	20	38	18	37	26	13	28	21	25	9	46	17	31	27	17	29	77	6	52	65	37	40	73	38	27	21	37	65	76	23	65	17	79	60	64	19	49	54	42	79	40	35	23	41	58	41	50	44	50	30	10	76	45	67	78	27	24	59	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
