step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
1	-4269.170147056124733	-4267.708064971606291	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.137671683946658	4	6	17	17	19	18	18	20	30	24	20	23	28	28	24	34	29	30	31	31	36	34	43	35	34	37	38	35	37	42	37	44	43	39	41	43	41	44	43	42	43	51	51	45	50	48	48	47	45	45	56	50	54	47	50	50	57	50	54	54	52	56	57	56	54	63	60	54	57	54	58	57	58	64	60	62	67	65	68	67	64	67	69	64	70	71	68	72	68	72	80	75	77	75	85	87	98	99	102	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	5	4	3	3	4	4	4	5	4	5	5	5	6	5	7	5	5	6	6	5	6	7	6	7	7	6	6	7	6	7	7	7	7	8	8	7	8	8	8	7	7	7	9	8	9	7	8	8	9	8	9	9	8	9	9	9	9	10	10	9	9	9	9	9	9	10	10	10	11	10	11	11	10	11	11	10	11	11	11	12	11	12	13	12	12	12	14	14	16	16	17
500	-1252.337765545978300	-1250.730089087812530	-1.607676458165657	0.000009984132423	0.000013691626261	1.371338608272906	0.197277245921325	-2	8	13	11	3	12	17	22	32	22	13	18	28	25	18	34	28	26	31	18	34	21	34	25	19	23	39	22	37	27	32	44	41	40	26	40	34	28	41	36	38	46	47	29	53	50	45	33	45	46	56	46	51	43	45	49	50	35	55	56	46	53	50	55	50	63	58	55	56	55	58	58	45	65	60	62	68	61	69	66	61	68	71	61	73	71	65	74	61	70	80	73	77	74	84	89	98	100	99	0	1	5	2	1	5	6	4	3	5	4	6	12	6	2	8	10	10	11	11	35	7	24	22	11	20	20	25	4	22	30	48	25	31	28	26	35	22	35	48	25	26	23	38	65	43	20	20	25	44	48	34	0	41	28	43	22	31	23	44	26	58	22	35	22	26	44	44	20	46	43	26	31	30	46	44	63	37	63	20	44	22	73	30	0	50	58	44	0	35	22	0	37	23	22	35	55	55	55	1	2	2	1	1	2	1	2	4	4	1	2	2	2	2	2	1	1	4	1	2	1	2	1	2	2	4	1	5	1	1	3	4	2	1	3	2	2	3	1	4	4	3	1	1	2	4	3	5	5	8	1	1	1	6	1	6	1	4	8	5	3	9	4	6	9	5	5	7	1	2	7	4	8	3	7	5	7	4	12	5	11	9	7	1	7	8	12	1	11	10	1	12	12	13	13	11	9	11
1000	-1057.667112599912571	-1056.149115588839550	-1.517997011073029	0.000009966205984	0.000011444554910	1.148336180067363	0.370734301028239	4	5	18	13	9	15	19	22	28	24	16	23	29	26	26	34	27	30	32	24	35	26	40	28	34	28	39	28	31	39	38	41	41	41	39	34	32	31	43	40	44	49	47	36	52	46	47	31	48	38	58	50	50	47	49	49	57	42	56	56	44	50	45	44	51	65	51	51	55	52	59	56	57	64	60	63	64	58	69	69	56	69	68	65	68	67	69	71	67	73	81	75	74	74	83	86	99	97	104	0	1	5	5	2	5	6	4	3	6	4	6	7	6	3	29	10	10	11	11	11	10	22	22	28	20	26	11	8	22	24	26	25	30	37	20	28	22	37	48	33	27	24	38	63	31	26	20	41	44	48	24	0	33	28	31	43	23	46	67	26	58	24	28	63	20	50	50	20	46	43	27	63	43	59	44	62	64	45	26	50	22	65	43	0	50	58	44	0	55	24	0	55	43	56	35	64	78	90	1	1	2	1	1	1	1	2	2	2	1	2	2	2	2	1	1	2	3	2	4	1	2	2	1	1	2	4	2	3	2	3	1	1	1	2	1	1	3	2	1	1	4	1	2	2	3	2	1	1	8	3	1	1	4	2	2	1	1	2	4	2	3	2	2	10	2	4	5	1	2	4	2	4	1	6	3	4	3	11	2	11	5	3	1	5	7	10	1	7	12	1	6	6	5	10	8	9	6
1500	-946.988258948653993	-945.282893190159371	-1.705365758494573	0.000010031347490	0.000016132581880	1.608216831894831	0.436043714209931	1	6	18	15	9	12	19	20	30	26	20	23	24	22	26	35	22	31	32	25	26	34	43	36	29	35	33	27	25	37	39	42	34	38	42	40	39	44	44	44	42	49	46	40	50	47	50	36	47	43	55	48	54	46	41	49	52	45	52	53	46	53	42	49	53	65	60	47	58	51	58	56	45	61	55	59	65	61	65	65	64	66	68	64	69	68	67	69	64	70	79	73	77	76	84	86	97	99	101	0	1	2	5	1	5	6	4	5	17	4	6	6	6	3	29	6	10	11	11	11	18	31	17	21	20	20	11	4	22	22	20	25	22	28	26	28	30	37	48	33	27	23	22	63	24	26	20	41	44	48	43	0	33	28	24	43	63	46	44	32	58	24	55	63	69	50	50	32	46	57	26	63	57	59	60	58	55	45	20	60	46	73	74	0	67	58	44	0	55	84	0	55	84	74	55	93	93	90	1	1	2	1	1	1	1	1	3	1	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	3	1	3	2	2	2	2	3	1	1	2	2	3	1	1	1	7	1	1	2	2	1	2	1	1	2	1	2	1	2	2	1	3	2	3	1	1	6	1	1	1	2	3	4	2	9	3	6	6	1	1	1	5	7	1	7	3	1	5	2	3	9	3	4	7
2000	-901.651785855036792	-900.199538313060089	-1.452247541976742	0.000009901235030	0.000009627693141	0.972372952707193	0.545317588848467	2	5	14	15	12	15	19	18	27	23	20	23	27	28	21	36	27	27	30	27	33	24	37	30	36	37	39	35	33	44	37	44	35	35	41	39	43	37	40	42	38	48	50	41	50	46	43	36	45	46	57	53	54	48	48	48	47	49	55	47	48	56	43	57	54	63	60	50	54	57	58	56	58	58	59	56	63	65	58	68	64	64	67	65	66	70	69	66	64	73	77	76	78	73	86	84	97	90	100	0	1	5	5	2	5	6	4	3	7	4	7	12	6	3	29	10	10	11	11	11	10	24	22	21	20	20	21	8	22	22	20	21	24	28	26	28	22	28	48	33	20	34	38	63	23	20	20	41	38	48	43	0	33	35	30	30	63	46	44	26	58	31	55	63	69	50	60	47	46	43	26	45	43	59	50	58	55	45	20	50	46	79	74	0	67	58	50	0	64	74	0	78	84	94	64	98	93	96	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	2	1	2	2	3	3	1	2	2	1	2	1	1	2	1	4	4	1	2	2	2	2	1	1	7	1	1	2	1	1	1	1	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	2	1	1	2	2	2	9	3	2	2	2	1	1	3	2	1	4	2	1	3	1	3	6	1	3	5
2500	-842.475240611953495	-841.047538227161681	-1.427702384791825	0.000009989201957	0.000008990214700	0.899993286688298	0.571159448471424	4	7	18	14	11	14	19	19	27	21	19	22	28	27	23	33	26	29	28	28	29	30	38	36	34	38	32	33	27	43	36	38	38	41	37	41	42	42	40	44	42	47	43	45	50	41	46	41	46	48	58	48	51	43	42	50	54	49	53	53	52	58	45	54	53	59	62	56	53	51	57	56	57	62	53	57	53	55	67	61	66	70	68	65	71	66	70	71	68	67	77	77	75	76	86	86	95	98	102	0	1	5	5	2	5	6	4	1	6	4	6	7	6	3	29	10	10	11	11	11	17	22	22	21	20	20	21	4	22	22	20	25	22	28	20	28	23	28	48	33	27	24	38	63	23	20	32	41	44	40	43	0	25	28	43	43	63	46	50	26	58	31	55	45	69	50	50	26	46	57	26	45	57	46	50	58	64	45	20	76	75	73	74	0	60	77	60	0	78	84	0	90	43	94	93	96	96	96	1	1	2	1	1	1	2	1	4	1	1	2	2	2	1	1	2	2	2	2	3	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	1	1	1	3	2	1	1	1	3	1	1	1	4	1	1	2	2	2	2	1	2	2	2	2	2	2	1	1	3	1	2	2	1	4	1	1	2	2	2	1	2	6	3	3	3	1	1	2	3	3	1	3	2	1	2	5	2	2	1	1	4
3000	-813.844754680913411	-812.448293298854992	-1.396461382058388	0.000010030664675	0.000007979100520	0.795470766744243	0.719226674782144	1	4	14	15	11	17	13	18	26	23	18	24	22	29	22	33	26	15	31	29	28	20	46	32	34	38	36	35	30	37	34	36	38	38	42	43	43	39	45	43	46	50	47	44	47	47	47	37	42	46	54	51	54	44	48	50	54	50	55	52	51	56	42	55	54	59	59	56	58	52	56	56	57	64	60	61	62	60	59	64	66	69	66	64	61	66	65	69	69	67	81	75	73	77	83	88	95	91	104	0	1	5	5	1	7	5	4	5	18	4	6	6	12	5	29	10	7	11	11	11	18	24	22	21	20	20	21	8	22	22	20	25	22	28	26	28	30	35	48	49	27	24	38	63	30	20	32	33	44	40	43	0	33	35	43	43	63	46	50	26	58	31	55	45	72	60	60	61	46	43	26	63	43	46	50	58	64	45	69	60	75	73	57	0	76	62	81	0	78	74	0	90	74	94	93	96	96	97	1	1	1	1	2	2	1	1	2	2	1	1	1	1	2	1	1	1	3	1	2	1	2	2	1	2	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	4	2	2	2	3	2	1	2	1	3	1	2	2	1	1	2	1	1	1	3	1	1	2	1	3	2	1	3
3500	-793.816131478381067	-792.251411432226291	-1.564720046154783	0.000010060805875	0.000012735125406	1.265815637895811	0.701024828112310	4	6	11	16	18	19	16	20	26	21	20	21	25	21	23	30	26	30	30	32	29	29	39	36	34	37	39	35	34	38	39	39	38	39	41	39	40	42	40	44	45	51	46	44	52	48	46	42	46	46	51	50	53	45	50	48	55	47	51	56	48	55	44	57	54	61	55	54	57	54	57	58	60	65	57	61	64	61	61	63	60	62	67	57	69	66	66	73	66	68	77	73	73	74	79	85	97	87	102	0	1	1	3	3	7	3	4	5	7	4	7	12	6	3	4	10	10	11	11	11	17	22	22	21	20	26	21	16	22	22	20	25	22	28	20	28	24	21	48	33	27	23	38	63	24	20	32	41	44	48	43	0	33	37	30	43	63	46	50	20	58	24	55	63	69	50	50	61	59	43	69	65	84	59	50	62	64	45	61	60	75	73	43	0	67	77	60	0	64	74	0	90	74	94	93	96	96	98	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	2	2	3	2	2	1	2	2	1	2	1	1	1	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	2	2	1	2	1	2	1	2	1	1	1	1	2	2	1	2	2	1	1	1	3	1	2	1	2	1	2	2	1	2	2	1	3	2	1	2
4000	-809.553052768773341	-808.151994821742960	-1.401057947030400	0.000010523901986	0.000008548016057	0.812247783070090	0.636879916488846	2	6	10	14	14	19	14	20	29	23	19	21	29	26	20	28	28	29	29	32	25	32	44	34	28	39	37	30	38	36	35	37	38	39	41	40	36	41	44	43	41	52	46	43	51	43	49	39	45	46	50	50	49	47	48	51	53	50	51	54	50	58	44	56	55	63	62	56	57	57	53	53	58	65	55	59	67	58	63	64	64	68	66	62	71	71	60	64	69	70	80	71	78	72	80	88	97	101	96	0	1	2	3	3	7	3	4	5	12	4	7	10	12	3	8	10	10	11	11	11	17	24	22	21	20	20	21	16	22	22	20	25	31	37	20	28	30	35	48	33	27	30	38	63	31	26	32	41	44	48	43	0	33	35	23	43	63	46	50	26	58	30	55	63	69	50	60	26	59	43	26	45	84	59	50	62	64	45	61	50	75	73	43	0	67	58	50	0	78	57	0	90	84	94	93	96	96	96	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	2	2	1	2	1	3	1	2	2	1	1	1	2	2	1	2	3	2	2	1	2	1	2	2	2	1	3	4	1	2	2	2	2	2	2	2
4500	-827.616566623751964	-826.225447249264334	-1.391119374487672	0.000011976544622	0.000009282203060	0.775031810350364	0.648490998483793	3	5	12	15	17	18	16	20	30	23	22	24	22	29	23	34	28	29	27	31	28	28	43	35	29	39	35	33	39	38	38	35	45	41	41	40	30	39	44	39	38	50	46	42	48	48	43	48	43	45	50	45	48	46	46	50	55	51	54	49	52	57	43	57	51	61	59	54	57	51	57	55	59	66	61	62	63	61	68	67	62	63	70	57	70	67	70	68	67	72	79	76	73	73	83	83	99	101	104	0	1	2	3	3	7	3	4	12	6	8	10	6	7	5	8	10	10	11	11	11	10	22	22	21	20	20	37	16	22	22	20	41	30	28	20	21	24	21	32	25	27	30	38	63	23	26	40	41	44	40	30	0	33	35	24	43	63	46	50	20	58	30	55	63	42	60	60	26	46	56	47	45	84	46	60	58	55	45	69	50	46	73	31	0	76	62	67	0	78	84	0	90	74	94	93	96	96	96	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	3	1	2	1	2	2	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	3	1	2	3	1	1	2	1	1	2	1	1	2	2	1	1	2	2	2	1	2	1	4	2	1	2	2	3	2	1	2	1	1	2	3	2	1	2	2	2	4	2	3	3	2	2	1	1	1	2	1	2	3	1	1	1	2	2	2	2	3
