step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-7709.924827669392471	-7716.780315620351757	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.898874257104858	1	0	2	2	3	3	4	4	5	6	6	5	7	7	8	8	7	10	8	9	11	13	10	10	9	9	12	11	11	12	11	12	11	11	12	13	12	13	13	14	13	13	14	13	16	14	13	15	14	15	15	15	16	14	17	16	17	16	16	17	16	18	18	19	18	19	19	20	22	19	19	21	21	23	23	22	21	21	23	22	23	23	23	25	25	24	26	26	27	28	31	31	31	33	34	34	35	36	36	37	36	39	39	40	41	41	41	42	41	42	43	43	44	47	52	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	3	3	3	3	4	4	4	4	4	5	4	5	6	7	5	5	5	5	6	6	6	6	6	6	6	6	6	7	6	7	7	7	7	7	7	7	8	7	7	8	7	8	8	8	8	7	9	8	9	8	8	9	8	9	9	10	9	10	10	10	11	10	10	11	11	12	12	11	11	11	12	11	12	12	12	13	13	12	13	13	14	14	16	16	16	17	17	17	18	18	18	19	18	20	20	20	21	21	21	21	21	21	22	22	22	24	26
500	-1669.816453030196271	-1676.671940981155558	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.252426744934592	0	0	2	2	2	4	4	4	5	7	7	5	6	6	9	9	8	9	8	9	10	12	11	8	9	9	12	11	12	12	11	9	11	11	12	11	12	13	14	14	13	12	14	12	16	14	14	14	14	15	16	15	14	14	17	15	17	15	14	17	16	19	15	18	16	20	18	19	22	19	20	21	20	23	21	23	21	21	24	22	21	22	23	26	26	24	27	26	28	28	32	31	31	33	34	34	35	37	36	37	36	38	39	40	42	41	42	43	40	42	44	42	44	47	52	0	0	2	2	2	3	5	4	4	9	4	7	0	7	3	4	12	12	13	5	5	32	3	12	13	0	24	6	6	15	18	3	24	19	18	6	32	3	24	25	22	6	37	36	53	22	23	41	0	39	28	37	33	0	43	25	38	33	44	15	23	15	53	21	0	29	20	38	68	63	38	66	33	67	51	60	24	20	70	45	29	63	33	33	58	63	58	70	77	53	63	58	63	33	73	0	0	73	82	0	0	63	0	0	25	56	0	38	38	38	21	0	29	38	38	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	2	2	2	2	4	5	1	4	2	2	1	2	3	4	2	1	3	2	1	2	4	1	6	3	3	1	2	1	1	2	1	1	1	1	1	3	2	1	1	3	3	2	2	1	5	2	4	1	6	1	3	4	2	2	2	3	1	6	2	2	4	9	8	3	3	5	4	8	11	8	8	7	3	7	11	12	10	11	16	12	1	1	12	6	1	1	15	1	1	20	16	1	18	14	14	18	1	18	18	22
1000	-1334.955915840184161	-1341.811403791143448	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.243950816350730	2	0	2	2	3	3	5	5	3	6	6	5	4	7	8	8	8	8	8	9	10	13	10	9	9	7	12	11	12	12	10	12	11	11	12	11	13	13	12	13	13	12	14	12	16	14	13	16	15	15	15	14	13	14	16	17	18	15	16	17	15	19	16	20	18	18	16	21	22	18	19	20	19	22	24	22	21	22	24	22	22	23	24	26	25	24	27	26	28	27	31	30	31	33	35	34	35	37	36	36	36	39	39	40	42	41	41	42	42	43	42	44	44	47	53	0	0	2	2	2	3	4	4	4	5	7	4	0	12	3	8	12	12	13	5	15	23	6	12	13	0	24	6	21	21	18	21	24	19	18	6	23	28	24	13	36	23	38	21	53	28	23	41	0	39	20	29	33	0	3	34	61	33	46	51	28	61	53	57	0	52	15	60	60	45	65	55	63	59	60	60	63	55	80	45	60	73	45	70	70	73	79	79	79	83	87	88	63	63	79	0	0	94	92	0	0	73	0	0	40	40	0	55	40	55	55	0	40	55	55	1	1	1	1	2	1	2	2	1	2	1	2	1	2	2	1	2	1	2	3	1	2	2	3	3	1	2	4	2	2	1	1	1	1	3	5	2	1	2	6	1	1	1	1	2	1	2	2	1	2	4	1	1	1	7	3	2	1	2	1	2	4	2	1	1	2	4	2	2	2	1	2	1	4	4	1	4	3	2	3	3	2	3	5	6	4	3	1	2	1	2	2	9	12	8	1	1	4	3	1	1	14	1	1	19	12	1	19	15	14	13	1	20	17	22
1500	-1467.800504202961974	-1474.655992153921261	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.360998803209587	2	-1	2	2	1	3	4	4	6	5	7	5	6	8	8	8	7	9	9	7	11	14	7	10	9	9	12	11	12	11	11	12	12	11	13	12	9	14	13	14	13	13	15	13	17	14	13	15	14	16	14	15	16	13	17	16	17	16	16	17	13	17	18	19	18	19	19	19	22	20	20	20	20	23	20	23	21	21	23	19	23	23	22	26	25	25	27	26	27	27	31	32	32	33	34	35	35	37	35	37	35	39	39	40	41	41	40	42	41	42	42	44	41	48	53	0	0	5	5	2	3	4	4	7	7	8	4	0	11	6	9	12	17	13	7	37	32	3	17	13	0	18	6	20	15	18	37	24	13	17	28	23	3	24	19	28	15	9	20	53	23	37	20	0	39	42	29	33	0	47	40	52	33	36	51	23	61	45	62	0	44	41	51	68	63	65	38	80	59	51	75	73	67	73	58	60	73	73	79	77	79	82	85	85	88	82	79	87	85	88	0	0	91	90	0	0	93	0	0	43	38	0	38	43	38	43	0	28	9	25	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	2	1	2	1	2	1	2	2	2	1	2	4	3	1	1	2	1	2	3	1	1	6	2	2	1	3	5	2	1	4	2	5	1	2	1	2	2	1	2	1	1	2	2	2	4	2	1	1	1	3	2	2	2	1	1	3	1	2	4	2	1	1	2	2	3	2	1	1	2	1	2	1	1	1	2	4	3	4	5	1	1	3	5	1	1	6	1	1	13	12	1	18	15	12	8	1	13	17	21
2000	-1131.993083458731917	-1138.848571409691203	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.379651389159854	0	-1	2	1	3	4	4	4	5	5	6	5	6	7	8	8	7	9	8	9	12	13	11	11	9	9	9	11	12	13	11	11	10	12	12	13	12	14	13	12	12	13	14	14	17	14	14	16	15	15	16	16	15	14	17	15	17	17	16	17	16	17	18	20	18	19	19	20	21	18	20	21	20	23	23	23	22	21	22	22	23	24	23	25	24	25	26	27	27	28	30	32	32	31	33	34	32	36	36	37	35	39	39	40	41	40	41	41	41	43	42	43	45	47	53	0	0	2	2	2	3	4	4	4	5	5	8	0	8	6	11	12	12	13	6	6	41	3	33	19	0	12	20	32	15	18	20	17	13	18	21	20	28	27	13	15	3	20	41	53	36	15	42	0	39	30	41	33	0	47	13	23	53	46	51	23	30	53	52	0	38	36	60	60	53	65	59	70	23	60	60	73	67	73	70	68	73	70	83	73	85	79	79	87	85	89	80	87	85	79	0	0	91	90	0	0	91	0	0	40	40	0	40	40	97	56	0	97	40	40	1	1	1	1	2	1	2	1	2	1	1	1	1	1	3	1	1	2	1	2	3	1	5	1	1	1	2	1	1	4	1	1	2	4	2	1	2	1	3	5	2	5	3	1	1	1	3	2	1	1	2	3	3	1	1	5	3	2	2	1	2	2	2	1	1	2	3	2	2	1	1	3	1	5	3	2	1	1	1	2	2	2	3	1	2	1	2	2	1	1	2	5	2	3	5	1	1	3	3	1	1	5	1	1	13	12	1	16	16	9	11	1	11	18	22
2500	-1218.995517091343117	-1225.851005042302404	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418124769821974	0	0	2	1	4	4	3	5	5	6	5	5	6	8	8	8	7	9	8	9	11	14	10	10	10	10	13	11	10	13	10	12	11	11	12	13	12	14	13	13	13	13	14	13	17	15	13	15	14	16	15	15	14	13	16	16	18	15	16	17	14	16	19	20	19	18	18	20	22	16	20	22	20	24	23	23	22	20	21	22	24	23	24	24	25	25	26	27	27	28	32	31	32	34	35	35	36	36	35	35	35	39	38	40	41	41	41	42	40	43	41	43	45	47	52	0	0	4	2	3	3	4	4	4	8	7	7	0	11	6	8	12	17	13	3	6	37	3	18	19	0	18	15	15	15	17	29	24	19	18	15	29	15	31	25	15	5	32	3	70	36	29	28	0	39	30	61	33	0	28	13	62	33	46	51	42	61	53	61	0	41	46	51	60	58	65	48	63	42	60	68	73	66	45	79	69	53	79	80	73	83	82	85	85	77	89	87	89	93	90	0	0	93	94	0	0	93	0	0	56	44	0	34	56	100	74	0	101	56	56	1	1	1	1	1	1	1	2	2	1	1	1	1	2	3	1	2	1	1	4	4	1	4	1	1	1	2	2	1	4	2	1	1	2	2	2	1	3	2	2	2	4	1	5	1	1	1	2	1	1	1	1	2	1	2	4	2	2	1	1	1	1	2	3	1	4	1	2	3	1	1	3	1	5	3	1	1	1	2	1	1	5	2	1	2	1	2	2	1	3	3	3	4	1	4	1	1	2	1	1	1	3	1	1	13	11	1	16	11	6	9	1	8	16	17
3000	-1154.934839892368927	-1161.790327843328214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.346788388124817	1	0	2	2	3	4	4	4	4	5	6	5	5	8	9	8	8	8	9	10	11	13	8	10	10	10	13	10	10	12	10	11	12	11	12	13	12	11	13	14	13	12	13	14	16	14	14	14	13	15	14	15	15	14	16	16	18	16	16	17	14	18	18	20	17	19	19	20	19	20	20	21	21	23	23	21	21	21	23	22	22	23	22	25	24	24	25	27	28	28	31	31	31	33	34	34	36	36	37	38	33	38	38	40	40	41	41	43	41	43	43	41	44	48	52	0	0	2	2	2	3	4	4	4	4	8	4	0	11	6	9	12	12	13	3	3	38	6	18	13	0	18	6	23	29	18	29	31	19	17	20	32	23	24	25	20	32	38	5	53	36	20	28	0	39	21	21	27	0	38	25	61	53	36	51	15	44	45	62	0	32	46	69	42	45	65	38	45	67	68	68	45	67	77	63	60	73	70	77	82	83	80	79	87	88	89	90	87	90	92	0	0	93	92	0	0	98	0	0	72	19	0	19	72	103	40	0	101	101	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	4	4	1	2	1	3	1	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	4	1	1	2	2	1	1	1	2	1	1	2	4	2	1	2	2	2	3	1	1	1	4	2	1	3	2	2	5	2	2	2	1	3	1	1	2	3	1	1	2	1	1	3	2	2	1	3	1	3	4	2	1	1	3	3	1	1	1	1	1	9	14	1	17	9	3	15	1	8	13	18
3500	-961.278506385793889	-968.133994336753290	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.393229061442642	1	0	2	1	3	4	3	5	5	6	6	5	4	7	8	8	8	10	9	8	11	14	11	11	9	10	12	11	11	12	11	12	12	11	13	13	12	13	13	14	12	13	14	14	17	14	13	15	14	16	15	15	14	14	16	16	18	16	16	16	15	19	18	18	18	16	19	20	22	20	20	20	21	22	23	22	19	22	23	22	21	22	22	23	25	24	25	26	28	29	30	31	32	33	34	35	35	37	37	38	33	39	38	40	42	40	40	42	42	43	43	43	45	48	53	0	0	2	2	2	5	4	5	5	6	5	7	0	5	3	8	12	12	13	5	20	38	6	18	13	0	17	6	15	29	18	6	18	19	27	37	6	29	24	13	20	29	37	42	33	36	29	37	0	39	21	28	33	0	47	40	61	33	46	37	41	61	53	61	0	43	46	60	60	63	65	52	45	67	68	68	45	67	82	45	32	70	70	73	79	83	70	73	85	82	89	88	91	88	92	0	0	91	95	0	0	98	0	0	101	40	0	19	101	109	23	0	97	101	40	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	4	1	2	1	2	4	1	1	1	4	1	1	1	1	4	1	1	5	2	1	1	1	2	1	2	1	1	1	2	3	1	1	1	1	2	2	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	5	1	1	1	2	1	2	3	2	3	1	3	1	3	1	1	1	4	2	1	1	1	1	1	5	13	1	16	6	1	15	1	7	13	17
4000	-1030.611921848033489	-1037.467409798992776	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.383109940184461	2	0	1	2	4	4	4	4	5	6	6	5	6	8	9	8	7	9	8	9	8	13	10	11	10	9	12	10	12	12	12	12	12	12	11	12	13	12	13	14	13	13	14	13	15	14	14	15	14	16	15	15	17	14	17	17	18	17	16	17	17	19	17	19	18	20	19	19	22	20	20	21	22	23	24	22	21	22	24	22	24	21	23	25	24	24	27	23	27	28	31	30	32	33	33	34	35	35	36	37	33	39	40	39	41	42	42	42	41	43	43	42	44	48	53	0	0	2	2	4	3	4	4	4	7	7	4	0	11	6	9	12	17	13	6	3	38	5	17	19	0	18	21	3	15	35	5	24	13	18	20	3	28	24	34	28	21	42	32	24	36	23	6	0	39	29	23	45	0	28	40	61	45	36	23	47	32	45	23	0	38	37	51	60	63	65	46	63	72	68	68	63	67	83	77	60	63	82	70	82	83	82	82	73	85	85	79	89	79	90	0	0	89	90	0	0	98	0	0	97	52	0	37	97	109	34	0	100	101	34	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	2	2	1	1	3	4	1	4	2	1	1	2	2	6	1	1	5	1	3	1	1	6	1	1	1	2	2	1	1	2	2	3	5	1	1	2	3	1	1	3	2	1	1	2	4	2	4	1	4	1	2	4	1	2	2	2	3	2	1	2	1	3	1	1	1	4	2	1	3	2	1	2	1	2	3	3	3	3	6	3	1	1	4	4	1	1	2	1	1	2	8	1	13	3	1	9	1	4	13	21
4500	-997.209676134908023	-1004.065164085867423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447642811370653	2	0	2	3	3	4	5	2	5	6	7	4	7	7	9	7	7	8	9	8	11	13	10	11	9	10	9	11	11	11	11	13	12	11	12	13	12	13	12	14	12	13	15	13	16	14	14	14	13	15	15	15	16	14	17	17	17	15	17	18	13	17	18	19	18	19	18	21	21	19	20	22	21	24	24	23	19	21	24	23	23	22	24	25	25	23	26	26	28	28	32	32	31	33	34	34	34	36	36	38	36	37	38	39	41	40	41	43	39	42	40	43	44	48	53	0	0	2	8	8	3	8	2	8	5	7	8	0	10	3	7	12	12	13	6	15	6	5	18	13	0	17	6	3	20	27	20	24	19	17	30	15	29	24	34	20	28	41	29	33	23	20	32	0	39	42	32	58	0	41	40	61	33	36	51	41	61	53	62	0	55	37	51	60	58	65	46	70	72	81	60	45	22	77	77	60	73	86	79	73	77	79	79	87	85	89	82	89	82	79	0	0	91	92	0	0	98	0	0	103	72	0	22	101	109	40	0	110	97	22	1	1	1	1	1	1	2	1	2	2	1	1	1	1	3	1	2	3	2	2	1	5	3	2	1	1	1	3	3	2	1	3	1	1	3	1	2	1	1	2	2	1	2	1	2	2	3	1	1	2	1	1	1	1	3	2	2	2	1	2	1	2	1	1	1	1	4	3	2	3	2	4	1	2	1	2	2	4	3	2	3	1	1	1	2	3	1	1	1	1	3	5	1	5	5	1	1	3	1	1	1	1	1	1	2	7	1	17	2	2	9	1	2	9	22
