step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
25000	-638.493696527953034	-636.646409260911014	-1.847287267041972	0.000082226565514	0.000013653906851	0.166052257749149	0.663810601087323	0	1	2	2	3	4	5	7	6	7	7	7	7	8	7	8	9	9	9	8	10	9	11	10	12	10	12	13	11	10	12	13	14	12	14	13	12	16	14	14	15	15	15	15	13	16	16	15	16	18	16	16	19	19	17	16	18	19	19	18	20	19	18	22	22	23	22	22	22	24	23	24	24	23	23	23	25	24	27	27	27	27	27	27	28	28	28	28	28	30	31	32	35	33	34	35	34	36	36	35	38	39	40	42	42	42	44	44	43	43	46	44	45	0	1	2	1	3	3	4	7	6	6	6	6	7	7	7	9	12	10	12	13	7	14	16	6	18	10	24	24	17	13	10	23	6	17	29	21	21	39	30	34	30	37	21	29	30	45	41	36	45	40	37	43	41	49	43	36	49	40	37	52	50	49	40	51	59	59	60	50	52	59	60	67	68	68	62	60	68	69	70	74	74	78	78	75	78	74	83	74	81	87	87	90	97	92	92	92	90	93	96	90	97	93	96	102	103	103	110	103	105	104	107	109	104	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	3	1	1	1	1	1	2	2	1	4	2	2	1	1	1	2	1	3	2	2	2	2	1	1	2	2	2	2	1	2	2	1	2	1	2	4	1	1	2	2	3	1	3	2	2	2	3	3	1	1	1	2	2	1	1	1	2	2	2	2	2	1	3	1	2	1	2	1	1	1	1	1	2	3	1	1	3	2	2	3	2	1	2	1	2	1	1	1	1	2
25500	-675.862371263960313	-674.197159240951578	-1.665212023008763	0.000097256595833	0.000020896140636	0.214855768461900	0.585563827316792	-1	1	2	2	3	4	6	7	6	6	7	7	9	8	9	9	9	8	9	10	11	10	10	9	12	10	12	13	9	10	13	13	13	11	15	12	11	15	14	12	15	15	16	14	15	16	16	15	16	17	16	16	18	18	19	18	19	19	19	17	20	19	19	20	22	23	22	22	21	23	24	24	24	23	24	22	26	23	27	26	27	25	28	27	28	28	29	30	29	30	31	30	33	33	32	33	35	37	35	34	37	40	40	42	42	43	44	43	45	43	45	44	45	0	1	2	1	3	4	4	7	6	6	6	6	4	7	8	9	12	10	12	7	13	4	9	12	18	18	24	34	11	8	16	12	27	19	44	22	13	36	13	6	36	37	38	29	30	39	39	36	45	34	37	41	45	45	54	46	43	50	21	49	32	49	50	42	59	48	60	50	49	65	67	76	61	68	69	60	73	69	70	74	74	78	78	82	78	74	82	68	86	84	84	87	91	92	90	92	94	93	94	92	97	93	101	102	103	101	104	103	103	104	104	103	110	1	1	1	2	1	1	2	1	1	1	2	2	3	1	1	2	1	1	1	2	1	3	2	2	3	1	1	1	1	2	2	3	1	1	1	1	1	1	2	4	2	2	1	2	2	2	1	2	1	3	2	1	1	2	1	1	1	1	3	1	3	1	1	2	1	4	2	2	3	1	2	1	2	1	2	3	2	2	3	1	2	2	2	1	2	2	2	4	1	2	2	1	1	2	1	2	1	2	1	3	1	4	2	1	1	3	1	2	2	1	2	2	1
26000	-641.388790459411894	-639.659560303730359	-1.729230155681581	0.000103898413065	0.000020245919083	0.194862640207096	0.668387347013005	-2	1	2	0	3	5	5	7	6	7	6	7	8	10	8	9	9	8	9	9	9	8	10	9	12	10	12	12	11	10	12	13	13	13	14	13	11	15	13	15	16	14	15	16	16	14	17	15	16	18	19	16	19	18	18	19	18	21	17	18	20	18	21	22	21	24	22	22	21	22	22	24	24	24	23	23	25	24	26	26	27	26	28	27	29	29	29	28	28	31	32	31	34	32	34	35	34	37	33	36	38	40	39	42	41	43	45	44	45	44	46	45	46	0	4	1	1	3	2	2	7	6	6	6	6	7	22	8	9	10	10	12	7	13	7	19	12	18	18	24	19	19	7	24	24	27	28	29	30	21	46	30	34	21	37	20	29	48	37	43	30	46	40	39	43	38	49	49	59	46	40	37	52	40	52	50	51	59	51	60	61	62	65	60	67	68	68	62	60	73	75	70	74	74	78	78	82	83	74	84	74	80	84	87	87	90	92	94	92	90	93	90	92	100	100	97	102	103	105	104	105	106	104	104	105	104	1	1	3	1	1	1	3	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	5	2	3	2	1	2	1	2	1	2	2	1	1	1	1	1	2	4	3	1	3	1	1	2	2	2	2	1	2	1	2	2	1	1	2	3	1	1	3	2	2	1	2	1	1	2	1	2	1	2	2	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	2	2	2	1	2	3	2
26500	-673.016133258805894	-671.210044641711534	-1.806088617094371	0.000102646055230	0.000017978906613	0.175154384378436	0.587883168849892	0	1	2	2	4	4	6	5	6	6	8	6	8	10	8	9	9	9	9	8	10	10	10	8	11	11	12	13	11	9	13	11	12	11	15	12	12	15	13	15	14	15	14	15	14	17	16	16	17	17	18	16	18	17	19	17	18	21	17	19	19	19	20	22	22	23	22	22	18	24	23	24	24	23	23	23	25	25	26	25	26	26	28	27	29	28	28	29	30	30	31	31	34	33	34	34	32	36	35	35	38	41	41	42	43	42	45	44	45	44	46	43	46	0	1	2	1	3	2	3	4	6	6	9	6	1	13	8	9	24	24	11	7	13	8	9	12	18	18	10	34	19	7	12	17	11	16	34	21	30	43	30	28	36	37	30	11	21	38	41	41	45	40	37	45	38	43	54	36	43	50	37	49	44	69	50	51	51	51	60	61	43	65	67	67	68	68	54	60	68	75	70	74	74	78	78	82	82	74	84	74	88	84	87	84	94	91	97	92	90	91	94	92	90	93	101	102	103	103	102	112	103	104	104	103	104	1	1	1	2	1	1	2	2	1	1	1	1	3	2	2	2	1	1	1	2	2	3	2	2	2	1	3	2	1	2	3	1	3	1	2	1	1	1	1	1	1	2	2	3	2	1	1	1	2	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2	3	2	1	3	1	1	1	1	1	3	3	1	1	2	2	2	1	2	1	2	2	1	3	1	2	2	2	1	1	1	2	1	3	1	2	4	3	1	1	1	1	2	1	2	1	2	1	2
27000	-631.568131898757201	-630.024968253602310	-1.543163645154898	0.000109854660672	0.000029424169727	0.267846348500759	0.636739310329536	0	2	3	3	4	4	7	5	6	7	7	7	7	9	7	8	9	9	9	9	11	8	10	10	12	9	12	13	10	11	12	13	14	12	14	12	11	15	14	14	16	15	14	15	16	16	16	15	17	18	18	16	18	18	20	18	19	20	18	17	20	19	21	19	22	24	22	23	20	23	22	24	25	23	21	23	25	23	26	26	27	26	27	28	28	28	28	30	29	30	32	33	34	33	34	34	35	37	36	32	37	41	41	42	43	43	44	43	45	43	45	45	46	0	1	2	1	3	3	2	2	6	6	6	6	4	4	4	9	12	10	9	7	7	8	16	12	18	11	23	34	19	13	24	24	27	19	12	30	7	43	21	28	36	36	37	12	38	43	21	30	38	40	41	43	49	49	54	36	49	50	42	52	50	52	50	41	48	51	60	61	62	56	60	71	68	61	62	67	68	75	70	74	74	78	78	82	82	74	82	86	81	87	87	100	91	100	100	87	96	93	96	90	97	98	101	102	103	103	104	103	106	102	104	105	110	1	1	1	1	1	1	2	2	2	2	2	1	1	3	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	3	1	3	1	1	1	2	1	3	4	1	1	2	2	1	2	2	1	1	1	2	2	1	1	2	1	1	1	2	1	2	5	2	1	1	3	3	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	1	2
27500	-619.984146362223555	-618.194729328952008	-1.789417033271502	0.000093390014615	0.000016726445850	0.179103150578105	0.666127605716876	-1	1	2	2	3	3	6	7	6	7	7	7	9	9	8	8	10	9	9	9	12	9	10	9	12	11	12	12	10	10	13	13	12	11	14	13	12	15	12	15	14	15	16	17	15	17	16	16	15	18	19	17	18	17	19	18	17	21	18	18	20	19	20	21	22	23	22	22	21	23	21	24	25	24	23	23	25	24	26	27	27	26	27	28	28	28	29	28	29	31	32	32	34	33	33	34	34	37	36	33	36	40	40	42	43	41	45	44	45	43	45	43	46	0	1	2	1	3	3	4	2	6	6	6	6	8	8	8	9	24	10	12	8	30	4	19	11	18	18	29	29	19	8	24	24	11	12	29	21	30	36	30	28	39	37	38	23	36	36	41	41	21	34	48	49	43	49	54	41	38	40	37	52	50	54	50	42	37	51	60	61	62	59	60	67	68	68	62	71	68	75	65	74	74	75	78	83	82	74	82	81	86	87	90	87	91	87	92	100	94	93	92	90	94	98	101	102	103	103	102	106	106	104	104	106	110	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	2	2	1	2	3	2	1	1	1	1	2	1	3	1	3	1	3	1	1	2	3	2	1	1	2	1	2	1	2	2	1	1	1	1	2	4	2	2	1	1	2	2	2	2	1	2	1	1	1	2	2	2	1	2	1	1	2	2	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2
28000	-646.150822703594258	-644.444154204980691	-1.706668498613596	0.000112325570719	0.000022630887114	0.201475825756411	0.732346258593551	0	1	2	2	3	3	6	6	6	6	7	7	8	9	9	8	9	9	10	9	11	8	10	10	13	11	13	12	11	10	12	13	14	13	14	12	13	16	13	15	14	14	16	17	15	17	15	15	15	18	18	16	19	18	19	18	18	20	19	18	21	19	21	21	20	23	21	22	22	23	24	22	25	23	23	23	25	23	27	26	27	25	26	28	27	28	28	29	30	31	31	33	35	32	32	34	34	36	36	36	39	41	40	42	42	43	45	44	45	44	45	44	45	0	1	2	1	3	3	2	4	6	6	6	9	7	22	7	9	12	10	12	7	30	8	16	12	26	18	29	12	10	13	24	31	31	28	34	20	21	21	30	28	30	37	49	19	36	45	41	36	36	40	37	49	38	43	45	43	43	50	56	52	44	52	50	59	51	59	52	61	62	65	67	60	68	61	67	67	68	69	70	74	74	78	82	83	83	74	78	74	86	87	87	94	96	90	87	94	92	92	95	90	98	93	101	102	103	103	104	106	103	104	104	101	104	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	2	2	1	1	2	1	1	1	1	2	3	1	2	1	2	1	1	2	1	2	2	2	2	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	1	2	1	1	2	2	2	1	1	1	3	1	2	1	1	2	2	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	4	1	1	1	2	2	1	3	1	1	2	2
28500	-650.688745343301548	-649.145822476849503	-1.542922866452081	0.000090675178586	0.000024299127265	0.267979921785784	0.709693375386905	-1	1	2	3	3	4	5	6	6	6	8	7	8	7	8	9	9	9	9	9	10	10	10	9	12	11	12	12	10	11	13	14	13	11	14	12	12	16	15	14	15	14	16	17	15	17	16	15	18	18	18	17	18	17	18	17	19	20	17	18	20	19	20	21	22	24	22	22	21	22	23	25	24	23	23	24	24	23	26	26	26	25	27	29	27	27	27	30	28	30	31	31	33	32	32	35	34	37	35	36	38	40	39	41	43	41	44	45	45	44	45	44	45	0	1	2	2	3	3	4	3	6	6	9	6	4	7	8	12	12	9	12	7	13	13	16	6	18	18	19	19	13	13	24	24	12	19	29	30	21	41	36	34	36	37	48	35	36	38	30	36	54	33	48	48	54	43	43	21	54	40	37	52	40	52	50	51	59	51	60	58	52	64	69	69	68	68	62	67	61	62	70	74	74	78	82	83	78	74	75	80	80	84	84	90	91	92	90	94	95	93	95	90	100	93	101	102	103	103	104	112	103	104	104	105	104	1	1	1	1	1	1	1	2	2	1	1	2	4	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	2	2	2	3	1	2	1	2	1	1	2	2	2	1	1	2	1	2	2	1	3	2	1	1	1	1	3	1	2	2	1	3	1	1	2	3	2	2	2	2	1	1	3	1	1	2	1	2	2	2	2	2	1	1	1	2	2	2	3	1	1	1	1	1	1	1	2	1	2	1	2	2	3	1	1	2	2	2	1	2	1	2	1	3
29000	-704.534150869601717	-702.893689870499202	-1.640460999102499	0.000104972285808	0.000023485943286	0.223734703927226	0.543503107830674	0	1	2	2	3	3	6	5	5	5	8	7	8	9	9	9	10	10	10	10	9	9	9	9	11	9	11	12	9	10	12	13	14	11	15	12	13	16	15	15	15	15	14	16	15	16	17	15	17	19	19	16	18	18	18	18	19	19	17	18	21	18	20	19	21	22	20	21	21	24	24	24	23	23	23	23	25	25	26	25	26	27	27	26	29	29	28	28	29	29	32	32	34	30	32	32	35	36	36	35	38	41	40	42	41	42	45	43	44	44	46	44	45	0	1	2	1	3	3	5	1	6	6	7	6	7	7	8	9	12	24	12	7	13	8	9	12	10	12	19	34	6	21	16	24	19	29	19	30	21	36	36	33	13	30	36	12	36	41	41	21	41	40	59	43	48	49	38	48	54	34	37	49	28	52	58	42	51	51	60	58	62	65	76	60	68	68	62	60	61	75	70	74	74	78	69	69	78	80	75	74	81	78	84	94	91	90	83	94	96	95	97	96	100	98	101	102	103	103	104	105	106	104	104	106	102	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	1	1	1	2	1	2	2	2	2	2	1	1	3	1	1	2	2	1	2	1	2	2	1	1	4	2	1	4	2	1	1	3	1	2	2	1	1	1	1	2	1	5	2	1	4	1	1	1	1	1	2	1	2	2	1	4	1	1	2	2	3	2	1	1	2	2	4	2	1	3	3	2	1	2	3	1	2	1	2	1	2	2	1	2	2	2	1	1	1	1	2	1	2	1	3	1	2
29500	-652.934522299777086	-650.863192972592060	-2.071329327184989	0.000145534878665	0.000018687359975	0.128404683099396	0.609553197374242	0	1	2	2	4	4	5	7	5	5	7	7	8	8	8	9	8	9	9	10	11	9	11	9	13	11	12	13	10	10	13	14	14	13	14	13	12	15	15	14	16	15	14	16	15	17	16	15	17	19	19	17	18	18	19	16	18	19	18	18	21	18	20	21	22	24	22	22	22	23	23	25	24	23	23	24	25	24	26	27	26	26	27	28	28	28	28	29	29	29	31	32	35	31	33	32	34	37	36	36	38	39	40	40	43	42	43	44	46	44	45	43	45	0	1	2	1	3	3	1	2	6	6	9	6	7	7	3	9	6	13	12	8	30	15	12	11	18	18	29	17	6	13	24	16	27	16	34	21	30	36	43	31	48	37	21	35	36	38	36	36	56	40	59	56	45	49	38	36	49	40	37	43	58	52	58	51	59	51	60	58	62	51	49	67	68	68	69	67	68	75	70	74	74	78	69	82	78	73	83	86	81	87	87	94	85	84	91	87	92	96	97	90	95	98	100	102	103	103	104	112	106	102	102	103	107	1	1	1	1	1	1	2	4	1	1	1	2	2	2	2	2	2	1	1	2	1	1	2	1	2	1	1	3	4	1	2	2	1	2	1	1	1	1	1	1	1	2	3	2	1	1	2	1	1	2	1	1	2	1	2	2	1	2	2	2	1	1	1	1	2	2	2	1	2	2	3	2	1	1	1	1	2	1	1	2	2	2	2	1	2	2	1	1	1	1	2	1	2	1	1	2	1	3	1	3	2	1	2	1	2	1	2	1	2	2	3	2	1
30000	-662.877646142956110	-661.368245351575979	-1.509400791380111	0.000088034770492	0.000025377246185	0.288263898945513	0.585458826943247	0	1	3	2	4	4	6	6	6	6	7	7	8	8	9	8	10	8	8	9	11	9	11	10	12	10	11	12	11	11	12	14	13	13	14	12	12	14	13	15	16	14	16	14	14	16	16	15	15	19	18	17	18	19	20	19	18	19	17	17	20	17	21	21	21	24	20	22	21	23	23	24	24	22	23	24	24	23	27	26	25	27	26	29	25	29	28	30	30	29	31	33	34	31	33	32	35	37	35	35	39	40	40	41	43	41	43	44	44	44	44	43	45	0	1	2	1	3	3	1	4	6	6	6	6	8	8	1	9	6	10	6	7	13	14	16	19	11	18	19	19	19	20	24	24	12	28	29	21	21	36	36	28	36	37	45	29	36	38	48	36	30	40	37	49	41	43	54	48	43	40	37	49	40	49	50	51	51	51	60	50	62	65	60	67	50	61	69	71	68	69	70	74	74	78	78	87	78	68	82	68	80	87	87	94	96	90	91	84	96	93	92	94	95	93	97	102	97	101	104	103	106	102	102	103	111	1	1	1	1	1	1	3	2	1	1	1	2	1	1	4	1	3	1	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	3	1	1	1	1	2	1	3	3	1	3	1	1	2	1	3	2	2	2	2	3	2	1	1	1	1	1	1	1	3	2	2	2	1	1	4	1	5	2	1	2	2	1	1	1	2	2	3	1	2	4	2	2	1	3	1	2	2	2	3	2	1	1
30500	-677.574165147464214	-675.688294975444364	-1.885870172019873	0.000145773027480	0.000023072363104	0.158275941051485	0.643851116172128	0	1	2	3	3	4	6	6	5	6	7	7	8	9	8	8	9	8	9	9	10	7	10	9	12	10	12	13	10	10	11	13	14	13	15	13	13	14	13	15	16	15	15	14	15	17	15	16	16	19	19	17	18	19	19	17	18	20	18	19	20	19	21	22	23	24	22	21	22	22	23	24	23	23	22	23	25	24	26	27	27	25	27	29	26	26	28	28	29	30	31	31	35	33	33	35	34	36	35	35	36	40	38	42	41	43	45	42	45	45	44	44	45	0	1	2	1	3	3	4	4	6	6	6	6	7	22	8	9	11	10	11	13	13	8	11	12	26	18	23	19	16	13	24	9	27	16	29	30	21	36	30	34	42	21	36	17	38	47	7	42	47	40	44	43	56	49	45	36	48	40	42	52	40	52	58	59	51	59	60	50	62	51	60	67	68	68	62	67	68	75	65	74	74	69	75	82	78	50	78	68	81	87	87	90	95	92	90	92	95	93	95	92	95	95	97	102	101	108	104	105	106	104	104	105	104	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	4	1	2	2	2	2	1	2	1	1	2	1	4	1	2	4	1	1	2	3	1	1	2	3	2	1	4	2	1	2	1	1	2	2	3	1	1	2	2	2	2	1	1	1	1	2	1	2	2	2	2	3	2	1	3	2	4	1	1	2	1	2	1	2	1	1	1	1	2	1	3	2	1	2	1	2	1	2	2	1	2	2
31000	-615.455665871286897	-613.918052291776917	-1.537613579509943	0.000098342478364	0.000026647398451	0.270965292862354	0.662182162127474	-1	1	2	3	4	4	6	6	5	6	7	6	7	10	8	8	8	8	9	8	11	7	8	10	10	10	11	12	10	10	13	13	13	13	14	13	13	15	13	14	15	15	15	16	16	16	17	16	16	17	18	17	18	18	20	18	18	20	19	17	20	19	20	21	22	23	22	22	22	23	22	24	24	24	23	23	25	25	26	27	27	25	27	28	29	28	28	29	29	30	32	31	35	33	33	35	35	33	36	35	37	40	40	42	41	42	43	44	46	44	45	45	45	0	1	2	3	3	3	6	4	6	6	12	6	7	22	8	12	12	10	12	7	30	7	9	17	17	18	19	17	23	13	17	24	11	28	19	30	30	36	30	28	37	36	30	29	38	36	37	21	39	40	21	49	49	43	54	21	43	40	41	49	50	49	50	59	59	59	60	58	62	65	60	67	68	68	69	71	68	69	65	74	74	75	82	82	78	74	78	74	81	87	84	90	98	92	92	92	95	91	95	94	95	93	97	102	103	101	104	103	112	104	107	105	110	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	1	3	2	2	1	2	1	1	1	3	2	1	2	2	2	2	1	3	1	1	2	1	3	1	4	2	1	2	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	2	2	2	1	2	1	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	1	2	3	2	1	1	2	1	2	1	1	2	2	1
31500	-639.742442762799101	-638.162037322225274	-1.580405440573821	0.000090215896816	0.000022451419267	0.248863227648060	0.612626464815980	0	1	2	1	3	5	6	5	6	6	8	7	8	8	8	8	9	9	9	9	11	9	11	10	13	11	12	12	10	9	13	14	14	12	14	12	11	16	14	14	15	13	15	16	14	17	16	16	17	18	17	17	19	19	19	18	19	20	19	19	20	19	20	19	21	22	22	21	21	23	23	24	24	23	23	24	26	23	27	27	27	26	26	26	28	28	28	30	28	29	31	31	34	33	34	34	35	37	36	36	38	40	39	42	42	42	45	45	45	44	45	45	45	0	1	2	1	3	3	8	4	6	6	6	6	4	7	7	9	12	10	12	7	30	8	16	6	10	18	19	19	19	13	19	24	27	12	29	21	14	45	36	28	36	21	21	11	36	38	36	36	43	40	42	43	49	38	48	41	52	50	56	52	34	52	28	51	59	59	60	61	62	51	67	67	68	68	69	71	73	69	70	74	74	78	78	78	82	74	84	74	74	87	87	90	87	92	92	87	95	91	95	95	97	98	98	102	103	103	104	106	106	104	102	103	110	1	1	1	1	1	1	1	3	1	1	1	2	2	2	1	1	1	1	1	2	1	2	2	2	3	2	1	2	1	1	2	2	1	4	2	1	1	1	1	1	2	1	3	4	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	4	1	3	1	1	2	2	1	2	3	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	3	1	3	2	1	2	1	2	1	1	4	1	3	1	1	1	2	2	2	2	2	2	1	2	1	2	2	1
32000	-650.699357493486104	-648.947562454735817	-1.751795038750330	0.000113775181407	0.000021464324398	0.188655593713788	0.661801187833076	0	1	2	2	4	4	5	7	5	6	8	6	8	9	7	8	9	10	9	10	12	8	11	9	13	8	13	13	10	11	11	11	14	12	13	12	12	14	14	14	15	14	14	16	16	17	16	15	18	17	18	17	18	17	19	18	17	20	18	19	20	19	20	21	23	23	21	22	22	23	23	25	21	23	23	23	26	23	27	25	26	27	26	28	28	29	29	29	29	30	32	31	34	32	33	34	34	36	36	36	38	41	40	42	42	42	44	45	45	44	45	44	45	0	1	2	1	3	3	4	7	6	6	6	6	8	8	1	9	11	10	10	13	30	7	29	6	11	10	34	29	12	15	11	17	27	11	29	30	30	36	36	34	36	37	21	29	41	21	36	36	43	28	37	43	43	43	46	47	36	50	42	52	25	52	34	51	59	51	60	40	62	59	67	71	61	63	69	67	73	69	65	74	80	78	78	83	75	80	84	81	80	87	87	90	91	92	92	92	95	87	96	90	98	93	100	102	103	96	104	106	112	102	104	105	102	1	1	1	1	1	1	2	1	1	1	2	2	1	1	3	2	1	2	1	1	1	2	1	2	3	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	2	3	1	2	2	2	2	1	2	2	1	2	1	1	3	2	2	1	4	1	4	2	2	2	1	3	2	2	2	1	1	1	1	1	2	1	2	1	1	2	2	1	3	2	1	2	2	1	2	1	1	1	1	2	1	4	1	4	1	3	2	1	1	3	1	2	1	2	2	1	3
