step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20
32500	-79.854140798042579	-86.709628749001951	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728279658852754	-1	1	5	3	5	8	13	10	7	11	9	9	10	12	13	15	13	15	17	20	0	1	2	2	4	3	8	12	3	8	1	6	6	8	10	8	8	15	18	17	1	1	2	1	1	1	1	1	1	1	5	1	1	1	1	2	2	1	1	3
33000	-75.494320216487168	-82.349808167446540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645490743037039	-1	1	4	6	5	6	12	10	10	8	9	12	11	12	14	16	16	14	17	19	0	1	2	3	2	5	8	11	10	6	1	9	5	11	14	15	12	8	16	17	1	1	1	1	1	1	1	1	1	1	4	2	3	2	1	1	2	2	1	1
33500	-69.292171167760557	-76.147659118719929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727277314327012	-1	1	3	5	7	8	12	9	7	10	9	11	9	14	13	15	15	16	16	19	0	1	1	3	4	5	12	9	4	13	4	6	9	8	12	7	14	17	16	16	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2
34000	-54.657142933980246	-61.512630884939618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.948097850884786	-1	1	4	4	6	9	12	11	9	11	10	11	11	14	12	16	15	14	17	19	0	1	2	2	3	5	11	9	5	6	9	11	11	15	12	14	7	7	18	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-78.153158625328388	-85.008646576287759	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.838244484584890	-1	1	4	5	6	8	13	11	10	10	7	10	11	12	13	14	16	15	17	20	0	1	2	2	3	5	10	11	6	11	4	5	9	8	14	14	15	7	10	16	1	1	2	2	1	1	3	2	1	1	1	1	1	1	1	1	1	1	3	3
35000	-49.352815862398963	-56.208303813358334	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.986976682184151	-1	2	4	5	6	7	13	9	11	10	10	11	11	13	13	14	15	15	17	19	0	1	2	3	3	4	10	6	8	8	8	8	11	12	9	14	13	15	16	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35500	-52.490402142010986	-59.345890092970357	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.978856956020281	-1	1	4	6	6	8	10	10	10	9	10	12	11	13	13	14	17	16	18	17	0	1	2	3	3	4	6	10	10	6	10	9	11	8	12	12	16	16	18	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36000	-72.924091114084064	-79.779579065043436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663987716290937	-1	1	4	5	6	8	12	11	9	10	8	11	11	13	13	15	16	15	16	18	0	1	2	2	3	4	6	9	4	2	5	9	9	10	10	7	18	7	14	19	1	1	1	1	2	1	2	1	2	4	1	1	1	2	1	2	1	1	2	1
36500	-54.925741273945206	-61.781229224904578	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.953316069303047	-1	1	3	5	7	8	13	10	10	8	9	12	11	14	13	15	15	16	18	19	0	1	2	2	4	5	12	10	6	5	10	8	11	12	9	7	7	7	18	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
37000	-54.144962997312625	-61.000450948271997	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.975874863519764	-1	1	5	6	7	7	12	11	10	9	10	12	11	13	13	15	17	15	17	19	0	1	2	3	3	3	9	5	5	6	5	9	11	7	10	14	16	15	16	19	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37500	-50.600857201404772	-57.456345152364143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.951766183688027	-1	1	4	3	6	8	12	9	11	9	9	11	12	13	13	14	16	15	17	19	0	1	4	2	3	5	8	6	11	6	6	10	9	7	12	7	18	14	17	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-56.777679038971172	-63.633166989930544	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911149757798561	0	1	3	5	7	8	12	10	10	9	11	11	10	12	13	15	15	15	17	19	0	1	1	3	3	5	12	10	10	6	10	8	10	9	12	15	11	15	16	19	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38500	-75.570005325872842	-82.425493276832213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797064613956302	-1	1	4	6	6	8	9	9	10	10	11	10	12	14	13	15	16	14	17	19	0	1	2	3	3	4	6	5	5	7	12	6	6	7	8	13	8	13	16	18	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	4	1	1	2
39000	-70.697229567550579	-77.552717518509951	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667976852200816	-1	1	5	3	6	8	12	9	10	11	11	11	11	13	14	14	16	14	16	18	0	1	2	2	3	5	10	5	6	6	9	6	9	1	12	12	18	9	16	19	1	1	2	1	1	1	1	2	1	2	1	1	1	7	1	2	1	2	1	1
39500	-68.502992660015366	-75.358480610974738	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497551498560556	-1	2	4	6	6	9	12	10	11	11	9	12	12	13	13	16	16	15	17	19	0	1	2	3	1	4	8	6	6	4	5	6	10	1	9	15	13	14	14	19	1	1	1	1	3	2	1	1	1	2	2	2	1	8	1	1	2	1	2	1
40000	-64.017714321941810	-70.873202272901182	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.692741739230787	-1	1	4	5	6	8	12	11	10	10	10	12	12	13	13	15	15	14	17	19	0	1	2	3	3	3	11	10	6	6	5	8	8	10	8	18	15	10	8	15	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	3
40500	-67.152976603151146	-74.008464554110517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.885274402436468	-1	1	5	6	7	9	13	11	11	8	11	10	12	14	13	15	16	14	15	18	0	1	1	3	4	5	8	6	10	3	10	10	11	7	11	7	18	11	15	16	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
41000	-59.397568998828120	-66.253056949787492	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.886300685259232	0	1	4	6	5	8	12	10	9	10	11	11	11	13	14	15	16	16	17	18	0	1	2	3	3	4	13	6	5	9	9	9	6	12	7	12	7	15	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
41500	-59.700391399003124	-66.555879349962495	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869950058312240	0	2	4	5	6	8	12	10	11	10	10	11	9	14	13	14	16	15	17	19	0	1	2	3	3	1	8	13	11	6	13	10	6	8	7	10	14	15	17	19	1	1	1	1	1	4	1	1	1	1	1	1	1	2	1	2	1	1	1	1
42000	-65.049947034453211	-71.905434985412583	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721596017786722	0	2	3	5	7	8	12	10	10	10	9	11	12	13	14	13	15	16	17	18	0	1	1	2	4	5	8	6	4	6	5	8	11	10	7	9	14	13	15	14	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2
42500	-67.129230696135494	-73.984718647094866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717488529791388	0	2	3	5	6	8	13	11	11	9	11	12	10	13	14	15	16	15	17	19	0	1	1	2	4	5	8	10	13	6	6	8	1	9	6	8	18	7	16	18	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	2
43000	-69.744352013581505	-76.599839964540877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730093458067118	-1	2	4	4	6	8	10	10	10	11	9	10	12	12	12	14	16	15	18	19	0	1	2	2	4	4	11	5	6	7	6	11	11	7	7	13	16	15	16	19	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1
43500	-57.814055938778083	-64.669543889737454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691829213139022	0	2	4	6	7	9	9	9	11	10	10	11	11	13	13	15	17	15	18	18	0	1	2	3	4	5	5	5	7	5	7	8	11	9	9	14	16	15	17	18	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
44000	-60.810868577974929	-67.666356528934301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.898270011946508	0	2	3	5	6	8	12	11	10	10	9	10	11	13	13	16	16	14	18	20	0	1	1	3	3	4	13	11	11	6	6	11	10	9	12	18	18	14	7	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
44500	-82.660494904503551	-89.515982855462923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456000788663231	0	1	4	5	6	8	12	8	10	9	10	11	12	13	14	15	17	15	15	19	0	1	1	3	3	5	2	1	8	8	1	6	10	5	14	7	7	11	8	12	1	1	2	1	1	1	4	4	1	1	5	2	2	3	1	2	3	2	4	5
45000	-64.735629183131579	-71.591117134090950	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808164028343029	-2	1	4	6	7	9	12	11	10	11	11	11	12	13	12	14	17	14	16	19	0	1	2	3	4	3	9	6	4	9	6	6	11	12	8	13	19	7	13	18	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2
45500	-57.385547370200882	-64.241035321160254	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654076210384765	0	2	3	5	6	8	10	11	10	10	11	11	11	13	14	15	17	15	17	19	0	1	1	3	4	1	6	6	6	6	7	3	9	8	6	14	18	14	15	19	1	2	2	1	1	4	1	1	1	1	1	4	1	1	2	1	1	1	1	1
46000	-67.827280064714373	-74.682768015673744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.862026939479833	-1	1	4	6	7	6	11	10	11	10	9	12	12	14	12	15	16	14	17	19	0	1	2	3	3	3	11	4	8	5	4	7	8	15	10	14	12	13	18	17	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1
46500	-75.582866235448748	-82.438354186408120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663591356177910	-1	2	4	6	7	9	13	9	11	10	10	11	11	14	14	14	16	15	17	18	0	1	2	3	2	2	9	4	6	8	5	6	6	8	12	13	16	14	12	18	1	2	1	1	3	4	1	2	1	1	1	1	1	3	2	1	1	1	3	1
47000	-54.416922310173987	-61.272410261133359	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.974759328024265	-1	1	3	6	5	7	12	10	9	11	9	11	11	12	13	14	17	15	16	17	0	1	2	3	3	4	12	6	6	8	6	11	11	12	10	14	18	15	18	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47500	-72.991981175248611	-79.847469126207983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810823379205197	0	2	4	6	7	9	10	10	10	10	9	12	11	14	13	15	17	15	17	18	0	1	1	3	4	5	5	6	6	11	5	8	11	10	7	8	14	11	16	16	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	2	3	1	2
48000	-63.543655332109950	-70.399143283069321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.951672596657726	-1	2	3	4	6	7	11	10	9	10	10	12	12	12	12	14	17	14	16	19	0	1	2	2	4	4	8	9	5	9	9	7	11	10	7	15	18	9	18	17	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1
48500	-81.583270328637283	-88.438758279596655	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682338971624631	-1	1	4	6	7	7	12	9	10	10	11	12	12	13	11	15	15	15	16	18	0	1	1	3	4	3	9	4	5	6	6	8	11	12	9	7	14	15	12	19	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	3	2	1
49000	-67.111536438546722	-73.967024389506093	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875374609309483	-1	2	3	5	6	9	11	10	10	9	11	11	12	13	13	15	15	14	15	19	0	1	1	3	4	5	10	10	4	5	10	6	9	7	12	14	12	7	15	17	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2
49500	-57.174679365347870	-64.030167316307242	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.930555639768195	0	1	4	4	6	8	12	11	9	11	10	12	12	13	13	15	17	15	17	19	0	1	1	2	4	5	11	9	6	6	5	11	11	8	9	12	18	14	18	17	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
50000	-69.490709460323743	-76.346197411283114	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695863603031628	-1	2	4	5	7	8	11	11	10	10	9	9	11	13	13	15	16	15	17	19	0	1	2	1	4	3	11	11	4	11	1	5	12	8	7	2	18	13	18	19	1	2	1	2	1	1	1	1	2	1	4	1	1	1	1	6	1	2	1	1
50500	-65.353866828277432	-72.209354779236804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638261443114920	-1	1	3	5	7	8	12	10	9	10	11	10	12	14	13	14	16	15	16	20	0	1	1	3	4	2	10	4	4	6	9	9	12	12	12	13	16	15	14	19	1	1	2	1	1	3	1	2	2	1	1	1	1	2	2	1	1	1	1	1
51000	-64.362352096593526	-71.217840047552897	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564625383313665	-1	1	4	5	6	9	12	8	10	9	10	11	11	13	14	16	16	15	18	18	0	1	1	1	3	5	11	4	8	5	4	11	9	9	11	15	7	15	15	16	1	1	3	3	1	2	1	1	2	2	2	1	1	1	2	1	2	1	2	1
51500	-55.900648518113513	-62.756136469072885	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782736081330200	-1	2	5	2	7	8	12	9	10	10	10	11	12	13	13	14	16	15	17	19	0	1	2	1	3	4	9	5	6	6	6	10	9	7	6	13	15	14	17	17	1	1	1	2	1	3	1	1	1	1	2	1	1	1	2	1	1	1	1	2
52000	-60.847763776274604	-67.703251727233976	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768411316037347	0	1	3	5	7	9	12	7	9	11	9	11	11	13	13	15	17	13	17	19	0	1	2	3	3	8	9	4	5	6	5	6	9	12	6	7	16	13	16	17	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
52500	-65.793520078208502	-72.649008029167874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755023499612427	-1	1	4	6	6	8	13	11	10	10	9	10	10	13	13	14	15	15	17	18	0	1	2	3	3	4	9	12	6	4	6	6	11	8	10	6	15	16	17	18	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1
53000	-72.647669606696837	-79.503157557656209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600110942534474	0	1	4	5	6	8	13	9	11	10	11	11	11	13	13	16	13	14	17	19	0	1	1	2	3	5	9	3	8	6	8	8	8	10	8	17	12	15	9	19	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	3	1
53500	-61.086525599758204	-67.942013550717576	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718054344090596	-2	1	3	6	6	8	13	9	10	10	10	11	11	13	13	14	17	15	17	19	0	1	2	2	2	4	9	4	6	6	6	8	11	9	12	12	18	7	16	17	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54000	-67.729999686485542	-74.585487637444913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779880139643411	0	1	3	5	6	7	12	11	8	11	9	11	11	13	14	14	16	15	18	19	0	1	1	3	3	4	11	9	5	9	6	9	9	8	10	10	7	14	17	15	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3
54500	-72.062423606804600	-78.917911557763972	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672828187326807	-1	2	4	5	6	7	11	11	11	11	10	10	9	14	13	13	15	16	17	19	0	1	1	3	3	4	3	11	12	6	6	6	6	15	7	10	14	8	17	19	1	1	2	1	1	1	3	1	1	2	2	2	1	1	1	1	1	2	1	1
55000	-64.428940833576220	-71.284428784535592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834080222864419	-1	1	4	5	7	9	13	11	10	9	11	12	12	14	13	15	16	13	15	17	0	1	1	2	4	5	11	10	6	5	10	9	11	7	8	18	14	8	18	15	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2
55500	-85.771528820983448	-92.627016771942820	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470423010856914	-1	0	3	4	4	8	12	9	10	9	10	10	11	14	13	14	16	14	17	19	0	1	2	2	2	5	12	6	10	6	1	2	12	15	8	7	18	11	16	19	1	1	1	2	1	1	2	1	1	1	6	4	1	1	2	1	1	2	2	2
56000	-80.558414795188114	-87.413902746147485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.505028822763840	-1	1	3	5	6	8	13	11	10	10	9	12	11	13	14	16	16	16	17	16	0	1	1	2	4	5	13	11	11	6	5	11	5	8	10	9	6	6	16	15	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	4	4	5	1	1
56500	-66.886698242805650	-73.742186193765022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.890795599777231	-1	1	4	6	7	8	13	11	10	10	9	11	12	13	13	15	16	14	15	19	0	1	2	3	2	4	8	10	11	5	5	9	5	8	12	14	15	15	7	7	1	1	1	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
57000	-58.112124136677835	-64.967612087637207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.853353817789991	-1	1	4	6	6	8	11	10	10	10	9	12	11	13	13	15	15	15	17	19	0	1	2	3	2	5	6	4	6	11	6	8	11	7	9	15	10	15	16	17	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1
57500	-74.414380845995268	-81.269868796954640	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657279410090832	-1	2	5	4	6	8	12	10	10	10	10	12	12	13	13	14	17	12	17	20	0	1	2	2	4	4	10	6	3	4	6	10	10	10	18	9	15	10	13	16	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	2	2	1	3	2
58000	-73.683480554350169	-80.538968505309541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.810331881559608	0	1	4	6	6	8	12	8	10	10	10	11	10	12	13	14	16	15	16	19	0	1	1	3	3	4	9	3	5	8	6	5	8	12	14	15	15	4	18	14	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	3	1	3
58500	-54.268410001887055	-61.123897952846427	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.960439880464221	-1	1	5	3	5	7	12	9	11	9	10	11	12	14	14	14	17	16	17	19	0	1	4	2	4	5	10	5	10	6	8	10	11	7	7	13	16	16	14	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59000	-63.566379027584134	-70.421866978543505	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595815692416270	0	1	3	5	7	9	12	11	11	9	10	12	12	14	13	16	16	15	17	19	0	1	2	3	4	5	8	11	11	5	10	11	9	7	6	15	14	13	18	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2
59500	-50.207860184425108	-57.063348135384480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.941502122482349	-1	1	4	6	6	8	11	9	10	10	10	11	11	13	13	15	16	16	17	18	0	1	2	3	3	4	9	6	6	4	8	10	11	7	10	15	16	15	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
60000	-61.349722177186081	-68.205210128145453	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.957374465090425	-1	2	4	5	7	8	12	10	10	11	11	11	12	13	13	15	16	14	18	19	0	1	2	2	4	4	10	6	6	8	9	8	8	5	9	15	7	14	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1
60500	-69.730901509039768	-76.586389459999140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.979898537872020	-2	1	3	5	5	7	12	11	9	7	11	9	12	13	14	15	16	14	18	19	0	1	2	3	3	5	8	12	10	5	9	4	11	8	14	14	7	14	15	17	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61000	-70.463972262799174	-77.319460213758546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669503743080422	0	1	4	5	6	8	12	10	9	11	10	12	12	14	12	14	16	15	18	18	0	1	1	2	4	3	10	5	5	8	1	8	8	15	11	8	16	14	17	16	1	1	2	2	1	2	1	1	1	1	4	1	1	1	1	3	1	1	1	1
61500	-68.112839543494019	-74.968327494453391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706311724285994	0	1	3	4	7	8	13	10	9	10	9	11	12	13	13	15	16	14	17	20	0	1	1	2	3	3	9	6	5	5	5	8	11	1	8	7	16	13	17	17	1	1	2	1	2	2	2	1	1	1	1	1	2	5	1	1	1	1	1	2
62000	-66.072077343641070	-72.927565294600441	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.952588800021997	-1	2	5	6	4	7	13	9	9	9	10	11	11	14	14	16	15	13	18	19	0	1	1	3	2	5	13	4	6	6	9	9	8	12	12	15	7	13	16	19	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62500	-67.051820713041337	-73.907308664000709	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.919964872071822	0	2	4	6	6	8	12	9	10	9	10	10	12	13	13	14	17	15	18	19	0	1	1	3	3	4	12	2	10	4	10	6	11	8	6	7	18	15	17	17	1	1	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1
63000	-75.330023920446408	-82.185511871405780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823872914480157	-1	1	3	5	5	7	13	11	10	9	10	11	11	14	14	15	14	13	16	19	0	1	2	3	3	5	11	9	4	6	5	11	11	9	9	18	7	13	9	14	1	1	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	1	3	2
63500	-59.145684593152851	-66.001172544112222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.894008308238881	-1	1	4	5	6	8	12	8	10	11	10	11	12	13	13	15	15	14	17	19	0	1	2	3	4	3	11	5	6	9	6	9	11	10	10	14	14	14	15	19	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	3	1
64000	-61.740165392549869	-68.595653343509241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817454550658871	0	2	3	5	7	9	12	10	10	10	11	11	8	13	13	15	16	15	17	19	0	1	1	1	3	5	10	13	6	13	13	9	4	7	9	15	16	7	17	19	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
64500	-60.477633084009810	-67.333121034969182	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.921897964382145	0	1	3	5	7	8	12	10	11	9	10	11	11	13	14	15	15	15	17	17	0	1	1	2	4	3	11	6	11	6	10	11	8	9	14	15	15	14	17	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65000	-65.123562462671217	-71.979050413630588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669399713943522	-1	2	3	5	6	8	12	11	10	10	10	10	10	12	12	15	16	15	17	19	0	1	1	3	4	5	13	10	5	6	6	6	5	8	12	7	18	10	18	14	1	1	2	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	3
65500	-66.512303979876862	-73.367791930836233	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.975156450950719	0	2	4	5	5	8	11	11	9	8	11	11	12	14	13	15	15	12	16	19	0	1	2	3	3	4	10	6	6	4	10	9	8	18	18	15	14	7	14	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
66000	-62.587186046778541	-69.442673997737913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.916626549534211	0	1	3	4	7	9	12	9	11	11	10	10	11	11	14	14	16	14	16	18	0	1	2	3	4	5	14	5	8	8	8	5	11	6	10	13	15	14	7	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66500	-62.081281359208901	-68.936769310168273	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.946347141428339	0	1	4	4	5	7	13	11	11	11	10	12	12	13	14	15	15	16	18	17	0	1	2	2	2	5	9	11	11	11	6	9	11	9	8	14	7	15	16	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67000	-57.441295425046320	-64.296783376005692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847809208222510	-1	1	3	6	5	8	11	10	9	10	10	12	12	14	13	15	16	15	16	19	0	1	2	3	3	4	6	6	6	6	6	11	11	7	10	13	18	12	15	18	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
67500	-56.976286661186677	-63.831774612146049	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.957646666504513	0	2	3	5	6	9	12	9	11	10	10	11	11	13	13	15	16	14	16	19	0	1	1	3	3	5	10	4	6	6	6	6	11	12	12	18	12	15	18	17	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
68000	-56.406253035377276	-63.261740986336648	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.805022102951325	-1	1	4	6	6	8	12	11	10	11	9	9	10	13	13	15	17	16	17	18	0	1	2	1	3	4	8	12	12	12	4	6	12	10	8	13	18	14	13	19	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1
68500	-60.087621158835930	-66.943109109795301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740816737306985	-1	1	4	5	6	9	11	10	10	10	9	12	11	13	14	15	16	15	17	19	0	1	1	3	3	3	11	6	11	11	5	10	11	8	8	14	15	15	18	18	1	1	2	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	2	2
69000	-59.924717941689892	-66.780205892649263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.889857656447617	-1	2	4	6	7	8	13	10	10	11	11	9	11	13	12	15	16	15	17	18	0	1	2	2	3	4	13	12	5	12	12	6	8	9	8	14	13	14	16	17	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
