step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
22000	-1081.630066543087196	-1080.210090932292132	-1.419975610794997	0.000684071082261	0.000253572752391	0.370681876440434	0.427430459349815	-1	1	1	3	1	5	4	2	4	5	4	3	5	7	6	7	9	7	7	9	8	6	6	9	8	9	9	8	10	9	9	11	10	11	14	11	12	12	10	12	12	8	13	11	11	12	11	10	13	13	14	12	14	12	15	14	13	14	14	13	16	16	17	15	14	14	14	17	11	15	18	17	17	16	18	16	17	14	15	17	16	16	18	17	16	18	17	16	19	17	16	18	16	18	19	17	20	18	20	18	20	19	17	20	21	20	20	21	17	19	20	23	22	23	0	1	1	3	0	12	2	1	8	12	8	2	11	6	8	8	19	6	12	16	22	12	12	22	7	7	15	11	2	19	11	22	24	11	46	26	31	24	16	17	30	19	19	28	25	29	25	19	69	44	19	1	42	42	21	36	11	40	28	39	40	25	31	27	39	45	26	32	26	25	24	22	50	25	64	34	44	19	45	64	43	17	70	53	55	15	78	26	60	58	51	37	64	45	34	53	82	82	51	17	95	32	31	92	100	24	60	100	60	62	63	70	87	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	5	1	2	2	1	3	1	2	2	1	2	2	2	1	3	1	2	2	1	3	1	1	3	5	3	2	4	2	5	1	3	2	2	3	5	3	4	2	2	3	2	4	6	6	3	5	2	2	3	4	3	2	1	3	2	1	1	5	2	3	3	1	1	2	1	4	6	1	2	1	4	4	1	5	3	1	1	5	4	1	2	2	2	3	3	6
22500	-1105.942367706864161	-1104.445343136054362	-1.497024570809881	0.000596806433209	0.000177099444196	0.296745199685513	0.391329807935126	-1	1	3	4	1	5	4	4	6	5	6	5	5	7	7	6	9	7	7	7	6	8	9	9	7	9	8	8	10	11	10	10	9	10	14	11	10	12	8	12	10	11	12	12	11	12	11	13	12	16	14	12	11	12	14	14	12	14	15	12	14	15	16	16	14	15	12	16	14	17	17	16	17	16	18	16	17	14	16	17	18	18	17	18	16	18	16	18	17	17	15	19	16	17	18	18	20	19	18	18	19	20	19	21	19	19	20	18	21	21	20	22	22	21	0	1	1	3	0	3	2	1	2	1	2	1	2	7	4	2	22	1	6	9	7	15	19	14	3	25	21	7	24	22	19	13	28	19	24	21	15	20	15	15	15	19	9	34	41	12	8	25	20	24	24	17	8	34	17	42	20	46	57	8	60	56	27	20	57	42	15	23	57	48	54	31	66	47	50	55	85	16	55	11	19	51	76	38	10	51	13	71	78	52	13	69	8	78	78	50	87	13	39	79	42	50	90	101	57	48	10	48	72	78	44	79	50	9	1	1	2	1	1	1	2	3	4	3	3	3	2	1	2	2	1	3	1	1	1	1	1	1	3	1	1	2	1	2	1	2	1	1	3	4	2	4	1	2	2	2	4	1	1	3	3	3	4	4	2	3	3	1	2	3	3	1	2	5	1	1	3	5	1	2	1	2	1	2	3	3	1	1	1	1	1	5	1	5	4	3	1	3	6	2	4	1	2	2	4	4	6	2	3	1	2	9	5	1	2	3	2	1	3	3	7	3	4	4	3	3	3	6
23000	-1092.912215333420136	-1091.464150752872001	-1.448064580548209	0.000572928462447	0.000193668566472	0.338032719904789	0.424683987422376	-1	1	3	3	2	6	5	2	5	5	6	5	5	7	7	7	8	6	7	8	7	9	9	10	8	9	9	9	8	10	10	11	10	11	14	12	10	11	10	11	11	10	11	12	11	11	12	13	13	17	14	12	13	12	14	13	10	13	15	14	16	16	15	13	14	15	14	15	15	16	17	16	17	17	18	16	15	16	16	18	18	18	14	17	18	16	16	17	19	17	17	18	17	18	17	19	20	19	19	18	19	20	18	20	20	21	20	20	21	18	20	21	23	22	0	1	1	2	0	8	1	1	8	2	7	3	8	2	2	3	3	10	3	6	9	10	9	2	9	15	10	19	3	8	27	15	20	10	38	31	27	23	10	10	17	2	26	17	9	28	19	31	23	12	11	30	25	7	15	14	15	22	38	47	54	30	28	34	41	51	22	30	46	42	25	54	56	44	78	11	14	23	16	42	54	63	28	69	42	51	42	58	32	39	45	28	51	30	78	31	74	32	45	23	15	103	79	80	75	42	74	72	53	32	91	78	101	41	1	1	2	1	1	1	3	1	2	2	1	1	1	3	2	3	3	1	2	1	1	2	2	5	2	1	2	1	2	3	1	2	1	3	1	1	1	2	2	2	2	3	1	2	3	1	2	2	3	8	4	1	2	5	2	3	2	2	2	1	1	3	4	1	2	1	3	3	3	3	3	3	3	3	1	5	3	4	3	3	2	2	3	1	5	1	2	2	5	3	4	3	1	5	1	4	2	4	5	4	7	1	1	1	1	6	1	2	3	3	1	3	2	6
23500	-1115.517942640186448	-1114.099326809194054	-1.418615830992294	0.000642475920179	0.000239340948366	0.372529056496924	0.435693196172281	0	1	1	3	1	6	4	3	5	5	5	6	5	7	6	8	7	6	8	8	7	8	7	8	7	8	10	8	10	10	10	10	10	7	13	12	12	10	10	11	11	11	12	13	12	12	10	12	13	16	13	12	13	12	13	12	13	12	12	13	16	16	15	15	15	15	14	16	14	16	17	17	16	17	17	16	15	16	15	17	19	18	17	17	17	16	17	19	17	17	16	19	17	18	18	19	20	19	19	16	20	19	20	21	20	20	19	20	20	20	21	21	21	22	0	1	1	3	0	10	4	2	2	8	8	1	7	6	7	34	11	10	25	6	13	18	15	13	13	34	34	13	28	22	18	1	16	8	41	42	16	8	22	39	25	8	10	2	47	27	24	47	54	15	6	38	12	12	10	21	31	12	32	13	60	55	57	16	30	41	24	52	46	19	12	48	35	22	12	57	9	30	38	65	53	19	12	11	28	35	42	94	53	36	60	69	66	29	24	77	64	24	19	21	90	24	71	2	28	51	94	60	48	78	87	68	75	107	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	3	3	1	2	1	1	1	3	1	1	2	4	4	6	1	1	2	1	1	4	3	1	3	3	3	4	2	3	1	4	2	2	2	3	3	2	3	2	1	6	4	4	2	2	4	2	5	3	1	1	6	5	6	4	6	2	4	1	2	3	2	3	1	4	5	1	3	6	6	4	2	5	1	13	5	3	1	5	4	2	3	3	3	2
24000	-1092.246908614834183	-1090.804373416202452	-1.442535198631831	0.000631047514175	0.000216932654293	0.343765959646221	0.383790101137916	-1	1	3	3	2	6	4	3	6	2	5	4	4	5	6	8	7	6	8	8	6	8	8	8	7	7	10	9	7	10	9	10	9	11	14	12	11	12	10	11	10	12	13	13	11	12	12	12	13	17	13	12	13	11	14	14	14	14	14	12	16	17	16	14	15	15	15	16	14	17	17	16	15	16	18	15	16	16	16	17	18	19	17	18	18	17	18	18	18	18	18	19	17	18	17	18	20	19	19	18	20	19	19	21	20	17	21	21	20	20	20	22	23	22	0	1	1	2	0	12	2	10	8	2	8	8	3	2	11	13	3	3	6	7	7	18	6	18	14	14	26	15	12	18	18	22	3	13	40	29	16	18	22	39	8	18	26	47	20	16	45	18	41	38	41	17	21	41	32	47	41	19	33	16	46	35	22	12	42	19	41	55	28	60	58	31	43	25	22	27	6	38	34	67	35	17	28	21	50	36	31	63	20	63	28	50	44	21	58	25	89	24	21	63	70	44	41	98	28	38	50	66	66	53	42	62	50	103	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	4	1	2	1	1	1	1	1	2	2	2	2	1	2	4	2	3	2	3	1	1	3	3	3	1	2	3	1	2	2	3	2	3	3	1	1	1	2	2	2	2	2	1	4	5	2	4	2	1	2	2	2	3	1	3	4	3	6	2	5	1	2	6	4	6	1	3	5	1	4	1	5	1	2	8	1	7	1	5	8	1	1	3	5	1	5	2	3	3	4	2	7	3	4	2
24500	-1132.718012633928538	-1131.291894557069099	-1.426118076859376	0.000694290136143	0.000251817750987	0.362698154384785	0.411737155041458	0	1	4	3	2	6	4	2	4	4	6	4	5	8	6	7	8	6	7	6	7	8	7	9	6	9	8	8	10	9	8	10	10	11	13	11	11	11	10	12	11	11	12	11	11	12	10	11	12	16	14	13	13	12	15	12	13	14	14	12	14	16	16	15	14	12	14	17	14	17	17	16	16	16	19	16	16	14	17	18	18	17	17	17	17	18	17	18	19	16	17	19	18	19	19	18	19	18	20	17	21	19	18	21	17	19	21	19	20	20	21	23	23	22	0	1	8	1	0	12	4	2	2	8	12	2	10	25	8	13	16	12	11	3	25	11	10	19	13	12	11	8	21	13	16	30	27	10	6	30	11	11	15	28	26	22	1	28	19	27	25	26	24	16	19	45	39	48	17	22	10	36	34	24	27	58	20	11	16	13	45	24	39	63	42	60	22	57	78	27	19	19	21	24	28	3	51	17	57	90	45	45	36	44	14	88	72	88	65	55	24	26	38	66	61	31	50	8	51	87	70	41	79	90	35	32	70	99	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	3	3	1	2	1	3	1	1	3	6	1	2	2	1	1	1	5	4	1	2	1	4	2	3	2	2	2	3	1	5	4	3	4	2	4	2	1	4	3	4	2	2	6	4	4	4	3	6	6	2	4	2	2	4	4	3	2	5	1	1	1	2	1	5	4	6	3	4	7	1	12	1	1	2	3	2	3	3	7	3	1
25000	-1203.170849506753257	-1201.743405672129256	-1.427443834623943	0.000644925046999	0.000232848184371	0.361046892898497	0.393958138502570	0	1	3	4	1	6	5	4	6	3	5	5	5	8	6	7	8	6	7	8	7	8	8	9	8	9	9	7	9	10	9	9	8	8	12	12	12	8	10	12	10	9	12	12	11	13	12	12	10	16	14	12	13	12	15	13	12	12	15	14	16	14	17	15	14	14	13	17	14	17	18	16	14	16	18	16	16	14	15	17	19	18	17	18	18	16	18	18	17	17	17	19	17	18	17	17	20	18	18	18	21	20	19	21	21	20	20	21	19	20	20	22	23	21	0	1	1	3	0	10	4	10	4	2	3	8	3	7	3	18	3	3	18	6	3	10	8	7	19	21	18	11	15	33	25	13	3	12	15	39	11	7	13	12	32	3	8	17	2	28	3	31	16	43	33	31	29	30	57	58	6	29	21	22	45	13	12	16	21	22	41	59	38	22	46	39	41	60	18	47	41	24	56	48	47	33	45	17	64	31	22	60	46	60	57	70	22	35	22	64	24	41	24	61	13	75	47	79	57	56	96	62	77	48	59	105	111	82	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	3	1	3	1	1	1	1	3	2	1	3	2	1	3	1	2	2	3	4	1	2	4	3	5	4	5	2	2	1	3	2	2	1	1	1	4	2	4	2	3	5	6	3	4	2	2	1	2	6	3	3	1	2	4	2	4	3	1	2	3	5	2	7	1	5	6	2	2	1	3	1	5	3	4	1	5	4	3	1	7	1	4	3	4	2	1	4	2	3	3	1	1	2
25500	-1168.526758125198285	-1167.120895560187364	-1.405862565010815	0.000669542590954	0.000262163354157	0.391555903535562	0.368676828374677	0	1	4	2	2	6	4	2	6	3	5	5	4	5	6	7	8	7	7	9	5	9	8	9	7	9	9	9	9	10	10	10	8	9	14	12	11	9	9	11	11	10	11	11	11	12	11	12	13	15	14	11	12	12	14	11	14	14	15	13	16	14	16	14	13	11	13	15	14	15	18	15	15	16	17	16	16	16	17	17	18	18	16	17	17	15	17	17	18	18	18	19	17	18	18	19	20	19	18	17	20	18	19	21	21	19	20	21	19	20	19	22	22	22	0	1	4	1	0	4	10	2	13	2	10	10	10	7	12	13	12	12	4	14	3	16	1	18	3	21	21	11	15	27	22	10	13	7	16	24	16	21	17	7	20	8	26	38	29	26	8	14	47	31	17	28	8	31	18	29	67	44	23	40	23	31	38	21	27	22	34	42	6	20	62	67	44	64	53	19	65	30	59	7	83	78	38	2	47	34	41	24	32	65	55	32	29	85	73	36	76	44	77	12	18	50	75	22	16	36	45	43	51	64	77	99	55	70	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	4	1	2	1	2	2	2	1	1	4	2	3	3	3	2	2	1	3	1	3	1	1	2	2	5	5	1	3	3	1	5	1	4	1	1	1	4	1	4	2	4	5	1	1	2	2	4	2	3	1	2	1	3	5	1	3	2	7	1	1	4	9	4	2	3	4	5	3	2	5	4	1	2	4	3	2	2	6	5	2	2	8	7	3	4	8	1	2	2	2	4	2
26000	-1165.995736776043941	-1164.555716683286846	-1.440020092757042	0.000647380123280	0.000224298461988	0.346471035982746	0.419735352894069	0	1	4	2	3	6	5	2	5	4	6	6	5	7	7	6	8	6	7	9	6	8	8	9	8	10	9	8	8	8	9	11	9	9	11	11	12	12	10	12	11	12	11	12	11	13	11	13	12	15	14	13	13	12	16	11	13	13	14	12	15	16	16	16	15	13	15	14	14	16	18	16	16	16	18	16	16	14	16	17	18	18	14	16	16	17	17	16	19	18	17	20	18	19	19	18	20	18	19	18	20	20	20	21	21	20	21	19	20	20	20	20	21	22	0	1	1	1	0	13	1	2	2	8	13	10	8	16	9	2	10	9	21	7	10	18	11	10	16	7	14	7	15	21	1	16	29	16	34	11	20	12	3	29	3	28	2	12	21	26	17	47	10	58	45	28	13	2	16	39	11	39	20	25	32	58	83	78	15	13	28	10	31	51	41	27	27	19	77	57	36	22	53	34	78	66	53	38	46	74	49	51	25	22	44	33	9	3	17	22	62	74	50	13	9	90	82	21	31	86	109	24	60	80	82	8	50	65	1	1	2	1	1	1	3	1	2	1	1	1	2	1	1	2	3	1	1	2	1	1	1	3	1	2	1	3	1	1	5	3	1	2	1	2	2	3	3	2	4	2	5	4	3	1	2	1	5	1	2	3	3	7	6	1	2	2	3	2	1	2	1	1	4	3	4	5	2	1	4	3	3	5	1	1	3	3	1	4	3	3	1	1	1	1	4	1	6	4	2	6	8	6	6	6	3	1	2	5	4	1	1	8	5	2	1	3	5	1	1	9	3	3
26500	-1122.325582420491628	-1120.927182693880923	-1.398399726610745	0.000547163906485	0.000221320793189	0.404487193994740	0.388207978097645	-1	0	3	1	2	6	2	3	5	4	5	6	5	7	5	8	8	7	7	9	6	8	8	10	6	10	7	9	10	10	7	9	10	9	12	11	12	11	10	11	11	11	11	12	12	12	11	13	12	15	15	13	13	13	13	14	13	14	13	14	16	16	17	12	11	13	14	17	13	17	17	16	17	15	18	16	16	15	17	17	19	18	18	15	17	17	18	18	17	16	17	18	17	16	19	18	21	20	20	17	20	19	17	20	20	20	21	20	20	19	20	21	23	22	0	1	1	1	0	15	2	7	10	3	3	13	8	1	8	2	2	10	2	13	8	8	15	12	2	3	13	14	15	17	15	13	10	15	26	12	33	24	21	2	22	20	18	65	17	38	17	13	18	29	36	45	29	25	10	29	17	11	20	31	26	14	10	24	32	35	45	52	15	72	34	60	15	48	37	38	58	66	36	78	45	45	46	53	59	35	24	41	29	20	14	37	53	48	45	71	55	82	54	55	89	24	52	21	25	52	108	41	91	62	65	21	111	96	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	5	3	2	3	3	1	2	2	3	4	2	1	1	2	1	1	3	2	3	1	2	1	1	2	7	1	2	2	1	3	1	2	3	4	2	2	1	3	5	4	3	3	5	2	4	2	3	5	1	1	1	2	2	4	1	4	1	8	1	4	2	1	1	4	1	4	3	3	1	2	4	5	3	3	4	4	3	1	1	2	1	3	1	4	2	2	5	3	5	4	4	1	4	2	1	5	7	2	2
27000	-1143.583177943452483	-1142.142223206498329	-1.440954736954118	0.000687442351160	0.000237482712441	0.345458367586079	0.453084398859977	-1	1	3	3	0	5	3	3	6	4	5	4	6	6	7	8	8	6	7	8	8	9	7	9	6	8	9	7	7	10	8	11	10	9	14	12	11	12	9	12	11	11	13	13	11	12	11	12	12	16	15	12	13	13	16	12	13	12	14	13	15	16	16	13	11	14	14	15	15	15	17	15	16	15	18	15	16	16	16	18	17	18	15	17	18	18	17	18	18	14	16	19	17	18	19	18	19	20	19	17	18	19	19	21	19	18	20	19	21	21	20	22	21	20	0	1	1	2	0	2	2	2	10	1	12	7	4	8	3	25	28	7	25	9	28	28	10	19	6	10	29	2	8	4	3	22	3	14	32	12	16	20	26	24	34	24	24	14	11	11	29	19	27	76	49	31	30	45	44	34	16	6	58	34	31	24	57	20	6	38	42	39	28	41	47	42	32	34	30	29	29	24	13	87	74	48	45	38	62	35	33	48	93	30	58	79	56	48	100	57	74	87	100	43	70	70	67	84	38	74	33	47	70	34	76	12	33	62	1	1	2	1	1	2	1	2	1	2	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	2	1	2	1	1	4	1	2	1	1	1	2	3	3	2	4	2	3	2	1	2	2	2	2	1	2	3	2	1	2	3	3	1	2	2	1	1	3	6	3	3	2	3	3	3	6	5	4	5	1	1	4	3	2	2	2	3	4	1	2	2	1	3	3	2	2	2	2	2	2	1	2	2	2	5	2	4	3	4	5	4	11	6	2
27500	-1132.004752343705150	-1130.589624697376621	-1.415127646328460	0.000771694286120	0.000291247632969	0.377413229834525	0.415691670007270	0	1	4	4	2	5	5	3	6	4	5	6	3	7	7	6	9	6	7	8	7	8	7	9	7	9	8	9	10	7	9	9	8	11	10	9	11	12	9	11	12	12	12	12	12	12	11	13	13	15	15	13	12	12	16	12	14	13	13	13	16	17	15	15	13	14	13	16	15	17	16	16	17	15	17	16	17	15	16	17	18	18	17	17	18	17	17	18	19	18	17	19	17	19	18	18	20	20	19	18	20	19	18	22	19	17	17	20	19	21	21	22	22	23	0	1	1	1	0	10	2	2	13	8	3	7	2	6	3	10	3	10	6	3	16	13	13	7	11	12	7	7	3	2	25	12	3	28	20	23	16	11	3	19	24	33	29	19	33	4	36	31	37	42	26	15	25	22	9	29	22	35	4	31	11	25	16	48	3	31	19	24	65	13	45	36	10	53	26	9	23	33	10	15	93	58	40	46	74	9	52	56	78	19	51	72	59	21	40	53	40	106	60	34	74	96	51	87	72	63	28	75	53	75	75	51	38	54	1	1	2	3	1	1	2	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	4	1	1	2	2	1	1	2	4	2	3	1	2	1	4	2	4	1	2	1	1	3	3	2	2	4	1	3	2	3	2	7	5	4	1	5	2	4	3	1	9	2	3	8	2	4	4	5	5	7	5	1	2	3	3	2	6	2	3	3	5	2	1	2	6	3	3	5	1	2	2	2	1	2	4	2	1	2	1	5	2	2	3	6	6
28000	-1127.470005839074474	-1126.047627180797008	-1.422378658277507	0.000694827540658	0.000255342494303	0.367490462542069	0.457908210293098	0	1	1	3	1	5	3	4	5	5	6	5	5	8	6	8	8	6	7	7	7	9	8	10	7	10	8	8	10	9	8	10	9	10	14	11	11	11	11	12	12	12	12	13	10	11	11	13	12	17	13	13	14	13	16	14	12	13	14	14	17	16	16	15	14	14	15	17	13	16	17	16	15	15	17	17	16	13	16	17	17	19	18	18	16	18	17	19	15	17	17	20	17	18	19	18	21	16	18	19	21	19	20	22	21	20	19	21	20	18	20	22	22	23	0	1	1	2	0	2	2	7	7	1	8	3	4	19	8	13	8	8	18	2	8	28	12	31	6	6	13	11	6	2	20	22	16	10	57	27	16	30	27	29	26	37	33	6	8	7	20	36	11	35	19	45	31	47	51	13	37	22	10	51	27	27	21	16	8	39	19	66	26	39	72	30	39	12	74	98	22	39	45	13	59	96	69	66	44	15	45	63	6	49	16	43	73	70	68	49	78	46	53	60	52	91	84	103	16	52	26	72	64	63	87	87	63	41	1	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	1	1	4	2	1	1	1	1	3	1	1	2	3	1	1	1	2	1	1	2	1	2	1	1	1	1	3	2	5	2	1	4	2	2	1	3	1	2	5	1	2	3	1	4	4	4	3	6	2	3	3	2	2	1	2	3	5	1	1	4	1	3	6	2	1	3	2	1	5	3	1	4	3	3	4	1	1	1	3	4	2	2	2	4	1	1	1	7	4	5	3	1	1	2	2	3	3
28500	-1143.669329862063933	-1142.231029047238962	-1.438300814824978	0.000689614841567	0.000240232460595	0.348357439711747	0.430856914728583	-1	1	2	0	2	6	4	3	5	4	5	5	6	8	6	7	9	7	8	8	5	7	9	9	7	10	6	8	9	10	9	11	8	10	12	12	12	11	10	10	12	9	12	12	10	13	12	11	13	16	13	12	12	13	16	11	12	13	13	13	16	17	17	15	14	14	15	14	14	16	17	16	17	16	18	16	15	15	17	17	19	17	18	17	17	17	17	18	17	16	17	20	17	18	17	18	19	19	18	19	21	18	20	21	20	21	19	21	19	18	21	21	22	22	0	1	1	1	0	12	2	2	7	2	8	8	8	6	10	3	7	1	10	22	7	8	28	11	8	24	11	11	7	20	14	16	7	28	7	30	27	28	10	8	42	19	29	48	33	35	22	33	27	30	28	15	34	34	51	13	26	44	16	34	66	60	50	31	31	12	51	41	18	33	53	69	16	52	66	3	32	30	51	30	44	51	40	56	28	30	54	93	60	65	66	74	51	69	19	25	76	19	25	19	109	69	74	96	27	74	84	80	47	86	16	13	79	39	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	5	1	1	1	2	1	2	2	1	1	2	3	1	1	2	3	1	3	1	3	2	3	4	1	1	2	1	1	1	2	2	4	3	2	3	1	2	1	3	1	1	2	2	1	2	1	5	1	4	1	1	4	4	3	1	6	3	2	6	1	3	2	4	5	1	4	4	7	4	1	1	1	1	3	2	3	2	4	5	1	8	5	5	1	2	2	2	10	2	1	3	3	1	8	5	3	6
29000	-1109.167492153580724	-1107.724897789053330	-1.442594364527369	0.000740981373638	0.000254677582315	0.343703082662671	0.447780094386327	0	1	3	4	2	6	3	4	5	4	6	6	5	8	6	7	8	6	7	9	7	8	9	8	8	9	9	8	8	11	10	11	9	10	13	10	12	12	10	11	12	12	11	11	9	10	9	12	11	17	14	13	13	13	15	13	13	14	14	13	17	16	17	16	15	14	14	17	14	16	17	16	15	16	18	16	16	13	17	17	18	18	18	16	17	16	17	18	18	15	17	17	18	18	17	18	19	18	18	18	21	20	20	22	21	20	19	20	20	20	20	22	23	22	0	1	2	3	0	3	2	7	7	2	10	8	8	18	4	9	9	8	6	22	11	11	14	6	6	22	21	6	21	24	17	22	28	13	38	17	16	16	29	14	17	17	26	33	25	10	13	46	6	32	19	30	42	10	40	30	29	31	28	25	27	60	20	26	60	8	78	78	11	57	31	60	48	47	16	28	6	22	38	44	44	91	54	19	16	41	70	72	38	46	66	57	18	74	41	13	84	35	59	18	52	71	30	109	96	12	84	61	78	22	83	29	75	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	2	2	1	3	3	1	1	1	1	3	1	1	2	2	3	1	1	5	2	1	3	1	3	2	6	1	4	4	2	6	1	2	3	1	4	1	2	4	5	4	6	3	2	3	4	1	4	4	7	1	1	1	3	2	3	3	5	1	1	4	1	2	2	6	5	1	4	1	1	6	2	2	3	6	2	7	3	2
