step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
1	-2919.925876449733551	-2926.781364400692837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628498115316118	0	1	1	2	3	4	4	4	5	6	6	8	6	8	7	7	7	7	8	11	8	8	8	8	8	8	8	8	11	9	10	9	9	9	10	9	9	9	13	10	11	10	10	10	10	11	12	11	11	12	11	11	11	15	15	12	12	12	12	12	12	12	13	16	13	13	13	13	13	14	14	14	14	16	14	15	15	17	16	16	16	19	16	17	16	17	16	16	19	17	17	17	17	18	19	18	18	18	19	19	20	19	19	20	20	21	21	21	22	22	25	26	26	27	27	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	4	5	5	6	5	6	6	6	6	6	6	8	6	6	6	6	6	6	6	6	8	7	8	7	7	7	8	7	7	7	10	8	8	8	8	8	8	8	9	8	8	9	8	8	8	11	11	9	9	9	9	9	9	9	10	12	10	10	10	10	10	11	11	11	11	12	11	11	11	13	12	12	12	14	12	13	12	13	12	12	14	13	13	13	13	13	14	13	13	13	14	14	15	14	14	15	15	16	16	16	16	16	18	19	19	20	20	21
500	-945.430233581246398	-952.285721532205798	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.275395055297199	0	1	1	2	3	4	3	3	3	5	5	8	6	5	7	6	4	7	8	9	8	5	8	8	8	8	8	8	11	9	9	9	9	9	10	9	9	9	11	10	11	10	10	10	10	11	12	11	9	12	11	9	10	14	15	12	12	12	12	12	12	12	13	16	13	13	11	12	12	12	13	14	14	16	14	15	13	17	16	15	14	19	15	17	16	17	16	16	19	16	17	16	17	18	19	18	17	18	18	17	17	19	18	20	20	19	20	21	21	21	24	26	25	26	26	28	0	1	1	1	2	5	1	2	2	4	5	22	17	7	22	9	5	17	6	4	22	5	5	11	18	14	11	18	20	16	15	8	23	5	32	11	9	18	31	4	36	27	27	12	12	34	39	12	8	42	36	24	27	63	66	43	39	5	48	51	51	52	56	54	37	46	7	52	51	32	5	66	43	69	69	46	67	46	12	16	47	55	73	73	73	12	52	0	22	47	81	73	67	8	17	39	12	12	57	39	57	34	0	47	20	67	81	0	12	47	101	58	70	32	90	34	1	1	1	2	2	1	3	2	2	3	2	3	2	2	2	3	1	2	3	5	3	2	3	2	1	2	3	1	2	3	2	4	1	6	1	4	3	2	1	6	2	2	2	2	1	1	1	3	5	1	2	1	2	1	2	1	1	7	1	1	1	2	1	2	3	1	7	2	1	3	10	1	4	3	2	4	2	5	5	8	1	3	1	2	2	8	7	1	11	2	2	1	5	11	11	7	6	8	5	4	3	10	1	5	10	7	5	1	9	7	6	10	12	11	10	15
1000	-777.549317371559368	-784.404805322518769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.327980024666693	0	1	1	2	2	4	4	4	3	5	6	8	6	7	7	6	7	7	6	11	8	8	8	8	6	8	8	6	11	8	10	9	8	9	9	9	9	9	12	8	11	10	10	9	9	11	12	10	11	12	9	9	10	14	14	12	11	12	12	12	11	12	13	16	13	12	13	13	13	14	14	14	13	16	14	15	15	17	16	16	14	19	16	17	15	17	16	15	19	17	16	17	17	18	19	17	18	18	19	19	20	19	17	20	20	21	21	21	21	22	23	26	24	27	27	27	0	1	1	1	2	5	5	2	2	4	7	28	9	11	8	7	9	28	6	4	9	9	5	7	9	8	18	9	10	5	12	6	2	33	23	33	17	17	26	4	42	36	18	13	18	13	28	32	26	42	13	24	44	46	66	46	33	15	49	51	51	52	46	65	46	46	24	42	33	58	46	66	46	52	62	71	13	85	13	62	58	86	54	71	55	73	68	0	65	81	39	79	88	8	84	58	47	92	81	67	67	98	0	47	20	20	91	0	70	49	99	100	96	70	101	101	1	1	1	1	1	2	2	2	2	3	2	1	3	1	3	2	3	1	2	9	2	2	3	2	2	4	1	3	5	6	2	3	3	1	1	1	2	2	2	5	1	1	3	3	1	2	4	1	2	2	2	1	1	3	2	1	3	3	1	3	2	2	2	3	2	1	3	3	4	2	2	1	1	5	2	1	4	2	5	4	2	1	1	2	1	4	3	1	5	3	1	1	2	9	2	4	6	1	5	5	3	1	1	6	8	6	5	1	6	8	3	4	4	9	7	4
1500	-717.225654965396302	-724.081142916355702	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483016151870529	0	1	1	2	3	4	3	4	5	6	6	7	6	7	7	7	6	7	8	11	8	7	8	7	6	8	7	7	11	9	10	9	8	9	10	9	8	9	13	10	10	10	10	10	9	11	12	10	9	12	11	10	11	15	15	12	12	12	12	12	12	12	13	15	12	13	13	13	13	14	12	14	14	15	14	15	15	17	15	16	16	18	16	16	15	17	14	14	19	16	17	17	17	18	19	15	18	18	19	19	20	19	19	19	19	21	20	21	21	22	25	26	26	27	25	28	0	1	1	1	2	7	2	7	5	4	5	13	7	3	9	5	9	17	6	4	9	9	7	11	9	16	17	11	23	23	15	5	16	23	11	2	13	28	47	23	23	11	37	37	37	13	41	14	23	42	36	14	44	66	66	46	21	22	49	14	42	52	46	66	46	65	20	60	61	41	46	66	46	52	62	73	46	85	73	62	23	64	85	55	73	79	68	0	73	39	90	79	88	47	84	47	70	86	39	70	104	98	0	91	20	20	104	0	97	70	107	110	99	91	97	111	1	1	1	2	2	1	2	1	1	3	3	1	2	4	2	3	1	1	2	7	3	1	4	1	1	1	1	1	1	1	2	4	1	1	2	4	1	2	1	2	1	3	1	1	1	3	2	2	1	2	1	3	1	2	2	1	3	5	2	5	2	2	2	2	1	1	2	1	1	1	1	1	3	4	1	1	4	2	1	3	8	2	1	1	1	2	1	1	2	2	1	2	2	5	2	2	2	1	3	4	1	1	1	2	7	7	1	1	3	7	2	2	3	5	6	3
2000	-664.125976436210408	-670.981464387169808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595862694904856	0	1	1	2	3	4	4	3	5	6	6	8	6	6	7	7	7	7	8	11	8	6	7	7	8	8	8	8	10	9	10	8	9	9	10	8	8	9	11	10	9	10	10	9	10	11	10	11	11	12	10	11	11	14	15	12	12	12	11	12	11	12	13	16	12	13	11	13	13	14	13	14	14	16	14	15	15	17	15	16	16	19	16	17	14	17	15	16	19	15	17	17	17	16	19	18	18	18	19	19	20	19	18	20	19	20	20	20	21	22	25	26	24	27	24	28	0	1	1	3	2	8	2	2	6	4	7	15	9	7	22	22	13	13	9	29	16	9	7	11	9	14	13	9	10	21	12	14	12	26	19	24	18	28	47	4	36	14	37	27	37	27	23	47	47	47	24	42	44	46	66	46	39	67	47	35	51	52	46	66	46	65	47	52	62	47	46	66	66	52	68	65	71	83	73	87	60	78	85	83	71	79	42	0	72	67	70	79	88	70	84	94	90	92	39	94	100	98	0	97	31	40	96	0	100	104	99	111	107	112	104	114	1	1	1	1	2	1	2	2	1	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	3	2	2	2	1	1	2	1	1	1	2	1	1	1	1	4	1	4	2	1	2	1	3	1	1	2	2	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	4	1	1	1	2	1	3	2	1	1	1	2	1	1	1	1	2	2	1	2	3	2	2	1	2	2	2	2	1	4	2	1	1	1	1	7	7	2	1	2	2	3	1	1	1	4	1
2500	-673.993271357546746	-680.848759308506146	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625184080456244	0	1	1	2	3	4	4	4	5	6	6	8	6	8	6	7	6	6	7	9	8	8	7	8	7	8	8	8	8	9	10	9	9	9	9	8	9	9	13	10	11	10	10	10	8	11	10	11	11	11	10	11	8	15	15	12	11	12	12	12	12	12	13	13	12	13	13	13	13	14	14	14	14	16	14	14	15	17	15	15	16	18	16	17	15	17	16	16	19	17	17	17	17	18	18	18	16	18	19	19	20	19	18	20	20	18	20	21	22	22	25	25	26	26	25	27	0	1	1	3	2	5	2	5	5	4	5	18	9	8	9	11	2	9	6	29	25	15	11	11	9	9	18	13	10	21	37	23	8	24	14	5	45	17	47	10	33	14	37	53	13	43	12	47	36	42	36	36	17	64	64	46	14	57	49	51	51	52	46	65	46	65	57	62	52	58	64	66	65	68	69	66	71	85	76	68	58	55	85	85	71	79	80	0	54	70	58	79	88	39	84	70	70	86	94	90	81	98	0	90	40	57	94	0	101	91	110	109	111	112	104	112	1	1	1	1	2	1	2	1	2	3	2	1	1	2	1	1	4	1	2	1	1	1	1	1	2	2	2	2	2	1	1	2	4	1	1	5	1	3	2	3	2	2	1	1	1	1	2	1	1	1	2	3	1	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	3	3	2	2	1	2	1	3	2	1	1	2	3	1	1	2	5	2	2	1	2	3	2	1	1	1	3	2
3000	-672.748287647463599	-679.603775598422999	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660195842313327	0	1	1	2	3	4	4	4	5	6	6	7	6	8	7	7	4	6	8	11	8	8	8	8	8	8	8	7	9	9	10	7	9	9	9	9	9	9	13	8	8	9	10	10	9	11	10	9	11	11	10	11	10	15	15	10	11	11	12	11	11	12	13	16	12	13	13	13	13	14	14	14	14	16	14	15	15	17	15	15	15	19	16	17	15	17	16	16	19	16	17	17	17	18	19	18	18	18	19	18	20	19	19	20	17	21	21	21	22	21	24	26	25	27	27	28	0	1	1	3	2	5	5	2	5	4	7	9	17	12	18	7	5	17	6	40	16	12	32	32	13	15	17	18	40	21	22	11	23	41	12	16	13	27	47	10	8	14	22	45	13	43	33	7	47	42	19	14	45	46	65	16	47	14	11	51	51	52	46	66	46	65	58	62	62	47	63	66	65	69	69	65	71	85	71	68	70	64	85	83	71	79	80	0	64	81	39	55	88	90	84	90	91	86	90	90	100	98	0	97	70	10	100	0	101	96	109	110	109	111	109	115	1	1	1	1	1	1	1	1	2	3	2	1	2	1	1	3	1	2	3	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	3	1	2	2	1	1	1	1	2	1	1	3	1	2	1	2	1	4	3	2	1	1	3	1	1	1	2	1	1	1	2	1	1	3	1	1	1	3	1	2	1	2	1	1	1	3	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	1	2	2	1	1	2	2	5	2	1	2	3	2	4	2	1	3	1
3500	-696.405344636896643	-703.260832587856044	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507159224087518	0	1	1	2	3	4	3	4	4	6	6	7	5	7	6	7	7	7	6	11	8	8	7	8	7	8	8	7	11	9	10	8	7	9	10	9	9	9	13	10	11	10	9	10	10	11	12	10	10	12	11	9	11	14	14	12	9	10	12	12	12	12	13	16	12	13	13	13	13	11	14	14	14	16	14	15	15	17	15	13	16	19	16	16	15	17	16	16	19	16	17	17	17	18	18	18	18	18	19	19	19	19	19	20	20	21	21	20	22	22	25	23	26	26	26	28	0	1	1	3	2	7	2	7	7	4	5	15	7	19	8	9	13	13	6	40	33	12	7	14	13	15	13	13	10	21	22	33	8	9	24	33	18	12	5	10	36	36	16	27	18	45	57	57	5	42	42	7	44	56	65	45	27	33	57	52	51	52	46	55	46	65	57	62	62	57	66	66	65	62	69	65	71	85	73	52	49	76	85	85	71	79	80	0	64	47	70	79	88	81	84	91	90	92	81	58	96	86	0	94	47	39	101	0	107	94	107	58	109	110	104	111	1	1	1	1	2	1	2	1	1	3	2	1	2	1	2	2	2	2	2	1	1	1	3	1	2	2	2	2	4	1	2	1	2	4	2	2	1	2	5	2	2	1	2	1	2	1	2	1	4	2	1	5	1	2	2	2	1	1	2	3	1	3	2	2	1	1	3	1	1	2	1	1	2	3	1	2	1	1	1	3	5	2	1	1	1	1	2	1	2	3	2	2	1	2	1	1	2	1	2	6	1	2	1	2	7	4	2	1	1	2	2	8	4	2	4	1
4000	-678.404130048025195	-685.259617998984595	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636634366755397	0	1	1	2	2	4	4	3	5	6	6	7	5	7	7	7	7	7	7	11	8	7	8	8	8	8	6	7	9	9	10	9	9	9	10	9	9	9	10	10	11	10	9	8	10	11	11	11	11	11	11	10	11	14	15	12	12	12	12	12	12	12	12	16	12	13	13	13	12	14	14	14	14	16	14	15	15	17	15	16	16	19	16	17	15	17	16	16	19	17	17	17	17	18	19	18	16	17	19	19	19	19	19	20	17	20	21	18	22	22	24	25	26	27	26	28	0	1	1	3	2	5	2	2	7	4	2	9	5	11	9	7	27	27	9	40	16	9	14	15	12	16	13	27	10	21	34	23	23	16	36	14	13	28	23	29	24	37	27	13	18	37	2	7	36	24	36	11	37	63	66	46	15	14	48	41	51	52	46	65	46	65	57	62	52	67	66	65	66	68	68	66	71	85	72	62	70	78	71	71	71	79	62	0	72	70	70	79	88	91	64	90	58	55	90	90	96	98	0	96	48	81	96	0	107	104	109	100	109	109	112	114	1	1	1	1	1	1	1	2	1	3	4	2	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	4	1	2	1	3	1	3	3	2	2	6	5	2	2	1	2	2	2	2	1	3	4	1	1	1	1	1	4	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	3	1	1	2	2	1	2	4	1	2	2	3	2	1	1	2	1	2	2	2	2	1	1	1	2	4	4	2	1	1	1	2	4	2	3	1	1
4500	-690.892364283695997	-697.747852234655397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521918383165466	0	1	1	2	3	4	3	3	5	6	5	8	6	8	7	7	7	7	8	11	8	6	6	7	8	8	8	8	11	9	10	9	9	8	10	7	9	9	12	10	11	10	10	10	8	11	11	11	11	11	10	11	9	15	14	12	10	12	12	12	12	12	13	16	13	12	13	13	13	14	14	13	14	16	14	15	15	17	15	14	15	17	16	16	13	17	16	16	19	16	17	17	17	18	19	17	17	18	19	19	20	19	19	20	17	20	21	21	21	22	24	26	26	27	27	28	0	1	1	3	2	7	2	2	5	5	8	22	9	7	22	13	13	13	6	10	22	11	9	7	24	16	18	18	10	21	12	19	23	5	24	9	45	28	49	10	24	36	33	53	13	27	57	14	14	51	14	11	14	63	72	46	19	57	57	51	51	52	46	85	46	45	47	62	62	58	85	37	85	68	69	72	66	83	65	62	58	76	85	85	46	65	80	0	55	47	67	79	88	91	84	58	81	79	90	90	90	98	0	100	14	40	100	0	100	91	109	111	111	113	112	111	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	3	2	2	1	1	3	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	3	2	2	1	1	1	3	1	2	3	1	2	3	1	2	1	1	2	1	2	2	1	1	2	2	2	2	2	1	1	2	1	3	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	3	2	2	2	1	1	1	3	7	2	1	1	3	2	2	2	1	1	3
