step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
23500	-285.049599394796360	-283.587517310277462	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.883206698260152	-2	1	3	7	6	7	6	9	7	8	7	7	8	9	9	9	10	12	8	8	10	9	10	8	11	9	10	11	10	12	10	9	9	13	10	11	11	12	9	11	11	10	14	12	12	13	12	13	11	10	10	11	11	10	11	13	14	15	14	13	12	15	12	14	15	13	14	14	14	15	13	13	15	16	16	17	13	14	16	18	17	19	17	17	15	16	17	18	16	17	18	19	20	22	23	24	25	25	27	25	25	27	26	25	27	29	33	34	0	1	2	3	3	3	3	11	5	5	5	5	5	20	12	12	14	27	7	5	15	11	13	11	51	12	4	26	13	32	10	12	19	26	13	15	39	28	24	8	16	4	21	27	27	18	50	37	26	24	24	13	16	22	39	35	18	64	46	55	32	77	55	56	30	27	48	56	72	39	37	28	48	69	85	73	21	28	58	62	89	74	74	65	46	43	68	74	65	86	64	87	80	93	82	94	95	95	100	95	94	104	98	94	100	99	103	107	1	2	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
24000	-269.524503101043763	-268.062421016524866	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.962778238115375	0	1	4	7	6	8	7	9	7	7	6	8	9	9	8	9	9	11	9	9	10	8	9	9	10	10	11	11	10	12	10	11	11	13	10	10	12	11	10	11	11	11	10	12	11	12	13	13	11	12	11	9	11	11	11	13	12	14	13	13	14	14	12	14	15	12	15	13	13	14	13	14	15	15	14	16	15	16	15	18	17	19	16	16	16	16	18	18	16	18	18	18	19	21	24	23	24	26	26	26	25	28	25	28	28	30	33	34	0	1	2	11	3	11	5	4	3	2	3	5	7	9	11	10	5	14	4	6	52	5	6	4	9	10	4	23	5	31	13	16	43	49	20	4	35	29	15	17	8	8	19	43	8	29	55	21	35	29	23	15	17	14	21	36	14	57	54	57	30	33	25	49	59	42	59	45	20	57	53	57	37	57	57	70	50	71	64	83	67	72	65	62	79	70	85	84	75	78	86	84	87	93	96	94	88	103	95	97	96	103	97	99	100	104	104	107	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1
24500	-298.217787540708628	-296.755705456189730	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.886204774467321	-1	1	4	5	7	7	7	9	7	6	7	9	9	7	8	10	10	12	8	9	11	9	8	8	11	10	12	12	11	11	8	11	9	12	10	11	13	13	10	12	11	10	14	12	11	12	12	12	11	11	11	12	12	12	9	13	13	14	14	13	13	15	13	13	15	13	13	13	14	14	12	15	15	16	15	17	14	14	16	16	17	19	17	16	15	16	17	16	15	19	18	18	19	21	24	23	25	25	27	25	25	27	27	28	29	30	33	34	0	1	2	3	10	4	10	11	4	3	4	15	9	4	9	33	8	42	10	6	39	24	4	7	17	4	26	21	35	12	6	17	15	21	20	13	53	48	31	55	55	19	46	24	8	26	35	13	55	24	20	49	25	9	7	36	41	32	48	25	40	63	51	35	57	46	31	18	45	44	30	59	58	77	18	73	30	40	58	52	80	44	72	56	37	78	62	58	32	79	62	79	92	80	96	81	90	95	98	94	95	100	100	101	104	105	104	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	2	3	1	1	2	1	1	1	1	1	1	2	2
25000	-306.648835852610091	-305.186753768091194	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.950817222736473	0	2	2	6	4	8	4	9	9	8	7	8	7	8	6	10	10	11	9	8	9	8	9	9	10	10	11	11	10	11	10	9	10	13	10	11	13	12	10	11	10	9	13	12	12	12	12	11	12	11	11	11	11	11	12	14	10	12	13	14	14	16	12	13	13	14	14	12	14	15	13	14	15	13	14	16	14	15	17	17	18	18	15	16	14	16	19	17	17	16	18	20	21	20	23	23	24	25	25	26	26	27	26	28	27	29	33	34	0	1	1	5	3	11	2	15	20	13	4	13	4	11	5	42	14	19	5	11	15	13	4	4	32	6	10	25	10	41	23	13	8	46	32	31	42	35	11	20	14	12	18	57	52	54	17	21	31	24	41	42	35	35	51	51	42	26	55	64	49	12	53	57	25	43	71	40	28	31	51	59	58	26	30	77	71	75	78	73	85	90	47	37	35	61	70	74	60	63	62	91	87	81	87	93	93	95	95	97	98	101	97	105	103	102	101	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
25500	-320.882098804429233	-319.420016719910336	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.869838377294463	0	1	4	6	7	7	7	9	8	7	8	8	8	8	6	10	10	11	7	9	8	10	9	5	9	10	12	10	11	11	10	11	10	13	10	9	11	11	10	12	10	10	12	12	11	12	12	11	12	11	12	11	12	8	11	12	13	14	14	14	13	15	12	13	13	12	14	13	13	14	13	15	14	16	15	15	14	15	15	18	17	19	15	15	15	16	19	18	16	19	18	19	21	21	24	24	26	25	26	26	25	25	26	27	28	29	33	35	0	1	2	24	24	4	4	4	4	24	19	24	4	15	3	14	5	20	24	19	10	54	3	3	5	9	28	20	9	8	7	16	13	22	19	7	25	16	13	21	13	13	33	37	31	38	26	20	31	22	42	8	29	15	36	20	45	43	51	69	55	58	42	38	28	16	27	50	56	65	51	43	46	77	41	68	46	57	22	84	44	89	67	34	69	58	81	89	57	18	79	81	92	91	90	93	96	96	98	101	96	88	94	101	101	99	106	107	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	3	2	1	2	1	2	1
26000	-274.922623346464263	-273.460541261945366	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.936759259034276	0	2	4	6	6	7	6	7	8	7	8	9	8	9	9	9	9	11	8	5	11	10	10	7	11	10	11	11	11	11	11	10	11	12	10	11	11	12	11	12	11	9	13	11	11	11	10	11	12	11	10	12	11	10	12	13	13	14	13	13	13	15	12	14	15	12	14	12	13	16	12	15	15	15	15	15	13	15	16	15	17	20	16	16	15	15	19	16	15	18	19	20	20	20	22	24	24	25	26	25	25	27	25	28	28	30	33	35	0	1	2	20	3	20	3	5	24	5	6	8	4	24	10	19	24	16	6	3	17	12	11	3	12	9	35	23	42	23	22	19	9	46	11	11	24	19	42	23	17	9	31	47	23	12	9	14	47	26	11	35	16	11	22	31	37	63	28	32	40	60	36	18	71	48	28	37	40	34	27	69	59	18	77	49	39	43	77	67	55	90	72	80	45	61	81	89	59	89	81	88	81	90	94	95	82	96	97	95	97	103	93	98	103	105	106	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
26500	-278.862979104008787	-277.400897019489889	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.967233585589059	0	2	3	5	6	7	5	8	6	8	7	7	9	8	9	9	9	11	8	9	10	9	9	7	8	10	10	10	10	11	11	10	10	12	11	10	12	12	10	11	11	11	13	12	11	13	12	13	11	12	12	12	12	12	9	12	13	14	13	13	13	14	12	14	15	13	14	13	12	14	14	15	16	16	14	14	14	16	16	14	17	18	16	15	16	17	16	18	17	18	18	20	20	21	23	25	24	25	27	26	26	26	27	27	28	30	33	35	0	1	2	2	3	5	3	12	4	9	9	7	25	12	6	8	24	22	3	14	22	25	8	7	9	10	10	23	55	14	13	12	10	26	39	17	23	42	10	39	55	8	30	29	14	18	33	28	33	29	42	36	21	42	6	32	50	48	45	31	49	37	24	35	51	51	42	39	40	52	57	48	60	65	44	31	46	65	50	56	68	87	58	58	67	78	70	68	58	83	58	90	91	91	94	95	95	97	101	97	97	96	96	96	102	104	106	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
27000	-271.920006661766877	-270.457924577247979	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.968265356138784	0	2	3	5	6	7	6	7	8	8	6	9	7	9	8	9	9	11	8	8	11	9	9	9	10	10	11	12	10	11	10	10	9	12	10	10	11	12	10	11	12	10	14	12	12	13	12	12	12	12	12	10	11	12	11	13	12	15	12	14	12	14	12	12	14	14	14	13	13	16	13	14	15	14	14	17	14	15	16	17	17	18	17	17	15	17	17	18	17	19	18	17	20	20	23	22	25	25	26	24	26	28	27	27	29	31	33	35	0	1	2	3	3	3	4	7	5	13	3	11	11	13	5	13	8	16	4	6	10	9	11	5	20	8	24	35	9	12	20	9	19	19	24	15	35	36	9	42	25	10	21	37	10	47	27	29	35	26	12	12	32	26	33	64	14	56	39	51	26	30	42	16	47	49	49	14	41	66	57	32	46	57	61	85	69	67	41	79	66	70	79	79	43	73	69	86	78	88	79	58	88	80	94	91	95	100	100	95	100	98	97	98	97	102	106	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-257.956706958068196	-256.494624873549299	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.986322550232602	1	2	4	6	5	6	6	7	9	7	8	8	9	7	9	9	8	12	8	8	10	10	9	8	10	10	10	11	10	11	11	11	11	12	9	10	13	13	10	11	12	10	14	12	11	12	13	12	12	10	10	12	10	10	12	13	13	14	13	13	13	13	13	13	14	12	14	13	13	15	14	15	14	14	15	17	15	16	16	16	17	19	17	15	16	15	18	15	16	17	18	19	21	21	25	23	24	25	26	24	24	27	26	27	28	30	34	35	0	1	1	3	3	3	3	7	8	7	7	10	24	6	4	17	6	27	6	6	23	17	17	8	17	16	35	25	20	35	20	22	35	42	10	24	34	35	20	35	32	9	62	29	22	32	30	53	40	9	9	29	13	24	28	31	24	31	40	31	28	27	30	32	48	42	63	21	55	37	60	69	46	63	69	84	65	71	38	56	86	72	80	52	47	62	78	37	86	73	79	91	92	82	100	93	93	97	100	96	96	101	100	98	104	102	106	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-298.247529850066030	-296.785447765547133	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.879061043364720	0	2	4	6	5	7	7	8	7	8	6	9	8	9	8	9	10	12	8	7	8	10	10	8	11	10	11	10	11	12	10	9	10	12	10	9	13	12	10	12	9	11	13	12	11	12	13	12	11	11	11	11	11	11	12	14	13	14	14	14	13	16	11	13	15	13	14	11	14	15	13	15	14	14	15	17	14	16	16	17	18	18	16	15	16	15	18	16	15	18	17	19	20	22	22	24	23	26	27	25	25	27	26	27	29	31	33	33	0	1	2	3	2	5	5	9	5	5	5	9	11	10	3	19	12	54	6	5	3	32	19	20	41	19	12	4	31	68	36	11	9	22	11	21	30	23	6	52	21	16	50	36	41	68	55	39	32	39	23	33	33	36	31	42	42	42	64	38	18	67	32	15	53	14	61	12	31	38	52	47	18	52	77	47	42	58	70	72	64	60	67	48	58	34	75	53	49	79	61	91	81	93	81	97	95	96	100	97	94	101	96	100	102	105	106	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-273.560956035401489	-272.098873950882592	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.977833873338848	0	2	3	7	5	7	6	8	8	7	4	9	7	9	8	9	9	11	8	8	11	10	9	9	10	10	10	12	9	12	10	10	9	12	10	11	13	11	10	12	11	9	11	13	12	13	13	12	12	10	12	11	12	9	11	13	12	12	14	13	14	14	12	13	15	13	14	13	14	12	13	12	15	15	14	17	14	15	17	17	17	19	17	16	15	16	19	17	16	19	18	20	21	22	24	25	23	25	26	25	25	27	26	28	28	30	34	32	0	1	2	5	2	7	5	7	10	5	2	8	5	13	10	9	4	17	5	7	17	33	10	4	20	17	9	50	10	50	4	33	15	52	9	23	38	12	54	35	16	15	32	25	35	55	41	41	55	17	17	54	26	15	26	43	36	19	41	43	66	56	10	48	77	55	41	18	72	25	55	17	71	57	34	85	58	71	65	60	78	88	69	59	36	77	88	69	61	91	89	83	91	92	94	97	92	97	98	97	97	101	94	102	103	104	108	105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
29000	-252.723604373035556	-251.261522288516687	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.979833622671730	0	1	3	7	5	7	6	8	9	7	8	7	6	8	9	9	9	11	8	8	8	9	9	9	10	10	12	12	11	10	10	8	11	12	10	11	13	11	9	10	12	10	13	12	11	13	12	9	11	12	11	11	10	11	11	13	13	15	13	14	13	13	11	13	14	13	15	14	13	15	13	14	15	15	15	16	14	15	16	18	17	20	17	15	14	15	18	17	17	19	19	19	20	21	21	24	23	25	26	25	24	28	26	27	28	30	33	32	0	1	2	7	3	7	3	6	21	13	7	7	5	6	10	6	7	25	7	13	4	13	11	10	48	21	52	18	20	17	48	12	40	26	12	39	52	53	32	24	42	32	49	35	30	55	30	10	15	42	39	17	19	17	35	49	52	85	55	37	18	45	42	52	27	34	37	62	50	61	33	50	41	37	60	78	57	59	65	77	72	78	84	69	37	69	73	67	65	76	81	83	88	90	90	97	94	97	96	97	97	100	96	99	103	104	108	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-260.672098367362537	-259.210016282843640	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.972808287865284	0	2	4	6	5	7	6	8	9	7	5	9	8	7	8	9	8	11	9	8	11	9	10	8	11	11	11	11	11	11	10	11	10	12	10	10	12	12	9	12	11	11	12	13	11	12	12	13	10	11	11	12	12	11	11	13	13	13	12	14	13	15	13	14	14	13	13	14	14	15	12	15	14	16	13	15	13	15	14	17	17	20	15	15	13	16	18	17	16	18	16	20	20	22	22	24	24	25	26	25	26	26	24	27	28	30	34	33	0	1	2	11	3	5	5	11	13	11	2	15	4	5	6	24	10	19	24	7	35	11	39	11	9	33	20	9	39	16	8	19	20	45	13	13	33	23	14	42	20	17	9	33	35	18	20	21	24	35	9	51	51	35	39	51	43	37	33	38	38	25	45	38	54	32	71	45	30	56	18	56	37	64	41	73	40	67	61	72	48	90	59	43	51	76	88	57	57	86	65	87	90	82	90	95	94	97	96	103	103	103	95	98	99	105	108	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-244.370755737822407	-242.908673653303538	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.999571829569451	0	1	3	5	6	8	6	9	8	8	7	8	9	8	9	8	10	11	8	9	10	10	9	8	11	10	11	12	10	11	10	11	11	13	11	10	12	11	10	10	12	11	14	12	12	12	12	12	12	11	11	11	9	12	11	13	13	14	14	13	12	15	13	13	14	12	14	13	13	16	12	15	14	15	14	16	14	16	16	18	17	20	14	16	15	17	18	17	16	18	16	19	20	21	23	24	24	26	26	25	25	27	27	28	29	29	33	31	0	1	2	3	4	11	3	9	7	7	7	7	10	11	7	5	6	8	5	19	10	24	16	11	12	19	53	18	11	36	53	23	26	29	31	10	35	40	16	20	8	8	69	20	22	33	20	20	24	40	15	29	16	16	22	37	38	49	45	42	30	69	31	52	66	31	49	50	25	73	23	75	49	49	47	43	44	43	46	62	85	90	32	67	68	89	78	57	67	78	75	84	87	80	94	95	95	101	100	96	96	100	101	100	102	102	108	105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-267.539368696004658	-266.077286611485761	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.987227668579440	-1	1	3	5	7	5	6	8	7	7	7	9	8	9	8	10	9	11	8	8	10	8	9	8	10	10	11	11	11	11	10	10	10	12	9	10	12	13	11	12	10	10	12	9	9	13	12	13	11	12	11	11	11	10	10	13	13	15	13	13	13	15	13	13	14	12	14	12	12	16	12	15	15	15	16	16	14	16	16	18	15	18	17	16	16	14	18	18	16	19	18	19	21	21	24	25	24	25	26	25	23	28	27	26	28	29	34	33	0	1	2	3	6	3	4	10	7	6	7	5	4	11	6	45	5	13	5	7	35	7	22	7	45	22	45	8	23	35	9	19	13	25	19	8	17	14	14	53	12	19	33	11	9	27	35	31	23	33	12	23	45	5	13	36	40	59	66	29	71	61	71	71	27	49	59	30	54	58	17	56	65	64	64	86	40	37	61	84	50	74	84	34	81	66	84	75	58	80	70	87	82	75	94	95	101	94	96	101	94	99	96	100	104	103	108	106	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31000	-265.664128599397770	-264.202046514878873	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.989855590570399	1	2	4	5	7	6	7	8	9	5	8	9	8	7	8	10	9	12	8	9	10	9	10	8	11	11	11	11	11	11	11	9	10	12	11	10	10	12	10	11	11	10	13	12	12	12	13	11	12	10	10	11	11	11	11	12	14	14	13	14	10	16	12	13	14	14	14	13	13	14	13	13	16	13	16	17	15	15	15	17	16	19	16	16	15	16	18	17	16	18	17	19	21	21	24	23	26	25	26	24	25	28	27	26	27	30	31	33	0	1	2	2	6	4	6	6	15	2	6	11	14	6	14	17	19	51	10	5	9	15	24	7	14	24	20	50	23	50	32	8	19	36	20	19	8	36	12	9	17	14	26	39	50	53	63	11	52	7	15	37	11	20	24	16	48	51	34	26	5	71	39	27	68	41	18	18	48	56	53	31	85	27	67	57	57	60	65	67	70	75	56	47	43	64	75	65	85	81	77	88	92	82	93	93	101	100	98	94	96	97	98	95	98	102	106	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
