step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
24000	-175.786413539468128	-174.382982727188221	-1.403430812279915	0.000245098295477	0.000096960317460	0.395597681618589	0.534834439403282	1	4	8	5	7	9	7	7	7	10	8	11	12	12	12	13	13	13	15	16	17	17	16	24	0	1	8	1	2	7	2	1	4	11	8	3	2	11	2	3	10	0	17	18	3	18	8	21	1	1	1	2	2	1	2	3	2	1	1	1	3	2	3	2	2	1	1	2	4	2	5	3
24500	-192.561675770852446	-191.193572767692558	-1.368103003159874	0.000181040156437	0.000088719698063	0.490055354620025	0.592793700684315	1	4	7	6	8	8	5	7	8	9	9	10	13	12	13	12	14	13	15	17	15	18	16	22	0	1	7	2	8	3	1	7	8	8	2	6	4	11	11	6	11	0	9	18	13	18	13	2	1	2	1	1	1	1	2	1	1	1	2	1	5	2	2	1	2	1	2	1	1	2	1	5
25000	-198.249583661425675	-196.737411182919061	-1.512172478506602	0.000345205976618	0.000098882854573	0.286445951897852	0.650645074784455	0	5	8	3	5	8	7	7	8	9	9	10	12	12	12	12	14	12	14	17	15	14	16	23	0	4	2	1	4	7	5	5	8	9	8	3	7	7	11	6	10	0	7	22	19	18	15	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	3	1	1	2	2	7
25500	-196.476307798098162	-195.027878794207652	-1.448429003890499	0.000255322981571	0.000086213544979	0.337664649098630	0.482696112381389	0	4	8	5	7	7	7	8	8	10	9	11	12	12	11	11	12	14	17	16	16	16	15	24	0	1	5	2	4	2	1	5	7	9	4	6	10	11	11	7	3	0	7	18	3	18	6	20	1	2	1	1	1	2	3	1	1	1	2	2	1	1	1	2	2	1	4	2	4	1	5	3
26000	-186.677546882003753	-185.162074821652027	-1.515472060351724	0.000302681069208	0.000086057689280	0.284318043099901	0.511383356286204	0	4	7	3	5	9	6	8	7	9	6	10	11	12	12	12	13	14	16	16	16	18	17	24	0	4	7	1	4	3	2	7	7	9	5	3	7	11	12	3	8	0	13	18	16	18	17	17	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	2	3	1	3	1	2	1	2	5
26500	-186.102674120204966	-184.647609523432038	-1.455064596772918	0.000229836391657	0.000076112364795	0.331158891968481	0.642344042990092	0	2	8	5	8	8	7	7	6	10	9	10	12	12	12	12	13	13	16	16	15	18	17	23	0	1	7	2	8	4	2	9	2	9	8	6	10	11	7	10	5	0	17	18	16	20	17	23	1	1	1	2	1	1	3	1	1	3	1	1	1	2	3	1	3	1	1	3	2	1	2	3
27000	-193.699675554335528	-192.172976158687561	-1.526699395647972	0.000172691849492	0.000047897039112	0.277355528085510	0.486172688704076	1	4	8	4	6	6	8	8	7	9	10	10	10	12	12	12	12	13	17	16	16	17	15	24	0	1	1	1	2	2	5	5	2	7	7	7	9	11	10	13	13	0	5	18	23	18	3	7	1	1	2	2	2	1	2	1	2	1	1	1	3	1	1	1	1	1	4	2	1	2	4	5
27500	-174.473657702635933	-172.987534137741108	-1.486123564894827	0.000180359433815	0.000054966474109	0.304760737747733	0.530725152934651	1	4	8	4	7	8	7	7	5	10	10	10	12	12	11	11	13	13	16	16	16	18	16	24	0	1	2	1	9	4	9	9	4	8	4	3	11	11	3	3	11	0	13	18	16	18	16	11	1	1	2	1	1	2	1	1	1	2	3	1	1	1	1	2	1	1	1	2	2	4	3	7
28000	-190.669921090073245	-189.228785469442272	-1.441135620630967	0.000193768508578	0.000066901175602	0.345263407832578	0.426799900993965	1	3	7	5	7	9	8	7	5	9	9	10	12	11	12	12	13	13	14	15	16	16	15	23	0	1	1	2	9	4	5	9	2	4	5	3	10	4	5	3	4	0	15	18	15	18	3	17	1	1	3	2	1	1	1	1	1	3	1	3	1	3	3	2	4	1	1	2	3	2	4	6
28500	-174.186583902031771	-172.758614194437939	-1.427969707593823	0.000267492032516	0.000096403734892	0.360398528452125	0.519661863742915	1	5	7	3	8	9	7	7	6	9	10	9	11	12	12	12	14	13	17	16	16	18	15	24	0	4	2	1	9	3	2	9	4	5	9	7	4	11	10	2	16	0	2	18	3	20	6	19	1	1	1	1	1	1	2	1	1	1	2	2	3	1	2	4	1	1	6	2	5	1	3	2
29000	-185.869543808080152	-184.497871571102479	-1.371672236977686	0.000255945918352	0.000121317763538	0.473997648873270	0.560567816251354	0	4	7	4	7	8	8	7	7	10	10	9	12	12	12	12	13	14	16	17	16	18	16	24	0	1	2	1	2	5	2	4	2	8	4	6	10	11	8	3	8	0	7	18	3	18	10	21	1	2	1	2	2	1	2	1	1	2	2	1	1	1	2	2	3	1	4	2	5	2	4	6
29500	-174.155843519448325	-172.780489547560450	-1.375353971887870	0.000200220284784	0.000092193557840	0.460460626849219	0.609674126879523	1	4	7	5	7	8	7	8	7	9	9	10	12	12	11	11	13	12	14	16	16	17	15	23	0	1	4	2	2	3	1	9	4	8	4	3	9	11	10	5	8	0	9	18	16	20	3	23	1	1	1	1	2	1	4	1	1	1	1	1	2	2	2	1	2	1	3	2	3	1	4	4
30000	-191.632878439938395	-190.112409780432955	-1.520468659505442	0.000233695410277	0.000065707648927	0.281167905047718	0.427805160575496	0	5	7	4	6	8	7	8	7	9	9	10	12	10	12	12	13	14	15	16	15	17	17	23	0	1	2	1	1	1	5	9	4	1	2	10	8	11	9	2	4	0	8	18	6	18	17	10	1	2	1	1	3	4	1	1	1	4	2	1	2	1	3	5	3	1	4	2	3	2	2	7
30500	-180.240134634551907	-178.850781214765789	-1.389353419786127	0.000268648900930	0.000113563282070	0.422720069489809	0.564530622852220	1	4	7	4	8	8	7	6	8	9	9	10	11	11	13	12	14	14	16	16	15	17	15	24	0	1	2	1	8	2	1	4	8	8	4	7	5	11	13	4	9	0	17	18	7	18	13	17	1	2	1	1	1	2	3	1	1	2	2	2	2	1	2	3	3	1	1	1	3	1	2	7
31000	-189.523629719412270	-188.107337825605441	-1.416291893806822	0.000161825165332	0.000060807252280	0.375758938078465	0.455899814029462	-1	4	8	5	8	9	7	6	7	8	10	11	11	12	12	12	13	13	17	15	16	17	15	24	0	1	8	1	9	7	1	1	4	9	4	8	5	11	11	12	5	0	13	18	23	18	12	12	1	4	1	2	1	2	4	4	1	1	2	4	2	2	2	1	3	1	3	1	1	3	2	8
31500	-191.373333866192013	-189.890406770721370	-1.482927095470655	0.000181712966625	0.000055825653319	0.307218875770370	0.596713686129566	-1	5	6	4	8	7	4	6	7	10	9	9	11	13	12	12	13	12	16	15	16	17	16	24	0	1	1	1	8	4	1	7	8	5	2	3	7	11	5	12	9	0	13	18	16	20	16	21	1	2	2	2	1	2	2	1	1	1	2	2	3	2	2	2	2	1	2	1	3	1	2	6
32000	-186.004423118335581	-184.639633080342861	-1.364790037992720	0.000279505755761	0.000142495248745	0.509811500508094	0.534977315083050	1	4	5	6	7	8	8	7	7	9	9	9	13	11	12	13	12	13	15	16	15	15	16	24	0	1	2	2	4	8	1	1	2	4	9	6	5	11	10	8	10	0	15	18	5	18	6	7	1	1	1	1	1	1	3	3	2	1	1	1	2	1	1	4	1	1	2	1	4	1	4	5
32500	-192.043838858012833	-190.656489237060384	-1.387349620952441	0.000251111938237	0.000107289629668	0.427258179845126	0.463655633172447	1	5	7	5	7	8	8	6	6	9	10	8	12	13	12	12	13	14	17	17	15	17	15	24	0	1	4	1	1	4	4	1	4	6	6	2	9	11	8	3	5	0	15	18	3	18	15	21	1	3	1	2	2	2	2	2	1	1	1	1	3	2	3	2	3	1	3	1	3	2	2	5
33000	-193.123702704881993	-191.535185606114652	-1.588517098767327	0.000181188949446	0.000044412747057	0.245118409223669	0.397566993778794	0	2	8	5	6	8	7	7	7	10	8	10	13	12	12	12	13	13	16	17	17	15	15	23	0	1	1	2	2	1	1	2	2	3	8	7	8	7	10	6	3	0	4	18	3	18	6	7	1	1	5	2	2	3	3	2	2	1	1	3	3	3	1	3	1	1	5	2	5	1	4	6
33500	-185.319177509164348	-183.934457011697390	-1.384720497466963	0.000228408295392	0.000099028819447	0.433560520545402	0.377139954386641	1	4	6	5	7	8	8	8	6	9	8	10	11	12	12	12	13	14	15	16	15	18	16	24	0	1	2	1	3	2	4	5	1	4	9	2	9	11	8	3	2	0	5	18	12	20	12	17	1	2	1	2	1	3	2	1	3	2	1	2	3	3	3	3	4	1	3	1	3	1	3	5
34000	-182.812713654610349	-181.107671195877600	-1.705042458732739	0.000237222209199	0.000047911628370	0.201969404685426	0.305162098202807	0	4	7	5	7	9	7	6	8	8	8	10	12	13	12	12	14	12	16	16	17	17	15	23	0	1	1	1	8	2	2	2	8	8	7	4	6	2	10	6	13	0	2	18	16	18	16	14	1	2	4	3	1	3	2	1	1	1	1	2	2	5	2	1	1	1	4	2	2	4	2	6
34500	-180.354885511365183	-178.890633486831632	-1.464252024533559	0.000188878743226	0.000060953396567	0.322711786015853	0.460987887755489	0	4	6	5	8	8	7	8	6	10	8	10	13	13	11	13	12	13	16	16	16	17	15	23	0	1	2	1	9	3	1	9	4	9	4	6	4	11	8	7	4	0	2	18	16	18	13	7	1	2	1	2	1	1	3	1	1	1	3	2	3	2	2	3	3	1	4	1	1	2	1	6
35000	-194.970360499434662	-193.534998820403587	-1.435361679031063	0.000311623045867	0.000109584064610	0.351655842093960	0.454933590901084	0	5	4	6	7	7	8	8	8	9	10	10	12	12	11	12	12	13	17	17	16	18	15	24	0	3	1	2	3	2	2	5	5	4	7	7	5	11	11	12	5	0	9	18	12	18	13	10	1	1	2	1	1	1	1	1	1	2	2	1	3	2	1	1	2	1	5	2	3	2	3	8
35500	-174.410930377193836	-172.981328629764903	-1.429601747428929	0.000233639063143	0.000083738493898	0.358409645935492	0.463608598116259	1	3	8	4	8	9	7	6	5	9	8	10	11	12	10	11	13	14	16	16	14	17	16	24	0	1	7	2	9	3	4	2	2	8	4	3	7	11	9	6	9	0	7	18	16	18	21	17	1	1	1	1	2	1	1	2	1	2	2	1	2	2	3	1	3	1	4	1	2	1	1	6
36000	-195.166732434257028	-193.750752552678932	-1.415979881578082	0.000169037056732	0.000063591715682	0.376199851743170	0.498853560290638	-1	4	7	4	6	9	6	8	8	10	10	10	12	13	13	12	13	13	16	16	16	18	13	21	0	1	2	1	2	4	1	1	5	5	7	3	10	11	10	6	10	0	8	18	23	20	8	8	1	3	1	3	1	1	2	3	1	2	1	2	1	1	1	1	1	1	3	2	2	1	3	4
36500	-177.552266468637185	-176.155723814510736	-1.396542654126453	0.000170027439083	0.000069366265328	0.407971005750279	0.581281365367916	1	4	8	5	8	8	7	8	7	10	9	10	12	12	13	13	13	12	15	17	16	18	17	24	0	1	2	1	4	7	2	7	2	7	4	3	9	11	13	3	9	0	17	18	16	18	16	3	1	2	3	2	1	1	1	1	2	1	2	1	2	2	1	2	3	1	1	2	1	2	2	9
37000	-177.393900120481817	-175.997038608692606	-1.396861511789207	0.000197588940339	0.000080490692690	0.407364362355779	0.402531910949036	0	4	7	5	7	9	5	8	6	10	10	10	13	12	13	11	13	14	15	16	16	16	16	24	0	1	7	1	9	3	1	5	2	5	7	7	16	11	16	3	5	0	13	18	3	18	12	17	1	2	1	3	1	2	3	1	1	2	3	3	1	1	1	2	4	1	1	1	3	1	3	6
37500	-192.309967239070630	-190.839492250862122	-1.470474988208515	0.000238262011246	0.000075604924823	0.317318419447587	0.569360416205392	1	4	7	5	7	9	6	8	7	10	10	10	11	12	12	11	12	13	16	16	17	17	17	21	0	1	4	1	7	3	4	2	1	5	9	6	6	11	10	9	7	0	8	18	16	18	6	21	1	1	1	2	1	1	1	3	4	2	1	1	1	1	1	2	2	1	4	2	3	2	5	2
38000	-185.191403781074456	-183.703692297309146	-1.487711483765311	0.000163728956064	0.000049701314663	0.303558489946517	0.384827315295091	1	5	7	3	7	8	7	5	7	9	10	10	11	12	13	13	14	13	15	16	16	18	15	22	0	4	4	1	8	3	2	4	8	1	10	4	7	11	5	10	9	0	9	18	16	18	10	19	1	1	2	1	1	1	1	1	1	5	1	3	2	2	3	2	4	1	4	2	2	3	4	4
38500	-193.453548772853708	-192.004283413950304	-1.449265358903401	0.000246142573441	0.000082906803235	0.336824313143534	0.615432704882580	0	4	8	6	8	7	7	6	8	9	9	10	11	12	12	10	14	13	17	16	16	16	17	25	0	1	7	1	7	4	8	1	1	8	7	3	10	8	7	3	15	0	13	18	14	18	21	9	1	1	1	3	1	1	1	3	3	2	1	2	1	3	1	1	1	1	3	2	2	1	1	6
39000	-173.977402278256790	-172.589699770070155	-1.387702508186636	0.000175619241442	0.000074891645901	0.426443283129829	0.433403795198631	1	3	7	5	8	8	6	8	6	9	10	10	11	13	12	13	13	14	15	16	16	16	16	23	0	1	7	2	2	4	2	9	2	8	4	3	7	11	10	3	9	0	2	18	6	18	5	19	1	1	1	2	2	2	1	1	2	1	2	2	2	2	1	3	3	1	7	2	3	1	4	4
39500	-183.441874512109933	-181.963827532665164	-1.478046979444777	0.000286316906224	0.000089065752045	0.311074023603796	0.570671140959658	1	5	7	3	5	8	7	7	8	9	7	10	12	12	12	12	12	12	17	14	16	18	17	24	0	4	2	1	4	11	2	5	5	11	4	7	9	11	10	1	10	0	15	16	12	18	13	16	1	1	1	1	1	1	1	1	2	1	2	2	2	3	2	6	2	1	2	1	4	3	2	6
40000	-183.837099507114345	-182.383814546087905	-1.453284961026433	0.000201592699107	0.000067103819101	0.332868300283154	0.389478948608307	1	5	7	4	8	7	8	8	6	8	10	9	12	12	12	11	13	13	16	17	16	17	16	25	0	1	4	1	9	2	4	9	2	9	5	6	4	11	5	2	5	0	7	18	7	18	13	21	1	3	2	2	1	1	2	1	1	1	1	1	5	1	2	3	3	1	4	2	4	3	2	3
40500	-185.084765681270540	-183.603513533606559	-1.481252147663972	0.000189311157357	0.000058407755713	0.308527804321671	0.471650243677842	1	3	8	5	6	8	8	7	5	8	10	11	13	12	11	11	11	13	16	16	15	18	16	24	0	1	8	1	9	4	4	1	2	9	7	6	9	11	5	3	9	0	7	18	16	18	16	8	1	2	1	2	1	1	1	4	1	2	1	2	3	1	2	2	2	1	4	1	2	2	2	6
41000	-183.154096312951225	-181.759537660552922	-1.394558652398294	0.000255827673585	0.000105357286100	0.411829121625976	0.513706851303311	1	4	7	5	8	8	7	8	7	9	10	11	12	11	12	12	13	13	16	16	16	16	17	24	0	1	4	1	9	3	1	9	4	9	2	6	7	11	11	2	9	0	8	18	11	18	12	17	1	2	1	2	1	1	2	1	1	1	3	2	2	1	1	2	3	1	4	2	4	2	3	4
41500	-199.769611467975608	-198.325605553709210	-1.444005914266396	0.000167172976701	0.000057208776036	0.342213060777294	0.420808163456649	0	4	7	6	5	9	8	7	6	9	10	11	12	13	11	13	13	12	16	16	17	16	16	24	0	1	9	1	1	3	9	9	1	8	7	3	9	11	9	12	10	0	2	18	19	18	4	20	1	2	1	4	2	1	1	1	3	1	1	1	3	1	2	1	2	1	5	2	1	2	4	3
42000	-173.734719636306863	-172.132985159908230	-1.601734476398622	0.000236907169443	0.000056685383162	0.239272552600021	0.599095930361946	1	5	7	5	8	9	8	6	7	9	9	10	10	11	12	13	14	14	17	16	15	18	16	25	0	1	2	1	9	4	3	2	4	9	2	3	7	11	13	2	2	0	5	18	3	20	3	19	1	2	1	2	1	2	1	1	1	1	2	1	2	1	1	3	5	1	4	1	5	1	4	4
42500	-176.928171423993888	-175.523037342593597	-1.405134081400299	0.000238938573650	0.000093843285692	0.392750673358502	0.460839537612697	1	4	7	6	6	9	7	5	6	9	9	10	12	13	11	11	13	12	16	14	16	18	15	23	0	1	4	2	8	7	8	2	8	9	7	3	10	11	2	6	9	0	4	18	16	18	17	19	1	1	1	1	1	1	2	1	1	2	1	2	2	2	4	1	2	1	4	2	2	3	1	3
43000	-191.043194103573001	-189.629001536361500	-1.414192567211507	0.000232126118184	0.000087920117812	0.378760126175553	0.574644554545395	1	4	5	4	8	8	6	6	6	10	10	10	13	12	12	12	13	12	17	14	16	17	16	24	0	1	1	1	8	2	1	2	3	8	9	4	15	11	8	6	5	0	5	18	6	18	12	7	1	1	2	2	1	2	3	1	1	2	1	4	1	1	2	3	2	1	6	1	3	2	4	10
43500	-178.677220677598569	-177.296700176108061	-1.380520501490517	0.000186604648730	0.000082967356826	0.444615701650213	0.486563628252048	-1	4	8	6	7	8	7	8	7	9	10	10	12	12	12	12	12	14	17	16	16	18	16	24	0	1	4	2	2	4	1	1	4	5	8	4	8	11	5	3	5	0	13	18	3	20	3	8	1	2	1	1	1	1	3	4	1	1	1	2	1	1	3	2	2	1	2	1	4	1	2	7
44000	-194.926517704104242	-193.564735313972051	-1.361782390132194	0.000220091774185	0.000132428067988	0.601694763372405	0.484538814498428	1	5	7	4	8	7	8	8	6	10	9	9	12	12	12	13	12	14	13	16	17	18	16	24	0	1	1	1	2	2	3	2	1	1	4	2	7	11	5	2	8	0	7	18	10	20	12	19	1	2	2	2	1	1	1	1	2	3	2	2	2	2	2	4	1	1	3	1	3	1	3	8
44500	-174.736958333738841	-172.941435282477812	-1.795523051261020	0.000226411228928	0.000040219211634	0.177637884060841	0.543622117335887	1	2	7	5	7	8	8	6	5	9	10	11	12	12	13	10	13	14	14	16	17	18	17	25	0	1	8	2	9	4	2	9	2	9	7	3	8	11	5	7	7	0	2	18	16	18	16	19	1	1	1	2	1	2	3	1	1	2	1	2	2	1	2	1	3	1	6	1	3	2	4	6
45000	-177.008173669609761	-175.573842393308269	-1.434331276301488	0.000230414966186	0.000081298476838	0.352835053138573	0.551420637536487	0	4	8	5	7	9	7	6	7	10	9	11	13	13	11	11	12	13	16	15	16	15	17	25	0	1	7	2	8	3	4	4	4	9	4	7	4	11	10	3	10	0	15	18	3	18	3	23	1	1	1	1	1	1	1	1	1	2	2	2	4	3	1	2	1	1	3	2	4	1	5	4
45500	-171.706727329436177	-170.270859601054639	-1.435867728381536	0.000143541713107	0.000050394786736	0.351081129277053	0.510964865002757	1	4	7	5	7	8	7	5	6	10	10	10	13	13	11	12	12	14	16	16	17	17	15	23	0	1	1	1	8	3	4	2	8	5	7	3	2	11	9	3	10	0	7	18	13	18	13	13	1	2	2	2	1	1	2	1	1	1	1	2	5	2	3	3	1	1	3	1	2	1	1	3
46000	-176.509969424600655	-175.137243042665432	-1.372726381935233	0.000197588542639	0.000092841376165	0.469872265489251	0.487987635890171	0	4	8	4	7	8	7	8	6	9	9	11	11	12	12	13	13	13	13	15	15	18	17	25	0	1	4	1	9	4	1	9	2	9	7	6	5	11	4	3	10	0	13	18	12	20	21	15	1	2	1	1	1	2	3	1	1	2	1	2	2	2	4	3	2	1	1	1	2	2	1	7
46500	-180.069648805930427	-178.695921211052109	-1.373727594878328	0.000183883318665	0.000085717467890	0.466151407928417	0.422558337428133	-1	4	8	5	7	8	6	7	6	10	9	10	11	12	12	12	14	13	17	16	16	18	17	24	0	1	5	1	9	2	1	9	2	8	2	3	1	11	5	7	4	0	5	18	17	18	6	13	1	2	1	3	1	3	3	1	1	2	3	1	5	1	2	2	6	1	5	2	1	3	5	5
47000	-181.878035229402798	-180.460619636625921	-1.417415592776873	0.000213187539695	0.000079771669735	0.374185423077284	0.489217459351621	1	5	7	5	6	8	7	7	8	9	9	10	12	12	11	12	13	13	16	16	16	17	15	24	0	1	4	1	2	2	4	5	8	7	4	3	7	11	10	4	11	0	13	18	6	18	16	13	1	2	1	2	1	2	1	1	1	1	3	1	3	1	1	4	1	1	2	2	4	2	1	9
47500	-176.584178092111102	-175.157252850612480	-1.426925241498622	0.000163042128230	0.000058970697915	0.361689942073607	0.488828400835285	0	4	6	3	5	9	7	7	6	9	9	9	12	12	12	12	13	11	17	15	16	17	16	24	0	4	4	1	4	7	2	5	2	7	5	3	7	11	11	3	15	0	13	18	16	20	12	19	1	1	2	1	1	1	2	1	1	1	2	2	3	1	2	3	1	1	3	2	3	1	4	4
48000	-181.267189032816560	-179.896862649027298	-1.370326383789267	0.000150501298680	0.000072184317157	0.479625875590307	0.548582510371850	1	3	6	3	5	9	8	7	7	10	9	11	11	12	11	11	13	14	14	17	16	17	16	24	0	1	1	1	2	4	8	5	5	8	1	6	3	11	8	3	15	0	13	18	3	18	3	11	1	1	2	1	1	3	1	1	1	1	4	1	2	2	2	3	1	1	1	2	5	1	5	7
48500	-185.598994984240562	-184.030628437927476	-1.568366546313092	0.000233115587394	0.000059365388853	0.254660743695755	0.466896192165044	1	5	7	6	7	9	7	6	8	10	9	11	13	12	12	12	13	13	16	16	17	18	13	25	0	1	2	1	2	3	1	2	5	9	8	3	8	11	7	4	10	0	4	18	19	20	2	13	1	2	1	3	1	1	3	1	1	1	1	2	3	2	3	4	1	1	5	2	1	1	2	4
49000	-178.195390687319872	-176.727513484511633	-1.467877202808227	0.000240967340785	0.000076998645579	0.319539757249215	0.461501301521320	1	3	8	5	8	8	7	8	6	10	9	10	11	12	13	13	14	13	16	16	17	18	16	25	0	1	9	2	2	7	1	4	1	3	5	3	8	11	11	3	7	0	13	18	23	18	5	23	1	1	2	1	3	1	3	2	3	1	1	1	2	1	2	3	3	1	2	1	1	2	4	4
49500	-181.427231834761614	-179.956736623203398	-1.470495211558225	0.000243362631054	0.000077219276982	0.317301290866860	0.414472254158856	1	3	8	5	7	8	8	7	6	9	8	10	11	11	11	12	12	13	17	16	16	17	15	24	0	1	1	2	4	4	5	4	4	5	4	7	11	7	9	12	7	0	15	18	16	18	6	23	1	1	3	1	1	2	1	1	1	1	1	2	1	1	3	1	3	1	3	2	2	2	5	4
50000	-166.067075259734509	-164.497751232918603	-1.569324026815898	0.000219054479837	0.000055681159953	0.254188638344220	0.506858865071109	1	4	7	5	8	8	8	6	7	9	9	10	11	13	12	12	14	12	16	17	17	17	16	21	0	1	2	1	8	4	8	2	8	9	2	4	7	11	10	3	10	0	5	18	16	18	16	19	1	2	1	3	1	1	1	1	1	1	3	2	1	2	2	2	2	1	4	2	2	2	2	2
50500	-211.602876236342070	-210.182969635200323	-1.419906601141747	0.000254583247134	0.000094393074774	0.370774887336294	0.416483964607061	0	4	7	4	8	9	7	5	7	9	9	10	12	12	12	10	14	14	16	16	14	18	17	24	0	1	1	1	9	2	2	1	8	7	2	3	9	3	8	2	11	0	15	18	3	18	1	2	1	2	3	3	1	2	2	2	1	1	2	1	2	2	5	3	3	1	3	1	3	2	10	10
51000	-184.850841573981427	-183.358190774302841	-1.492650799678586	0.000304679950300	0.000091372214781	0.299895725630798	0.481251143997140	0	5	6	2	5	8	7	7	8	9	8	10	12	12	13	12	13	13	16	16	16	17	14	23	0	4	2	1	4	5	3	5	8	8	2	3	12	11	10	2	16	0	7	18	12	18	3	16	1	2	1	1	2	1	1	1	1	1	2	2	2	2	2	4	1	1	4	1	2	3	4	4
51500	-164.001979127857538	-162.486906737336170	-1.515072390521370	0.000204088016375	0.000058078088973	0.284573734434179	0.578453980798695	0	2	7	5	7	9	8	7	8	10	8	9	12	12	12	11	13	13	15	16	15	18	16	25	0	1	4	2	4	11	4	2	5	9	2	3	7	11	5	3	10	0	4	18	16	18	16	19	1	1	1	1	1	1	1	2	1	1	3	1	2	2	3	2	1	1	6	2	3	2	2	6
52000	-166.574196627432059	-165.027781687243248	-1.546414940188819	0.000188353460691	0.000050112885584	0.266057684314349	0.482040285734353	1	3	8	5	7	9	8	7	6	9	9	11	11	12	13	12	12	13	17	16	15	17	16	23	0	1	4	1	9	3	1	2	4	4	4	3	10	11	9	3	10	0	15	18	16	18	7	7	1	2	2	2	1	1	4	2	1	2	2	1	1	1	3	2	2	1	2	2	2	2	3	6
52500	-176.935092783337325	-175.371925053134987	-1.563167730202339	0.000217234693182	0.000055885561967	0.257258917295793	0.663612679519580	0	3	7	4	7	8	6	8	8	9	9	10	12	13	10	12	13	13	16	15	15	18	17	25	0	1	7	2	4	7	4	5	5	9	7	3	7	11	8	6	10	0	13	18	3	18	6	13	1	1	1	1	1	2	1	1	1	1	1	2	3	3	1	2	2	1	2	1	3	2	3	5
53000	-181.796672536828680	-180.431386430284647	-1.365286106544043	0.000129926893268	0.000083300118908	0.641130691364997	0.582318845515251	0	4	8	6	6	9	8	7	6	8	8	10	13	12	12	12	13	13	16	17	15	17	16	24	0	1	9	1	2	3	5	5	1	5	4	3	7	9	10	9	15	0	13	18	16	18	16	7	1	2	1	3	1	1	2	1	3	1	1	2	3	2	2	3	1	1	1	2	2	2	2	8
53500	-169.093879600124012	-167.602069361768656	-1.491810238355363	0.000262098005244	0.000078763339770	0.300511023336398	0.513865327405236	0	4	7	5	8	7	8	6	7	8	9	10	12	12	13	12	14	14	16	17	16	16	17	25	0	1	4	2	8	2	8	4	8	4	9	6	2	11	5	3	5	0	7	18	13	18	3	23	1	2	1	1	1	2	1	1	1	1	1	2	5	2	3	3	3	1	3	1	2	1	6	4
54000	-185.837117750404445	-184.434334530649977	-1.402783219754469	0.000211555452344	0.000083924160694	0.396700532951087	0.404262728606030	-1	4	8	5	7	9	7	6	6	10	9	11	12	12	12	11	12	13	16	16	17	16	16	23	0	1	8	1	9	8	9	2	2	9	9	3	5	11	7	3	8	0	17	18	16	18	15	15	1	2	1	3	1	2	1	2	1	3	1	1	2	1	4	2	3	1	3	3	2	3	2	5
54500	-178.678226110366012	-177.172599583129085	-1.505626527236922	0.000202508180849	0.000058886507586	0.290785820796741	0.583999698219508	0	5	7	2	8	8	5	6	6	10	10	11	13	13	13	12	12	12	17	16	16	17	16	24	0	4	4	1	9	7	4	1	7	5	8	3	9	11	11	3	10	0	8	18	16	20	13	19	1	2	3	1	1	2	1	3	1	1	3	2	5	2	1	3	1	1	6	2	2	1	1	3
55000	-175.164822073807471	-173.551705663913111	-1.613116409894356	0.000284592832170	0.000066729494453	0.234473559800566	0.613355015142166	1	3	6	5	7	7	7	7	6	9	9	10	13	13	11	13	13	13	16	16	16	18	16	24	0	1	1	2	3	4	4	9	2	8	9	3	10	11	9	7	8	0	16	18	6	20	6	23	1	1	2	1	1	1	1	1	1	1	1	2	1	2	3	3	3	1	1	2	4	1	4	2
55500	-193.815843202360497	-192.316883028655781	-1.498960173704717	0.000228140744202	0.000067387649851	0.295377531473832	0.579292111733862	1	5	8	6	7	9	7	8	7	9	9	8	12	11	11	11	12	13	14	16	17	17	16	24	0	1	2	2	1	8	2	2	2	1	5	5	4	5	7	8	9	0	13	18	3	20	3	21	1	2	2	1	4	1	1	2	1	3	2	1	3	2	2	1	2	1	1	1	4	1	5	2
56000	-172.842957861266910	-171.447542067537142	-1.395415793729774	0.000230083994327	0.000094367637710	0.410144295287207	0.509873884642955	1	4	7	4	7	9	7	6	7	9	9	10	12	11	13	12	14	13	16	16	17	18	16	22	0	1	4	1	4	8	2	2	2	5	2	7	7	11	4	6	10	0	15	18	16	20	15	15	1	1	2	2	1	1	2	1	2	1	2	2	2	1	5	1	3	1	2	1	3	1	2	3
