"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"5a04fe0397","imp-0",101,0.58,0.3653125,0.488985148514851,0.818254950495049,NA,1,1,1,0.414175483705044,1550
