step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56
13000	-337.696574387569001	-344.552062338528401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535000613899558	-1	0	2	4	6	9	9	9	7	10	9	11	10	10	13	11	12	13	14	11	12	13	13	14	15	14	14	16	18	16	17	15	16	20	19	17	19	22	20	22	21	23	22	23	21	24	23	25	27	27	26	30	28	30	30	32	0	1	2	3	4	5	5	9	5	8	0	7	9	7	10	11	20	20	12	9	14	6	17	14	20	21	23	24	13	21	19	20	32	23	31	20	33	35	36	35	31	31	31	34	34	39	37	47	47	51	47	53	50	50	53	54	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	1	1	1	4	2	1	2	1	4	1	4	2	2	1	2	1	3	3	2	1	3	2	1	2	1	2	1	1	2	1	2
13500	-318.032329445888251	-324.887817396847652	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765858259934278	0	1	2	3	6	9	8	8	9	10	10	12	11	10	12	12	11	12	14	13	13	14	13	13	15	14	14	17	17	16	17	17	16	20	17	15	19	21	20	22	20	23	23	21	22	24	23	25	26	27	27	29	28	30	30	32	0	1	2	3	4	5	5	5	5	8	0	7	9	7	10	11	7	13	12	13	14	9	17	14	20	14	23	19	13	24	22	36	20	35	23	20	33	35	36	34	35	28	27	35	34	39	37	47	48	48	47	50	50	52	53	54	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	3	1	1	1	1	2	2	1	2	2	2	1	1	2	4	2	1	2	2	1	1	1	1	1	1	1	1	2
14000	-315.239429426116658	-322.094917377076058	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.674256876283411	-1	1	3	4	6	9	9	9	8	10	9	11	10	11	12	11	11	11	13	13	13	14	14	14	16	14	14	15	18	17	15	15	17	19	18	17	19	21	19	22	21	24	22	23	22	23	24	25	27	26	26	30	28	30	31	32	0	1	2	3	4	9	9	9	5	8	0	7	9	7	10	11	7	7	7	13	14	13	17	14	20	21	17	19	25	26	17	8	32	31	23	32	33	34	36	35	34	43	34	40	34	39	37	47	47	48	48	47	50	50	53	54	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	3	1	1	2	1	1	2	2	1	1	1	1	2	1	3	2	1
14500	-331.237138706155065	-338.092626657114465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611975851578695	-1	1	2	3	6	10	8	8	9	11	10	11	12	10	13	11	13	12	13	14	13	14	14	14	15	14	15	15	17	16	17	16	16	20	18	17	18	21	19	22	22	24	23	22	22	24	23	25	28	27	26	29	28	29	32	30	0	1	2	3	4	4	5	5	5	8	0	7	9	7	10	11	12	6	7	8	14	6	7	14	8	12	23	19	13	26	17	25	6	35	23	20	33	35	36	17	35	31	31	35	34	36	37	33	47	48	47	50	50	48	53	54	1	1	1	1	2	3	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	2	2	2	3	2	1	1	3	1	2	1	2	1	2	1	1	2	1	5	1	2	3	2	1	4	2	4	2	1	2	2	1	2	1	1
15000	-350.562814004160771	-357.418301955120171	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595741536578208	-2	0	2	4	6	9	9	9	9	10	10	11	12	10	12	11	12	13	13	13	13	15	13	13	15	15	15	16	17	16	18	15	17	20	18	14	19	22	19	22	22	22	21	21	23	22	23	25	26	25	26	29	27	29	32	32	0	1	2	3	3	5	5	5	5	5	0	7	10	6	8	11	12	13	7	13	14	20	17	14	5	21	23	19	18	24	12	20	32	35	23	9	33	34	9	35	35	43	31	35	34	36	37	37	47	47	47	47	48	47	52	48	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	4	1	1	1	1	2	3	1	1	2	2	2	1	2	5	3	2	1	2	1	1	5	3	3	2	2	1	3	1	2	2	3
15500	-345.271029845092301	-352.126517796051701	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584813308104366	-2	0	3	2	6	9	8	8	9	11	11	11	11	10	11	12	11	12	14	13	13	13	14	14	15	15	14	16	18	16	17	16	16	21	18	17	17	22	19	21	20	24	22	23	20	23	23	25	27	25	26	28	27	30	32	30	0	1	4	2	3	4	5	5	8	8	0	7	9	6	6	11	7	13	17	13	14	9	17	14	20	21	12	12	13	21	23	20	20	27	23	20	33	40	36	27	35	31	23	35	35	36	37	33	48	47	48	50	50	50	48	52	1	1	1	1	1	5	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	2	2	2	1	1	2	3	3	1	2	2	3	4	3	2	1	1	1	4	1	4	5	3	1	3	3	4	1	1	1	1	1	2	4	1
16000	-330.872202785894046	-337.727690736853447	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724908243160335	-2	1	4	3	6	8	10	9	9	11	9	12	12	11	13	11	13	12	13	13	13	15	12	13	15	14	14	15	17	16	16	15	17	20	18	17	17	22	19	21	21	24	21	21	22	23	25	25	27	26	27	28	28	29	31	31	0	1	4	2	3	3	9	5	5	8	0	7	9	7	10	11	7	9	8	6	14	18	8	14	20	14	23	19	13	26	12	9	32	35	17	32	32	35	36	31	35	43	31	35	40	36	37	37	48	48	48	50	48	47	47	54	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	3	1	2	1	2	1	2	1	2	3	1	2	2	1	1	2	1	1	2	1	3	1	2	1	1	1	3	5	3	1	1	1	1	1	3	2	1
16500	-353.315704982441616	-360.171192933401016	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590219228707778	-1	0	3	4	7	8	9	9	9	10	9	12	11	11	13	11	13	12	13	13	13	14	12	14	15	14	15	17	17	16	17	16	16	20	18	18	18	20	20	23	22	22	21	23	23	22	23	25	27	27	27	29	27	28	31	32	0	1	2	2	3	5	5	5	5	5	0	7	5	7	10	11	6	5	6	9	14	8	5	14	13	19	23	19	25	21	23	18	13	35	31	32	33	35	36	34	35	43	31	35	34	39	37	47	47	48	47	50	48	53	54	54	1	1	2	2	2	1	1	1	1	2	1	2	2	2	2	1	3	3	3	2	1	2	1	1	2	1	2	2	1	1	3	2	3	2	1	1	2	1	1	1	2	1	2	3	2	1	3	2	2	1	1	1	1	1	1	2
17000	-337.597649167441659	-344.453137118401060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649547890914370	-3	1	4	3	7	10	9	9	10	10	10	12	11	11	13	11	13	13	12	13	13	14	12	14	16	14	14	15	17	16	17	16	17	18	19	17	19	21	19	21	22	23	21	23	22	21	22	25	27	27	26	29	28	27	31	31	0	1	4	2	3	8	5	5	5	8	0	7	5	7	10	11	23	13	5	13	14	9	7	14	20	14	23	19	18	24	17	22	20	23	27	32	33	35	36	34	35	43	17	40	35	32	37	47	48	48	48	54	48	47	53	54	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	2	1	4	2	2	2	2	2	1	1	1	1	2	3	2	2
17500	-317.752593148758876	-324.608081099718277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655315045463358	-1	2	3	4	6	9	10	9	10	11	10	10	12	11	12	12	12	11	14	14	13	15	13	15	15	15	14	16	18	17	18	16	16	20	19	18	18	22	19	21	21	22	21	21	21	23	24	26	26	26	27	28	28	30	29	32	0	1	2	3	4	5	5	5	5	8	0	6	9	12	8	11	7	9	12	9	14	13	17	14	8	21	17	19	25	21	27	25	25	31	23	32	33	35	36	17	35	43	31	35	35	39	37	47	47	47	47	50	50	53	47	54	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	1	1	2	2	1	2	1	2	3	2	1	1	1	2	2	1	1	1	2	1	1	2	1	3	1	1	2	1	1	2	2	1	1	2	2	1	1	1	2	2
18000	-308.094024377975813	-314.949512328935214	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738578146240430	-2	1	2	4	6	9	9	8	9	10	8	11	11	11	12	11	12	11	13	13	13	14	14	13	13	15	15	16	17	17	18	15	16	20	17	16	18	20	19	22	22	24	21	21	22	23	24	25	27	27	25	28	28	29	30	31	0	1	2	3	4	5	5	5	5	8	0	7	9	7	10	11	12	9	12	9	14	20	17	14	9	21	20	19	25	21	23	20	20	35	27	32	33	35	36	35	31	43	31	34	34	39	37	47	48	48	47	50	50	50	50	54	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	2	2	2	3	1	1	2	1	1	1	2	2	2	2	1	2	1	1	2	3	1	2	2	1	1	1	1	1	1
18500	-316.064174628786816	-322.919662579746216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689634035462902	-1	2	3	4	6	8	9	9	8	11	9	11	11	10	13	12	12	11	13	12	12	13	13	13	15	14	14	17	17	17	17	15	16	20	19	18	19	21	19	23	21	24	22	21	23	24	24	25	27	27	26	29	27	27	30	32	0	1	2	3	4	5	9	5	5	8	0	7	8	7	8	11	7	9	17	13	14	13	12	14	20	24	17	19	25	24	23	13	13	23	31	20	33	34	36	34	35	43	34	35	35	36	37	47	47	47	47	50	47	47	53	54	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	3	1	3	1	1	1	2	1	1	1	1	2	3	2	1	1	1	1	1	1	2	1	2
19000	-325.868390858758346	-332.723878809717746	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540288271413086	-1	1	4	3	6	9	8	10	10	11	10	11	12	10	11	12	12	12	13	13	14	14	14	14	15	15	14	17	17	16	17	15	17	20	18	16	18	21	19	22	20	24	20	22	22	22	24	25	27	26	26	29	28	30	31	31	0	1	4	2	4	4	5	5	5	8	0	6	9	7	8	11	7	7	12	13	7	18	17	14	13	21	17	19	25	21	17	9	20	31	23	32	33	35	36	24	35	43	17	35	23	39	33	47	47	47	47	47	50	50	50	54	1	1	1	1	2	3	2	2	2	1	1	1	1	2	1	1	2	2	1	1	3	1	1	2	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	4	1	2	4	3	4	1	2	1	1	1	1	2	2	2	4	1
19500	-316.604915735244163	-323.460403686203563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706016839228265	-1	1	4	3	6	8	9	10	9	11	9	11	11	10	13	10	13	12	14	12	13	14	14	14	16	14	15	16	17	16	17	16	14	20	18	18	19	21	20	20	21	23	22	22	22	23	24	26	27	25	27	28	29	30	31	32	0	1	4	2	3	5	5	5	5	9	0	8	9	7	10	11	12	9	12	13	14	13	17	14	22	14	23	19	25	26	17	20	9	35	23	32	33	35	36	35	40	43	31	40	40	36	37	50	47	47	47	50	48	53	53	52	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	2	1	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	2	1	1	3	2	1	2	1	2	2	1	1	2	3
20000	-341.851076851275479	-348.706564802234880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631623015425375	-1	0	4	2	6	8	9	9	9	10	10	12	10	11	12	11	12	11	14	13	14	14	13	15	14	15	14	15	17	17	16	15	16	20	16	18	18	21	19	23	21	23	22	23	22	23	24	25	28	27	25	29	28	31	31	32	0	1	4	2	3	5	5	5	6	5	0	7	9	7	10	11	7	6	7	13	14	9	12	21	9	14	9	25	22	24	17	20	18	31	27	32	33	35	36	34	34	43	31	38	34	36	33	47	50	47	47	53	50	52	53	54	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	1	3	2	2	1	1	2	2	1	2	3	1	2	1	3	1	2	1	1	2	2	1	3	4	1	1	2	1	1	1	1	2	1
20500	-319.023127683239863	-325.878615634199264	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574751960906680	-1	1	4	3	6	8	9	9	10	9	9	11	11	10	12	11	12	12	13	13	13	15	13	15	15	15	14	15	17	16	17	17	16	20	18	18	19	21	19	19	22	24	23	23	22	24	23	25	28	25	26	28	28	27	31	32	0	1	4	2	3	5	5	5	6	6	0	7	9	7	10	11	7	9	13	13	12	20	17	14	9	14	17	19	25	21	23	25	25	35	31	32	33	35	32	23	35	31	31	40	34	39	37	47	48	47	48	50	50	50	53	54	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	3	2	1	1	1	1	2	2	1	1	1	1	3	1	1	3	3	3	3	2	1	3	2	2	1	1	1	1	2	1	1	2
21000	-320.059597541244273	-326.915085492203673	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642016454690606	0	1	2	3	7	10	9	8	10	10	10	11	11	11	12	12	13	13	14	13	13	15	13	14	15	14	15	17	17	17	18	16	16	21	17	17	18	20	19	20	21	24	22	23	23	24	23	25	27	25	27	28	28	29	31	31	0	1	2	3	3	5	5	5	8	5	0	7	9	7	10	11	5	13	7	13	14	9	7	14	9	21	23	19	20	19	35	20	20	40	23	22	33	35	36	35	35	43	31	35	34	39	37	33	48	47	48	50	47	52	48	54	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	2	2	1	3	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	2	1	2	3	1	2	2	4	2	1	1	1	1	1	2	1
21500	-320.815384914688195	-327.670872865647596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673562771463922	0	1	2	4	6	7	9	9	10	10	10	12	12	10	12	11	12	11	14	13	14	13	13	15	15	15	15	17	17	15	18	16	16	19	17	17	18	21	19	21	21	24	22	22	23	22	23	25	28	26	27	29	29	28	31	31	0	1	2	3	4	5	5	6	5	8	0	7	18	7	10	11	7	8	7	8	12	9	17	12	13	21	12	12	20	21	23	20	9	31	23	20	33	34	36	35	34	43	17	34	40	36	33	47	50	47	48	50	50	50	52	54	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	3	2	1	1	1	2	2	1	2	2	2	1	3	1	3	1	2	2	1	1	1	2	1	1	3	2	1	2	2	1	1	2	1	2	1	1	1	1
22000	-319.720179662729493	-326.575667613688893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592342751750648	-1	1	3	4	6	8	9	8	10	10	9	11	11	11	12	11	12	13	13	14	14	14	13	14	14	15	14	16	16	16	17	15	16	19	18	17	18	21	19	21	22	23	22	23	23	23	24	25	27	26	27	29	28	27	31	30	0	1	2	3	3	4	8	5	5	8	0	7	8	7	10	11	9	13	7	13	14	18	17	14	13	21	23	19	18	24	17	9	32	28	23	32	33	35	36	31	35	43	35	35	40	36	37	47	47	48	47	50	50	50	47	54	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	2	1	1	1	2	1	2	3	1	2	2	1	1	2	1	1	2	1	2	2	1	2	2	1	1	1	1	2	1	1	3	2
22500	-337.136447126076746	-343.991935077036146	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634296822772199	-1	1	4	3	7	9	9	9	10	11	10	11	12	10	13	11	12	11	13	13	14	14	12	14	15	14	13	15	17	15	17	17	15	21	18	17	19	22	19	20	21	22	22	22	22	23	23	26	27	26	26	30	28	27	32	32	0	1	4	2	3	5	5	5	5	9	0	7	9	7	10	11	12	9	7	13	19	19	7	14	13	14	12	24	13	24	12	25	9	27	31	20	33	35	36	31	40	31	31	34	40	36	37	47	47	47	47	54	47	47	53	52	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	2	1	2	1	2	4	1	1	3	2	1	1	1	2	3	1	2	3	2	1	1	2	2	1	2	2	2	1
23000	-332.038194076344951	-338.893682027304351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586653365950604	-1	1	2	4	5	9	9	10	8	10	10	12	11	10	13	12	11	12	14	14	13	13	13	13	14	14	15	16	18	16	17	16	17	20	17	18	17	20	19	23	20	23	21	22	22	23	23	26	28	27	27	29	29	30	31	32	0	1	2	3	3	5	5	9	5	6	0	7	7	9	10	11	7	13	12	13	14	12	17	14	8	24	12	19	8	21	23	20	32	35	23	32	32	35	36	34	27	43	31	35	34	29	37	47	48	48	48	50	47	53	53	52	1	1	1	1	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	4	2	1	1	1	1	2	1	1	1	1	2	2	1	3	2	1	3	4	2	1	1	1	1	4	1	1	2
23500	-339.646142300684062	-346.501630251643462	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552717265370281	-2	1	4	3	7	8	9	9	10	10	11	11	9	11	11	12	12	13	13	13	12	15	13	14	15	15	14	17	17	16	17	17	16	21	17	18	19	22	19	21	20	23	21	23	23	24	22	24	26	26	25	30	28	31	30	30	0	1	2	2	3	5	5	5	13	8	0	7	6	7	10	11	12	9	12	13	14	18	12	14	9	24	23	19	8	24	24	20	25	35	23	25	33	35	36	35	31	43	35	40	34	32	37	47	47	47	48	53	47	53	53	53	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	3	1	1	2	6	1	3	2	1	2	2	2	2	4	1	2	2	1	2	1	1	4	2	1	2	2	1	1	3	2	2	1
24000	-334.728198723274318	-341.583686674233718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668301901350217	-1	1	3	4	6	10	9	8	9	9	10	12	11	10	13	12	11	13	12	12	14	14	13	14	14	15	15	16	17	16	18	15	17	21	19	18	19	21	18	22	22	24	22	22	23	23	24	25	25	26	27	30	28	31	32	30	0	1	2	3	4	5	8	5	5	5	0	7	9	7	12	11	7	13	7	9	14	20	17	14	13	21	17	19	18	21	23	5	12	35	27	32	33	35	32	35	35	43	31	35	35	36	33	47	47	47	48	50	50	56	53	47	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	2	1	1	3	5	3	1	2	1	1	1	1	2	1	1	3	2	2	3	4	1	1	1	1	2	1	1	2	2
24500	-341.984506448491857	-348.839994399451257	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589614774047970	-4	1	4	3	6	9	10	10	9	10	9	11	10	11	13	11	13	11	13	12	12	15	12	15	13	15	14	16	17	16	17	16	16	20	18	17	18	21	19	22	19	24	21	22	21	23	23	25	28	27	26	28	29	30	32	32	0	1	4	2	3	5	5	9	5	5	0	6	6	7	10	11	7	6	12	18	14	13	7	14	13	21	23	7	25	14	17	9	22	35	17	32	33	35	36	34	31	43	31	35	35	39	37	47	50	48	47	50	50	52	53	54	1	2	1	1	1	2	2	1	2	2	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	3	4	4	2	5	1	1	3	1	1	2	1	1	1	2	3	2	2	2	2	1	1	1	1	1	2	1	1	2
25000	-301.348406963302978	-308.203894914262378	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696638254808575	-1	1	4	2	7	9	9	9	10	10	10	11	11	10	11	12	12	11	14	13	13	13	14	15	15	15	14	16	17	16	18	16	16	20	18	17	19	21	19	22	21	22	21	22	22	23	24	26	26	27	26	30	29	28	30	32	0	1	4	2	3	5	5	5	6	8	0	7	9	7	10	11	7	9	12	13	14	6	17	14	13	21	17	24	22	21	23	13	22	35	23	32	33	35	36	34	35	43	31	35	35	39	37	47	47	48	47	54	50	50	50	54	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	2	1	1	2	1	1	2	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2
25500	-327.246648492574025	-334.102136443533425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612919142969047	0	1	4	3	6	9	9	8	9	10	9	12	11	11	11	11	13	11	14	13	14	13	14	15	15	13	15	16	16	15	17	16	16	21	16	17	19	22	19	23	21	23	22	23	22	23	23	25	28	26	27	28	29	30	32	32	0	1	4	2	4	4	8	5	8	8	0	13	8	7	10	11	12	9	7	9	14	6	17	14	20	14	17	17	13	21	17	25	20	31	23	32	33	35	36	35	17	43	31	41	31	36	37	37	47	47	48	50	50	52	50	54	1	1	1	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	2	1	2	1	1	2	1	1	2	2	1	3	5	1	2	1	3	3	2	3	2	2	1	1	2	1	3	1
26000	-331.309420307294772	-338.164908258254172	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585544132153197	-1	1	3	4	7	10	9	10	8	9	10	11	9	11	12	12	12	12	13	13	12	14	13	14	15	14	14	16	16	16	16	16	15	20	17	17	19	22	20	22	20	23	22	22	22	23	23	25	27	27	26	29	28	30	30	32	0	1	2	3	3	9	9	10	5	5	0	7	9	7	10	11	7	9	7	10	12	18	7	14	6	21	17	17	8	24	17	25	18	35	23	9	33	35	36	35	35	25	31	35	41	36	37	47	47	48	48	50	50	50	53	54	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	2	2	3	1	1	2	3	1	2	1	2	2	2	4	2	3	2	2	2	4	3	3	1	3	2	1	2	1	1	1	1	1	1	1
26500	-323.676656017514347	-330.532143968473747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657044586168259	-1	1	3	4	7	9	8	9	10	10	9	11	11	10	13	10	11	12	12	13	12	13	13	14	13	15	15	17	16	15	16	16	16	20	18	17	19	22	20	21	22	24	22	23	22	23	24	26	27	26	26	27	28	29	30	32	0	1	2	2	4	5	5	5	6	8	0	7	9	7	10	11	7	9	7	9	14	9	12	14	9	21	17	19	25	21	23	20	20	23	31	20	33	35	36	35	35	31	31	35	40	36	33	47	47	47	47	47	50	52	53	54	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	1	2	1	2	2	2	1	2	2	1	1	4	1	1	1	2	1	2	3	3	3	2	1	3	3	1	1	1	1	2	1	1	1	2
27000	-333.708268823846140	-340.563756774805540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638465082695411	-1	2	2	4	7	10	10	8	9	11	10	11	11	10	13	12	13	13	12	12	14	14	14	13	13	15	15	16	15	16	17	16	17	20	18	17	19	22	19	23	20	23	19	23	22	22	24	25	26	26	26	28	27	31	31	30	0	1	1	3	3	9	5	5	8	8	0	9	9	5	10	11	12	13	7	9	24	13	17	14	20	14	23	19	13	24	17	20	32	31	23	32	33	35	36	34	43	43	17	34	34	32	37	47	47	47	47	47	47	56	53	52	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	2	1	2	1	2	2	1	2	2	1	2	1	1	2	2	1	1	1	2	4	2	1	3	2	1	1	2	1	1	1	1	2	1
27500	-325.339479396435024	-332.194967347394424	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686465368386097	0	2	4	3	5	9	10	8	10	10	10	12	11	11	12	11	13	12	14	13	12	14	12	14	16	13	15	16	17	16	18	16	17	20	18	16	19	22	19	22	21	24	21	21	22	24	22	25	28	26	27	29	28	30	31	31	0	1	4	2	4	5	8	5	8	8	0	7	8	6	8	11	23	9	7	9	8	18	7	14	20	14	14	19	20	24	12	20	36	35	23	20	33	35	36	34	35	43	31	35	34	36	33	47	47	48	48	50	50	52	52	54	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	1	1	3	1	1	1	3	2	1	2	1	2	1	2	1	2	1	4	3	1	3	1	1	2	1	1	1	1
28000	-320.749618568723974	-327.605106519683375	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713092796327631	0	2	3	4	7	8	9	9	8	10	9	11	11	10	12	11	12	10	13	13	12	15	13	14	14	14	15	16	18	16	17	16	17	20	18	17	18	22	19	23	20	24	22	21	23	23	24	26	27	26	26	29	28	30	30	32	0	1	2	3	4	4	5	9	5	5	0	7	18	7	10	11	12	9	12	9	14	25	17	7	9	21	24	19	9	24	28	25	32	35	31	25	33	44	36	34	35	43	31	35	34	39	37	47	47	47	47	53	48	50	53	54	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	2	4	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	4	1	2	1	1	1	1	2	1	1
28500	-302.326123948938516	-309.181611899897916	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.759646029105691	-1	1	3	4	6	9	9	10	8	11	10	12	11	11	12	11	12	13	13	13	12	14	14	14	15	14	14	17	17	16	17	15	16	20	19	17	19	21	18	22	21	23	22	21	21	21	23	25	26	27	27	29	29	30	31	31	0	1	2	3	4	5	5	7	5	8	0	14	9	7	10	11	7	13	12	6	14	13	17	21	20	21	17	12	25	26	17	20	32	35	31	32	33	35	36	34	35	31	31	35	34	39	37	47	37	47	48	50	50	52	53	54	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	3	2	1	1	1	1	1	1
