step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28
7000	-249.083667596036491	-247.680108143576092	-1.403559452460402	0.000205132268403	0.000081105190287	0.395379970781807	0.324887885544669	0	1	3	5	7	6	9	8	8	10	12	10	12	13	14	14	16	15	19	18	22	21	25	29	31	30	33	35	0	1	2	3	4	1	1	1	2	4	4	4	1	4	12	4	4	5	18	15	10	19	13	0	26	23	25	25	1	1	1	1	1	2	5	4	3	2	4	2	6	5	2	4	4	3	3	1	6	2	6	1	1	3	1	2
7500	-249.234640494225857	-247.806717626188174	-1.427922868037684	0.000165184050816	0.000059541603347	0.360456127895259	0.367830034390945	-1	0	3	5	6	6	9	9	9	10	11	12	13	11	12	16	15	16	18	18	22	20	26	29	31	29	35	35	0	1	2	3	4	2	2	2	3	4	1	4	3	4	4	10	1	2	12	16	19	12	17	0	26	23	25	25	1	1	1	1	1	3	4	4	4	2	6	4	6	3	3	3	7	6	2	1	2	4	8	1	2	2	3	3
8000	-262.197819765238364	-260.715348591387340	-1.482471173851043	0.000200452255823	0.000061653846511	0.307573722517776	0.452278810634169	-1	1	4	5	6	8	8	7	9	10	12	11	13	12	12	14	16	16	18	16	20	20	25	29	31	29	34	36	0	1	2	1	3	1	4	2	4	3	3	3	12	8	10	14	13	12	20	10	6	19	4	0	26	23	25	25	1	1	1	2	1	5	1	3	2	3	4	3	1	2	1	1	1	2	1	2	6	1	7	1	1	2	2	2
8500	-268.267925296814667	-266.799061565920510	-1.468863730894178	0.000213840896964	0.000068149216098	0.318691218872925	0.417378073227544	-1	0	4	4	6	5	9	8	8	10	11	12	13	11	13	15	16	17	17	16	21	19	26	29	31	31	34	36	0	1	1	1	2	2	2	6	2	2	8	4	14	5	12	8	6	15	11	1	17	18	20	0	23	23	25	25	1	1	3	3	3	2	5	2	3	5	2	4	2	2	1	5	5	2	3	7	2	1	7	1	3	3	2	3
9000	-288.021317988376722	-286.470904342567451	-1.550413645809255	0.000262134282493	0.000069176009217	0.263895315633534	0.375708913169590	0	1	4	3	7	8	8	9	8	11	11	12	12	11	14	15	16	16	19	18	19	21	26	29	29	28	34	35	0	1	1	2	2	4	2	2	2	3	4	4	3	6	6	15	4	15	14	4	15	6	22	0	12	22	26	26	1	1	2	1	3	2	3	4	3	5	4	5	4	2	3	1	5	1	4	6	3	6	3	1	11	3	3	3
9500	-290.115406014199323	-288.655938221140048	-1.459467793059287	0.000239707436957	0.000078392525037	0.327034179799486	0.336727928366366	0	1	5	3	6	7	8	7	7	10	10	12	13	13	14	15	16	17	18	16	21	21	26	28	31	32	34	35	0	1	2	2	2	1	2	1	2	1	4	7	4	9	3	14	5	2	2	16	16	18	19	0	19	19	19	26	1	1	3	2	2	4	2	4	3	6	4	2	6	3	3	1	4	5	8	1	2	1	5	1	6	6	6	2
10000	-273.528582610854357	-272.080027152185608	-1.448555458668729	0.000274904790769	0.000092790593662	0.337537201160471	0.226015586189862	-1	1	5	6	6	7	8	7	9	10	10	13	13	12	13	15	15	16	18	17	22	18	23	30	30	30	34	35	0	1	1	2	2	1	5	2	8	1	2	1	2	1	1	2	2	1	9	9	5	8	21	0	17	16	18	16	1	1	3	3	2	4	1	3	1	5	5	7	7	5	6	8	8	8	5	3	7	6	1	1	10	10	7	8
10500	-274.374553205245377	-272.921021499416781	-1.453531705828599	0.000282769654132	0.000094057610203	0.332629788338837	0.198934945889379	0	1	4	4	6	8	7	6	9	10	10	12	13	13	14	16	16	16	18	16	20	18	25	29	29	31	34	35	0	1	1	1	1	1	2	1	2	3	1	2	2	2	3	4	2	3	15	2	4	13	20	0	20	21	17	18	1	1	2	1	3	4	2	3	4	2	4	6	4	6	6	6	7	7	2	8	9	2	4	1	6	7	11	8
11000	-260.935476557048048	-259.508759285835538	-1.426717271212483	0.000316379533887	0.000114513209696	0.361948853923972	0.180276753926886	0	1	3	4	6	7	8	8	9	10	10	13	14	12	12	15	15	16	18	17	21	17	25	29	30	32	34	34	0	1	2	1	4	3	3	3	5	2	2	1	3	2	6	1	3	2	5	1	4	7	18	0	17	19	18	21	1	1	1	2	1	2	2	3	2	4	5	5	7	4	4	9	7	8	6	8	9	4	6	1	8	7	8	7
11500	-289.569951644372566	-288.100056300931726	-1.469895343440820	0.000304825568797	0.000096876744799	0.317810429029700	0.225396417130231	0	1	5	5	5	7	8	8	9	8	12	11	14	11	13	16	16	15	18	18	21	21	25	29	29	31	34	33	0	1	1	1	2	5	2	1	1	2	2	1	2	5	1	4	5	7	8	6	6	8	15	0	21	15	15	13	1	1	3	2	1	1	4	3	5	2	5	4	6	4	6	4	5	5	4	5	8	5	5	1	4	9	10	11
12000	-261.617104944342316	-260.148166689769425	-1.468938254572887	0.000395497993599	0.000126016484827	0.318627368195101	0.301829181662295	0	1	5	3	5	7	8	8	8	10	12	13	14	12	14	15	13	17	17	18	22	20	25	29	29	31	34	36	0	1	4	1	1	4	2	1	3	4	1	2	2	1	1	3	3	2	9	3	3	2	18	0	18	15	22	11	1	1	1	1	2	2	3	5	2	3	6	7	5	5	7	6	4	7	4	6	7	9	3	1	6	7	6	11
12500	-266.403347116868417	-264.928198058055045	-1.475149058813368	0.000319369894744	0.000100098424342	0.313424734106546	0.187391799887702	0	1	3	4	7	7	8	9	8	11	11	11	14	11	13	15	16	14	18	17	20	20	26	29	31	32	35	35	0	1	1	3	2	1	4	3	3	1	1	4	1	3	2	1	2	1	9	1	5	7	10	0	18	15	23	11	1	1	1	1	3	4	2	3	2	7	6	3	7	4	9	8	6	5	6	8	5	5	8	1	10	9	6	12
13000	-273.049693944477895	-271.619009505894155	-1.430684438583742	0.000280696761517	0.000100239395857	0.357109199676522	0.201838773256928	0	1	5	5	5	8	8	9	5	11	12	12	13	12	13	15	14	16	16	17	21	20	24	29	30	30	32	35	0	1	1	1	2	2	2	2	2	2	2	2	3	2	2	4	9	1	4	2	2	5	20	0	22	21	21	22	1	1	4	3	2	3	4	4	2	4	4	6	6	6	7	5	6	7	6	7	10	8	3	1	4	4	7	7
13500	-266.831447765878011	-265.389488360203075	-1.441959405674938	0.000287037514539	0.000098849882928	0.344379664403629	0.250153916162305	0	1	4	6	6	7	8	7	8	10	12	11	11	12	13	16	14	15	18	17	19	21	26	29	30	31	34	36	0	1	2	1	1	1	2	4	3	3	1	3	1	4	2	3	2	3	3	1	8	6	20	0	20	21	20	11	1	1	1	2	3	4	4	1	2	3	6	5	5	5	5	6	6	5	6	9	8	6	3	1	6	5	7	9
14000	-266.206661662317345	-264.775118518416946	-1.431543143900422	0.000259613056000	0.000092445161716	0.356088261275543	0.174286954666293	0	1	5	6	5	7	8	9	8	10	11	12	13	12	14	15	16	14	15	17	21	21	24	30	30	30	34	35	0	1	1	1	1	2	2	2	1	2	2	1	2	3	2	4	9	1	7	1	4	6	20	0	20	20	20	15	1	1	3	2	3	3	3	4	4	6	6	7	4	4	8	5	4	8	4	8	6	8	3	1	6	6	7	9
14500	-255.315635362141791	-253.841761011882227	-1.473874350259551	0.000286547419044	0.000090111671428	0.314473854724948	0.327925491043146	0	1	4	5	6	7	8	8	9	10	11	12	13	12	13	15	17	16	17	17	22	20	26	30	30	31	35	35	0	1	1	2	2	1	2	6	8	4	5	4	12	9	9	10	13	3	13	2	3	11	20	0	20	20	18	20	1	1	1	2	3	2	4	1	1	2	3	2	1	1	2	3	2	5	2	9	8	5	4	1	7	6	9	7
15000	-289.483313074821297	-288.050020700681728	-1.433292374139582	0.000313138999106	0.000110862615109	0.354036435658676	0.253159242684945	0	1	3	6	6	7	9	9	8	10	11	12	13	13	14	15	16	16	17	15	20	20	25	29	30	32	34	35	0	1	2	2	2	2	1	1	1	1	3	3	3	3	2	4	6	3	4	14	20	3	7	0	23	23	19	18	1	1	1	3	3	3	5	5	5	4	4	5	4	5	5	3	4	8	4	1	2	7	7	1	4	4	9	13
15500	-262.546269546388771	-260.975869678719448	-1.570399867669303	0.000326020886228	0.000082698622553	0.253660504729145	0.193394508055079	0	1	5	5	6	6	7	9	8	10	11	13	14	13	13	15	15	17	19	16	20	19	24	30	31	31	34	36	0	1	2	2	2	2	1	1	2	2	2	1	2	2	1	6	5	1	2	3	2	3	21	0	14	15	21	21	1	1	3	2	3	2	3	5	4	5	6	6	5	7	8	5	5	7	8	5	10	7	2	1	7	8	8	8
16000	-258.816546758408720	-257.367494951413676	-1.449051806995034	0.000282493849741	0.000095211247893	0.337038303596573	0.155972426745985	-1	0	5	6	7	7	9	8	8	10	11	13	14	12	14	15	16	16	17	17	21	20	25	28	30	31	34	35	0	1	1	1	1	2	2	2	2	1	2	1	2	2	1	2	1	1	9	2	5	5	20	0	18	18	17	16	1	1	3	3	5	4	4	5	3	4	5	7	7	6	8	8	8	9	4	7	6	5	3	1	8	7	8	8
16500	-261.029436383208918	-259.611513562063919	-1.417922821144985	0.000266156658115	0.000099404830645	0.373482412007687	0.162096115673477	0	1	5	5	6	8	8	8	9	10	9	13	14	12	14	15	16	15	18	18	19	19	25	29	31	32	35	35	0	1	2	1	2	2	2	2	2	2	3	3	1	3	1	3	2	2	6	1	11	7	17	0	20	13	13	20	1	1	2	3	3	3	4	3	4	5	2	4	7	4	8	4	8	8	5	11	6	7	3	1	5	9	8	10
17000	-268.503316484078141	-267.056908467837559	-1.446408016240580	0.000252879849710	0.000085908533694	0.339720755895393	0.172286168372217	-1	1	5	5	7	7	8	8	7	10	12	11	13	12	12	15	16	17	18	18	20	20	24	30	29	31	33	34	0	1	1	1	1	2	2	1	1	1	2	1	2	2	4	6	15	3	4	2	8	17	20	0	20	20	20	13	1	1	4	3	5	2	5	3	5	4	6	5	6	4	3	4	2	7	6	9	7	2	4	1	5	7	7	11
17500	-280.051130344292403	-278.558721464184373	-1.492408880108018	0.000323896325102	0.000097192374189	0.300072482014169	0.212972289506797	-1	1	4	5	6	6	8	8	8	8	12	13	12	13	14	14	17	16	18	17	20	18	25	30	30	31	35	35	0	1	2	2	1	2	1	2	1	2	1	6	1	6	1	6	1	2	8	3	8	6	11	0	17	17	21	21	1	1	2	3	2	2	5	3	5	4	5	4	7	4	7	4	8	7	5	7	6	6	6	1	7	5	6	7
18000	-280.788378023061284	-279.313978411052290	-1.474399612008973	0.000326736257253	0.000102608388810	0.314040411899338	0.237417129357740	-1	0	4	6	6	7	8	8	8	10	11	10	14	12	11	14	17	15	19	17	21	21	26	30	30	31	34	34	0	1	1	1	2	1	2	1	1	2	1	1	1	5	2	14	14	14	5	2	15	18	20	0	20	21	21	20	1	1	3	4	3	4	3	4	5	5	5	6	8	2	4	2	3	2	8	7	6	3	3	1	4	5	5	7
18500	-268.447896865147470	-267.051773814928765	-1.396123050218726	0.000271304923866	0.000110902630793	0.408774854552963	0.206412612191852	-1	1	4	5	7	6	7	8	8	10	11	12	12	11	12	15	17	14	17	18	21	20	24	29	30	31	34	35	0	1	1	1	2	2	1	1	2	2	1	2	2	1	2	3	1	2	3	1	1	6	17	0	17	13	20	21	1	1	3	4	3	2	4	4	3	4	8	6	5	5	4	5	10	4	10	9	9	7	4	1	7	9	7	6
19000	-266.577743709549679	-265.070116551653314	-1.507627157896364	0.000329343409869	0.000095325896615	0.289442247085719	0.207314892070204	0	1	4	6	6	7	8	9	8	11	11	12	12	13	13	14	16	16	18	17	21	20	23	30	30	31	34	36	0	1	1	1	2	2	2	1	2	3	1	1	3	1	2	2	2	2	13	4	3	3	17	0	21	15	21	21	1	1	2	3	2	3	3	5	4	4	5	7	3	6	5	5	7	5	3	5	9	6	4	1	6	9	7	10
19500	-294.510095590327865	-293.088887022755557	-1.421208567572309	0.000323308565892	0.000119311543643	0.369033042205863	0.178759118966303	0	1	5	5	6	6	6	9	8	7	12	12	13	13	13	15	16	16	16	17	22	20	26	30	28	32	34	36	0	1	2	2	1	2	1	1	2	4	4	10	4	4	1	10	6	2	3	3	6	10	18	0	8	18	20	16	1	1	3	1	3	2	3	5	2	1	4	3	3	4	6	4	5	6	5	6	8	7	5	1	6	11	8	10
20000	-260.786052433152463	-259.323270848964683	-1.462781584187807	0.000271091073304	0.000087839836644	0.324023346005535	0.252938183695724	0	1	5	5	6	7	8	8	8	11	11	12	14	12	12	14	15	16	17	17	21	20	26	29	30	32	35	34	0	1	1	2	1	1	2	1	2	3	1	4	1	3	4	3	3	2	3	12	20	6	22	0	18	22	22	22	1	1	2	2	4	4	4	4	4	3	6	3	7	4	4	4	3	7	6	3	3	9	3	1	8	5	10	8
20500	-269.971696485733048	-268.551924617786710	-1.419771867946342	0.000325496618234	0.000120745152726	0.370956704194345	0.214828909764588	0	1	4	4	5	8	6	8	7	10	10	13	13	12	12	16	16	15	18	17	21	20	24	28	31	32	31	35	0	1	1	1	3	1	2	4	4	2	9	2	1	3	2	11	1	2	11	1	9	2	20	0	17	21	18	17	1	1	2	2	1	5	3	2	1	5	1	6	8	4	6	5	9	8	4	8	7	8	4	1	8	6	7	12
21000	-288.545356062878284	-287.134494421711736	-1.410861641166544	0.000240018628232	0.000092094480754	0.383697221469826	0.197445548187458	-1	1	5	4	6	7	8	8	9	10	11	13	13	11	11	14	16	16	19	17	21	18	24	27	31	29	34	35	0	1	2	1	2	2	4	1	4	2	4	2	9	2	2	2	2	2	6	2	7	9	18	0	20	17	18	18	1	1	1	3	2	4	3	5	3	6	2	5	3	4	7	6	9	8	5	7	7	4	4	1	7	5	8	10
21500	-257.628607195476150	-256.262821134716717	-1.365786060759426	0.000231508498803	0.000116476928146	0.503121607840675	0.148992811433140	-1	1	3	4	6	7	8	9	9	9	11	12	13	12	12	15	14	14	17	17	20	20	25	30	29	32	34	35	0	1	2	1	1	3	1	3	1	2	2	1	1	4	3	9	6	2	4	2	9	4	20	0	20	20	20	20	1	1	1	2	4	2	3	4	3	4	5	6	7	4	4	3	4	5	7	9	5	9	3	1	6	9	7	9
22000	-268.510704603601766	-267.112007037756598	-1.398697565845174	0.000277877635572	0.000112245688610	0.403939267653681	0.230419138083219	-1	0	3	5	6	6	7	8	8	10	11	12	12	13	13	14	15	13	19	18	21	20	26	30	30	32	34	36	0	1	2	1	2	3	1	2	1	1	6	1	2	6	6	3	6	1	3	11	3	2	22	0	19	21	22	22	1	1	2	4	2	1	4	4	6	5	2	6	5	3	3	6	5	6	6	3	7	12	3	1	5	4	5	9
22500	-275.872322718015027	-274.442629076765513	-1.429693641249541	0.000293514529545	0.000105165871448	0.358298690055315	0.206209964102299	0	1	3	6	6	7	8	6	9	10	11	12	14	13	13	13	14	15	19	17	21	18	25	29	31	30	34	34	0	1	2	1	2	1	2	1	2	2	8	3	2	3	2	8	1	2	3	2	4	1	22	0	18	18	18	21	1	1	1	3	3	4	4	3	5	5	2	4	5	6	5	2	7	8	6	7	9	10	6	1	10	8	10	7
23000	-272.304476534378068	-270.929947607008330	-1.374528927369751	0.000276949554458	0.000128309767827	0.463296530943943	0.210372090264026	0	1	5	6	5	7	7	8	8	10	12	11	13	11	11	16	15	16	18	17	21	20	24	28	29	31	33	36	0	1	2	2	2	5	2	2	2	2	2	3	6	1	1	5	7	2	20	17	19	5	18	0	18	18	22	14	1	1	2	3	2	1	2	3	4	4	4	3	4	6	5	4	3	6	1	1	2	7	4	1	6	7	6	14
23500	-259.146634762395990	-257.730395345758666	-1.416239416637298	0.000224014372209	0.000084191987291	0.375832972059333	0.159448440639191	0	1	5	5	7	7	8	9	9	9	11	11	13	12	14	16	16	17	18	17	22	20	24	29	31	31	34	35	0	1	2	1	1	2	4	2	1	2	2	3	1	2	7	1	2	2	9	2	9	12	18	0	18	18	18	18	1	1	2	3	4	4	2	5	3	4	3	3	7	7	4	10	7	10	4	7	5	4	3	1	6	9	11	7
24000	-276.870375477285904	-275.440650263010525	-1.429725214275407	0.000322490864476	0.000115535768238	0.358260592670882	0.225861108879175	-1	1	4	6	6	6	6	8	9	9	11	13	13	13	14	16	16	16	18	17	21	20	24	28	30	30	35	35	0	1	1	2	1	1	2	2	2	2	2	10	3	2	2	7	3	2	5	3	7	10	17	0	16	17	14	15	1	1	2	3	3	5	2	4	5	3	5	2	4	7	7	6	8	7	5	6	8	4	3	1	8	8	11	11
24500	-262.299874116803039	-260.877321690354051	-1.422552426449015	0.000267733530699	0.000098328667492	0.367263178562579	0.264025702258666	0	1	4	6	6	7	8	7	8	10	12	13	13	13	12	14	16	17	18	18	21	20	25	29	30	31	33	35	0	1	1	2	1	1	1	1	1	4	1	1	1	2	7	2	3	1	15	15	4	20	18	0	18	18	12	18	1	1	3	2	3	4	3	3	4	1	6	6	5	7	2	6	6	8	3	3	7	1	3	1	4	8	8	11
25000	-277.463988899075616	-276.055600931194874	-1.408387967880723	0.000260069263150	0.000100780566737	0.387514331822226	0.188419291713543	-1	1	4	5	5	6	9	6	9	10	12	11	14	12	13	15	15	17	17	15	21	20	25	30	30	31	35	36	0	1	1	2	1	1	2	3	8	8	2	9	5	1	9	12	1	16	1	2	1	3	20	0	17	21	20	20	1	1	3	2	4	3	4	1	2	4	7	1	4	7	3	3	9	2	9	8	10	8	6	1	7	7	9	11
25500	-248.689811154927554	-247.056732435682676	-1.633078719244889	0.000338201532564	0.000076613218569	0.226531257820637	0.212426526053438	0	1	4	5	6	7	8	8	9	9	11	12	12	12	11	15	17	16	18	17	21	19	24	28	30	31	34	35	0	1	2	1	4	1	2	4	1	2	1	2	2	3	4	4	2	4	2	16	22	20	17	0	17	17	17	17	1	1	2	2	1	3	3	2	4	3	5	5	5	4	3	4	9	6	7	1	1	1	4	1	6	6	8	10
26000	-293.532859280250818	-292.106397194772228	-1.426462085478587	0.000334808378776	0.000121290147277	0.362267359378460	0.279258464136779	-1	1	5	5	6	8	8	7	6	10	11	13	13	13	13	15	17	17	19	18	21	19	26	27	30	31	34	36	0	1	2	2	1	2	1	2	2	1	3	2	11	2	3	4	11	1	15	5	2	3	22	0	21	18	17	20	1	1	2	2	4	3	3	3	3	6	2	7	1	4	3	4	4	7	2	6	10	6	4	1	3	7	11	9
26500	-282.100183415001027	-280.659897058785702	-1.440286356215307	0.000300295356455	0.000103956737930	0.346181636496220	0.229868556577915	0	1	4	6	6	5	8	8	9	9	10	12	13	12	11	14	17	15	19	17	20	18	26	29	30	31	34	34	0	1	2	1	2	1	1	1	1	2	2	2	8	3	2	1	2	2	2	2	2	7	18	0	16	18	21	18	1	1	2	2	2	3	4	4	4	3	5	5	3	3	6	7	7	7	7	5	9	6	6	1	10	9	7	10
27000	-274.001719250088513	-272.534631014837544	-1.467088235250963	0.000293705029639	0.000094051053417	0.320222821968705	0.288177914795629	0	1	4	5	6	8	9	9	9	11	11	9	13	11	12	15	16	17	17	17	21	19	26	30	28	31	34	35	0	1	1	2	1	5	4	1	2	3	3	3	2	3	4	3	2	5	4	2	7	7	17	0	20	21	17	20	1	1	2	2	2	2	2	4	4	4	2	2	6	4	3	5	7	6	7	9	6	4	6	1	5	5	9	11
