step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56
30500	-269.837290956765344	-276.692778907724744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704311641539440	-1	2	2	0	4	4	3	6	5	6	8	7	11	9	11	9	12	13	12	12	14	16	18	19	21	20	20	22	23	21	22	22	23	23	24	24	24	25	25	26	25	26	27	24	26	28	27	28	28	27	29	29	31	30	30	33	0	1	4	1	3	4	0	3	7	6	6	8	16	5	16	8	13	13	14	16	20	20	22	22	23	23	23	23	25	23	27	27	32	30	31	32	26	29	44	36	35	37	39	31	44	36	42	44	45	36	42	47	47	42	49	53	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	2	2	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	2	2	1	1
31000	-285.167338605401426	-292.022826556360826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702910269932176	0	1	2	3	4	3	4	6	6	6	7	8	9	9	11	10	12	12	12	12	14	16	18	19	20	21	20	21	23	21	21	22	23	24	23	23	27	25	26	26	26	24	27	25	26	29	28	27	27	28	30	28	30	31	30	34	0	1	1	3	6	3	0	3	7	6	6	11	11	10	13	13	13	13	14	16	20	21	22	23	23	23	23	25	24	24	27	25	32	30	31	27	36	29	44	32	32	26	39	36	44	36	42	39	45	27	52	37	42	47	49	26	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	2	1	2	1	1	1	3	2	1	1	2	1	1	3	2	1	6
31500	-258.560884777589820	-265.416372728549220	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771997303408684	0	1	3	3	4	4	3	6	6	7	8	8	10	10	12	11	12	12	13	12	14	16	19	20	20	21	21	22	23	21	22	22	23	24	24	24	25	25	25	24	27	26	27	24	26	29	27	28	28	28	30	29	28	30	31	33	0	1	1	1	3	1	0	6	7	4	8	8	12	12	13	13	13	13	14	16	20	21	22	23	23	23	25	23	30	24	27	27	27	24	31	27	26	29	44	32	35	26	44	31	44	36	26	39	39	36	53	53	42	53	44	54	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	3	1	1	1	1	2	2	1	1	3	3	2	1	2	1	1	1	1	4	1
32000	-307.495228659872282	-314.350716610831682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590702503310405	0	2	3	1	5	4	4	7	6	7	8	8	9	9	11	10	12	12	12	12	14	16	18	19	22	19	21	22	23	21	22	20	22	24	23	23	25	26	24	25	26	24	26	25	25	27	27	27	27	28	30	30	31	29	31	33	0	1	4	1	3	4	0	6	7	4	4	8	12	8	13	13	13	13	14	16	20	21	22	23	23	22	32	23	25	24	32	26	27	33	31	27	25	29	31	27	35	25	39	39	39	40	42	43	31	46	21	54	54	42	49	52	1	1	1	1	1	2	1	2	2	3	4	1	1	1	1	1	2	2	2	1	2	1	1	1	2	3	1	2	1	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	3	1	5	1	1	2	3	2
32500	-308.165789882698675	-315.021277833658075	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679353356200634	0	2	2	3	5	5	4	6	6	7	8	7	9	10	12	10	11	13	13	12	14	16	17	20	21	20	19	22	22	22	21	22	23	24	24	24	26	25	23	26	25	25	25	26	27	28	26	27	28	28	28	29	30	29	30	33	0	1	1	3	3	1	0	3	7	3	8	6	10	11	13	13	11	13	14	16	20	21	21	23	23	23	23	24	24	24	27	27	32	30	31	27	42	29	31	32	39	26	31	31	39	42	25	39	48	27	42	42	37	37	39	54	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	2	2	2	1	1	1	1	2	3	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	2	3	2	2	2	2	2	2	1	3	1	2	2	2	3	1
33000	-326.797344401068301	-333.652832352027701	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538722038912169	-1	0	2	3	4	4	4	6	6	8	7	8	10	8	12	9	11	13	13	13	14	15	17	20	21	19	21	22	22	21	21	19	23	24	25	24	25	25	25	23	27	25	26	24	23	27	26	27	29	29	29	29	31	29	29	33	0	1	1	3	4	4	0	6	7	1	8	8	16	11	8	12	13	13	14	16	20	20	22	23	23	22	32	25	30	32	32	23	32	25	31	27	40	29	45	32	27	25	39	26	31	44	37	44	45	46	47	47	25	47	44	51	1	1	2	1	1	1	1	1	1	4	1	1	1	1	3	1	1	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	3	2	3	2	1	2	1	2	3	2	1	2	1	2	1	2	3	1	2	2	5	2	3	2
33500	-297.088137525275442	-303.943625476234843	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703718684839978	0	2	1	3	4	3	4	6	6	5	9	8	9	10	11	9	11	12	13	12	13	15	17	20	21	20	20	22	23	21	22	21	22	23	24	24	26	25	25	24	27	25	27	26	27	29	27	28	29	26	29	29	30	31	31	32	0	1	1	3	6	3	0	6	7	4	8	8	12	8	13	12	16	8	14	16	20	21	22	23	23	23	23	32	24	23	27	23	27	23	31	27	36	24	31	31	35	29	31	35	39	50	42	44	45	36	24	37	42	47	49	53	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	3	2	2	1	1	1	2	2	1	2	1	2	2	1	2	1	3	1	2	1	3	2	1	2	1	3	1	1	2	1	1	1	1	4	3	3	2	1	1
34000	-298.569121790597080	-305.424609741556480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605403445115779	0	2	3	3	5	1	4	6	7	6	8	8	8	9	11	11	12	13	12	12	13	16	18	19	21	20	21	22	23	21	22	22	24	24	24	25	25	26	25	25	27	25	26	23	27	28	26	28	29	28	29	28	29	28	29	32	0	1	6	6	4	1	0	4	7	4	8	3	8	12	13	13	12	17	14	11	20	21	22	23	23	23	23	23	30	24	27	25	27	24	31	32	25	34	44	25	35	26	39	25	39	33	37	44	48	36	54	47	47	28	39	51	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	2	2	1	2	1	1	2	1	2	2	1	1	1	1	2	3	1	2	2	1	1	3	2	2	1	1	2	2	1	2	1	2	1	2	2	3	2	1
34500	-304.794146188424406	-311.649634139383807	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669281109619714	-1	1	2	3	5	1	4	6	7	7	8	9	9	8	11	10	11	12	12	12	14	16	18	20	21	19	20	20	22	22	22	21	23	25	24	22	24	24	23	25	26	24	26	25	27	28	28	28	28	29	28	30	31	29	30	34	0	1	1	6	4	1	0	3	7	5	8	8	8	8	13	13	16	16	14	16	16	21	21	23	23	23	23	23	24	24	27	27	27	25	31	27	26	29	31	25	35	26	44	33	43	33	37	44	39	46	42	47	51	42	44	53	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	4	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	3	4	2	1
35000	-282.773522475727987	-289.629010426687387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772308576506551	0	1	2	2	4	4	3	6	7	8	8	8	10	10	11	11	12	12	13	12	13	15	19	18	21	20	21	22	22	21	22	22	23	24	24	24	25	25	25	25	26	23	26	24	25	28	27	27	27	29	29	29	29	29	29	33	0	1	1	1	4	4	0	6	7	6	8	4	12	11	12	12	13	15	14	13	16	21	22	20	26	24	23	23	23	23	23	27	27	30	31	27	26	29	44	36	35	23	44	31	31	31	42	44	45	46	37	42	47	47	49	54	1	1	1	1	1	1	1	1	2	2	1	4	1	1	1	2	1	1	2	2	1	1	2	3	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	2	2	2	2	1	1	2	3	1	2	1	2
35500	-281.194426192434378	-288.049914143393778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655816747254545	0	1	2	4	5	4	4	6	7	8	8	8	9	9	12	10	12	11	12	12	13	15	18	19	22	20	20	21	23	22	21	22	24	25	25	24	25	26	24	25	26	25	25	25	27	28	27	27	29	27	29	28	30	30	29	34	0	1	1	3	6	3	0	4	7	4	8	8	12	12	13	13	13	13	14	16	20	21	22	23	28	23	23	26	30	24	27	27	27	30	31	27	26	29	31	32	35	23	39	39	39	32	26	44	48	36	42	37	52	42	48	52	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	3	1	1	1	3	3	1	1	2	3	2	2	3	1	2
36000	-269.394068886128480	-276.249556837087880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709738922121507	1	2	2	3	5	4	4	6	6	7	9	8	9	9	11	10	12	12	13	12	14	16	18	19	21	21	22	22	23	22	22	21	23	23	24	25	25	25	25	26	26	26	26	25	26	28	27	27	28	28	29	30	30	31	29	33	0	1	1	3	3	3	0	3	7	6	8	8	12	12	13	13	15	13	14	16	16	21	22	23	23	23	32	26	25	24	32	23	32	24	31	27	28	34	31	34	35	26	31	31	31	36	37	44	43	36	42	42	42	47	48	54	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	2	2	1	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1
36500	-282.386628587127461	-289.242116538086862	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688960003868746	1	2	2	4	4	5	4	6	7	7	7	8	9	9	12	11	11	13	12	11	13	17	18	19	22	20	21	22	23	21	20	19	23	24	24	23	25	25	25	25	27	24	24	26	26	28	26	27	29	28	29	30	30	31	31	33	0	1	1	3	3	4	0	4	7	6	8	8	12	6	16	13	13	13	14	13	20	21	21	23	27	23	32	27	30	24	32	23	27	30	31	32	26	29	36	31	35	23	31	35	43	36	42	44	48	36	47	47	47	47	50	53	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	3	2	3	2	1	1	2	1	1	1	2	1	2	2	2	1	1
37000	-303.901456728388268	-310.756944679347669	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594727485322882	0	2	2	3	5	3	4	5	6	7	9	7	9	9	12	10	12	11	13	13	14	16	18	19	22	20	19	22	21	22	22	21	23	23	23	23	27	26	23	25	25	25	27	25	27	28	26	26	29	29	26	29	31	30	30	33	0	1	1	3	6	3	0	6	7	4	8	8	12	12	16	13	18	13	14	16	20	20	22	23	23	23	23	23	24	24	27	27	32	24	31	27	25	30	31	25	35	26	39	39	39	36	42	39	45	27	26	51	54	50	44	54	1	1	1	1	2	1	1	1	2	2	3	1	2	1	1	1	1	1	3	2	1	2	1	1	2	1	1	1	1	3	1	1	1	2	1	2	2	2	1	1	2	2	2	2	2	2	1	2	1	4	3	2	1	1	3	1
37500	-295.284322674263308	-302.139810625222708	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691233524768047	0	2	2	3	3	5	4	6	5	7	9	8	10	9	11	10	11	11	13	12	14	16	17	20	21	21	21	22	22	22	21	20	23	23	23	24	26	26	25	26	26	25	23	26	25	29	25	26	26	27	30	30	28	30	30	34	0	1	1	3	3	4	0	4	7	6	3	8	11	12	16	12	13	13	14	16	20	21	20	23	23	23	32	24	24	25	32	23	27	30	31	25	36	30	43	33	35	26	31	43	43	33	28	43	45	27	53	47	37	53	46	52	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	4	2	2	1	3	2	3	1	1	1	2
38000	-264.946055303381570	-271.801543254340970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.809750769473607	0	2	1	3	5	4	4	5	6	6	6	8	8	9	11	9	10	13	12	11	13	16	18	20	22	20	21	22	23	21	22	20	22	24	23	25	25	26	24	25	26	25	26	25	27	27	27	27	27	28	29	29	30	30	30	33	0	1	1	3	4	3	0	4	7	6	8	8	8	8	13	13	13	13	14	16	20	21	22	23	26	23	32	23	30	24	32	23	32	30	31	27	25	29	31	25	35	26	44	39	43	28	26	39	43	46	42	47	52	52	45	53	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	1	2	2	2	1	1	2	1	1	1	1	2
38500	-253.247615531456262	-260.103103482415634	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834523057557138	0	1	2	3	5	4	3	6	5	7	8	8	11	9	10	9	12	10	12	11	13	15	18	19	21	20	21	22	22	20	22	22	23	24	24	24	26	25	23	25	26	25	26	26	26	28	28	27	28	27	29	29	30	30	30	33	0	1	1	3	3	4	0	6	7	5	8	8	18	11	16	12	18	16	14	16	20	21	22	23	30	23	23	25	23	24	27	27	27	30	31	27	26	29	31	32	35	26	39	39	39	43	42	44	43	32	47	37	52	52	43	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	3	1	1	1	1	2	1
39000	-294.470610578282503	-301.326098529241904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670808411880626	0	1	3	2	5	4	4	5	7	8	9	7	10	9	10	9	12	12	11	12	13	15	18	19	22	20	19	23	23	21	21	21	23	25	25	23	26	23	26	24	27	25	27	25	26	26	27	28	28	28	29	28	31	28	30	32	0	1	4	1	3	4	0	3	7	3	12	8	12	8	11	12	13	13	14	16	20	21	22	23	23	23	23	25	24	24	27	27	27	25	36	32	36	30	36	33	31	30	44	31	44	36	37	39	45	46	52	42	47	42	49	51	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	2	2	2	1	1	2	1	3	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2
39500	-300.217962912211306	-307.073450863170706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603393748449047	0	1	3	2	4	3	4	6	6	7	7	8	8	9	11	9	12	12	12	11	13	16	17	20	20	19	21	21	22	22	21	22	23	24	24	23	25	25	25	25	26	24	26	24	27	29	26	27	28	27	29	29	30	31	31	33	0	1	4	1	1	4	0	6	7	6	8	10	8	10	16	13	16	13	14	16	20	21	22	23	23	23	25	23	25	24	25	24	32	24	32	31	25	29	44	33	35	26	44	31	44	50	37	44	44	36	47	47	47	37	49	42	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	2	2	2	3	2	3	3	1	5
40000	-269.472028919242234	-276.327516870201634	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799499155524513	0	1	2	3	4	4	5	6	6	7	8	7	8	9	12	10	11	11	13	13	14	16	18	20	21	21	20	20	22	21	22	21	24	23	25	25	26	25	25	24	26	26	27	26	26	27	28	27	28	28	30	29	29	31	30	33	0	1	1	3	3	3	0	6	7	4	8	8	12	8	16	13	13	13	14	16	20	21	22	23	23	23	23	23	24	24	27	27	27	24	31	31	26	29	31	27	33	26	39	39	39	36	37	39	36	46	52	47	37	47	48	52	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1
40500	-307.790341213577619	-314.645829164537020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625099256059949	-1	2	1	3	4	5	4	6	7	6	8	8	9	9	11	10	10	13	13	12	14	17	17	19	21	20	19	23	23	21	21	21	22	25	24	23	26	25	24	25	26	23	26	25	26	28	28	27	28	29	29	28	31	31	31	34	0	1	1	3	3	4	0	4	7	3	10	8	12	8	13	13	13	16	14	13	20	20	21	21	27	22	23	25	30	23	22	27	23	29	31	31	23	29	31	36	35	26	39	31	39	40	42	31	45	46	52	37	51	47	49	54	1	3	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	3	1	1	2	2	3	2	2	1	1	1	2	2	1	2	2	2	1	4	1	2	1	1	3	1	2	1	1	2	2	1	1	1	1	1	2	1	1
41000	-280.240758945878667	-287.096246896838068	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.747424829038846	0	1	2	3	4	5	4	6	7	7	9	8	10	10	12	9	11	13	13	12	13	15	17	19	21	20	21	22	23	21	22	21	24	25	25	24	27	25	24	25	27	25	26	25	27	28	26	27	28	27	29	30	29	30	28	33	0	1	1	3	3	3	0	6	7	6	8	8	16	12	13	12	13	13	14	16	20	21	22	22	23	23	23	26	30	24	25	24	32	30	27	32	42	29	31	31	35	32	44	39	43	50	26	39	39	33	42	53	37	51	44	52	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	3	1	1	2	2	1	1	1	3	2
41500	-283.087260158975937	-289.942748109935337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797141008865358	-1	1	2	1	5	4	4	5	7	6	7	8	10	9	12	9	12	12	12	12	14	17	18	19	21	21	20	23	22	21	21	22	22	23	24	24	26	26	26	26	26	24	27	23	26	28	27	27	28	28	29	26	30	30	30	34	0	1	4	1	6	3	0	3	7	5	8	11	16	8	16	12	13	13	14	16	20	21	21	22	23	22	23	32	30	24	27	27	27	30	31	32	42	34	44	32	35	26	44	31	44	36	52	44	45	32	26	42	47	42	39	54	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	2	1	2	4	1	1	2	1	2
42000	-266.082167277758685	-272.937655228718086	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763275538189321	-1	1	3	2	4	4	5	6	7	7	8	9	11	8	11	10	12	13	12	12	14	16	17	19	20	20	22	22	22	22	22	21	24	24	24	25	26	25	25	26	27	25	27	24	27	29	27	26	29	27	30	28	30	29	31	33	0	1	4	1	4	4	0	3	7	6	8	8	16	8	12	12	13	13	14	16	20	21	22	23	23	23	25	32	25	26	32	26	27	28	31	27	42	29	44	27	35	28	48	31	39	36	37	44	45	36	52	47	47	47	45	51	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	3	2
42500	-304.762010972537155	-311.617498923496555	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666699956946688	0	1	1	2	4	5	5	7	6	7	8	8	9	9	12	11	12	11	13	13	14	15	17	20	21	21	22	19	23	22	21	21	23	24	24	25	25	25	24	23	26	25	26	26	26	28	28	27	28	28	30	30	31	30	30	34	0	1	1	3	4	4	0	3	7	6	6	8	8	12	18	13	13	13	14	16	20	21	22	23	23	23	26	23	30	25	24	23	25	30	31	25	26	30	31	25	35	26	39	39	33	32	26	39	45	36	37	25	42	37	49	53	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	2	2	3	4	2	2	2	4	4	2	3	1	1
43000	-271.421261691392999	-278.276749642352399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714128480181560	-1	2	1	4	3	5	5	5	6	7	8	8	10	9	11	11	11	12	12	12	14	17	18	19	21	20	21	22	23	21	22	21	23	22	25	24	26	26	26	26	26	25	26	25	27	28	27	27	28	29	28	30	31	29	29	32	0	1	1	3	3	3	0	4	7	6	8	8	12	4	13	13	13	13	14	16	20	21	21	23	24	23	23	25	24	23	32	23	32	24	36	32	26	29	31	36	35	26	44	31	39	27	42	44	39	32	42	47	47	47	39	52	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	3	1	1	1	3	2	2	2	1	2	1
43500	-293.042857340086528	-299.898345291045928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718258816272448	0	1	2	4	5	4	4	6	6	6	9	8	9	10	12	11	11	11	12	13	14	16	18	20	20	21	21	22	22	21	22	21	23	24	24	24	24	25	26	23	27	25	25	24	26	28	26	27	26	28	28	28	31	30	29	32	0	1	1	3	3	3	0	6	7	3	8	8	12	11	13	13	11	13	14	16	20	21	22	23	23	25	23	26	27	24	25	23	32	24	27	26	25	30	44	25	35	26	44	27	43	33	37	39	44	36	37	47	52	47	48	52	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	1	2	2	1	1	1	1	2	2	2	1	2
44000	-300.981815289006363	-307.837303239965763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659355205425586	-1	1	3	2	5	4	3	6	7	7	7	9	10	10	12	10	11	12	13	13	13	17	18	19	20	20	22	22	22	21	21	21	23	23	24	24	26	24	25	24	26	25	26	23	26	29	27	27	27	28	30	30	30	30	31	33	0	1	1	1	3	4	0	4	7	5	8	8	12	11	13	3	16	13	14	16	16	21	21	23	23	23	32	25	24	24	23	22	32	24	23	27	26	29	44	33	35	26	27	32	35	32	42	44	39	33	47	47	47	47	49	53	1	1	3	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	2	2	1	1	2	1	2	1	1	2	2	2	2	2	2
44500	-296.891351029648092	-303.746838980607492	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617876753887317	0	1	2	3	4	4	3	6	6	8	8	8	9	8	11	10	11	13	12	13	14	16	18	20	21	21	20	23	22	22	22	22	22	24	25	25	25	24	26	25	27	25	26	25	26	28	25	28	29	27	29	29	29	30	31	33	0	1	1	3	3	1	0	4	7	8	8	8	8	8	12	12	13	12	14	16	16	20	21	23	23	23	23	25	24	22	27	27	23	24	31	23	25	29	44	25	35	26	44	31	44	36	26	33	45	28	47	42	42	47	49	51	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	3	1	2	2	2	2	3	2	1	1	3	1	2	1	1	1	1	2	3	2	2	2	2	2	2	1	2
45000	-314.986375205420416	-321.841863156379816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644236833739649	-2	1	1	3	5	5	5	6	6	8	8	8	10	9	11	10	12	12	12	13	14	16	18	19	22	21	21	22	22	21	21	21	23	24	24	24	26	25	26	25	26	25	26	23	26	27	25	28	27	29	27	29	30	29	28	34	0	1	1	3	3	3	0	4	7	4	8	8	12	8	12	8	15	8	14	13	8	20	20	21	24	23	21	24	30	23	24	23	24	30	27	32	36	29	44	33	35	23	31	31	44	36	26	39	45	46	47	51	52	51	39	54	1	2	1	1	2	2	1	2	1	2	1	1	1	2	2	2	1	3	3	2	4	1	2	3	2	3	3	2	1	2	1	1	2	2	2	2	1	2	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	2
45500	-274.117902111508499	-280.973390062467899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.777065828943835	-1	1	2	4	5	4	3	7	5	6	8	7	11	9	11	10	11	9	12	11	13	16	17	19	18	20	21	22	22	21	22	22	23	24	24	25	27	25	24	25	26	24	27	25	26	28	27	27	28	28	29	30	29	30	31	33	0	1	1	3	3	3	0	5	7	6	8	4	18	12	18	18	18	12	14	16	20	21	22	22	22	25	23	23	24	22	27	25	32	30	31	32	26	24	31	32	35	26	44	39	39	33	42	44	45	36	47	47	47	47	49	37	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	2	1	3	2	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	3
46000	-281.024473806349761	-287.879961757309161	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676691307023918	1	2	2	4	5	4	4	6	6	7	8	7	10	8	11	9	11	12	12	12	13	15	18	19	20	21	22	22	22	22	21	20	24	24	24	25	25	26	24	25	26	26	26	23	26	26	27	27	28	25	29	29	30	29	31	33	0	1	1	3	4	3	0	6	7	3	8	8	16	12	13	12	16	13	14	16	18	21	22	23	22	23	32	23	24	24	23	23	32	24	31	32	26	34	44	27	35	37	39	31	35	27	42	44	45	32	26	42	42	47	49	52	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	2	2	1	2	2	2	2	2	1	1	1	1	1	2	1	2	2	1	2	1	2	3	2	1	2	2	2
