step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
5000	-474.922215415976893	-473.506955022022851	-1.415260393954023	0.000014430891593	0.000012419762934	0.860637255460133	0.642020874986341	-1	0	3	4	2	3	4	1	5	3	4	6	5	7	4	5	5	4	7	7	7	6	8	8	7	8	9	10	9	8	10	11	12	11	13	12	12	12	11	13	12	14	14	15	17	17	17	18	19	18	20	20	21	21	21	22	22	23	25	26	26	25	26	26	24	28	27	26	28	29	30	28	28	29	32	30	31	35	39	0	0	8	1	2	8	2	1	8	8	2	9	10	5	6	8	10	0	6	9	12	15	16	5	16	17	26	15	19	15	25	27	28	25	29	15	22	32	25	29	30	30	37	35	42	44	44	45	46	45	48	48	0	51	52	49	52	52	53	56	65	58	56	65	57	63	64	65	64	68	67	65	63	68	70	70	72	77	78	1	1	1	2	1	1	2	1	2	2	1	1	1	3	1	2	1	1	3	2	1	2	2	2	1	2	1	3	1	2	2	2	1	2	2	4	4	1	1	2	2	3	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2
5500	-437.560371704759575	-436.195498105917807	-1.364873598841772	0.000020347521151	0.000012972622500	0.637552967946974	0.689340036789212	-2	0	3	4	3	3	5	1	4	4	4	5	6	6	5	5	5	5	6	8	7	7	7	8	7	9	8	9	8	9	10	11	12	10	12	11	12	11	12	11	11	13	14	14	16	17	18	18	19	20	19	20	21	20	21	23	22	22	25	26	27	25	26	25	24	27	28	26	28	28	30	27	29	30	31	30	32	35	38	0	0	8	1	2	8	2	1	3	6	2	9	10	5	6	8	3	0	6	9	12	15	16	5	16	17	17	15	19	22	25	27	28	25	29	22	41	27	34	29	22	30	37	35	43	35	44	45	46	48	48	48	0	51	52	46	52	52	53	56	68	58	56	65	57	63	64	65	64	68	67	68	66	68	70	70	72	77	78	1	1	1	4	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	2	2	2
6000	-442.076351680332095	-440.535378748377639	-1.540972931954467	0.000040612574770	0.000010927519883	0.269067399560211	0.626029031248917	-1	0	2	1	3	3	3	1	3	4	4	6	6	7	6	5	6	4	6	6	5	8	6	8	7	9	8	9	8	9	9	11	12	10	10	11	13	12	11	13	11	14	14	13	15	18	18	18	19	19	19	19	21	21	21	22	22	23	25	25	27	25	24	27	23	27	28	26	28	27	31	29	29	27	32	29	32	36	39	0	0	8	1	2	3	2	1	8	6	2	21	10	5	6	3	10	0	10	9	9	15	16	5	16	10	17	8	19	15	25	27	28	31	29	22	36	27	34	35	15	22	37	19	43	44	44	37	46	48	45	45	0	51	52	49	55	52	53	56	65	58	56	68	57	63	64	65	64	68	67	68	66	65	70	70	72	77	78	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	3	1	5	1	2	1	2	2	1	1	2	1	2	1	1	3	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	2	2	2	1	2	2
6500	-421.345166336637703	-419.564644120117123	-1.780522216520606	0.000070780249854	0.000012830931462	0.181278414363861	0.613900030008014	-1	0	3	1	1	3	2	1	3	3	4	6	6	5	4	5	6	5	6	7	5	7	7	8	7	10	9	9	9	9	8	11	13	10	12	12	11	12	11	13	10	14	14	14	16	18	19	18	21	19	19	20	20	21	22	21	21	22	25	25	27	26	23	26	25	28	27	26	27	28	29	28	28	29	31	29	32	36	38	0	0	8	1	2	8	2	1	8	8	7	21	10	5	6	6	3	0	6	9	9	15	16	14	16	17	17	15	19	15	25	17	28	25	29	41	30	27	31	29	22	41	37	35	43	40	44	45	46	45	45	48	0	51	52	46	45	45	53	56	65	58	56	65	57	63	64	65	64	65	64	68	60	68	68	70	72	77	78	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	1	3	1	1	2	1	1	2	1	2	1	2	2	1	2	3	2	1	2	1	2	2	1	2	1	3	2	3	3	2	1	2	1	1	2	3	1	1	1	1	2	1	1	2	3	1	2	2	1
7000	-439.982265465821797	-437.920316894293251	-2.061948571528566	0.000100726945129	0.000013062092874	0.129678239092929	0.696956528500905	-1	0	2	3	3	3	3	4	5	3	5	6	6	6	5	5	4	6	7	7	4	8	7	9	6	10	8	9	10	8	9	11	12	10	12	11	13	11	12	13	13	14	14	13	16	17	17	18	19	19	20	20	20	21	21	21	22	24	26	25	28	24	25	26	24	27	27	27	27	28	30	29	26	29	31	28	33	35	37	0	0	1	1	2	3	2	6	21	3	7	21	10	5	3	6	3	0	8	9	3	15	16	14	3	9	17	15	19	15	25	17	36	31	29	30	32	27	31	32	30	36	37	19	42	19	44	45	47	45	48	48	0	37	48	49	52	54	53	56	64	54	56	65	57	63	64	65	64	68	64	65	63	68	70	65	72	77	77	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	2	2	1	2	2	1	1	3	1	1	1	1	1	1	2	1	2	2	1	2	1	4	2	1	1	2	1	1	1	4	2	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	1	2
7500	-429.728415449438842	-427.116538875565254	-2.611876573873581	0.000117976809593	0.000009306740939	0.078886189338618	0.669978174978276	1	0	2	3	3	3	4	4	5	4	4	4	7	6	5	5	5	6	6	8	7	8	8	9	7	10	8	9	9	10	10	11	12	10	12	11	12	12	11	13	12	14	12	15	16	17	18	17	19	19	19	21	21	21	22	21	21	23	25	25	27	25	26	26	26	28	25	27	27	29	29	29	28	29	32	29	33	36	37	0	0	1	1	2	3	5	6	12	3	2	3	10	5	3	6	10	0	6	9	12	15	16	7	16	8	17	15	19	22	25	17	26	25	29	22	22	27	31	29	30	41	22	40	37	44	35	37	46	45	48	50	0	51	52	49	50	52	53	56	64	45	60	57	57	63	57	64	64	68	69	68	63	68	70	65	72	77	65	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	2	2	2	2	3	2	4	2	2	1	1	2	3	1	2	2	2	2	2	1	2	1	2	2	1	3	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	3	1	3	3	1	2	1	1	1	1	2	1	1	2	1	2	2	3
8000	-423.289196421530391	-421.189239433485000	-2.099956988045376	0.000097651059649	0.000012171647823	0.124644298453695	0.597934879477556	0	1	2	2	2	3	2	4	4	4	4	6	7	5	6	8	5	5	7	7	6	7	7	7	8	10	9	9	10	9	10	12	13	10	13	11	13	12	12	11	13	15	11	14	16	18	18	17	19	19	18	21	20	21	20	22	23	22	25	25	28	25	24	26	26	28	28	26	28	28	30	28	29	30	31	29	33	34	37	0	0	1	1	2	3	2	6	3	3	7	9	10	7	8	6	3	0	17	9	9	15	6	14	23	16	17	22	19	15	25	26	36	25	19	15	30	26	34	29	22	22	30	40	37	44	44	42	46	48	48	45	0	51	51	49	50	52	53	56	68	58	56	57	52	63	64	57	64	65	64	65	56	68	70	61	74	72	77	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	3	1	1	1	2	2	2	2	1	1	2	2	2	3	2	1	1	1	3	5	1	2	2	3	2	1	1	1	1	3	1	1	1	1	2	1	2	2	1	2	1	1	2	3	2	1	1	1	1	1	3	2	2	1	2	4	2
8500	-466.736249778668594	-464.415929285280413	-2.320320493388155	0.000116131017968	0.000011712185368	0.100853205052382	0.581304349562900	0	0	2	3	2	3	3	4	4	4	4	5	6	6	4	6	5	6	6	7	7	7	8	7	7	9	8	9	10	8	8	11	13	11	12	12	13	12	11	13	12	14	14	12	16	18	18	18	20	19	20	21	21	20	20	22	22	24	23	26	28	24	25	25	24	26	26	27	26	28	30	29	28	27	32	30	33	34	39	0	0	1	1	2	3	2	6	3	6	2	9	10	5	3	3	8	0	8	9	12	15	16	5	16	17	10	16	22	16	25	20	28	31	19	30	30	26	25	32	30	30	22	10	36	35	44	41	46	30	41	48	0	48	45	49	45	55	53	56	68	51	56	57	57	49	51	65	64	65	64	67	60	65	68	68	72	72	77	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	1	3	1	2	2	2	2	1	1	2	2	1	3	2	3	2	2	1	2	4	3	3	2	3	3	3	1	5	4	2	1	1	2	1	3	2	1	2	1	2	2	1	1	3	3	2	1	2	2	2	1	2	3	1	2	3	2
9000	-443.319743594896579	-441.028768368504416	-2.290975226392185	0.000131862952219	0.000013658461771	0.103580736976271	0.559486869864178	0	0	2	2	2	4	4	3	4	3	5	6	6	6	5	6	4	5	6	7	7	8	7	8	7	7	8	9	9	9	9	11	12	10	11	11	12	12	10	12	12	14	14	14	17	18	17	18	20	19	19	21	20	21	21	22	21	23	25	25	27	25	25	26	25	25	28	26	28	28	30	28	27	29	30	28	33	36	38	0	0	1	1	2	8	5	1	3	3	7	9	10	5	8	6	10	0	6	9	12	15	16	5	8	17	16	22	22	22	16	27	28	25	8	30	30	27	25	29	30	22	37	29	43	47	40	41	46	45	43	45	0	50	50	46	45	55	53	47	65	52	56	65	52	49	64	57	64	68	67	65	60	65	48	65	72	61	75	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	4	2	2	1	1	1	1	1	2	2	2	3	2	2	2	2	2	2	3	1	2	2	1	3	3	1	1	2	2	1	1	2	2	2	1	2	3	1	1	2	1	2	4	1	2	1	1	1	1	1	2	6	1	2	3	3
9500	-461.262420987577173	-458.824895789470645	-2.437525198106503	0.000112766556893	0.000010262712970	0.091008480290156	0.562000773995037	0	0	1	3	2	3	4	5	4	3	4	6	4	7	5	6	6	5	6	7	7	7	8	8	8	9	8	10	8	7	10	11	12	11	12	12	13	12	10	12	12	15	12	13	15	18	15	18	20	19	16	21	20	21	22	22	19	23	26	26	27	26	24	25	27	26	27	23	28	29	30	28	29	29	31	29	32	34	38	0	0	1	1	2	3	2	3	3	3	5	9	10	11	6	8	10	0	6	6	4	15	3	14	8	17	17	30	19	15	23	27	28	16	29	22	43	27	25	29	22	28	22	19	36	40	35	43	46	51	45	42	0	48	50	46	48	52	53	46	50	50	56	52	52	63	64	48	67	65	69	68	66	72	70	68	65	61	77	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	2	1	2	1	1	2	2	1	3	2	2	1	2	1	2	3	3	2	3	2	3	2	2	1	2	1	3	1	2	2	1	1	1	4	5	5	4	1	1	3	1	1	3	1	1	1	2	1	1	1	4	3	3	2
