step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14
5000	-136.172673773316689	-133.279893007739076	-2.892780765577604	0.000012900706558	0.000065547894079	5.080953805651951	0.610077789912829	3	5	5	4	8	6	5	9	9	9	10	11	12	18	0	1	1	1	4	1	1	2	5	1	5	5	12	13	1	1	1	1	2	1	1	3	1	3	1	2	1	2
5500	-128.544716882593661	-126.039615981547030	-2.505100901046645	0.000016257529087	0.000061377621788	3.775335197507087	0.809617539280183	3	5	5	4	7	7	6	9	9	10	10	10	15	17	0	1	1	1	4	2	2	2	5	1	5	5	12	13	1	1	2	1	2	1	1	2	1	2	1	2	2	1
6000	-115.325837284995714	-113.600158562145751	-1.725678722849960	0.000020930041827	0.000034690352042	1.657443034680762	0.895860283356880	3	5	4	4	7	6	5	8	8	10	11	12	13	17	0	1	1	1	4	1	1	2	5	2	5	5	12	13	1	1	1	1	2	1	1	2	1	2	2	2	1	2
6500	-101.486054881677603	-99.934595816635621	-1.551459065041980	0.000047038292263	0.000057990782363	1.232842001125876	0.456697807212344	3	4	4	4	8	5	6	8	9	11	11	13	15	17	0	1	1	1	4	2	2	1	5	1	5	5	12	13	1	1	1	1	2	1	1	2	1	3	2	2	1	1
7000	-87.791483485911442	-86.420138436532397	-1.371345049379039	0.000146449073233	0.000100026160063	0.683009853563313	0.918891350247951	2	6	4	4	7	7	4	9	8	9	11	12	15	18	0	7	1	1	4	2	1	2	5	3	5	11	11	13	1	1	1	1	1	1	1	1	1	1	2	1	1	2
7500	-79.259055724516031	-77.642032741547467	-1.617022982968566	0.000171409394867	0.000039916676839	0.232873331535720	0.790912730244130	2	5	4	4	6	6	6	8	9	10	11	12	15	17	0	1	1	1	4	1	1	2	5	8	9	11	12	13	1	2	1	1	1	2	2	2	1	1	1	1	2	1
8000	-82.671209589707132	-81.174591975433046	-1.496617614274088	0.000234633677152	0.000069694365451	0.297034791839104	0.743135741982914	3	6	5	5	7	5	4	8	8	10	11	12	13	16	0	4	1	1	4	1	1	6	5	2	9	2	11	13	1	1	1	1	1	1	1	2	1	2	1	3	1	1
8500	-85.522844363441124	-84.159761862826784	-1.363082500614337	0.000172380408140	0.000106811330548	0.619625697029090	0.828379782884889	3	4	4	5	8	6	6	8	9	9	11	12	14	17	0	1	1	2	6	2	1	2	4	1	9	5	12	13	1	1	1	1	1	1	1	2	2	3	1	1	1	1
9000	-82.991005712038287	-81.442950401415587	-1.548055310622702	0.000255913698950	0.000067859534562	0.265165697814560	0.602994714171329	3	5	5	4	7	6	5	8	8	10	10	12	14	18	0	1	1	1	4	1	1	2	5	2	2	11	9	12	1	1	1	1	1	2	1	1	1	2	2	1	2	3
9500	-84.830184806540515	-83.375110722741709	-1.455074083798804	0.000195261511647	0.000064660819556	0.331149846224855	0.629711836820404	3	5	5	5	7	5	6	7	9	10	10	11	14	18	0	1	1	1	4	1	2	2	5	1	5	5	5	12	1	1	1	1	1	1	1	1	1	3	1	2	2	2
10000	-94.509668184698697	-92.925036109968346	-1.584632074730357	0.000224024627306	0.000055310876628	0.246896411763141	0.589694402169543	3	5	5	4	5	6	5	8	7	9	12	12	14	16	0	1	1	1	4	1	1	1	5	2	4	5	11	5	1	1	1	1	1	1	1	2	1	2	3	5	1	6
10500	-88.151255065540269	-86.783819553949286	-1.367435511590977	0.000256861491942	0.000126771423563	0.493540011019958	0.489786649489497	2	5	4	4	7	6	6	8	9	10	10	12	14	15	0	4	1	1	2	1	4	6	5	1	5	10	9	12	1	1	1	1	1	2	1	1	1	5	2	1	3	2
11000	-90.563040931831338	-89.027636778566261	-1.535404153265072	0.000359746115570	0.000097933952606	0.272230743759169	0.756693129525556	3	5	4	5	8	6	6	7	9	9	12	12	15	17	0	1	1	1	4	1	1	4	5	2	10	10	9	12	1	1	1	1	1	1	1	1	1	2	2	2	2	2
11500	-82.744786950452777	-81.017564098754121	-1.727222851698656	0.000303712392705	0.000059355686594	0.195433864469240	0.886873708605668	3	5	4	5	7	6	6	9	9	10	11	13	15	17	0	1	1	1	6	2	2	2	5	8	5	11	11	13	1	1	1	1	1	1	1	2	1	1	2	2	2	1
12000	-90.830970580886785	-89.303082027531033	-1.527888553355755	0.000231292864869	0.000063985303921	0.276641927354145	0.675456871465214	3	5	5	4	7	6	6	8	8	10	11	13	15	17	0	1	1	1	4	1	2	1	5	1	3	8	10	11	1	1	1	1	1	1	1	3	1	3	3	2	2	3
12500	-97.765779476582352	-96.322535762082168	-1.443243714500182	0.000308780544267	0.000105916433963	0.343015244741112	0.719467472341378	2	4	4	5	8	5	6	7	9	8	11	13	13	17	0	1	1	2	4	2	2	2	6	2	9	10	9	12	1	1	1	1	2	1	1	1	2	2	1	3	1	2
13000	-94.615062408933426	-93.123239109418989	-1.491823299514433	0.000210352366411	0.000063211188535	0.300501437721973	0.744709403198453	3	5	5	4	7	7	5	8	9	10	11	12	14	17	0	1	1	1	2	1	1	1	6	2	5	5	9	5	1	2	1	1	1	2	1	1	1	2	2	2	2	3
13500	-90.709807742193746	-89.215169548795089	-1.494638193398660	0.000176797594819	0.000052765888303	0.298453654627238	0.648221777023469	4	6	5	5	7	6	5	9	9	10	12	13	14	18	0	4	1	1	4	1	1	2	5	2	1	5	5	12	1	1	1	1	1	1	1	2	1	2	4	3	3	1
14000	-96.622402472925813	-95.198590041402824	-1.423812431522994	0.000280983248454	0.000102735557382	0.365628762379694	0.627245131173826	3	5	5	5	8	6	5	8	8	11	11	12	15	17	0	1	1	1	4	2	1	7	4	5	4	7	2	10	1	1	1	1	2	1	1	1	2	2	2	3	4	3
14500	-86.345288652368311	-84.902218895172240	-1.443069757196076	0.000188623272008	0.000064735339311	0.343199111232083	0.535624068794265	2	6	3	4	6	7	5	7	8	11	12	12	15	17	0	1	1	1	4	2	1	2	5	2	5	9	12	12	1	2	1	1	1	1	2	1	1	2	4	2	2	2
15000	-90.896936838436162	-89.191440812055049	-1.705496026381114	0.000197453869888	0.000039852408210	0.201831487186931	0.596500233766194	3	6	4	5	7	6	6	7	8	10	12	10	14	17	0	1	1	1	1	1	1	4	5	2	4	2	12	13	1	2	1	1	2	2	1	1	1	2	4	2	2	2
15500	-75.878752642761469	-74.383761111179055	-1.494991531582409	0.000215606928713	0.000064293795655	0.298199116506812	0.954096197950895	3	5	5	4	6	5	6	7	9	10	9	13	15	17	0	1	1	1	4	1	2	2	5	2	5	9	12	13	1	1	1	1	1	1	1	1	1	2	1	1	1	1
16000	-101.480906746152030	-99.701540376578251	-1.779366369573783	0.000330260630312	0.000059963676521	0.181564712887316	0.713997684917496	2	5	4	5	6	6	6	8	9	11	11	11	14	16	0	1	1	1	1	2	2	5	5	7	7	9	5	11	1	1	1	1	1	1	1	1	2	2	1	1	4	2
16500	-81.761707397668687	-80.293606335496932	-1.468101062171758	0.000176821006078	0.000056467199475	0.319346669988374	0.637604652139090	3	5	5	5	7	7	5	8	8	11	10	12	14	18	0	1	1	1	2	2	1	2	5	2	5	5	12	13	1	1	1	2	1	1	1	2	1	2	2	1	1	2
17000	-79.008260170068993	-77.421602912380138	-1.586657257688850	0.000218771928478	0.000053810470162	0.245966064001571	0.763589949326208	3	5	4	5	7	7	5	8	8	10	11	12	14	17	0	1	1	1	4	2	1	2	5	5	5	5	12	13	1	1	1	1	1	1	1	2	1	2	2	3	1	2
17500	-87.462870545977609	-86.021898923882560	-1.440971622095047	0.000183597566094	0.000063421971598	0.345440154504422	0.855405853833333	2	4	4	4	6	7	5	9	9	10	11	11	15	17	0	1	1	1	2	2	1	2	5	2	5	9	11	13	1	1	1	1	1	2	1	3	1	2	3	1	2	1
18000	-89.394353647283225	-87.935927025337719	-1.458426621945510	0.000196759144384	0.000064536294288	0.327996416585872	0.781424907800749	2	4	4	4	6	6	5	7	8	10	8	13	15	17	0	1	1	1	4	4	2	2	5	6	5	11	12	13	1	1	2	1	1	1	1	2	1	2	2	2	1	1
18500	-101.552104826532400	-100.188853354435210	-1.363251472097188	0.000263505338866	0.000137637304611	0.522332128841633	0.221891757323427	2	5	4	4	8	7	6	7	8	11	11	13	13	18	0	1	1	1	4	1	3	2	1	1	7	4	11	13	1	1	1	1	2	2	1	1	4	4	2	3	1	2
19000	-83.364121652038904	-81.927242452903343	-1.436879199135564	0.000251106830367	0.000087872571657	0.349940985389329	0.901326395260403	3	5	4	4	8	7	6	9	7	10	11	12	14	17	0	1	1	1	7	4	1	1	7	5	5	11	12	13	1	1	1	1	1	1	2	3	1	1	2	1	1	1
19500	-85.430434968341117	-83.871415103799450	-1.559019864541665	0.000202184445306	0.000052441634432	0.259375217280959	0.651497314856863	3	6	4	4	6	5	6	9	8	10	9	12	15	17	0	1	1	1	4	1	1	1	5	1	5	9	12	13	1	1	1	1	1	1	1	3	1	2	1	2	2	1
20000	-79.146175734564295	-77.699729145177301	-1.446446589386991	0.000214639499838	0.000072908996206	0.339681168939382	0.671454703056782	3	5	5	5	7	6	4	8	9	9	11	12	14	17	0	1	1	1	4	1	1	2	5	2	5	5	11	11	1	1	1	1	1	1	1	1	1	2	2	2	2	3
20500	-84.628996891479787	-82.983265664485316	-1.645731226994469	0.000219281530524	0.000048632601970	0.221781569352446	0.639974464809539	2	4	4	5	7	7	4	8	9	10	10	11	14	17	0	1	1	1	4	1	1	1	5	8	9	11	9	13	1	1	1	1	1	2	1	3	1	1	1	1	2	2
21000	-91.249691925604694	-89.558270869987652	-1.691421055617044	0.000235303876555	0.000048519566876	0.206199607018569	0.478226258947299	2	6	4	4	8	6	6	8	7	9	11	12	14	17	0	1	1	1	4	4	4	2	2	2	4	4	5	11	1	2	1	1	2	1	1	1	1	1	4	4	4	3
21500	-93.028274257398564	-91.504484319070542	-1.523789938328023	0.000245350496446	0.000068482274169	0.279120177710184	0.486455958260912	3	5	4	5	7	6	5	8	8	10	12	11	14	17	0	1	1	1	2	1	1	1	4	2	6	5	5	11	1	1	1	2	2	2	1	3	1	2	3	2	4	2
22000	-88.609381815358063	-87.132176320277125	-1.477205495080934	0.000251470087007	0.000078396244894	0.311751770665390	0.683735068270153	3	5	4	5	7	6	6	8	9	10	11	12	15	18	0	1	1	1	4	1	1	2	5	2	4	10	10	5	1	1	1	1	1	1	1	1	1	2	2	1	2	5
22500	-88.315052087208116	-86.584579729585784	-1.730472357622335	0.000172747147349	0.000033601178327	0.194510756572432	0.851378292122704	3	6	5	4	7	7	4	8	8	9	8	12	14	18	0	7	1	1	4	1	1	1	5	2	5	11	12	13	1	1	1	1	1	1	1	2	1	1	1	2	2	2
23000	-89.746625830708183	-88.293420994415499	-1.453204836292679	0.000161043959011	0.000053618918923	0.332945856846164	0.747982412821107	2	4	4	5	7	6	4	7	9	10	10	12	14	17	0	1	1	1	4	1	1	2	5	2	5	4	11	12	1	1	1	1	1	2	1	1	1	3	2	4	1	3
23500	-90.465363882686987	-89.022075875729229	-1.443288006957756	0.000237296293042	0.000081385147976	0.342968475964186	0.660915483265920	3	4	4	5	7	6	5	7	8	10	10	12	13	17	0	1	1	2	1	1	1	7	5	2	9	10	9	12	1	1	1	1	1	2	1	1	1	3	2	1	3	2
24000	-78.842716373642205	-77.461474775575269	-1.381241598066936	0.000234810946568	0.000103931727501	0.442618749339007	0.886106646305823	3	5	4	5	7	6	5	8	9	10	9	13	15	17	0	1	1	1	4	1	1	6	5	11	5	10	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-96.383638855874977	-94.972877401852159	-1.410761454022822	0.000200779496782	0.000077069056503	0.383849236294275	0.676308972757005	3	4	5	4	8	7	5	8	8	9	10	13	15	18	0	1	2	1	4	2	1	1	6	1	1	11	11	13	1	1	1	1	2	1	1	2	1	3	3	2	2	2
25000	-90.963176710172419	-89.601690174459492	-1.361486535712932	0.000157410164695	0.000085723882947	0.544589246271827	0.708986712925078	3	5	4	5	7	6	6	5	9	10	10	10	14	17	0	1	1	1	4	2	1	1	5	2	5	5	5	13	1	1	1	1	1	1	2	1	1	1	1	1	4	1
25500	-87.165326346242765	-85.403480992959260	-1.761845353283505	0.000182512226431	0.000033949291528	0.186011053570783	0.779537007167965	3	5	5	5	7	6	6	8	8	10	11	12	15	17	0	1	1	1	4	1	1	2	2	1	9	5	12	13	1	1	1	1	1	1	2	1	3	3	1	2	2	1
26000	-75.077402661390607	-73.567751680852069	-1.509650980538534	0.000141990450034	0.000040907254583	0.288098633202426	0.709182021636241	3	5	4	4	7	6	5	8	8	11	11	12	15	17	0	1	1	1	2	1	1	2	5	2	5	11	12	13	1	1	1	1	1	1	1	1	1	3	2	1	2	1
26500	-83.017506317115746	-81.409446632552047	-1.608059684563692	0.000293152822759	0.000069354095202	0.236580001344089	0.823729791570859	3	5	4	5	7	7	5	6	9	9	11	13	12	18	0	1	1	1	4	2	1	2	5	6	5	11	5	12	1	1	1	1	1	1	1	1	1	1	1	1	3	2
27000	-84.458743675032565	-82.712314387244888	-1.746429287787677	0.000186995855268	0.000035547346536	0.190096975600156	0.782373114501051	3	5	5	4	7	6	5	8	9	9	11	11	15	17	0	1	1	1	2	2	4	2	5	1	10	5	12	13	1	1	1	1	1	1	1	1	1	3	1	3	2	1
27500	-88.048996748257579	-86.278397475858512	-1.770599272399064	0.000207357421404	0.000038104876024	0.183764225874343	0.580980677289286	3	6	5	5	7	7	6	8	9	10	11	11	13	17	0	1	1	1	4	2	4	2	5	2	1	5	12	13	1	1	2	1	1	1	1	1	1	3	4	2	1	2
28000	-91.490936182516919	-90.072538463490304	-1.418397719026616	0.000191506557138	0.000071399049863	0.372828225465750	0.658532840219242	3	5	5	5	6	5	6	8	9	8	11	13	14	17	0	1	1	1	1	1	2	1	4	1	5	5	11	12	1	1	1	1	1	1	1	2	1	2	2	2	1	3
28500	-91.166643835254021	-89.610803021688639	-1.555840813565384	0.000254536250293	0.000066440116717	0.261024182764745	0.553785333072972	3	5	5	5	7	7	5	6	9	10	11	12	14	17	0	1	1	1	4	1	1	7	5	7	10	5	11	12	1	1	1	1	1	2	1	1	1	1	1	2	2	2
29000	-83.272420771622436	-81.901801656865260	-1.370619114757174	0.000173235080966	0.000082869357473	0.478363602860811	0.860579937810897	3	5	4	5	7	6	6	8	9	9	10	11	13	17	0	1	1	1	4	2	2	2	5	3	5	11	11	13	1	1	1	1	1	1	1	1	1	3	2	1	1	2
29500	-78.267080520333309	-76.886443699289714	-1.380636821043592	0.000196695092973	0.000087389764814	0.444290518351501	0.640903989605275	3	5	4	5	7	7	5	8	8	9	11	12	14	16	0	1	1	1	4	2	1	1	5	2	1	5	12	13	1	1	1	1	1	1	1	2	1	2	4	2	1	1
30000	-107.159060493586097	-105.590145888800137	-1.568914604785957	0.000264957977479	0.000067402731991	0.254390272118703	0.597423931922232	2	5	5	4	7	6	4	8	9	10	11	13	14	17	0	1	1	1	4	2	1	7	3	1	5	9	11	3	1	1	3	1	1	1	1	3	2	6	1	2	3	5
30500	-79.685905190982453	-78.237962534361159	-1.447942656621288	0.000213775017062	0.000072289331486	0.338156125440305	0.716487995672121	2	6	5	4	7	5	5	8	9	7	11	13	14	18	0	1	1	1	2	1	1	2	5	2	5	11	12	13	1	2	1	1	1	1	1	1	1	1	2	1	1	2
31000	-94.973593723254027	-93.521968997625891	-1.451624725628129	0.000236205267207	0.000079007350744	0.334485981950879	0.662530896484670	2	4	5	5	7	6	6	8	8	11	11	12	14	16	0	1	2	2	4	2	1	1	5	8	9	5	4	12	1	1	1	1	1	1	1	2	1	1	2	3	3	3
31500	-100.025845210877151	-98.396618660318580	-1.629226550558576	0.000306366813853	0.000069857650652	0.228019640161573	0.678012925036179	3	5	4	4	7	7	5	8	9	9	9	11	15	18	0	1	1	1	4	1	4	2	4	5	8	8	8	9	1	2	1	1	2	2	1	2	2	1	1	2	3	3
32000	-81.507494640363035	-80.092870445214658	-1.414624195148378	0.000300456004713	0.000113613338379	0.378136354731431	0.890787457820523	3	6	4	4	7	5	5	9	9	9	11	12	13	18	0	3	1	1	4	1	1	2	5	2	10	11	11	13	1	1	1	1	2	1	1	2	1	2	1	1	1	2
32500	-90.398943902756614	-88.960105394949338	-1.438838507807272	0.000236336357134	0.000082189311476	0.347764146289343	0.625914660158942	3	6	5	5	8	5	5	7	9	9	11	12	14	16	0	7	1	1	4	1	1	2	5	7	5	11	4	11	1	1	1	1	2	1	1	1	1	2	2	1	4	3
33000	-85.985543640674351	-84.622645456315951	-1.362898184358394	0.000237756099929	0.000125009861120	0.525790342106299	0.637122509880275	2	6	5	4	7	6	4	9	9	8	12	12	14	18	0	7	1	1	3	1	1	5	5	2	5	4	11	13	1	1	2	1	1	1	1	1	1	1	2	4	1	2
33500	-83.861361093119129	-82.490192324942171	-1.371168768176961	0.000154658798775	0.000073625647839	0.476052112277186	0.834818039232646	3	4	4	5	6	7	5	8	8	9	9	12	14	17	0	1	1	1	4	2	2	2	5	2	5	5	12	12	1	1	1	1	1	1	1	1	1	2	1	2	1	2
34000	-87.310305643106332	-85.542341144623833	-1.767964498482497	0.000181143526809	0.000033409219173	0.184435070692080	0.677192042708706	2	5	5	3	7	7	4	9	9	10	10	12	15	17	0	1	1	1	4	2	1	1	5	5	5	11	12	13	1	1	1	1	2	1	1	4	1	2	2	1	2	2
34500	-84.470163283526063	-83.054299111306435	-1.415864172219624	0.000188496894794	0.000070943410021	0.376363812775816	0.624784973322535	3	5	4	5	7	7	6	8	8	11	11	12	14	17	0	1	1	1	4	2	2	2	5	6	5	11	11	12	1	1	1	1	2	1	1	2	1	2	2	1	2	2
35000	-87.344104354255961	-85.750407824705334	-1.593696529550625	0.000243507707370	0.000059121487667	0.242791032389147	0.658392410179293	2	5	4	4	6	6	4	8	9	11	10	13	14	17	0	1	1	1	4	2	1	2	5	8	5	11	11	12	1	1	1	1	1	1	1	1	2	1	2	1	3	2
35500	-91.032890763355041	-89.671827420040799	-1.361063343314245	0.000213902502573	0.000118645201321	0.554669533521081	0.577090608902222	3	5	4	5	7	5	5	8	7	10	11	13	14	18	0	1	1	1	4	1	1	2	2	8	5	5	11	12	1	1	1	2	1	1	1	2	2	1	2	2	2	3
36000	-81.675232691903787	-79.924973917384634	-1.750258774519154	0.000331016874555	0.000062584082770	0.189066140069455	0.775634966416930	1	6	4	4	7	6	4	8	8	9	11	12	14	17	0	4	1	1	4	3	1	5	5	2	9	11	12	13	1	1	1	1	2	1	2	1	1	1	1	1	1	2
36500	-86.826304077563933	-85.463021896085593	-1.363282181478335	0.000202563664795	0.000105747322640	0.522044872890872	0.744477187873564	3	4	5	5	7	6	4	8	8	8	11	11	14	18	0	1	2	2	4	1	1	1	5	2	5	5	12	13	1	1	1	1	1	1	1	2	1	2	2	2	2	2
37000	-82.725386050759852	-80.910781896104012	-1.814604154655832	0.000334934098686	0.000058010260655	0.173199028949647	0.744842773880162	3	5	4	4	8	6	5	8	9	9	10	11	13	16	0	1	1	1	4	1	1	2	5	2	9	10	12	13	1	1	1	1	2	1	1	1	1	2	1	1	1	2
37500	-90.172730334414979	-88.622725181500883	-1.550005152914096	0.000231796230726	0.000061220712588	0.264114357669172	0.588886583260593	3	5	5	5	7	6	5	8	8	10	12	12	14	16	0	1	1	1	4	1	1	2	5	2	6	9	7	11	1	1	1	1	1	1	1	1	1	2	3	2	4	2
38000	-85.294795515373124	-83.760771828369386	-1.534023687003734	0.000235641833279	0.000064336935012	0.273028494629124	0.799862746077284	3	6	5	4	7	6	5	8	8	9	12	11	14	17	0	1	4	1	4	1	1	5	5	2	5	10	11	11	1	1	1	1	2	1	1	1	1	2	2	1	1	2
38500	-92.338382968074299	-90.934520553093293	-1.403862414981002	0.000295505156414	0.000116685825311	0.394868998996913	0.608291513373553	3	5	4	5	7	6	6	7	9	10	10	11	15	16	0	1	1	1	4	1	1	2	5	4	5	9	11	11	1	1	1	1	1	1	1	1	1	4	1	1	3	2
39000	-85.448017842398301	-84.074012591542058	-1.374005250856244	0.000254533738345	0.000118396478132	0.465150431144942	0.740288975063862	2	4	4	4	6	6	5	8	7	10	11	13	13	15	0	1	1	1	4	7	2	6	5	6	9	10	11	13	1	1	1	1	1	1	1	1	1	2	2	2	1	1
39500	-83.634270181176674	-82.180436290719342	-1.453833890457330	0.000266646924253	0.000088616999011	0.332338350646834	0.433770950974525	3	5	5	5	7	6	5	8	8	11	11	11	13	17	0	1	1	1	4	1	1	2	5	1	5	7	11	13	1	1	1	1	1	1	1	2	1	3	2	3	1	2
40000	-88.274306519567403	-86.757247709271979	-1.517058810295417	0.000216837872954	0.000061431992305	0.283308406729530	0.629412635430961	2	4	3	5	7	6	5	8	9	10	10	12	13	17	0	1	1	2	2	2	1	2	5	8	5	8	5	13	1	1	1	1	2	1	2	3	1	1	1	2	2	2
40500	-83.807792285452237	-82.255472677630067	-1.552319607822170	0.000227197894660	0.000059725508009	0.262878791629754	0.746388024611260	3	5	4	5	7	7	5	8	9	11	11	12	14	17	0	1	1	1	2	1	1	2	5	9	5	11	12	13	1	1	1	1	1	1	2	2	2	2	2	1	1	2
41000	-99.966062051933278	-98.588016193705300	-1.378045858227972	0.000181583149638	0.000082046027531	0.451837231010369	0.462508624781515	3	4	5	5	7	7	6	9	7	9	11	13	14	15	0	1	1	2	7	3	3	3	4	1	5	5	11	11	1	1	2	1	1	1	1	2	1	3	3	4	1	3
41500	-87.598925165935981	-86.152198427048660	-1.446726738887317	0.000322502431904	0.000109455410256	0.339394061649777	0.689617215642826	3	5	4	5	7	7	4	8	9	11	11	12	15	17	0	1	1	1	4	2	1	2	5	5	8	11	12	12	1	1	1	1	1	1	1	1	2	2	1	1	2	3
42000	-96.960107226436989	-95.511496174289249	-1.448611052147737	0.000221965864540	0.000074909309729	0.337481215341113	0.519060284810795	2	5	4	3	6	6	4	7	8	9	11	13	14	17	0	1	1	1	4	2	1	2	2	2	10	4	11	12	1	2	1	1	2	1	2	1	1	2	1	5	1	1
42500	-100.897101129381667	-99.409997028498339	-1.487104100883334	0.000130893069431	0.000039793705014	0.304016898580154	0.626550201409701	1	3	3	5	7	7	6	8	8	10	11	11	15	16	0	1	1	1	1	2	2	2	5	4	4	5	11	12	1	1	1	2	3	1	2	2	1	2	3	2	2	3
43000	-76.081214282080524	-74.181039642965004	-1.900174639115526	0.000315987014678	0.000049153794155	0.155556373748209	0.772534300113644	3	5	5	4	7	6	5	7	9	10	11	13	14	17	0	1	1	1	4	1	1	2	5	7	5	11	12	13	1	1	1	1	1	1	1	1	1	2	1	1	1	2
43500	-84.724581246505835	-83.302106078286698	-1.422475168219132	0.000188452735859	0.000069230783512	0.367364173283437	0.555928678128387	3	5	5	4	7	6	5	7	9	9	11	12	13	18	0	1	1	1	4	1	1	2	5	5	2	5	11	11	1	1	1	1	2	1	1	1	1	1	2	2	1	3
44000	-84.199980533104053	-82.812353236335554	-1.387627296768498	0.000218531651457	0.000093229182578	0.426616382370842	0.869277235487584	3	5	4	4	7	7	5	8	9	9	9	12	11	17	0	1	1	1	4	2	3	2	5	2	5	13	5	12	1	1	1	1	1	1	1	1	1	1	1	1	2	2
44500	-77.072748115367148	-75.612866266314043	-1.459881849053098	0.000288495093706	0.000094237992132	0.326653708114151	0.969915622835024	3	5	5	5	8	7	4	8	9	11	11	13	15	17	0	1	1	1	4	2	1	2	5	5	5	11	12	13	1	1	1	1	1	1	1	1	1	1	1	1	1	2
45000	-92.739072585509703	-91.346711243338035	-1.392361342171666	0.000310101948999	0.000129089753813	0.416281659079568	0.800254999406615	2	5	5	5	7	6	4	7	8	9	10	10	14	16	0	1	1	1	2	4	1	4	5	2	5	9	11	5	1	1	1	1	1	1	1	1	1	1	1	1	2	4
