step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
1	-706.559322643620817	-705.097240559101920	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.185017823406077	-1	2	4	8	9	12	13	12	16	14	15	17	16	17	16	17	17	18	18	18	17	19	19	19	19	19	18	18	18	19	20	21	20	23	22	24	24	24	25	25	26	27	26	27	28	29	28	28	29	30	30	30	31	32	31	33	32	34	33	34	34	37	35	35	35	36	37	37	38	37	38	38	37	37	39	41	40	42	41	42	44	42	42	43	44	43	45	44	43	43	44	48	45	46	48	48	47	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	5	5	7	7	7	9	8	8	9	9	9	9	9	9	10	10	10	9	10	10	10	10	10	10	10	10	10	11	11	11	12	12	13	13	13	13	13	14	14	14	14	15	15	15	15	15	16	16	16	16	17	16	17	17	18	17	18	18	19	18	18	18	19	19	19	20	19	20	20	19	19	20	21	21	22	21	22	23	22	22	22	23	22	23	23	22	22	23	25	23	24	25	25	24
500	-830.844611337203560	-829.182188230145243	-1.662423107058334	0.000009992073192	0.000015030809193	1.504273327918187	0.083563237261017	-1	2	5	6	8	10	14	12	17	14	16	17	16	17	14	17	18	19	17	16	17	20	19	19	18	18	19	18	18	19	20	21	21	23	22	25	25	24	26	25	24	28	25	26	28	30	28	29	29	30	31	29	31	31	32	34	33	34	34	34	34	38	35	34	36	36	37	38	38	37	37	38	38	37	39	42	40	42	42	42	45	42	43	43	45	44	45	45	43	42	45	48	45	46	49	48	47	0	1	2	2	3	1	5	1	1	1	15	5	7	3	6	6	7	1	5	7	1	1	2	1	1	2	1	2	7	1	2	19	15	1	21	2	4	1	17	1	1	2	1	2	1	4	6	4	23	2	25	3	1	2	5	34	12	15	2	26	2	1	4	2	18	4	4	2	1	1	1	1	4	10	1	9	2	1	2	2	2	2	40	1	2	15	41	15	3	1	5	18	2	2	2	1	1	1	1	1	3	2	6	4	7	7	7	2	5	1	6	2	3	2	10	5	1	9	13	8	10	10	9	10	9	2	11	9	3	4	13	3	13	9	12	4	11	13	13	12	14	15	13	10	12	4	16	10	12	16	15	13	5	8	11	18	7	16	21	14	16	9	18	17	22	21	19	17	21	17	13	19	18	22	24	21	22	23	21	11	22	25	19	12	18	19	22	21	18	20	23	24	24	24
1000	-802.772796513443836	-800.584829426748229	-2.187967086695654	0.000010000278984	0.000028441329237	2.844053579032465	0.095624670502867	0	2	4	9	9	11	12	10	16	15	15	18	17	18	17	16	16	18	19	17	17	18	18	18	19	20	18	18	19	19	20	21	18	24	21	24	22	24	25	26	26	26	27	27	29	30	29	26	29	31	28	30	31	30	31	31	33	34	33	35	35	37	36	35	34	36	38	37	39	38	39	38	37	37	40	42	40	41	41	43	44	42	43	43	44	43	45	43	44	43	43	48	44	46	48	48	48	0	1	2	2	3	8	1	1	2	2	7	4	6	17	10	8	6	2	20	17	2	1	2	2	2	30	8	9	6	1	1	14	20	28	1	1	14	35	16	16	2	1	2	34	2	3	22	2	39	20	33	1	1	1	3	25	48	35	7	41	2	1	32	1	18	21	3	1	1	21	2	2	8	35	1	22	2	1	1	1	2	2	37	1	1	24	5	27	5	2	3	21	1	2	52	1	1	1	1	1	4	2	1	6	5	7	4	2	4	2	1	1	2	3	7	1	1	11	10	8	8	9	1	7	1	4	10	10	2	1	3	10	14	3	2	5	6	12	14	13	2	9	13	4	11	2	5	5	16	12	15	14	7	5	6	14	4	17	22	7	13	5	10	15	22	20	13	19	21	15	7	19	16	22	23	22	21	22	18	15	18	24	15	19	13	14	20	21	17	24	20	16	23	27
1500	-874.925676589824548	-873.147120521252987	-1.778556068571510	0.000010040831205	0.000017933947692	1.786101899868556	0.103538483286299	-1	3	5	9	10	12	12	10	15	15	16	18	15	17	16	17	17	19	17	18	16	18	20	19	19	20	18	16	15	19	19	21	20	24	21	25	23	24	26	24	27	27	26	27	26	29	29	28	29	29	30	30	30	31	32	31	30	33	34	35	35	37	35	36	36	37	36	36	39	37	38	39	37	38	38	38	41	42	41	43	44	42	42	43	43	44	44	44	44	42	44	49	46	46	48	49	46	0	1	1	2	3	8	2	2	1	6	13	14	1	5	8	4	8	28	5	17	7	7	1	1	1	10	11	1	1	1	2	8	22	11	5	2	18	12	27	28	29	2	2	28	1	36	17	26	27	45	26	13	2	1	13	48	1	39	4	56	20	2	59	28	56	33	57	1	11	1	2	1	47	39	8	2	1	8	8	2	2	1	47	7	1	58	53	50	51	53	8	43	1	28	68	16	2	1	1	3	4	3	1	4	5	6	2	1	1	7	2	2	4	4	1	3	1	2	5	10	10	11	3	1	8	7	9	5	7	1	5	5	12	2	3	5	4	10	15	13	5	10	2	6	3	6	2	5	8	12	18	8	2	11	4	14	2	17	19	1	13	4	8	2	22	18	14	23	23	5	6	15	14	19	18	20	20	23	21	8	13	22	4	7	7	9	6	20	12	22	23	8	14	24
2000	-727.266398321473162	-724.946909784046625	-2.319488537426535	0.000010038517549	0.000032290330015	3.216643280072291	0.124181586623041	0	2	5	8	8	12	13	11	17	15	15	17	16	18	17	17	17	18	18	19	16	19	19	18	19	20	19	19	18	20	21	22	21	23	22	24	25	24	25	25	27	26	25	27	29	28	28	28	29	31	29	30	28	32	30	34	31	33	33	35	34	37	35	34	34	36	37	38	38	37	39	39	38	37	39	41	39	42	41	42	44	42	42	44	44	43	46	44	43	40	43	49	43	45	48	49	47	0	1	2	2	3	2	1	2	8	1	7	13	1	21	11	6	2	6	4	9	8	21	2	1	1	21	1	9	1	6	27	11	22	12	9	1	13	22	19	21	1	1	1	2	15	38	27	22	27	41	2	48	2	2	35	39	2	49	2	48	34	5	12	1	47	4	45	2	12	1	1	1	19	20	15	1	2	13	2	1	1	2	59	17	1	47	68	40	68	59	8	81	2	1	59	16	2	1	1	2	3	1	5	5	3	3	7	1	1	8	1	1	2	9	2	5	1	3	2	7	6	9	3	7	1	9	6	2	2	1	3	2	13	4	2	3	4	11	14	14	12	6	2	4	4	5	3	8	1	11	14	4	4	13	2	15	3	7	16	8	15	2	13	4	18	11	17	23	21	10	7	9	18	17	12	22	22	21	20	8	12	21	8	4	10	3	3	18	3	17	24	14	15	23
2500	-660.799409495991881	-658.994620572502981	-1.804788923488870	0.000009920876931	0.000018356908021	1.850331190449230	0.121129735690052	0	3	5	8	10	13	14	11	16	14	16	17	16	18	16	16	15	18	16	18	15	19	19	18	19	19	17	19	19	20	20	22	20	24	21	23	24	24	25	26	26	27	26	26	27	30	27	28	29	29	29	30	30	32	32	34	31	35	31	35	34	36	36	32	33	37	37	37	39	38	37	36	37	37	40	42	41	42	42	42	45	42	43	44	43	44	45	45	43	42	45	46	45	46	48	46	47	0	1	1	1	1	1	1	2	5	1	7	17	21	5	5	7	1	10	5	19	7	5	5	2	12	21	2	13	1	16	27	20	15	6	19	2	12	8	26	35	2	11	5	2	1	50	18	8	23	12	20	13	35	2	48	47	2	61	2	57	20	30	59	2	2	63	22	42	43	1	1	1	2	60	63	20	1	9	1	2	37	1	59	2	1	68	24	78	79	20	4	83	2	2	70	14	1	1	2	3	5	3	6	9	5	3	6	1	1	1	5	2	1	8	3	3	1	1	4	6	8	1	3	8	2	9	2	1	2	2	7	3	11	4	7	3	3	10	4	10	11	11	1	5	8	5	6	4	7	6	12	1	3	13	1	14	3	6	9	3	15	11	1	9	7	7	18	20	20	15	1	2	15	23	11	24	19	12	20	7	15	22	4	15	1	1	11	20	2	16	25	6	14	23
3000	-751.391698222665809	-749.893254294409871	-1.498443928255955	0.000010108493829	0.000011096703881	1.097760365557081	0.157634904425519	0	3	4	8	10	13	12	11	15	13	13	17	16	18	17	17	16	18	19	18	17	19	20	20	20	20	16	18	19	20	21	21	20	22	23	24	25	24	22	25	25	28	26	27	29	29	28	27	30	29	28	29	30	32	32	33	33	34	33	34	34	37	33	36	35	37	37	36	38	37	36	38	37	38	39	41	41	42	41	42	43	40	41	42	43	43	45	44	43	41	45	47	43	46	49	48	48	0	1	1	1	4	8	2	2	6	1	8	6	6	13	11	17	1	16	12	17	8	28	1	1	2	19	2	11	2	29	19	2	5	33	10	18	26	6	29	25	2	48	19	41	32	44	19	28	24	47	2	41	32	1	53	53	2	54	8	48	50	48	3	39	43	20	64	54	43	2	2	2	13	71	70	35	1	48	1	2	25	2	61	2	1	73	50	80	76	23	75	77	2	1	70	71	1	1	2	1	4	2	1	5	4	1	5	2	2	2	1	2	1	6	1	1	1	4	1	11	10	5	1	6	2	8	1	1	10	5	1	6	3	2	3	2	1	8	1	5	1	4	1	4	4	5	1	7	3	5	11	1	2	15	1	14	4	2	5	17	8	5	8	1	2	8	18	12	18	9	1	1	9	23	8	22	16	10	18	4	22	21	3	9	1	1	9	3	3	14	24	6	6	23
3500	-771.301185116675811	-769.485507271243591	-1.815677845432276	0.000010171791158	0.000019093351641	1.877088444289485	0.164551199771511	-1	3	4	7	8	9	12	11	16	14	16	17	15	16	16	17	16	18	19	18	18	19	19	19	20	17	17	19	18	20	19	22	20	23	22	24	25	24	25	25	26	27	26	27	28	29	29	27	28	31	30	31	30	32	32	34	33	34	34	34	34	38	36	35	36	36	38	37	39	37	37	38	38	36	39	41	40	42	42	41	45	42	43	44	44	43	45	45	44	44	44	48	46	46	48	48	47	0	1	1	1	3	1	2	1	6	2	10	2	8	8	10	14	2	10	29	17	12	1	1	1	9	10	1	21	7	21	27	19	18	22	25	10	23	19	9	12	2	14	11	2	2	26	7	10	27	40	12	44	2	15	47	53	1	51	2	7	35	56	27	48	5	19	54	48	50	10	12	1	70	45	51	2	1	77	1	2	35	1	59	2	2	60	32	73	57	59	57	54	53	1	80	93	1	1	1	2	4	3	5	4	5	2	6	1	6	2	2	1	1	6	2	1	1	1	9	10	11	3	2	8	1	4	1	1	2	1	2	1	5	2	2	4	5	10	5	6	14	11	6	8	5	5	3	10	2	11	8	1	2	15	2	16	10	6	2	12	3	14	8	2	5	4	14	6	18	1	3	4	16	22	1	21	17	11	20	6	19	20	3	11	3	7	2	7	8	9	22	4	1	25
4000	-773.069739458975164	-771.108665661640771	-1.961073797334395	0.000010777001235	0.000024155123962	2.241358559379255	0.144270791133783	0	3	3	8	9	11	13	11	15	15	16	18	15	17	16	15	17	17	18	18	17	20	19	19	20	19	19	19	18	18	20	21	21	23	20	25	24	23	26	26	27	27	27	27	28	30	28	27	29	30	30	30	31	30	31	32	32	34	32	34	33	38	36	36	35	36	37	37	38	37	39	38	36	37	40	42	41	42	42	43	44	42	41	43	45	44	45	44	43	43	45	48	46	46	49	46	47	0	1	1	2	2	1	1	2	1	2	8	18	1	9	8	6	8	16	13	11	1	2	5	1	9	5	1	19	10	1	27	9	10	25	12	34	12	14	28	16	2	33	8	1	2	45	23	25	30	45	32	41	13	2	34	38	2	56	7	41	2	73	44	42	1	52	60	26	49	12	54	2	56	49	35	28	1	55	35	2	64	2	38	1	16	79	64	65	55	70	39	71	53	2	79	80	2	1	2	1	4	3	6	6	4	6	7	3	1	7	2	3	3	4	1	1	1	6	10	6	11	3	5	9	1	2	10	1	3	4	1	1	1	3	3	5	8	12	3	8	14	13	1	5	3	4	1	4	2	13	10	4	3	14	1	9	3	11	1	4	6	14	4	2	12	5	8	6	20	2	3	9	18	20	5	21	19	4	18	11	21	17	1	5	4	5	3	8	4	9	22	4	2	24
4500	-724.745492403703338	-723.119414406113037	-1.626077997590317	0.000011776979053	0.000016677867999	1.416141433539887	0.127466602276011	-1	2	4	8	9	11	13	12	16	14	15	17	17	18	17	17	18	18	19	18	18	19	17	18	19	19	18	18	18	19	21	20	21	23	22	24	25	25	25	25	26	28	26	27	28	29	28	28	29	29	29	31	31	31	31	34	33	34	33	34	34	37	36	36	35	37	38	36	36	36	38	38	36	38	39	42	40	42	39	40	44	43	43	43	43	43	46	45	43	44	44	49	45	46	48	48	48	0	1	2	2	4	2	1	2	11	7	7	11	8	5	4	11	2	10	8	4	7	2	1	1	9	16	1	6	6	2	16	2	30	31	30	22	13	23	24	17	2	2	17	2	17	40	41	21	32	32	45	5	2	2	28	5	2	6	44	37	54	18	60	42	2	68	51	9	40	53	54	1	51	53	49	7	2	67	2	1	53	16	7	1	1	76	78	35	76	64	55	82	16	1	89	86	1	1	2	1	3	1	4	5	4	1	1	1	2	1	4	6	1	7	2	5	5	2	8	10	11	1	1	8	4	3	8	1	5	1	1	1	2	4	3	3	4	11	13	3	13	4	1	1	6	5	4	1	13	13	14	7	12	16	11	3	3	2	11	1	4	16	1	4	9	8	3	4	20	4	5	4	17	20	2	17	21	7	16	16	22	17	1	2	12	1	4	6	6	16	26	2	3	29
