step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19
37000	-133.352204977704446	-131.709141459510676	-1.643063518193773	0.000143409203698	0.000031946665520	0.222765796728494	0.643160756770955	0	2	1	3	6	6	4	7	5	7	9	7	12	11	13	13	15	17	20	0	1	1	3	2	7	3	5	2	3	12	7	12	8	14	14	0	17	18	1	1	1	1	2	1	1	1	1	3	1	3	4	3	1	1	1	2	1
37500	-123.717051166971473	-122.353364068436889	-1.363687098534588	0.000096908909459	0.000060686870236	0.626225912301378	0.533686501814766	-1	3	3	5	6	8	5	8	7	6	9	8	11	13	14	15	15	17	21	0	1	1	3	1	5	2	7	10	1	4	7	11	8	10	15	0	17	18	1	1	2	1	2	1	2	2	1	3	2	2	1	2	2	1	1	2	2
38000	-112.122896880099390	-110.737386377135266	-1.385510502964130	0.000121274315032	0.000052344667149	0.431622039134688	0.586663052103541	0	2	3	5	5	6	5	7	8	9	10	8	12	13	14	14	16	18	20	0	1	2	3	3	3	2	5	8	3	4	7	10	9	10	14	0	17	17	1	1	1	1	1	1	1	1	1	2	2	2	1	3	3	1	1	1	2
38500	-113.435287563409162	-112.051563023701419	-1.383724539707745	0.000088022054518	0.000038383197260	0.436063410132785	0.700311653185783	-1	3	2	5	6	7	6	7	7	9	8	7	12	13	12	15	15	17	20	0	3	1	3	1	5	2	2	5	2	4	5	10	8	10	15	0	17	18	1	1	1	1	4	1	1	2	1	3	2	1	1	3	2	2	1	1	1
39000	-121.292866150065933	-119.612820186834014	-1.680045963231916	0.000240315377037	0.000050434789334	0.209869172566070	0.654917624620377	-1	2	2	4	5	7	5	8	7	9	8	8	12	12	15	14	15	18	20	0	1	1	3	3	5	3	5	5	9	4	5	10	8	14	10	0	17	18	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2	1
39500	-132.861968832029760	-131.279582422014528	-1.582386410015235	0.000137611030471	0.000034118883556	0.247937127130720	0.583000168745385	0	3	2	4	6	7	5	5	8	9	10	9	11	13	13	15	15	17	20	0	1	1	1	3	8	3	4	8	1	5	5	11	8	10	11	0	17	18	1	1	1	2	3	1	2	1	1	3	1	1	1	4	2	1	1	2	2
40000	-127.409245918130964	-125.468869912472655	-1.940376005658308	0.000179331035758	0.000026601608535	0.148338007544246	0.726671291840193	-1	2	3	4	5	7	4	7	6	8	10	9	13	10	13	15	14	17	18	0	1	2	3	3	9	2	2	3	9	8	3	14	8	11	15	0	17	17	1	1	1	1	1	1	1	2	2	1	1	4	1	2	1	1	1	2	1
40500	-130.274777194530742	-128.893064327503367	-1.381712867027363	0.000114889583359	0.000050705071768	0.441337415332869	0.471824578923105	-1	3	2	4	6	7	5	7	6	8	9	7	12	11	14	13	15	17	21	0	1	1	2	4	4	3	2	2	4	1	7	10	9	8	11	0	17	18	1	2	1	1	1	2	1	2	1	1	5	1	1	2	3	2	1	2	2
41000	-134.586977635354799	-133.072098443263116	-1.514879192091688	0.000175220077816	0.000049884724355	0.284697535673812	0.553681779959471	-1	2	1	5	5	7	5	5	7	7	9	8	10	12	15	13	15	18	20	0	3	1	1	3	5	2	1	8	7	5	3	4	5	9	13	0	17	18	1	1	1	3	2	1	2	2	2	1	2	4	2	4	3	2	1	2	1
41500	-118.417005614371476	-116.993546993353959	-1.423458621017520	0.000107613283539	0.000039395642233	0.366085309705133	0.602453112449017	-1	2	3	5	6	6	5	6	8	9	9	9	12	13	14	16	14	18	21	0	1	1	3	3	3	3	3	5	5	4	2	11	9	7	15	0	17	18	1	2	2	1	1	2	1	1	1	1	2	3	2	2	4	1	1	2	2
42000	-122.677938345554566	-121.270405840572479	-1.407532504982091	0.000077690416521	0.000064861310113	0.834868868222908	0.574133379943848	-2	3	2	5	6	7	5	7	8	8	9	7	11	13	15	14	15	17	19	0	1	1	2	3	2	2	7	8	3	4	7	11	11	16	4	0	17	18	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	4	1	1	1
42500	-119.578634117519215	-118.198526569882233	-1.380107547636980	0.000150614127053	0.000067140755476	0.445779933065855	0.725717714037558	-1	1	2	3	7	7	6	5	8	9	8	8	13	12	15	15	16	18	20	0	1	1	3	4	7	8	2	8	11	4	7	5	11	13	10	0	17	18	1	1	2	1	2	1	1	2	1	1	2	1	3	2	1	3	1	1	1
43000	-135.500064170971314	-134.105863491897537	-1.394200679073775	0.000172747453801	0.000071265436521	0.412541168931372	0.545919672380448	-1	2	3	3	6	8	5	8	5	7	9	8	13	12	13	16	14	17	20	0	1	1	1	1	4	4	3	3	7	7	5	14	3	10	15	0	17	17	1	2	2	2	3	1	1	2	1	1	3	1	1	5	3	3	1	2	2
43500	-124.746701911649026	-123.377083744075975	-1.369618167573047	0.000075541952002	0.000050799586590	0.672468545544081	0.461530011904764	0	3	3	5	5	6	4	6	8	6	9	8	11	12	14	16	15	18	21	0	1	1	3	2	7	3	2	8	2	5	7	11	8	10	14	0	17	17	1	1	2	1	1	1	1	1	1	1	2	2	1	2	5	2	1	1	3
44000	-123.811138650700201	-122.238493708230791	-1.572644942469409	0.000137333891064	0.000034685905495	0.252566247310920	0.393416357320718	-1	2	2	4	5	6	4	8	8	8	9	9	11	13	15	14	13	18	20	0	1	1	3	1	2	2	5	5	4	4	6	10	9	11	10	0	17	18	1	2	1	1	3	2	1	1	1	2	2	2	2	2	3	2	1	2	1
44500	-120.027415129006826	-118.505599711960244	-1.521815417046581	0.000152917146835	0.000042867755336	0.280333214576477	0.696011180188454	-1	3	2	4	4	8	5	5	7	9	9	8	13	12	13	15	15	18	21	0	3	1	2	3	8	2	3	8	12	4	2	11	11	10	11	0	17	18	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	3	1	2	2
45000	-116.800874118623256	-115.427232222009863	-1.373641896613391	0.000159394235264	0.000074351508226	0.466462969016480	0.551952901459281	0	3	3	5	6	6	5	7	7	9	9	8	12	12	14	15	15	18	19	0	1	1	1	2	2	3	5	4	7	8	6	11	9	14	15	0	17	17	1	2	1	2	2	2	1	1	1	2	1	1	2	2	1	1	1	2	2
45500	-123.761222723945437	-122.382889054630894	-1.378333669314543	0.000086040193415	0.000061940777545	0.719905140681674	0.772733795729717	-1	2	0	4	4	6	5	6	8	8	7	7	12	13	14	16	15	18	20	0	3	1	2	2	5	2	5	8	8	4	7	10	9	11	10	0	17	18	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	2	1	2	1
46000	-136.769362011618398	-135.367891473789712	-1.401470537828699	0.000112487157403	0.000044879236390	0.398972090912562	0.524741333005437	-1	2	2	5	6	7	5	6	7	8	8	9	12	12	14	15	12	16	20	0	1	1	3	1	3	2	2	1	2	4	6	5	10	5	5	0	17	18	1	1	2	1	3	1	1	2	3	3	1	2	3	2	2	3	1	2	1
46500	-128.041663983316312	-126.348245727529928	-1.693418255786382	0.000130066704357	0.000026737610267	0.205568445819093	0.446416810407445	-1	3	2	5	6	7	5	7	5	8	9	9	11	12	14	15	13	17	19	0	1	1	2	4	3	2	9	3	9	4	7	2	8	11	5	0	17	18	1	3	2	1	1	4	2	1	2	1	2	2	4	4	3	4	1	2	1
47000	-117.750107432154806	-116.283942774804032	-1.466164657350774	0.000176030379397	0.000056510597046	0.321027525134605	0.530241614351830	-1	2	2	5	6	8	5	7	8	8	9	8	12	12	14	16	15	17	20	0	1	1	3	4	3	2	4	3	5	8	3	11	9	10	15	0	17	18	1	1	2	1	1	3	1	1	2	1	2	2	2	1	3	1	1	1	2
47500	-117.405429933347634	-115.852015035079887	-1.553414898267747	0.000128695690932	0.000033756710074	0.262298681715655	0.588131687789974	0	2	3	5	6	8	5	6	8	7	9	8	13	12	13	15	16	18	20	0	1	2	3	4	3	3	2	8	2	3	2	11	9	10	11	0	17	18	1	1	1	1	1	2	1	2	1	2	4	3	2	2	3	3	1	2	1
48000	-120.328149019143140	-118.912697476569690	-1.415451542573446	0.000118579386232	0.000044698559464	0.376950504508215	0.670961513671454	-1	2	1	4	3	8	6	6	8	8	10	8	12	12	13	15	14	16	21	0	3	1	5	3	7	3	5	8	7	10	7	1	9	10	15	0	17	17	1	1	1	1	1	1	2	1	1	1	1	1	5	2	2	2	1	1	2
48500	-118.827991757982446	-117.458389234048184	-1.369602523934267	0.000155403779217	0.000075036471223	0.482848432652969	0.639428129171487	0	2	2	4	6	7	4	8	7	7	9	8	13	12	14	15	15	17	20	0	1	1	2	1	3	2	2	1	4	9	5	11	3	14	13	0	17	18	1	1	1	1	2	2	1	3	3	1	1	1	3	4	1	1	1	1	2
49000	-119.675657276009574	-118.202145963094409	-1.473511312915166	0.000139601297796	0.000043942910605	0.314774370287536	0.520654102574448	-1	2	3	4	6	7	5	7	6	9	9	9	13	12	13	15	14	18	21	0	1	2	3	3	7	3	9	3	5	8	7	11	11	10	10	0	17	18	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	3	1	2	2
49500	-119.002612028454692	-117.553073455656474	-1.449538572798219	0.000105415060179	0.000035477555750	0.336551112235305	0.630318621261644	-1	3	1	3	5	8	6	7	8	9	8	9	12	11	13	15	14	17	20	0	3	1	3	2	8	5	3	2	7	4	8	11	9	8	15	0	17	18	1	1	1	1	1	1	1	3	2	1	2	1	1	2	3	1	1	3	1
50000	-130.285827101915856	-128.607689361542100	-1.678137740373748	0.000112345475704	0.000023648449205	0.210497566165383	0.487004116031498	-1	2	1	4	5	7	6	8	6	5	10	9	12	12	14	16	15	17	20	0	3	1	3	1	5	5	3	10	3	4	2	11	9	10	12	0	17	18	1	1	1	1	2	1	1	2	1	3	2	5	1	2	4	2	1	1	1
50500	-119.784564921877205	-118.408830338127828	-1.375734583749379	0.000122817055497	0.000056395780502	0.459185251374934	0.735509365778798	0	2	2	4	5	8	4	6	8	9	9	8	12	12	14	16	16	17	20	0	1	1	2	4	7	2	3	8	8	4	5	11	5	10	11	0	17	17	1	1	1	1	1	2	1	2	1	1	2	2	1	3	1	4	1	1	2
51000	-130.221713329281670	-128.702676464586574	-1.519036864695108	0.000114615298526	0.000032328610501	0.282061914223122	0.593174649435155	0	2	2	4	5	5	5	5	7	7	10	8	13	11	12	16	15	18	20	0	1	1	1	3	3	3	3	8	8	4	6	10	9	11	15	0	17	17	1	1	1	2	2	1	1	2	1	2	2	1	2	2	1	2	1	2	2
51500	-121.947319513680938	-120.522048149351889	-1.425271364329051	0.000162433165441	0.000059087587452	0.363765535762656	0.629488059165835	0	1	3	4	6	8	5	7	8	8	6	8	13	12	15	16	14	17	20	0	1	2	3	4	2	4	5	5	5	4	7	6	6	10	5	0	17	18	1	1	1	1	1	3	1	1	1	1	1	2	2	2	3	5	1	2	1
52000	-114.847558446283230	-113.359382941292708	-1.488175504990515	0.000138922277043	0.000042122551876	0.303209483554731	0.837280914034888	0	2	3	3	7	7	6	6	8	5	10	9	12	11	13	15	15	17	21	0	1	1	2	10	10	10	3	8	3	5	7	11	8	14	14	0	17	18	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1
52500	-126.595429083418821	-125.214540217980982	-1.380888865437836	0.000173539651070	0.000076980448997	0.443589972218717	0.550995559964153	0	3	2	5	5	7	5	6	7	7	9	7	12	12	14	15	14	18	21	0	3	1	2	3	8	2	3	7	5	10	5	11	9	2	2	0	17	17	1	1	1	1	1	1	1	2	1	1	1	2	1	1	5	7	1	2	4
53000	-131.397826324666767	-130.030556954207668	-1.367269370459094	0.000089800910819	0.000058964043818	0.656608527463104	0.593668513941161	-1	1	2	4	6	6	4	7	8	8	6	9	13	11	14	15	15	18	20	0	1	1	2	2	3	3	4	8	5	4	6	11	1	14	10	0	17	18	1	1	1	1	2	2	1	1	1	1	1	1	3	5	2	3	1	2	2
53500	-121.322464753034097	-119.728181571526733	-1.594283181507365	0.000271082758173	0.000065745822499	0.242530446945315	0.758864730877164	-1	2	2	4	7	7	6	8	6	9	9	8	13	10	15	15	15	17	20	0	1	1	3	7	9	2	2	4	5	5	7	4	8	13	10	0	17	18	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	3	1	1	2
54000	-110.249926822964667	-108.855725350849070	-1.394201472115599	0.000108488755898	0.000044755906435	0.412539585912724	0.718009077816001	0	2	3	4	6	7	5	7	7	8	8	8	12	11	14	15	15	17	20	0	1	1	2	3	7	1	2	5	5	4	7	11	8	5	15	0	17	18	1	1	1	1	2	2	2	2	1	1	3	2	2	2	3	1	1	1	1
54500	-119.398223289471360	-117.788057872464904	-1.610165417006461	0.000095931866968	0.000022610944149	0.235697947552064	0.501271581040630	0	2	3	5	6	8	5	7	7	6	9	8	12	10	15	15	14	17	20	0	1	2	2	2	10	2	5	5	1	10	7	11	9	10	10	0	17	18	1	1	1	2	2	1	2	1	1	3	3	2	1	2	3	5	1	2	1
55000	-126.020838455736282	-124.658883774919403	-1.361954680816876	0.000135059864763	0.000081650459900	0.604550138145193	0.595127934027340	-1	2	2	5	6	7	4	7	6	9	9	8	12	12	15	14	14	17	20	0	1	1	2	3	4	2	9	2	5	9	7	4	9	10	2	0	17	18	1	2	1	2	2	1	1	1	1	1	2	2	3	3	3	5	1	2	2
55500	-115.823111796548645	-114.343269388605393	-1.479842407943258	0.000124360588049	0.000038507126085	0.309640913482898	0.569398401396600	0	2	3	5	7	7	4	6	8	8	9	9	12	13	14	15	16	17	20	0	1	1	1	3	3	2	4	8	8	4	5	11	9	10	14	0	17	17	1	1	1	2	2	2	1	1	1	2	2	1	2	3	4	1	1	1	1
56000	-113.004609847638079	-111.569891519705678	-1.434718327932407	0.000107173149509	0.000037766818781	0.352390677643927	0.647014624682509	-1	2	1	4	3	8	6	7	8	9	10	8	12	10	14	16	15	17	19	0	3	1	3	3	7	5	5	2	8	4	7	11	9	11	15	0	17	18	1	1	1	1	1	1	1	2	2	1	3	1	1	2	2	1	1	1	1
56500	-114.261784682572994	-112.891717021296373	-1.370067661276628	0.000091024758705	0.000043761120606	0.480760632912485	0.500064672094242	0	2	2	5	6	7	6	4	7	8	9	9	12	10	13	15	15	17	20	0	1	1	3	3	5	3	2	8	7	4	7	11	9	10	15	0	17	18	1	1	1	1	3	1	3	1	1	2	2	1	1	1	2	1	1	2	2
57000	-120.407914082212031	-119.047048857870024	-1.360865224342001	0.000125586900177	0.000070832746261	0.564013811640094	0.547190825109115	0	2	2	5	4	7	5	8	6	8	8	7	11	12	14	15	15	17	19	0	1	1	3	3	9	3	3	1	9	4	7	11	9	3	15	0	17	18	1	1	1	1	1	1	2	2	2	1	2	1	2	2	5	1	1	1	1
57500	-113.872574928820399	-112.343219781434527	-1.529355147385874	0.000120052859529	0.000033106717907	0.275767841236765	0.567475734025952	-1	3	2	5	5	6	5	7	7	8	10	8	12	12	13	14	15	18	20	0	1	1	3	2	2	2	3	2	5	4	7	11	11	11	15	0	17	18	1	2	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1
58000	-124.325857688743866	-122.377226745519224	-1.948630943224637	0.000151133429755	0.000022205739385	0.146928045111631	0.414002711454092	-1	3	1	5	7	7	6	7	6	8	10	8	11	12	14	16	16	18	20	0	3	1	1	3	1	3	4	1	2	10	9	4	10	5	10	0	17	18	1	1	1	3	3	4	2	1	4	2	2	1	3	2	3	4	1	1	1
58500	-121.030368824166104	-119.666730473042833	-1.363638351123277	0.000139206359527	0.000087104059103	0.625718964268222	0.643649138888656	-1	3	2	4	6	7	5	8	8	8	10	7	10	12	13	14	15	17	19	0	1	1	3	4	5	2	5	2	12	4	2	4	8	10	10	0	17	17	1	2	1	1	1	1	1	1	2	1	2	2	3	2	2	4	1	1	2
59000	-136.519158290459558	-134.963716736487811	-1.555441553971743	0.000197853081959	0.000051685747867	0.261232968195492	0.521175728078840	-1	2	3	5	5	6	6	7	7	9	9	8	12	11	13	16	14	17	20	0	1	1	1	3	3	3	7	3	5	8	7	11	2	5	4	0	17	16	1	2	2	2	1	2	1	1	2	2	1	1	1	4	5	4	1	2	2
59500	-123.203004997894439	-121.830220819900461	-1.372784177993985	0.000139522022002	0.000065526865312	0.469652491925003	0.692107033640265	0	2	3	4	7	7	5	7	8	8	8	9	12	12	14	14	14	17	21	0	1	1	2	4	2	2	2	6	5	6	8	11	8	6	14	0	17	18	1	1	2	1	1	3	1	3	1	1	1	1	2	3	4	1	1	2	1
60000	-122.708604020974946	-121.332053363792085	-1.376550657182863	0.000132172931239	0.000060339057284	0.456515995505863	0.721655432182136	0	3	1	4	6	6	5	5	7	8	7	6	12	13	14	14	15	18	21	0	1	1	2	2	7	2	2	8	5	4	1	11	8	14	13	0	17	18	1	1	1	1	1	1	1	1	1	1	2	3	2	4	1	1	1	2	1
60500	-128.164948320280160	-126.783910716461975	-1.381037603818179	0.000113666081122	0.000050374436020	0.443179139483536	0.682899339634606	-1	2	3	5	6	7	5	7	8	7	9	8	13	12	15	14	16	18	18	0	1	2	2	2	3	2	7	3	2	1	7	11	9	11	10	0	17	17	1	1	1	2	2	2	2	1	3	2	4	2	2	2	3	4	1	2	1
61000	-133.959146076492630	-132.533426010960767	-1.425720065531862	0.000067840736169	0.000060640817896	0.893870280905835	0.457235705285890	0	3	2	4	6	5	5	7	7	8	10	8	12	13	15	15	14	18	21	0	1	1	3	3	3	2	3	2	4	3	7	11	9	10	10	0	17	17	1	1	1	1	3	1	1	2	3	3	5	2	1	3	2	3	1	3	3
61500	-122.437999156189747	-121.012972546234707	-1.425026609955042	0.000126699837188	0.000046128366150	0.364075970211548	0.536133831846028	-1	3	2	5	6	7	5	8	7	9	9	7	12	11	15	15	15	17	21	0	1	1	1	2	4	2	3	4	6	3	7	11	9	10	11	0	17	18	1	3	1	3	1	1	1	3	1	1	2	1	2	1	3	2	1	1	2
62000	-114.480582314247286	-113.078003399382951	-1.402578914864338	0.000184478225581	0.000073247239972	0.397050870050067	0.725158931639140	0	2	3	4	5	8	5	8	7	8	10	7	12	11	14	15	14	17	19	0	1	1	1	3	12	3	5	5	5	9	3	11	8	10	15	0	17	18	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2
62500	-124.424572510194452	-123.055543456093901	-1.369029054100552	0.000121988325351	0.000059226958754	0.485513335672717	0.727564939821520	0	2	2	4	4	8	4	7	7	9	9	8	12	11	14	15	15	17	19	0	1	1	2	2	7	2	2	5	2	4	5	11	9	14	10	0	17	18	1	1	1	1	2	2	1	1	1	4	1	2	2	2	1	2	1	1	1
63000	-124.032463676231416	-122.663137256921701	-1.369326419309713	0.000137605499340	0.000066617356551	0.484118417292341	0.463052967038159	-1	2	2	5	7	7	4	6	7	9	9	9	13	12	15	14	15	18	20	0	1	1	3	4	4	3	3	8	5	5	6	10	9	14	3	0	17	18	1	1	1	2	1	1	1	2	1	1	2	1	3	3	2	5	1	2	1
63500	-121.228212574311172	-119.813192297732655	-1.415020276578520	0.000209349168279	0.000079043348034	0.377567050704106	0.644277724976890	0	2	2	3	6	7	5	7	8	7	9	8	11	12	13	15	15	18	20	0	1	1	2	7	7	1	7	8	3	7	3	5	9	11	15	0	17	18	1	2	1	1	1	1	2	1	1	2	2	3	2	2	2	1	1	2	1
64000	-123.135502444814449	-121.690330098429285	-1.445172346385169	0.000102414073729	0.000034922801707	0.340996119337871	0.656435398252245	0	3	2	4	6	7	6	7	6	8	10	8	12	12	14	15	15	18	20	0	3	1	3	4	4	3	9	2	2	2	7	4	9	10	15	0	17	17	1	1	1	1	1	1	1	1	1	3	3	1	5	3	4	1	1	2	2
64500	-122.485896591793946	-121.119536415306399	-1.366360176487540	0.000139720651299	0.000090792852812	0.649816988172503	0.777355090721286	0	2	3	4	6	7	5	5	6	8	9	8	12	11	14	15	15	18	21	0	1	1	3	4	7	3	2	2	5	4	7	11	9	11	13	0	17	17	1	1	2	1	1	1	1	1	2	1	2	2	2	1	2	1	1	2	3
65000	-118.705813173617983	-117.331185884390976	-1.374627289227013	0.000122781060041	0.000086101969241	0.701264260240378	0.665895345368822	0	2	1	4	5	7	5	6	8	7	9	9	12	11	13	14	16	17	21	0	1	1	2	2	7	3	7	8	7	10	7	11	9	14	12	0	17	18	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	1	1	2
65500	-121.458306168338382	-120.084934559535625	-1.373371608802761	0.000104704347836	0.000048944454309	0.467453886299773	0.694474124668452	0	1	3	4	4	8	6	7	8	7	9	8	11	12	14	16	14	17	20	0	1	1	3	3	10	5	2	10	3	4	7	11	9	9	15	0	17	18	1	1	2	1	1	1	1	3	1	2	2	1	1	2	2	2	1	2	2
66000	-122.101622259119779	-120.416694861692676	-1.684927397427102	0.000189677173611	0.000039505699695	0.208278618573011	0.577825188943878	0	2	3	4	5	8	4	6	8	9	8	8	10	12	14	16	15	17	19	0	1	1	2	4	8	2	7	8	5	1	7	11	9	14	15	0	17	17	1	1	2	1	1	1	1	1	1	2	4	2	2	1	1	1	1	1	2
66500	-113.127525981799039	-111.765610020564623	-1.361915961234414	0.000114288260417	0.000061437778636	0.537568586763942	0.605019045094612	0	2	3	4	5	8	6	7	8	9	10	8	12	11	14	16	15	18	21	0	1	2	2	3	7	4	5	8	8	4	7	11	9	10	10	0	17	17	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1	3
67000	-119.053225825677998	-117.594519239597901	-1.458706586080103	0.000181460618774	0.000059471340057	0.327736896627121	0.688733072338604	0	2	2	4	5	7	6	8	6	8	9	7	12	12	12	13	15	18	21	0	1	1	2	3	5	5	5	2	7	9	5	11	11	10	15	0	17	17	1	1	1	1	1	1	1	1	2	1	2	1	2	2	3	1	1	2	3
67500	-125.613012432916875	-124.163130579052776	-1.449881853864099	0.000139684106147	0.000046963019625	0.336208756458593	0.662859545668497	-1	2	3	4	7	8	5	8	5	9	10	8	12	11	14	15	15	18	20	0	1	1	2	1	9	2	3	3	3	8	7	5	10	5	15	0	17	18	1	1	1	1	3	1	2	1	1	3	1	2	2	1	2	1	1	2	1
68000	-129.553089676517857	-128.153002890871107	-1.400086785646757	0.000166958937416	0.000067020851147	0.401421164890260	0.476125971466202	-1	3	1	5	6	6	5	7	7	8	8	9	12	11	13	15	15	18	20	0	3	1	2	3	2	1	5	2	5	4	10	4	1	7	11	0	17	18	1	1	1	1	2	1	3	1	3	1	1	1	3	5	4	3	1	2	1
68500	-120.437389009828067	-119.076187417997161	-1.361201591830903	0.000108005762743	0.000059483773148	0.550746290178342	0.491969323090646	0	2	2	4	6	7	6	7	7	8	10	9	12	11	14	15	15	17	20	0	1	1	1	3	5	4	2	2	8	3	7	5	8	2	14	0	17	18	1	2	1	2	3	1	1	2	2	1	3	1	3	3	6	2	1	1	2
69000	-120.858049101944147	-119.492504605750142	-1.365544496194002	0.000143464876324	0.000092290586913	0.643297434725794	0.594099910265068	0	2	3	4	6	7	5	8	8	8	9	8	12	13	11	15	15	17	20	0	1	2	2	2	7	3	5	5	5	4	7	11	8	10	8	0	17	17	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2	1	2	2
69500	-129.035636964797277	-127.611452138878150	-1.424184825919131	0.000181602326944	0.000066312131506	0.365150230294955	0.852941652617651	-1	2	3	5	6	6	4	7	6	8	8	7	13	12	14	15	15	18	18	0	1	2	3	3	7	3	5	7	4	4	7	4	11	11	14	0	17	17	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1
70000	-122.874697281191615	-121.448239946010730	-1.426457335180889	0.000103798577571	0.000037603452910	0.362273296900853	0.654168002543688	0	3	1	5	6	7	5	7	6	5	8	8	11	12	13	16	14	17	19	0	1	1	2	1	5	2	10	3	3	4	5	5	8	11	15	0	17	18	1	2	1	1	4	1	1	1	2	1	2	1	3	2	1	2	1	2	1
70500	-124.823351840591712	-123.449247173597769	-1.374104666993942	0.000155072953169	0.000072077150811	0.464795113124543	0.524107854859915	-1	2	3	5	4	8	6	8	7	9	9	9	12	11	14	15	15	18	21	0	1	1	5	3	2	5	3	7	7	4	7	6	10	10	15	0	17	18	1	2	2	1	1	3	1	2	1	1	2	1	1	1	2	1	1	1	2
71000	-124.000380855151491	-122.236746390415433	-1.763634464736056	0.000151276386251	0.000028068976794	0.185547642229605	0.853373103191811	-1	3	1	5	6	7	5	5	7	8	9	7	12	13	13	12	15	17	19	0	3	1	1	8	4	2	2	8	5	10	8	4	10	8	10	0	17	17	1	1	1	3	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2
71500	-130.683399679436093	-129.197737926441818	-1.485661752994283	0.000160734279451	0.000049042071771	0.305112711107294	0.713121121252993	0	3	1	4	6	7	5	7	7	9	8	7	13	11	13	15	16	18	19	0	3	1	1	4	2	3	2	1	8	4	3	8	5	10	9	0	17	18	1	1	1	2	1	2	2	2	2	1	1	2	3	2	2	3	1	1	1
72000	-132.893727396043317	-131.429650757125330	-1.464076638917985	0.000155239102394	0.000050121653269	0.322867450894935	0.455473870649302	-1	1	1	4	6	8	4	8	6	7	9	8	12	11	15	14	13	17	20	0	1	1	1	2	5	3	10	3	4	3	1	12	5	10	7	0	17	17	1	1	1	2	2	1	2	1	3	1	4	5	1	2	3	4	1	2	4
72500	-130.571583346772428	-129.031266456782305	-1.540316889990136	0.000100645125885	0.000027117379047	0.269435591722147	0.472260678799994	-1	2	3	4	6	7	6	6	7	8	9	8	12	13	15	14	14	17	20	0	1	2	2	2	7	1	3	5	3	3	2	4	10	16	9	0	17	17	1	1	1	1	2	1	3	2	1	2	3	3	5	3	1	4	1	2	3
73000	-125.198395308599515	-123.817474697950999	-1.380920610648522	0.000109194194632	0.000079932343978	0.732020088131790	0.532784561460195	0	3	2	2	6	6	4	6	7	6	9	6	12	12	14	15	14	17	18	0	1	1	1	3	7	2	2	8	1	2	7	11	9	10	11	0	17	17	1	1	1	1	2	1	1	1	1	2	3	1	2	2	3	3	1	2	3
73500	-124.058771563103164	-122.288692047807800	-1.770079515295362	0.000115742320436	0.000021284572651	0.183896197786950	0.548142341149976	0	1	2	4	6	7	5	7	7	8	9	8	10	13	14	16	15	17	20	0	1	2	1	1	3	4	1	5	1	5	7	8	10	14	15	0	17	18	1	1	1	2	3	3	1	4	1	3	1	2	2	3	1	1	1	2	1
74000	-134.738673569846526	-133.317143893672636	-1.421529676173900	0.000093176328189	0.000034345501709	0.368607589253342	0.735573827935162	-1	2	3	4	5	7	6	4	6	6	9	6	12	11	12	15	16	18	20	0	1	1	1	8	5	2	2	8	4	4	3	11	9	5	15	0	17	17	1	1	1	3	1	1	2	2	1	1	2	1	2	2	3	2	1	1	1
74500	-115.742155508844419	-114.320807532239186	-1.421347976605232	0.000127459810829	0.000047013313287	0.368848133239537	0.594186301942902	0	2	2	3	5	7	5	6	7	7	9	8	13	11	15	16	15	18	20	0	1	1	2	2	5	2	2	8	5	10	7	11	9	5	8	0	17	18	1	1	1	1	2	1	1	2	1	1	1	2	2	1	5	4	1	2	1
75000	-116.708293180488468	-115.239782441970874	-1.468510738517588	0.000090663360938	0.000028921080023	0.318994130855911	0.516921178618499	-1	2	2	3	6	8	4	8	8	8	8	8	11	10	14	16	14	18	20	0	1	1	1	1	5	2	2	5	7	5	5	5	9	10	15	0	17	18	1	1	1	2	3	1	2	2	1	2	1	1	3	1	3	1	1	2	2
