step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
53500	-210.287300034083870	-217.142787985043242	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.902473813779113	1	3	2	4	5	3	3	3	6	4	6	4	5	4	5	5	6	6	6	6	7	6	8	7	7	8	8	7	7	6	8	8	9	9	11	12	11	12	13	14	14	15	15	16	16	16	18	0	1	1	3	12	1	3	1	12	7	4	3	10	1	7	6	8	10	2	15	8	4	22	15	20	16	16	8	8	4	19	17	18	27	32	24	33	37	37	36	35	39	36	36	40	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	2	2	2	1	1	2
54000	-246.331578512733984	-253.187066463693355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588994287439414	0	3	2	4	5	3	1	4	5	2	6	3	5	6	4	5	7	5	6	6	6	6	7	9	8	9	8	8	6	8	8	9	8	10	10	12	10	11	13	14	14	15	15	15	14	17	18	0	1	7	7	12	1	1	1	10	7	2	7	10	2	10	6	8	10	1	18	8	10	11	15	20	16	16	29	8	10	17	17	13	27	17	24	33	37	37	15	35	37	36	40	36	41	45	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	2	1	2	1	2	2	1	1	3	1	1	2	1	1	2	1	1	2	5	2	2	2	1	1	2	2
54500	-221.555318134457451	-228.410806085416823	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706253594011557	1	3	3	4	4	3	2	5	5	4	7	4	4	5	4	5	8	6	6	6	7	8	8	9	8	9	8	8	7	8	7	10	8	10	11	12	11	12	13	14	13	15	16	15	16	17	17	0	1	7	7	2	1	1	2	3	3	9	7	7	2	3	6	14	10	5	15	14	3	3	22	20	16	16	8	8	9	19	21	10	16	28	24	33	37	37	24	21	39	40	40	40	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	1	1	2	2	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	2	4
55000	-242.524943497383219	-249.380431448342591	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677027692698451	1	3	3	4	4	2	2	5	6	3	6	5	3	3	5	4	7	5	7	7	6	6	7	9	8	9	7	8	8	6	6	8	8	9	12	12	10	11	12	14	14	15	15	14	17	17	16	0	1	7	7	14	1	1	2	4	7	14	3	7	1	10	6	8	3	31	15	8	3	12	20	15	16	16	4	8	10	5	21	18	27	32	24	33	37	33	24	35	39	36	36	40	41	36	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	3	1	1	1	1	2	1	2	1	1	1	4	2	1	2	1	1	2	1	2
55500	-238.438478724201303	-245.293966675160675	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.791916810286395	0	2	3	4	4	3	2	6	7	4	6	4	5	3	5	5	8	6	6	7	6	7	7	8	8	9	8	8	8	6	7	8	9	10	12	11	11	12	13	14	14	15	15	17	16	18	17	0	1	7	7	2	2	1	5	4	7	7	3	10	1	3	1	21	4	14	15	14	4	3	9	20	16	6	22	8	3	19	8	22	26	32	15	33	37	37	24	35	39	36	45	20	41	43	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	3	2	1	1	1	1	1	1	1	2	3	1	1	1	2	1	1	2	1	3	1	1
56000	-213.675709591104038	-220.531197542063410	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714241957489592	1	3	3	4	4	3	2	5	7	5	6	4	5	4	5	5	6	5	7	6	7	6	8	9	8	7	8	8	7	7	8	9	8	9	12	12	11	12	13	14	13	14	15	17	16	17	18	0	1	7	7	1	1	1	5	12	3	12	7	3	2	12	6	8	7	7	15	17	12	3	18	20	16	16	8	17	18	19	21	22	27	32	24	33	37	37	24	32	39	40	36	36	41	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	2	2	2	1
56500	-248.485252973649494	-255.340740924608866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726809350021563	-1	2	2	3	4	4	3	5	4	5	5	4	4	4	6	5	8	5	7	6	7	7	7	8	7	9	7	8	8	8	7	9	7	9	12	12	10	11	12	13	13	15	14	15	15	17	17	0	1	1	3	7	1	3	5	3	9	3	3	3	2	3	7	8	4	14	7	5	4	9	7	20	16	6	21	9	10	10	21	10	16	32	24	30	37	37	24	32	39	36	36	40	41	45	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	2	1	2	2	1	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	2	2
57000	-202.520658411010203	-209.376146361969575	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.811910138746830	0	2	2	5	4	4	3	5	6	4	6	4	4	4	4	5	7	5	6	6	6	7	7	8	8	9	8	9	7	7	7	10	8	9	11	12	9	11	12	15	13	14	13	16	15	16	17	0	1	1	14	2	2	3	2	12	3	7	3	3	1	3	6	8	12	14	15	8	4	6	15	20	16	16	17	8	9	19	21	12	27	32	24	33	37	37	36	32	39	24	40	36	41	45	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	2	1	1	1	1
57500	-202.684240075451811	-209.539728026411183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833168980435487	1	3	2	4	4	2	3	5	6	5	7	4	4	5	5	5	7	5	5	6	7	6	7	9	8	6	8	8	7	8	7	9	9	9	11	12	10	11	12	14	13	14	15	16	15	15	17	0	1	1	3	2	1	3	5	7	3	10	3	3	2	7	6	12	3	2	15	8	7	3	15	20	16	16	17	8	18	19	21	12	27	32	24	33	37	37	36	35	39	36	40	40	41	45	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	2
58000	-222.323208458179550	-229.178696409138922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863295854832101	1	4	2	4	2	3	3	4	4	5	6	4	5	5	5	5	7	6	6	6	7	6	7	8	7	8	9	8	6	8	7	9	8	9	11	12	10	12	13	13	14	14	16	16	14	16	17	0	5	1	3	1	5	3	5	3	3	9	7	4	2	4	6	8	7	14	15	8	7	9	10	20	16	16	8	8	18	19	21	9	16	21	24	33	37	37	24	32	39	40	45	36	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	2	1	2	1	2	2	1	2	1	1	1	2
58500	-218.429714888179092	-225.285202839138464	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.835054356998214	1	4	2	5	5	3	3	5	7	4	6	4	4	4	5	5	7	5	6	7	7	6	8	9	8	8	7	8	7	8	8	9	8	10	11	11	10	10	12	15	13	13	13	17	15	16	18	0	1	1	3	7	1	3	14	4	7	12	3	7	1	12	14	8	7	14	14	8	4	4	15	20	27	16	29	8	4	19	21	14	27	21	15	33	18	37	43	35	39	24	36	43	41	45	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	1	1	2	2	1	1	2
59000	-206.611472029829400	-213.466959980788772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628180833322787	1	3	2	4	2	3	4	4	6	3	6	4	4	5	5	5	7	5	5	7	6	7	7	8	8	9	9	8	7	9	7	9	8	9	11	11	10	11	13	14	14	15	15	15	16	17	18	0	1	1	3	1	1	3	2	12	3	12	3	3	2	12	6	21	10	2	15	8	4	18	9	20	16	16	8	8	7	14	17	10	16	32	24	33	37	37	30	32	39	36	40	43	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	3	2	1	2	1	1	1	2	2	1	2	1	1	2	1
59500	-241.708189624833039	-248.563677575792411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687465676175394	0	2	2	4	4	4	3	4	7	4	7	4	4	5	5	5	5	5	5	6	6	7	5	8	7	9	8	8	7	9	6	9	8	10	11	11	11	10	13	14	14	14	16	16	16	17	18	0	1	1	7	2	1	3	2	4	3	18	7	7	2	7	6	8	3	5	6	17	4	7	8	20	27	16	17	8	4	19	28	7	14	32	15	38	33	37	25	32	39	36	36	40	41	45	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	3	1	1	1	3	2	1	2	2	1	2	1
60000	-223.939611867614587	-230.795099818573959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706837782010576	0	2	3	4	4	4	3	5	6	4	6	5	5	6	6	5	7	5	6	6	6	7	8	9	8	8	8	8	7	8	7	9	8	9	10	12	11	9	13	14	13	15	13	16	17	15	17	0	1	2	7	2	1	1	7	4	1	12	7	3	13	3	6	8	4	5	10	8	3	12	15	20	16	16	8	21	12	19	8	18	27	21	15	38	22	37	43	32	39	24	43	40	41	43	1	1	1	1	1	3	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	1	2	2	1	2	3	1	1	1	1	2	1	2	1	2	1	2
60500	-214.282318110091694	-221.137806061051066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.850769180890023	1	3	2	5	3	3	3	4	6	4	7	4	5	5	5	5	6	5	6	6	6	6	7	8	7	7	8	8	6	8	8	9	8	9	10	12	11	9	13	14	14	14	15	16	17	17	14	0	1	1	7	1	1	3	5	4	3	18	3	7	2	10	6	8	3	2	15	8	10	18	15	20	16	16	8	8	9	19	21	22	16	32	24	38	33	37	24	32	39	15	40	47	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	3	2	1	4	1	2	2	1
61000	-252.486896412339007	-259.342384363298379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.789066893127523	1	3	2	5	3	3	4	5	7	4	6	3	4	4	5	5	8	5	6	5	7	6	6	8	8	8	8	7	7	8	8	8	8	9	11	11	11	10	13	13	11	14	15	16	14	17	16	0	1	1	10	1	1	3	1	18	3	18	3	12	2	3	6	8	12	10	12	8	18	7	15	20	16	2	8	8	4	19	21	3	27	32	15	38	9	37	24	21	39	10	24	36	41	45	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	4	1	2	3	1	1	1	2	2	1	4	3	1	2	1
61500	-217.904592945774596	-224.760080896733967	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697276117698938	1	3	2	4	5	3	3	4	6	5	6	4	5	6	4	5	7	5	6	6	6	6	5	7	7	8	8	9	8	8	6	8	8	10	11	11	10	11	13	14	13	15	15	16	16	16	18	0	1	1	3	2	1	3	1	3	12	23	3	3	1	3	6	22	3	7	15	8	7	7	15	20	16	16	17	8	9	5	21	14	27	32	24	9	37	37	22	32	39	36	40	43	41	45	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	3	2	1	2	1	1	2	1
62000	-224.620677549921908	-231.476165500881280	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673048711540928	0	4	2	4	4	1	3	5	7	4	7	4	4	6	4	5	6	6	6	6	7	7	7	8	8	7	8	7	8	7	8	10	8	9	11	12	10	11	13	14	13	12	15	17	17	17	18	0	7	1	7	6	1	1	3	7	7	2	7	3	5	3	6	8	7	5	15	8	18	10	15	9	16	26	8	8	10	19	29	30	27	32	24	33	37	38	36	32	37	40	40	40	41	44	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	3	1
62500	-229.596151287794214	-236.451639238753586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742262510190138	1	3	2	3	3	3	3	4	6	4	7	5	4	5	5	5	5	5	5	6	6	8	8	9	8	8	8	8	8	8	8	9	9	9	10	11	10	12	13	14	13	14	15	13	15	15	18	0	1	1	3	1	1	3	5	10	3	18	4	4	5	7	6	8	3	2	15	8	5	10	11	20	16	16	8	8	17	19	17	12	27	32	24	9	37	38	33	32	39	24	36	36	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	2	2	2	1	2	1	2	1	1	1	2	1	1	2	2	1	3	1	2	1	2
63000	-220.689742214209332	-227.545230165168704	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764128529789770	0	3	1	4	3	2	2	4	5	3	6	5	3	5	6	5	6	6	6	7	6	7	8	9	8	8	7	8	7	8	8	9	8	10	11	12	10	11	13	13	12	15	15	16	15	18	16	0	1	1	3	1	1	3	2	4	3	5	7	7	2	5	5	8	3	14	15	8	9	11	15	20	16	16	9	17	18	19	21	22	27	32	24	33	37	37	24	32	39	40	43	36	41	36	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	1	1	3	2
63500	-231.045269710902261	-237.900757661861633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737664024210145	0	2	2	4	2	4	4	6	7	5	6	4	4	5	5	5	7	4	6	6	7	6	8	9	7	7	8	8	7	7	8	10	8	9	10	12	11	10	13	14	13	14	15	15	16	17	16	0	1	1	3	1	2	3	14	10	4	4	3	3	12	12	6	8	3	14	15	8	10	7	30	20	16	16	17	14	4	19	28	4	27	17	24	23	18	38	36	32	37	36	24	24	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	1	3	3	2	2
64000	-230.000817054245800	-236.856305005205172	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623318872236045	0	4	2	4	3	2	3	5	6	4	5	5	4	4	5	5	6	5	7	5	7	7	6	8	7	9	8	8	7	9	7	8	9	10	9	11	12	10	13	14	13	14	15	17	16	17	18	0	3	1	3	1	1	3	5	4	3	4	7	5	3	3	1	8	3	2	5	5	2	3	15	20	16	16	17	8	9	5	8	4	27	21	24	38	33	37	36	35	39	40	40	36	41	24	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	2	2	5
64500	-229.587700061596848	-236.443188012556220	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.709161584317835	0	2	2	4	3	4	3	5	6	4	7	5	4	5	5	5	8	5	5	7	7	7	7	8	8	9	8	8	7	8	7	9	8	9	11	10	11	10	14	14	14	15	15	14	16	17	17	0	1	1	7	1	2	3	5	10	3	18	7	3	2	10	6	29	7	1	15	8	12	18	12	19	16	16	29	8	14	19	21	18	16	32	24	38	33	38	36	32	39	44	36	40	41	36	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	1	2	2	2	2	1	2	3	1	1	2	2	1	1	1	2	2	2	2	1	1	2	1	1	2
65000	-249.933290407561600	-256.788778358520972	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659437961240800	1	4	2	3	4	3	3	5	6	5	6	5	4	5	5	6	5	6	7	6	6	8	7	7	7	9	8	8	8	7	7	9	8	10	11	11	12	10	13	14	12	15	14	15	16	18	18	0	3	1	3	1	1	3	1	12	4	2	7	4	6	7	6	4	7	5	5	5	15	9	5	20	16	16	21	17	10	17	8	9	16	8	24	38	10	37	10	35	39	36	40	43	41	45	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	3	2	2	3	1	4	1	2	1	1	1	3	1
65500	-229.834368156722917	-236.689856107682289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.780342706961624	1	3	2	4	4	3	3	6	6	4	6	5	4	5	5	5	8	6	6	6	5	8	7	8	8	9	8	8	7	5	8	9	8	6	11	11	12	12	13	14	13	14	15	15	16	15	17	0	1	1	3	2	1	3	6	4	3	12	3	7	1	7	5	18	3	5	10	1	9	30	15	14	16	34	8	21	10	19	17	9	16	28	24	33	33	37	36	35	37	36	36	43	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	1	1	1
66000	-213.090963744867167	-219.946451695826539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715927604435421	0	2	2	4	4	3	4	5	6	4	6	4	5	4	5	4	6	5	5	6	7	6	6	7	7	8	6	8	7	8	7	9	8	9	11	12	11	12	12	14	12	15	16	16	16	16	18	0	1	1	3	2	3	3	5	12	3	7	3	4	2	4	2	6	3	2	15	17	3	3	15	20	16	16	17	8	12	2	21	12	27	32	15	33	33	33	36	32	39	40	40	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	2	1	2	2	1	3	1	2	2	1	1	2	1	1	1	2	1
66500	-249.224278413754490	-256.079766364713862	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681038340629634	0	4	3	5	4	4	2	5	7	4	6	4	5	5	5	5	7	4	6	7	6	6	7	8	6	7	8	9	6	9	8	10	8	9	12	11	11	11	13	14	13	13	15	13	15	18	17	0	1	7	12	1	7	1	1	12	7	7	7	12	2	12	6	8	3	2	25	2	3	12	15	3	16	16	8	8	24	19	21	22	26	32	30	33	3	38	24	32	38	44	36	44	41	45	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	2	2	2	3	1	3	1	2	1	1	1	2	1
67000	-233.420767364154528	-240.276255315113900	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.791424313427341	-1	3	3	3	2	3	2	4	6	5	6	4	5	4	6	6	6	5	6	7	5	7	7	8	8	9	8	8	8	8	8	9	8	10	11	12	10	11	12	13	14	15	16	16	15	17	18	0	1	7	7	1	1	1	5	4	3	10	4	4	5	3	14	21	3	14	15	8	10	10	15	15	16	16	17	8	12	9	21	4	27	32	24	33	37	37	15	32	38	45	40	36	41	45	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	2	4	2	2	1	2	1	2	2
67500	-243.506337936780028	-250.361825887739400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.821683358543885	0	2	3	4	4	3	2	5	7	4	6	5	5	2	5	6	7	5	4	7	7	5	7	8	6	6	8	7	8	9	8	8	8	10	11	10	11	12	12	13	13	13	16	17	15	16	18	0	1	7	7	2	2	1	14	12	3	7	10	7	1	3	7	8	3	1	25	8	4	12	10	15	6	16	22	17	33	2	8	13	27	32	24	33	37	37	24	32	39	36	43	40	41	40	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	2	1	1	2	2	1	3	1	1	1	2
68000	-205.754290471802307	-212.609778422761678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.845304447018700	0	2	2	4	4	4	3	5	6	4	6	5	5	5	5	5	7	5	6	6	7	7	7	8	8	9	7	9	8	7	8	9	7	9	12	11	11	12	13	15	13	14	15	16	17	17	18	0	1	1	3	2	3	3	5	10	3	10	6	7	5	10	6	8	10	2	15	8	7	10	22	20	16	16	8	8	19	19	21	18	27	32	24	33	37	37	24	21	39	36	40	40	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	2	1	1	2	2
68500	-218.228332742653890	-225.083820693613262	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817318470340842	0	2	2	5	4	3	3	5	6	4	6	4	5	5	4	4	7	5	6	6	6	7	8	8	8	7	8	9	6	9	8	8	6	9	11	11	10	11	12	15	13	12	14	17	15	18	17	0	1	1	7	6	2	3	5	18	3	4	3	3	5	7	6	8	12	5	7	8	12	18	15	20	16	26	17	8	9	19	21	12	26	32	24	33	37	37	36	32	37	36	45	43	41	45	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	2	1	2	1
69000	-227.850959799500629	-234.706447750460001	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.795533820821449	1	3	3	4	4	4	2	5	6	4	6	4	4	5	5	6	7	6	7	6	6	7	7	7	8	8	9	8	7	8	8	8	8	10	10	12	10	11	13	13	11	14	15	14	16	17	17	0	7	7	7	2	1	1	2	3	7	10	3	3	1	4	6	8	3	5	15	8	9	4	15	20	16	26	17	8	7	19	21	18	27	32	24	15	37	37	24	32	39	36	24	44	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	2	2	1	1	2	1	1	2	5	1	4	3
69500	-225.758370831303637	-232.613858782263009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768803190621733	1	3	3	4	4	3	2	5	7	4	6	4	4	5	5	5	7	4	5	6	7	6	6	8	8	7	7	8	7	9	7	9	8	8	10	11	10	11	13	13	14	14	16	17	16	16	16	0	7	7	2	1	1	1	2	10	7	18	3	7	2	7	6	8	7	2	15	8	18	18	20	20	16	16	8	8	22	19	21	3	26	32	24	9	33	38	24	32	37	36	43	36	32	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	2	1	2	3	2
70000	-225.294156325738498	-232.149644276697870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699954963648967	1	3	3	5	4	3	2	4	5	3	6	4	4	4	5	4	6	5	6	6	7	7	8	9	8	8	6	8	7	8	8	9	9	10	11	11	9	12	14	15	14	14	14	16	15	18	17	0	1	7	10	3	1	1	1	3	7	12	7	3	1	10	6	8	3	5	15	8	10	12	15	20	16	16	17	8	18	14	21	9	26	21	24	22	37	37	24	32	37	36	40	36	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	1	1	1	2	3	2	3	1	1	2	2	1
70500	-239.539872841991809	-246.395360792951180	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560582954696586	0	2	3	5	4	3	4	5	7	5	6	4	4	4	5	5	6	2	6	7	7	8	6	6	8	9	8	9	7	8	7	9	8	10	11	11	11	12	14	14	13	13	14	16	17	16	18	0	1	18	18	1	1	18	14	10	18	7	18	18	1	18	5	8	1	2	15	8	23	14	15	20	16	16	8	8	7	14	21	3	26	32	24	33	30	42	24	32	37	36	36	44	41	24	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	1	3	2	2	1	1	2	1	1	2	1	2	1	3	2	1	2	2	1	2	5
71000	-219.125615572456439	-225.981103523415811	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710673274261926	1	3	2	4	4	4	3	5	6	3	6	4	5	5	6	6	7	5	6	6	6	6	8	8	7	9	8	9	8	9	7	9	9	10	10	11	11	12	13	13	13	15	15	16	15	17	17	0	1	1	7	2	1	3	2	10	3	4	7	3	2	7	6	8	7	2	12	8	18	4	18	15	16	16	17	8	17	19	17	3	27	32	15	33	37	37	24	32	39	36	45	40	41	40	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	2	1	1	1	4	2	1	2	1	1	2	2
71500	-209.337271807986326	-216.192759758945698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833024967090740	0	3	2	3	5	3	3	5	6	3	4	4	4	4	5	5	7	6	6	6	7	6	7	9	7	9	7	8	6	8	8	9	8	9	11	11	10	10	13	13	13	14	15	17	17	17	15	0	3	1	3	2	1	3	2	4	3	3	4	3	1	3	6	8	15	14	15	8	12	18	9	20	16	16	8	2	9	19	21	9	16	32	24	33	33	37	36	32	39	36	43	47	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	2	1
72000	-212.802209963988616	-219.657697914947988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829159857152012	0	3	3	3	4	2	1	5	4	4	7	5	3	5	5	5	7	5	7	7	6	7	7	9	8	7	9	9	8	7	5	9	8	9	12	11	10	11	12	14	13	14	16	16	16	16	18	0	1	7	7	3	1	1	2	7	3	12	9	7	5	4	6	8	3	31	15	2	3	10	15	20	16	16	8	8	2	2	21	4	16	32	24	33	37	37	36	32	39	40	40	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2
