step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47
15500	-226.921371993073876	-233.776859944033248	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.805781903081107	0	4	1	3	5	3	4	4	6	4	6	4	4	5	5	4	5	5	6	6	6	7	8	9	7	8	9	8	7	7	7	10	8	10	12	11	11	12	13	13	14	15	14	16	13	17	17	0	4	1	3	4	1	3	1	7	3	15	3	3	2	3	6	8	10	12	10	17	18	15	15	20	16	16	17	17	2	9	21	9	26	21	24	33	37	37	36	32	39	24	43	36	41	45	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	3	2	2	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	2
16000	-231.609178947691419	-238.464666898650790	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685542394956478	0	2	1	3	4	4	3	5	5	2	7	4	5	5	5	6	8	5	5	6	7	8	7	8	7	9	9	9	8	8	6	9	7	8	11	12	10	11	13	14	14	14	15	17	16	15	18	0	1	1	3	2	2	3	6	4	3	18	10	4	5	4	6	5	4	10	5	8	12	4	15	20	16	34	29	8	18	19	17	9	16	32	24	33	37	37	36	32	39	24	40	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	3	1	4	1	1	1	2
16500	-226.086792315798988	-232.942280266758360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776802444692063	0	2	2	5	4	3	4	5	6	4	6	4	5	5	6	5	7	6	6	7	7	7	8	8	8	7	7	8	7	6	8	10	8	9	11	11	11	12	13	13	12	14	15	15	13	16	14	0	1	1	3	2	1	3	1	7	3	7	3	3	6	7	6	14	12	2	15	8	10	18	15	20	16	16	2	8	3	19	21	6	27	21	24	30	37	38	24	32	39	45	36	15	41	36	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	2	1	2	2	3	1	1	2	1	1	1	2	3	2	2
17000	-224.463760185290653	-231.319248136250025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748459402485230	0	2	2	4	4	3	3	5	6	4	5	4	5	5	5	5	8	6	6	6	7	7	8	9	7	8	8	9	7	9	7	9	6	10	11	12	10	12	13	14	13	14	15	16	15	16	17	0	1	1	3	2	2	3	12	10	3	4	3	7	2	3	6	8	4	14	3	14	10	9	20	15	16	16	21	1	18	19	21	12	27	32	30	30	37	37	24	32	39	40	36	40	41	43	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	2	2
17500	-216.335069360588648	-223.190557311548019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.877051931865008	1	3	2	4	4	3	4	5	7	3	7	5	5	5	5	5	8	5	5	6	7	8	7	9	7	8	8	9	8	8	8	9	9	9	11	11	11	12	13	14	13	15	15	15	13	18	16	0	1	1	3	1	1	10	2	12	3	18	10	3	2	3	6	8	10	3	15	8	18	15	22	20	16	16	17	23	18	19	21	18	27	32	24	33	37	37	36	32	39	45	40	24	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	2	2	1
18000	-204.507179595710454	-211.362667546669826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.857337572063621	-1	1	2	4	3	4	3	5	6	4	4	5	4	5	6	5	6	6	6	6	7	8	8	8	7	8	9	7	8	8	8	9	8	10	11	12	10	11	13	14	13	14	15	15	16	17	17	0	1	2	3	2	2	3	5	7	3	1	7	3	5	3	5	8	4	14	11	8	18	18	15	20	16	16	10	17	9	19	21	4	26	32	24	33	37	37	36	32	39	40	36	40	41	40	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	2	2
18500	-225.371956946195581	-232.227444897154953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617110385431916	0	4	2	4	2	3	3	4	7	4	7	5	5	5	4	6	7	5	5	6	7	7	8	8	7	9	8	9	8	8	7	9	8	10	12	11	11	12	13	14	12	15	15	13	16	18	17	0	5	1	3	1	5	3	5	3	7	7	3	7	2	3	6	8	7	2	15	8	12	12	15	20	27	16	17	8	5	19	21	22	27	32	24	30	37	37	36	32	39	44	24	40	41	43	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	3	2	1	1	1	2	2	1	1	1	2	2	1	2	2	1	2	2
19000	-237.695310850702498	-244.550798801661870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655591759046837	-1	2	1	5	5	4	4	5	6	4	7	3	4	4	5	4	7	5	6	6	6	7	7	8	7	8	7	8	8	8	8	10	9	9	10	11	12	11	13	15	14	13	15	17	14	18	17	0	1	1	12	3	12	12	6	3	12	10	3	2	1	7	2	8	3	10	15	8	7	18	19	20	16	16	8	17	18	19	21	2	27	21	24	38	33	37	36	35	38	36	43	36	41	36	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	2	2	1	2	1	2	3	1	2	2	1	1	1	2	2	1	2	1	2	2	3
19500	-231.120479148987584	-237.975967099946956	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.876064652524447	0	3	2	4	3	4	3	5	7	4	5	5	4	4	5	6	6	6	6	5	7	5	6	9	6	8	8	9	7	7	6	9	8	9	11	12	11	10	13	15	14	14	16	14	15	18	18	0	1	1	7	1	1	3	5	1	3	14	10	3	1	7	6	14	10	2	3	8	7	12	15	20	16	16	17	8	3	4	29	30	27	32	24	38	33	37	24	32	38	44	36	36	41	45	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1
20000	-222.074883056568297	-228.930371007527668	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753501539994672	-1	2	2	4	4	3	3	5	6	5	7	3	5	5	4	5	7	5	6	6	6	7	7	8	7	7	8	8	7	9	7	9	7	10	11	11	10	12	13	13	13	15	15	15	16	16	18	0	1	1	3	1	2	3	4	10	7	10	3	3	2	12	6	8	7	5	15	14	12	14	22	20	16	16	2	8	33	19	21	3	27	32	11	33	37	37	36	32	39	24	40	40	41	45	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	2	2	2	1	2	1	1	1	1	2	1	2	2	2	2	1
20500	-212.144958443010836	-219.000446393970208	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766549281921686	1	3	3	4	4	3	2	5	7	5	7	5	5	5	5	5	7	5	5	6	7	7	7	9	7	8	8	8	7	9	7	10	9	10	12	11	10	11	13	15	13	14	14	16	15	17	16	0	1	7	3	2	1	1	2	12	4	10	7	7	1	7	6	8	3	2	15	8	4	12	15	20	16	16	17	8	12	19	21	18	27	32	24	33	37	38	36	32	39	36	40	24	41	36	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	3	2	1	2	1	3	2	2
21000	-248.381779928193652	-255.237267879153023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.725533493990594	1	2	3	4	4	3	2	5	6	4	6	5	4	5	5	5	8	5	7	7	7	6	6	9	8	9	8	7	8	8	7	10	7	10	11	12	11	12	11	13	13	15	15	17	16	17	18	0	1	7	3	2	1	1	5	10	1	12	7	3	3	3	6	8	7	22	22	8	1	5	18	15	14	16	8	33	12	14	17	2	27	21	24	33	37	12	24	32	39	40	43	36	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	1	2	2	1	2	1	1	1	1	1	3	1	2	2	2	1	3	2	1	2	2	1	2	2	1
21500	-219.759822163862452	-226.615310114821824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753398455378733	0	2	2	5	4	3	4	5	6	4	6	3	5	6	4	5	6	4	7	6	7	7	7	9	8	8	8	8	7	8	8	9	9	9	11	11	9	11	12	15	13	14	15	17	17	17	18	0	1	1	10	2	1	3	2	18	3	18	3	12	5	3	6	8	12	14	15	8	4	18	15	20	16	16	21	8	4	19	21	9	16	17	33	2	37	37	36	32	39	36	40	43	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	1	1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1
22000	-226.503202548606765	-233.358690499566137	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754761795544837	0	2	2	4	3	3	3	4	7	5	7	4	3	5	5	6	7	5	6	6	5	7	8	9	8	8	8	7	7	9	7	8	7	8	11	12	10	11	11	14	13	13	16	17	15	17	18	0	1	1	3	2	1	3	2	7	3	3	3	3	5	7	6	21	7	14	12	8	12	22	15	20	16	16	8	8	22	19	17	18	16	32	24	33	37	37	24	32	39	45	45	24	41	43	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	2	2	2	1	1	2	2	1	1	1	3	2	2
22500	-205.296786839476198	-212.152274790435570	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801901872211396	0	3	2	3	3	4	3	6	6	4	6	4	5	5	5	5	7	5	5	6	7	7	7	8	7	8	7	8	7	6	8	10	9	9	12	11	10	11	14	14	14	15	15	16	16	17	17	0	1	1	3	1	5	3	5	10	3	12	4	5	5	12	2	8	4	2	15	5	9	30	9	20	16	16	17	8	4	19	21	22	27	32	24	9	37	37	24	32	39	36	40	40	41	43	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	3	2	1	2	1	1	1	1
23000	-233.279715445800861	-240.135203396760232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673411492269381	1	3	2	4	4	3	3	5	6	5	7	4	4	5	5	4	8	5	5	7	7	8	6	8	7	8	6	7	7	8	7	9	9	9	11	11	11	11	14	14	14	15	15	14	16	17	15	0	1	1	7	1	1	3	1	12	3	18	7	3	1	4	6	8	12	2	15	8	9	12	15	15	27	16	8	8	12	19	28	9	27	32	24	33	33	37	36	21	39	24	36	40	41	40	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	2	1	1	1	2	1	1	2	2	1	2	1	1	1	2	2	1	2	2	2	2	1
23500	-228.611926352184781	-235.467414303144153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773376985464496	-1	3	2	4	4	1	3	5	7	4	7	4	4	5	5	4	8	6	7	7	7	6	7	8	8	9	7	8	7	7	6	9	8	9	10	11	12	11	13	13	14	15	13	16	16	16	16	0	6	1	7	2	1	3	2	18	7	4	3	3	2	10	6	8	4	31	15	8	12	10	5	20	16	16	8	8	13	4	28	9	27	21	24	38	33	38	36	32	39	36	36	36	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	3	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	2	1	2
24000	-211.792801420056492	-218.648289371015863	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.906537818172008	1	3	3	4	4	2	4	5	6	4	7	2	5	5	5	4	7	5	6	6	6	6	6	7	7	7	9	9	7	6	6	9	8	10	12	10	11	10	13	13	14	14	15	16	15	17	17	0	1	12	12	12	1	12	5	10	12	18	1	7	5	3	6	8	12	14	18	8	5	7	18	20	16	26	8	8	14	5	22	30	27	28	15	38	33	37	24	32	39	40	40	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1
24500	-222.301332985194506	-229.156820936153878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.849233983228358	0	2	2	5	4	3	3	5	5	3	7	4	4	4	5	5	6	5	6	6	6	7	8	9	8	7	9	9	8	8	8	10	9	7	10	12	11	11	12	14	13	15	14	16	17	18	15	0	1	1	10	2	2	3	1	7	3	7	7	3	1	3	6	8	7	5	15	5	19	4	22	20	16	26	8	17	10	19	21	7	16	29	24	33	33	37	36	32	39	36	40	47	41	40	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	1	1	2	2	1	1	1	3	1
25000	-192.285240407178264	-199.140728358137636	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.942169653830526	1	4	2	3	3	3	3	5	6	5	6	5	4	5	4	5	7	5	6	6	7	7	8	8	8	9	7	7	8	6	8	10	8	9	11	12	10	12	12	14	14	14	16	16	16	18	18	0	5	1	3	1	1	3	5	18	7	3	7	7	5	3	6	8	4	2	15	8	10	22	15	20	16	16	8	8	7	19	29	22	27	32	24	33	37	37	36	32	39	36	40	36	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1
25500	-209.636549652336384	-216.492037603295756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790799282678755	1	3	2	3	4	3	3	5	6	4	7	5	4	5	4	5	7	6	5	6	7	7	8	8	8	8	9	8	7	6	7	9	8	10	11	10	10	12	13	14	13	14	16	16	16	16	17	0	1	1	3	1	1	3	2	10	7	30	7	7	2	4	6	8	4	2	15	8	9	10	15	20	16	16	17	8	4	19	21	6	16	32	24	33	37	37	36	32	39	40	24	40	41	44	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	3	2	1	1	2	1	1	2	2	1	1	3	1	2	1
26000	-226.034892761910498	-232.890380712869870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.828381065950493	0	4	2	4	5	4	3	6	5	5	6	4	3	3	5	5	8	4	5	6	5	7	7	9	7	8	8	9	7	8	7	8	8	9	11	10	11	12	14	13	13	15	13	17	15	16	17	0	1	1	3	14	14	3	2	4	4	4	7	3	1	7	6	8	7	2	15	18	4	18	15	20	16	16	22	8	18	19	21	7	27	17	24	30	37	37	24	32	39	24	45	36	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	2	2	1	1	1	2	1	1	2	2	1	2	1	3	1	1
26500	-239.488330894035158	-246.343818844994530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724916463727273	1	3	2	5	4	4	3	5	6	4	7	4	4	6	6	5	7	6	6	7	7	7	8	9	8	7	8	8	7	9	6	8	7	9	11	11	9	11	14	14	13	13	16	15	15	17	18	0	1	1	7	1	1	3	2	10	3	4	3	3	1	5	5	8	12	7	15	8	18	12	15	19	16	26	21	8	22	7	17	12	27	32	24	33	37	37	15	32	37	40	40	40	41	45	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	5	2	2	1	1	1	2	2
27000	-243.941330386110877	-250.796818337070249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612583160483644	0	4	2	4	2	2	3	5	6	3	7	5	4	4	6	4	7	5	5	6	6	8	8	9	8	8	8	9	8	8	8	10	8	9	11	10	10	12	14	14	13	15	14	17	17	15	17	0	5	1	3	1	1	3	10	12	3	9	7	3	5	7	6	8	3	5	3	8	15	9	20	20	16	16	8	8	5	19	21	18	27	21	30	13	37	37	30	35	39	24	40	43	41	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	2	2	2	2	3	2	2	1	1	2	1	2	1	2	3	1	1	2	1	2	1	3
27500	-207.342048297418586	-214.197536248377958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.886256609976323	1	2	2	4	3	4	3	5	6	4	6	5	4	5	5	6	7	3	4	6	7	7	8	8	7	9	7	8	7	8	7	9	7	9	11	11	11	12	13	14	12	15	16	16	17	17	18	0	1	1	3	1	2	3	2	5	3	18	7	7	5	7	6	8	3	1	15	8	10	22	20	20	16	16	17	8	18	19	21	4	27	17	24	33	37	38	36	35	39	40	40	40	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	1
28000	-215.040450655957329	-221.895938606916701	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755773665770015	1	4	2	4	2	3	4	4	6	3	7	5	4	5	6	5	8	5	6	6	7	7	7	9	8	8	8	8	6	8	8	8	8	9	12	11	10	11	13	13	13	14	14	15	15	17	17	0	1	1	3	1	1	10	5	7	3	10	4	3	1	10	6	8	10	2	7	8	18	4	11	20	16	16	8	8	4	19	21	22	27	21	15	33	37	37	24	32	39	36	40	40	41	45	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	1	1	2	2	2	1	2	1	1	1	1
28500	-211.854858691870220	-218.710346642829592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.857817208311819	0	3	2	4	5	4	3	5	6	4	5	5	4	6	5	5	6	6	5	7	6	7	7	8	8	8	7	8	7	8	7	9	8	9	11	11	9	11	11	14	13	13	15	16	16	16	18	0	1	1	3	2	1	3	2	4	3	2	10	3	2	3	6	8	3	2	9	8	4	12	22	20	16	5	17	8	9	5	14	18	27	32	24	33	37	37	24	32	39	40	40	43	41	45	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	2
29000	-223.099966120757159	-229.955454071716531	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751650577447624	0	4	2	5	3	4	4	6	6	4	6	3	5	5	4	5	5	4	5	5	7	7	5	8	7	9	8	8	7	7	8	8	8	10	12	10	10	11	13	15	14	14	14	14	17	17	18	0	5	1	10	1	1	12	17	3	3	12	3	7	5	3	2	5	12	5	10	8	18	12	15	20	16	16	8	17	4	19	21	10	27	32	24	33	37	38	24	35	39	24	36	43	41	45	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	4	1	1	3	1	1	2	1
29500	-212.291257374041351	-219.146745325000722	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758233349930321	0	2	3	4	4	4	4	5	6	5	6	4	4	6	5	6	7	5	6	7	7	6	7	9	8	8	8	8	7	9	8	9	8	10	12	11	10	11	13	14	14	14	15	16	17	17	16	0	1	2	3	1	2	3	2	10	12	3	3	3	7	7	6	8	4	5	15	8	3	7	15	20	16	16	8	8	18	22	21	10	27	17	20	33	37	38	24	32	39	40	40	40	41	40	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	3	2	1	1	1	2	3	1	1	1	2	1	1
30000	-223.474525037577621	-230.330012988536993	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683932443627221	0	1	3	4	4	3	2	3	6	4	6	4	4	6	5	5	7	5	6	6	7	7	7	9	7	9	9	7	7	6	7	9	8	10	11	11	11	10	13	14	13	14	15	15	16	17	17	0	1	7	7	2	1	2	1	3	7	12	7	3	5	3	6	8	10	5	15	8	30	7	15	20	16	28	8	8	3	19	17	18	27	21	24	33	30	37	36	32	39	36	36	40	41	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	3	2	1	1	1	1	1	2	1	2	2	1	2	2	1	2	2	1	2	1
30500	-214.606148897886442	-221.461636848845814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756509332896427	0	2	3	3	4	3	2	5	5	5	6	4	5	2	6	5	7	4	6	6	7	7	7	8	8	9	7	8	7	7	8	8	8	10	10	11	10	11	13	13	13	14	16	16	15	18	18	0	1	7	7	2	14	1	18	7	3	18	7	7	1	12	6	8	7	5	10	8	9	4	15	20	16	16	8	8	12	19	21	9	27	32	24	33	37	37	24	35	39	40	24	40	41	45	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	4	1	2	1
31000	-240.188423858974232	-247.043911809933604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628252485901705	0	2	2	3	4	4	3	5	6	3	6	3	5	5	5	6	6	5	6	6	7	7	7	7	8	8	8	8	8	7	6	9	9	9	11	10	12	10	13	13	14	15	15	17	15	17	15	0	1	1	3	2	2	3	2	4	3	3	3	4	2	10	6	8	10	2	15	8	7	18	15	20	16	16	17	8	10	7	21	30	16	32	15	33	33	37	22	32	39	36	24	36	41	24	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	2	2	1	1	1	2	2	1	3	5	1	2	3
31500	-202.485835805329373	-209.341323756288745	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.830983790502841	1	3	2	4	3	3	4	5	6	4	7	4	5	5	6	5	7	5	6	6	7	7	7	8	8	7	8	8	7	8	7	9	8	9	11	12	11	9	13	14	13	14	14	15	16	18	17	0	1	1	3	1	1	3	5	12	3	4	6	3	1	12	6	8	7	13	12	9	12	7	15	20	16	16	8	8	9	19	21	10	26	17	24	38	22	37	24	35	39	36	36	43	41	45	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	3	1	1	1	1	1	2	1
32000	-235.262316158225246	-242.117804109184618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704188267084677	0	3	1	3	2	3	4	5	5	3	6	2	4	6	4	5	6	6	5	6	6	6	8	9	8	8	9	8	6	7	7	9	8	8	11	11	12	11	13	14	13	14	15	17	17	16	18	0	5	1	3	1	1	3	2	7	3	3	3	10	2	4	6	8	7	5	15	8	4	4	30	20	16	34	21	8	22	19	21	9	16	28	24	38	30	37	36	32	38	36	43	43	41	43	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	1
32500	-203.078911298517937	-209.934399249477309	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.805593658640946	0	2	2	4	4	3	3	5	6	4	5	3	4	4	5	5	7	4	5	6	6	7	6	7	8	8	7	7	8	8	7	10	8	9	11	12	11	12	13	15	12	14	15	16	14	15	18	0	1	1	3	2	1	3	5	12	3	7	3	3	2	12	6	8	7	14	15	8	9	10	15	20	16	16	8	8	9	19	21	9	27	32	24	9	33	37	45	32	39	36	36	36	41	45	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	2	2
33000	-253.918538124506796	-260.774026075466168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659727215433265	0	2	2	5	5	3	3	5	7	5	7	4	4	3	5	5	7	6	5	6	7	7	6	8	8	8	8	9	8	9	8	9	8	9	10	12	11	12	13	13	13	15	14	17	15	15	18	0	1	1	7	1	1	3	1	5	3	18	3	7	1	12	6	10	2	2	4	8	4	12	15	20	16	16	9	8	12	14	21	9	6	9	24	33	37	37	24	32	39	24	36	36	41	45	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	3	2	2	2	1	1	3	2	1	2	2	1	2	2
33500	-220.977068138180528	-227.832556089139899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831538134326316	1	4	2	4	3	3	3	5	5	4	6	3	4	4	5	5	7	5	5	7	7	7	8	8	8	8	8	9	8	6	7	9	8	10	10	11	10	12	13	14	14	14	15	16	16	18	16	0	1	1	12	1	1	3	5	12	3	4	3	7	5	4	6	8	12	2	15	8	13	30	30	20	16	16	8	8	14	19	21	18	27	32	24	33	37	37	24	17	39	36	40	40	41	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2	1	2	3
34000	-214.301766363897684	-221.157254314857056	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719128220095141	0	1	2	4	3	3	3	4	6	4	6	4	5	4	5	6	7	5	6	6	6	7	7	8	7	9	8	8	7	8	8	9	8	9	11	12	11	12	13	14	13	14	14	16	13	17	17	0	1	1	3	2	2	3	2	10	7	14	3	4	1	7	6	8	7	5	15	8	15	3	15	20	16	16	22	8	22	19	21	23	27	32	24	33	37	37	36	35	39	24	40	36	41	45	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	2	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2
