step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-364.595024021342283	-371.450511972301683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637374606470668	0	1	1	2	2	3	2	3	3	3	4	4	4	5	3	5	7	5	5	5	6	8	4	6	6	7	7	8	7	9	6	8	8	9	9	10	10	10	11	9	11	9	11	10	11	13	12	13	12	14	14	12	13	15	13	13	14	14	14	14	15	16	15	12	16	15	15	18	18	17	20	21	22	21	20	22	0	1	1	2	3	3	0	5	7	7	7	2	9	9	7	9	11	10	1	13	14	17	9	19	18	21	14	27	16	25	16	24	25	28	32	35	35	34	34	32	32	32	37	34	44	41	34	36	39	43	64	41	36	60	43	43	53	64	52	49	43	56	50	45	55	56	51	66	58	60	70	75	71	70	70	75	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	3	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	3	2	1	2	1	2	2	1	2	2	2	2	2	1	1	2	2	1	3	3	3	2	1	2	4	2	2
5500	-369.102751511953500	-375.958239462912900	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685004335453273	0	2	1	2	2	3	2	3	3	3	4	4	4	5	5	5	7	4	5	5	6	7	6	6	6	7	6	8	7	9	6	8	7	9	9	10	10	10	10	10	10	11	11	11	10	14	12	13	15	13	12	12	13	14	14	14	14	14	14	13	15	16	15	15	13	15	16	18	18	20	19	21	22	22	22	21	0	1	1	1	3	3	0	5	7	7	7	2	9	11	18	9	16	9	12	13	14	27	14	4	11	27	14	23	14	25	11	24	25	28	32	32	32	34	28	24	24	37	37	28	34	41	34	41	54	43	39	41	36	60	65	48	53	51	52	39	43	61	57	51	36	53	64	62	64	60	49	71	71	71	72	70	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	4	2	1	1	2	1	2	2	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	3	3	1	2	1	2	2	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	1	4	1	2	2	3	1	1
6000	-371.533132427527050	-378.388620378486451	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637455330119052	0	2	1	2	2	3	2	3	3	3	4	3	4	5	4	5	7	4	5	5	6	8	6	6	6	7	8	8	7	9	7	8	8	9	9	10	10	10	11	10	11	11	11	11	11	13	12	12	15	14	14	13	14	15	14	14	13	12	14	14	13	16	15	15	15	14	16	17	18	18	20	22	22	22	21	23	0	1	1	1	3	3	0	5	7	7	7	2	9	11	10	9	11	10	12	13	16	14	14	1	18	14	14	23	14	25	23	19	25	28	32	32	32	28	34	24	32	24	37	28	28	41	38	41	60	43	58	41	48	60	43	61	42	45	52	38	43	56	61	45	61	32	58	66	67	49	49	75	75	75	60	75	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	5	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	3	3	5	1	2	2	2	1	1	1	2	2	1	1	1	2	1	2	1	1	4	2	1	1	3	2	3	2	2	2	2	3	1	1	1	2	1
6500	-377.674260971446984	-384.529748922406384	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549542344830492	0	2	1	1	2	3	2	3	3	3	4	4	4	5	5	5	6	4	5	5	6	7	6	5	6	6	8	8	7	9	7	8	8	9	9	10	10	10	11	10	10	11	11	10	10	13	12	13	15	12	14	13	13	15	14	14	14	14	12	14	15	16	15	14	15	16	16	17	18	20	19	22	22	22	22	23	0	1	1	1	3	3	0	5	7	7	7	1	9	18	11	11	7	7	12	13	14	14	9	12	18	14	29	31	14	25	17	24	25	28	32	35	35	28	28	32	32	35	32	28	28	41	45	36	60	37	44	41	37	60	50	50	36	28	41	38	50	55	55	44	56	56	58	62	58	71	49	70	70	71	60	74	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	4	2	1	1	1	2	3	1	2	1	1	1	2	2	1	2	2	1	1	1	1	2	2	2	2	2	3	2	2	3	2	1	1	2	4	3	3	1	1	2	3	4	2	3	2	2	1	1	1	2	1	1	3	1	4	2	2	3	5	1
7000	-359.678958271939393	-366.534446222898794	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663542787078338	0	2	1	2	2	3	0	3	2	3	4	4	4	4	4	5	7	5	5	4	6	7	6	6	6	7	8	8	5	9	7	8	8	9	9	10	10	9	11	10	11	10	11	11	11	13	12	12	15	13	13	13	14	15	13	14	14	14	14	14	15	15	15	15	16	16	16	18	17	19	20	21	22	22	22	23	0	1	1	1	3	3	0	5	7	7	7	1	10	10	7	11	9	15	12	10	14	14	14	2	11	10	14	26	10	33	11	24	25	28	32	35	32	28	28	35	32	32	36	34	34	41	34	36	60	43	44	41	55	60	37	50	55	44	46	39	48	56	57	51	55	56	64	62	67	60	60	71	72	70	70	71	1	1	1	2	1	1	1	1	2	3	3	2	1	1	3	1	3	1	1	1	2	2	2	2	2	3	2	1	2	1	2	2	2	1	1	1	2	1	3	1	2	1	1	2	2	2	1	2	1	2	2	2	1	1	3	1	1	2	1	3	2	1	1	2	2	1	1	2	1	3	3	1	1	2	2	2
7500	-387.949458906714199	-394.804946857673599	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595342281095570	0	2	1	2	2	3	1	3	3	3	3	3	4	5	5	5	7	5	4	5	5	8	6	5	6	7	7	7	6	8	7	8	8	9	9	9	10	9	11	10	10	11	11	11	11	12	11	12	15	14	13	13	14	15	14	14	14	14	14	14	13	15	15	15	16	16	16	18	18	18	19	22	22	22	20	23	0	1	1	1	3	3	0	5	7	7	7	1	11	10	10	9	10	7	12	9	9	27	21	12	9	14	14	23	21	18	10	24	25	28	32	32	36	28	28	35	32	32	37	23	34	41	38	36	60	43	39	48	36	60	43	61	43	44	46	38	37	56	53	58	50	56	51	62	67	60	49	75	71	75	71	71	1	2	1	2	1	2	1	1	2	2	2	2	1	2	2	1	2	3	1	2	2	1	1	1	1	2	2	1	1	2	4	2	2	2	1	1	1	2	4	1	2	2	1	4	1	2	1	2	1	2	2	1	2	1	1	1	2	2	2	4	3	1	1	1	2	2	3	2	1	3	3	2	2	2	1	2
8000	-389.907994923149431	-396.763482874108831	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697090003227769	0	2	1	1	2	3	2	3	3	3	4	4	4	5	4	5	6	5	5	5	6	8	6	5	6	7	7	7	6	9	7	8	8	9	9	10	10	10	9	10	11	11	11	11	10	14	9	12	15	12	13	13	13	15	14	14	14	13	14	14	14	16	15	15	16	16	16	17	18	19	19	22	22	21	20	21	0	1	1	1	3	3	0	5	7	7	7	2	9	9	10	11	11	7	12	13	14	14	18	2	15	9	14	23	14	25	23	24	25	23	32	32	35	28	23	12	36	32	32	38	39	41	28	32	60	36	39	41	48	60	43	50	43	34	52	44	37	56	55	58	61	56	64	62	67	49	60	75	70	71	70	71	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	3	1	1	1	4	2	1	1	2	1	1	2	3	1	2	1	2	3	3	1	2	1	1	1	1	2	2	1	2	3	2	1	1	3	2	1	2	1	3	3	1	1	2	2	2	1	1	2	2	4	1	1	2	1	2
8500	-363.110444567749937	-369.965932518709337	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622601961393435	0	1	1	2	2	2	2	3	3	3	3	3	4	5	5	5	6	5	5	5	6	6	6	6	6	7	8	8	7	9	7	8	7	9	9	10	10	10	10	10	11	11	11	11	11	14	12	12	15	14	14	13	14	15	14	13	13	12	14	14	15	16	14	15	16	15	16	18	18	20	20	22	22	22	21	23	0	1	1	2	3	3	0	5	7	7	7	1	9	9	10	9	15	7	12	13	14	14	14	12	11	14	14	23	22	25	14	24	25	23	24	32	35	28	28	32	35	32	35	34	39	41	45	36	60	43	28	35	48	60	43	37	43	45	52	38	43	56	57	58	61	56	51	62	67	49	49	75	70	70	70	70	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	2	2	1	1	1	1	2	2	2	2	1	1	2	2	2	1	2	3	2	1	2	2	2	1	2	2	1	1	2	1	2	1	2	3	2	2	1	3	1	2	1	1	2	2	2	1	2	1	2	1	2	2	4	3	1	2	2	1	2
9000	-393.009175100282846	-399.864663051242246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622664583860806	0	2	1	2	2	3	2	3	3	3	4	4	4	5	5	5	5	5	5	5	6	8	6	6	6	7	6	8	7	9	7	8	8	9	9	10	10	10	10	10	11	11	11	11	11	14	12	10	15	14	13	13	13	15	14	11	14	14	14	14	14	16	15	15	15	16	16	18	18	20	20	22	22	22	21	22	0	1	1	1	3	3	0	5	7	7	7	2	9	9	10	9	11	9	4	13	14	23	11	12	11	27	11	27	11	25	23	12	25	28	32	32	35	28	28	32	32	24	37	39	34	35	38	32	51	36	39	41	32	60	43	48	48	39	41	38	43	55	55	58	55	50	51	62	51	49	49	75	70	75	71	75	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	2	1	2	2	1	2	2	1	2	1	3	2	1	1	2	1	2	2	2	2	2	1	1	2	3	2	2	2	3	2	1	2	1	2	1	2	1	2	4	2	1	1	1	1	1	1	2	2	2	3	1	2	1	1	1
9500	-378.940904728905707	-385.796392679865107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573112974605671	-2	2	1	0	2	3	2	3	3	3	4	4	4	5	5	5	5	5	5	5	6	6	6	5	6	7	8	7	7	9	7	8	7	9	9	10	10	10	11	9	11	11	11	11	10	13	12	12	15	13	12	12	14	15	14	14	14	14	14	13	14	15	15	15	16	15	16	18	17	20	19	22	22	21	21	23	0	1	1	1	3	5	0	5	7	7	10	2	9	9	10	9	10	10	12	13	14	14	9	2	11	23	22	23	22	33	23	24	25	23	32	35	35	28	23	32	12	32	37	14	28	52	45	36	39	43	39	32	48	60	43	50	48	51	41	44	48	56	55	51	61	56	58	66	67	71	54	75	70	71	71	71	1	2	3	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	1	1	2	1	3	1	3	1	1	1	3	2	1	6	2	1	3	2	1	2	2	2	2	1	1	2	1	3	1	2	2	2	2	2	1	1	2	1	1	2	3	1	1	4	1	2	2	2	2
10000	-391.329433746905067	-398.184921697864468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607102610868731	0	2	1	2	2	2	2	3	3	3	4	3	4	5	5	5	7	5	5	5	6	6	6	6	5	7	8	7	7	7	7	8	7	9	8	9	10	10	11	10	11	11	11	11	11	14	9	13	14	12	14	13	13	15	14	14	14	14	14	15	15	16	15	12	16	16	15	18	18	20	19	21	22	22	22	23	0	1	1	1	3	3	0	5	7	7	10	2	9	9	10	9	15	10	12	13	14	14	13	19	10	22	22	23	22	15	23	24	25	28	2	24	32	34	28	32	32	32	35	34	47	41	28	37	34	37	64	36	35	49	50	50	50	64	41	49	50	61	57	47	61	56	64	56	64	49	49	70	71	72	72	72	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	2	1	3	2	2	1	2	2	2	2	1	2	3	1	2	2	4	1	2	1	1	1	3	1	2	1	1	3	1	2	1	3	4	3	2	1	3	1	1	2
