step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16
85000	-81.769250351988859	-80.368986321147716	-1.400264030841147	0.000034725434634	0.000028106654197	0.809396757536247	0.694602481842573	0	4	3	2	5	4	9	10	7	12	10	13	14	17	19	22	0	3	1	1	6	1	9	9	6	11	5	11	12	13	14	0	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1
85500	-79.022220780947109	-77.660718181177515	-1.361502599769587	0.000077403680099	0.000042129964014	0.544288901514084	0.792221218507259	0	1	3	2	3	6	10	11	8	12	10	10	14	16	18	23	0	1	2	1	2	3	9	11	6	11	9	9	7	11	14	0	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1
86000	-68.184302095664904	-66.816604997054625	-1.367697098610273	0.000049057220762	0.000024143577043	0.492151342212298	0.850534490493372	-1	3	1	3	6	5	9	11	8	11	10	12	14	16	20	22	0	3	1	3	2	2	9	11	6	11	9	11	12	13	12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1
86500	-83.125458634462603	-81.749525880616687	-1.375932753845909	0.000042913703201	0.000019677179092	0.458529039075474	0.720854867133550	-2	3	3	2	4	5	9	11	8	12	12	12	14	16	20	22	0	4	4	1	3	3	9	9	4	9	8	7	8	12	14	0	1	1	1	2	1	1	1	2	3	2	1	1	2	2	2	1
87000	-79.539917325448485	-78.012685191249261	-1.527232134199229	0.000022832081595	0.000026756488300	1.171881249114407	0.879652358868741	0	3	2	2	5	5	9	12	6	12	11	12	14	16	19	23	0	1	1	1	2	2	9	11	6	7	7	9	7	13	14	0	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1
87500	-78.084518147382042	-76.562171370919927	-1.522346776462114	0.000030537383285	0.000035406575078	1.159450197376711	0.902001612377136	-2	3	1	2	4	5	7	11	9	11	10	12	15	16	17	22	0	3	1	3	2	2	2	11	7	11	9	9	12	12	14	0	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
88000	-72.925538544979645	-71.510528559730233	-1.415009985249412	0.000054224294383	0.000046623144175	0.859820209841690	0.830002046145963	0	3	2	3	5	6	8	11	9	12	10	13	14	16	19	23	0	3	1	3	2	5	6	11	7	11	9	8	12	13	12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1
88500	-86.947565144652046	-85.570116193958100	-1.377448950693942	0.000047571518707	0.000034042534322	0.715607473695425	0.614866976985379	-1	2	1	3	5	5	6	11	8	11	9	10	13	16	19	22	0	1	1	3	3	3	3	11	7	11	7	7	12	13	13	0	1	1	1	1	2	2	2	1	1	1	2	1	2	2	3	1
89000	-76.151594575950384	-74.582057057727582	-1.569537518222800	0.000034155200646	0.000043641417451	1.277738576456150	0.910392066326305	0	3	2	3	5	5	10	11	7	10	9	13	15	16	19	22	0	3	1	3	2	3	9	11	5	11	9	9	12	12	14	0	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1
89500	-69.258968588489552	-67.848503831012380	-1.410464757477178	0.000061013249413	0.000051543241047	0.844787673880221	0.925782329597907	0	4	2	2	5	5	9	11	7	11	10	12	14	16	20	21	0	1	1	1	3	4	9	11	2	11	7	7	12	13	14	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
90000	-78.691611671206161	-77.312001098856939	-1.379610572349220	0.000049078305355	0.000035629087489	0.725964094129293	0.858609357240075	0	2	3	2	4	5	9	10	8	12	12	10	14	15	19	23	0	1	2	1	3	3	9	9	6	8	8	9	7	8	14	0	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1
90500	-84.245470905967522	-82.831098962900839	-1.414371943066677	0.000040450226225	0.000015310429606	0.378500469226083	0.777219521630932	-1	3	2	1	5	4	10	10	8	11	12	13	14	16	19	21	0	3	1	1	2	2	9	5	3	9	8	9	12	13	13	0	1	1	1	1	1	1	1	2	3	1	1	2	1	1	3	1
91000	-92.752242250759608	-91.260663299961081	-1.491578950798525	0.000066537188237	0.000020006461359	0.300680895739349	0.654499230799324	-1	4	2	1	3	4	8	10	6	12	12	11	15	16	19	22	0	4	1	1	1	1	9	9	6	8	7	7	11	11	14	0	1	3	2	1	2	3	1	2	1	1	2	2	1	2	2	1
91500	-71.081499784944171	-69.718691653107982	-1.362808131836190	0.000052960021541	0.000027895216131	0.526722144733969	0.626241526830967	0	3	2	3	5	5	9	10	8	11	11	12	14	16	19	22	0	3	1	3	2	3	9	7	6	8	8	7	12	12	14	0	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1
92000	-69.774241470818538	-68.382520641009691	-1.391720829808842	0.000039233547056	0.000030499815942	0.777391243743983	0.870182659174802	-1	3	2	3	5	5	10	10	8	11	11	11	14	16	18	21	0	3	1	3	2	2	9	9	6	8	8	9	12	13	13	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
92500	-85.168030900948708	-83.697957975930336	-1.470072925018375	0.000039458619123	0.000040327265600	1.022014112421048	0.782789585927786	0	4	1	2	4	6	9	12	7	11	11	12	15	17	19	23	0	4	1	1	3	3	9	11	2	7	9	5	12	13	14	0	1	1	1	1	2	2	1	1	1	1	1	4	1	1	1	1
93000	-78.742256495556347	-77.381159136074075	-1.361097359482279	0.000081634337792	0.000047872540198	0.586426514781253	0.682542628440066	0	3	2	3	5	6	9	11	8	11	10	11	14	16	19	22	0	1	1	1	3	3	9	11	5	11	9	7	12	12	14	0	1	1	1	2	1	2	1	1	2	1	1	1	2	3	1	1
93500	-80.725485234410343	-79.338418664486341	-1.387066569924002	0.000041895724855	0.000031785497077	0.758681158684969	0.765520932526812	0	4	2	3	6	6	10	11	8	11	10	11	15	17	19	22	0	3	1	1	3	3	9	11	5	7	9	5	7	13	13	0	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1
94000	-68.472103452463429	-66.956489182216472	-1.515614270246951	0.000051991646141	0.000059386351100	1.142228713799202	0.835069589993524	-1	4	2	2	6	5	9	11	8	12	10	12	14	16	19	21	0	3	1	1	2	2	9	11	6	11	9	7	12	13	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
94500	-87.679598206195152	-86.318530286828448	-1.361067919366709	0.000056952745267	0.000033343716405	0.585462847297451	0.510120560638647	-2	3	1	2	5	6	10	12	8	11	11	12	14	16	19	22	0	3	1	3	2	2	9	9	2	9	5	7	12	12	14	0	1	1	1	1	1	2	1	2	2	2	3	2	2	2	2	1
95000	-71.619996205163659	-69.974542303823682	-1.645453901339981	0.000031257965446	0.000045735609222	1.463166542321142	0.917288300988156	0	4	2	2	6	4	10	12	8	11	10	12	14	16	20	23	0	1	1	1	3	3	9	11	5	11	9	7	12	13	14	0	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1
95500	-73.971706933608090	-72.582578217749926	-1.389128715858166	0.000051590946904	0.000039575606892	0.767103712315023	0.866599283003253	0	2	3	3	5	5	9	12	8	12	11	12	14	17	19	23	0	1	2	2	3	3	9	11	5	9	7	7	12	8	14	0	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1
96000	-72.889962955083888	-71.475760621379166	-1.414202333704725	0.000033060059259	0.000028338333818	0.857177344907701	0.740374499115222	-1	2	2	3	4	5	10	12	8	11	11	12	14	16	19	22	0	1	1	2	2	5	9	11	5	9	9	11	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
96500	-68.812626711216552	-67.368275394646361	-1.444351316570193	0.000047127772764	0.000044756725538	0.949688960733956	0.900065975586964	-1	4	2	2	5	5	9	11	7	12	10	12	14	17	19	23	0	3	1	1	3	2	9	11	5	8	7	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
97000	-74.647571260103987	-73.238950474455606	-1.408620785648379	0.000084901139446	0.000032869414505	0.387149274076654	0.839851402037327	-1	3	2	0	6	5	9	10	8	12	11	13	15	16	18	22	0	1	1	1	3	2	9	7	5	8	8	8	12	13	14	0	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1
97500	-79.909624306709006	-78.544101358572249	-1.365522948136753	0.000046409998921	0.000029847141583	0.643118773483998	0.919172571457774	-1	3	1	3	4	5	6	10	8	12	12	12	15	16	18	23	0	1	1	3	3	4	5	9	7	8	9	8	11	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
98000	-83.332673810339514	-81.924165917217451	-1.408507893122062	0.000059232894026	0.000049648354334	0.838188900786763	0.802771019345660	0	2	2	3	6	5	8	9	9	11	8	11	14	16	17	22	0	1	1	1	1	2	5	11	7	5	5	9	12	13	13	0	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1
98500	-82.677542434986805	-81.033401290503008	-1.644141144483800	0.000032287571419	0.000047139339163	1.459984046224877	0.620973846926774	-1	2	1	1	5	5	8	11	9	11	9	11	15	15	19	23	0	1	1	1	2	3	6	11	7	11	7	11	12	12	13	0	1	2	1	1	1	2	2	1	1	1	1	1	2	2	3	1
99000	-63.879286360045114	-62.461288864747715	-1.417997495297400	0.000027028529759	0.000023501246874	0.869497789314341	0.978654637999367	-1	3	1	2	5	6	8	11	9	11	9	12	14	16	19	21	0	3	1	1	2	5	6	11	7	11	7	9	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
99500	-85.272403923943131	-83.898745318904304	-1.373658605038823	0.000056476360559	0.000026340694667	0.466402126599322	0.775538693656270	0	2	2	2	5	4	6	12	8	12	10	13	14	15	19	21	0	1	1	1	2	2	5	11	7	11	7	9	12	12	8	0	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3	1
100000	-79.256660427406032	-77.873754079569721	-1.382906347836311	0.000048180062223	0.000035697821819	0.740925191294620	0.725421445219730	0	3	2	2	5	5	10	12	8	11	9	12	14	16	20	22	0	1	1	1	2	1	9	11	5	11	9	9	7	12	14	0	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	1
