step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77
10500	-397.174317546165923	-406.225160926617264	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991230302218147	6	0	3	8	7	11	6	15	14	14	14	7	27	12	24	12	21	22	19	13	14	21	25	17	23	21	21	23	23	16	19	21	30	30	27	23	19	25	18	38	25	17	29	26	26	23	27	28	20	23	32	32	35	26	34	29	20	27	28	41	35	33	28	26	21	34	35	29	43	42	37	32	56	31	46	66	57	2	0	2	3	3	5	2	3	1	12	5	2	49	2	19	7	14	37	11	4	1	20	17	4	9	30	24	37	39	4	30	12	9	44	17	14	9	27	11	15	9	7	28	24	37	11	39	18	11	2	13	38	44	32	26	29	14	25	57	74	50	47	50	57	9	29	59	17	53	72	36	65	60	23	69	77	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-414.352704110656703	-423.403547491108043	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966253919125444	1	-2	8	9	3	10	13	13	12	13	0	13	23	13	25	15	16	26	21	16	12	24	21	14	22	22	16	23	10	19	27	18	27	21	17	27	22	19	21	36	18	22	23	25	26	23	30	22	16	29	28	31	34	32	27	32	33	25	27	39	31	28	38	31	28	34	40	33	45	38	26	41	50	36	31	56	60	2	0	11	1	2	2	4	29	4	3	2	6	21	29	39	6	16	43	41	21	4	17	10	10	9	17	6	9	1	35	34	10	49	6	21	37	20	6	20	61	12	10	8	39	13	32	58	14	5	26	38	36	45	36	17	65	15	17	30	68	44	42	71	46	12	35	44	19	70	17	20	66	74	54	34	73	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-403.729230338187278	-412.780073718638619	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999359236632653	4	-1	9	6	2	10	8	7	12	15	14	18	27	17	29	11	19	25	19	9	3	16	21	15	15	25	16	18	31	17	28	17	22	27	23	24	27	24	21	23	27	18	27	22	27	23	25	25	21	22	26	32	29	26	33	35	36	22	26	42	29	25	34	28	13	30	34	35	41	36	40	37	59	41	49	69	52	2	0	8	2	2	21	21	5	21	6	8	65	30	1	35	21	7	39	8	2	2	4	22	8	8	33	6	6	46	9	47	7	6	17	25	42	36	22	9	30	27	9	49	28	14	32	39	10	42	3	12	31	54	44	13	52	55	12	11	67	39	39	31	40	2	35	62	46	57	62	63	64	74	48	60	73	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-385.572793035546454	-394.623636415997794	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990222040463041	2	-2	5	7	10	13	10	12	12	16	16	10	20	17	29	15	21	25	23	16	20	22	26	16	21	23	20	24	24	21	21	11	30	23	21	28	17	28	18	35	13	28	30	20	25	21	32	26	24	20	33	34	28	29	26	32	33	31	26	41	35	36	37	32	27	32	37	34	42	44	31	27	59	39	45	61	56	2	0	2	2	1	12	1	1	5	1	12	2	6	32	17	4	14	27	14	9	24	8	27	32	16	24	10	35	46	9	16	1	72	16	12	13	32	21	9	42	3	24	17	9	50	6	72	19	10	8	31	42	8	22	37	55	72	31	25	58	49	48	66	45	21	23	66	48	40	62	72	31	77	36	57	77	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-399.636917746599124	-408.687761127050464	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972234751071154	3	-2	1	8	7	6	5	9	6	11	12	17	21	12	26	14	15	17	22	18	14	25	25	16	23	25	22	20	29	18	23	22	31	23	20	23	22	24	19	28	22	24	18	27	22	19	34	13	25	27	31	31	31	34	34	30	31	26	27	43	35	32	30	35	33	36	30	34	41	43	36	38	50	33	44	61	47	2	0	2	7	3	1	2	5	2	3	1	14	9	3	32	7	6	8	24	14	1	46	32	8	48	41	46	17	31	10	46	10	50	46	21	9	12	39	8	49	20	16	21	34	16	11	40	6	32	11	45	19	59	56	33	30	49	43	24	71	37	49	38	59	22	44	23	57	64	57	50	68	66	42	55	60	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-403.727777083808917	-412.778620464260257	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972433682832076	1	-4	6	7	7	12	12	9	13	8	17	11	25	15	24	9	16	23	19	15	16	29	22	13	16	18	22	18	31	18	25	17	28	24	21	21	26	25	21	33	16	18	26	23	29	24	27	29	19	30	32	23	31	36	32	29	29	26	18	32	29	38	33	34	32	24	38	26	45	38	32	38	51	24	37	62	47	2	0	2	1	1	3	16	3	16	1	16	5	35	7	30	3	3	14	21	3	6	13	20	3	6	9	25	3	68	7	28	3	66	30	7	5	59	39	6	31	9	7	17	19	20	4	36	37	16	13	48	49	13	71	44	34	30	28	6	43	44	68	39	29	18	11	60	12	67	56	58	60	33	11	56	69	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-405.166016095792884	-414.216859476244224	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996908003201894	5	0	10	6	10	10	11	11	13	14	13	8	21	15	25	17	16	21	24	3	14	26	26	16	22	24	24	18	34	17	24	13	26	26	21	25	18	26	20	34	24	18	23	19	18	18	33	21	22	24	28	28	30	30	28	32	35	23	26	39	33	33	40	29	32	23	39	21	42	42	24	35	48	34	51	62	52	20	0	2	20	2	4	1	12	4	4	8	20	37	6	49	12	3	11	3	2	6	13	9	1	28	8	45	12	71	11	7	12	68	46	24	7	21	14	4	43	35	7	14	24	12	11	27	9	30	17	26	68	41	68	19	64	23	42	16	61	38	15	29	49	59	17	47	46	50	29	7	23	72	54	60	69	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-409.411188291301471	-418.462031671752811	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996583925092063	4	0	3	10	12	11	4	16	14	16	19	17	24	9	28	13	14	27	14	10	4	16	18	20	20	27	20	22	27	19	23	21	28	27	22	21	24	27	14	38	20	21	28	24	26	18	24	22	19	29	30	30	14	32	29	25	35	25	21	29	26	28	40	24	34	30	35	36	41	39	29	45	52	42	43	65	55	2	0	2	7	2	7	2	14	21	19	10	19	49	1	42	20	5	35	7	1	2	6	4	14	17	44	19	22	41	20	11	5	49	31	41	53	41	8	21	65	19	9	11	30	10	16	11	19	19	35	44	11	7	34	56	41	15	41	14	24	10	30	38	32	15	13	66	56	52	52	58	63	69	65	63	74	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-404.109764104379224	-413.160607484830564	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996066376986861	4	0	10	4	7	15	12	15	8	10	13	13	20	14	25	14	21	26	12	15	16	23	22	18	18	19	22	24	28	19	20	17	27	26	22	27	27	28	19	37	10	26	24	17	12	25	33	16	18	23	29	31	24	31	32	20	32	31	31	39	24	32	26	32	28	32	38	31	40	37	36	35	53	38	45	68	52	2	0	4	2	2	45	3	10	2	4	9	3	21	9	20	9	5	14	9	19	9	21	10	11	16	41	45	32	13	8	20	45	56	35	49	25	7	18	14	33	1	56	25	8	9	25	33	14	1	24	42	14	48	46	50	19	13	38	63	51	39	42	39	46	28	44	13	18	47	57	43	68	69	57	70	77	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-407.794307166813610	-416.845150547264950	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981992194834437	1	-2	7	6	9	9	10	14	12	15	18	16	28	8	23	15	13	21	19	15	18	21	27	20	19	22	24	27	31	18	18	21	27	30	27	25	29	31	22	26	20	24	22	22	28	24	35	22	13	30	9	30	30	27	26	36	28	23	30	37	29	38	39	32	21	33	35	30	34	43	38	40	57	36	50	61	48	2	0	1	2	3	1	3	6	5	14	6	9	30	1	8	5	2	30	49	6	10	10	19	49	5	49	31	10	43	5	5	30	24	46	24	14	22	27	24	21	4	32	3	5	11	11	30	10	9	19	1	54	42	43	19	33	27	9	44	27	26	59	56	26	20	40	40	23	37	62	18	56	75	57	71	73	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-398.133356379234499	-407.184199759685839	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995789530925543	4	-1	6	9	9	13	15	14	12	14	19	13	27	16	29	12	16	25	22	15	16	24	19	22	16	24	16	24	28	18	28	17	18	28	24	17	20	20	18	36	23	21	24	24	29	24	34	20	18	17	9	26	32	30	30	30	31	32	25	41	35	32	29	33	30	28	36	29	45	38	37	39	56	39	43	64	42	2	0	2	3	3	5	4	5	5	3	7	3	49	9	48	3	3	48	3	16	2	38	27	39	4	30	4	19	23	6	39	6	21	35	30	4	12	39	16	54	33	32	49	33	26	30	20	20	20	4	3	42	28	44	37	11	31	28	30	40	43	43	22	42	37	33	53	43	40	45	62	47	69	57	45	73	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-404.745236447387640	-413.796079827838980	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978009153913343	1	-2	6	7	6	12	15	16	12	11	16	15	27	12	27	14	6	25	24	14	11	21	26	18	18	19	11	25	28	13	22	21	23	30	27	28	16	21	22	34	19	22	27	26	26	24	32	20	19	25	32	34	30	35	29	28	30	32	25	34	27	36	34	18	35	32	35	25	40	35	37	35	58	44	49	61	46	2	0	2	1	1	17	4	21	1	1	30	27	49	5	20	4	2	24	8	6	17	4	22	5	10	10	5	26	7	3	12	11	24	24	12	33	27	25	49	34	30	64	24	8	37	24	13	3	7	26	68	22	68	57	50	42	39	23	64	41	20	47	47	20	44	26	28	26	40	57	50	42	77	65	72	69	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-393.998600467304584	-403.049443847755924	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979376241183424	3	-6	9	6	4	15	9	15	8	12	18	8	27	12	26	12	19	16	14	16	15	28	22	17	24	17	19	14	34	19	27	21	31	29	24	27	23	29	22	33	20	27	30	20	24	23	37	24	21	27	30	32	34	32	35	24	34	32	31	28	37	37	37	34	26	29	39	28	41	35	31	41	53	35	45	68	55	2	0	9	5	2	10	1	12	5	4	16	4	30	5	20	5	10	7	12	7	5	44	12	4	6	12	3	9	65	19	23	21	42	31	24	27	17	48	18	66	18	6	48	18	27	12	33	41	12	37	23	48	51	35	35	6	60	32	20	45	22	65	52	42	49	65	29	45	53	59	35	71	75	65	63	73	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-386.733719385079212	-395.784562765530552	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983632534710181	3	-1	8	4	10	10	6	14	10	14	15	16	21	19	25	18	22	26	21	15	15	26	26	12	26	27	25	19	25	13	24	19	27	20	25	15	26	28	19	33	17	20	24	22	28	23	28	21	21	26	25	32	30	33	34	29	34	25	27	35	32	34	35	30	33	33	40	30	44	41	41	37	55	41	36	57	51	2	0	1	2	1	7	1	3	2	5	6	6	12	20	39	5	8	24	8	5	6	20	42	3	10	35	19	9	41	7	12	36	28	30	17	3	10	48	30	58	36	11	13	41	14	20	42	6	41	34	32	14	46	56	19	14	51	14	17	34	25	46	21	46	17	27	72	23	72	40	55	62	69	63	53	77	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-402.053077616048142	-411.103920996499482	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999231499224470	1	-1	5	8	8	12	17	9	6	17	12	11	22	11	23	7	15	25	21	10	15	23	24	13	22	9	25	18	27	17	26	13	33	27	28	28	23	30	22	32	23	20	28	15	28	16	27	27	22	25	29	32	32	29	29	33	30	28	28	41	35	32	39	35	33	28	42	26	44	35	37	31	50	39	39	57	55	2	0	1	3	3	5	24	2	1	2	9	9	44	3	24	2	9	46	20	2	16	44	19	3	44	9	17	20	50	12	41	4	41	13	37	27	32	30	4	59	4	32	27	16	44	12	23	15	44	46	11	43	35	29	25	22	66	37	50	64	68	55	52	57	34	41	66	39	74	18	53	13	67	65	29	73	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-393.567899691764410	-402.618743072215750	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964215909165037	5	0	7	7	6	12	15	13	13	13	13	17	24	14	29	15	21	25	22	15	15	23	25	10	21	22	23	25	31	14	24	11	26	31	23	29	21	16	17	39	24	26	23	23	20	22	36	21	22	26	30	31	33	32	28	28	34	29	27	40	30	36	34	31	32	28	36	35	46	32	38	41	60	39	47	63	58	2	0	1	2	2	24	3	24	4	24	3	7	37	3	28	3	7	39	38	32	2	14	25	1	9	7	20	37	45	2	8	5	17	35	14	42	38	11	8	63	7	13	8	8	8	8	34	16	39	17	28	17	18	55	27	48	35	22	14	59	39	58	61	55	33	6	59	19	71	27	17	67	75	68	36	73	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-409.544428444979019	-418.595271825430359	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991777976815003	5	2	9	9	7	11	14	16	13	14	7	12	28	16	18	15	19	15	15	12	17	25	24	11	24	26	24	24	28	17	26	22	14	24	26	21	21	31	17	32	23	22	28	27	26	20	33	25	24	29	28	25	33	24	34	22	33	21	19	41	25	30	40	30	18	29	36	31	46	36	38	36	58	45	48	66	51	2	0	1	2	2	1	4	20	3	20	2	5	41	3	19	6	12	11	6	3	3	7	24	11	9	42	42	58	37	20	25	33	6	56	11	14	12	54	10	18	33	19	23	9	21	30	46	8	3	16	49	12	29	39	56	10	51	6	18	50	30	45	47	45	9	15	66	23	60	66	53	30	77	45	40	73	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-400.024410856547945	-409.075254236999285	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.937835997784737	3	-6	7	2	6	14	5	14	7	15	12	10	27	16	22	12	19	22	12	10	15	21	23	20	22	26	25	23	24	17	18	20	24	24	19	23	26	27	21	35	25	23	29	26	27	17	31	26	10	27	20	27	35	32	32	35	33	27	14	40	33	30	41	36	24	29	38	33	39	38	40	43	51	37	47	64	56	2	0	4	2	2	9	4	4	4	12	7	5	31	12	16	7	19	9	7	1	3	14	24	46	46	35	39	10	14	11	49	21	3	10	3	46	42	23	14	37	46	12	32	18	17	11	26	21	7	42	11	36	13	38	18	52	29	15	5	62	45	42	56	37	51	51	38	36	57	37	33	74	71	26	40	73	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-398.544777886845054	-407.595621267296394	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987615104505544	4	-1	3	9	10	12	12	15	9	10	16	15	28	7	24	15	8	21	18	13	15	24	20	16	18	21	8	24	23	12	22	20	26	30	17	30	22	28	21	26	24	21	27	24	27	22	34	25	25	23	21	31	31	33	34	33	17	28	21	35	25	30	33	33	29	33	41	33	42	43	42	34	46	43	47	61	51	2	0	2	2	14	14	17	5	3	1	9	9	17	2	20	6	1	12	27	27	30	20	8	27	9	57	3	37	20	27	24	11	6	28	30	49	16	51	57	27	19	57	12	12	26	35	62	32	23	18	12	29	28	61	22	43	5	18	35	43	11	41	41	41	40	28	55	31	60	64	52	46	60	55	62	77	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-390.400102669476098	-399.450946049927438	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996342550977647	4	-1	8	5	8	15	12	16	9	11	12	18	27	14	28	13	16	19	19	9	12	18	23	18	25	25	20	25	20	19	24	16	25	21	26	23	25	30	19	39	16	26	27	24	20	21	30	25	25	25	27	34	32	35	33	29	28	28	27	34	35	29	39	32	34	28	38	30	44	37	30	32	59	38	49	70	51	2	0	1	2	2	3	4	21	2	4	4	5	30	20	42	1	20	17	7	2	4	7	30	7	8	12	11	34	14	21	45	3	29	7	24	12	24	33	21	53	7	17	12	39	6	9	58	46	8	16	18	51	56	66	28	6	27	27	49	33	26	31	51	30	48	30	65	33	37	51	31	48	69	42	56	73	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-393.817196250784662	-402.868039631236002	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990918993606543	4	-3	2	9	5	14	13	16	11	13	16	16	29	11	21	19	17	27	20	8	16	24	26	22	9	19	16	23	28	20	27	19	31	21	21	27	21	26	23	34	21	17	27	27	19	23	31	25	22	27	31	32	34	32	31	32	28	25	31	34	36	37	38	27	28	28	39	30	42	40	43	41	56	34	42	67	55	2	0	2	3	2	5	4	14	5	1	20	25	46	5	9	6	14	22	21	3	4	27	30	11	5	14	14	42	45	1	48	12	29	7	14	28	45	41	32	43	27	25	42	39	25	37	38	19	14	8	38	22	44	30	28	65	19	20	36	13	43	29	38	20	24	15	61	30	54	66	60	50	71	56	52	73	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-402.069426547744854	-411.120269928196194	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999676266806245	1	-7	3	4	6	9	13	16	12	9	15	13	26	18	30	7	20	16	23	17	11	24	17	15	24	23	24	27	32	15	26	20	34	30	21	25	21	29	19	31	25	27	26	27	19	27	28	28	24	28	32	21	24	29	29	34	18	30	24	34	29	33	33	16	28	28	36	32	46	37	41	37	58	39	34	67	55	2	0	1	1	3	1	6	6	1	3	21	6	23	6	59	4	24	16	39	21	1	17	11	10	17	12	17	57	58	21	8	7	65	31	9	14	8	32	30	19	32	49	11	25	11	25	37	26	7	39	13	45	45	57	42	43	7	49	30	28	24	27	27	12	41	52	40	54	71	22	40	56	69	63	61	77	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-402.837672121171408	-411.888515501622749	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976386853576815	5	1	6	8	11	15	9	15	11	17	13	6	28	16	22	18	20	14	20	12	15	26	21	19	23	20	26	22	29	15	27	19	31	24	26	22	24	21	19	30	22	21	26	24	28	16	26	25	20	15	28	34	27	30	31	29	20	29	12	41	32	32	36	33	27	33	27	32	41	26	34	34	57	42	44	66	46	2	0	2	1	12	1	2	9	4	5	12	2	17	4	50	59	11	12	21	2	9	39	10	18	38	46	6	50	42	12	57	59	36	41	26	20	38	6	6	42	14	18	38	50	28	3	28	30	14	7	23	19	8	36	31	39	9	44	1	27	65	40	48	27	21	40	23	24	71	57	31	29	69	65	65	73	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
