step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-869.725498824703891	-876.580986775663291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652647752485526	-1	1	2	2	2	4	3	3	4	3	6	4	5	5	6	6	5	6	6	7	6	8	7	7	8	8	8	8	7	8	10	10	9	10	9	9	9	8	9	9	9	10	10	9	11	10	10	13	10	13	13	11	12	11	11	10	10	12	10	11	12	12	13	11	13	11	12	12	12	13	13	13	12	13	12	13	12	14	14	13	14	15	13	14	15	15	15	16	15	15	16	17	17	17	19	18	19	19	19	22	20	19	21	22	22	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	2	3	2	4	3	3	3	4	4	3	4	4	4	4	5	4	4	5	5	5	5	4	5	6	6	5	6	5	5	5	5	5	5	5	6	6	5	6	6	6	7	6	7	7	6	7	6	6	6	6	7	6	6	7	7	7	6	7	6	7	7	7	7	7	7	7	7	7	7	7	8	8	7	8	8	7	8	8	8	8	9	8	8	9	9	9	9	10	10	10	10	10	12	11	10	11	12	12	12
500	-904.748841348084056	-911.604329299043457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.377505676920249	0	1	2	2	2	4	3	2	3	4	6	5	6	5	7	5	5	6	6	5	6	8	6	8	6	8	7	8	7	7	10	9	8	10	9	9	9	7	9	9	9	10	10	9	11	10	11	12	9	12	13	10	12	12	12	10	11	12	10	11	12	13	13	9	13	11	13	13	13	14	12	13	12	13	10	13	12	12	11	11	12	14	11	15	13	16	15	15	15	15	17	17	17	18	18	18	19	20	19	22	21	20	21	22	23	23	0	1	1	1	1	4	2	1	1	1	3	1	17	4	1	1	9	9	8	4	14	4	9	14	10	13	21	15	20	21	4	23	9	27	6	27	17	1	17	21	4	29	16	29	1	3	11	57	23	21	32	9	44	47	12	64	17	2	20	27	0	32	1	1	52	9	55	0	41	9	23	53	1	22	21	9	17	1	1	32	59	1	0	33	45	62	0	47	74	30	85	3	62	55	1	79	90	0	44	33	1	0	1	0	96	78	1	1	1	1	2	1	1	1	1	3	2	3	1	1	4	3	1	3	2	2	1	2	2	2	1	1	1	1	1	1	3	2	3	1	2	1	3	2	2	2	4	1	3	1	5	4	2	1	2	3	1	4	2	1	2	1	3	4	2	2	1	2	7	5	2	2	1	1	3	5	2	1	4	2	3	4	5	4	8	1	1	9	1	5	1	2	1	2	1	2	2	7	2	3	9	4	1	1	6	7	8	1	12	1	3	6
1000	-1094.511055328863904	-1101.366543279823190	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.437867513760819	0	1	2	2	2	4	3	4	5	2	6	3	4	5	5	5	4	6	6	7	5	8	6	8	8	8	7	8	7	8	8	9	8	11	9	8	10	8	8	10	9	10	11	9	11	10	11	13	11	13	14	11	11	12	11	10	10	12	9	10	12	12	13	11	14	12	11	12	12	13	13	12	13	13	12	13	12	14	14	13	14	15	13	13	15	15	15	14	14	14	15	17	17	17	19	17	19	19	19	23	21	20	21	21	21	24	0	1	2	1	1	2	3	1	17	1	3	1	1	8	1	17	4	1	2	9	7	27	17	11	19	27	11	14	8	11	15	28	17	36	24	7	3	9	9	19	9	22	57	22	16	36	28	36	9	32	47	35	39	41	38	29	39	45	4	36	0	23	41	1	50	15	37	0	56	25	3	3	43	40	28	32	3	61	1	18	66	1	0	23	9	73	0	54	71	63	53	32	83	48	42	74	12	0	89	49	12	0	1	0	99	77	1	1	1	1	1	2	1	2	1	1	2	2	2	1	3	1	1	3	2	1	1	1	1	2	1	1	1	3	2	1	1	1	1	2	1	2	4	3	1	2	2	1	1	1	3	1	2	3	4	2	1	1	2	1	1	3	2	1	2	1	1	2	2	6	1	2	1	1	1	3	6	3	2	1	2	2	4	1	6	6	1	9	1	4	5	1	1	1	1	1	2	5	2	2	3	2	8	1	4	6	9	1	10	1	1	6
1500	-730.087898100237226	-736.943386051196626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485256962046492	0	1	2	2	2	5	2	4	3	3	6	4	5	3	6	5	5	4	6	7	3	9	7	7	6	8	7	7	6	6	9	9	9	9	9	7	8	6	10	7	9	10	11	9	11	11	10	13	10	12	13	11	11	12	11	9	10	12	10	11	13	12	13	11	14	12	12	12	12	13	13	13	12	13	12	14	12	14	12	13	15	16	12	15	16	15	16	17	15	16	16	17	17	17	19	18	18	19	20	22	20	20	22	22	21	22	0	1	1	1	1	21	2	3	7	1	18	21	1	3	1	3	21	1	4	4	3	28	5	15	10	12	12	3	10	4	20	36	40	29	6	19	38	1	3	14	36	37	11	27	6	3	33	24	41	21	4	39	26	21	3	1	25	47	19	3	0	32	35	39	50	30	59	0	57	29	52	33	14	29	31	35	32	32	24	26	83	8	0	57	60	57	0	45	1	60	60	87	81	72	76	89	70	0	74	54	44	0	74	0	89	17	1	1	2	1	1	1	1	2	1	1	1	1	3	1	3	1	1	3	2	4	1	1	3	1	2	2	2	2	1	2	1	1	1	2	1	1	1	3	5	2	2	1	2	1	3	4	1	2	1	3	6	1	1	5	4	3	2	1	3	4	1	1	1	1	1	3	1	1	1	4	1	4	3	3	2	3	2	1	2	1	1	6	1	2	4	3	1	5	5	2	3	1	1	1	3	2	2	1	4	4	3	1	6	1	3	8
2000	-967.538119136788168	-974.393607087747569	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441816148072638	0	2	2	2	2	4	4	3	5	3	5	4	5	6	6	5	6	7	7	7	5	8	7	8	8	8	7	9	7	8	10	10	9	11	9	9	8	7	9	9	10	9	11	9	12	10	11	14	9	14	12	11	12	11	12	10	10	13	10	9	11	11	14	12	13	12	11	13	12	13	12	12	12	13	13	13	12	15	14	10	14	15	14	14	16	13	15	16	16	15	16	16	16	18	19	17	19	20	18	22	21	19	22	22	22	23	0	1	1	1	1	5	2	3	12	1	3	10	1	8	3	10	3	17	4	3	2	23	17	27	21	8	15	3	7	10	17	39	10	41	7	23	27	3	3	29	25	16	42	19	17	12	40	58	30	17	26	10	3	1	39	17	28	46	30	1	0	28	23	17	35	21	31	0	31	43	10	14	23	17	67	47	24	15	69	27	49	26	0	1	38	36	0	1	35	6	1	87	41	82	87	74	39	0	89	93	88	0	99	0	89	102	1	1	1	2	1	1	2	1	1	1	2	1	3	2	2	1	2	1	2	3	1	1	1	1	2	3	1	4	2	2	2	1	3	1	3	1	1	3	5	1	1	1	1	1	3	2	1	1	1	5	2	5	6	6	3	3	1	1	1	3	1	1	4	4	2	3	1	1	1	1	3	4	2	2	2	1	3	6	1	1	2	3	1	8	4	2	1	7	4	8	4	1	3	2	2	2	5	1	1	4	2	1	4	1	3	2
2500	-837.331694721046460	-844.187182672005861	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470975572727358	0	1	1	3	3	5	4	3	3	4	6	4	4	6	7	7	5	7	6	7	6	9	5	7	7	8	7	8	6	7	10	10	7	10	8	8	8	7	8	9	10	11	9	9	8	10	11	13	10	12	13	11	12	12	11	11	7	12	11	11	12	12	13	11	13	11	12	12	13	14	13	11	12	13	12	13	12	14	14	14	14	16	13	15	14	15	15	16	15	14	17	17	17	18	19	17	20	18	19	23	18	18	22	22	21	23	0	1	1	3	1	9	5	3	1	3	12	3	3	23	8	6	8	9	4	8	2	23	3	23	9	19	14	21	7	7	28	16	21	9	10	38	6	9	19	30	27	15	26	15	12	35	40	22	16	6	67	12	1	43	12	37	9	10	41	24	0	31	9	29	68	21	34	0	18	53	52	6	27	34	1	59	1	21	47	58	61	42	0	29	1	25	0	47	24	53	45	17	67	62	92	39	85	0	74	91	80	0	99	0	99	102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	3	2	2	1	3	1	1	2	1	1	1	1	1	3	2	1	1	2	1	1	2	2	1	1	2	1	1	3	2	2	1	4	4	2	2	1	1	3	1	1	1	2	6	2	1	2	1	1	3	1	1	2	3	2	6	1	6	4	2	1	1	2	1	6	6	3	1	3	5	1	9	4	3	3	1	3	3	1	3	3	2	1	3	1	1	2
3000	-794.677203634108082	-801.532691585067482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.469701678048169	0	2	3	2	3	5	4	2	4	4	6	4	5	6	6	6	6	6	7	7	5	8	7	8	8	7	8	8	7	8	10	10	7	11	10	9	8	7	9	8	6	9	11	10	10	11	10	12	11	13	13	11	13	11	11	9	11	13	10	10	11	12	14	11	13	11	11	12	12	13	13	13	12	13	13	13	12	15	15	13	14	15	13	15	15	14	15	16	15	16	16	15	17	15	18	18	18	18	18	22	19	20	21	23	20	24	0	1	2	1	1	5	1	1	5	2	1	3	12	5	1	12	12	9	5	8	3	38	13	17	19	12	5	7	16	10	8	13	12	13	18	29	14	7	33	41	9	38	33	17	39	39	24	1	16	20	15	11	32	23	21	21	10	54	9	41	0	59	54	9	66	20	25	0	56	25	52	7	7	48	41	9	1	61	67	32	59	21	0	47	7	39	0	73	9	80	29	59	81	75	75	3	90	0	7	84	80	0	89	0	99	102	1	2	1	1	2	1	3	1	1	1	4	1	1	2	3	1	1	2	2	2	1	1	1	1	1	1	2	3	1	2	4	3	2	3	1	1	1	2	2	2	1	1	2	2	1	2	1	6	4	4	4	2	1	3	3	1	2	1	3	1	1	1	1	3	1	2	1	1	1	3	1	4	4	1	7	3	6	2	3	2	3	5	1	4	8	2	1	2	6	2	5	3	1	1	3	8	1	1	4	4	3	1	2	1	1	2
3500	-829.390000110551341	-836.245488061510741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.434095246042805	0	1	3	3	2	5	3	2	4	4	6	5	5	5	5	7	5	6	6	7	6	6	6	8	9	9	7	8	8	9	10	10	9	9	9	9	8	6	9	9	6	11	9	10	11	11	10	13	9	13	13	11	12	9	12	11	8	11	10	11	13	11	13	9	13	12	12	11	12	12	13	14	13	13	12	13	12	11	13	11	14	15	13	13	16	14	16	16	14	14	16	15	18	15	20	18	19	19	17	23	19	19	20	22	22	23	0	1	2	1	1	5	2	1	3	2	3	3	10	4	4	13	5	1	8	15	9	2	1	5	38	16	21	14	27	17	9	15	24	23	21	6	7	3	9	9	8	31	11	2	22	64	4	44	23	30	41	35	43	16	1	29	23	26	15	36	0	33	23	1	46	41	45	0	52	43	38	71	35	27	1	58	1	30	45	40	34	1	0	13	67	44	0	79	49	80	37	76	87	75	92	55	23	0	74	25	90	0	99	0	96	102	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	3	3	3	2	1	1	1	1	2	4	4	1	1	1	2	2	2	3	4	2	1	2	4	4	2	4	1	1	3	4	1	2	1	6	2	1	1	2	1	1	1	4	3	1	5	1	1	1	3	4	1	3	4	6	1	6	1	1	1	3	8	1	4	2	1	1	1	3	2	4	1	1	1	3	2	6	1	2	7	3	1	2	1	1	2
4000	-647.654799016454945	-654.510286967414345	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470163624931730	0	1	3	2	2	4	3	4	5	4	6	4	6	5	7	7	5	5	7	8	6	8	5	7	6	7	9	5	6	7	11	11	9	11	10	10	8	7	9	8	10	10	10	10	11	11	10	14	11	14	13	11	12	12	10	10	10	13	9	9	13	11	14	11	12	11	12	12	13	12	14	14	11	14	12	13	11	14	13	13	15	13	14	15	15	14	16	13	16	15	17	17	16	18	20	19	20	20	19	21	19	20	21	22	23	23	0	1	1	1	1	7	5	3	3	3	9	3	3	4	1	6	3	7	17	1	6	9	7	12	17	12	38	3	28	28	59	23	1	17	23	20	3	3	12	9	29	40	23	19	16	19	8	3	24	20	1	7	1	33	17	37	22	37	15	15	0	35	17	1	46	29	7	0	42	26	44	3	17	3	17	1	3	61	32	21	55	1	0	73	79	19	0	57	1	41	40	31	76	85	92	74	63	0	48	101	80	0	99	0	99	102	1	1	2	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	4	1	2	1	1	1	1	1	1	1	1	2	3	3	3	3	2	2	2	2	1	2	1	2	1	2	2	4	4	2	3	6	2	5	2	2	1	2	2	1	1	1	1	5	5	1	4	5	1	1	2	1	4	2	6	3	7	4	1	1	3	3	5	1	2	1	3	1	2	9	1	6	3	1	1	2	4	4	1	3	1	3	1	2	1	2	1
4500	-683.647506143462238	-690.502994094421638	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.424482378314900	0	2	3	2	3	4	2	3	4	3	6	4	5	5	6	6	6	7	6	8	6	8	7	8	8	9	8	7	6	7	10	9	10	11	9	9	7	8	10	8	10	10	9	9	12	11	10	13	11	13	11	11	12	11	10	10	8	10	10	11	11	12	12	10	14	11	11	12	12	13	13	12	11	12	12	12	10	13	15	13	14	15	13	11	14	15	16	17	15	16	16	17	15	18	19	18	17	19	20	23	20	18	21	21	22	24	0	1	1	1	1	4	1	4	10	1	3	1	10	3	1	1	12	1	13	29	6	6	1	8	7	9	15	14	9	1	28	17	5	32	28	11	12	3	16	10	10	40	21	25	25	1	57	1	44	3	30	41	3	57	25	38	12	40	15	23	0	37	40	12	60	20	40	0	47	69	52	12	13	7	8	28	1	61	45	23	69	31	0	19	57	39	0	16	1	13	48	58	65	85	87	74	1	0	89	81	90	0	99	0	81	102	1	1	2	1	2	1	1	1	1	2	1	2	1	1	3	3	1	3	1	1	1	2	2	2	3	3	1	1	1	3	2	2	3	2	1	2	2	1	2	3	3	1	1	1	3	6	1	4	1	4	2	1	4	2	2	1	4	1	2	2	1	2	3	3	1	3	1	1	1	1	1	4	2	3	4	4	3	1	1	3	1	3	1	2	5	2	1	4	8	5	2	2	1	2	2	2	7	1	4	4	2	1	1	1	4	2
