step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
1	-1796.671739835957851	-1803.527227786917138	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.921274502976352	0	2	3	2	3	3	5	5	4	6	7	6	7	7	8	7	8	9	9	7	9	9	9	8	9	8	11	10	10	10	10	9	11	11	11	10	11	10	11	13	12	11	12	11	12	15	13	12	13	12	14	14	14	15	13	15	16	15	16	15	17	15	15	16	16	17	17	18	16	18	18	17	18	19	19	20	21	21	20	22	21	23	23	23	23	26	24	26	27	26	27	27	27	27	27	28	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	3	2	3	4	3	4	4	4	4	4	5	5	4	5	5	5	4	5	4	6	5	5	5	5	5	6	6	6	5	6	5	6	7	6	6	6	6	6	8	7	6	7	6	7	7	7	8	7	8	8	8	8	8	9	8	8	8	8	9	9	9	8	9	9	9	9	10	10	10	11	11	10	11	11	12	12	12	12	13	12	13	14	13	14	14	14	14	14	14	14
500	-662.992136823342094	-669.847624774301494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415052826218747	0	2	4	2	3	4	5	5	5	6	7	6	7	8	8	6	9	8	10	8	9	10	9	8	10	9	12	10	11	10	8	8	12	11	12	10	11	10	11	14	12	11	11	10	12	15	13	12	12	13	11	13	14	15	14	16	16	13	16	16	17	15	14	17	16	18	17	19	14	18	15	18	19	19	18	20	21	22	20	22	21	22	23	24	24	26	24	27	27	25	28	25	26	28	26	28	29	0	1	4	1	4	2	5	5	2	9	6	1	6	1	9	1	5	9	5	12	24	13	2	13	20	9	30	31	23	21	4	3	17	31	18	7	26	15	5	12	44	23	2	14	38	17	19	26	36	26	17	18	39	41	2	62	41	49	52	53	8	12	0	20	22	48	69	55	0	0	1	0	71	36	56	43	74	58	38	1	64	81	81	0	66	81	28	2	76	73	82	82	12	52	84	0	93	1	1	1	1	1	1	2	1	2	1	1	4	3	4	2	2	2	1	4	1	1	1	2	1	1	2	1	1	1	1	3	3	1	1	2	3	1	1	4	4	2	2	5	1	1	3	2	2	1	2	1	2	1	2	5	1	2	1	1	1	6	5	1	7	2	4	2	3	1	1	9	1	2	6	2	5	1	5	4	13	2	1	1	1	3	2	7	11	3	3	4	1	11	13	1	1	2
1000	-724.875014299634245	-731.730502250593645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.344937886156157	1	3	3	2	3	4	4	5	5	5	7	6	8	6	7	8	8	8	8	7	9	10	9	7	9	8	11	10	9	11	11	8	11	11	11	10	11	10	11	13	12	11	13	12	10	16	14	12	13	12	12	14	14	16	13	15	15	16	15	15	17	16	16	16	16	16	17	19	16	19	16	16	18	19	20	20	21	21	20	23	21	23	23	22	24	25	24	26	26	27	24	27	27	27	27	28	29	0	1	1	1	1	2	1	4	2	1	7	4	5	1	1	5	14	5	9	10	12	26	15	12	2	5	26	9	24	38	13	2	8	7	11	13	26	19	13	2	13	32	23	26	15	11	41	24	19	2	31	21	9	32	2	27	21	14	27	22	59	31	0	13	25	20	57	27	0	0	53	0	60	47	41	58	32	75	67	49	70	73	56	0	70	25	55	10	87	29	16	43	2	24	51	0	61	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	2	2	2	2	1	2	1	1	1	3	1	1	2	1	1	2	2	3	3	2	1	1	1	1	2	2	1	2	2	1	3	1	2	2	4	1	3	4	5	5	3	2	5	2	2	1	4	1	6	2	4	1	3	1	1	1	1	1	2	6	2	7	1	2	6	1	2	4	1	2	7	7	6	1	9	6	7	6	12	7	1	8
1500	-597.963003626322120	-604.818491577281520	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.373024260747846	0	3	4	2	2	3	5	5	3	7	7	5	8	6	7	7	8	9	10	8	10	10	10	9	8	8	11	10	9	11	11	9	11	11	12	10	11	10	11	13	12	11	13	11	12	14	13	13	14	13	15	14	15	14	12	15	17	15	17	15	17	14	15	15	17	17	17	18	16	19	19	16	16	19	19	20	19	21	21	23	21	23	24	24	24	27	25	26	26	26	26	26	28	28	26	28	28	0	1	1	1	1	1	1	9	4	6	8	6	3	5	1	3	1	1	12	3	3	20	15	9	2	2	18	17	12	13	13	20	15	1	21	7	32	13	13	3	10	17	45	28	13	1	17	37	18	17	30	48	9	39	12	7	48	47	53	34	56	34	0	2	24	58	43	33	0	0	19	0	5	34	60	74	27	13	63	2	61	67	28	0	75	76	64	87	53	29	13	65	88	47	82	0	68	1	1	1	1	1	2	3	1	1	2	1	1	2	2	2	1	5	4	3	1	2	1	2	3	2	2	1	2	2	2	2	1	2	4	2	1	1	1	2	4	2	1	1	1	2	7	2	1	2	4	2	1	7	1	3	5	2	1	1	2	2	1	1	6	3	1	3	4	1	1	7	1	8	6	1	1	4	5	4	10	1	3	7	1	1	3	6	1	5	11	5	6	1	10	2	1	9
2000	-663.790248609464811	-670.645736560424211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.403846987030289	1	2	4	2	3	3	4	6	4	6	6	6	8	7	7	8	8	9	10	8	9	9	9	9	9	7	11	11	9	9	10	8	11	12	10	10	10	9	11	13	10	11	12	11	12	14	13	12	13	13	15	14	14	16	13	14	17	15	16	15	17	16	15	15	16	16	17	19	14	18	18	17	17	19	19	18	22	22	19	21	21	23	23	23	23	25	25	26	27	27	27	27	25	28	27	28	28	0	1	4	1	1	1	5	9	4	5	7	9	14	5	5	5	10	5	29	15	11	12	15	5	3	12	22	24	9	13	24	1	29	1	5	32	1	7	9	3	10	21	35	15	31	34	43	12	42	24	45	6	40	52	20	43	52	19	69	47	31	46	0	31	42	28	62	43	0	0	35	0	9	7	35	59	72	52	65	51	58	70	65	0	80	55	55	64	2	31	93	80	74	73	56	0	10	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	3	1	3	1	1	2	2	1	2	3	1	1	1	1	1	1	3	1	4	4	1	3	3	4	4	2	1	1	2	1	1	1	2	1	2	3	5	1	1	3	1	1	3	1	1	2	1	1	2	2	3	1	2	1	1	4	1	6	6	5	1	3	3	1	3	2	4	4	1	1	5	8	7	12	7	1	3	4	6	6	1	11
2500	-740.931975281414566	-747.787463232373966	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380483604076661	1	2	4	2	3	4	5	5	4	5	8	7	7	7	8	7	9	7	9	7	6	9	9	8	9	7	10	11	10	9	11	8	10	12	10	11	11	10	11	13	13	11	12	12	11	16	14	12	13	12	15	13	14	16	13	15	16	16	15	15	18	14	16	16	16	17	18	18	16	17	17	16	18	19	19	21	21	22	20	19	21	24	23	21	23	26	23	26	26	26	27	27	25	28	27	29	27	0	1	5	1	4	1	3	5	2	4	5	21	10	3	2	5	16	1	1	9	1	16	14	1	9	3	21	38	2	20	27	21	24	33	23	20	12	21	11	2	10	8	9	23	25	3	48	13	37	24	28	36	31	49	10	34	12	17	42	42	35	1	0	13	28	56	70	60	0	0	29	0	57	11	24	74	57	57	69	1	32	71	47	0	3	59	27	13	9	80	52	86	9	12	87	0	55	1	1	1	1	1	2	1	1	1	2	4	1	1	2	3	1	1	3	5	2	2	1	1	5	4	1	2	1	2	1	1	1	1	1	1	2	2	2	1	6	4	2	2	1	1	4	1	3	1	2	2	1	1	1	5	1	4	3	1	2	5	5	1	2	2	1	1	1	1	1	2	1	1	5	4	1	2	4	2	11	5	3	3	1	8	9	5	11	7	3	5	1	8	10	2	1	4
3000	-650.470717883574821	-657.326205834534221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.328635757217700	1	3	3	3	4	2	5	6	5	4	8	7	8	7	8	8	8	9	6	7	7	10	9	8	9	9	12	11	10	8	10	8	10	10	10	10	11	9	12	13	12	9	12	11	12	14	10	12	13	12	14	13	14	14	13	16	16	16	16	12	16	14	15	14	17	17	18	18	15	19	17	15	17	17	18	20	21	21	18	22	20	22	24	23	20	26	21	27	26	27	27	27	27	28	28	29	28	0	1	6	1	4	1	2	1	1	3	21	9	2	3	4	2	9	9	3	3	2	11	6	14	3	12	33	26	13	12	8	3	19	3	42	42	5	15	26	1	6	13	30	25	15	42	21	1	30	21	12	13	49	20	10	49	11	55	50	37	45	35	0	3	40	14	24	53	0	0	33	0	2	13	20	24	65	75	72	2	46	42	49	0	58	66	64	1	41	53	87	58	49	71	86	0	23	1	1	1	1	1	1	1	3	2	1	1	1	3	2	3	3	2	2	1	2	2	1	5	1	3	1	1	1	1	1	2	2	2	3	1	1	3	1	2	5	5	1	2	1	1	3	1	6	2	3	3	3	1	4	4	1	5	2	2	1	2	2	1	4	2	5	5	2	1	1	3	1	6	2	3	7	2	1	1	7	3	8	6	1	2	4	4	14	6	11	4	6	6	8	1	1	9
3500	-801.891574226742705	-808.747062177702105	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.408574681262342	1	3	3	2	3	4	5	6	5	6	8	6	7	6	8	8	8	9	9	7	8	10	9	9	8	9	12	10	10	10	10	10	12	12	9	10	11	10	10	13	12	12	10	12	13	15	13	11	14	13	14	15	12	15	13	15	17	16	16	14	17	13	15	16	17	14	17	16	16	18	18	18	18	18	19	20	21	22	20	21	21	24	23	23	23	23	21	27	25	23	28	28	28	25	27	27	27	0	4	1	1	1	1	5	2	4	1	13	9	7	5	2	2	8	5	2	9	3	23	20	14	3	1	12	10	12	6	12	26	32	39	17	21	16	20	5	20	32	43	21	38	29	62	16	26	43	27	42	48	24	5	5	44	34	40	52	33	53	2	0	1	64	9	24	19	0	0	2	0	29	3	66	75	72	75	32	71	31	41	87	0	46	55	1	74	27	1	2	90	59	1	94	0	3	1	1	1	1	1	1	1	2	1	3	1	1	1	2	3	3	1	3	4	1	2	1	1	1	2	3	3	2	3	2	2	1	1	1	1	1	2	2	2	4	1	1	1	1	1	1	3	1	2	1	1	2	1	7	4	2	2	2	1	1	2	4	1	6	1	4	4	4	1	1	7	1	4	5	5	1	1	3	5	1	6	6	2	1	5	4	7	7	4	11	13	2	9	8	1	1	8
4000	-637.372413956327819	-644.227901907287219	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.394544862127742	1	3	3	2	3	4	4	5	4	7	7	6	8	7	8	7	8	9	9	7	9	10	9	9	9	5	11	9	7	10	8	10	11	9	11	11	12	11	11	14	12	11	12	11	12	16	13	12	14	12	15	14	14	14	13	14	16	16	17	16	16	16	15	17	16	17	18	18	16	19	18	18	17	17	18	20	21	22	20	19	21	23	22	23	22	25	24	27	27	26	27	28	26	28	27	26	26	0	1	4	1	1	1	1	4	5	3	8	7	16	9	5	3	14	5	1	2	1	13	4	17	20	3	19	11	1	15	4	7	19	9	25	28	32	31	21	1	14	9	7	21	17	44	42	2	8	26	19	36	42	1	9	34	54	35	21	42	44	55	0	1	35	48	53	53	0	0	2	0	9	13	45	46	60	49	68	40	40	59	57	0	54	1	1	74	74	29	64	95	20	29	84	0	44	1	1	1	1	1	2	2	1	1	2	1	1	1	1	3	1	1	3	4	2	4	1	4	1	1	1	1	1	2	1	4	4	1	4	1	1	2	1	1	8	2	3	3	1	1	2	1	2	6	5	2	2	2	8	3	3	1	2	4	3	3	3	1	8	4	2	2	1	1	1	6	1	4	3	2	2	2	3	1	2	4	3	3	1	4	9	9	4	6	11	4	1	8	13	2	1	8
4500	-592.457694099662149	-599.313182050621549	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.394168771971429	1	2	3	3	3	4	4	5	5	7	7	6	6	4	6	8	9	10	8	8	8	10	9	8	9	7	11	11	10	10	9	9	10	11	12	10	9	11	11	13	13	12	13	8	12	15	13	12	14	10	14	13	15	15	13	14	16	12	16	15	18	14	16	16	15	18	17	19	17	18	19	18	18	18	19	20	21	20	20	19	19	24	23	24	22	26	24	26	28	26	26	27	25	28	25	28	28	0	1	2	1	2	1	3	1	6	3	4	2	6	2	1	12	5	17	1	15	5	37	44	4	24	3	23	30	2	20	44	1	15	23	25	8	2	11	5	12	31	33	17	9	32	3	45	20	29	1	3	33	13	23	10	3	53	30	58	58	59	34	0	55	24	53	65	67	0	0	17	0	17	2	27	68	66	3	75	49	63	75	69	0	53	30	64	95	58	80	3	93	44	68	58	0	5	1	1	1	1	1	2	1	3	1	2	3	2	1	2	3	1	4	1	5	1	3	1	1	3	1	3	1	1	3	1	1	4	2	1	1	2	5	2	5	2	2	1	3	2	2	7	1	1	2	3	3	1	4	3	3	4	1	1	2	2	1	2	1	2	4	2	1	1	1	1	6	1	3	5	6	1	1	6	1	2	1	2	3	1	4	7	2	1	5	5	7	1	6	5	8	1	12
