step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-2224.524257745609248	-2231.379745696568534	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.383253776293543	11	4	1	5	9	9	10	16	19	14	21	20	29	21	24	24	24	27	30	30	34	33	32	35	34	37	35	39	36	37	43	38	43	38	45	41	43	43	44	44	42	42	44	43	42	48	46	46	47	51	53	54	54	49	56	55	53	54	56	56	66	59	59	60	63	61	60	62	64	67	64	68	67	62	63	67	71	64	64	77	70	66	74	68	70	74	77	81	78	76	73	80	79	82	82	77	80	82	83	83	91	84	86	84	89	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	2	2	2	3	3	2	4	3	5	4	4	4	4	5	5	5	6	6	5	6	6	6	6	7	6	6	7	6	7	6	8	7	7	7	7	7	7	7	7	7	7	8	8	8	8	9	9	9	9	8	9	9	9	9	9	9	11	10	10	10	11	10	10	10	11	11	11	11	11	10	11	11	12	11	11	13	12	11	12	11	12	12	13	14	13	13	12	13	13	14	14	13	13	14	14	14	15	14	14	14	15
500	-1068.099859089323900	-1074.955347040283186	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.240038904084692	3	-5	-2	5	9	10	7	14	17	17	15	12	27	20	19	12	23	27	31	21	26	32	28	30	32	32	37	38	34	34	39	35	43	35	44	38	41	42	36	45	36	42	43	43	42	41	43	46	49	48	50	51	55	46	55	52	53	51	56	58	64	55	58	56	60	58	60	61	63	60	63	64	64	61	65	65	70	62	58	77	67	66	72	62	72	74	77	75	76	64	72	79	79	82	79	76	80	78	83	82	86	84	83	84	89	0	0	0	2	1	2	3	4	3	7	7	3	10	12	7	7	9	14	15	11	17	21	21	21	11	3	16	10	23	26	22	13	34	20	21	15	11	30	26	16	13	41	16	16	27	19	23	41	34	17	38	43	32	29	48	42	26	46	16	32	84	51	42	11	48	40	0	50	43	27	0	9	0	64	66	62	81	48	42	39	16	70	14	53	26	16	34	25	43	59	23	23	0	25	12	26	62	16	25	37	81	29	26	43	29	1	1	1	4	2	4	2	2	3	2	2	2	2	2	3	2	2	2	2	1	1	2	1	1	2	5	4	3	2	1	2	2	2	2	3	3	6	2	1	7	1	1	3	7	1	1	4	2	3	6	3	2	3	3	2	2	4	3	10	5	1	1	4	11	2	2	1	3	4	4	1	11	1	1	1	1	1	4	3	7	8	2	10	2	6	14	8	8	4	2	5	12	1	6	12	7	5	15	13	8	4	11	10	7	13
1000	-982.217933791516998	-989.073421742476398	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.343837324597850	5	0	0	6	10	9	3	11	19	16	20	10	27	21	25	25	22	26	23	28	35	31	29	33	31	32	32	37	35	37	43	34	38	31	44	41	44	42	42	43	39	36	44	44	40	48	46	49	40	51	53	50	53	47	55	53	51	54	49	56	66	54	56	56	54	59	56	61	60	58	63	67	65	62	64	60	73	60	65	73	71	61	73	67	70	74	78	82	75	69	72	77	79	81	78	75	78	84	82	80	87	83	86	84	85	0	0	0	2	1	2	3	4	3	7	7	3	9	12	10	9	12	9	10	16	17	12	14	12	16	18	20	11	26	22	18	25	27	16	24	15	19	22	17	15	16	27	11	25	33	19	29	34	42	23	22	25	32	39	41	16	22	13	27	44	32	54	49	42	34	52	0	51	16	41	0	26	0	22	66	47	84	41	41	22	41	49	23	43	47	40	64	40	61	66	85	47	0	52	39	68	83	11	41	81	89	51	47	100	31	1	1	1	3	1	2	1	1	4	2	3	2	1	2	1	1	2	1	2	1	2	5	2	4	1	1	1	4	1	1	4	1	2	1	2	3	3	2	2	3	3	1	5	1	1	4	2	3	2	4	3	3	3	1	1	6	2	3	3	1	5	2	2	3	3	2	1	1	5	2	1	5	1	4	2	1	1	3	5	7	4	4	9	3	3	4	4	9	2	2	1	7	1	5	7	2	1	14	11	1	2	5	7	1	7
1500	-875.621096211052418	-882.476584162011818	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474814439938012	4	-2	-5	2	6	1	11	10	8	15	19	19	26	22	21	24	25	28	25	26	33	35	28	36	34	38	33	37	35	32	41	38	42	36	47	41	40	44	43	42	29	38	42	40	43	48	45	46	47	47	49	54	56	47	50	54	51	55	55	52	66	60	50	57	64	58	56	61	66	64	64	68	68	58	60	63	72	63	62	70	69	65	74	55	66	68	75	80	77	74	73	77	79	83	81	71	80	84	81	84	91	83	86	87	88	0	0	0	2	1	2	9	4	3	7	7	9	10	12	10	11	14	9	15	16	12	12	9	21	41	23	41	19	14	23	14	25	34	27	21	15	25	29	21	20	7	27	25	25	41	28	18	34	41	24	39	40	44	26	42	33	35	28	48	32	84	23	42	27	59	60	0	39	32	59	0	85	0	67	66	68	43	55	52	51	25	33	54	43	68	69	81	43	69	52	72	85	0	99	39	68	91	70	81	89	94	97	92	94	83	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	4	1	1	2	3	3	1	1	2	1	3	3	2	3	1	2	1	2	3	1	1	1	2	3	2	2	1	2	3	4	2	2	2	2	2	3	2	1	2	1	3	2	2	3	6	2	4	2	1	1	3	4	2	1	1	1	1	1	1	5	2	2	3	6	3	5	1	1	1	1	6	2	4	1	2	1	1	6	2	1	5	2	1	1	1	1	1	1
2000	-873.297760471480274	-880.153248422439674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518891041442273	6	2	0	6	10	10	6	15	16	13	12	14	24	21	26	23	25	23	30	30	27	31	32	29	32	26	34	37	37	37	43	39	45	37	34	41	34	46	43	44	44	42	41	41	40	48	47	45	49	49	53	54	51	49	54	53	53	55	55	54	65	55	60	61	62	59	60	63	63	62	64	68	68	64	64	69	72	64	65	75	69	66	60	70	70	73	75	81	73	75	74	78	80	82	79	74	80	81	86	80	91	85	83	83	90	0	0	0	2	1	2	3	4	12	7	7	3	7	12	10	11	14	9	10	10	9	17	26	17	11	18	20	37	23	26	17	16	34	27	24	28	15	30	29	20	25	27	20	25	11	36	39	42	45	22	29	40	33	23	40	27	31	19	33	44	45	38	41	49	41	44	0	83	16	59	0	38	0	67	66	51	32	55	49	51	82	59	39	43	51	84	55	86	61	66	72	96	0	100	68	83	80	79	94	61	89	72	91	89	96	1	1	1	1	1	2	1	1	1	1	2	2	4	1	2	2	1	1	2	4	2	1	1	1	3	1	1	1	1	1	3	2	2	1	1	1	2	2	1	2	2	2	3	2	4	2	1	1	2	1	2	2	1	3	2	2	2	3	2	2	3	2	3	2	2	3	1	1	8	2	1	3	1	1	2	3	3	2	3	3	1	3	2	4	4	1	2	1	1	2	1	1	1	1	3	2	1	2	1	3	4	4	1	2	2
2500	-892.067141225665637	-898.922629176625037	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531209316999542	6	-5	2	4	10	7	10	14	7	15	22	21	29	14	23	25	22	26	30	30	34	26	31	35	19	33	30	35	39	29	38	36	44	35	43	42	44	40	35	39	36	42	44	38	35	47	45	40	45	47	45	55	53	48	52	54	51	56	57	51	62	50	59	62	63	55	61	60	64	67	64	64	66	64	64	66	72	65	61	74	70	53	72	66	67	72	72	82	77	72	66	73	77	76	75	74	76	79	83	83	92	79	86	80	88	0	0	0	2	1	4	3	4	3	9	10	3	11	3	10	3	14	12	7	25	17	14	12	22	10	18	11	13	23	18	21	11	27	20	21	28	10	30	23	13	34	41	40	32	13	13	29	41	42	21	39	46	32	39	34	42	50	36	82	32	19	29	16	42	59	60	0	62	43	82	0	54	0	67	66	54	69	64	49	72	49	37	76	43	47	61	78	77	61	66	68	47	0	69	76	85	80	55	94	61	88	92	97	94	76	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	5	2	1	3	1	2	2	1	2	1	1	2	1	1	1	1	2	2	1	2	1	4	2	1	1	1	2	1	1	1	2	1	1	1	2	2	3	3	2	2	2	1	3	1	3	6	2	6	2	1	1	1	1	4	2	1	2	1	1	1	3	1	1	2	2	4	1	1	4	4	3	2	2	3	2	1	4	1	2	2	1	1	3	2	2	3	2	2	1	3
3000	-838.749272962987561	-845.604760913946961	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552043815796539	-1	2	0	6	7	8	9	16	15	13	18	17	30	17	24	26	23	24	30	22	34	33	29	27	35	30	28	34	33	36	41	38	43	35	38	39	41	42	40	46	40	41	44	45	42	44	44	47	45	45	51	54	46	46	56	51	45	55	56	50	65	59	47	53	64	55	60	62	66	68	52	63	68	62	62	65	71	63	62	74	69	65	70	69	67	69	74	78	81	77	72	80	78	81	80	73	81	82	80	83	89	83	81	80	90	0	0	0	2	1	2	3	4	3	7	10	3	16	3	7	20	14	12	15	11	17	14	17	9	11	18	16	10	18	22	24	20	27	20	24	28	13	30	26	32	27	34	25	41	27	36	26	33	42	31	47	60	45	35	48	42	21	37	48	40	32	23	49	49	59	60	0	51	40	59	0	47	0	67	66	47	69	55	41	85	40	55	68	69	76	61	55	77	61	75	54	62	0	84	80	83	62	87	69	84	89	39	72	84	96	1	1	1	1	2	1	2	2	3	1	1	3	1	1	2	1	2	1	1	1	2	2	1	1	3	2	1	2	2	1	2	1	2	2	2	1	3	1	2	2	2	1	2	1	3	1	2	1	1	1	1	2	1	1	1	2	2	2	1	1	3	3	1	1	2	1	1	2	3	2	1	3	1	1	2	3	1	2	3	1	3	2	2	1	1	1	2	1	2	2	4	4	1	2	2	1	2	2	2	2	2	4	3	2	2
3500	-898.562192222734438	-905.417680173693839	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536728904150318	5	0	-3	7	8	11	8	17	17	15	19	19	29	16	24	23	23	27	32	26	25	33	33	32	32	24	30	37	26	33	42	22	36	37	46	39	44	42	42	44	40	38	43	40	39	45	41	48	43	45	52	55	54	51	53	54	55	47	53	46	63	49	53	59	62	58	54	59	53	66	64	65	65	60	65	68	71	65	65	72	67	62	72	70	71	69	74	82	76	75	71	77	68	80	79	75	72	77	77	84	89	74	88	80	91	0	0	0	2	1	4	3	4	3	7	10	14	10	3	10	11	9	26	16	10	9	17	29	21	32	14	11	20	26	26	21	11	20	27	31	28	28	30	29	13	27	20	41	13	25	28	29	45	45	24	29	40	60	18	34	33	50	46	44	44	44	47	34	41	59	52	0	51	13	41	0	51	0	67	40	68	61	82	63	62	64	55	68	61	72	61	82	77	84	75	54	72	0	77	85	83	72	65	77	104	84	72	91	89	96	1	1	1	1	1	1	2	2	2	1	1	1	3	2	2	1	2	1	2	3	1	2	2	2	1	2	3	2	1	2	2	1	3	2	1	1	2	2	3	2	2	2	1	2	2	1	2	2	1	3	4	2	2	4	3	3	2	1	2	1	3	1	2	4	2	1	1	1	3	5	1	1	1	1	4	1	2	1	3	6	2	2	2	2	2	1	2	2	2	2	5	2	1	2	1	1	1	2	1	1	2	2	2	1	2
4000	-844.559830176571040	-851.415318127530441	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481121092011674	5	3	2	7	8	7	10	17	15	15	20	18	28	10	24	26	22	26	28	29	29	35	30	30	32	39	30	32	36	35	42	36	42	36	45	41	37	44	44	41	37	42	43	41	42	49	47	47	42	50	51	48	54	41	47	53	55	48	53	56	62	58	59	53	64	58	56	60	65	67	63	63	65	59	64	65	73	62	57	78	59	68	71	69	69	71	79	79	79	78	70	81	77	78	77	75	69	81	82	81	88	85	84	77	88	0	0	0	2	1	2	3	4	3	7	7	9	10	3	11	17	14	12	11	16	14	12	17	18	16	23	16	19	23	21	18	25	11	27	24	28	13	30	54	32	27	34	25	20	34	36	54	45	41	31	39	33	25	23	41	49	31	36	45	32	43	29	64	41	34	53	0	51	60	48	0	68	0	67	66	51	61	48	56	72	42	59	85	69	72	61	82	77	69	52	68	76	0	84	76	85	62	70	94	104	84	62	97	43	92	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	1	3	2	1	1	1	2	1	1	1	1	3	1	3	2	1	2	1	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	3	2	2	2	2	2	2	4	3	5	1	2	5	1	1	2	1	3	1	1	1	1	1	2	1	2	1	2	3	3	1	1	2	1	1	1	2	3	3	3	1	2	1	2	2	2	1	1	2	4	2	4	2
4500	-848.943963261247291	-855.799451212206691	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532995469727060	4	-1	0	3	11	9	7	17	15	16	21	19	31	22	20	23	25	27	28	27	32	35	31	35	33	35	32	36	31	38	40	40	37	34	44	34	44	41	43	39	42	42	40	40	41	46	40	46	46	42	54	49	49	51	52	52	48	50	55	58	67	60	59	57	62	59	55	62	66	68	56	67	63	60	57	68	70	63	57	75	65	64	65	69	66	73	77	79	75	73	66	76	81	77	76	76	70	81	80	76	89	85	81	75	89	0	0	0	2	1	2	3	4	3	7	9	9	10	12	10	11	14	9	15	16	14	14	18	17	16	18	20	15	14	23	21	25	27	16	22	15	13	30	23	25	27	34	25	34	13	37	29	34	42	24	39	32	32	39	36	42	50	19	55	52	32	29	49	20	48	44	0	51	43	59	0	54	0	67	44	62	69	64	42	51	56	48	68	69	39	69	55	77	84	44	68	91	0	84	85	83	62	78	61	84	104	103	72	84	92	1	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	1	2	1	2	2	1	2	1	1	2	3	2	1	2	2	2	2	3	2	1	5	1	2	4	5	2	4	3	2	1	2	3	2	1	2	1	1	2	1	1	1	2	3	3	3	1	1	3	1	4	2	1	6	1	2	1	2	2	2	2	2	2	1	2	1	2	2	2
