step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63
13000	-314.585454695362671	-321.440942646322071	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635274793606787	0	1	3	3	3	2	4	2	4	4	4	5	5	6	6	6	6	6	8	8	11	8	11	11	12	11	12	13	13	13	14	13	16	14	14	16	16	15	16	16	14	18	17	16	17	19	19	17	19	18	19	21	20	20	21	22	24	25	25	27	26	26	27	0	1	6	2	6	1	4	1	5	4	6	4	4	9	10	11	13	11	18	16	19	16	18	22	20	0	22	23	26	23	30	20	38	23	26	31	41	29	38	25	32	37	39	32	35	38	37	0	35	37	42	51	45	51	0	51	56	56	57	59	57	59	61	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	2	1	2	1	2	2	1	3	2	4	1	2	2	2	2	1	4	1	2	2	1	2	1	1	2	1	2	1	2	2	3	2	1	2	2	1	2	2	1	1	2	1	1	1	2	1	1	1
13500	-324.172957888850362	-331.028445839809763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496765468849395	0	1	3	1	3	2	4	3	4	5	4	4	4	6	6	6	6	7	8	9	11	9	11	13	12	10	14	12	13	15	15	14	15	15	14	16	16	13	16	17	16	18	17	17	16	19	19	18	18	18	19	21	20	20	21	22	24	25	26	27	27	27	27	0	1	6	1	6	1	1	2	5	6	3	8	8	9	12	11	13	11	18	19	19	18	11	22	21	0	16	23	26	25	25	25	38	23	26	31	31	26	35	31	32	37	33	41	29	45	32	0	38	37	37	37	38	51	0	47	56	56	58	57	57	57	59	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	4	3	1	1	4	1	3	1	3	2	2	2	3	1	1	2	1	2	2	2	1	1	2	2	3	1	3	2	2	5	4	1	1	2	2	3	1	3	3	2	1
14000	-314.258656103411226	-321.114144054370627	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589603360695671	0	1	3	3	3	2	4	4	4	5	5	5	5	6	6	6	6	7	8	9	11	9	11	12	12	12	12	13	13	15	16	14	15	14	15	16	16	14	16	17	16	18	17	17	16	19	19	17	19	17	17	18	20	20	21	21	22	25	26	27	27	27	28	0	1	6	2	6	1	4	1	5	2	1	4	8	9	4	6	13	16	16	18	16	11	11	21	20	0	22	21	26	32	32	28	38	23	26	28	34	29	33	25	28	51	35	21	33	33	52	0	33	28	31	51	43	21	0	54	56	54	57	59	59	54	61	1	1	1	2	1	1	1	3	1	2	3	2	1	1	3	2	1	1	2	2	3	2	4	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	4	3	1	1	3	1	3	1	1	2	3	1	1	3	5	1	1	1	2	3	1	1	3	1
14500	-334.221863438874038	-341.077351389833439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467780075058661	0	1	1	2	3	2	4	5	4	5	4	5	5	6	6	6	6	7	7	8	11	9	11	13	12	11	14	12	13	12	16	13	16	14	15	13	16	15	15	16	14	16	17	17	17	19	18	18	19	19	19	19	20	19	20	22	23	25	26	27	27	27	28	0	1	1	2	6	3	4	4	5	4	3	11	3	9	10	3	10	4	16	10	20	16	20	16	21	0	22	23	26	18	41	28	39	32	26	30	41	26	26	30	32	41	35	34	38	33	42	0	33	30	41	41	38	47	0	50	56	56	57	57	59	58	58	1	1	1	1	1	1	2	2	1	3	2	1	3	2	1	4	1	4	1	1	2	3	3	5	1	1	4	1	2	4	2	1	1	1	4	1	2	2	2	3	1	2	2	3	2	3	2	1	3	4	4	2	5	1	1	2	1	3	3	3	1	1	3
15000	-316.904137281202168	-323.759625232161568	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560142644426839	0	1	2	3	3	3	4	5	4	5	5	5	5	6	6	6	6	7	8	8	11	9	11	13	12	10	14	14	12	15	16	14	16	15	14	16	16	14	16	16	15	18	17	17	17	16	19	17	18	19	19	18	20	20	20	22	23	25	24	27	26	27	28	0	1	2	2	3	3	4	2	5	7	6	4	4	9	3	11	13	11	16	11	20	18	20	22	23	0	24	21	26	21	34	23	38	28	29	34	41	29	38	32	28	37	35	21	33	38	31	0	43	42	37	37	29	51	0	51	56	54	57	58	56	59	61	1	1	1	1	1	1	1	2	1	1	2	2	1	2	4	1	1	2	2	2	1	2	2	2	1	1	1	3	2	2	1	3	2	1	2	1	1	1	2	2	1	2	2	4	1	2	2	1	1	1	2	2	5	1	1	2	1	4	1	1	1	2	2
15500	-290.738625160780600	-297.594113111740000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617461294796224	0	1	2	3	3	3	4	4	4	4	5	5	5	6	5	6	6	7	8	9	11	6	11	13	12	12	14	13	13	15	16	14	15	15	14	16	16	15	15	17	16	17	17	17	17	17	19	18	19	17	18	21	20	20	21	22	23	24	25	27	26	27	28	0	1	2	1	3	3	4	4	5	2	3	4	8	9	10	11	13	11	18	16	20	4	18	21	23	0	24	25	26	25	32	28	29	28	26	32	28	29	26	41	28	41	33	31	33	38	42	0	35	28	41	47	35	47	0	50	56	56	57	59	59	59	61	1	1	1	3	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	3	2	2	3	2	1	1	1	1	1	2	2	1	2	2	2	1	2	2	3	1	1	1	2	1	1	2	2	1	3	3	2	2	6	1	1	2	1	1	2	1	1	1	2
16000	-297.996926664672912	-304.852414615632313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564255109162087	0	1	2	2	3	3	3	4	4	5	5	5	5	6	6	6	6	7	7	9	11	8	10	13	12	12	14	14	13	15	16	13	16	15	15	16	16	14	16	17	16	18	17	17	17	19	19	18	19	19	19	20	20	20	19	22	24	25	26	27	27	27	28	0	1	2	1	3	3	4	2	5	8	1	8	8	5	10	3	13	6	16	6	20	11	11	20	23	0	24	23	26	25	32	25	38	32	26	30	32	29	26	28	32	31	33	28	33	29	30	0	43	37	32	37	35	47	0	51	56	56	57	57	59	59	61	1	1	1	1	1	1	1	3	1	1	3	1	1	3	1	4	1	4	1	3	2	3	2	2	2	1	1	3	1	1	2	1	2	1	2	1	2	1	3	3	2	2	1	3	1	3	1	1	1	2	5	2	3	1	1	2	1	1	2	2	1	1	1
16500	-349.402116586842965	-356.257604537802365	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498833894173863	0	1	3	1	3	2	4	5	4	2	5	3	5	6	6	4	6	7	8	9	11	9	11	13	12	10	13	13	13	15	15	14	16	15	13	16	14	15	14	17	15	18	17	16	17	19	18	18	18	18	18	20	20	20	21	21	24	25	24	27	27	27	28	0	1	6	1	4	1	10	2	5	1	16	2	5	9	10	3	8	2	11	19	22	6	20	21	20	0	22	23	26	32	28	28	26	28	26	31	25	26	35	37	28	41	38	37	39	45	31	0	43	30	30	34	49	47	0	54	56	56	54	57	57	58	61	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	1	1	4	2	1	2	5	2	2	2	1	4	1	2	1	1	1	6	2	2	1	2	4	1	3	2	3	2	2	2	2	1	1	1	1	3	3	2	2	1	1	2	4	3	3	2	1	1
17000	-308.036793986947714	-314.892281937907114	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665774180066760	0	1	2	3	3	3	4	4	4	3	5	5	5	6	6	6	6	7	8	9	11	9	11	13	12	9	14	14	12	15	16	14	15	15	14	13	15	15	16	17	16	15	17	17	17	19	19	16	17	19	19	18	20	20	21	22	24	25	26	27	27	26	28	0	1	1	2	3	3	4	2	5	3	6	10	8	9	3	11	13	11	16	16	16	16	19	22	16	0	22	25	26	28	32	25	29	32	29	19	28	29	33	36	37	32	33	34	38	45	41	0	35	52	41	37	49	47	0	54	56	56	57	59	59	58	61	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	3	3	3	2	2	2	1	3	2	2	1	2	1	1	1	1	4	1	3	1	3	1	1	2	2	1	1	3	1	2	1	2	2	2	1	1	2	2	3	2	1	1	1	1
17500	-332.183039365605282	-339.038527316564682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487944053793246	0	1	2	3	3	3	4	3	4	5	5	5	5	6	6	6	6	6	8	9	8	9	11	13	12	11	14	14	13	13	15	14	16	14	15	16	16	13	16	16	16	18	17	17	15	19	19	18	19	19	17	19	18	20	21	22	24	25	26	27	27	27	28	0	1	2	1	3	3	8	1	5	1	4	8	4	9	2	3	13	2	4	2	16	18	11	22	18	0	24	23	26	5	32	30	35	20	26	34	30	26	35	25	31	41	35	34	38	53	32	0	33	42	28	41	33	50	0	51	56	56	57	59	57	57	61	1	1	1	2	1	1	1	2	1	4	2	2	1	1	4	2	1	4	2	6	2	2	3	2	3	1	1	1	2	6	1	1	1	5	3	2	2	2	1	3	1	2	1	3	2	1	4	1	2	1	3	2	2	1	1	3	2	2	2	1	2	2	1
18000	-335.690617356951009	-342.546105307910409	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611172675579520	0	1	1	3	3	3	4	4	4	5	5	5	5	5	6	5	6	7	8	9	9	9	11	13	12	11	14	14	13	12	16	14	16	15	14	16	16	15	15	17	16	18	17	17	17	19	19	18	18	18	19	20	20	20	21	22	24	25	26	26	27	27	28	0	1	1	2	3	1	5	4	5	8	6	8	1	9	10	3	13	11	6	18	18	7	21	19	20	0	22	25	26	20	28	30	38	30	26	16	25	26	29	36	28	31	38	36	38	33	42	0	33	31	42	37	33	28	0	54	56	56	56	57	56	57	61	1	1	1	1	2	3	1	1	1	1	2	1	4	1	1	3	1	2	2	1	2	4	2	3	3	1	4	2	2	3	1	2	1	2	2	6	3	2	2	1	2	1	1	1	1	3	1	1	2	1	1	2	2	4	1	1	1	1	4	2	3	2	1
18500	-319.531862591357481	-326.387350542316881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.475389408690642	0	1	3	3	3	1	4	5	4	2	4	4	5	6	6	5	6	7	7	9	11	9	9	13	11	12	14	14	13	15	16	13	16	15	15	15	15	15	16	17	16	17	16	17	16	18	19	16	19	19	19	21	20	20	21	22	23	24	26	27	27	27	27	0	1	6	10	6	1	4	2	3	2	6	4	4	9	8	3	13	5	3	16	18	18	18	22	20	0	24	23	26	32	25	25	38	25	29	23	25	29	38	28	34	41	38	25	29	33	41	0	33	34	41	42	33	37	0	50	56	56	56	59	58	59	58	1	1	2	1	2	1	1	3	1	1	2	1	2	1	1	2	1	3	2	2	2	2	2	3	2	1	1	4	1	1	3	2	1	3	2	4	3	2	1	2	1	1	1	3	2	2	2	1	2	3	3	3	3	4	1	2	1	2	4	1	2	1	2
19000	-380.749257767930828	-387.604745718890229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407565271674764	-1	0	2	3	3	3	3	5	4	3	5	5	5	6	6	6	3	7	8	8	11	9	11	12	12	10	14	13	13	15	14	14	13	15	15	16	14	15	16	16	16	18	17	17	15	18	19	18	16	19	18	20	20	19	21	22	24	23	26	27	27	27	28	0	1	2	2	3	3	2	7	5	2	6	4	10	9	3	13	1	5	10	16	16	11	18	19	11	0	24	25	26	31	28	28	26	20	33	37	25	26	45	31	32	28	38	36	33	29	34	0	35	42	41	41	39	41	0	42	56	42	56	59	57	57	56	1	1	1	3	1	1	3	1	1	2	2	1	2	2	4	1	1	4	4	2	3	4	2	3	4	1	2	1	3	1	1	1	3	3	2	2	2	3	1	2	2	3	2	1	2	5	4	1	1	1	2	2	4	3	1	1	2	3	2	1	2	3	4
19500	-320.836565332389341	-327.692053283348741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492654858243930	0	1	2	3	3	3	4	3	4	4	5	5	5	6	6	4	6	7	8	9	10	9	11	13	12	10	14	14	13	14	16	14	16	15	15	15	16	15	15	17	16	18	17	15	17	19	19	17	19	19	19	21	19	20	19	22	24	25	25	27	26	27	28	0	1	2	1	3	3	8	3	4	4	16	2	4	9	10	3	13	4	16	16	22	16	19	21	23	0	24	23	26	25	32	23	29	32	26	30	32	26	26	37	32	37	38	23	33	33	37	0	39	37	34	47	33	50	0	54	56	56	56	57	59	57	61	1	1	1	3	1	1	1	1	1	1	1	3	2	2	2	2	1	4	3	3	1	4	3	2	1	1	1	1	3	2	2	1	2	1	4	1	1	4	3	1	1	2	2	3	1	2	2	1	2	3	3	2	3	1	1	2	2	1	2	3	1	3	2
20000	-318.175789247503587	-325.031277198462988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687763563687959	0	1	2	3	3	3	4	4	4	5	4	4	4	6	6	6	6	7	8	8	11	7	10	13	12	11	14	14	13	15	16	14	15	15	14	15	15	14	14	17	16	18	17	17	16	19	18	15	17	16	18	21	20	19	20	22	24	25	25	27	26	26	28	0	1	2	2	3	3	4	2	5	1	6	1	4	9	10	8	8	11	10	22	16	11	19	21	23	0	24	23	26	32	32	25	38	32	26	25	32	29	26	36	37	41	35	32	39	33	41	0	33	37	50	42	49	47	0	52	56	57	57	59	57	57	61	1	1	1	1	1	1	1	3	1	2	1	4	1	2	1	2	2	1	1	1	3	3	2	1	2	1	1	2	2	1	1	2	1	1	3	3	1	1	3	1	1	2	3	2	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2	2	2
20500	-303.251404481046563	-310.106892432005964	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637099433445947	0	1	1	2	3	3	4	4	4	3	5	5	5	6	6	6	6	7	7	9	10	9	11	13	12	12	11	11	13	15	16	13	16	15	15	16	14	14	16	17	16	18	17	17	17	18	16	18	18	18	19	21	20	20	21	22	24	24	26	27	27	27	28	0	1	1	1	3	3	6	4	5	2	5	8	8	9	10	6	13	16	11	19	19	19	16	22	20	0	22	20	26	25	34	21	38	32	29	28	32	29	35	36	37	37	33	34	35	33	37	0	35	31	47	51	38	42	0	54	56	56	57	59	57	57	59	1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	2	1	1	2	2	3	2	3	3	1	1	2	2	1	2	1	3	2	2	2	3	1	1	1	1	2	3	1	1	1	2	1	1	3	1	2	2	3	1	1	1	2	2	1	1	3	2	2
21000	-314.550230460385251	-321.405718411344651	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464862561774486	0	1	2	2	3	3	4	4	4	4	5	5	3	6	6	6	6	7	7	9	10	8	11	11	12	10	14	14	13	12	16	13	16	15	15	16	15	15	16	17	16	18	17	17	16	18	18	18	19	19	18	18	19	20	21	22	24	25	25	27	25	27	27	0	1	2	1	3	3	6	2	5	1	3	4	4	9	4	10	13	4	3	19	16	18	21	18	23	0	24	25	26	23	28	21	35	28	26	21	28	26	29	36	37	41	35	31	35	33	34	0	33	52	37	37	33	47	0	54	56	56	57	57	57	57	57	1	1	1	1	1	1	1	1	1	2	2	3	1	2	3	1	3	4	4	2	3	1	1	3	1	1	3	2	2	1	2	2	1	1	4	5	1	5	2	1	1	2	2	1	1	2	3	1	2	1	3	2	2	2	1	2	2	3	1	3	1	3	2
21500	-326.535227981705987	-333.390715932665387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522050135227465	0	1	2	3	3	3	2	4	4	4	5	5	5	6	6	6	5	7	8	9	11	9	11	12	12	10	12	13	13	14	16	14	16	15	15	16	13	15	16	17	16	18	17	17	17	19	19	18	17	19	18	19	19	20	21	22	24	24	26	26	27	27	28	0	1	2	2	3	3	2	1	5	4	3	4	8	9	8	8	8	8	18	19	4	16	11	19	20	0	22	25	26	20	37	28	29	28	26	30	25	26	35	36	37	32	35	31	33	49	37	0	35	41	32	32	49	31	0	54	56	54	57	57	58	57	61	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	1	3	1	1	4	2	4	2	2	1	3	1	3	4	3	1	3	2	5	2	1	4	1	1	2	4	2	1	1	2	3	1	2	1	1	4	2	3	1	2	1	4	2	2	2	3	1
22000	-307.651512214706713	-314.507000165666113	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474889902566510	0	1	3	3	3	2	4	4	4	3	5	5	5	6	6	5	6	7	8	9	11	9	11	13	12	12	14	14	13	15	16	14	16	13	15	15	15	15	16	17	16	18	17	17	17	18	19	18	19	17	19	21	20	20	19	22	24	24	26	26	25	27	28	0	1	6	6	6	1	1	4	5	1	3	6	6	9	6	1	16	3	18	18	19	18	20	22	20	0	24	34	26	23	28	34	26	25	26	32	32	29	38	25	37	41	38	32	35	43	32	0	29	28	25	41	46	37	0	52	56	56	56	57	57	59	61	1	1	1	1	1	2	3	1	1	1	2	3	3	2	1	5	1	3	1	1	2	2	1	3	3	1	1	1	1	2	2	1	3	1	3	1	1	2	1	2	1	2	2	3	1	1	2	1	3	2	3	3	2	3	1	1	2	2	3	2	1	1	2
22500	-322.826428092422873	-329.681916043382273	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611509419234242	0	1	2	3	3	3	4	4	4	4	5	4	4	6	6	4	6	6	8	9	10	9	11	13	12	12	12	14	13	15	16	12	16	15	15	16	16	13	15	15	16	17	17	17	17	17	18	18	18	19	19	21	20	20	20	22	24	25	25	27	27	26	26	0	1	1	3	3	2	2	2	5	4	6	4	6	5	12	5	7	16	18	18	20	18	20	27	23	0	22	25	26	28	28	23	35	23	29	34	28	26	26	28	34	23	39	34	35	38	36	0	38	47	31	47	29	50	0	54	56	56	56	57	57	57	59	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	2	2	3	1	2	1	1	1	1	2	2	1	1	2	1	1	2	2	1	2	1	2	1	1	3	1	2	1	2	2	1	2	1	3	2	4	1	1	1	2	2	3	3	2	2	1
23000	-314.582055547583082	-321.437543498542482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688145883075950	0	1	3	3	3	2	4	5	4	5	2	5	5	6	6	6	6	7	7	8	10	9	11	13	12	12	12	13	13	15	16	14	16	15	15	15	14	15	16	17	16	18	17	16	17	18	18	18	18	19	16	20	18	20	21	22	24	25	26	26	27	27	28	0	1	6	6	6	1	2	4	5	2	2	4	3	9	8	10	13	6	4	19	22	19	18	22	20	0	22	21	26	28	34	21	35	32	29	32	25	26	35	28	37	51	33	34	35	35	34	0	33	47	37	51	33	50	0	54	56	57	57	57	57	57	57	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	4	3	1	1	2	4	1	2	1	2	2	1	2	1	3	1	1	2	1	1	3	1	3	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	2	2	2	2	2
23500	-299.726466198439482	-306.581954149398882	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662953091458551	0	1	3	3	3	2	4	4	4	5	5	5	5	6	5	6	6	7	8	9	11	9	11	13	12	12	14	14	13	15	16	13	16	14	14	16	16	15	16	17	16	18	17	16	17	19	18	17	19	19	19	21	20	20	21	22	24	24	26	25	27	27	28	0	1	6	6	2	2	3	4	5	6	5	8	8	9	4	4	13	16	18	10	18	16	20	22	20	0	24	32	26	34	28	20	29	25	26	34	28	26	35	31	28	37	33	32	35	26	28	0	45	42	37	31	33	42	0	54	56	56	56	58	59	56	61	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	3	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	4	3	1	2	1	3	3	2	2	1	2	2	2	3	1	1	2	1
24000	-327.432051751724714	-334.287539702684114	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569093365681147	0	1	3	2	3	2	4	4	4	4	3	5	5	6	6	4	6	7	8	8	11	9	11	12	12	11	14	14	13	14	16	12	16	15	15	16	16	15	16	17	13	18	17	17	17	19	18	18	18	19	19	19	20	20	21	21	24	25	25	27	27	27	28	0	1	6	2	4	1	4	4	5	1	2	16	16	9	10	1	13	4	7	11	19	3	18	22	20	0	24	32	26	23	32	23	38	28	29	30	30	26	29	37	32	41	35	34	35	49	41	0	33	47	25	42	45	37	0	54	56	56	57	57	59	59	60	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	4	1	4	2	3	3	3	2	2	1	1	2	2	2	2	2	1	1	1	2	1	2	3	2	1	1	2	2	1	1	1	3	1	1	1	3	1	3	2	1	1	2	2	1	1	2	1	1
24500	-314.251254666348075	-321.106742617307475	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.518481984321564	-1	0	2	3	3	2	4	4	4	4	4	5	4	6	6	6	5	7	7	9	10	9	11	13	12	12	14	14	13	15	16	12	16	15	15	16	15	14	16	16	13	15	17	17	17	19	19	17	19	18	19	21	20	20	21	21	24	22	26	27	27	27	28	0	1	1	3	6	2	4	4	5	3	3	6	4	9	12	11	13	6	16	19	20	18	20	22	23	0	24	32	26	32	34	21	38	23	29	30	41	29	35	37	25	41	38	30	33	35	42	0	38	42	41	34	43	50	0	50	56	50	57	59	57	57	61	1	1	3	1	1	1	1	1	1	2	1	2	1	2	1	2	1	5	1	2	1	2	2	3	1	1	1	2	1	3	1	2	2	3	2	1	2	1	1	1	1	2	2	2	1	4	2	1	2	3	2	5	3	2	1	2	2	4	2	1	2	3	1
25000	-295.041749270446928	-301.897237221406328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595080078131446	0	1	3	3	3	2	4	4	4	5	5	5	5	5	6	6	6	7	8	8	10	9	10	13	11	11	11	13	13	14	16	14	14	15	15	16	16	15	16	17	15	18	16	17	17	19	19	17	19	19	18	19	20	20	21	22	24	22	25	26	27	27	28	0	1	2	1	6	2	4	3	5	2	6	1	8	9	10	10	10	3	16	16	16	19	19	22	20	0	22	25	26	25	32	28	29	32	26	32	41	33	33	28	32	37	35	34	38	38	37	0	45	37	37	34	45	42	0	52	56	54	57	59	60	59	61	1	1	1	3	1	1	1	1	1	4	2	3	1	1	1	1	1	3	2	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	1	3	2	2	1	1	1	1	1
25500	-312.194236919812397	-319.049724870771797	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645668778720316	0	1	1	3	3	2	4	5	4	5	2	4	5	6	6	5	6	7	8	9	11	9	11	11	12	12	14	13	13	13	16	13	16	15	15	14	15	14	16	17	13	18	17	17	17	19	19	18	16	19	18	21	17	20	21	22	24	25	26	27	26	26	28	0	1	1	2	6	3	1	12	4	4	3	4	4	9	10	11	13	10	6	18	3	19	20	22	21	0	22	23	26	25	32	25	38	32	26	28	41	29	38	31	21	36	33	32	35	33	31	0	38	51	37	31	38	28	0	54	56	56	57	59	57	57	61	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	1	5	1	5	1	2	2	1	1	3	1	1	1	2	1	2	2	3	1	1	1	1	1	2	3	1	1	1	3	2	1	2	1	1	5	2	4	1	2	2	2	2	1	1	2	2
26000	-293.098093226829576	-299.953581177788976	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643903809890235	0	1	2	3	3	3	4	5	4	5	4	4	5	6	6	6	6	6	7	9	9	9	11	13	12	12	13	14	13	15	16	14	16	15	15	16	16	15	16	17	16	18	17	16	17	17	19	18	18	19	19	21	20	20	21	22	24	23	26	27	27	25	28	0	1	2	2	3	3	4	12	5	4	3	4	11	9	8	11	13	11	11	19	16	19	20	22	23	0	22	25	26	23	25	25	29	25	26	20	28	26	35	36	28	41	38	25	38	26	41	0	26	41	41	47	38	50	0	54	56	56	57	59	59	57	61	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	2	2	2	1	2	1	3	1	1	4	2	1	2	2	2	3	1	2	4	2	1	1	1	1	2	1	3	1	3	2	1	3	3	2	2	2	1	1	2	2	1	2	1	1	1	1
26500	-287.394436933807299	-294.249924884766699	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680273919507710	0	1	2	3	3	3	4	5	4	4	5	4	5	6	6	3	6	7	8	7	8	9	11	12	12	12	14	13	13	14	16	14	16	15	15	16	16	15	16	17	16	18	17	17	17	19	19	18	19	19	18	21	20	20	21	22	24	25	26	26	27	27	28	0	1	2	1	3	3	2	7	5	4	16	4	7	9	10	3	13	11	18	16	18	18	21	22	21	0	24	25	26	23	30	28	38	28	29	30	23	26	29	36	32	34	39	31	38	43	41	0	33	42	31	51	33	31	0	47	56	56	57	57	60	59	61	1	1	1	2	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	2	1	2	2	3	1	1	1	1	1	3	2	1	1	2	2	2	4	2	2	1	2	3	1	1	2	2	2	1	2	1	1	2	2	2	1	1	1	2	2	2	1	1	1
27000	-288.505976955809956	-295.361464906769356	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625024390062055	0	1	3	3	3	2	4	5	4	4	4	5	5	6	6	6	6	7	8	9	10	9	11	13	12	10	14	14	13	13	16	13	16	15	14	15	16	15	15	17	16	18	15	16	15	19	19	18	19	18	18	21	19	19	21	20	24	25	26	27	27	27	28	0	1	6	2	6	2	2	4	5	4	3	10	1	9	10	11	13	16	18	18	18	19	21	22	23	0	24	32	26	23	28	25	38	28	26	32	34	26	29	34	28	37	35	34	29	33	31	0	35	31	41	42	35	42	0	54	56	57	57	59	59	57	61	1	1	1	2	1	1	2	2	1	1	1	1	4	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	1	2	2	1	4	1	2	3	3	1	1	1	3	1	2	1	1	2	1
