step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98
1	-1093.071655180114703	-1099.927143131073990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664759409101118	0	6	5	7	7	9	10	9	12	9	9	14	11	12	12	16	13	12	13	13	13	15	14	15	14	13	16	16	15	16	14	14	14	16	16	16	17	15	15	17	16	15	18	17	16	17	17	18	17	16	16	18	18	17	18	18	18	18	19	20	18	18	20	21	19	19	20	19	20	21	20	20	20	20	19	20	20	21	23	20	22	21	22	22	22	23	22	21	22	23	21	22	22	22	23	25	25	26	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	4	4	5	5	5	6	5	5	7	6	6	6	8	7	6	7	7	7	8	7	8	7	7	8	8	8	8	7	7	7	8	8	8	9	8	8	9	8	8	9	9	8	9	9	9	9	8	8	9	9	9	9	9	9	9	10	10	9	9	10	11	10	10	10	10	10	11	10	10	10	10	10	10	10	11	12	10	11	11	11	11	11	12	11	11	11	12	11	11	11	11	12	13	13	13
500	-459.833042731831881	-466.688530682791281	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.364890871761487	0	7	6	5	6	10	8	9	12	10	10	14	11	12	11	16	13	11	13	13	13	16	15	14	13	14	15	16	13	17	12	11	15	16	16	14	16	16	15	18	15	16	17	16	16	18	17	17	18	16	16	18	18	17	18	18	18	18	19	20	18	18	21	22	19	18	20	19	21	22	20	21	20	19	19	20	21	19	24	21	21	21	21	21	22	24	22	21	21	23	21	22	23	21	24	25	25	26	0	4	1	1	1	5	4	3	15	5	1	5	6	11	3	7	11	7	18	32	3	27	17	31	18	5	21	19	11	6	4	3	29	32	27	4	23	31	3	13	21	11	41	23	29	45	9	24	38	14	4	14	22	19	51	10	10	44	23	29	20	28	4	5	1	14	74	43	22	71	28	62	65	35	27	6	38	41	68	45	41	52	55	71	63	89	40	50	4	76	52	67	81	76	68	22	55	1	1	1	3	3	2	3	1	2	1	2	5	5	1	1	2	5	1	1	1	1	3	1	1	1	2	4	1	1	1	4	3	3	2	2	1	5	1	1	5	3	1	2	1	1	2	1	1	2	1	2	6	3	1	2	2	4	5	1	1	5	2	1	8	10	10	3	1	1	4	1	2	2	1	2	2	4	3	2	2	3	5	2	2	1	1	2	2	2	9	3	1	1	1	1	3	3	5	13
1000	-368.430945306549575	-375.286433257508975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698337540831200	1	5	5	7	8	8	10	9	13	10	10	14	11	11	12	16	14	11	12	14	12	15	14	15	14	13	16	16	14	16	13	14	15	16	16	17	17	16	15	17	15	15	18	15	17	16	17	18	18	17	16	18	18	17	18	18	18	18	20	21	18	18	20	21	19	18	19	20	20	20	21	20	21	20	19	20	20	21	24	20	23	22	21	22	23	24	21	21	22	24	22	21	21	22	23	25	25	26	0	1	1	2	4	3	8	4	10	6	5	13	11	5	10	15	8	4	10	11	4	20	19	3	15	8	39	41	13	41	6	31	12	15	44	44	26	44	13	41	14	19	54	32	42	22	35	30	46	25	9	34	27	41	38	18	51	41	31	16	50	12	66	38	25	38	57	56	9	37	59	40	70	58	46	41	61	18	73	51	91	78	77	63	60	92	66	56	61	33	69	21	26	49	80	71	92	94	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	2	2	1	1	4	1	3	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	3	2	1	1	1	2	3	1	1	1	4	1	1	1	1	1	1	2	1	6	1	1	1	1	1	1	1	1	1	1	1	6	1	4	3	2	2	2	2	2
1500	-368.249978638381208	-375.105466589340608	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720701141937195	0	6	6	8	7	8	10	9	12	10	8	15	10	10	12	16	13	13	14	13	14	15	14	16	14	14	17	15	15	17	15	15	13	15	16	15	17	15	16	18	15	14	17	17	16	16	16	19	16	16	16	19	18	18	17	18	16	17	20	19	17	19	19	21	18	20	20	18	20	21	17	21	21	21	20	19	21	20	22	21	22	21	22	23	22	21	21	19	22	23	21	21	21	22	22	26	26	26	0	1	1	3	3	2	11	6	13	6	3	33	6	4	10	20	9	14	20	13	9	26	18	42	20	7	15	26	17	26	26	17	10	6	33	10	38	9	14	57	23	9	39	28	28	25	28	45	41	28	31	43	27	27	17	37	12	41	56	44	34	44	49	78	2	56	55	57	33	78	42	68	67	43	54	37	69	46	58	68	55	62	64	72	82	38	48	29	75	33	65	76	59	32	44	90	46	87	1	3	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	7	1	1	1	4	1	1	2	1	2	1	1	1	3	1	2	3	1	1	1	1	2	1	2	1	5	1	1	1	2	3	1	3	2
2000	-381.369739879961344	-388.225227830920744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671301187575474	1	6	4	7	7	9	10	10	11	8	8	14	12	11	13	15	12	13	13	14	13	15	13	14	14	12	16	17	15	16	14	13	14	16	16	16	17	15	16	17	17	16	18	17	17	17	17	17	17	15	17	16	19	17	18	19	18	18	19	19	19	18	20	20	18	19	20	18	21	22	20	20	20	20	18	20	19	20	23	19	22	20	21	22	23	23	22	21	22	23	22	21	22	20	22	25	24	27	0	1	1	2	2	5	3	11	6	3	2	19	6	4	8	19	6	7	13	13	6	14	13	32	13	6	16	42	10	18	26	14	26	9	12	20	19	20	9	38	7	33	16	29	38	35	20	26	16	23	21	25	22	27	6	6	29	22	11	33	16	20	45	25	29	39	66	30	4	72	39	50	77	41	12	75	14	48	88	30	68	61	76	77	34	22	65	54	53	61	73	80	75	41	59	85	77	45	1	3	2	1	1	1	3	1	1	2	1	1	1	2	3	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	3	1	3	1	1	1	2	2	1	1	2	1	2	1	5	4	2	2	4	2	1	1	2	3	1	1	1	2	6	1	2	3	1	2	1	1	4	1	1	1	1	1	1	2	3	4	2	1	1	1	1	1	2	1	1	2	2	4
2500	-362.771199297795647	-369.626687248755047	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763447754614064	0	7	5	8	7	9	11	10	11	9	9	14	11	11	12	17	13	13	13	14	12	15	14	15	12	12	15	15	15	16	14	15	14	17	15	17	17	15	16	18	16	14	17	17	17	18	18	18	17	16	16	19	17	18	18	17	19	17	19	19	18	18	19	21	19	19	20	20	20	21	20	18	19	20	19	20	21	20	22	20	23	20	22	21	23	24	22	20	22	22	21	20	22	22	23	25	26	26	0	3	1	2	3	5	6	4	11	2	5	26	10	11	8	24	13	9	7	19	13	33	26	21	11	5	26	31	33	20	8	20	21	32	26	51	18	7	22	26	33	9	22	35	29	24	25	34	22	24	24	53	38	12	22	25	16	21	37	61	36	35	32	40	58	22	48	62	29	68	58	27	62	60	41	55	88	32	62	43	79	47	63	20	82	67	43	47	57	40	29	55	78	82	91	90	93	89	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	3	1	1	2	1	1	2	1	1	2	1	1	1	1	1	4	2	2	1	1	1	4	1	1	2	1	2	1	3	1	1	1	1	1	2	2
3000	-357.925704371621066	-364.781192322580466	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675430949306832	0	7	5	8	7	9	10	9	11	9	9	14	11	12	12	16	13	12	14	14	13	14	15	15	13	13	17	15	14	16	14	14	14	15	17	15	17	16	15	17	16	15	18	17	17	16	17	17	18	16	15	19	17	17	18	19	18	17	19	20	19	19	18	21	20	19	20	20	18	22	20	21	20	19	19	19	21	21	23	20	22	21	22	23	23	22	22	21	22	21	22	21	23	20	22	25	25	25	0	3	1	2	3	5	2	2	3	2	3	26	5	9	4	31	10	9	11	17	18	11	20	14	13	8	20	33	7	32	26	21	7	9	18	13	14	9	10	16	39	26	48	39	23	12	33	15	37	42	26	48	42	13	58	22	30	36	27	46	57	45	25	73	29	54	39	40	41	80	58	35	57	54	63	50	56	19	78	61	76	65	48	78	87	73	60	43	66	46	72	43	73	22	10	52	93	83	1	1	2	1	1	1	1	2	3	1	2	1	2	1	2	1	2	1	2	1	1	3	1	2	1	2	1	1	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	4	1	2	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	3	4	2	1	1
3500	-373.754638169412544	-380.610126120371945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675915295331141	0	7	5	6	8	9	9	9	12	9	8	13	11	11	11	17	10	12	13	14	13	15	14	15	13	13	16	16	14	17	15	15	14	15	16	17	17	16	15	17	16	15	19	17	17	17	18	18	17	16	16	17	18	17	17	18	18	18	19	20	17	17	20	21	18	18	20	19	18	21	20	20	20	20	18	20	19	22	23	20	22	21	22	21	21	22	22	21	20	24	19	22	22	23	21	25	25	27	0	4	1	3	4	2	2	3	13	2	2	2	6	4	11	32	2	17	14	13	13	21	25	14	7	18	34	23	14	35	8	21	9	25	20	35	12	42	19	39	23	13	61	34	42	24	42	61	24	23	42	32	51	33	21	38	62	24	40	62	22	41	75	59	42	34	37	53	8	59	37	53	37	59	28	55	44	65	81	65	80	47	80	71	57	74	62	43	30	16	54	63	68	20	66	88	13	84	1	1	3	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	3	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	4	1	1	2	3	2	2	6	3
4000	-346.522857081079394	-353.378345032038794	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711453387196858	1	7	4	6	7	8	9	10	12	10	10	14	11	13	13	16	13	12	12	14	12	15	13	15	14	13	17	14	15	16	14	15	14	16	17	13	18	15	15	17	15	15	19	16	17	18	18	19	15	16	15	19	17	18	18	17	18	18	20	20	18	18	21	22	19	20	20	20	20	19	20	20	17	20	16	21	21	21	22	18	23	21	23	23	23	22	21	20	21	23	22	22	21	22	24	24	25	26	0	3	1	3	3	2	2	1	8	2	6	23	11	13	11	12	10	11	10	21	8	26	18	15	21	10	23	21	14	49	11	12	21	42	9	6	20	12	11	49	14	19	35	22	50	24	38	22	13	36	26	35	39	41	38	30	38	13	75	53	22	73	49	58	40	45	37	49	57	73	30	37	39	47	41	62	69	49	82	34	76	16	60	86	82	27	60	46	69	44	77	93	80	60	53	89	68	90	1	1	1	1	2	1	1	4	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	2	2	1	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	4	2	1	1	1	3	3	1	1	1	3	1	1	2	1	1	1	1	1	1	3	1	1	1	3	1	1	1	2	1	1	1	4	1	1	1	1	3	1	3	1
4500	-323.974377616548111	-330.829865567507511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693552585469386	1	5	5	7	7	9	9	9	13	10	10	12	11	12	12	17	13	11	12	13	13	15	14	14	15	13	16	15	16	15	14	14	14	16	16	17	17	15	14	17	15	15	18	17	15	18	17	19	18	14	16	18	18	17	18	19	19	19	20	20	18	17	20	20	19	19	21	20	20	21	20	19	20	20	19	19	20	21	24	19	23	21	22	22	23	23	22	21	22	23	20	20	22	22	23	24	25	25	0	1	1	3	3	5	2	1	10	2	4	10	7	10	5	41	6	8	11	4	6	13	6	21	21	18	26	39	41	17	11	9	17	11	45	28	24	26	8	38	9	50	6	42	12	50	38	47	22	15	39	27	23	35	47	29	12	16	75	53	29	32	19	40	40	36	37	80	26	55	32	62	16	57	37	16	65	58	87	54	76	32	42	77	78	82	77	76	69	40	65	55	63	63	58	71	81	57	1	1	1	1	1	1	2	3	2	2	2	1	1	1	2	1	2	1	1	2	1	2	3	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	3	1	1	1	3	1	1	2	1	1	1	1	1	1	2	1	1	1	4	1	1	1	1	1	3	1	1	1	2	1	5	1	3	1	1	1	1	1	1	1	1	2	2	3	3	1	1	1	1	1	1	3	1	1	1	1	2	1	2	2
