step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
1	-3375.316571607786955	-3381.255768826872099	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.527898938367476	1	1	3	1	2	2	3	4	4	4	5	4	6	6	5	6	6	6	7	7	6	8	8	8	8	8	7	10	8	8	8	9	9	10	9	9	10	10	10	10	10	11	9	9	11	11	11	13	13	12	11	14	11	12	12	13	12	13	12	13	12	13	12	12	15	16	14	15	15	14	14	14	14	15	15	15	14	14	15	16	16	17	16	17	19	17	19	19	21	19	20	21	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	2	3	3	3	3	3	3	4	4	4	4	4	3	5	4	4	4	4	4	5	4	4	5	5	5	5	5	5	4	4	5	5	5	6	6	6	5	7	5	6	6	6	6	6	6	6	6	6	6	6	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	9	8	9	9	10	9	10	10
500	-986.446028624795076	-992.385225843880335	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.351920579694133	1	0	2	2	3	3	4	4	3	4	4	5	5	5	6	4	5	6	6	8	5	8	8	9	7	7	7	11	9	8	7	8	8	10	9	9	11	10	10	11	10	11	7	10	11	11	9	13	13	12	11	15	12	12	12	13	11	12	12	13	12	12	13	13	14	17	14	16	16	14	15	15	14	15	14	15	14	15	14	15	16	17	14	18	19	18	19	19	21	20	20	22	2	0	1	1	1	3	3	9	4	6	2	6	8	8	8	4	9	10	8	8	5	17	13	13	8	14	16	19	13	11	0	8	21	11	17	8	31	13	23	24	13	43	16	33	32	25	25	62	43	43	43	62	44	30	36	61	32	13	41	25	47	34	43	44	16	52	45	25	79	16	47	38	14	47	33	5	44	63	9	56	73	21	54	61	83	0	0	33	54	80	70	54	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	3	3	3	1	2	2	3	2	3	3	3	1	1	4	1	2	1	2	3	1	1	4	3	2	2	1	3	1	1	1	5	1	3	2	1	3	2	3	2	1	4	2	7	4	5	7	3	4	5	3	2	6	2	1	8	1	3	5	1	1	9	4	5	6	8
1000	-847.308190932698949	-853.247388151784207	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.543420586970072	1	0	2	2	2	2	3	3	4	4	5	4	5	6	5	6	6	6	8	7	6	7	8	7	9	8	8	10	8	9	7	9	9	10	10	9	10	8	11	11	9	10	8	10	11	10	11	14	13	11	11	14	11	12	11	13	12	12	12	13	13	13	13	11	15	17	14	16	14	13	14	13	15	15	15	15	14	14	15	13	15	16	16	18	20	18	18	20	22	19	20	21	2	0	2	1	2	1	5	4	4	6	1	6	8	1	8	4	9	7	14	8	5	4	14	8	14	22	16	24	14	21	0	14	11	33	22	29	31	13	23	14	14	43	16	11	36	26	14	33	42	14	5	30	33	30	32	25	29	39	32	25	47	21	43	44	70	77	55	56	51	43	47	58	60	61	43	64	64	50	43	47	39	77	77	68	62	0	0	82	82	84	51	77	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	2	2	2	2	4	1	2	2	1	1	1	1	1	1	2	3	1	3	1	2	2	1	2	1	2	1	2	2	2	1	2	1	3	5	2	2	1	2	2	2	1	1	2	1	4	2	1	1	2	1	2	2	4	2	1	2	2	3	2	2	1	4	1	2	1	2	2	2	1	1	4	3	1	8	3
1500	-751.663267098307188	-757.602464317392446	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.675066222141761	0	-1	1	2	2	3	2	4	4	5	5	4	5	7	6	5	6	7	7	7	7	8	8	8	8	8	6	11	9	8	8	9	10	10	10	10	11	11	10	11	10	12	10	9	12	11	11	12	13	13	11	14	11	11	11	12	11	13	13	14	12	14	12	11	15	16	14	14	15	14	14	14	14	15	15	14	15	14	16	16	16	17	16	17	19	15	19	20	21	19	21	21	2	0	1	1	3	3	3	4	4	6	2	6	8	15	16	4	9	7	8	8	5	17	13	13	8	14	11	19	20	21	0	20	30	21	22	24	31	39	23	13	8	51	27	21	55	25	25	33	42	51	16	54	44	30	36	47	32	24	41	46	47	48	51	44	43	52	29	56	63	50	56	58	46	47	70	64	52	63	51	68	58	77	77	80	82	0	0	82	85	84	51	82	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	2	1	2	1	1	2	1	2	2	3	1	1	2	1	1	1	2	1	2	1	1	2	1	2	3	2	1	2	1	1	2	1	1	1	2	3	1	1	2	1	1	1	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	5	2
2000	-581.266246123454948	-587.205443342540207	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.718398174469575	0	-2	1	1	2	2	3	5	3	4	5	4	6	6	6	7	6	5	7	8	4	9	9	7	8	8	5	10	7	8	7	9	8	11	10	9	11	10	11	11	10	11	9	9	11	11	11	13	11	12	11	13	12	13	12	13	12	13	11	12	13	13	12	11	14	16	14	14	14	14	15	14	14	15	15	16	14	15	15	15	15	17	16	17	20	17	19	19	20	18	20	22	2	0	1	1	2	3	3	9	4	5	21	6	8	4	8	17	9	7	8	14	5	17	13	13	14	17	4	19	27	21	0	29	11	21	17	29	31	23	38	20	24	43	9	30	36	25	25	44	43	27	27	53	30	53	45	47	32	23	41	25	47	33	51	44	50	77	55	47	51	63	56	39	60	61	70	64	53	70	16	68	58	77	77	68	82	0	0	82	88	84	86	85	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	3	3	1	2	1	1	2	2	1	2	1	1	2	2	2	1	3	2	1	2	1	1	1	1	2	1	3	1	4	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	4	1	2	1	1	2	2	1	1	1	1	1	2	1
2500	-586.247051692626314	-592.186248911711573	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.605953782979638	1	0	2	2	3	3	4	3	4	4	5	5	6	7	6	7	4	6	7	7	7	7	7	7	8	8	8	11	8	8	8	9	7	10	9	8	11	10	11	10	11	12	10	10	11	11	11	13	12	11	11	11	11	12	13	13	12	12	13	13	13	13	13	12	16	16	15	14	16	14	14	13	14	16	15	15	15	15	15	16	15	17	17	18	19	16	20	18	21	19	20	21	2	0	1	1	2	3	3	4	4	6	5	6	8	8	8	9	1	7	15	8	11	9	8	8	8	24	9	24	20	21	0	15	11	11	22	17	31	24	24	23	15	27	27	30	36	25	25	21	16	16	27	44	44	44	45	47	32	23	41	25	47	33	51	52	51	52	55	47	63	63	47	39	25	61	27	64	52	63	43	68	72	66	77	68	82	0	0	66	82	68	86	82	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	3	1	2	2	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	3	4	2	2	1	1	1	1	1	2	3	1	2	1	2	1	1	2	2	1	2	2	1	1	1	3	1	3	2	2	1	2	1	1	1	1	3	1	1	1	2	2	2	2	2
3000	-563.409955021284077	-569.349152240369335	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.801366188535376	1	0	3	2	2	2	4	3	4	4	5	4	5	6	5	7	6	6	5	7	7	8	8	6	8	8	7	8	7	8	9	9	10	11	10	9	11	11	9	10	9	12	8	9	11	11	12	12	13	12	10	11	11	11	12	14	13	11	11	12	13	13	12	12	15	16	15	13	15	13	15	14	14	15	15	16	13	15	14	16	16	16	15	17	20	18	20	20	22	20	20	20	2	0	1	1	2	1	3	4	4	6	5	6	8	9	8	9	9	7	8	13	11	17	14	13	14	14	4	14	8	21	0	24	11	21	22	29	31	41	23	24	14	27	9	30	36	25	25	33	16	51	43	44	44	44	45	47	32	23	41	25	47	48	43	52	51	77	55	47	70	51	47	58	46	47	63	64	52	63	51	68	72	77	77	68	66	0	0	82	88	80	86	82	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	2	1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	1	1	1	2	2	1	1	3	1	2	1	2
3500	-553.248909184026274	-559.188106403111533	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.778529103920417	0	-1	1	1	3	2	3	4	4	4	6	4	6	6	3	6	7	3	7	7	6	8	8	8	9	8	8	10	8	9	8	10	10	10	10	9	10	10	11	11	10	11	9	10	10	11	11	13	14	11	10	15	12	12	11	13	12	12	13	14	12	14	12	12	15	16	14	15	14	13	14	14	14	16	15	16	13	14	16	16	14	17	16	17	18	17	20	18	20	19	19	21	2	0	1	1	2	3	3	15	4	6	5	6	9	8	4	5	9	3	8	8	5	17	14	13	13	14	5	19	20	21	0	36	21	21	22	20	31	23	23	13	19	16	17	11	36	25	25	33	27	16	43	30	44	44	36	47	32	40	40	25	47	48	43	44	51	44	55	56	63	63	56	58	46	61	70	64	44	70	65	68	39	66	52	80	66	0	0	77	82	84	86	88	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	3	2	1	1	1	1	2	2	1	1	2	1	2	3	2	2	1	2	1	1	1	2	3	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	4	2	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2
4000	-524.375976454114380	-530.315173673199638	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.751913558437060	0	-1	2	1	1	3	4	5	3	4	5	4	7	7	4	6	5	7	7	8	7	7	9	8	9	9	7	10	7	8	7	7	9	10	9	10	11	11	11	11	10	10	9	9	10	11	11	12	14	12	10	14	12	12	12	13	12	14	12	12	12	13	11	13	16	16	14	14	15	12	15	14	13	15	14	15	14	14	14	16	16	18	16	17	19	17	20	20	21	19	20	20	2	0	1	1	2	3	3	15	4	6	5	6	8	8	9	17	4	7	8	8	17	17	13	13	14	14	16	19	8	11	0	17	21	11	17	20	31	15	23	13	24	16	27	21	20	25	25	33	42	51	27	30	44	44	45	47	32	38	41	46	47	21	51	44	79	77	55	56	75	63	56	39	46	61	63	64	64	70	43	68	72	77	77	80	82	0	0	85	82	84	86	82	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	3	1	2	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
4500	-507.517295295701103	-513.456492514786305	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.792148663142120	1	0	2	2	2	3	4	4	4	5	5	5	6	6	6	6	5	6	7	7	7	9	8	8	9	7	5	9	8	8	8	9	9	10	8	10	10	10	11	10	10	11	7	10	12	10	11	14	13	12	10	12	11	12	13	12	11	13	13	12	12	11	12	12	13	17	15	13	16	13	14	15	14	15	15	14	15	15	14	16	16	17	16	17	19	17	18	20	21	19	20	22	2	0	1	1	2	3	3	4	4	6	5	6	8	8	8	4	9	7	8	15	11	35	13	13	14	14	9	19	20	21	0	20	21	21	17	20	31	23	23	24	24	16	27	30	36	25	25	33	42	51	43	44	44	44	45	47	32	39	41	46	47	33	51	44	51	77	55	56	79	63	56	58	60	61	63	52	52	70	51	68	72	77	77	80	82	0	0	82	82	84	86	88	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1
