step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
1	-5172.058649802596847	-5170.596567718078404	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.211001594899435	-1	7	6	9	11	11	13	14	13	17	26	30	38	37	40	45	41	39	46	46	51	44	44	46	46	47	46	47	49	50	47	49	51	53	52	55	52	50	53	52	54	51	53	56	58	53	54	55	56	59	55	55	69	59	69	59	64	65	60	62	60	60	61	62	65	63	66	61	69	67	65	65	66	68	68	65	71	71	74	72	74	77	76	80	75	82	79	82	82	86	86	89	92	93	97	97	95	97	98	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	3	3	3	3	5	5	7	7	7	8	7	7	8	8	9	8	8	8	8	8	8	8	9	9	8	9	9	9	9	10	9	9	9	9	9	9	9	10	10	9	9	10	10	10	10	10	12	10	12	10	11	11	10	11	10	10	11	11	11	11	11	11	12	12	11	11	11	12	12	11	12	12	13	12	13	13	13	14	13	14	14	14	14	15	15	15	16	16	17	17	16	17	17
500	-1599.128230405034856	-1597.673956809732999	-1.454273595301801	0.000010031654895	0.000009812138040	0.978117583066049	0.155324492271994	-2	4	8	0	4	10	9	11	14	18	17	18	28	31	34	44	31	31	35	37	41	30	42	39	45	37	40	40	43	47	46	33	48	43	50	51	52	46	49	55	52	53	38	46	58	37	52	52	56	60	54	56	71	58	70	55	65	68	58	52	51	60	59	63	62	62	61	63	70	59	65	65	68	68	71	60	70	71	75	74	73	79	77	82	73	84	76	81	80	86	85	88	93	95	99	96	93	98	100	0	1	4	1	1	3	5	5	5	7	8	8	12	11	12	12	12	0	13	17	17	12	15	11	12	13	18	15	13	19	21	13	32	13	24	29	19	19	20	15	28	34	0	13	16	22	24	16	12	60	11	31	32	33	16	43	43	43	25	33	22	46	33	47	32	70	32	43	34	32	61	16	46	32	43	16	46	46	32	60	22	67	61	61	32	46	46	13	22	32	46	46	46	46	32	46	0	57	46	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	8	2	1	1	1	2	2	2	4	5	2	4	1	3	3	1	1	4	3	3	2	4	2	2	5	2	2	1	3	3	2	3	2	7	1	9	2	10	2	5	2	10	12	2	1	5	5	3	2	5	1	6	11	7	5	3	8	8	8	10	4	7	10	9	7	10	6	7	9	8	11	10	13	11	12	13	14	10	12	17	16	1	15	15
1000	-1280.500014723311097	-1279.056939932365594	-1.443074790945470	0.000009985685377	0.000009446200724	0.945974198858300	0.307911446311187	-2	4	6	8	10	12	12	16	15	19	22	27	36	34	36	43	39	39	44	46	44	33	43	40	48	44	43	42	48	49	41	42	51	52	41	56	51	49	41	54	55	49	37	56	59	40	54	54	52	57	57	55	69	55	69	58	67	67	54	52	45	45	59	62	63	62	69	63	68	54	63	66	50	70	69	66	72	73	75	74	74	72	68	80	74	82	80	81	82	85	84	90	90	91	99	98	94	98	99	0	1	1	1	1	3	5	5	5	7	8	11	12	11	22	17	13	0	13	39	31	12	15	11	17	17	18	13	39	19	12	22	32	32	14	29	19	19	17	28	28	22	0	59	26	13	24	19	20	60	11	31	66	20	54	43	43	43	25	61	32	46	60	51	42	70	61	43	66	12	61	47	62	61	43	70	62	46	66	60	70	67	61	61	53	73	73	85	61	62	46	62	73	73	62	62	0	68	62	1	2	1	1	2	1	1	1	1	1	1	2	2	4	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	1	1	3	1	3	2	1	2	8	2	2	2	3	3	8	7	1	1	1	1	2	1	3	2	2	9	1	6	4	2	1	7	9	4	6	9	4	3	4	1	5	8	2	10	7	3	8	9	9	9	8	6	9	12	1	10	13
1500	-1172.562958721748601	-1171.148002554114782	-1.414956167633770	0.000010035179556	0.000008626686573	0.859644466235289	0.332479614450785	-2	8	1	9	3	12	14	14	14	17	26	28	36	38	37	41	37	41	36	43	52	38	44	41	43	47	48	45	45	48	43	46	50	43	50	55	46	49	51	47	52	49	37	54	57	42	53	54	57	59	55	53	70	61	68	60	63	63	57	51	49	45	63	64	63	61	65	61	70	59	59	66	55	69	62	57	60	65	71	73	72	79	75	82	73	78	78	83	82	86	87	89	90	93	97	96	94	98	99	0	5	1	1	1	3	5	5	5	7	8	11	12	11	12	15	12	0	12	15	13	12	13	14	12	13	18	13	17	37	17	22	22	17	11	29	19	37	20	28	40	32	0	25	26	15	24	37	20	60	11	31	66	13	16	43	43	43	25	61	32	46	60	47	22	70	61	43	66	32	60	51	62	61	43	13	73	73	76	74	76	74	74	61	79	62	78	81	61	62	73	77	62	86	78	62	0	68	77	1	1	1	2	2	3	2	2	2	1	2	1	2	2	2	1	2	1	1	2	4	2	2	1	3	2	2	2	1	1	1	2	2	1	4	2	3	1	2	1	1	1	1	2	2	1	2	1	4	2	5	2	2	3	4	4	8	6	2	1	1	1	2	2	5	1	2	8	3	2	2	3	2	7	6	3	1	3	3	1	4	2	1	8	1	10	3	3	7	10	9	5	7	4	5	11	1	9	8
2000	-1100.151631021049752	-1098.527547978467510	-1.624083042582164	0.000010089760838	0.000014239599468	1.411292070921592	0.468220545257396	-1	2	3	8	1	11	13	14	11	16	23	29	40	38	39	39	36	31	43	45	53	43	43	40	45	44	45	39	46	48	45	49	45	52	50	57	51	47	43	46	47	50	37	55	54	49	47	50	55	58	54	55	71	55	65	61	65	67	60	50	45	56	60	62	62	57	61	59	67	65	62	65	62	69	65	50	56	69	73	73	65	77	76	80	72	83	77	73	79	89	80	78	91	93	92	99	92	97	98	0	1	1	1	1	3	5	5	5	7	8	11	12	11	17	12	12	0	15	39	31	16	17	14	16	17	18	17	16	19	13	33	22	17	24	29	19	19	15	28	28	22	0	25	26	33	14	19	39	60	47	31	70	13	39	43	43	43	44	61	15	46	60	51	34	42	60	43	66	66	61	64	62	61	43	13	46	73	81	67	76	74	80	61	81	77	73	81	61	78	73	77	92	92	92	77	0	68	92	1	1	1	2	1	2	2	2	3	1	1	1	2	3	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	1	1	1	2	2	2	2	1	2	2	3	3	4	6	6	1	1	1	1	1	1	2	2	3	8	1	1	3	1	2	6	4	1	2	2	1	2	3	1	1	5	1	7	2	2	6	7	3	5	3	2	3	11	1	10	6
2500	-1010.337139766892278	-1008.871220025153093	-1.465919741739239	0.000010029711406	0.000010136196662	1.010616981034937	0.471021721099738	-1	4	4	3	4	12	11	16	12	17	20	26	39	38	38	43	38	38	40	47	44	43	45	45	44	40	45	42	46	49	44	47	49	51	47	55	48	46	44	51	55	50	38	55	51	54	53	56	57	61	56	57	69	59	64	59	65	67	60	58	53	60	63	62	63	61	59	60	64	67	67	67	64	66	64	63	56	65	72	68	67	74	73	75	74	83	79	81	82	83	87	76	93	90	95	92	90	96	97	0	1	1	1	1	3	5	5	5	7	8	11	12	11	12	17	12	0	15	39	13	17	17	14	17	17	18	17	39	19	13	22	22	32	24	29	19	19	17	28	28	32	0	25	15	33	24	37	13	60	47	31	66	17	49	43	43	43	44	61	33	46	60	47	34	34	61	43	66	76	67	64	62	61	43	17	46	62	81	67	76	67	80	80	81	77	78	85	83	62	90	77	92	92	92	77	0	58	92	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	3	1	1	1	1	2	1	1	1	1	3	1	1	2	1	1	2	1	1	2	2	1	2	2	3	1	1	2	2	1	1	1	2	1	1	2	2	4	2	3	6	6	1	1	1	2	1	1	2	2	1	6	1	1	1	1	1	2	3	4	1	1	1	1	1	3	1	2	2	5	4	1	2	7	1	4	4	2	3	10	1	5	6
3000	-993.829907898413921	-992.210938418044975	-1.618969480368939	0.000009924683229	0.000013883182508	1.398853967197233	0.486113898567438	-1	2	5	9	8	11	12	15	11	15	21	26	36	34	35	46	39	37	42	46	38	46	42	39	42	48	47	42	42	51	48	47	41	54	49	55	54	49	39	52	55	46	47	54	53	53	55	57	52	59	54	51	69	60	66	57	64	55	62	57	51	55	63	62	60	59	68	62	65	68	62	66	68	68	69	66	59	65	75	72	69	74	76	82	75	79	77	78	82	78	82	76	90	91	94	98	93	97	98	0	1	1	1	1	3	5	5	5	7	8	11	12	11	12	15	15	0	12	39	15	33	15	14	15	13	18	13	13	19	21	33	13	42	24	29	19	19	15	28	28	33	0	20	26	33	24	37	20	60	35	31	66	20	15	43	43	43	44	61	33	46	60	51	13	13	61	43	66	76	61	64	62	60	68	66	62	62	76	67	76	61	80	80	81	77	78	85	83	62	90	77	92	92	86	92	0	68	92	1	1	1	2	2	1	1	2	1	1	1	1	3	2	2	2	1	1	3	2	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	3	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	3	2	2	1	2	1	2	1	4	4	2	4	1	1	2	1	2	2	1	3	1	1	2	1	1	4	1	2	2	4	2	1	2	5	1	3	3	2	3	7	1	6	4
3500	-972.326779063574349	-970.752186484287108	-1.574592579287223	0.000010233077075	0.000013202932178	1.290221121297077	0.631065902151757	-3	2	8	9	6	12	12	8	14	13	19	29	32	36	36	42	37	40	44	47	43	45	46	48	45	42	44	43	50	48	47	45	41	49	52	56	50	47	45	53	55	50	52	54	51	53	52	53	53	59	53	52	64	60	68	55	66	65	59	53	49	59	62	61	63	59	62	59	71	67	67	66	65	63	65	66	73	70	71	66	72	77	72	81	76	79	76	81	83	81	85	87	93	89	97	95	95	89	95	0	1	1	1	1	4	5	5	4	7	8	11	12	11	13	15	13	0	13	39	17	15	12	14	17	13	18	33	20	19	21	33	15	22	24	29	19	19	17	28	40	32	0	25	26	32	14	19	39	60	47	31	66	39	20	43	58	43	44	61	22	46	60	47	42	42	61	43	66	66	67	64	62	61	68	66	62	62	70	74	76	67	80	80	79	77	62	85	83	87	90	77	92	92	99	92	0	58	93	1	1	2	2	2	1	1	1	1	1	1	3	1	2	1	1	2	1	2	1	1	1	4	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	2	1	2	2	2	3	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	2	2	2	2	2	1	1	2	1	1	2	2	1	1	3	2	1	1	1	2	1	4	1	1	4	2	2	1	1	1	2	1	1	2	1	5	1
4000	-964.706730819010772	-963.056217456804006	-1.650513362206792	0.000010838215128	0.000015991010046	1.475428366796030	0.678073559972293	-5	8	5	2	6	12	12	14	11	19	25	30	36	37	41	36	43	35	43	48	40	44	45	42	46	41	40	44	49	49	45	47	48	51	53	56	51	50	54	53	50	52	54	51	59	51	52	55	53	61	58	54	71	52	69	62	60	63	61	54	52	60	61	60	65	61	57	61	67	68	67	64	66	64	66	65	71	72	67	64	72	67	72	76	75	83	74	81	81	83	86	80	89	90	98	96	96	95	97	0	1	4	1	1	3	5	5	5	7	8	11	12	11	16	12	16	0	13	22	16	12	13	11	16	13	18	13	12	19	21	22	22	32	24	29	19	19	20	28	28	22	0	25	15	32	24	19	20	60	47	31	66	20	20	43	43	43	25	61	22	46	67	51	32	42	61	43	66	76	74	64	62	67	68	66	62	73	76	67	79	50	80	80	81	92	73	85	83	87	90	77	92	92	99	94	0	58	94	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	3	3	1	1	2	4	1	1	1	1	2	2	2	2	2	1	2	1	2	1	1	4	1	1	2	1	2	2	2	2	1	5	2	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	2	1	2	1	1	2	2	2	1	1	1	5	1
4500	-897.275894187507902	-895.802690043980760	-1.473204143527123	0.000012821874614	0.000013213545502	1.030547084522252	0.635231559049678	0	6	6	4	6	11	12	14	14	18	26	30	36	36	38	38	36	37	43	43	44	42	44	46	47	46	43	42	46	51	46	45	48	48	52	55	49	49	48	52	46	52	53	52	52	52	54	55	54	55	56	55	68	56	59	58	59	61	57	60	58	59	61	61	61	60	63	63	67	65	65	65	64	65	68	63	72	68	65	70	73	71	74	81	75	82	78	81	80	79	86	86	88	89	96	96	95	87	99	0	1	4	1	1	3	5	5	5	7	8	11	12	11	13	12	12	0	16	17	11	17	17	11	13	16	18	17	20	19	21	15	32	32	24	29	19	19	20	28	28	32	0	25	26	22	24	19	26	22	47	31	66	39	20	43	43	43	44	50	50	46	50	51	42	33	61	43	66	76	61	64	62	61	68	66	73	46	66	71	79	74	80	80	81	77	62	85	83	78	90	77	92	92	92	93	0	58	95	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	2	1	1	2	3	2	2	3	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	2	1	1	3	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	1	2	3	2	1	2	1	1	2	1	1	2	1	1	3	1	2	1	1	2	1	1	4	1
