step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28
6000	-207.173949563870934	-205.637753195518570	-1.536196368352376	0.000037616472066	0.000044935193358	1.194561607984333	0.770611764775002	0	3	2	3	5	5	7	5	6	7	5	7	7	6	7	9	8	8	11	12	10	11	13	10	11	13	13	11	0	1	1	1	4	4	4	4	1	14	2	11	8	4	11	12	0	9	13	5	7	21	7	13	13	22	21	13	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	2	2
6500	-195.582360243247507	-194.220275440211111	-1.362084803036409	0.000092563883497	0.000049542511170	0.535225071571765	0.699817951962953	1	4	3	3	5	5	7	5	6	8	6	7	7	8	9	9	8	8	11	11	9	11	10	13	12	13	13	12	0	1	1	1	4	4	4	4	1	1	3	11	4	7	4	12	0	9	15	4	13	21	13	20	13	22	21	7	1	1	1	1	2	1	2	1	2	3	2	1	2	1	4	1	1	1	1	2	1	1	1	1	2	2	2	3
7000	-193.266562431581349	-191.501805100951401	-1.764757330629938	0.000248581065980	0.000046051609763	0.185257914079674	0.654530617031953	1	3	3	2	4	5	7	6	7	7	5	6	4	7	7	8	9	9	11	12	11	12	11	12	10	13	14	14	0	1	1	1	4	13	13	13	13	8	4	11	4	3	11	12	0	7	14	7	6	6	9	18	9	10	21	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	3	2	1	2	3	2	1
7500	-178.075423963405683	-176.129937408245524	-1.945486555160170	0.000303764157663	0.000044793777574	0.147462353422476	0.736506666391124	0	3	2	3	4	4	6	7	7	8	7	7	6	8	9	9	8	8	10	11	12	10	11	12	12	12	13	13	0	1	1	3	4	4	2	7	13	12	13	4	5	8	12	8	0	2	18	19	8	7	12	22	14	8	22	14	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	3	1	2
8000	-183.796645837741949	-182.072143075825153	-1.724502761916793	0.000210923796365	0.000041386015645	0.196213117525706	0.766172030858490	1	4	3	3	5	6	7	5	7	6	6	7	6	6	8	9	9	9	8	11	11	11	13	13	12	13	12	13	0	1	1	1	4	4	13	4	2	2	2	11	5	2	11	3	0	9	7	19	8	14	20	13	19	22	21	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	3	3	1	2	2	1	1	2
8500	-193.979307397781895	-191.894339605459066	-2.084967792322842	0.000308849581717	0.000039097264680	0.126589987472436	0.695112905520395	1	2	4	4	5	5	7	6	6	8	7	6	5	9	8	8	6	8	11	10	11	11	11	13	11	14	13	13	0	1	2	2	3	4	4	3	13	12	12	4	4	15	3	9	0	5	20	7	15	8	18	18	18	28	22	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	3	1	1	1	3
9000	-183.443891341440150	-181.948866203338696	-1.495025138101447	0.000228610737592	0.000068165991999	0.298174935773645	0.716002041457150	0	3	4	3	4	6	4	6	6	7	7	6	6	8	8	6	8	8	9	10	10	11	13	14	11	14	14	13	0	1	2	1	4	5	4	5	2	7	16	2	5	10	11	7	0	9	11	13	6	8	19	20	8	21	21	20	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	3	1	1	2	2	2	1
9500	-180.806732510793552	-178.852394731110309	-1.954337779683236	0.000289898744087	0.000042315610035	0.145966862216119	0.761741064016856	0	4	4	3	5	4	6	6	7	8	6	6	5	8	9	8	8	9	10	11	11	11	12	14	10	14	13	14	0	4	4	1	4	4	13	4	2	11	2	3	4	11	9	12	0	2	14	18	18	18	20	21	9	9	22	14	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	5	1	3
10000	-178.539979891428970	-176.693661976770301	-1.846317914658663	0.000295282696093	0.000049092658941	0.166256470800090	0.692070398446117	0	4	3	2	4	5	5	5	7	7	5	7	6	8	8	9	7	8	10	11	11	11	13	13	11	12	14	14	0	4	1	1	4	3	2	4	13	7	2	11	11	8	13	12	0	9	14	9	13	6	20	8	13	8	21	12	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	5	2	3	2	3
10500	-188.533806995927648	-186.856168716946229	-1.677638278981426	0.000288265665886	0.000060726813663	0.210662665899514	0.547936696195965	0	3	4	2	5	5	7	4	7	6	5	7	7	6	9	8	8	8	9	11	10	11	13	14	11	10	13	13	0	4	1	1	8	4	11	4	14	4	4	14	5	2	12	14	0	2	10	14	10	19	13	13	18	8	21	18	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	3	2	2	2	1	3	4	2	3	2	2
11000	-183.786031604378394	-182.130057036797581	-1.655974567580813	0.000367747733715	0.000080199889332	0.218083979801863	0.643179279374648	1	3	2	3	5	5	6	5	7	8	6	7	5	9	8	8	8	8	8	10	10	11	13	14	11	14	12	13	0	1	1	1	4	4	8	4	6	12	4	11	2	9	11	4	0	5	12	16	6	12	6	21	7	16	22	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	4	1	2	2	1	2
11500	-189.748629277952801	-188.261637582137496	-1.486991695815318	0.000371345300317	0.000112926822745	0.304101930597942	0.827808230082583	0	2	4	3	5	5	5	6	7	7	6	6	6	7	9	7	7	9	9	11	10	11	12	13	11	10	12	12	0	1	2	2	4	4	4	7	6	7	3	3	7	7	12	12	0	11	7	26	6	8	26	20	18	19	21	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	1	1	2	1
12000	-183.533482734630098	-181.715391912950849	-1.818090821679250	0.000270606478922	0.000046655255113	0.172409970738558	0.662939619124517	1	4	4	3	5	5	6	6	7	7	7	8	5	7	9	7	7	7	10	11	11	11	13	13	11	12	14	13	0	1	1	1	4	3	4	2	1	13	7	16	4	4	11	7	0	3	8	7	9	7	7	21	7	20	26	22	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	1	3	2	3	1	2	1	1	1
12500	-181.307714047008943	-179.502354502316621	-1.805359544692316	0.000261627115770	0.000045869431123	0.175323689165446	0.726176184280825	0	3	2	3	5	5	4	6	8	6	7	8	7	7	7	7	8	9	10	11	8	10	12	12	10	13	12	13	0	3	1	1	2	4	2	7	15	4	4	15	8	4	4	8	0	9	13	19	4	6	19	12	13	27	22	20	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	1
13000	-178.902210640303934	-177.123403029486212	-1.778807610817726	0.000218189277922	0.000039645737825	0.181703419173401	0.694124666428823	1	3	4	3	4	5	5	7	6	7	6	5	6	8	8	8	9	8	9	8	12	9	13	11	10	13	13	13	0	1	1	1	4	4	4	4	3	9	3	3	3	2	8	12	0	9	14	13	22	6	24	13	1	22	22	8	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	5	2	2	3
13500	-178.835679984131531	-177.352114752264100	-1.483565231867427	0.000200332716003	0.000061446853147	0.306724005808563	0.791749990899347	1	2	3	3	5	5	6	6	7	7	6	6	4	8	8	9	9	9	10	11	10	11	13	13	11	14	13	12	0	1	2	1	13	4	13	13	8	2	4	4	4	7	12	14	0	9	14	10	16	21	16	20	16	22	21	14	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2
14000	-182.204726745247001	-180.538413971063250	-1.666312774183750	0.000367946141180	0.000078916185032	0.214477544944349	0.814925085367303	-1	2	3	3	4	5	5	5	8	7	7	7	7	8	9	8	8	9	10	11	11	11	12	13	11	13	14	12	0	1	2	1	4	2	4	4	11	4	2	8	6	7	8	12	0	8	16	6	15	4	19	25	15	21	21	18	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	3	1	3	1	1	1	1	2	1
14500	-199.471083810252622	-197.610459810652344	-1.860623999600267	0.000274753955783	0.000044864019414	0.163287983557941	0.548199304423075	-1	2	3	4	3	5	7	6	7	7	7	7	7	8	8	8	9	9	7	11	10	11	12	13	12	12	12	14	0	1	1	2	2	3	1	4	6	2	3	3	8	11	4	8	0	7	4	4	7	8	7	13	10	21	21	14	1	1	1	1	1	1	4	1	1	2	2	2	1	1	2	1	1	1	1	3	2	3	3	3	2	1	2	2
15000	-169.868933957898321	-168.039970993673705	-1.828962964224605	0.000269722059978	0.000045850415947	0.169991345724298	0.724256894099799	1	4	4	3	4	5	6	6	8	8	5	7	6	9	9	9	8	8	11	10	12	12	11	11	11	11	13	13	0	4	4	1	4	4	2	2	2	2	4	11	2	10	10	12	0	13	20	10	20	24	20	13	20	8	24	26	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	3	1	1
15500	-160.127441898259804	-158.740218782713697	-1.387223115546112	0.000157926974145	0.000067521995199	0.427552009811587	0.856633065437403	1	3	3	3	4	6	5	5	7	8	6	8	7	7	8	7	8	9	10	11	11	12	12	14	11	13	14	13	0	1	1	1	4	8	4	4	2	1	3	16	7	7	11	11	0	9	13	19	10	21	19	28	19	6	26	20	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1
16000	-171.745014054272104	-170.041478115252943	-1.703535939019150	0.000254674286154	0.000051553417234	0.202428827865087	0.747622456632170	1	2	4	3	4	6	5	5	7	7	6	7	7	8	8	9	9	8	9	11	10	9	13	13	11	12	13	14	0	1	2	1	4	4	4	4	7	7	3	11	8	10	11	12	0	9	9	19	6	6	13	9	13	13	21	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1
16500	-173.010434847295386	-171.469000871162535	-1.541433976132854	0.000213241629838	0.000057321343471	0.268809347942443	0.597250257933792	1	3	4	3	5	5	6	5	7	7	4	7	7	8	7	9	8	8	10	11	10	11	12	13	10	14	13	13	0	1	4	1	4	4	8	4	2	2	4	2	7	8	11	11	0	2	12	5	6	16	16	25	14	22	21	20	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	3	1	3	1	2	4	1	2	1	1	1	2	1
17000	-183.833509843092770	-182.409551773682381	-1.423958069410390	0.000224206107639	0.000081934187803	0.365441372968272	0.720887518669798	1	3	4	4	4	6	5	6	7	6	5	7	7	8	7	9	9	8	10	12	11	10	11	12	10	13	13	11	0	1	1	2	1	7	2	4	2	3	2	11	8	7	5	12	0	2	13	6	9	14	18	19	13	22	21	18	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	2	1	1	2
17500	-190.282628711845291	-188.769921931922681	-1.512706779922600	0.000228197634827	0.000065287054729	0.286098735328371	0.591519993436861	1	3	4	3	4	6	7	6	7	6	7	5	7	9	9	8	7	9	10	9	12	10	12	13	9	14	12	14	0	1	1	1	4	4	1	5	8	4	12	3	8	10	12	12	0	11	15	8	6	6	4	22	7	22	22	20	1	1	1	1	1	1	4	1	1	1	2	1	1	1	2	2	1	1	1	1	3	2	3	1	1	2	1	2
18000	-184.012906772110000	-182.458841168109643	-1.554065604000348	0.000263733155363	0.000069086331375	0.261955427182915	0.813733472002859	1	3	4	3	5	6	7	6	6	8	6	7	5	8	8	8	8	7	11	11	9	12	11	11	10	14	13	14	0	1	2	1	4	13	13	4	13	8	3	11	4	11	11	12	0	9	7	25	6	10	13	7	1	24	21	22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2	3	2	2	1
18500	-183.160616108177237	-181.313116761796039	-1.847499346381209	0.000243276330784	0.000040385729456	0.166007639650062	0.712884223769363	0	3	3	2	4	5	6	6	8	8	6	8	7	5	8	6	8	8	9	10	12	10	12	13	11	13	13	10	0	1	4	1	4	4	6	4	8	8	2	16	7	3	11	14	0	8	12	2	6	12	20	21	9	20	21	9	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1	1	1	1
19000	-187.374581628420515	-185.701910392181247	-1.672671236239275	0.000263126309050	0.000055866664271	0.212318807926061	0.533057918692560	1	4	3	3	5	6	5	5	8	8	6	7	6	8	7	9	8	8	11	10	11	11	13	12	10	13	14	13	0	1	1	1	4	1	4	4	11	6	4	1	7	13	11	15	0	7	9	8	4	6	21	20	7	19	21	14	1	2	1	1	1	3	1	1	1	1	2	3	1	1	1	2	1	1	1	2	3	2	1	1	3	1	2	3
19500	-189.554383528687453	-187.850819875595022	-1.703563653092419	0.000339781121451	0.000068778616154	0.202420357729241	0.718242738307082	0	4	4	3	3	6	7	5	7	8	5	8	6	6	8	8	9	7	10	9	9	11	11	12	11	13	13	13	0	4	1	1	1	11	8	5	2	14	4	7	11	8	7	14	0	2	15	10	6	13	8	22	21	6	21	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	4	2	3
20000	-188.725409808990150	-187.176315934427663	-1.549093874562480	0.000239282872735	0.000063315328372	0.264604514513590	0.681019300760142	0	3	4	2	4	6	7	5	8	7	6	8	6	9	9	8	9	8	9	10	11	9	11	13	10	13	14	11	0	1	1	1	4	8	8	3	3	8	3	11	5	10	11	7	0	2	13	13	9	7	3	19	13	6	19	9	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	3	2	3	3	1
20500	-184.925699409009269	-183.245033860637164	-1.680665548372091	0.000375965238095	0.000078827106894	0.209665944899490	0.794183880807539	0	3	3	2	4	5	6	5	7	7	6	7	6	9	9	8	8	5	9	11	10	11	13	12	9	13	12	13	0	4	4	1	4	4	4	5	11	8	2	7	8	12	16	12	0	2	9	16	7	6	9	12	9	15	21	22	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	1	2	1	1
21000	-176.546797451378723	-174.921681030495847	-1.625116420882875	0.000284462610887	0.000065321270519	0.229630425998673	0.792164270590110	-1	2	1	3	4	6	5	7	6	6	6	7	7	8	8	9	8	8	10	9	12	10	13	12	10	13	13	13	0	1	1	3	4	4	4	7	4	4	2	11	7	10	12	12	0	9	14	13	22	6	24	19	13	8	21	18	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2
21500	-182.477752713604161	-180.547932799753170	-1.929819913850994	0.000233504829380	0.000035066753411	0.150175709446626	0.738314999105646	1	4	3	3	4	6	4	4	7	6	6	8	6	7	7	8	8	9	10	11	11	10	12	12	11	12	14	12	0	1	1	1	4	7	4	4	1	7	2	13	8	10	11	13	0	2	16	2	13	13	20	18	9	6	21	9	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	3	2	1	1	1	3	2	2
22000	-200.494713586051546	-198.494118268381499	-2.000595317670055	0.000278551892785	0.000038596145975	0.138559984602544	0.571213691158203	1	4	3	4	4	5	6	6	7	7	4	7	7	8	9	8	8	7	10	11	12	11	10	13	11	14	14	10	0	1	1	1	1	1	1	5	2	8	3	11	8	10	11	2	0	6	9	16	16	7	7	22	14	15	6	5	1	2	1	2	1	2	2	1	1	1	1	1	1	1	4	2	1	1	2	1	2	2	2	1	2	3	7	3
22500	-182.549289485809766	-181.016601925343480	-1.532687560466280	0.000225707235377	0.000061799971601	0.273805895047980	0.755233826160256	0	4	2	3	5	6	6	7	8	8	7	6	5	7	7	7	7	9	10	10	10	11	13	12	11	12	12	13	0	3	1	1	4	2	4	13	2	7	12	2	4	2	12	12	0	9	9	4	6	6	2	10	8	7	21	8	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	4	2	1	3	1	2
23000	-191.608524960776975	-189.974950087116952	-1.633574873660016	0.000274847175257	0.000062209192190	0.226341027997479	0.697854561217068	0	3	2	3	5	5	6	6	6	7	7	8	6	7	8	7	8	8	11	10	11	12	12	12	10	13	13	13	0	1	1	1	4	4	4	4	4	8	13	3	4	13	8	8	0	8	12	10	20	10	12	20	10	23	21	20	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	1	2	1	1	2
23500	-184.508529745484367	-182.707066295277997	-1.801463450206367	0.000214207170758	0.000037750499161	0.176233592119912	0.722430561978282	0	1	3	3	4	5	7	5	6	7	6	7	6	8	7	7	8	7	10	10	10	11	13	14	8	14	12	13	0	1	1	2	4	4	8	1	8	8	3	5	2	13	11	8	0	9	16	13	6	19	7	9	8	22	22	20	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	5	2	2	1	2
24000	-184.411562921939975	-183.024644568623160	-1.386918353316825	0.000320443467577	0.000137234276910	0.428263612138198	0.776079869484538	0	4	3	3	4	5	6	6	6	7	7	8	7	9	8	8	8	8	11	9	11	12	12	13	11	14	13	12	0	3	1	1	4	4	5	4	2	8	7	11	8	10	11	11	0	9	20	8	8	20	13	25	7	28	25	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	4
24500	-185.838139337464099	-184.023810595786557	-1.814328741677543	0.000220874335093	0.000038269049513	0.173261639913292	0.805333298159138	0	3	4	2	5	5	6	5	8	8	6	5	7	9	7	7	8	7	10	11	11	12	12	12	12	13	13	13	0	1	2	1	2	4	8	4	11	12	4	3	7	16	12	12	0	2	10	7	6	21	7	8	19	21	22	10	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	2	3	1	2	1	2
25000	-170.409025895328512	-168.477268159975068	-1.931757735353446	0.000265338745965	0.000039757132745	0.149835383448551	0.794490184952694	0	4	4	2	5	6	5	4	6	8	6	7	6	7	8	8	9	8	10	11	11	11	12	13	10	12	13	12	0	4	4	1	8	8	4	4	2	14	7	11	1	2	11	12	0	9	16	25	13	13	7	21	7	22	26	25	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1
25500	-185.210984076569815	-183.591329560492767	-1.619654516077057	0.000178929224262	0.000041477290978	0.231808365286610	0.706002783425467	1	3	4	3	4	5	6	7	6	8	5	8	6	8	6	9	7	8	10	10	11	10	12	13	11	12	14	11	0	1	1	1	4	4	4	13	2	8	2	11	5	13	3	15	0	13	3	5	7	7	13	20	20	8	26	20	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	2	2	4	1	1	2	1	1
26000	-190.633707460008736	-189.097410417556716	-1.536297042452011	0.000359705400648	0.000097738313892	0.271717671506721	0.870493055101681	1	4	4	3	4	5	5	7	7	8	6	7	6	7	8	8	8	9	10	11	10	11	11	13	11	13	14	14	0	1	4	1	4	4	5	7	2	14	2	11	4	5	11	12	0	15	12	21	6	6	2	25	8	23	23	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2
26500	-173.240532834131727	-171.659323004672160	-1.581209829459579	0.000285585030062	0.000070963955644	0.248486258640501	0.751841332089012	1	4	3	3	5	6	6	7	7	6	6	7	5	8	8	8	9	8	10	11	12	12	12	11	9	13	13	13	0	1	1	1	4	13	13	5	2	2	2	13	4	10	9	9	0	2	9	14	6	6	8	14	7	20	22	20	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	3	3	3	1	1	1	1	1
27000	-181.178765306430705	-179.454484716615895	-1.724280589814797	0.000277587855429	0.000054484120231	0.196277031452716	0.766732445422597	1	3	3	3	4	5	6	4	8	7	6	7	7	7	8	7	8	8	11	11	11	11	12	13	11	13	14	12	0	1	1	1	4	8	4	4	11	5	4	2	6	2	11	11	0	7	18	10	6	14	25	8	14	22	26	9	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	3	2	1	3	2	1	1	3
27500	-196.702342431396971	-194.826629432659701	-1.875712998737284	0.000226189429647	0.000036248864936	0.160258881206358	0.784523379090795	1	4	2	3	4	5	6	7	8	7	6	7	5	8	9	5	9	8	10	9	11	12	9	12	11	13	13	14	0	1	1	1	4	4	13	13	2	4	16	16	4	16	11	2	0	4	4	5	6	21	8	19	15	6	21	20	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	2	3	2	1	1	1	1	5	1	2
