step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102
24500	-507.001109656268682	-513.856597607228082	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.413081335792522	-1	1	4	3	6	4	6	10	7	7	6	7	8	8	8	8	8	8	8	10	10	12	8	10	11	9	11	11	12	10	9	11	12	11	9	11	13	12	11	12	12	13	13	11	12	13	14	13	15	14	13	16	14	16	15	15	15	14	15	16	15	14	15	15	16	18	18	18	17	20	17	20	19	20	23	21	20	21	20	20	21	24	22	24	22	24	25	26	25	27	25	25	29	28	28	28	29	30	31	32	32	35	0	1	1	1	6	2	6	14	7	2	6	7	7	3	10	12	3	2	5	3	9	27	6	7	7	10	20	35	24	6	13	30	19	16	19	35	30	24	35	44	13	29	15	4	24	18	7	36	58	19	13	19	5	47	37	39	45	41	32	21	28	39	11	20	21	62	65	50	16	69	31	59	58	29	52	55	64	71	68	36	43	3	56	75	45	26	50	52	74	72	64	3	84	52	11	84	77	87	96	98	81	101	1	1	3	2	1	2	1	1	1	3	1	1	1	2	1	1	1	4	1	2	2	1	3	3	3	1	1	2	1	3	1	1	1	2	1	1	1	1	1	1	2	1	2	3	1	3	3	2	1	3	2	3	3	1	1	2	1	1	2	3	2	1	4	2	3	2	1	2	3	2	2	2	2	3	3	4	3	1	1	3	3	10	3	1	6	9	4	4	3	4	4	6	3	6	10	1	6	1	1	1	5	2
25000	-606.059451685247154	-612.914939636206554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.340394373976825	-1	3	4	4	5	6	6	10	7	8	7	7	8	8	7	8	7	9	9	10	9	11	10	9	10	10	11	11	10	11	11	11	10	10	10	12	13	12	10	10	13	12	13	12	12	12	13	12	14	14	13	17	16	14	15	16	14	15	14	15	14	15	16	15	17	18	18	18	17	21	18	20	18	19	24	20	19	21	21	22	21	21	22	24	22	23	21	25	25	26	25	25	28	26	29	30	28	31	32	32	32	34	0	1	2	2	3	4	3	14	2	2	6	7	6	7	6	1	2	7	15	13	12	2	21	5	13	13	33	15	14	20	20	15	2	21	21	26	7	15	14	14	26	26	25	17	29	25	29	2	46	13	8	38	11	25	31	27	36	41	48	41	48	39	37	21	47	22	56	50	41	46	11	29	54	60	87	57	60	52	33	27	15	8	34	53	62	87	49	81	78	84	73	1	84	16	62	94	71	92	97	96	86	99	1	2	1	1	1	1	2	1	2	3	1	1	1	1	1	4	1	2	1	1	1	2	1	3	1	1	1	2	1	1	1	2	3	1	1	1	4	1	2	1	1	1	1	1	2	1	1	5	1	3	1	2	4	2	2	3	1	1	1	1	2	3	1	4	2	3	1	2	2	8	6	4	2	2	2	3	2	2	7	4	7	5	6	4	3	2	2	2	2	1	4	12	2	7	5	2	6	2	2	1	4	1
25500	-491.478438902652897	-498.333926853612297	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369525761632928	-1	3	4	4	5	7	6	9	8	8	6	8	9	8	8	8	7	10	8	10	9	12	10	8	10	9	10	9	11	11	11	13	11	11	10	11	13	11	12	13	12	12	14	11	12	12	13	12	14	13	13	16	14	14	16	15	15	15	14	16	16	15	16	14	15	16	19	18	18	19	18	20	19	18	24	21	20	22	20	21	21	23	22	22	21	24	24	27	26	25	26	24	27	27	26	30	29	30	31	31	32	34	0	1	2	2	2	5	5	9	5	11	2	7	17	6	11	1	2	16	11	21	3	15	6	7	7	24	24	9	20	15	24	44	3	12	6	23	3	13	14	42	25	8	11	16	27	23	4	21	27	19	39	6	11	36	18	43	34	7	33	19	20	4	54	28	29	47	18	57	65	13	15	49	36	60	20	52	64	37	57	47	20	47	47	85	64	73	57	91	77	75	92	34	77	43	48	83	29	76	77	94	97	99	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	6	2	1	2	1	3	1	2	1	3	1	1	1	1	2	2	2	3	2	1	1	5	1	1	1	1	1	4	2	1	1	5	2	1	1	1	4	2	2	3	1	1	6	2	3	3	6	2	2	2	2	4	2	2	4	5	2	5	1	6	2	3	4	3	4	7	5	4	1	4	2	4	1	4	1	1	5	3	4	7	5	8	2	7	2	2	2
26000	-486.718933520401720	-493.574421471361120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418281037414401	-1	2	5	4	6	7	6	9	7	6	4	8	8	8	8	7	7	9	9	10	9	11	9	10	10	10	11	10	10	12	10	12	11	10	10	11	13	12	12	9	12	10	13	13	14	12	13	13	15	15	14	17	15	15	16	15	15	15	14	15	16	15	17	14	17	18	19	18	17	18	18	19	19	19	22	21	20	21	21	18	22	23	22	23	22	25	24	26	26	26	26	26	27	26	25	29	28	31	32	31	32	34	0	1	2	1	3	2	2	10	3	11	2	3	5	5	17	2	1	13	2	8	6	15	11	11	40	14	5	8	18	18	12	40	19	12	15	26	1	42	35	5	18	14	25	40	32	8	16	19	27	47	42	31	5	37	64	43	41	21	8	5	43	22	16	22	5	16	41	55	50	44	6	65	63	19	65	54	62	69	77	12	2	52	62	77	71	75	49	75	81	55	63	87	89	71	81	86	73	19	96	90	86	100	1	1	2	2	1	2	2	2	1	1	1	2	1	2	1	3	3	1	5	1	1	2	3	4	1	2	2	1	1	1	1	2	1	1	1	1	8	1	2	1	2	1	1	2	1	1	3	3	3	1	3	4	4	1	1	1	1	4	3	3	2	3	5	2	3	4	4	1	1	2	7	1	1	5	2	3	3	2	1	4	8	2	2	2	2	1	4	2	2	6	5	1	1	3	2	3	4	10	2	2	4	1
26500	-512.292244009533761	-519.147731960493161	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.405530315536165	0	3	5	4	6	6	7	10	8	7	7	8	9	6	7	8	7	9	9	8	9	11	10	9	9	11	10	11	12	10	10	11	11	10	11	10	13	11	12	11	12	12	12	10	13	13	13	12	13	12	13	15	15	15	15	14	15	16	14	17	14	15	16	16	17	16	20	18	18	20	18	19	17	19	23	22	19	22	20	22	20	24	21	22	22	24	24	25	25	27	27	27	29	26	28	29	28	30	31	29	33	34	0	1	4	1	2	3	3	3	2	2	2	2	20	2	3	7	2	15	16	2	7	5	5	2	20	18	7	44	31	21	17	5	36	7	17	15	5	13	34	18	14	26	15	10	22	20	22	28	8	8	7	35	48	45	10	43	41	16	7	5	29	26	36	57	11	35	68	58	59	28	37	25	54	54	64	79	57	67	69	49	36	2	56	68	72	3	74	83	76	84	13	94	80	13	79	72	38	79	95	92	98	100	1	1	1	2	2	1	1	3	3	2	2	2	1	2	1	1	2	1	1	2	2	3	2	3	1	1	2	1	1	1	2	2	1	1	2	1	4	1	1	1	2	1	3	1	1	3	1	1	1	1	3	2	1	1	4	1	1	4	4	5	2	1	3	1	6	2	1	1	2	5	2	6	1	2	4	1	2	1	1	5	4	11	5	1	1	9	2	1	1	1	9	1	5	8	4	6	8	4	3	1	2	3
27000	-478.989623898126069	-485.845111849085470	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.364303144117641	-1	1	4	2	5	5	6	10	8	7	7	8	9	9	8	8	6	9	9	10	9	11	9	7	8	10	11	10	9	11	10	13	11	9	10	11	12	11	11	12	13	11	14	12	13	12	12	13	13	14	14	16	14	15	15	15	15	15	13	16	15	16	16	16	16	18	19	18	17	20	18	19	18	19	23	21	20	21	20	22	20	21	22	23	22	24	23	27	25	26	26	26	27	27	28	29	27	30	30	30	32	34	0	1	2	2	3	4	2	16	1	5	5	5	17	3	5	7	3	11	17	15	10	26	5	2	7	16	6	9	9	5	12	11	2	9	25	17	3	29	29	39	31	25	29	18	34	6	26	30	25	46	22	20	27	23	20	8	30	15	21	22	5	47	44	16	7	46	66	51	29	15	15	40	52	65	70	59	56	70	61	55	55	6	8	28	63	68	66	91	83	84	76	15	90	41	7	78	27	69	68	92	96	96	1	1	1	1	1	1	3	1	6	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	4	1	1	3	1	3	5	1	1	4	4	1	1	1	2	2	2	1	2	4	1	1	2	1	2	2	2	4	3	2	2	4	2	2	5	2	3	4	7	5	1	2	4	7	5	3	2	2	2	3	3	1	3	4	3	9	7	6	3	3	3	1	1	1	2	9	1	9	10	3	8	8	5	2	1	2
27500	-486.182819720170130	-493.038307671129530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.309826665269536	0	3	3	5	5	6	5	10	8	8	6	8	9	9	7	9	9	9	9	10	10	12	9	9	7	11	11	10	11	10	10	12	10	10	10	11	12	11	12	11	12	12	14	11	13	11	14	12	14	15	13	16	15	15	13	16	15	16	14	16	12	15	15	15	16	17	19	17	18	20	18	20	18	19	24	21	21	21	21	22	21	23	23	23	21	25	21	26	26	25	27	26	28	28	27	29	28	32	31	30	31	34	0	1	1	2	1	5	2	9	11	7	5	6	4	5	3	5	6	11	15	9	15	25	15	7	3	9	16	6	6	11	6	11	5	18	19	19	29	12	26	14	25	35	42	8	8	6	29	6	11	27	21	1	42	33	21	41	29	29	22	46	2	45	5	40	45	6	68	55	50	2	65	48	37	48	74	42	17	50	61	73	6	27	3	76	37	51	74	84	31	81	77	2	95	87	21	48	74	92	94	92	88	101	1	2	2	1	2	1	1	1	1	2	1	1	2	2	2	3	2	2	1	1	2	3	1	2	2	2	1	3	2	2	3	4	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	4	3	4	2	8	2	2	1	1	2	3	1	3	3	2	6	3	2	6	1	2	2	7	1	5	3	3	2	4	6	3	5	3	5	4	10	1	5	7	1	1	7	3	3	8	1	4	8	8	5	5	1	1	2	1
28000	-557.094378235487625	-563.949866186447025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.437902437698991	-1	2	4	4	4	7	7	10	7	8	6	7	9	9	8	8	8	10	8	10	8	10	9	8	11	10	10	10	12	10	11	11	10	11	11	10	13	11	11	12	10	12	14	11	13	12	13	13	14	14	13	16	15	15	16	15	15	16	14	15	15	14	16	16	16	14	18	18	18	20	19	20	17	20	21	21	19	22	20	22	18	23	23	21	22	24	25	27	25	24	25	27	29	27	28	29	29	31	30	31	32	34	0	1	2	1	2	5	11	10	5	6	5	11	10	1	5	6	12	19	5	16	11	13	3	12	5	4	14	10	26	15	14	13	11	6	33	17	11	14	9	14	24	31	13	20	18	8	39	16	13	27	24	10	34	37	8	10	66	46	25	27	6	11	62	45	27	13	65	64	43	42	15	57	59	58	72	77	63	77	61	49	20	1	79	38	79	84	90	71	90	78	79	61	89	79	16	68	64	64	97	97	91	92	1	1	1	3	1	2	1	1	2	1	1	1	1	5	2	1	1	1	2	1	1	1	3	1	3	2	1	1	1	1	1	1	2	3	1	1	3	1	2	1	1	1	3	1	2	1	1	3	2	2	2	3	3	1	2	4	1	1	1	3	4	5	1	1	2	1	1	1	1	5	6	3	2	2	1	1	1	2	4	3	3	9	1	5	1	2	1	5	1	1	2	8	1	4	9	5	7	6	1	1	3	4
28500	-497.519753510254930	-504.375241461214330	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.394149700733921	0	3	4	5	5	6	7	10	7	6	7	8	8	8	7	7	7	10	9	11	8	12	9	10	10	10	11	10	12	12	9	12	10	11	9	11	13	10	11	13	12	12	15	11	13	12	14	11	13	14	13	17	15	15	15	14	16	16	14	17	16	15	17	15	16	18	19	19	19	19	18	20	18	19	23	20	20	21	21	22	20	24	19	23	22	23	24	27	25	26	26	26	28	26	27	26	29	31	31	31	32	35	0	1	2	2	2	3	2	15	3	3	10	10	17	2	3	3	3	5	17	31	5	13	7	31	35	21	19	7	20	26	6	2	5	25	15	28	48	14	19	34	38	25	41	8	39	25	12	12	36	20	27	49	7	32	25	5	30	7	22	26	47	27	20	37	18	35	63	61	63	62	20	29	55	63	71	63	40	60	63	76	36	39	39	81	44	71	72	78	72	89	65	28	68	62	21	71	78	91	90	72	98	86	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	5	4	1	1	1	1	1	1	1	2	1	1	1	2	1	5	1	1	2	1	2	5	2	2	5	2	5	2	3	2	1	2	1	4	4	1	1	1	2	2	3	2	1	2	1	2	2	2	2	3	6	3	1	5	3	2	3	2	1	5	6	4	5	8	3	4	2	3	5	1	7
29000	-471.912405785211263	-478.767893736170663	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.367800744434406	0	3	5	4	5	6	7	9	7	7	5	6	8	8	6	8	8	9	9	10	9	11	9	10	10	11	10	11	11	12	11	11	11	11	10	10	12	10	11	13	13	13	13	13	14	12	14	13	14	13	13	17	15	15	15	14	15	13	15	15	15	15	14	15	17	17	18	17	18	20	18	18	17	18	23	21	20	21	19	21	21	21	22	23	21	25	22	25	26	26	26	24	29	27	29	30	29	32	31	31	32	34	0	1	2	1	1	11	15	16	12	5	2	2	15	2	2	5	7	11	6	16	7	15	7	7	11	27	14	23	5	3	16	1	11	35	14	14	9	7	5	36	15	10	14	20	25	38	24	38	31	8	34	30	39	31	24	20	45	15	29	2	41	31	19	32	62	3	64	22	31	60	8	58	29	48	81	65	68	66	55	38	20	1	8	85	58	57	61	81	69	83	72	56	64	2	83	90	91	94	93	59	86	70	1	2	1	2	3	1	1	1	1	1	1	2	1	3	2	1	1	2	2	1	1	2	1	2	2	1	1	1	2	5	1	5	2	1	1	1	3	2	3	1	3	2	3	1	2	1	2	1	2	2	1	2	3	2	2	2	1	3	2	6	2	2	2	2	1	7	1	3	4	3	5	2	2	3	1	2	2	2	3	7	5	8	5	1	5	6	4	3	5	1	3	3	7	10	3	2	1	2	1	7	3	6
29500	-582.991093286466480	-589.846581237425880	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423851073130355	-1	3	4	3	5	6	5	10	7	8	7	7	8	8	7	8	7	8	9	9	9	11	9	10	9	10	11	10	12	11	10	13	9	10	9	10	13	10	11	13	13	10	15	12	14	12	13	12	14	14	13	15	16	15	16	15	14	16	13	15	13	15	17	15	16	16	19	16	18	20	17	18	18	19	23	21	20	21	20	20	20	24	22	23	23	24	24	26	26	26	26	25	28	28	28	28	30	32	32	31	32	32	0	1	1	1	1	3	3	33	7	7	5	7	2	3	4	17	7	11	4	6	3	12	3	35	11	16	13	17	31	35	18	6	5	18	12	17	39	25	25	39	36	13	41	10	22	25	30	23	40	39	18	27	7	21	25	8	26	51	26	12	27	41	39	38	3	13	39	23	58	43	35	55	71	71	78	73	69	73	73	40	11	35	77	67	68	69	83	70	86	36	57	44	40	77	71	78	73	96	95	75	83	86	1	1	3	3	2	1	1	1	2	2	1	1	3	2	3	1	1	1	3	2	2	2	3	1	1	1	1	1	2	1	1	3	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	4	2	2	3	2	2	2	2	1	1	3	3	6	4	3	3	1	2	3	1	1	1	1	1	1	1	1	2	8	9	1	2	3	2	2	3	1	9	5	6	7	6	4	4	6	3	2	4	6	3
30000	-527.416795828740078	-534.272283779699478	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.360282412802916	0	2	4	4	6	6	6	10	7	7	5	6	8	8	7	9	9	10	9	10	8	11	9	9	9	10	11	10	11	11	10	12	11	11	9	12	12	12	11	13	12	13	15	12	13	12	13	12	13	14	13	16	16	16	15	15	14	15	13	16	15	15	16	16	16	17	18	18	16	20	19	20	18	19	23	22	21	22	21	22	21	24	21	23	23	24	25	26	25	26	26	25	28	27	28	27	30	32	30	32	32	34	0	1	1	2	4	3	11	24	3	7	2	3	9	12	4	5	11	13	13	21	5	7	12	12	6	10	3	11	15	35	15	33	5	24	6	10	18	30	11	24	13	26	44	23	25	29	13	16	19	38	9	21	3	9	44	26	26	21	5	29	48	57	3	44	20	47	60	43	48	38	65	36	32	56	70	55	39	77	51	73	20	5	49	67	79	68	64	26	86	74	86	55	68	82	78	17	86	1	86	91	85	87	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2	2	2	3	3	2	1	1	1	4	1	2	3	2	1	3	2	1	2	2	2	2	1	2	1	2	2	3	3	5	4	3	2	1	4	4	3	2	1	6	2	3	3	1	2	1	5	1	3	3	3	1	3	5	1	5	2	7	7	4	3	1	3	5	9	1	4	1	4	5	1	2	7	3	17	3	4	4	5
30500	-508.683216025722459	-515.538703976681859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381798483050288	0	2	5	3	6	5	4	11	6	7	6	8	8	7	7	8	7	10	9	11	9	9	9	9	11	10	9	11	11	11	11	13	11	11	11	11	12	12	11	13	12	12	13	12	13	12	13	12	14	14	13	16	15	14	14	15	15	13	14	16	15	14	16	15	15	17	20	19	16	20	19	19	17	18	22	20	19	21	21	21	21	22	23	24	21	23	24	26	25	23	26	27	27	27	29	29	30	32	32	31	30	34	0	1	4	1	2	4	2	16	1	2	7	5	3	1	6	7	1	5	14	10	10	11	12	7	5	17	11	23	23	9	18	37	4	14	27	24	7	15	13	30	31	25	29	12	33	3	28	18	14	27	28	46	2	40	37	32	51	35	26	27	44	31	44	26	46	1	52	61	50	72	11	61	51	46	79	77	31	57	58	16	41	48	74	86	53	78	65	87	73	67	90	44	78	35	74	63	35	62	77	93	91	38	1	1	1	1	2	1	2	1	3	2	1	1	2	2	1	2	4	1	1	2	1	2	1	2	2	1	2	1	1	4	1	1	5	2	1	1	3	3	2	1	1	1	1	1	1	3	1	1	5	3	1	2	7	1	1	1	1	1	1	5	1	2	3	4	1	7	2	1	1	1	6	2	2	3	1	1	4	2	3	5	4	5	3	1	4	1	4	1	3	1	2	9	3	4	5	5	6	11	6	2	2	9
31000	-545.835844480112769	-552.691332431072169	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.430535736255387	-1	3	4	3	4	6	7	11	7	7	7	8	8	8	7	9	8	10	9	11	10	11	10	9	11	11	11	11	12	12	10	13	10	9	10	11	13	12	11	13	12	12	15	13	14	12	12	12	14	15	12	15	15	16	15	14	14	15	12	17	14	16	16	15	17	17	16	18	18	20	17	20	19	20	23	22	20	20	18	21	21	23	20	20	23	24	24	27	25	25	27	25	28	26	27	28	30	31	32	31	33	33	0	1	1	1	4	5	2	18	2	3	4	1	2	3	6	15	3	13	15	16	34	6	5	7	35	34	9	13	24	31	13	3	7	10	12	15	20	24	24	36	10	35	26	8	35	17	12	11	31	16	22	19	59	58	16	46	32	40	21	20	30	41	13	47	37	56	46	27	44	18	67	28	59	54	14	78	23	53	22	15	74	7	52	71	74	75	38	60	76	77	89	47	83	3	2	7	81	16	97	94	98	49	1	1	1	1	1	1	1	1	1	2	3	4	2	2	1	2	2	1	1	1	1	2	3	1	1	2	2	1	2	2	1	5	1	1	1	1	1	2	1	1	3	1	2	1	2	2	2	3	1	4	1	3	1	1	2	2	1	1	1	4	2	2	4	2	3	1	2	3	3	5	1	5	3	2	8	1	4	3	3	6	1	6	3	2	1	1	6	4	1	2	1	4	5	11	7	12	4	12	1	2	1	9
31500	-493.622501968429560	-500.477989919388961	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547977614059856	0	2	3	5	4	6	5	10	7	6	7	6	8	5	8	8	8	10	9	9	8	12	9	9	11	9	9	10	12	11	10	12	10	10	10	11	13	12	12	12	12	13	14	11	13	12	14	11	13	12	13	17	14	16	14	16	16	15	13	14	15	16	16	16	14	17	18	19	18	20	18	19	18	19	23	20	20	21	20	21	22	23	22	24	21	25	24	26	23	25	26	26	29	27	29	29	29	32	31	32	31	35	0	1	1	3	2	3	2	6	6	5	10	2	5	2	12	12	12	9	13	10	10	16	4	15	6	15	7	16	11	27	17	2	16	7	17	26	15	33	2	8	18	44	59	26	22	25	45	28	34	11	11	49	11	40	26	47	55	20	30	48	8	17	3	27	27	37	54	51	43	59	62	57	8	65	71	71	55	72	54	52	12	80	54	80	66	83	68	69	76	80	82	83	36	42	92	76	15	16	96	88	93	96	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	2	1	1	5	1	3	1	1	3	1	7	1	2	1	1	1	1	1	1	1	2	3	2	3	4	2	3	1	1	2	1	2	2	3	5	4	2	2	1	3	1	3	1	1	4	3	2	1	3	1	2	4	6	1	3	2	2	2	2	5	2	2	2	2	10	4	2	3	7	13	1	2	1	3
32000	-537.284630239101830	-544.140118190061230	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.419319132441716	-1	2	4	4	5	5	6	11	7	8	7	7	8	7	8	9	8	8	9	10	9	10	9	8	10	10	10	11	11	11	11	12	12	11	9	12	13	10	11	12	12	11	14	11	13	12	13	10	15	12	13	16	16	16	14	15	14	16	14	16	16	15	17	15	16	16	19	18	19	19	19	19	16	17	23	21	19	20	20	19	21	23	21	24	22	25	25	26	24	26	26	25	25	25	29	29	29	30	31	31	32	33	0	1	2	2	1	4	4	14	1	4	4	5	5	2	7	11	12	12	5	12	15	5	6	11	12	35	13	26	24	3	16	34	12	13	17	22	40	5	2	34	44	35	46	22	28	34	44	10	23	12	24	59	27	21	19	14	33	41	19	19	19	10	39	36	39	40	58	56	15	12	19	73	55	53	71	54	36	54	33	35	1	54	40	72	78	37	79	81	80	71	71	39	17	45	76	82	44	5	79	96	71	92	1	2	1	1	2	1	1	2	4	2	1	1	2	3	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	5	1	1	2	1	1	1	1	3	4	1	1	1	1	1	1	1	1	1	3	3	3	1	2	4	2	4	1	2	3	3	4	4	3	2	4	2	1	2	4	5	4	1	1	1	2	2	4	2	3	3	9	2	4	2	2	5	3	2	3	2	3	4	9	6	4	3	9	11	5	1	8	4
32500	-520.969432138265688	-527.824920089225088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451269862168447	0	3	5	3	5	6	5	9	7	8	6	7	8	8	7	8	8	10	10	10	10	10	9	8	10	10	10	10	10	10	11	12	11	10	7	11	10	11	12	12	12	13	15	12	13	11	14	13	14	14	14	15	15	15	15	16	15	13	14	16	15	15	16	15	16	18	18	18	16	21	17	19	17	19	23	21	20	21	20	20	22	23	22	23	21	25	24	26	26	27	23	24	29	27	28	28	28	32	31	30	29	35	0	1	4	1	2	4	2	15	1	2	7	6	6	1	4	5	5	10	16	17	5	5	5	2	12	14	17	5	8	11	8	34	4	10	1	12	7	29	18	26	12	16	45	13	18	23	41	26	19	39	22	47	6	32	33	52	12	1	38	44	15	19	19	49	11	35	30	46	52	62	2	56	52	52	76	54	64	74	10	68	64	80	1	72	38	92	81	78	86	86	83	55	90	28	59	92	55	89	91	92	97	93	1	1	2	2	1	1	1	1	3	2	1	1	1	4	2	2	2	1	1	1	2	2	2	2	2	1	1	3	1	2	1	2	3	1	4	2	2	1	1	1	3	3	1	2	1	1	1	1	2	1	2	1	4	2	2	1	3	5	1	1	4	2	4	1	5	5	4	2	1	5	5	1	1	2	1	3	2	1	7	1	3	1	7	2	5	1	1	3	1	1	1	3	1	7	9	1	5	5	3	3	1	4
