step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
30000	-275.137601585822665	-281.993089536782065	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768489886664477	0	2	3	5	4	4	5	6	5	5	6	6	6	6	7	8	7	9	11	8	7	9	8	9	9	9	9	10	11	9	11	12	11	10	15	11	15	13	14	14	16	14	16	17	17	19	19	19	20	20	21	23	22	22	24	22	26	0	1	2	2	3	3	5	5	6	3	5	6	9	6	4	8	9	8	16	13	14	21	15	11	20	14	21	20	24	21	25	27	27	16	27	24	33	27	32	36	38	38	40	41	43	38	45	44	46	45	48	41	50	50	51	49	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	1	3	1	1	2	2	2
30500	-311.281565802235548	-318.137053753194948	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754822120476823	0	2	2	5	4	3	6	5	4	6	7	5	6	6	8	8	6	9	10	8	8	8	9	9	9	9	10	9	10	10	12	12	11	13	14	12	15	14	15	15	15	16	16	16	15	18	19	20	20	20	21	23	22	22	24	20	25	0	1	1	1	3	3	5	3	6	3	8	9	6	9	3	10	3	3	16	17	14	14	15	11	17	21	22	20	24	22	25	14	27	28	27	24	35	27	27	36	35	41	45	38	36	41	45	44	46	47	48	49	50	50	51	46	51	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	2	2	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	2
31000	-255.627098506734086	-262.482586457693458	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.856037046601711	0	2	2	4	3	4	5	6	5	7	7	7	6	6	7	8	7	9	10	8	8	9	8	9	10	8	9	10	11	10	12	11	8	13	14	13	14	13	15	14	16	14	15	17	17	18	19	20	20	19	22	23	21	23	24	22	25	0	1	1	2	3	5	2	5	6	8	4	13	6	6	4	5	13	8	16	13	14	14	15	11	20	14	33	20	24	27	25	33	14	28	27	24	32	32	35	36	38	38	40	38	43	41	45	44	46	45	48	49	50	50	51	49	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1
31500	-286.957003818398675	-293.812491769358076	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833851631788945	-1	1	2	5	4	4	5	5	5	6	6	7	6	6	7	4	6	10	10	9	8	10	9	9	10	9	9	10	10	9	12	11	11	14	15	13	13	13	14	14	15	15	14	17	16	17	18	19	20	20	20	21	22	22	23	23	26	0	1	2	2	3	3	2	3	6	8	8	6	6	6	4	3	16	8	10	9	14	21	15	11	10	14	14	20	24	21	25	27	27	20	27	11	27	27	27	36	38	38	36	42	43	38	45	44	46	45	48	49	50	50	51	52	55	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	3	2	2	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1
32000	-288.855094173135626	-295.710582124095026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.790391633652605	1	3	2	5	3	4	6	5	5	6	6	6	6	7	7	7	6	10	10	8	9	8	9	9	9	9	8	10	9	9	12	11	12	13	14	13	13	13	13	15	16	15	16	17	17	18	19	19	20	19	22	22	22	21	24	23	24	0	1	1	2	3	3	2	2	6	4	8	6	6	6	8	5	9	13	10	13	27	9	4	11	22	14	9	20	16	27	25	27	27	32	22	18	27	33	33	36	38	38	40	42	40	41	45	37	46	45	48	49	50	50	51	49	51	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	3	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1
32500	-295.597920630468991	-302.453408581428391	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.812554534528815	0	3	2	5	3	4	5	6	5	7	5	7	6	7	6	8	7	10	10	8	8	10	7	6	9	9	9	8	9	10	11	12	11	11	14	12	13	13	14	15	16	15	16	17	16	17	19	19	20	19	21	22	23	22	24	24	26	0	1	1	2	3	2	2	5	6	2	5	6	6	13	2	2	6	20	10	9	14	21	15	11	20	14	20	13	24	27	25	27	27	20	27	18	33	27	32	36	38	38	36	42	40	42	45	44	46	40	48	49	50	50	51	52	55	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	2	2	1	2	1	1	1	1	2	2	2	1	1	2	1	2	2	1
33000	-298.821957794623529	-305.677445745582929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690739131683300	0	3	3	6	2	4	6	5	5	7	6	6	7	7	7	8	5	10	10	7	9	9	8	9	10	9	9	9	10	10	11	11	11	12	15	13	14	14	14	15	16	16	15	18	17	18	19	20	20	20	21	23	21	21	24	22	25	0	1	5	2	1	3	2	2	6	8	3	9	6	9	9	3	6	16	10	8	14	9	4	9	28	13	14	20	11	27	25	27	27	28	22	24	33	32	32	36	38	38	36	41	43	38	45	44	46	45	48	49	47	50	51	49	51	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	3	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	3	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	1	2
33500	-301.778794377535007	-308.634282328494407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663549377996768	0	2	2	4	3	4	4	6	5	6	5	6	7	7	8	5	6	11	11	8	8	8	9	9	9	10	9	10	10	9	10	11	11	13	14	13	14	12	14	14	15	15	16	17	16	19	19	20	20	19	22	22	23	22	24	24	25	0	1	1	2	3	5	5	3	6	3	3	6	12	9	2	5	6	8	10	12	14	14	13	11	20	14	14	20	24	22	25	27	27	15	33	24	27	27	33	29	38	38	36	41	36	41	43	44	46	45	48	49	47	50	51	49	51	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	2	1	1	2	2	3	2	1	1	1	1	2	2	2	2	1
34000	-308.181649077246675	-315.037137028206075	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558129490211007	0	2	2	3	3	4	5	5	5	6	7	7	7	7	7	5	7	9	9	8	5	9	7	9	9	9	9	9	10	9	11	12	11	13	14	13	15	13	14	15	16	14	17	16	17	18	18	20	20	19	21	22	22	21	23	23	25	0	1	1	2	3	3	2	5	6	5	16	9	9	21	1	5	9	16	10	9	6	14	3	4	23	14	21	20	24	14	25	21	27	18	33	24	33	27	27	36	42	38	40	38	40	41	40	38	46	45	48	49	50	50	51	46	55	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	3	1	2	2	2	2	3	3	2	1	1	2	1	1	1	2	2	2	2	1	1	2	1	1	3	1
34500	-306.731165219339232	-313.586653170298632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751481195390749	0	2	2	5	3	5	2	7	4	6	5	7	6	7	8	7	7	7	12	8	8	10	9	9	9	9	8	9	10	9	11	11	10	13	14	11	12	13	13	13	15	15	16	17	17	17	18	19	20	20	21	21	22	22	23	24	26	0	1	1	2	3	9	1	5	3	11	5	6	9	9	2	3	13	3	15	10	14	21	18	11	9	14	14	13	11	14	24	33	27	28	27	16	27	33	33	36	38	38	36	41	43	41	45	44	46	47	48	49	50	50	51	52	51	1	1	1	1	1	1	1	3	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	3	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2
35000	-283.146075532388807	-290.001563483348207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.813521360477219	0	2	2	5	3	4	5	7	5	6	6	7	6	7	7	8	6	9	11	8	8	9	8	10	8	10	9	9	10	9	11	11	11	12	14	13	13	14	14	14	16	15	15	17	16	18	18	19	20	20	21	22	22	22	23	24	24	0	1	1	1	3	3	2	4	6	2	5	9	6	13	1	8	9	20	18	9	14	21	15	18	12	21	8	20	10	14	25	27	27	20	32	24	22	33	32	36	42	38	40	42	43	41	45	44	46	47	48	49	47	50	48	52	55	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1
35500	-282.889423017660533	-289.744910968619934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817683685150442	1	3	2	5	4	4	5	5	5	7	6	7	7	8	7	7	6	10	10	7	7	10	7	8	8	10	9	9	10	10	11	11	11	13	14	12	14	12	12	14	15	15	16	17	17	18	18	18	18	19	21	22	21	23	24	23	24	0	1	1	2	3	3	1	5	6	8	3	9	9	21	4	8	6	16	10	9	9	14	4	11	20	14	21	20	24	27	25	6	27	18	27	32	27	32	32	36	38	38	40	41	43	41	45	44	41	47	48	49	50	53	51	49	51	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	3	1
36000	-285.010093864473333	-291.865581815432733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.800527654856340	1	2	2	4	3	4	4	7	5	6	5	6	6	5	7	5	6	9	9	8	8	8	8	8	10	8	9	10	10	10	12	11	11	14	14	13	14	13	14	15	17	15	15	18	17	19	19	19	20	19	21	22	21	22	23	22	25	0	1	1	1	3	3	2	5	6	4	5	6	6	6	4	5	6	8	10	9	14	14	15	11	20	14	14	20	24	20	25	21	27	20	33	24	33	32	27	36	38	37	36	42	43	41	45	44	46	45	48	49	50	47	51	49	55	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	2	1	3	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	2
36500	-285.247845517593419	-292.103333468552819	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728368121100260	0	3	2	5	4	4	6	6	5	5	6	6	6	7	6	8	6	11	12	9	9	10	8	8	10	9	9	7	10	10	11	9	11	13	13	12	15	13	15	14	16	15	15	17	16	18	17	19	20	19	21	22	22	22	23	24	26	0	1	1	2	3	3	2	5	6	3	5	2	6	6	2	5	6	16	16	12	14	14	15	11	28	14	6	6	24	32	25	28	32	28	32	24	35	27	27	36	42	38	36	38	43	41	45	44	46	47	48	49	50	50	51	49	55	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	2	1	1	1	1	1	3	2	2	2	2	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	3	1
37000	-302.892787369133885	-309.748275320093285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774197557828375	0	2	2	4	4	5	4	5	4	6	6	3	7	6	8	7	6	10	10	8	8	9	9	10	10	10	9	10	9	10	11	12	12	11	14	13	13	13	14	15	16	15	16	18	17	18	19	19	20	19	21	23	22	21	22	22	24	0	1	1	2	3	12	1	3	12	3	5	3	6	9	6	5	12	4	8	13	14	14	8	11	10	22	21	20	16	21	25	27	27	6	32	24	27	33	32	36	38	38	36	41	40	41	45	44	46	43	48	49	50	50	51	49	51	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	3	2	1	1	2	2	1	3	1	1	1	1	1	1	1	2	3	1	2	2	1	1	2	2	1	2	1	1	1	2	1	1	3	1	2	2	1	1	1	1
37500	-295.963318550767497	-302.818806501726897	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722263370684936	0	3	1	4	3	4	4	7	3	6	7	7	6	7	5	5	6	10	11	8	9	9	8	9	10	9	9	10	10	10	12	11	11	12	14	12	13	13	14	14	17	15	16	17	17	19	19	20	20	20	22	21	21	22	23	23	25	0	1	1	2	3	9	2	5	3	5	16	6	6	9	2	5	5	16	18	3	9	8	15	11	20	20	14	9	24	12	25	27	21	18	27	24	27	27	32	36	38	38	40	42	43	41	45	44	41	45	48	46	50	50	51	52	51	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	2	1	4	3	1	2	1	1	1	2	3	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1
38000	-308.467747547192005	-315.323235498151405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661325302872085	0	2	2	4	4	5	4	5	4	6	7	6	6	7	5	6	5	10	11	9	8	9	8	9	9	9	9	11	11	9	11	12	10	13	14	12	15	13	14	13	15	15	16	17	17	17	18	18	21	20	21	21	22	22	23	24	26	0	1	1	3	3	9	2	2	3	5	8	9	9	13	1	8	9	4	10	13	6	14	15	21	21	21	21	13	24	12	25	27	27	28	33	24	14	27	33	36	38	38	40	42	43	41	45	42	46	45	48	46	50	50	51	52	55	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	2	2	1	1	1	1	1	1	2	2	2	2	2	1	2	3	2	3	3	3	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2
38500	-292.382433371450247	-299.237921322409647	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697403036288831	0	2	2	6	4	4	4	6	3	6	7	6	6	5	7	7	7	11	10	6	8	8	8	9	10	9	9	10	10	10	12	10	11	14	14	12	15	13	14	14	17	15	16	18	16	18	18	19	20	20	21	22	21	21	24	24	26	0	1	1	5	3	9	2	5	3	5	5	6	9	9	2	3	12	5	10	9	14	14	15	11	16	22	21	20	24	22	25	27	32	28	33	24	12	33	32	36	38	38	40	41	40	38	45	44	46	47	48	49	50	45	51	52	51	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	3	1	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	2
39000	-311.382961858777605	-318.238449809737006	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736365965833011	0	3	2	5	3	5	6	6	4	5	7	6	6	7	8	7	7	10	10	8	9	9	7	9	10	10	9	10	10	9	11	11	11	13	13	12	14	14	14	14	16	15	14	17	17	18	18	19	19	20	21	20	23	23	24	23	25	0	1	1	5	3	9	1	5	3	5	4	6	9	6	23	5	12	16	16	13	14	14	2	11	20	22	14	12	11	14	25	27	27	6	32	24	35	27	27	36	38	38	19	41	43	41	43	44	41	47	48	49	50	50	51	52	55	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	1	2	1	2	2	3	1	2	1	2	1	2	2	2	2	1
39500	-289.085766165678479	-295.941254116637879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.748603401086520	-1	2	2	5	4	5	5	7	4	5	5	6	6	7	7	7	7	9	9	8	8	9	9	9	9	9	9	10	11	10	11	11	11	13	15	13	14	13	14	14	16	16	16	17	17	18	18	19	20	19	20	22	20	22	24	23	25	0	1	1	2	3	9	2	5	3	5	3	6	9	13	2	3	9	5	10	12	14	12	15	11	9	14	14	20	11	27	25	27	27	28	32	29	32	32	27	36	38	38	40	42	36	42	43	44	46	47	48	46	50	50	51	52	51	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	1	4	1	1	1	1	2	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	1	3
40000	-288.091122710904642	-294.946610661864042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814010781391957	0	2	2	5	3	4	6	7	3	4	7	5	6	7	8	6	6	10	12	8	8	10	9	9	9	9	10	10	11	9	12	12	11	14	13	12	15	14	15	14	17	16	15	17	16	18	17	20	20	19	21	22	22	21	22	22	25	0	1	1	2	3	9	4	5	3	3	16	9	6	12	8	5	12	5	18	12	14	21	15	11	20	21	8	20	24	8	25	33	27	20	33	18	33	32	33	36	38	38	40	42	36	38	45	44	46	45	48	46	50	50	51	46	55	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2
40500	-271.053303473309882	-277.908791424269282	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774705007074825	0	2	3	5	4	5	5	5	4	7	6	7	6	7	6	7	5	10	11	9	8	6	8	8	9	10	9	11	10	9	11	10	10	13	14	12	14	13	15	14	16	15	16	18	17	18	19	19	20	20	21	22	22	21	22	24	25	0	1	1	2	3	9	2	3	3	8	8	4	9	22	2	8	9	16	10	12	22	6	15	11	12	22	22	20	24	14	25	27	27	20	33	24	32	27	35	36	38	38	40	41	43	38	45	44	46	45	48	49	50	45	51	52	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2
41000	-270.535389850212141	-277.390877801171541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829719706166636	0	2	2	5	3	4	5	7	5	6	6	5	7	7	7	8	6	10	12	8	9	9	6	10	10	9	8	11	11	10	11	11	12	13	13	13	14	14	14	15	17	15	15	17	17	18	17	19	20	19	21	23	22	22	23	24	25	0	1	1	2	3	3	5	7	6	4	4	6	12	9	23	8	12	16	10	12	14	14	4	11	20	14	14	13	11	27	25	27	27	28	32	29	32	32	35	36	42	38	36	38	43	41	43	44	46	45	48	49	50	50	51	49	51	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1
41500	-312.928925840984675	-319.784413791944075	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638345241721762	1	2	3	5	4	4	4	6	5	7	7	7	6	7	7	6	6	9	12	7	8	9	8	8	9	9	8	9	10	9	11	11	11	13	13	13	14	14	14	15	15	15	15	17	16	18	18	19	20	19	20	21	22	23	24	23	25	0	1	2	1	3	3	2	7	6	5	3	6	6	6	1	5	6	5	4	6	14	14	4	11	20	20	12	20	10	27	25	21	27	18	27	24	33	22	33	36	37	38	36	42	43	41	45	44	46	45	48	46	50	50	51	49	51	1	1	1	2	1	1	1	1	1	2	1	2	1	1	3	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2
42000	-271.269347988507207	-278.124835939466607	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.852109551944459	0	2	2	6	3	4	5	5	5	5	7	6	6	7	7	7	5	10	10	8	8	9	8	9	9	9	10	10	11	9	12	11	11	13	12	11	15	13	14	15	17	14	16	15	17	18	19	20	20	20	21	22	22	21	23	23	25	0	1	1	8	3	3	2	3	6	5	8	6	6	9	4	3	6	20	10	13	14	21	15	11	16	14	21	20	11	14	25	21	22	28	33	24	33	35	35	36	38	38	36	38	40	38	45	44	46	45	48	49	54	50	51	52	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	1	1	2	2	1	2	2	1	2	1	2	1	1	1	1	1	1	2	1	1
42500	-324.084539094415732	-330.940027045375132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677672947957562	1	2	3	5	2	5	5	6	4	6	7	6	7	7	7	8	6	10	10	7	6	9	9	9	9	10	8	10	10	10	10	11	12	13	14	12	15	13	14	15	17	14	16	18	17	17	18	20	19	19	21	22	22	20	24	23	25	0	1	5	1	1	9	1	3	5	9	5	6	6	21	4	8	9	16	11	4	6	21	15	9	20	21	21	20	11	22	25	27	27	26	26	18	26	9	26	36	33	38	40	38	43	38	45	44	46	45	48	49	50	50	51	49	51	1	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	3	1	3	1	2	2	1	1	2	2	1	3	2	3	4	2	1	3	1	1	2	1	2	1	1	1	1	1	2	1	1	3	2	1
43000	-305.362327512734396	-312.217815463693796	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703890952225961	0	2	3	5	1	4	6	6	3	7	6	6	6	7	7	7	5	8	11	8	8	9	9	8	9	10	9	10	11	10	11	11	12	14	12	13	15	13	14	15	16	14	16	17	17	18	18	20	20	19	22	22	23	22	24	23	24	0	1	5	1	1	9	1	3	5	5	5	9	9	4	4	3	6	3	8	6	14	14	15	11	20	21	21	20	24	6	25	27	27	19	27	24	35	27	32	36	38	38	40	42	40	44	45	44	46	45	48	49	50	50	51	49	51	1	1	1	3	1	1	2	2	1	2	1	1	2	1	1	2	1	2	3	2	1	1	1	1	1	1	1	1	2	3	1	1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2
43500	-320.299245716119287	-327.154733667078688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720663729971677	-1	1	2	5	4	3	5	6	4	6	6	5	7	6	6	6	6	9	10	8	7	9	9	8	9	9	10	10	10	9	10	11	10	13	14	12	14	13	13	15	16	16	17	17	16	19	19	18	21	18	22	21	22	23	23	23	25	0	1	1	5	3	3	2	5	6	12	3	6	12	9	2	3	4	5	10	12	14	14	7	11	20	21	9	20	24	21	25	14	14	28	33	24	32	27	32	36	38	33	40	38	36	38	43	44	46	43	48	46	50	50	51	52	51	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	2	2	1	1	1	3	1	1	1	1	2	2	2	3	2	2	1	1	1	2	3	1	1	2	3	1	1	1	1	2	1	2	2	1	2	2
44000	-301.639164033596387	-308.494651984555787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688748792854107	0	2	2	5	3	5	4	6	4	7	6	6	6	7	7	7	7	10	11	8	8	10	9	9	9	10	9	9	11	9	11	11	11	12	14	13	14	12	15	14	15	16	15	17	17	18	19	19	20	18	21	21	23	22	23	24	25	0	1	1	1	3	9	2	3	3	1	9	6	6	6	4	3	12	20	5	6	14	14	10	11	13	21	14	20	24	21	25	27	28	28	27	19	38	30	33	24	38	38	40	41	43	41	45	44	46	45	48	46	47	50	51	52	51	1	1	1	2	1	1	1	2	1	3	1	1	1	1	1	2	1	1	4	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	2	3	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2
44500	-275.010097460352426	-281.865585411311827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775310977458483	1	3	2	5	4	5	5	5	3	6	7	7	7	6	7	7	6	9	10	7	8	9	9	9	9	10	9	11	10	10	11	12	11	14	14	13	14	12	13	14	16	15	16	17	18	18	19	19	20	20	21	22	23	22	23	24	24	0	1	1	2	3	9	2	3	3	5	8	6	9	6	4	3	6	16	10	9	14	14	15	11	20	14	13	20	11	27	25	27	27	28	27	24	27	33	33	36	38	38	40	42	43	41	45	44	41	47	48	49	50	50	51	52	51	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	2	3	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2
45000	-297.591539092318385	-304.447027043277785	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.826024067243493	1	2	2	5	3	5	5	5	4	6	7	7	6	7	8	7	6	7	9	8	8	8	6	9	9	10	9	9	10	10	11	11	11	11	14	12	14	13	14	14	17	15	16	17	17	19	18	19	20	19	21	22	22	23	23	24	25	0	1	1	9	3	9	1	5	3	8	7	13	6	6	23	1	9	8	12	12	14	14	2	11	12	22	22	20	24	12	25	27	27	12	32	23	33	32	33	36	38	38	40	42	43	41	45	42	46	47	48	49	50	50	51	52	51	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	3	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1
