step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
36000	-399.722061283720393	-398.160163512911879	-1.561897770808503	0.000380769982789	0.000098201609858	0.257902708450293	0.464891419325653	0	4	7	5	9	6	9	10	11	9	7	8	11	11	10	10	8	11	10	11	10	12	11	13	12	13	13	12	13	14	12	15	15	16	15	16	15	15	16	17	18	17	15	18	17	16	19	16	17	19	19	19	18	19	18	18	19	18	19	20	18	20	19	21	20	20	21	19	0	1	2	2	4	2	11	10	21	2	4	4	12	4	17	12	4	4	1	15	10	15	2	13	19	2	11	2	2	23	18	19	20	30	27	30	3	6	25	5	9	16	21	23	27	3	30	12	19	39	27	24	30	35	18	34	43	20	11	43	31	34	10	34	48	51	16	49	1	2	2	1	1	1	1	1	1	1	1	1	2	3	2	1	2	3	3	1	1	1	4	1	1	4	3	4	2	1	1	3	2	1	1	1	3	3	3	3	4	3	1	3	2	4	2	4	3	1	3	3	3	3	3	1	4	3	6	3	3	3	5	3	2	1	5	1
36500	-370.179400102186435	-368.114203419445516	-2.065196682740936	0.000304738903252	0.000039382896616	0.129234883355422	0.458630510429953	1	5	7	5	8	7	9	9	10	9	9	8	11	11	10	9	11	10	8	11	11	11	12	12	14	13	9	13	12	12	14	14	12	14	15	16	17	15	15	17	18	17	17	19	17	16	19	17	17	19	18	18	16	19	17	19	20	18	19	19	18	20	19	19	19	19	20	22	0	1	4	1	6	4	3	4	4	19	3	4	11	3	19	12	27	12	2	27	15	12	12	20	33	27	12	24	15	16	30	20	15	24	15	10	16	2	22	12	21	21	31	42	22	3	22	11	27	23	42	15	27	11	39	35	40	18	36	45	21	15	25	37	39	10	55	66	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	2	1	2	3	3	3	5	2	4	3	3	1	1	3	3	5	3	5	4	1	4	4	5	1	2	2	3	1	2	3	6	3	1	1	4	2	1
37000	-319.449066193648321	-317.993257631530696	-1.455808562117627	0.000200737304572	0.000066333974523	0.330451655033554	0.446408948571113	1	5	7	6	9	7	8	8	11	9	9	9	10	8	8	11	11	10	10	10	11	12	13	13	13	12	13	12	12	13	14	14	15	14	15	15	15	15	15	16	17	15	16	19	18	16	20	18	18	20	19	17	17	17	18	18	18	18	20	20	19	20	19	18	19	19	20	22	0	1	2	2	3	1	4	3	6	15	7	3	15	4	3	15	12	15	12	10	12	20	18	11	18	2	20	10	3	17	11	8	18	12	19	22	12	4	13	14	30	12	21	27	40	15	3	15	4	56	58	4	6	16	13	40	4	21	43	45	4	1	40	33	43	13	54	34	1	2	1	1	1	3	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	4	2	2	3	1	2	3	3	3	3	2	2	3	2	3	2	3	2	2	1	3	7	4	6	1	1	3	4	2	4	1	4	4	2	1	5	11	1	2	1	5	1	3
37500	-346.431212728768003	-344.622247968560714	-1.808964760207277	0.000158334136698	0.000027627632247	0.174489423586191	0.423310949263964	1	3	7	4	7	7	9	10	11	10	9	8	11	11	9	9	12	10	10	11	13	12	12	12	13	12	12	12	12	14	14	14	16	15	16	15	18	14	15	14	18	16	15	18	18	17	18	18	18	19	18	16	18	17	18	18	18	18	19	20	16	21	19	21	20	20	20	21	0	1	4	1	2	2	1	2	12	4	2	6	2	16	6	3	10	15	15	7	20	13	2	1	20	3	8	2	10	26	15	24	2	16	24	32	16	15	27	3	13	2	16	32	3	3	11	10	12	9	23	21	3	20	5	43	1	21	20	63	24	32	32	50	32	47	58	44	1	2	2	2	1	1	3	3	2	3	3	1	2	1	1	1	1	1	1	1	1	1	3	5	1	3	1	4	2	1	3	1	7	2	2	1	4	2	1	4	2	5	4	2	5	5	3	4	7	4	4	1	5	3	5	1	7	3	5	1	3	3	3	1	2	1	1	1
38000	-408.375704765968408	-406.593924736013662	-1.781780029954723	0.000275067583266	0.000049778380495	0.180967818541311	0.441793946654994	1	5	8	6	8	7	9	10	11	9	10	9	11	10	8	10	11	11	9	11	12	9	10	13	13	12	13	14	12	13	14	15	15	14	15	16	15	15	15	16	17	16	16	20	17	16	19	16	17	19	18	18	17	18	16	19	19	19	18	19	19	21	19	20	19	20	20	22	0	1	4	1	4	2	4	22	19	6	5	5	10	10	1	15	15	15	4	19	10	2	10	18	12	3	19	12	10	26	17	25	21	4	18	34	3	27	13	14	27	18	21	43	11	18	53	15	18	35	31	16	10	18	12	49	32	18	16	45	15	23	42	37	43	55	36	63	1	2	1	3	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	2	2	1	2	1	2	2	2	2	1	1	1	1	4	2	1	3	1	2	4	2	3	2	2	3	3	2	4	3	2	2	2	3	2	3	1	1	4	2	1	7	5	2	2	1	2	3	1
38500	-421.732236188524439	-420.135267980165622	-1.596968208358788	0.000294110680312	0.000070982283951	0.241345482169790	0.445773757803588	1	4	7	5	9	6	7	10	10	8	10	8	10	11	8	10	11	10	10	11	12	13	10	13	12	13	12	14	12	13	15	13	15	15	15	15	17	13	16	17	17	17	16	20	18	17	18	17	19	19	19	18	17	17	18	18	19	18	19	20	16	20	19	20	19	20	21	22	0	1	4	1	4	2	4	12	10	7	7	2	2	1	6	15	9	10	3	3	18	17	15	13	3	15	8	4	12	21	22	27	15	16	3	20	32	12	28	16	27	4	9	45	61	20	48	20	30	14	46	20	2	20	1	42	25	30	48	24	3	4	42	55	54	55	36	26	1	2	1	3	3	1	1	1	1	1	2	2	3	4	1	1	1	1	2	2	1	1	1	1	3	4	1	3	1	1	1	1	5	3	4	3	2	4	1	4	3	5	2	1	1	3	1	3	4	5	1	3	5	3	8	1	3	3	1	4	4	7	1	1	1	1	3	4
39000	-360.588586548516901	-359.221583619177125	-1.367002929339770	0.000208127287917	0.000103211822624	0.495907209754435	0.388001596076445	1	4	6	5	7	7	9	9	9	10	10	8	10	10	10	11	12	9	11	10	12	12	10	11	13	12	11	13	10	12	14	14	15	16	16	15	17	14	15	17	17	16	18	20	16	15	20	18	19	18	17	18	16	19	19	17	20	18	20	21	18	20	19	20	19	19	20	21	0	1	4	2	2	2	3	2	2	18	8	4	9	2	8	20	3	12	9	7	3	8	4	6	27	9	9	3	3	6	24	14	10	30	21	28	27	6	27	4	32	12	27	21	31	15	25	1	16	8	36	27	10	12	21	38	12	7	27	54	25	12	50	30	17	26	46	49	1	2	1	1	1	1	2	3	2	1	1	2	1	3	1	1	3	1	1	1	3	1	2	2	1	2	1	4	2	2	1	1	3	3	2	1	5	4	2	6	2	4	4	3	1	3	2	8	5	5	1	4	3	4	4	2	7	5	5	1	3	7	1	4	4	3	2	1
39500	-428.832237807904221	-426.737111831133518	-2.095125976770695	0.000344487882372	0.000043152597747	0.125265938091918	0.407828974511872	1	4	7	6	8	7	7	8	11	8	8	9	11	10	9	10	12	10	11	10	13	12	11	13	13	13	12	13	12	14	14	14	15	14	15	14	17	14	15	17	18	17	15	19	16	15	19	18	18	19	18	17	16	19	18	17	20	19	18	20	18	19	19	20	20	19	20	22	0	1	1	1	2	4	2	4	5	2	6	5	12	4	7	10	10	8	15	8	19	11	10	8	13	2	20	2	15	23	23	29	15	10	4	22	1	26	19	28	12	6	9	56	4	26	2	25	22	31	45	10	16	13	4	35	22	9	2	19	21	18	31	26	51	45	1	53	1	2	3	2	3	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	2	1	2	1	4	1	4	1	1	2	1	4	2	4	1	7	1	2	2	3	5	2	1	3	2	6	4	3	3	1	4	3	5	4	1	4	3	7	3	3	4	2	3	2	2	8	4
40000	-358.273302356257318	-356.289370975067357	-1.983931381189936	0.000253726166354	0.000035814032409	0.141152301803686	0.462851236031803	1	5	7	6	7	8	8	9	10	9	10	8	11	9	9	10	10	11	9	10	13	12	13	12	12	13	12	13	13	14	15	14	15	15	16	14	17	12	16	15	16	16	16	19	17	15	19	18	18	19	19	18	17	18	16	19	19	18	20	20	18	20	18	21	19	18	20	20	0	1	2	2	1	1	2	4	15	2	6	4	10	3	3	12	15	11	4	6	17	11	2	5	9	2	8	2	3	5	17	9	3	2	21	15	13	2	29	7	38	12	4	66	15	4	55	15	37	45	39	1	10	2	36	45	9	2	41	61	43	21	41	61	55	53	15	55	1	2	1	1	3	3	2	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	4	3	1	4	1	6	2	5	2	3	4	5	2	2	2	3	2	2	2	4	4	1	4	4	2	5	1	1	1	10	4	6	1	1	5	4	2	1	1	2	1	3	2	1	8	2
40500	-346.252767898018817	-344.829310513444455	-1.423457384574385	0.000306359461879	0.000112154188270	0.366086908435997	0.494085166819078	0	5	7	6	8	7	10	8	11	10	9	9	12	11	9	11	11	10	10	9	12	12	12	13	13	12	13	12	12	14	14	14	14	16	14	16	18	14	15	17	17	16	17	19	16	17	18	18	18	20	17	19	17	18	18	18	19	19	16	20	17	19	18	21	19	20	20	21	0	1	4	2	2	2	3	3	5	6	2	6	2	3	3	8	11	3	3	3	11	10	20	18	22	2	17	1	18	24	25	21	15	15	2	13	42	18	38	32	45	18	18	51	21	3	10	38	27	53	39	9	38	32	3	43	4	18	20	9	2	23	27	47	51	37	18	44	1	3	1	1	2	1	1	1	2	1	2	1	3	2	1	1	1	1	1	1	2	1	1	2	1	4	1	4	2	1	1	1	2	3	3	2	1	1	1	2	1	4	2	1	4	4	4	2	4	2	1	3	1	2	5	1	5	6	2	4	5	3	3	2	1	1	6	1
41000	-362.298686086068926	-360.718943333345578	-1.579742752723345	0.000413223703983	0.000102964908820	0.249174739559413	0.488844016670842	0	4	7	5	9	7	9	9	11	9	8	8	11	10	9	11	9	11	11	10	12	11	12	12	14	11	13	11	13	12	15	14	14	15	16	14	17	15	15	16	18	16	17	20	15	17	18	19	18	19	15	16	17	17	19	18	19	17	17	21	18	20	17	21	19	20	20	21	0	1	4	2	4	2	11	2	17	11	4	6	4	10	4	14	3	15	2	11	20	17	2	17	7	2	15	4	10	9	13	30	12	27	30	21	5	3	21	27	17	11	45	48	5	3	11	42	15	46	28	3	19	27	33	53	10	20	18	59	39	52	38	20	42	45	5	46	1	2	1	1	2	1	1	2	1	1	2	1	3	1	2	1	1	1	3	1	1	1	5	1	3	4	2	3	2	1	2	1	2	1	1	1	3	4	1	2	4	4	1	1	3	4	5	1	4	1	2	4	3	1	2	1	5	4	5	2	1	2	1	3	2	3	5	2
41500	-363.235357824947414	-361.632472910643003	-1.602884914304413	0.000298644647508	0.000071309754229	0.238777941689833	0.398642289763592	0	4	7	4	9	6	8	10	11	10	9	7	11	10	8	10	11	11	11	9	13	13	13	12	12	13	12	13	12	13	14	14	15	15	16	14	15	14	16	17	16	16	16	19	17	15	19	18	18	19	18	17	17	19	17	18	19	18	17	20	18	20	18	21	19	20	20	22	0	1	4	1	3	4	3	20	11	2	2	6	2	15	2	5	2	12	3	15	9	19	3	17	7	15	13	4	1	3	13	15	10	12	20	17	9	4	20	3	13	16	22	48	9	4	20	30	43	53	35	19	21	3	21	11	12	15	27	55	3	31	34	48	63	51	45	64	1	1	2	2	2	2	1	1	1	2	2	1	3	1	3	1	2	2	2	1	1	1	2	1	2	3	1	4	6	3	2	3	3	5	7	1	2	4	3	4	2	3	2	1	3	5	3	3	1	2	1	2	2	4	2	5	5	4	3	2	6	5	1	2	1	1	2	1
42000	-341.330726081360751	-339.765456020797501	-1.565270060563254	0.000151260662405	0.000038753147583	0.256201096617492	0.405197139160856	1	4	7	6	9	7	9	8	9	9	9	8	12	11	10	11	10	11	9	10	11	11	13	12	12	12	12	13	13	14	13	14	16	14	15	15	18	14	14	15	18	17	16	19	17	17	20	18	18	20	18	18	15	19	16	18	17	17	20	20	18	20	19	20	19	20	20	21	0	1	1	2	1	2	2	2	12	4	6	4	20	12	7	10	12	10	4	12	11	9	18	20	2	9	10	12	12	13	25	13	18	1	20	30	11	18	21	11	29	5	10	26	6	28	15	3	22	41	27	30	20	4	4	5	1	10	12	58	35	22	5	42	51	55	10	54	1	1	2	1	3	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	4	1	2	2	1	1	1	1	3	4	2	1	6	2	1	3	2	3	4	3	5	2	5	5	4	1	2	2	3	7	6	4	5	6	4	2	1	3	4	1	1	2	5	1
42500	-330.891661994436731	-329.435846522955387	-1.455815471481334	0.000159150766701	0.000052590592108	0.330445106851123	0.367809322520513	1	3	7	5	8	7	9	10	10	8	10	7	12	11	10	11	10	11	8	10	13	12	12	12	13	12	12	13	12	12	14	14	15	14	15	16	18	14	15	16	17	17	17	20	17	16	20	15	17	19	18	18	17	19	18	18	19	19	17	21	18	19	20	20	20	20	18	20	0	1	4	2	4	2	3	12	7	4	5	1	10	2	10	11	12	12	4	19	29	19	15	11	18	15	17	3	1	5	25	20	6	10	2	11	32	18	27	28	46	16	12	48	15	4	18	25	31	48	35	12	20	41	12	36	19	10	18	35	32	27	39	45	67	36	20	43	1	2	2	1	1	2	1	2	1	1	1	4	2	4	2	1	1	2	1	2	1	2	1	1	2	1	1	3	5	3	1	2	3	2	6	3	2	1	1	1	1	3	5	3	3	4	3	1	2	3	1	5	2	1	7	1	5	6	4	2	2	3	3	2	1	2	4	1
43000	-372.721761779147187	-371.000903168587342	-1.720858610559864	0.000224940760774	0.000044373295442	0.197266583829528	0.465397451665888	1	4	7	5	8	7	9	8	10	10	9	9	9	9	10	11	11	11	10	10	12	13	12	11	14	12	11	12	12	14	14	13	14	14	16	15	14	14	16	16	17	17	17	19	18	16	19	17	16	18	18	18	18	20	19	18	19	19	19	20	19	19	19	21	20	21	21	22	0	1	4	1	2	1	3	2	2	7	6	3	3	3	13	14	4	12	4	4	9	20	4	3	26	12	2	4	2	21	21	19	4	21	3	26	9	3	14	33	22	3	4	18	32	4	3	31	22	32	39	37	49	20	2	38	11	10	31	21	12	11	42	62	42	8	38	32	1	2	2	2	2	4	1	2	3	1	1	1	1	1	1	1	3	1	2	3	1	1	3	2	1	1	2	3	3	1	1	2	5	2	4	3	3	4	4	1	1	6	6	3	2	5	7	2	1	1	1	3	1	3	5	2	5	5	2	5	4	3	2	1	1	7	4	6
43500	-325.142604711514650	-323.764778416567822	-1.377826294946856	0.000120034721690	0.000054316697714	0.452508215531295	0.359531182347230	0	5	8	6	8	7	9	10	8	10	10	8	11	10	10	9	11	11	9	10	12	12	12	12	13	12	13	13	13	13	15	14	15	15	15	14	17	13	15	16	17	17	18	19	17	17	19	16	17	19	18	18	16	17	18	17	18	18	17	21	17	20	20	21	19	19	21	21	0	1	2	1	4	4	1	12	4	6	3	2	3	12	19	12	16	11	4	12	14	20	12	20	15	3	24	9	22	8	38	25	3	9	1	26	31	2	14	22	4	10	10	57	12	9	37	4	9	25	49	38	16	24	31	25	27	9	20	49	22	12	61	61	11	37	4	54	1	2	1	3	1	1	4	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	3	1	2	1	1	4	4	10	1	1	4	3	2	5	6	5	1	5	5	1	5	2	3	1	3	3	3	1	2	2	5	3	2	2	5	2	2	4	1	8	2
44000	-372.199826538498201	-370.768431283529765	-1.431395254968446	0.000343523130093	0.000122384731682	0.356263438939922	0.439456691128237	1	4	7	5	8	7	9	9	10	9	9	8	11	11	10	9	11	9	10	11	12	13	12	12	12	12	11	13	12	14	14	14	12	14	16	15	17	13	16	16	16	16	18	20	17	15	17	17	17	19	18	18	17	19	17	19	20	17	20	19	18	21	19	20	17	19	21	22	0	1	2	1	4	2	4	3	18	5	6	2	2	16	7	4	16	12	12	16	15	18	16	8	9	2	3	27	10	20	6	28	27	10	2	24	2	14	7	18	23	30	4	51	12	1	10	26	3	43	25	10	16	65	16	37	40	1	20	61	16	17	34	37	42	37	9	67	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	2	1	4	2	1	2	2	3	1	1	2	8	1	7	1	3	3	3	1	8	1	5	6	4	2	4	1	4	3	2	1	6	1	2	8	6	1	5	3	2	1	1	2	4	1
44500	-347.764646634648727	-346.089761843213466	-1.674884791435234	0.000275887795402	0.000058371658517	0.211577530758071	0.473275054575910	1	4	7	6	8	8	8	9	10	9	9	8	11	11	8	9	12	8	10	10	12	12	12	12	12	12	12	10	11	13	15	15	15	13	16	15	17	14	16	16	18	15	17	19	17	15	19	18	18	19	18	17	18	19	18	17	20	18	19	20	18	21	19	20	20	20	21	22	0	1	4	1	3	4	4	3	10	6	18	2	10	15	3	12	15	4	15	8	12	20	1	9	13	3	28	12	8	6	15	16	4	9	10	18	21	15	38	12	30	15	10	45	19	19	55	46	24	53	52	16	24	51	36	33	49	13	32	20	36	21	15	45	61	36	58	53	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	3	1	1	1	2	1	6	1	1	2	1	1	1	2	3	4	2	1	3	4	2	3	1	3	2	4	5	1	4	2	1	1	4	1	1	3	2	1	3	1	1	3	2	4	1	5	4	1	1	3	1	2
45000	-420.985871885607310	-419.426788713816165	-1.559083171791126	0.000299259559118	0.000077610758230	0.259342620363516	0.413423587543315	1	5	8	5	8	7	8	7	10	9	10	9	11	11	10	10	11	11	10	10	11	12	10	12	14	12	13	12	12	11	14	13	15	14	14	15	18	14	16	17	17	16	16	19	17	17	19	18	19	19	19	15	18	17	17	17	16	18	19	20	17	19	19	19	20	20	19	21	0	1	4	1	2	2	2	2	4	4	7	2	12	16	8	5	12	8	4	2	10	23	4	20	24	2	14	16	4	16	29	16	12	18	2	11	12	13	52	18	39	11	24	19	16	32	12	4	43	54	14	11	2	10	10	32	1	52	55	59	24	32	17	46	40	54	9	47	1	1	2	3	2	1	2	1	3	2	1	2	1	1	2	2	1	2	2	3	1	1	2	2	1	2	1	1	5	1	2	2	3	1	3	3	3	2	1	2	1	3	2	5	3	2	3	7	1	1	3	1	7	4	3	2	3	1	1	1	2	4	5	1	2	2	5	2
45500	-325.813513583244173	-324.049382566573286	-1.764131016670873	0.000310300063318	0.000057535655760	0.185419413532893	0.517269483465600	1	5	7	4	8	6	8	9	10	8	9	9	12	9	9	11	11	10	10	11	11	12	11	11	14	13	11	13	13	13	15	13	14	15	15	16	17	13	15	16	16	14	17	19	17	16	20	18	17	20	18	17	17	19	18	18	19	18	19	21	17	18	19	20	20	20	19	20	0	1	6	1	4	2	2	1	4	1	7	10	12	6	5	19	2	5	7	12	14	10	9	11	29	27	8	12	9	27	11	20	20	20	12	42	35	7	29	9	28	10	13	43	4	22	53	46	38	56	40	32	21	2	11	41	9	2	2	54	2	22	61	53	56	36	3	58	1	2	1	2	2	1	2	4	3	3	1	1	3	2	1	1	3	1	1	1	1	3	1	1	1	1	1	2	1	1	3	1	2	2	2	2	1	2	1	3	1	2	2	1	7	2	2	1	1	1	1	1	2	7	6	1	5	5	8	1	5	3	1	1	1	2	6	1
46000	-313.711447938553306	-312.273189908453332	-1.438258030099958	0.000128423283277	0.000044743285816	0.348404780459690	0.519296319813295	0	5	7	6	9	8	10	9	11	10	10	7	11	9	9	10	11	11	10	10	12	11	11	13	13	12	12	13	12	13	14	14	15	16	15	15	16	14	12	16	16	17	17	17	15	16	16	18	19	19	18	15	17	19	17	18	18	18	19	19	19	20	20	20	18	20	19	21	0	1	4	2	3	4	12	3	6	12	6	2	4	3	6	4	4	15	3	3	12	5	10	26	3	20	6	39	10	22	21	10	25	8	27	17	9	2	1	3	38	39	31	25	16	32	9	9	53	9	46	16	18	19	4	41	10	32	3	55	39	36	35	50	35	67	15	57	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	3	2	1	2	1	2	1	1	1	3	2	1	1	1	1	1	2	1	4	1	2	2	3	8	5	1	2	2	2	2	1	2	4	1	4	1	2	2	5	5	1	3	2	5	1	4	2	2	1	1	1	6	1
46500	-368.299326172866301	-366.463979958000095	-1.835346214866184	0.000226888941863	0.000038253483800	0.168600036151257	0.549358178018530	0	5	8	6	8	7	9	9	10	9	10	9	11	11	9	10	11	10	7	10	13	13	10	12	13	12	10	13	13	13	14	13	15	13	14	16	17	13	15	17	15	17	17	19	18	16	20	18	19	19	18	17	17	19	15	18	19	19	18	21	18	21	19	19	20	20	20	20	0	1	4	2	4	2	4	1	3	5	6	3	9	3	6	7	9	19	2	15	8	6	3	27	26	3	10	15	12	27	26	8	12	4	9	29	3	3	30	33	32	35	30	39	22	38	25	5	11	52	55	30	39	40	3	30	2	3	12	50	39	34	53	9	37	43	59	34	1	1	1	1	1	2	2	5	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	3	1	2	4	1	1	2	2	3	2	2	4	2	1	1	1	1	3	3	3	2	4	3	5	1	3	1	1	1	3	2	9	5	3	1	2	5	1	5	1	1	1	4
47000	-403.465813110845886	-401.825254745694565	-1.640558365151316	0.000591004402416	0.000132206678949	0.223698298029878	0.443143347057565	1	5	7	6	8	8	10	8	11	9	8	9	11	9	9	10	11	10	11	11	13	12	12	12	13	10	13	13	12	12	15	12	16	15	16	16	17	15	15	17	17	16	16	19	17	13	19	19	16	19	16	17	17	20	18	18	20	16	19	20	18	20	20	20	19	21	21	22	0	1	2	2	2	2	11	2	8	3	2	3	11	3	6	5	11	3	18	8	30	7	2	15	26	11	29	3	10	7	24	26	4	18	16	10	1	24	17	12	22	24	12	56	14	16	23	4	10	36	14	3	12	19	10	52	24	12	16	28	14	18	55	48	38	25	3	38	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	3	1	1	3	1	1	3	1	1	2	1	3	1	1	2	1	5	2	3	3	8	2	2	4	3	3	2	1	5	1	4	6	4	2	5	5	4	4	5	1	4	4	3	5	4	3	1	1	2	6	4	4
47500	-349.268959179389242	-347.457677183796875	-1.811281995592364	0.000237138490301	0.000041251914894	0.173957061300870	0.423710853240500	0	3	7	6	8	8	9	9	10	9	10	8	12	10	9	11	10	10	10	10	12	12	12	12	13	12	12	13	10	14	14	13	15	16	15	15	17	14	15	16	18	16	17	20	18	16	20	19	17	18	15	18	17	19	18	17	18	18	19	21	17	21	19	20	17	20	20	22	0	1	4	2	3	4	3	1	7	12	6	4	3	10	5	1	4	8	12	6	11	20	4	29	16	16	5	2	12	27	6	9	25	25	1	23	3	21	32	25	30	27	51	39	21	4	4	14	9	5	7	20	40	9	4	40	16	18	9	33	1	41	58	58	21	58	27	52	1	1	1	1	1	1	1	5	1	1	1	1	2	1	1	5	2	1	1	1	1	1	3	1	1	1	2	6	1	1	3	2	1	1	7	1	4	1	1	2	2	2	2	2	4	5	8	5	4	5	3	5	1	4	7	1	4	5	4	2	8	2	1	1	4	1	3	1
48000	-329.085821436176388	-327.713680643296641	-1.372140792879772	0.000332252848194	0.000156868467921	0.472135810946503	0.435660968913937	1	4	7	4	8	7	9	10	11	8	8	7	11	9	10	10	12	11	9	11	12	13	12	12	13	11	13	14	11	13	13	13	14	15	15	16	17	13	14	17	18	16	16	20	17	16	19	19	19	17	18	18	15	19	18	17	19	17	19	20	18	20	20	19	19	21	20	22	0	1	2	1	4	2	3	10	19	12	6	2	4	12	19	2	8	3	12	14	13	9	16	1	15	10	17	16	3	15	18	13	12	17	12	38	3	24	18	2	26	15	24	30	4	3	24	11	16	32	50	2	16	12	16	25	36	18	4	50	1	2	58	58	61	48	20	60	1	1	2	1	2	1	1	1	1	1	1	2	4	1	1	2	1	2	1	1	1	1	1	6	2	3	1	2	2	1	1	1	4	2	5	2	5	1	1	9	2	2	2	4	7	4	4	5	4	2	1	7	2	6	3	2	2	2	6	2	7	8	2	1	1	1	3	1
48500	-384.680282124014070	-383.185528171783346	-1.494753952230713	0.000162462253580	0.000048473895623	0.298370203259549	0.458759584076895	0	4	7	6	8	6	9	10	10	9	10	8	11	11	9	11	11	11	9	11	13	12	12	11	12	11	13	13	11	14	14	14	16	14	16	14	17	14	14	17	17	16	18	20	14	17	19	18	19	19	19	18	18	18	18	19	19	19	18	20	18	21	16	19	19	19	20	22	0	1	6	1	2	2	12	4	4	3	6	6	4	12	6	15	4	8	1	12	13	10	4	6	17	9	5	4	4	12	24	18	39	2	21	3	4	13	9	11	30	4	22	40	10	11	46	45	27	33	36	24	46	19	42	41	2	48	63	64	16	23	16	35	41	32	4	53	1	3	1	2	2	1	1	2	2	1	2	2	1	2	1	1	4	1	4	1	1	2	2	3	1	1	1	2	3	3	1	2	1	5	1	4	4	2	2	4	2	3	4	1	3	5	1	3	4	1	2	3	1	3	1	1	8	1	1	1	3	3	2	1	1	4	6	3
