step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68
10000	-551.887909381706095	-550.458488258613556	-1.429421123092531	0.000142152850414	0.000128685620132	0.905262326835129	0.445444487894469	1	5	8	6	9	7	8	8	11	9	9	8	9	11	9	9	12	9	10	9	13	11	13	12	12	11	13	12	12	13	13	14	15	16	15	15	17	15	14	16	18	15	17	19	16	15	19	19	17	18	19	18	17	18	15	18	20	17	19	17	18	18	19	21	20	19	20	21	0	1	4	2	4	1	2	2	10	1	3	2	6	6	8	4	2	8	2	2	7	10	18	20	9	12	9	10	10	29	14	24	12	9	12	26	15	15	20	12	17	2	12	25	12	30	54	18	12	60	52	16	4	36	30	35	12	2	21	20	11	11	39	67	48	45	37	58	1	1	1	1	2	3	1	2	2	3	1	2	1	2	1	1	4	1	3	1	2	2	2	2	1	2	1	1	1	1	1	1	3	4	4	3	5	4	2	5	3	4	4	5	5	1	1	6	3	1	1	4	3	1	1	1	5	7	5	3	4	4	2	1	1	2	1	2
10500	-385.858178768687651	-384.495983153958548	-1.362195614729112	0.000163452657324	0.000099414698090	0.608217080818615	0.439603283111637	1	3	7	6	8	6	9	9	10	9	10	8	11	11	9	9	11	11	8	10	12	11	12	13	12	12	11	14	13	13	14	15	14	16	14	16	17	14	15	16	17	16	16	20	17	14	19	15	17	18	17	18	15	19	17	18	19	16	19	19	18	18	19	20	16	17	20	21	0	1	2	2	1	2	3	12	10	19	8	2	4	4	4	12	4	10	4	10	15	8	9	7	10	3	10	3	3	23	21	38	4	3	20	53	20	21	35	1	53	24	18	13	38	15	39	1	3	53	39	48	12	1	12	65	1	28	1	32	31	4	42	65	33	58	4	57	1	1	2	2	3	2	1	1	1	1	1	5	2	2	3	1	2	1	1	1	1	1	1	2	1	1	1	3	3	1	1	1	4	5	1	1	4	2	1	5	1	1	4	4	2	2	3	7	5	2	1	1	4	8	4	1	9	1	10	2	1	6	1	2	1	1	8	1
11000	-431.703255517765285	-430.225648962374919	-1.477606555390338	0.000405536916970	0.000126295656716	0.311428260735520	0.374027541497879	0	4	8	5	8	7	7	9	10	10	10	7	11	10	9	10	11	10	11	9	12	12	13	13	12	12	11	13	13	11	14	12	15	15	15	15	16	14	16	16	17	15	16	20	16	16	19	16	18	20	17	19	17	18	19	18	19	19	19	20	18	19	19	21	19	19	18	21	0	1	7	2	2	2	1	12	7	3	8	2	20	4	12	1	4	12	3	4	10	16	2	32	10	4	10	16	12	10	16	14	28	2	15	17	19	12	10	30	48	1	15	9	15	34	20	15	35	35	46	31	15	10	25	31	18	30	1	61	12	2	25	17	28	33	3	55	1	2	1	1	2	2	4	1	2	1	1	2	1	3	1	4	3	1	2	2	1	1	5	1	1	3	1	2	2	1	2	1	1	7	4	3	2	4	2	3	1	7	3	4	6	1	4	3	2	3	1	3	3	4	4	2	3	4	9	1	5	8	5	5	3	2	5	1
11500	-313.172199078998403	-311.162657953506482	-2.009541125491947	0.000323057495613	0.000044324033279	0.137201686638284	0.425108922394039	1	4	7	5	8	7	9	9	9	9	9	7	10	11	9	10	11	10	10	11	12	13	10	13	12	12	12	11	11	13	13	13	14	15	15	15	17	14	14	15	16	17	18	18	18	15	20	17	17	20	18	18	17	18	18	18	19	18	19	20	18	20	19	20	18	21	19	21	0	1	4	2	3	4	12	4	3	1	6	4	12	16	3	15	12	1	10	11	11	26	10	3	20	3	10	12	3	26	27	27	16	3	21	30	31	12	3	12	36	16	46	28	18	10	49	12	24	52	53	24	10	31	30	37	25	18	18	48	2	9	37	53	37	43	16	54	1	1	2	1	1	1	1	2	1	5	1	1	1	1	1	1	2	5	1	1	1	1	1	4	1	3	1	2	2	1	1	1	2	4	1	1	2	5	3	3	1	4	2	2	4	4	2	3	1	1	1	2	5	3	2	1	4	4	3	1	4	6	1	1	1	2	4	1
12000	-425.662113618724504	-423.841958228363580	-1.820155390360926	0.000348146764787	0.000059862391342	0.171945849843905	0.364056320676330	-2	5	7	4	8	7	9	10	10	10	9	9	10	9	10	9	12	10	9	10	13	12	13	11	13	12	12	11	11	14	14	15	16	15	16	14	15	15	15	16	17	15	17	19	17	17	19	18	19	19	17	18	15	18	18	16	19	17	18	19	18	19	20	20	19	20	20	21	0	1	4	1	2	2	2	11	2	7	4	6	5	4	6	6	2	2	4	2	7	12	14	4	12	18	13	12	3	15	11	31	11	2	25	25	3	4	21	53	22	17	4	40	31	11	31	9	4	59	56	11	9	7	25	36	11	10	39	24	42	9	51	25	33	35	3	64	1	3	2	3	1	1	2	1	2	1	3	2	1	3	1	1	2	2	3	3	3	1	2	3	2	1	1	1	1	2	2	1	5	5	2	1	3	5	1	1	2	1	6	1	3	2	1	3	6	1	1	5	4	4	2	1	6	3	2	4	2	2	1	5	2	3	6	1
12500	-447.229257375907707	-445.587461886243545	-1.641795489664179	0.000239794941909	0.000053531053740	0.223236792711408	0.422384768331262	1	4	8	5	9	6	9	9	9	9	9	7	11	10	9	11	11	11	10	10	11	12	13	13	14	10	12	14	12	14	13	14	15	13	15	16	15	13	16	16	18	17	16	20	17	16	18	18	18	20	18	17	17	19	19	18	18	18	18	21	16	21	20	20	19	20	18	20	0	1	1	1	12	4	4	4	12	12	12	6	2	15	1	8	15	11	10	3	5	8	12	20	8	2	14	5	12	19	18	27	15	15	21	29	1	15	24	24	17	16	27	53	10	38	33	12	11	55	45	4	4	3	7	19	3	45	33	47	30	34	14	41	34	7	15	58	1	2	2	2	1	1	2	2	1	1	1	1	3	1	5	1	1	1	1	1	1	2	4	1	2	3	1	4	3	2	1	1	4	2	2	2	6	2	1	1	4	4	2	2	4	1	1	6	3	1	1	6	8	5	6	3	5	1	1	2	1	3	5	1	2	5	3	1
13000	-481.324405355664680	-479.943260172981297	-1.381145182683390	0.000328849009697	0.000145641692457	0.442883171797042	0.451872024269142	1	4	7	5	8	6	8	9	10	10	8	8	10	11	10	10	11	10	10	11	13	12	11	13	13	13	13	13	12	13	15	14	13	14	16	16	16	15	15	17	17	15	17	20	18	15	20	18	18	19	18	16	16	20	18	19	18	19	20	21	17	20	18	21	20	19	20	20	0	1	6	1	4	2	2	12	4	7	6	4	12	1	4	8	11	4	12	10	20	19	11	9	16	4	18	11	2	13	23	28	16	15	25	34	15	4	26	35	52	13	11	45	19	9	2	1	40	30	35	15	11	16	4	43	31	45	18	39	16	3	36	67	38	42	42	53	1	1	1	2	2	2	2	1	2	1	1	2	1	4	2	1	2	2	1	1	1	1	2	2	1	4	1	3	5	2	2	1	2	3	1	1	4	3	1	1	1	3	4	1	2	2	5	7	1	3	2	3	6	5	6	1	1	1	4	4	4	5	1	1	3	1	3	1
13500	-405.254664181996134	-403.279801484035943	-1.974862697960170	0.000545460739345	0.000077781746390	0.142598249112839	0.381325800654869	0	4	6	3	9	7	9	9	11	9	10	8	11	8	9	10	9	10	10	10	11	11	12	12	13	13	11	14	12	14	13	15	13	14	14	15	17	14	15	15	17	13	18	19	16	16	20	18	16	19	18	17	18	16	18	18	20	19	18	21	19	20	20	21	19	19	20	21	0	4	2	1	2	3	4	2	7	4	5	2	10	1	4	15	3	12	1	14	14	8	11	8	27	11	14	10	4	22	4	17	4	10	31	33	4	15	31	7	46	15	3	32	31	12	31	10	3	30	38	20	22	28	3	38	12	16	20	63	9	15	32	30	23	45	1	62	1	1	1	1	2	1	3	3	1	3	1	2	1	4	3	1	2	2	4	1	2	1	1	1	1	2	1	2	2	2	6	3	6	3	1	1	4	3	1	2	1	1	5	2	2	4	3	3	3	1	2	4	3	1	5	2	6	6	4	1	3	3	2	3	2	1	10	1
14000	-464.957697624899652	-463.552370864008537	-1.405326760891087	0.000291551693185	0.000114414610465	0.392433359638141	0.364191971823436	1	4	7	6	7	7	9	7	9	9	9	9	11	10	10	10	11	10	10	11	12	13	13	13	13	12	13	13	11	14	14	13	15	13	16	15	17	15	15	16	17	15	18	20	18	17	19	18	19	18	17	17	17	20	19	18	18	18	20	20	18	19	20	20	20	20	20	21	0	1	1	2	4	4	2	2	5	8	6	6	7	2	10	12	16	12	12	3	7	17	20	29	12	16	7	20	9	16	10	17	1	12	10	25	12	5	20	3	34	16	5	29	4	16	39	14	4	37	28	16	16	47	52	39	39	4	45	26	13	20	51	40	57	13	52	40	1	2	3	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	7	2	6	1	3	2	2	3	1	3	7	5	6	4	1	5	5	1	2	3	4	1	2	2	2	8	1	4	3	4	2	2	1	4	1	3
14500	-330.542180317408054	-329.091871393202894	-1.450308924205167	0.000501384055422	0.000168356864773	0.335784241545082	0.397862100336317	1	4	7	6	9	7	9	9	11	10	9	9	11	10	9	10	12	10	9	10	12	12	12	11	11	12	11	13	12	13	13	15	15	14	15	16	16	14	15	16	18	16	18	18	17	15	19	17	18	19	19	18	17	20	18	19	19	18	18	20	18	20	18	20	18	21	21	21	0	1	4	2	2	2	3	3	16	3	6	3	15	2	2	7	2	15	3	7	19	27	3	4	20	4	8	12	24	17	7	25	2	24	12	39	2	15	17	13	33	26	24	18	12	18	3	20	39	15	59	10	31	12	12	4	15	15	15	34	12	12	24	41	29	54	3	65	1	1	1	1	2	2	1	1	1	2	1	1	1	3	2	1	4	1	1	1	1	1	3	3	1	2	1	2	1	1	1	2	6	1	4	1	5	2	1	2	2	2	5	5	3	3	7	4	2	5	1	5	2	6	4	5	6	3	4	3	2	4	3	1	3	1	7	2
15000	-355.115336870440331	-353.685052480982051	-1.430284389458267	0.000168221926334	0.000060154138213	0.357587976336559	0.401391973197248	1	4	7	5	8	6	7	9	9	10	9	8	12	11	10	10	10	9	7	11	13	12	10	12	13	12	11	11	12	13	14	15	14	15	14	15	16	13	15	16	17	16	17	19	17	17	20	15	17	19	18	17	17	19	18	18	20	18	18	20	19	18	20	21	20	20	19	21	0	1	2	2	4	2	4	4	6	12	5	3	12	6	11	2	1	19	4	8	29	4	2	15	23	1	3	16	3	14	6	23	3	3	1	25	12	16	21	22	31	2	48	52	4	2	9	12	35	49	21	12	31	4	4	3	41	3	5	25	55	29	44	43	51	52	16	38	1	2	2	1	2	1	1	2	1	1	1	1	2	3	1	4	5	1	1	1	1	3	3	1	1	6	2	1	2	1	3	3	3	4	7	1	2	1	2	2	1	10	1	1	4	7	6	3	2	1	3	2	2	7	7	5	2	5	4	4	1	2	1	2	1	1	3	3
15500	-351.790997600875244	-350.266301625579729	-1.524695975295500	0.000095546253226	0.000026616106418	0.278567767120860	0.307744430419245	1	4	8	6	9	8	8	9	10	10	10	8	10	10	9	10	10	11	10	10	12	11	11	13	13	13	12	11	12	12	14	13	15	14	15	15	18	14	15	16	17	17	15	20	17	15	19	18	18	19	18	18	17	18	16	19	18	18	16	21	19	20	19	19	19	21	20	21	0	1	4	2	1	1	4	2	3	12	3	2	1	4	7	5	1	15	3	7	16	12	9	21	14	2	28	3	11	14	11	9	10	10	12	19	16	12	24	1	9	1	1	57	28	2	3	11	25	3	55	3	33	21	7	37	19	2	16	61	22	12	16	57	46	50	12	62	1	2	1	1	4	4	1	2	1	1	1	2	3	2	1	1	4	1	1	1	1	2	1	1	2	5	1	1	1	2	2	2	1	1	5	2	4	3	1	6	4	11	4	1	4	4	6	4	3	5	1	6	1	3	5	1	4	7	4	1	3	7	3	1	2	2	6	1
16000	-363.893467313164138	-362.226131780204241	-1.667335532959880	0.000389686658552	0.000083442561963	0.214127325458635	0.400886078086858	1	4	8	6	7	7	10	10	11	9	10	8	12	10	9	10	12	10	11	11	13	12	12	12	13	12	12	13	12	13	14	14	15	15	15	14	17	13	15	16	18	16	17	20	17	17	20	18	16	18	18	18	16	18	18	18	20	17	19	20	16	19	18	20	19	20	20	21	0	1	4	1	2	1	4	12	10	6	3	4	12	12	6	5	1	5	7	8	16	18	16	8	17	16	14	12	11	24	13	27	7	21	4	27	12	2	32	6	53	1	11	48	31	4	55	49	7	61	36	2	16	12	33	18	21	3	12	12	12	42	46	20	13	55	50	58	1	2	1	3	2	2	2	1	1	1	2	1	2	2	1	1	5	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	4	1	4	4	1	3	1	10	3	1	2	6	1	1	3	1	2	8	3	5	1	3	4	3	6	6	3	1	1	4	3	1	1	2
16500	-367.988243255230032	-366.604952127163074	-1.383291128066972	0.000151218067882	0.000066108633985	0.437174174426848	0.354372631455049	0	4	7	6	8	7	8	9	11	8	9	8	12	10	9	11	11	10	10	11	13	12	12	13	12	13	12	13	13	11	11	15	15	16	15	15	17	14	16	16	17	16	17	18	16	15	18	19	19	19	19	17	18	19	15	17	16	16	20	20	17	20	19	20	20	19	19	22	0	1	4	2	3	2	3	3	5	4	1	4	2	3	6	8	10	15	1	11	17	3	4	9	5	12	19	31	12	15	10	29	20	27	1	8	24	22	27	3	35	1	12	35	22	5	4	35	12	22	43	35	22	3	9	23	11	22	31	54	13	31	42	44	5	44	12	62	1	3	1	1	1	2	1	1	1	2	5	1	4	2	1	1	2	1	4	1	2	2	2	1	3	3	1	1	4	1	2	1	2	3	5	3	4	1	2	5	1	10	5	2	1	3	7	2	6	4	1	1	3	6	2	2	4	1	5	1	1	6	2	1	7	1	7	1
17000	-553.484937755930218	-552.010234607858592	-1.474703148071617	0.000700189062302	0.000219712791078	0.313790664417577	0.431463807909241	1	4	8	6	8	7	9	7	9	10	7	9	10	9	9	10	11	10	11	11	11	12	12	12	11	12	13	13	12	13	13	14	14	16	15	14	16	15	14	16	18	16	17	19	15	17	19	18	18	20	19	16	17	18	18	19	19	18	20	21	19	20	18	21	18	20	19	22	0	1	4	1	2	2	11	2	6	7	1	6	11	2	8	2	3	2	4	18	8	5	2	14	12	12	25	18	20	21	10	22	18	4	11	14	1	18	26	23	35	18	36	55	11	10	16	27	36	54	13	3	30	34	13	42	25	11	19	66	12	16	6	47	14	41	25	66	1	1	1	3	2	2	1	1	1	1	3	2	1	3	1	5	2	3	2	1	2	2	4	2	1	2	1	2	1	1	1	1	2	5	4	3	4	3	1	2	1	3	1	1	4	3	5	3	4	1	4	5	2	1	4	2	7	6	3	1	4	5	5	1	4	1	4	1
17500	-358.413351178918674	-356.224294904087969	-2.189056274830699	0.000312869183275	0.000035676657007	0.114030588227646	0.410502890407909	1	4	6	5	9	7	10	10	11	10	10	9	12	9	8	11	12	11	10	10	12	11	13	11	13	12	13	13	12	13	14	14	14	16	15	14	17	14	15	16	17	16	17	17	17	17	19	19	18	20	17	18	16	18	18	18	20	18	19	20	18	20	19	20	18	20	20	20	0	1	4	2	3	1	15	4	7	3	1	3	22	4	3	11	2	6	2	14	18	5	10	11	22	11	5	15	10	29	13	8	15	38	22	22	38	4	16	12	35	2	4	33	4	13	7	15	9	61	36	11	11	31	31	36	4	40	1	34	20	4	65	65	44	63	15	43	1	2	1	1	1	3	1	2	1	2	7	2	1	2	1	1	5	2	2	1	1	1	2	1	1	1	2	2	1	1	1	2	4	1	2	2	2	6	2	2	1	6	6	2	3	3	5	4	4	1	2	5	3	2	2	2	9	1	10	2	4	7	1	1	1	1	7	1
18000	-357.377568437797095	-355.952569000926871	-1.424999436870241	0.000258566619006	0.000094146817838	0.364110488045165	0.511118406689005	0	4	7	6	8	8	10	8	10	9	9	8	12	11	10	11	11	10	11	11	13	12	13	12	13	12	12	13	10	14	15	14	14	16	16	15	16	14	15	16	17	16	17	19	17	16	20	18	19	19	18	17	17	18	19	19	19	16	18	21	17	19	19	20	20	20	20	21	0	1	4	2	3	4	2	3	3	8	2	4	12	12	6	29	2	6	11	12	18	6	4	8	29	12	15	12	11	11	21	22	18	10	28	27	5	3	25	30	28	9	20	36	22	18	5	3	25	31	61	27	12	28	3	43	54	30	52	62	32	3	58	51	8	50	12	57	1	2	1	1	1	1	3	1	2	1	2	1	1	1	1	1	3	1	1	1	3	1	4	2	1	3	1	2	1	2	1	1	2	3	1	1	3	3	1	1	2	3	2	2	2	3	8	5	2	2	1	3	4	2	5	1	1	1	1	1	2	6	2	1	5	1	7	1
18500	-447.277276171678352	-445.699116983501199	-1.578159188177180	0.000489006803067	0.000122213867865	0.249922633178770	0.362315051871349	1	4	8	6	8	6	9	7	11	9	9	7	10	8	10	11	11	10	9	10	12	12	10	13	14	13	12	13	12	13	14	12	14	16	16	15	18	14	15	17	15	17	17	19	18	17	18	17	18	20	18	18	17	19	18	19	19	17	20	21	17	20	19	21	20	20	20	21	0	1	6	1	12	2	12	2	11	5	8	6	4	4	5	11	10	10	12	14	8	13	2	6	22	12	4	19	2	14	22	10	12	27	16	23	1	3	33	2	28	35	2	30	14	2	27	1	25	25	40	18	27	6	9	24	61	9	4	63	27	41	30	56	47	35	45	24	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	4	1	3	3	2	4	1	1	1	3	1	3	3	9	2	1	6	1	1	6	4	3	7	4	5	3	3	1	5	2	7	2	4	1	3	7	1	2	5	3	1	1	2	1	3
19000	-370.740916186639481	-369.348857242553606	-1.392058944085894	0.000188815050973	0.000078718932605	0.416910263240224	0.402119896357977	0	5	7	5	8	8	10	8	10	10	9	8	12	9	8	10	10	10	10	11	12	13	12	12	12	12	11	13	13	14	14	14	15	15	15	15	17	14	14	14	17	16	15	19	17	16	17	19	18	19	17	19	18	20	17	18	20	18	19	20	18	17	19	20	19	21	20	21	0	1	2	1	2	2	15	2	5	3	3	3	4	3	2	2	12	6	3	15	4	27	15	7	16	15	17	12	4	26	5	17	19	22	4	31	20	11	26	2	30	15	13	32	10	15	33	33	28	55	33	55	30	5	9	62	48	5	45	51	37	29	30	53	45	62	18	60	1	2	1	3	1	2	1	2	1	1	2	1	4	2	1	3	1	1	2	2	2	1	2	1	1	2	1	3	2	1	2	2	3	1	5	1	4	2	1	4	1	3	1	2	4	5	1	3	2	2	1	1	2	3	4	1	1	6	1	2	1	1	3	2	1	2	5	1
19500	-444.575000555491329	-443.149672312663768	-1.425328242827585	0.000291118645235	0.000105877963713	0.363693516188008	0.508161052368875	1	4	8	6	8	6	7	9	10	7	9	8	11	10	9	10	11	9	11	10	12	12	12	11	13	12	12	12	13	14	14	15	15	14	15	15	15	14	16	16	18	13	16	18	16	17	19	18	19	19	19	16	18	18	18	19	20	17	19	19	17	18	19	20	19	21	18	22	0	1	7	2	2	2	4	2	7	6	10	7	4	4	5	12	4	12	12	7	9	9	16	18	9	18	10	5	24	42	28	22	30	1	4	21	20	28	30	35	58	3	19	18	19	14	4	33	27	38	26	9	46	1	9	58	43	38	40	33	24	36	54	55	55	50	25	27	1	2	1	1	2	1	1	4	2	1	1	1	3	2	1	1	3	1	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	5	4	1	2	2	1	1	1	3	2	5	3	4	4	3	3	2	3	3	1	7	6	1	2	3	1	2	2	2	1	1	1	1	2	4
20000	-504.849495318753497	-503.327386360995035	-1.522108957758475	0.000253305637094	0.000070964100272	0.280152076700731	0.327372255120518	1	3	7	6	9	4	9	9	11	10	8	6	10	11	9	9	11	10	10	10	11	11	12	13	13	12	13	11	11	14	13	15	15	13	15	14	16	14	16	17	16	16	18	20	17	16	17	18	18	20	19	17	18	20	18	18	19	18	20	21	18	18	19	19	19	19	20	21	0	1	4	6	12	2	1	3	10	4	3	1	3	12	4	2	15	11	11	3	20	10	1	5	21	3	22	2	12	6	18	27	16	2	25	15	2	11	29	2	27	20	4	52	20	4	4	22	4	21	47	18	41	13	3	19	15	4	16	66	3	16	45	18	37	5	21	64	1	2	1	1	2	1	5	1	1	2	1	3	1	3	1	2	1	1	1	1	1	1	5	2	2	3	1	4	5	4	2	1	2	2	1	2	7	2	2	6	1	3	6	1	2	3	4	3	7	5	1	4	1	4	7	4	7	6	6	1	7	4	1	4	1	7	4	1
20500	-358.685717177787353	-357.222247388674589	-1.463469789112750	0.000425515751462	0.000137615057538	0.323407669552814	0.474845422586093	1	5	7	5	9	8	7	9	10	10	9	8	11	10	10	10	11	10	8	9	9	12	12	11	13	11	12	13	12	13	15	14	15	14	16	14	17	14	15	16	18	16	16	18	17	15	20	16	16	19	17	19	15	20	16	17	19	17	18	20	17	20	18	20	20	20	20	21	0	1	2	1	3	2	4	1	19	8	2	4	10	12	12	12	3	3	3	7	7	16	3	21	11	18	2	1	2	27	29	26	20	25	53	22	3	5	30	4	28	3	5	6	3	4	3	2	27	14	29	53	22	13	18	55	10	3	20	58	18	18	42	42	41	48	12	62	1	3	1	1	1	2	1	5	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	7	3	1	1	1	2	1	1	1	6	3	1	5	2	4	2	5	4	6	3	4	3	5	2	2	3	3	3	1	4	4	3	2	2	3	1	2	1	2	7	1
21000	-443.062708018437604	-441.597896186051969	-1.464811832385635	0.000326814724677	0.000105305033177	0.322216305526200	0.394701192303758	1	4	7	6	7	6	9	9	11	10	9	8	11	9	9	10	12	7	10	10	11	12	12	12	14	12	12	10	12	13	14	14	16	15	15	16	17	15	16	16	18	16	15	20	15	17	20	17	18	18	19	17	16	19	18	18	18	18	20	20	18	20	20	21	20	19	21	20	0	1	1	2	2	1	3	3	7	18	3	4	3	5	6	5	20	6	2	11	19	7	11	14	8	12	20	5	3	9	24	29	15	3	20	29	15	15	31	12	42	15	28	39	20	4	40	20	11	45	52	4	4	15	15	36	20	20	4	41	45	23	48	54	49	40	22	58	1	1	3	2	1	3	1	1	1	1	2	1	2	1	3	2	1	1	5	1	1	1	2	2	2	1	1	1	2	1	1	1	3	4	3	2	4	2	1	2	1	4	2	2	3	5	2	5	4	1	1	5	6	4	5	1	4	6	7	1	1	4	2	1	1	2	5	1
21500	-392.652992865746796	-391.242030428230294	-1.410962437516481	0.000193526765380	0.000074226125782	0.383544496474942	0.399507794781311	1	4	8	6	9	7	9	9	8	10	10	9	12	10	9	10	10	11	10	10	12	12	13	13	13	13	12	13	13	12	14	15	15	15	15	14	17	15	15	15	18	15	17	18	15	16	20	18	18	17	18	18	18	19	17	18	20	17	18	18	18	17	19	20	20	17	21	22	0	1	6	2	2	1	9	2	6	8	2	2	11	12	2	3	3	15	1	4	10	20	4	14	9	3	15	12	12	10	30	15	25	15	12	10	22	18	13	14	20	20	4	24	16	15	22	3	33	7	31	4	12	55	22	42	15	2	4	22	12	12	42	63	46	34	35	53	1	1	1	2	3	4	1	3	1	1	3	2	1	1	3	1	2	2	4	2	1	1	2	1	2	2	1	2	2	1	1	3	2	2	2	2	2	3	1	2	4	2	6	2	4	4	4	4	1	3	1	5	5	1	3	2	6	7	5	3	3	3	3	1	3	1	3	2
22000	-539.927406670844562	-538.546445864180441	-1.380960806664176	0.000215305555497	0.000095464550964	0.443391025110143	0.452930304719914	1	5	8	6	7	7	9	8	11	10	10	8	12	10	9	11	11	10	9	10	13	11	10	11	13	12	12	13	12	14	13	14	15	15	16	16	17	15	16	15	17	15	18	20	17	15	19	18	19	20	18	18	17	20	17	19	20	18	18	21	19	19	19	20	18	21	20	21	0	1	5	2	1	2	4	4	8	8	8	6	2	12	5	15	12	3	4	5	11	10	4	14	26	11	8	19	2	27	17	17	2	23	2	13	46	22	21	19	40	2	21	30	4	18	12	12	38	51	40	18	21	4	46	59	31	36	27	67	27	1	38	51	11	56	38	39	1	2	1	1	3	1	2	1	1	1	1	1	3	1	1	1	2	1	2	1	2	1	2	1	1	1	2	2	4	1	1	1	5	4	5	1	1	2	2	3	1	4	4	3	4	3	5	5	3	1	1	4	3	6	1	1	2	1	3	1	4	7	2	1	3	1	2	2
22500	-373.754419890571228	-372.346713086474495	-1.407706804096747	0.000194119980191	0.000075432996225	0.388589552454268	0.379936423748129	1	4	7	5	6	8	9	9	9	9	9	7	10	11	10	10	11	9	10	11	11	11	12	10	13	13	13	12	12	13	15	15	15	15	16	15	16	15	15	17	17	15	17	19	18	16	17	19	18	20	19	19	15	19	18	18	18	18	19	19	19	20	19	18	20	20	20	20	0	1	2	2	2	1	3	2	4	12	2	5	4	16	11	9	18	5	3	18	11	10	9	3	22	9	18	1	16	17	26	12	4	21	21	25	20	15	25	21	28	25	21	47	9	27	16	6	24	23	46	5	16	9	18	38	5	9	14	21	16	30	40	36	43	45	16	9	1	1	1	1	1	2	1	2	2	1	3	1	3	1	1	1	1	1	1	1	1	1	2	2	1	2	2	6	1	1	1	4	4	3	3	1	2	1	1	2	3	1	3	1	5	1	2	5	4	3	1	6	2	6	5	1	6	4	3	3	5	5	1	2	1	2	5	5
