step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82
5000	-405.451345993730456	-412.306833944689856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468845104414772	0	2	2	4	4	3	5	5	6	6	6	6	7	5	7	8	8	9	7	7	7	7	11	8	10	9	7	11	10	10	9	10	9	10	10	8	10	12	10	11	11	10	10	10	12	12	11	13	14	13	15	13	13	11	12	14	14	14	17	15	16	17	18	16	15	16	17	18	18	17	18	19	19	20	20	22	20	22	21	21	22	23	0	1	1	1	2	1	1	2	7	7	2	4	2	3	7	1	12	17	6	2	9	8	13	27	20	10	1	36	19	22	8	36	13	9	9	7	17	54	21	26	33	8	18	14	32	17	24	28	52	25	49	24	36	21	44	47	42	2	47	21	54	40	23	49	52	9	25	13	47	39	41	57	56	2	1	71	70	10	49	71	50	79	1	1	1	2	1	1	3	2	1	1	3	1	2	1	2	4	1	1	2	3	1	2	3	1	1	2	3	2	2	2	2	1	1	2	3	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	4	1	2	2	7	2	6	2	2	4	1	1	4	2	4	4	3	4	5	2	9	13	3	2	7	5	2	4	1
5500	-482.085676483508109	-488.941164434467510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.375509498876615	1	2	3	3	5	4	4	5	5	4	6	7	5	6	7	8	9	7	7	7	8	7	11	7	8	9	9	11	9	10	10	10	11	11	10	8	11	11	11	11	10	12	10	11	10	12	13	12	14	12	14	13	12	13	11	13	14	14	16	15	16	16	16	16	15	15	16	18	18	15	20	19	20	20	21	21	18	22	22	23	22	22	0	1	1	1	2	1	4	4	1	1	10	8	4	3	4	5	13	10	13	9	10	7	25	9	13	2	10	30	1	13	20	2	19	22	10	1	29	3	1	17	25	25	16	30	21	55	21	6	43	2	12	27	2	10	29	8	31	38	48	28	34	47	25	10	48	47	36	16	61	32	50	60	32	39	1	26	42	38	41	2	74	72	1	1	1	1	1	2	1	1	3	2	1	1	1	2	3	1	2	1	1	2	2	1	1	1	1	4	3	1	3	2	3	3	3	2	3	5	1	4	6	1	2	4	2	1	1	1	3	3	2	5	4	1	3	3	1	3	2	3	2	3	2	1	4	3	1	1	5	4	1	3	3	2	6	3	12	5	2	4	5	7	1	1
6000	-430.849794625818561	-437.705282576777961	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533073172032658	1	3	2	4	4	4	2	5	7	5	6	6	6	7	7	7	8	8	8	7	8	8	8	9	9	9	10	10	9	10	9	10	9	11	10	10	10	11	10	10	12	11	11	11	10	9	11	12	15	12	15	12	13	13	11	13	13	14	18	14	16	17	16	17	15	16	16	18	15	17	20	19	21	20	20	18	21	20	20	20	22	23	0	1	1	7	2	7	1	2	8	1	7	3	5	7	10	4	20	2	15	8	4	11	14	13	15	7	19	9	9	19	23	17	16	9	4	20	10	26	1	31	45	7	23	15	25	3	24	35	26	7	41	36	7	46	7	21	47	9	65	9	48	25	25	57	36	52	8	67	54	48	9	57	71	1	28	16	65	14	69	10	48	70	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	3	1	1	2	1	1	1	1	4	1	1	1	1	1	1	1	1	3	2	2	1	4	1	1	4	1	2	1	3	1	1	3	4	1	1	7	2	3	2	1	4	1	2	3	4	5	3	3	2	3	1	1	2	6	4	1	6	6	5	3	4	3	6	5	3
6500	-458.083933035199379	-464.939420986158780	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.479307141755410	1	3	3	4	5	3	5	5	8	5	6	5	6	7	6	8	9	9	7	7	9	6	9	8	8	9	10	11	10	11	10	10	10	8	10	7	9	12	9	10	11	10	10	12	11	12	12	12	14	12	14	15	13	12	11	15	13	11	18	15	15	18	17	16	15	15	17	17	17	16	20	18	20	21	20	21	20	23	21	22	23	23	0	1	1	6	2	1	3	6	15	3	1	6	4	12	2	12	22	13	12	3	13	5	14	15	14	2	22	9	9	2	2	22	10	1	7	8	2	27	22	39	27	9	20	25	19	27	9	16	31	1	45	35	2	2	26	53	58	1	21	15	2	5	60	15	24	36	25	65	20	66	58	28	68	50	19	67	67	67	60	1	73	75	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	2	1	1	1	1	3	1	2	1	3	4	2	3	2	3	1	3	1	1	1	1	1	2	2	2	1	1	2	3	5	1	2	5	4	2	1	1	4	4	4	6	6	1	5	2	3	5	1	4	1	4	3	2	6	9	2	1	3	2	7	1	1
7000	-534.912345991958659	-541.767833942918060	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.351831843585887	0	2	2	4	5	3	4	5	8	5	4	6	6	4	6	6	9	9	8	7	8	7	9	7	10	10	8	11	10	10	8	9	10	9	11	8	11	12	10	9	10	11	9	11	11	12	12	12	13	12	14	14	14	13	12	15	15	14	17	15	14	17	17	16	15	16	16	16	17	17	20	19	18	21	20	21	20	21	21	21	23	23	0	1	1	2	1	1	3	11	4	14	1	11	7	1	1	5	31	1	20	2	5	11	2	10	31	1	2	19	4	8	10	9	21	2	15	5	41	21	36	10	8	26	27	17	26	19	25	23	36	12	27	43	36	1	1	37	27	12	56	2	18	42	23	46	45	25	46	39	65	38	14	1	55	41	27	58	65	38	50	41	68	77	1	1	1	1	3	1	1	1	2	1	2	1	1	2	2	1	1	4	1	3	1	1	4	1	1	4	2	2	4	2	1	1	1	4	4	2	1	2	1	3	3	1	1	1	1	3	1	1	3	2	3	3	4	6	7	2	4	5	1	6	3	3	3	2	3	3	3	5	2	2	7	7	4	6	6	6	2	3	4	8	3	3
7500	-465.821611960229916	-472.677099911189316	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534405324525917	1	3	2	4	4	4	5	4	8	5	5	6	6	7	7	8	7	7	8	7	8	7	11	9	9	8	9	10	8	10	9	9	10	10	11	9	11	10	11	10	12	11	9	9	11	11	13	12	14	12	14	14	13	13	12	14	14	15	17	15	15	17	17	17	15	15	18	17	17	16	19	19	21	21	21	21	19	20	22	21	23	24	0	1	1	1	3	1	3	2	20	5	1	7	4	1	10	8	5	7	15	8	15	11	14	12	4	8	2	12	2	2	22	20	32	14	43	18	2	9	21	9	20	2	20	12	43	16	42	44	55	2	34	50	15	33	28	53	41	28	53	42	54	49	51	42	56	16	22	28	60	57	2	28	62	14	48	71	57	39	80	50	59	81	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	3	1	1	2	2	2	1	2	2	2	3	1	1	1	2	1	1	4	1	2	1	2	4	1	2	1	1	1	2	1	5	1	1	3	2	1	1	1	2	3	3	2	2	2	3	1	3	4	3	2	1	8	7	3	8	5	1	2	4	1	5	3	1
8000	-438.157229301692212	-445.012717252651612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443961500097747	0	2	3	3	3	2	4	5	7	6	7	6	5	6	7	9	8	8	7	8	8	8	9	7	10	8	10	11	8	10	9	11	11	11	10	10	11	11	11	10	11	11	11	10	11	10	12	11	14	11	15	12	12	13	13	14	14	15	18	15	13	14	17	16	16	14	18	17	17	16	20	19	20	22	19	22	21	22	20	22	23	21	0	1	2	1	1	1	6	7	12	1	2	5	2	8	2	4	19	4	14	3	14	10	2	3	13	12	12	16	15	10	1	2	10	10	1	5	12	29	1	14	20	10	21	24	19	29	42	27	53	10	49	50	36	16	47	55	14	43	43	38	33	10	58	43	16	44	2	48	54	16	10	60	64	22	1	71	34	2	63	59	74	68	1	1	1	1	1	1	1	1	1	3	2	1	1	1	3	3	1	2	1	2	1	1	5	2	1	1	2	1	1	2	3	4	2	3	6	2	3	1	5	2	1	2	2	2	2	2	1	1	1	4	1	1	1	3	1	1	3	1	5	2	1	3	1	3	4	1	6	2	2	4	4	2	2	4	8	1	5	8	2	1	1	2
8500	-458.764884241539562	-465.620372192498962	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488241910730532	1	2	2	3	4	3	4	4	7	6	6	7	5	7	7	7	8	10	8	7	7	8	10	8	10	8	9	9	9	10	10	11	11	11	9	10	8	10	10	11	11	10	9	9	9	11	11	12	14	12	15	15	13	12	13	12	14	12	17	15	14	17	17	15	15	17	17	16	15	16	20	17	19	21	20	21	19	21	22	22	20	21	0	1	1	1	2	1	4	3	4	4	8	8	4	13	1	13	12	2	10	8	2	11	24	2	24	7	24	22	1	19	2	14	45	22	1	44	2	43	13	19	16	14	8	1	9	27	38	36	45	39	40	49	15	12	7	47	7	2	52	24	26	17	65	25	53	43	43	26	16	49	57	57	67	67	59	33	59	59	56	51	49	81	1	1	1	1	1	1	1	1	2	1	1	1	1	2	4	1	1	5	1	2	3	1	1	2	1	3	1	1	4	1	3	2	1	2	4	1	4	1	3	1	3	1	3	4	1	1	1	1	3	1	2	1	4	3	5	1	4	3	1	3	4	5	1	2	1	2	3	4	3	1	4	3	1	3	1	4	1	2	4	3	3	1
9000	-394.313407656029199	-401.168895606988599	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522778090365406	1	2	2	3	3	4	4	4	8	6	6	7	5	7	7	8	9	9	7	7	8	7	11	8	9	8	9	10	9	10	9	9	10	9	9	8	10	11	9	10	11	12	10	12	11	11	12	12	14	12	15	15	13	12	13	15	15	13	17	15	15	17	17	16	14	17	17	18	17	16	20	20	20	21	18	22	18	19	21	21	21	23	0	1	1	2	1	2	1	1	14	13	8	10	2	6	10	5	11	1	10	3	14	1	9	8	12	2	26	25	2	13	8	20	14	11	13	4	25	17	22	26	27	1	21	17	14	16	35	20	50	19	28	31	44	1	44	30	47	22	56	53	25	42	60	25	50	42	24	66	52	42	46	75	77	49	2	80	57	38	63	58	70	70	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	3	1	2	1	3	1	3	2	3	1	1	3	2	4	1	1	2	2	2	1	1	1	1	1	5	1	2	2	1	2	2	1	3	3	3	1	6	1	3	1	3	1	1	5	2	1	3	1	3	3	1	1	2	5	1	1	3	9	1	1	5	2	3	2	3
9500	-427.869185653841328	-434.724673604800728	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444847012476317	1	2	3	2	5	3	4	4	7	5	5	7	6	6	7	8	8	10	6	7	8	7	10	8	9	8	9	10	9	10	9	10	11	10	10	10	9	12	8	10	10	9	10	12	11	10	13	11	14	12	14	15	13	11	12	14	14	15	17	16	14	16	16	16	15	14	17	16	15	16	21	20	19	21	19	21	21	23	21	23	23	23	0	1	1	1	7	1	2	4	8	6	8	10	2	6	8	7	14	24	7	1	19	19	7	5	9	19	12	5	8	15	1	4	41	19	22	17	22	10	1	11	17	9	16	18	16	29	55	26	16	9	25	26	15	9	15	16	42	25	34	51	54	19	53	51	28	7	56	50	55	66	67	1	54	52	52	21	70	51	73	51	61	79	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	4	1	1	3	2	1	1	1	2	3	1	4	4	1	3	2	1	1	3	2	2	1	1	1	2	2	1	1	1	3	3	2	3	3	1	3	2	3	4	4	2	2	5	1	1	2	6	2	2	2	1	2	9	4	3	2	5	4	4	1	5	4	1
10000	-513.779335865613461	-520.634823816572862	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489934664855425	0	3	1	3	3	3	4	5	5	6	6	7	7	6	8	7	6	9	8	7	8	5	9	9	9	10	9	10	9	10	9	11	9	11	8	9	10	10	11	9	11	11	11	10	12	11	12	13	13	12	13	14	12	12	13	14	13	14	16	15	15	17	17	17	16	16	15	17	16	15	21	20	21	21	20	21	21	21	21	22	21	23	0	3	1	3	1	1	1	5	2	2	1	22	5	4	2	5	8	16	14	7	2	6	7	12	11	17	13	40	12	29	21	37	19	38	17	16	33	36	11	17	16	36	9	15	32	20	9	43	32	24	43	15	36	14	29	20	43	7	58	40	44	65	53	38	12	54	43	50	53	49	59	47	58	36	47	33	59	58	68	67	50	63	1	1	1	1	1	1	3	1	1	1	3	1	2	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	1	3	5	1	1	1	1	2	2	5	2	2	1	4	1	3	4	1	3	5	4	3	2	3	2	1	4	5	4	7	5	6	2	3	2	6	4	3
10500	-502.694247266989294	-509.549735217948694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494755598005675	1	2	3	3	4	4	5	5	5	6	6	7	5	6	7	9	8	9	8	6	7	7	9	9	10	9	7	10	8	9	10	7	9	11	10	8	10	10	11	7	11	10	10	11	12	11	12	12	14	11	13	15	13	12	13	14	12	14	17	14	16	17	16	16	15	15	15	18	18	17	21	18	20	21	20	21	18	22	21	22	23	23	0	1	1	2	1	1	3	5	5	5	1	14	1	7	1	9	20	21	22	1	8	11	1	32	36	36	2	14	14	10	1	2	14	28	40	27	22	8	21	9	7	19	6	30	34	36	27	7	45	1	8	54	15	19	12	57	42	50	52	40	22	48	49	24	53	50	43	2	14	57	68	65	36	50	63	70	55	46	77	48	53	38	1	1	1	1	1	2	1	1	1	1	1	1	2	1	4	2	1	1	1	3	1	1	2	1	1	1	2	1	1	2	4	2	2	1	2	1	2	1	2	1	4	1	3	1	1	1	2	3	1	5	5	2	2	2	3	1	1	3	1	4	4	3	1	3	1	2	2	8	5	4	2	1	6	5	2	2	3	3	1	5	5	7
11000	-458.042457200976628	-464.897945151936028	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423762321573800	1	2	3	3	4	4	4	5	6	5	5	7	4	6	7	7	7	8	8	7	7	5	8	9	9	9	9	10	9	10	8	10	10	11	10	10	10	11	11	10	11	11	10	12	11	11	12	11	15	10	15	15	11	9	12	12	14	12	15	16	16	18	17	15	15	17	17	17	17	16	19	19	21	19	20	21	21	20	20	22	22	23	0	1	1	2	2	2	2	6	13	3	2	14	1	1	13	7	22	22	16	14	6	7	13	23	9	22	14	23	16	16	13	2	29	25	4	7	5	23	10	20	25	22	17	16	33	33	1	27	15	7	46	39	14	12	1	41	40	4	19	55	7	1	39	44	44	55	70	25	65	2	14	60	66	1	21	14	79	40	38	63	69	76	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	3	1	1	4	3	3	1	4	2	1	3	2	3	1	1	4	1	2	2	2	2	4	2	6	1	2	3	3	2	5	8	3	2	2	5	1	5	1	6	6	2	2	5	4	5	1	6	4	3	2	1
11500	-428.590369529612076	-435.445857480571476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588179835811303	1	3	3	4	4	3	5	4	7	5	7	5	7	6	8	8	8	8	8	7	9	7	9	9	9	10	8	11	9	9	10	10	9	9	11	8	10	10	11	9	12	11	10	10	11	11	12	12	14	12	15	12	13	13	13	14	15	13	15	15	16	17	17	16	14	16	17	17	17	17	19	17	20	21	17	20	20	22	22	22	22	23	0	1	1	1	1	1	3	6	5	2	1	2	7	7	2	4	7	9	4	8	19	7	2	22	15	9	14	30	27	1	33	36	13	9	4	22	1	4	24	12	44	27	25	7	17	31	42	24	52	42	53	44	2	43	46	27	58	44	19	40	38	56	59	41	52	65	21	57	54	57	38	60	59	41	2	58	71	71	77	67	73	66	1	1	1	2	1	1	1	1	1	1	3	1	1	1	3	2	1	1	2	1	1	1	4	1	1	2	1	1	1	4	1	1	1	1	3	1	3	3	1	2	1	2	1	4	2	1	1	1	1	1	1	1	5	2	1	3	1	1	4	4	4	1	2	3	2	1	4	1	2	1	5	1	2	3	4	4	1	1	1	2	1	2
12000	-490.543287735644071	-497.398775686603472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.442585354113652	1	3	2	3	4	3	5	4	4	5	5	7	6	6	8	8	8	10	6	8	9	7	9	9	10	8	9	10	7	11	9	9	11	11	8	9	10	11	8	9	12	11	10	10	8	9	13	12	14	11	15	13	13	12	13	14	14	15	16	15	15	18	17	14	13	17	16	17	18	16	19	18	20	18	20	21	19	22	21	21	23	23	0	3	1	1	2	1	3	1	3	4	2	3	2	5	14	10	4	35	9	1	35	11	19	15	20	13	4	15	7	8	10	29	26	11	2	15	1	16	1	20	40	2	35	3	6	10	38	13	20	8	42	46	46	19	42	25	42	17	56	1	25	70	36	41	34	42	25	52	67	18	1	60	55	58	2	71	58	80	68	58	73	43	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	3	1	1	5	1	2	2	1	1	1	4	1	1	2	1	1	2	4	3	1	5	1	4	1	1	5	1	3	2	2	1	3	3	3	2	2	2	5	2	2	1	3	1	4	3	2	5	1	1	3	3	2	1	3	8	1	3	1	7	1	2	1	2	3	2	7
12500	-409.689057267787177	-416.544545218746578	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532440053721155	0	3	2	3	5	3	4	5	8	5	7	7	6	6	7	8	8	7	7	7	8	6	8	7	10	9	10	10	9	10	9	10	11	11	10	10	9	9	7	11	10	11	11	12	12	11	13	12	14	12	14	15	11	12	13	14	13	14	17	16	15	16	17	16	14	16	15	17	17	16	20	19	19	21	20	22	20	22	21	22	23	23	0	1	1	1	4	1	4	1	13	4	2	8	2	7	2	12	12	22	22	1	22	2	1	5	19	24	15	18	10	19	13	2	19	28	22	15	5	12	2	38	3	5	20	13	53	21	28	46	44	21	38	51	29	1	1	33	34	39	70	17	38	13	23	44	54	55	22	51	67	50	63	60	62	70	14	59	69	74	56	44	80	75	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	1	3	1	2	3	1	1	1	3	2	2	1	1	2	3	1	2	2	2	1	2	1	4	3	2	3	1	2	2	1	1	1	2	1	1	3	7	1	1	4	1	3	4	3	3	3	1	1	3	1	1	2	1	2	2	2	8	2	1	1	2	4	1	1
13000	-475.524021525537364	-482.379509476496764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498316331703067	1	2	3	3	4	3	4	5	8	6	4	6	7	6	7	8	9	7	6	5	8	7	11	7	9	9	9	10	8	11	9	11	9	10	10	9	10	11	9	11	11	11	10	11	12	12	13	13	14	11	13	13	14	13	12	11	15	14	18	15	14	17	17	17	15	17	16	17	18	16	18	19	20	20	19	22	19	23	20	22	22	21	0	1	1	1	1	1	6	4	19	8	1	5	11	6	2	2	18	1	11	2	6	14	9	4	8	15	29	21	2	13	1	12	21	36	8	9	9	19	24	12	13	27	26	27	35	7	27	46	32	16	38	55	32	11	33	11	46	1	35	41	1	47	57	65	51	52	1	25	64	22	57	70	66	28	33	59	39	58	77	67	9	30	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	3	2	3	1	1	3	1	1	2	2	1	1	1	5	2	4	4	1	1	2	1	1	3	1	3	2	1	1	1	1	4	3	1	2	2	1	1	2	4	1	3	2	6	4	1	4	3	2	2	1	2	7	4	1	4	1	2	1	6	5	2	4	7	1	4	6	3
13500	-441.460157249109216	-448.315645200068616	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.391376827869134	0	2	2	4	4	3	3	4	7	6	5	7	6	6	7	7	7	9	8	5	8	8	10	8	9	9	10	8	7	10	7	10	10	10	10	9	9	11	10	11	11	11	11	11	11	11	13	13	14	12	15	14	13	13	11	14	13	15	17	15	15	18	17	17	14	15	16	16	15	15	17	19	20	20	20	20	20	23	22	23	22	22	0	1	1	1	2	1	3	2	6	2	1	7	1	11	1	10	20	13	16	2	8	6	10	15	16	29	10	5	1	14	1	8	16	13	13	15	13	28	7	14	21	26	9	34	9	26	14	26	27	2	49	50	21	10	14	43	44	50	60	10	38	15	23	41	50	45	24	22	39	57	2	64	8	48	45	10	58	71	72	67	52	75	1	1	1	2	1	1	1	1	1	2	3	2	2	1	4	1	1	1	1	1	2	2	3	1	1	1	2	1	2	2	3	2	1	2	2	1	1	1	3	2	1	1	2	1	2	1	3	3	3	5	1	1	4	4	3	2	1	2	1	2	2	6	3	3	1	2	4	4	2	1	6	1	7	3	6	4	2	3	1	3	4	1
14000	-443.393394877545404	-450.248882828504804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523388007820120	0	2	2	4	4	3	4	5	7	6	5	6	7	7	6	9	8	8	8	8	8	7	9	8	9	8	9	9	8	11	9	11	10	11	10	9	10	11	10	10	11	11	11	12	12	12	12	11	14	11	14	13	13	13	13	14	15	11	16	15	16	17	17	16	15	16	18	18	17	13	20	19	20	19	20	22	21	21	20	21	22	23	0	1	1	1	1	1	3	1	6	4	1	8	10	8	2	14	9	12	11	14	12	5	2	15	9	8	26	14	12	8	8	1	4	11	12	9	10	31	12	36	27	24	9	35	40	14	10	26	40	21	32	46	42	40	43	39	53	36	40	24	8	48	53	45	50	44	52	65	64	48	59	33	62	49	69	56	72	40	59	50	54	63	1	1	1	2	1	1	1	3	2	1	2	1	1	1	2	2	1	1	2	1	1	1	3	1	1	3	1	1	1	3	2	6	3	2	3	1	2	1	3	1	1	1	2	2	1	2	4	1	2	2	1	1	1	2	1	2	1	1	2	4	5	3	1	1	1	3	3	1	1	1	2	3	1	4	1	6	1	7	2	5	4	3
14500	-483.120058486027631	-489.975546436987031	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619074519114574	1	2	3	4	4	3	3	5	7	5	7	6	6	7	6	8	5	9	7	7	8	7	10	8	9	9	8	9	7	10	10	9	11	11	10	10	10	12	10	10	11	11	11	11	11	11	11	11	14	12	12	14	14	11	9	15	14	14	15	15	16	17	16	16	15	15	16	15	17	16	19	18	19	21	20	20	20	23	22	22	22	23	0	1	2	2	1	1	1	3	8	2	10	6	5	1	1	14	7	9	2	1	29	12	13	22	17	14	10	22	12	14	19	13	37	13	22	16	22	3	17	27	18	27	9	39	36	28	19	35	47	7	23	41	46	36	14	19	42	8	38	43	1	42	44	7	28	45	43	44	60	23	51	50	66	67	56	68	72	36	77	45	59	81	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	3	3	1	1	3	1	2	2	1	2	1	2	1	1	1	2	2	1	2	3	2	1	1	2	1	1	1	1	2	1	1	6	1	1	1	1	1	3	1	3	2	2	5	4	2	6	3	3	3	2	1	3	6	4	2	3	3	2	1	5	1	6	4	1
15000	-460.963622290994863	-467.819110241954263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441323051029975	1	3	3	3	3	3	5	5	7	5	6	7	6	5	6	7	8	9	6	6	8	6	10	9	10	9	10	11	10	9	10	11	10	11	8	8	10	11	11	9	11	12	9	11	11	11	12	12	13	12	14	13	12	12	12	14	14	12	17	15	16	18	17	15	15	17	15	18	18	17	20	17	19	20	21	20	19	22	21	21	20	24	0	1	1	1	1	1	6	2	6	5	10	20	3	5	1	1	8	2	6	2	22	5	2	8	20	8	2	18	7	16	21	8	17	24	5	3	36	7	12	17	26	2	20	36	10	35	15	37	27	2	20	9	12	24	26	52	41	17	17	53	1	45	53	50	29	52	58	55	8	15	2	38	70	58	17	51	69	70	18	50	65	76	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	3	1	1	1	2	2	2	2	2	4	1	1	1	1	3	1	1	3	2	2	2	2	1	1	5	2	2	4	2	3	1	2	6	4	4	2	2	1	1	1	1	5	2	7	4	2	1	1	2	1	3	5	5	8	4	1	6	8	2	1	3	6	5	2	2
15500	-476.050303243282258	-482.905791194241658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.461322095979488	1	2	3	2	4	3	4	5	7	6	6	6	7	7	8	8	8	9	8	5	9	7	10	8	9	9	9	8	9	11	8	11	11	10	10	7	11	10	11	10	11	12	10	12	11	11	11	13	14	11	13	13	11	12	12	14	13	13	18	15	14	16	17	15	14	15	18	16	17	17	17	19	20	22	21	21	20	22	21	23	22	24	0	1	1	1	1	1	3	4	2	5	1	7	7	7	2	7	2	13	12	2	36	20	1	11	15	2	5	22	9	29	13	14	16	28	7	4	19	16	2	24	26	53	18	43	3	13	9	55	55	9	18	30	26	35	43	30	20	22	49	15	28	21	64	53	55	44	9	44	65	24	58	69	47	38	41	56	69	1	63	67	45	52	1	1	1	1	2	1	1	2	2	1	2	1	2	1	4	2	3	1	1	2	1	1	4	1	1	3	2	1	1	1	1	3	2	1	4	2	1	2	5	1	1	1	1	2	4	2	2	1	1	1	2	1	1	1	1	2	3	5	3	4	3	3	1	3	1	2	7	3	3	2	1	1	4	5	4	4	2	8	2	2	5	6
