"","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi","time"
"b9b681868b",74,0.692307692307692,0.402746212121212,0.561739864864865,2.95929054054054,0.857142857142857,1,1,0.359412175423497,525
