step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
23000	-637.767330234065753	-636.097650339445863	-1.669679894619849	0.000103478282285	0.000022074908013	0.213328898836650	0.693337237771865	10	5	3	16	9	22	24	30	32	39	37	33	35	29	32	43	27	46	44	42	38	44	42	37	43	44	43	40	47	46	42	52	48	52	54	45	50	48	46	53	51	48	57	54	53	56	54	52	58	62	62	62	53	70	58	62	70	64	65	67	69	75	77	77	73	76	80	89	84	86	86	89	92	98	0	0	0	3	3	0	0	17	6	15	9	17	9	2	14	21	6	24	12	11	8	24	17	15	12	12	21	13	0	15	11	26	24	26	48	0	42	24	25	23	28	13	19	22	20	10	26	31	35	47	34	35	31	43	44	53	35	43	46	53	50	65	54	57	57	58	60	70	60	63	62	71	67	0	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	1	2	2	3	1	2	2	3	1	2	2	1	2	1	3	1	1	2	2	1	1	1	2	1	2	1	1	2	2	2	3	2	2	1	2	2	2	2	3	1	2	3	2	2	3	1	1	1	2	1	2	2	1	3	2	2	1	1	1
23500	-636.960665680977627	-635.255866450314898	-1.704799230662727	0.000105808812825	0.000021377976520	0.202043439952035	0.717134835375745	4	7	1	15	11	19	20	27	31	37	30	35	35	35	36	41	42	39	40	40	44	43	43	46	45	44	40	42	49	48	43	51	49	48	50	45	40	45	50	51	52	48	56	52	53	51	54	53	61	58	62	64	50	69	59	64	76	66	56	72	66	67	81	73	72	75	80	78	83	85	84	86	93	95	0	0	0	3	3	0	0	6	8	15	8	8	9	2	14	13	27	15	12	12	27	18	37	18	12	12	9	37	0	18	11	19	15	19	31	0	13	14	25	28	23	28	39	14	35	38	26	17	35	47	47	20	31	43	33	53	62	43	30	56	51	48	54	49	62	58	56	66	65	66	67	67	57	0	1	1	1	2	2	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	3	2	1	1	1	2	2	2	1	1	1	2	1	2	1	2	2	1	2	2	1	2	1	2	2	2	2	1	1	2	1	3	1	1	2	1	3	3	1	1	2	1
24000	-634.564587709180046	-632.733925057685497	-1.830662651494551	0.000095881338444	0.000016263281051	0.169618836310998	0.635229449599481	7	5	4	13	14	24	21	29	32	34	32	32	36	30	40	34	40	37	40	40	43	44	43	44	38	43	46	43	51	46	44	49	49	51	54	47	47	49	53	51	49	50	58	53	53	57	53	55	60	62	56	62	56	61	62	57	65	64	64	69	61	76	78	78	70	79	79	83	87	86	87	89	91	95	0	0	0	3	3	0	0	6	8	14	8	8	8	2	10	8	9	10	25	11	16	18	16	18	12	25	16	16	0	18	9	25	10	25	20	0	23	18	26	28	17	28	32	38	20	38	19	31	45	32	32	35	20	43	46	31	31	54	24	31	47	65	54	60	53	58	65	63	65	66	67	48	60	0	1	1	1	2	2	1	1	2	1	1	1	1	1	5	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	2	3	2	3	2	2	1	1	2	1	1	1	2	2	1	2	1	3	2	2	2	2	1	2	1	1	3	2	1	2	3	2	1	2	2	2	1	1	1	2	2	1	5	2	1
24500	-642.779851352064156	-641.097138630329027	-1.682712721735141	0.000126337336782	0.000026404155804	0.208997248764070	0.614119161442332	5	7	6	12	10	20	26	25	36	34	37	32	35	30	37	45	30	45	42	39	36	47	44	44	40	46	45	39	50	48	48	49	50	49	48	42	41	48	53	53	50	48	55	50	53	50	45	51	60	52	61	59	62	68	56	56	72	64	67	70	74	71	73	77	77	72	79	85	89	84	90	88	90	100	0	0	0	3	3	0	0	6	17	14	8	8	17	2	10	8	8	10	25	9	17	15	17	10	12	25	21	13	0	24	16	25	15	19	11	0	21	24	19	28	28	28	19	24	27	30	19	31	48	47	50	27	48	58	33	48	48	43	24	49	51	56	54	62	62	58	62	63	65	63	67	67	57	0	1	1	1	1	1	1	1	1	2	1	2	1	1	4	1	3	1	3	1	1	2	3	1	2	1	2	2	1	1	1	1	2	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	3	2	2	1	1	1	3	2	4	2	2	2	1	1	1	2	2	2	2	2	2	2	3	1
25000	-616.193461497550402	-614.588827392919711	-1.604634104630662	0.000079269610577	0.000018868553597	0.238030103335394	0.696153039855800	8	7	8	16	16	14	26	26	34	36	35	32	30	34	38	41	41	40	37	41	42	48	36	47	40	41	46	44	51	47	42	47	48	50	54	37	50	44	53	45	50	39	52	48	45	55	49	55	59	62	63	59	60	70	62	67	70	66	59	65	71	76	81	72	74	76	78	85	88	86	87	86	91	100	0	0	0	3	3	0	0	6	13	14	8	8	8	2	10	8	9	14	12	11	9	18	13	38	19	12	21	23	0	18	8	19	18	32	45	0	23	18	25	42	40	23	47	14	11	30	19	31	35	47	50	35	48	58	44	48	53	43	44	48	58	60	66	60	57	58	57	58	65	63	67	60	62	0	1	1	1	2	1	1	1	1	1	1	2	2	1	3	1	3	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	1	2	1	1	1	1	2	2	1	3	2	1	2	1	1	1	1	2	2	2	4	1	2	1	2	1	1	1	2	1	2	2	1	2	2	2	1
25500	-629.049766102614626	-626.998910824332256	-2.050855278282400	0.000100553838395	0.000013193853726	0.131211835733865	0.607937071164596	8	7	3	17	11	25	25	27	30	31	36	35	33	27	38	42	36	44	43	33	39	47	46	42	41	46	47	44	51	41	46	50	45	53	53	47	46	44	47	49	51	47	53	51	48	55	56	55	54	58	64	58	60	69	62	65	73	66	68	68	65	76	81	70	75	76	81	87	89	83	92	83	90	98	0	0	0	3	3	0	0	6	8	14	20	8	9	2	10	13	8	10	25	8	9	24	16	15	12	19	17	13	0	14	20	12	10	19	31	0	16	10	19	42	16	28	19	24	31	38	26	11	11	26	47	35	31	58	38	53	53	43	55	56	50	56	54	53	57	58	60	63	62	66	62	62	65	0	1	1	1	2	1	1	1	1	1	1	1	2	1	5	2	2	3	2	1	1	1	1	1	1	1	1	2	2	1	2	2	3	2	2	1	1	1	1	1	1	2	1	3	2	1	2	1	3	5	2	2	2	2	1	2	1	2	4	1	1	2	2	3	2	1	1	2	1	2	2	2	1	3	1
26000	-636.679788039488926	-635.098230134779328	-1.581557904709648	0.000158325999874	0.000039316070643	0.248323526612521	0.660217571687069	10	6	2	14	13	21	27	25	34	39	38	36	35	33	35	30	40	43	41	41	42	47	44	37	43	45	44	42	50	44	46	49	50	53	51	41	49	45	49	50	53	53	52	49	50	56	52	51	57	62	59	60	60	68	62	69	65	63	66	70	74	72	73	75	75	71	79	81	83	87	91	88	88	102	0	0	0	3	3	0	0	6	6	15	8	9	16	2	14	8	6	10	12	11	13	14	9	14	19	19	11	17	0	24	20	26	38	19	20	0	28	15	19	28	16	28	26	10	20	18	32	20	20	47	26	8	49	58	46	53	53	43	10	53	50	53	58	53	62	58	48	66	67	66	64	65	60	0	1	1	1	3	2	1	1	1	3	1	2	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	3	2	1	3	2	2	1	2	3	2	2	5	1	1	2	2	1	1	3	2	2	2	2	1	1	1	3	1	1	2	2	2	2	1
26500	-605.436330273714702	-603.803205002562436	-1.633125271152318	0.000091782492387	0.000020789963976	0.226513395261279	0.609904592918341	7	4	4	11	11	20	27	26	33	38	34	33	36	29	37	45	38	44	38	38	41	47	45	39	43	46	49	40	52	46	46	49	52	50	51	47	39	50	48	46	48	51	51	44	49	56	55	55	56	60	57	60	59	69	60	66	71	65	55	67	71	72	75	75	75	79	81	79	83	81	92	85	92	99	0	0	0	3	3	0	0	6	8	15	8	8	9	2	14	13	9	24	12	11	11	24	28	15	19	19	21	11	0	24	20	25	18	25	20	0	13	24	19	28	23	28	26	14	20	24	26	20	20	51	47	35	48	58	33	53	31	43	38	53	47	53	54	56	62	58	60	63	65	58	67	62	69	0	1	1	1	1	1	1	1	1	1	1	2	1	1	4	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	2	2	1	2	2	2	1	1	2	2	1	1	2	1	3	2	2	1	3	3	1	1	2	1	1	1	2	3	2	1	2	3	2	2	1	1	2	3	1	1	2	2	2	2	1
27000	-637.422055838521374	-635.785727432059389	-1.636328406461949	0.000102327524380	0.000023053502451	0.225291314245340	0.678965737080483	10	7	6	14	12	23	27	26	30	36	35	34	33	31	38	40	32	40	39	38	42	45	46	47	46	43	47	43	42	45	42	47	44	53	55	48	49	47	51	50	54	48	50	54	52	55	56	51	61	64	61	60	60	67	59	68	67	63	63	61	71	69	82	73	71	76	76	80	88	83	89	86	92	98	0	0	0	5	3	0	0	6	8	14	8	8	9	2	10	8	9	15	8	11	9	18	16	30	19	19	28	13	0	18	17	12	18	26	48	0	16	18	25	23	42	16	19	24	20	24	26	31	35	47	47	35	45	43	24	48	60	43	55	45	58	53	54	60	57	58	64	66	67	66	57	67	65	0	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	3	1	1	2	1	2	1	2	1	2	2	1	2	1	1	1	2	1	2	2	1	2	2	1	2	1	1	2	1	3	1	2	2	1	2	1	1	2	2	2	2	2	3	1	1	2	2	1	2	1	2	1	1	1	2	2	2	3	1
27500	-603.682131209332738	-601.792518262696149	-1.889612946636549	0.000099275702291	0.000015641507219	0.157556248488102	0.622277796868889	8	5	5	10	15	23	24	28	33	32	33	34	35	29	40	42	37	43	40	39	32	48	40	45	43	45	46	44	50	44	43	50	52	50	45	49	48	46	49	49	48	52	58	52	51	55	58	56	58	62	63	61	62	69	59	68	70	65	64	71	70	73	78	78	73	80	78	87	82	85	86	88	89	102	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	10	12	9	8	15	13	10	19	19	21	23	0	15	11	25	38	25	20	0	23	18	26	28	16	28	26	38	31	30	32	20	35	47	47	35	48	43	46	48	53	43	15	53	47	53	58	57	48	58	56	63	65	63	53	67	56	0	1	1	1	2	2	1	1	1	1	1	2	1	1	4	2	2	1	3	1	1	1	2	1	2	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	3	1	2	1	2	2	1	3	2	2	2	1	2	2	2	2	2	3	2	3	2	2	1
28000	-616.844243564224826	-615.257344359745957	-1.586899204478861	0.000089555823248	0.000022017785404	0.245855429667209	0.589633783466974	9	5	6	11	14	20	26	28	35	33	31	34	32	30	41	37	39	39	38	41	38	47	46	45	42	45	46	40	50	47	44	46	49	49	53	46	48	46	48	46	48	52	56	54	51	58	52	51	54	57	60	57	61	70	59	67	75	62	55	69	73	73	81	75	71	78	76	87	89	83	92	83	90	96	0	0	0	3	3	0	0	6	6	14	8	8	8	2	10	13	16	10	12	11	13	15	28	18	19	25	21	13	0	24	9	12	24	19	31	0	23	18	12	28	27	40	12	38	20	33	26	31	45	32	47	35	48	58	59	20	53	43	38	53	50	53	66	56	53	58	60	63	65	66	72	62	72	0	1	1	1	1	2	1	1	2	3	1	1	2	1	4	2	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	3	1	1	2	1	1	2	2	1	1	1	3	2	1	2	1	2	1	2	2	1	1	1	1	4	2	2	2	2	4	2	1	2	2	2	2	1	2	1	2	2	1	1
28500	-605.494395210709058	-603.891371485168634	-1.603023725540376	0.000091499958311	0.000021842724636	0.238718410801414	0.640969061087699	6	3	1	11	12	14	17	23	31	37	34	34	34	30	39	44	41	45	41	37	37	48	40	45	46	37	46	42	51	46	45	47	50	49	53	49	50	43	52	52	48	46	57	49	51	57	53	57	49	63	62	63	61	63	57	65	74	67	67	68	68	75	81	72	76	73	81	86	80	82	90	89	90	102	0	0	0	3	3	0	0	6	8	14	8	9	9	2	10	13	13	38	26	9	9	24	13	38	19	12	21	23	0	38	20	19	18	25	49	0	41	10	32	42	23	28	39	24	31	33	26	11	17	47	47	49	48	43	24	31	53	54	55	31	47	53	66	56	56	58	62	70	53	66	67	62	60	0	1	1	1	1	2	1	1	1	2	1	2	1	1	4	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	4	2	2	1	2	1	1	2	2	2	1	1	3	1	2	1	2	2	1	1	1	3	1	1	3	4	1
29000	-634.391952524227463	-632.811044191615565	-1.580908332611889	0.000103496049815	0.000025731954244	0.248627404528688	0.687602095027565	11	7	4	10	9	18	27	25	31	36	33	37	35	32	38	44	35	41	45	36	32	43	42	41	39	45	36	44	48	47	44	44	46	53	48	49	50	38	52	45	47	53	53	48	51	55	58	53	57	66	63	61	52	63	61	68	73	65	58	62	72	77	82	76	76	74	78	82	82	86	84	90	92	97	0	0	0	3	3	0	0	6	8	14	8	9	9	2	10	13	9	38	25	8	8	38	17	38	12	12	21	9	0	24	20	25	24	32	31	0	16	10	19	9	13	40	32	33	31	33	26	11	35	47	47	49	31	43	46	60	56	54	33	31	50	57	58	60	60	58	65	54	65	68	56	67	65	0	1	1	1	1	1	1	1	1	2	1	1	1	1	5	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	3	2	2	1	1	1	1	3	2	2	1	1	2	2	1	2	1	1	1	3	2	1	2	2	2	1	1	3	2	1	3	2	2	1
29500	-630.321129124103209	-628.675867573246364	-1.645261550856789	0.000094319438604	0.000020934595674	0.221954201416979	0.528503974173213	7	3	5	13	12	22	15	25	27	37	36	33	31	33	39	39	42	45	42	35	41	42	44	43	42	45	43	42	51	46	45	50	49	52	55	49	48	40	50	51	47	51	55	54	52	58	52	53	61	64	57	61	60	69	58	66	70	66	61	66	72	73	79	73	74	77	77	82	87	87	86	84	89	100	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	24	12	13	9	15	11	38	12	25	21	13	0	10	11	12	38	19	48	0	23	10	19	28	13	23	19	30	20	18	26	31	35	47	32	35	31	58	30	31	53	43	55	48	50	53	58	56	56	58	56	66	65	63	60	64	65	0	1	1	1	1	1	1	1	1	1	1	2	2	1	6	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	1	2	3	3	1	1	1	1	1	1	2	2	2	2	2	3	3	1	2	2	2	1	1	2	1	1	4	2	1	1	2	2	2	1	2	1	3	2	1	1	2	2	2	3	1
30000	-619.463887431595253	-617.785863816501660	-1.678023615093596	0.000076798046808	0.000016168697370	0.210535268043911	0.647285827249084	5	6	1	13	8	21	23	29	33	36	32	33	36	30	40	41	44	44	40	39	44	44	39	39	44	44	37	42	50	46	44	49	47	49	44	48	47	45	53	50	50	50	56	51	48	55	58	53	59	55	62	62	60	70	53	66	73	62	63	69	70	70	72	72	75	78	81	84	91	85	89	88	91	101	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	16	24	12	11	27	10	9	10	12	19	9	23	0	15	20	12	15	19	20	0	23	24	25	28	16	28	32	30	31	33	50	31	35	25	50	20	48	43	24	48	53	43	33	48	47	53	58	56	62	58	60	63	67	66	62	57	71	0	1	1	1	3	1	1	1	1	2	2	1	1	1	4	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	4	1	1	1	1	2	2	2	2	1	2	1	2	1	1	1	2	3	2	1	3	1	2	2	2	3	1	3	2	2	2	2	2	1	3	2	1	2	2	4	2	2	1
30500	-620.045369423170541	-618.098307163528375	-1.947062259642166	0.000082684110825	0.000012170619991	0.147194181202285	0.667107770459467	8	3	6	12	15	19	23	27	30	33	33	32	35	29	39	46	35	45	43	35	44	46	38	40	41	45	35	43	49	42	45	47	49	52	54	49	47	49	54	46	53	50	57	54	52	56	59	50	56	55	59	61	56	67	58	66	68	67	66	67	71	73	80	68	73	76	80	87	82	87	90	83	91	102	0	0	0	3	3	0	0	6	8	14	9	8	9	2	10	23	9	30	12	11	13	24	13	10	12	19	8	23	0	15	20	26	10	25	48	0	23	30	32	28	40	40	12	24	48	38	19	20	20	26	50	49	48	43	33	49	53	43	18	48	47	53	66	53	56	58	57	66	65	63	72	67	69	0	1	1	1	1	1	1	1	2	1	1	1	1	1	6	1	1	1	1	3	1	1	2	1	2	2	1	2	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	3	2	1	2	3	1	3	2	1	1	1	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	1	1	1
31000	-640.217475597767475	-638.541739425724813	-1.675736172042659	0.000097528544384	0.000020607177055	0.211293803118869	0.551008412566429	10	6	7	15	10	23	28	29	31	35	32	33	33	29	39	46	41	44	45	38	36	46	48	40	45	44	45	40	51	48	43	49	50	48	51	50	48	44	50	47	53	51	53	55	47	57	58	48	60	55	61	63	59	68	58	65	75	63	66	68	71	75	71	70	61	76	71	88	87	83	86	83	88	101	0	0	0	3	3	0	0	6	8	14	8	9	9	2	10	13	9	14	12	11	9	10	13	10	8	12	21	13	0	14	20	25	38	25	48	0	16	24	19	17	37	40	26	33	20	33	26	11	35	12	50	49	31	58	24	48	48	43	46	53	47	65	58	48	53	63	60	58	57	66	67	60	65	0	1	1	1	2	1	1	1	1	1	2	1	1	1	3	1	2	2	2	2	1	1	4	3	1	3	2	2	3	1	5	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	3	2	5	1	1	2	1	3	3	3	2	2	1	1	3	1	3	1	1	1	4	1	2	2	2	4	1
31500	-607.566688173777607	-605.998754424510480	-1.567933749267090	0.000098466153092	0.000025096539971	0.254874788773153	0.600878374234258	9	7	4	15	17	20	24	28	32	35	33	35	34	32	37	45	43	41	44	40	41	47	44	45	39	44	47	40	51	44	45	53	50	51	47	50	48	51	50	50	53	50	57	53	48	54	52	57	61	62	62	59	58	70	60	71	71	62	59	64	70	76	69	76	70	76	79	80	91	77	91	86	84	102	0	0	0	3	4	0	0	6	8	14	8	9	9	2	10	13	9	15	25	11	9	30	28	18	12	25	21	13	0	18	20	19	18	19	20	0	28	15	26	28	37	28	32	24	31	30	26	31	35	32	32	35	31	58	59	60	53	43	33	48	50	56	58	57	53	63	62	70	65	54	67	62	60	0	1	1	1	2	1	1	1	1	1	1	1	1	1	6	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	3	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	1	2	3	1	1	2	2	1	1	2	2	1	1	1	3	2	2	2	3	1
32000	-624.859329980105940	-623.106831470240081	-1.752498509865909	0.000108196094470	0.000020391519572	0.188468166729385	0.764918812742375	8	6	6	16	13	24	27	31	30	37	39	35	35	33	41	42	40	45	41	38	44	45	46	42	43	44	48	33	47	50	44	47	48	52	51	49	44	51	51	50	53	51	52	52	49	47	54	53	59	65	61	58	61	65	59	70	70	62	63	68	70	73	72	77	73	79	77	78	88	89	90	86	89	95	0	0	0	5	3	0	0	6	6	14	8	8	9	2	10	8	9	24	8	8	16	24	28	10	12	19	21	9	0	24	11	12	24	32	20	0	8	18	32	28	37	23	26	30	20	14	19	35	48	47	47	45	48	43	38	53	53	43	55	53	50	53	54	62	60	63	56	63	65	66	72	67	65	0	1	1	1	1	2	1	1	1	1	2	1	1	1	4	1	3	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	3	1	1	2	1	1	2	1	2	2	1	1	2	2	1	2	1	3	2	2	2	2	1	2	1	2	2	1	1	1	2	1	2	3	1	2	2	1
32500	-640.653890647638491	-639.190148128246619	-1.463742519391881	0.000081201319505	0.000026241389975	0.323164575836698	0.515115088514979	7	5	7	12	11	16	25	27	30	35	32	35	35	33	37	39	44	40	40	36	45	42	43	44	43	43	49	41	50	43	44	51	53	48	51	50	47	47	52	50	53	52	58	55	48	53	54	54	62	63	55	60	61	67	61	69	74	65	63	67	70	73	65	76	76	75	79	88	91	81	88	88	87	100	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	9	9	10	12	11	12	14	16	18	19	19	21	16	0	18	20	25	10	25	20	0	23	30	25	28	40	28	12	38	16	24	26	31	31	25	26	45	48	58	46	53	48	43	33	53	39	56	43	53	56	58	53	66	65	66	64	67	57	0	1	1	1	1	1	1	1	2	1	1	1	2	1	5	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	3	1	3	1	1	1	2	2	1	2	4	2	2	2	1	2	2	3	1	2	3	1	1	2	3	2	2	2	2	1	1	3	2	3	2	2	2	2	1	2	3	1
33000	-600.770144078590079	-599.312939470984475	-1.457204607605657	0.000086428658512	0.000028446783134	0.329136002151915	0.642154613719817	10	8	4	16	17	23	26	29	33	34	32	36	36	30	39	42	41	37	40	36	45	42	40	41	42	46	42	44	47	49	41	46	51	53	52	49	43	48	52	50	47	50	53	55	47	54	53	54	62	64	64	60	56	68	62	67	72	63	66	65	66	77	74	74	73	76	76	83	88	83	86	91	91	100	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	10	12	11	17	14	13	18	19	19	9	23	0	24	20	25	24	19	45	0	23	24	25	28	23	28	26	38	20	30	26	31	35	47	47	45	48	58	46	53	31	43	38	53	50	53	54	53	60	63	65	66	62	66	62	56	69	0	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	3	4	2	3	2	1	2	1	3	2	1	1	2	1	1	2	3	1	1
33500	-605.867667571008610	-604.298166121366194	-1.569501449642371	0.000073907831038	0.000018780081234	0.254101371538294	0.689750813659546	7	8	8	13	13	19	14	28	35	37	34	34	33	29	39	41	42	38	39	41	45	42	39	41	42	43	44	44	44	33	42	45	49	50	45	50	46	41	52	48	51	50	58	49	47	53	55	53	58	58	65	61	58	65	56	67	76	61	62	68	71	75	79	70	76	79	80	80	90	72	92	88	93	98	0	0	0	3	3	0	0	6	13	30	8	8	8	2	10	8	9	30	12	11	16	18	13	30	19	19	17	23	0	14	11	19	24	25	20	0	23	30	19	16	37	23	39	24	35	33	26	31	35	26	47	49	48	43	24	48	53	43	33	53	47	60	58	56	56	70	65	54	65	58	67	67	69	0	1	1	1	1	1	1	1	2	1	1	1	2	2	3	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	2	3	1	1	2	3	3	2	1	1	2	2	1	3	1	2	1	1	2	2	2	2	1	1	1
34000	-624.365689988515101	-622.877676566393689	-1.488013422121420	0.000110238622764	0.000033438821853	0.303331273692488	0.680544720834674	4	8	3	11	11	18	24	29	31	34	35	32	34	31	37	42	43	45	42	38	39	47	38	41	38	45	46	45	49	38	41	46	43	51	47	47	47	50	50	52	54	53	51	52	51	46	51	51	60	62	63	62	55	66	61	67	76	62	61	69	74	69	75	71	74	74	74	85	81	84	88	85	88	97	0	0	0	3	3	0	0	6	8	14	8	8	9	2	10	13	9	24	25	11	9	10	13	30	12	19	21	23	0	10	20	8	30	32	20	0	23	30	19	37	16	37	32	24	35	24	19	9	48	26	47	45	31	43	22	31	65	43	46	35	51	35	58	62	62	58	62	66	65	54	65	57	69	0	1	1	1	1	2	1	1	2	1	1	1	1	1	4	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2	2	2	1	2	2	1	2	1	1	1	3	1	3	2	3	3	2	2	2	1	1	2	3	2	2	2	1	1	1	1	2	1	2	3	2	2	1
34500	-607.255965692393374	-605.600382107444716	-1.655583584948608	0.000095208179222	0.000020776595143	0.218222796742107	0.538448646624864	9	5	3	14	11	23	24	27	33	38	35	33	36	23	36	47	39	39	38	39	43	44	45	42	43	45	49	43	49	45	44	51	48	49	51	48	51	48	52	46	52	51	56	51	46	54	58	52	59	54	63	62	55	65	57	66	72	65	66	68	70	70	80	74	72	76	78	86	88	84	82	86	84	100	0	0	0	3	3	0	0	6	8	14	8	8	9	2	14	13	9	14	12	11	17	18	28	10	19	25	21	13	0	15	20	25	24	25	45	0	23	24	34	28	23	40	32	18	20	24	32	31	35	26	47	49	31	43	33	53	53	43	38	53	47	53	66	56	56	58	57	70	57	63	62	62	65	0	1	1	1	3	1	1	1	1	1	3	2	1	1	4	2	2	2	3	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	3	1	2	2	2	2	2	1	1	1	2	2	2	2	2	3	2	2	2	1	2	2	2	2	1	2	1	2	3	1	1
