step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
21500	-719.921115428410531	-718.304956351618443	-1.616159076792127	0.000158819490095	0.000037040709098	0.233225211062781	0.548154097266143	0	2	3	4	5	4	5	9	7	6	9	9	8	8	9	9	9	11	9	10	12	14	10	11	10	11	10	15	10	14	12	13	12	13	13	11	12	12	13	12	10	13	13	13	14	14	15	14	13	14	14	13	14	16	17	15	15	16	16	16	13	15	15	18	16	16	17	16	16	17	16	16	17	18	18	17	16	18	18	18	16	19	18	19	19	20	18	18	18	20	19	18	18	20	20	20	20	19	18	20	21	21	22	20	22	22	25	23	22	27	33	32	35	34	0	1	1	2	3	3	3	5	5	0	10	9	7	10	9	10	10	14	10	13	20	36	9	29	14	25	10	13	14	26	9	15	29	26	21	20	8	13	24	14	14	18	7	36	9	29	8	36	37	18	25	13	25	63	35	48	19	34	53	24	18	49	46	43	44	61	53	48	12	26	53	46	26	48	58	30	46	58	59	63	52	49	46	54	56	66	49	22	77	79	36	71	63	64	74	67	68	71	46	91	18	56	78	89	50	96	49	85	82	80	0	0	0	28	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	4	1	1	2	3	1	1	1	1	1	2	1	3	1	1	3	1	2	2	3	2	1	2	2	2	2	1	2	1	3	1	1	4	1	1	1	2	2	1	2	1	3	3	1	1	2	2	1	1	1	1	1	1	2	3	2	2	2	1	2	2	1	1	4	1	2	1	1	1	2	2	2	1	6	2	2	1	3	1	4	2	1	4	1	1	1	9
22000	-696.362123647287717	-694.901068006457535	-1.461055640830222	0.000107498961032	0.000034999706589	0.325581812632199	0.618230613750594	0	3	2	4	5	5	5	8	7	6	9	8	9	9	10	8	9	10	11	10	10	14	10	10	12	12	10	15	11	13	14	13	13	11	14	14	13	12	14	12	12	14	13	12	15	15	15	11	13	14	12	13	14	15	18	15	15	14	14	16	13	15	16	18	16	16	17	16	16	16	16	16	17	17	17	17	17	19	17	18	17	19	18	18	19	18	18	18	18	20	19	17	19	21	20	20	21	19	21	20	21	22	23	18	23	22	23	23	21	27	33	33	33	35	0	1	1	2	3	2	2	2	7	0	10	7	9	16	1	10	16	14	11	12	12	8	13	14	29	10	17	52	14	34	23	9	18	14	21	48	8	23	24	24	18	25	7	12	32	33	36	20	21	40	18	13	26	25	35	49	40	41	26	46	29	49	57	52	44	14	39	36	22	50	51	57	53	56	66	60	26	75	42	63	52	12	63	53	56	92	56	56	57	79	69	53	80	64	88	61	85	53	26	74	79	87	78	66	93	98	91	95	100	101	0	0	0	15	1	2	1	1	2	1	1	2	1	1	2	2	1	1	5	1	1	1	1	2	1	3	1	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	4	1	1	1	1	1	3	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	4	2	1	1	1	2	1	2	2	1	1	3	1	1	1	2	6	2	2	2	1	2	1	2	2	2	2	1	1	1	3	1	2	4	2	3	2	2	1	2	2	3	2	1	3	1	1	1	5
22500	-729.329112725786558	-727.595831070971940	-1.733281654814664	0.000103804374640	0.000020108927460	0.193719460572944	0.493887448361502	0	1	2	4	4	5	5	8	7	7	9	9	9	9	10	9	9	10	11	11	12	10	11	11	11	11	11	13	11	14	14	14	12	12	13	13	12	13	14	12	13	15	14	13	14	14	15	14	13	13	13	12	14	15	18	14	15	15	15	15	13	15	16	18	16	15	17	16	16	16	15	17	17	17	17	17	17	19	19	18	17	18	18	15	18	19	18	15	17	19	19	19	20	21	18	19	19	20	22	21	21	22	22	19	21	22	25	23	23	27	34	33	34	34	0	1	1	2	3	3	3	2	7	0	10	2	5	10	3	10	10	14	16	22	15	8	7	14	14	14	17	13	18	25	8	9	18	25	12	22	22	12	24	14	24	29	52	12	13	33	48	22	37	40	29	9	40	50	35	36	40	41	34	46	26	49	25	81	44	26	60	44	49	54	51	46	84	56	58	60	60	75	51	54	45	62	54	53	56	60	56	36	66	42	22	84	79	64	74	34	85	84	54	37	42	95	78	77	63	101	109	74	100	42	0	0	0	31	1	1	1	2	1	1	1	4	1	1	2	5	3	1	5	2	1	1	1	1	2	1	4	1	1	2	1	2	1	3	3	3	1	1	1	2	1	2	2	2	1	1	1	2	3	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	3	2	2	2	1	1	2	2	2	1	2	1	4	2	1	2	1	3	1	3	3	4	3	2	2	1	2	1	2	2	1	5	1	1	1	5
23000	-716.021444413006520	-714.392559043123470	-1.628885369883032	0.000109726581715	0.000025034388422	0.228152449755068	0.581390067915839	0	3	2	4	3	4	5	9	4	6	9	9	9	9	9	8	10	11	11	11	11	12	10	12	11	12	10	15	13	13	13	14	12	10	12	13	13	13	13	13	12	14	13	14	11	15	15	14	14	12	13	13	14	14	19	15	14	15	16	16	14	16	15	17	17	16	18	16	15	15	16	15	18	17	16	17	16	19	18	18	17	18	19	19	19	19	18	18	19	18	19	19	19	21	20	20	20	19	21	20	22	21	23	22	22	22	22	22	22	27	34	34	35	36	0	1	1	2	3	3	9	3	5	0	10	2	5	16	7	10	16	14	10	8	12	12	7	34	14	34	10	45	10	34	15	43	10	14	21	20	20	23	24	18	14	40	13	36	7	61	22	36	36	16	26	45	11	25	12	36	40	41	42	46	18	22	33	28	44	46	60	20	49	29	51	33	53	56	58	29	72	58	54	63	43	69	18	29	37	40	48	22	77	33	69	53	79	52	87	66	68	53	92	69	79	87	78	89	59	96	82	97	82	80	0	0	0	31	1	1	1	1	1	1	1	3	1	1	2	3	4	1	2	1	1	1	3	1	1	2	2	1	1	1	2	3	4	1	3	1	5	1	1	1	1	2	1	1	1	1	2	1	3	1	2	1	1	2	1	1	1	2	3	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	1	1	2	1	2	2	2	2	2	4	3	3	4	2	3	1	4	2	2	1	3	1	2	2	3	1	3	2	1	2	3	3	1	2	1	2	5	1	1	1	7
23500	-708.284294501032491	-706.698673611323215	-1.585620889709300	0.000113514771833	0.000027974716382	0.246441198183603	0.490127320425080	0	3	3	4	5	4	5	8	6	7	8	8	8	9	8	9	9	11	11	10	11	13	9	11	12	12	11	14	11	12	14	13	13	12	14	12	13	13	14	13	12	13	14	13	14	14	15	14	13	14	14	11	14	15	19	15	15	15	15	16	15	16	15	18	15	16	17	15	17	16	17	15	17	18	17	16	17	18	18	18	16	17	19	17	18	19	19	19	18	20	18	20	19	21	19	20	20	19	21	21	21	21	23	20	23	22	22	22	23	28	34	31	35	33	0	1	1	2	3	3	3	3	3	0	10	2	9	11	7	10	10	14	16	8	20	36	15	14	14	14	11	32	14	18	7	7	11	14	20	20	36	15	19	29	14	29	9	36	5	29	48	36	36	34	26	15	34	25	35	36	40	14	42	18	29	48	42	45	44	53	39	22	49	34	51	46	53	56	41	39	72	26	66	63	32	37	71	53	56	61	56	56	77	57	49	66	63	32	36	33	91	53	86	69	86	87	58	77	90	99	100	102	69	93	0	0	0	45	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	4	3	3	1	3	1	1	3	2	1	2	1	4	1	5	2	1	1	1	1	1	2	1	2	2	1	2	3	1	3	2	1	1	2	1	1	2	1	2	2	2	1	2	2	2	1	1	3	2	2	3	3	1	2	2	2	2	2	1	3	2	2	2	4	3	3	1	2	1	2	1	1	4	1	2	1	1	1	2	3	1	1	1	9
24000	-747.354705761612536	-745.820105304624121	-1.534600456988396	0.000152105446383	0.000041478321472	0.272694518563605	0.594795557623469	0	2	2	4	5	4	4	9	6	5	8	9	6	8	10	9	8	10	7	11	11	13	9	10	11	11	9	13	13	13	12	14	12	13	12	10	12	13	13	13	13	14	12	14	14	14	16	14	13	13	13	11	14	16	17	15	16	15	16	15	15	14	16	16	16	16	15	16	16	17	16	17	17	17	17	17	15	17	17	18	18	18	18	19	20	17	18	18	19	20	19	18	19	22	21	19	21	20	22	21	20	21	22	22	22	21	24	22	23	27	33	34	34	34	0	1	1	2	3	3	3	4	7	0	10	13	7	10	7	19	10	16	10	8	12	12	7	11	18	18	17	52	18	26	15	9	25	25	21	9	12	52	14	25	11	29	15	22	7	33	37	22	20	25	18	9	33	26	21	22	50	34	42	34	33	37	42	52	44	60	46	22	49	40	51	29	53	69	58	60	46	41	33	63	32	68	59	39	87	46	44	48	34	80	37	30	63	81	85	57	91	53	33	69	26	32	75	72	93	89	109	65	100	29	0	0	0	91	1	1	1	1	1	1	1	3	1	1	2	1	2	2	2	1	2	1	1	2	1	1	3	1	1	1	1	1	2	1	1	4	1	2	1	2	2	1	2	1	2	1	1	1	6	1	2	1	1	1	1	3	1	2	3	2	2	1	2	1	2	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	4	4	1	2	1	1	3	2	2	2	1	3	1	4	2	1	2	1	2	1	2	4	3	3	4	2	3	2	1	1	3	1	7	1	1	1	7
24500	-710.882190102932327	-709.103979784573198	-1.778210318359082	0.000126708998919	0.000023042273586	0.181851910932698	0.561919352805451	-1	2	3	4	4	5	5	9	7	6	8	10	9	9	10	10	11	11	10	10	12	11	11	10	12	11	10	13	13	13	13	15	13	12	13	13	11	13	13	14	13	13	14	14	12	15	15	14	13	14	14	13	14	15	16	14	16	16	16	15	14	16	16	18	17	14	18	16	16	15	16	16	17	18	18	16	16	18	18	17	16	18	19	18	18	17	19	17	18	20	18	18	19	21	20	20	20	17	20	19	21	21	23	22	22	21	24	22	22	27	34	34	34	35	0	1	1	2	2	3	5	9	7	0	10	8	9	10	7	10	14	24	10	1	12	8	20	14	18	24	10	9	26	18	23	5	16	18	21	22	2	23	24	33	14	18	15	37	9	34	36	22	37	29	25	13	18	24	37	8	40	41	42	29	33	49	54	3	44	29	46	48	49	39	51	66	53	44	58	25	33	58	60	18	43	49	98	53	62	66	88	32	77	79	69	53	63	52	85	26	85	39	54	69	63	85	75	96	80	73	62	74	100	40	0	0	0	32	1	3	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	5	1	1	1	1	1	1	2	3	1	1	1	7	2	1	1	1	4	1	2	1	2	1	2	1	2	1	1	2	1	1	1	2	1	2	2	3	1	1	2	2	1	2	1	7	2	1	2	1	2	2	1	1	2	3	2	3	1	1	1	3	1	2	1	2	1	2	1	1	1	2	1	2	1	2	1	5	1	3	3	1	3	2	2	1	3	2	4	2	2	5	1	1	1	6
25000	-736.082216831603660	-734.426723289460256	-1.655493542143363	0.000142983145209	0.000031206756570	0.218254791670611	0.565057940104177	0	2	3	5	5	5	5	9	7	7	8	9	8	8	11	9	10	10	10	9	11	14	11	11	12	11	11	15	12	14	13	15	14	13	13	13	11	13	13	14	12	14	12	14	14	14	16	15	13	13	14	13	15	14	18	14	15	17	16	15	15	15	15	18	17	17	17	16	17	16	16	15	17	18	17	17	17	17	19	17	18	18	18	17	20	20	18	18	18	21	20	19	19	21	19	19	20	20	22	18	21	22	21	22	23	23	23	22	22	27	33	33	34	35	0	1	1	2	3	3	3	3	7	0	10	2	6	10	3	10	11	14	11	4	12	36	12	14	18	14	16	45	14	24	5	23	39	26	21	21	12	9	24	50	14	25	9	36	52	25	37	36	37	18	39	9	25	29	36	49	40	41	42	25	46	37	51	32	44	54	61	20	49	30	51	26	53	20	41	54	46	34	76	63	28	62	84	18	22	25	56	22	77	93	87	33	80	81	62	50	82	53	76	44	92	95	58	89	93	92	68	88	69	92	0	0	0	32	1	1	1	2	2	2	1	3	1	1	1	2	1	1	5	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	3	2	1	1	1	1	1	3	1	1	2	1	2	1	1	2	3	1	2	1	1	2	1	2	2	1	1	2	1	2	1	2	1	2	1	2	1	3	2	1	1	2	1	4	3	2	2	2	1	1	1	3	1	3	3	3	2	2	1	1	2	2	1	2	2	3	1	2	3	2	1	2	2	2	2	1	3	2	2	4	1	1	1	9
25500	-696.165204249645399	-694.512896062576601	-1.652308187068816	0.000071640485760	0.000015717410118	0.219392846813229	0.583829221477879	0	3	1	5	4	4	6	9	7	5	10	8	8	8	9	8	9	11	10	10	11	12	10	11	12	11	11	13	13	14	13	14	13	12	13	13	12	12	14	13	13	14	13	12	14	12	15	14	13	13	13	11	14	16	18	15	15	17	16	16	15	15	14	18	15	15	16	17	17	16	17	16	18	18	15	17	17	19	17	17	17	19	17	19	20	19	17	18	19	19	19	19	19	21	21	21	20	20	22	20	21	21	23	21	22	21	25	22	23	27	33	34	35	36	0	3	1	2	3	3	6	2	7	0	10	2	9	10	5	10	10	10	16	12	8	20	15	14	14	14	17	52	24	14	23	9	34	14	21	44	20	7	24	25	26	51	7	12	9	14	22	36	44	18	18	5	26	34	35	22	40	75	25	26	25	49	25	81	44	29	61	48	49	57	51	46	53	36	41	34	72	58	63	63	52	62	63	71	87	46	56	56	77	42	49	33	63	64	74	30	88	34	106	69	79	48	78	72	90	84	100	88	100	105	0	0	0	52	1	1	1	2	1	2	1	4	1	1	3	2	1	1	3	2	2	3	1	1	1	2	1	1	2	2	1	1	1	3	2	2	1	2	1	1	1	3	3	1	1	1	3	2	4	2	2	1	1	1	1	4	2	2	2	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	4	1	2	1	1	2	1	3	2	2	1	1	3	1	2	1	2	3	2	2	3	1	4	1	4	1	2	2	3	1	4	1	1	2	2	2	2	1	1	1	12
26000	-729.382062678714078	-727.795997615718534	-1.586065062995571	0.000124093238795	0.000030556386051	0.246237315972202	0.522647362422177	1	3	3	4	4	5	6	8	6	7	9	9	8	8	9	10	10	9	11	10	9	13	10	11	12	12	10	12	11	12	12	15	10	12	14	12	12	13	13	14	13	14	13	14	12	15	15	14	14	14	13	13	15	16	18	15	15	16	13	16	13	16	16	17	17	15	18	16	17	16	16	16	17	17	15	18	16	18	18	19	17	18	18	17	18	20	18	19	18	21	19	19	17	21	19	19	20	18	21	20	20	22	22	18	22	22	24	21	23	27	33	33	33	36	0	1	1	2	3	3	5	2	5	0	10	7	7	10	7	14	11	14	16	21	8	36	1	18	14	14	11	15	11	18	23	13	14	33	21	12	12	5	24	14	25	59	9	37	13	14	36	22	37	18	29	7	50	30	35	36	39	75	29	66	14	49	42	52	47	26	66	22	49	57	51	61	53	48	41	66	50	58	66	63	7	49	26	53	56	76	56	68	77	61	69	53	59	52	74	66	87	53	54	69	54	95	58	72	80	99	109	95	100	105	0	0	0	12	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	4	1	2	2	1	2	1	2	1	3	1	1	2	1	1	3	2	3	1	1	2	2	1	3	1	1	1	3	1	3	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	2	1	2	1	2	2	1	8	2	2	2	2	1	2	1	2	5	1	2	3	4	1	2	1	2	2	2	2	2	3	1	2	1	1	1	1	3	1	1	1	17
26500	-746.114677942935828	-744.538892903074270	-1.575785039861567	0.000150943615136	0.000037894888116	0.251053269673183	0.578780542018739	0	1	2	4	4	3	5	7	7	7	9	9	8	9	11	10	9	8	11	10	11	11	9	11	12	11	11	14	12	14	13	14	14	12	14	13	13	13	13	13	13	13	13	13	12	14	14	15	13	14	14	13	13	14	17	14	16	17	15	15	15	15	15	18	16	16	16	15	16	16	16	17	17	17	17	17	17	17	18	17	17	19	19	18	19	19	18	18	19	20	19	19	18	21	20	20	20	18	22	20	22	21	21	21	22	21	24	23	23	27	32	33	35	36	0	1	1	2	3	3	3	2	7	0	10	4	7	18	9	10	10	10	11	4	12	8	7	14	14	18	17	20	18	26	9	52	26	24	12	22	8	9	24	34	18	34	15	20	9	26	22	56	12	29	41	45	26	11	68	44	40	41	42	29	41	56	53	15	44	24	24	22	62	30	51	26	33	48	46	29	60	29	67	26	52	69	54	66	87	60	74	44	77	42	69	76	63	81	87	57	82	58	92	68	71	68	75	77	79	93	88	97	88	79	0	0	0	31	1	1	1	2	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	3	1	2	2	2	2	1	2	2	2	2	3	1	1	1	2	1	3	3	1	1	2	1	2	1	2	2	2	1	2	1	1	1	2	3	1	1	2	2	1	1	1	1	1	3	1	2	2	2	1	1	1	2	2	1	2	2	1	3	1	4	3	2	3	1	1	4	1	4	1	3	2	1	2	3	1	2	1	1	3	3	2	4	1	2	2	2	2	1	2	4	1	1	1	9
27000	-690.047709063172647	-688.545903089466151	-1.501805973706456	0.000120151157395	0.000035251784688	0.293395298488051	0.548694816311933	0	2	2	4	4	4	6	9	7	7	9	8	6	8	10	8	10	10	10	10	12	13	10	11	13	11	10	15	12	13	13	10	12	13	13	13	11	14	13	14	13	14	12	12	14	14	16	15	13	13	13	14	15	15	18	16	15	17	15	15	15	16	16	16	16	17	16	17	16	16	17	15	16	14	16	16	17	18	17	18	18	18	18	18	19	18	18	19	19	20	19	20	20	21	20	19	20	19	20	20	22	20	21	21	23	22	24	22	23	26	34	33	34	34	0	1	1	2	3	3	3	2	3	0	16	7	3	10	3	10	10	14	10	12	20	20	7	14	24	14	11	13	14	33	23	13	18	18	20	20	8	23	24	50	18	29	32	20	32	34	22	36	37	18	26	43	25	34	65	74	40	41	42	46	29	49	29	43	44	25	60	48	49	40	34	29	34	22	25	46	72	75	33	63	52	48	39	34	68	46	74	65	77	51	48	98	79	81	56	71	65	53	73	62	51	56	78	77	63	86	85	85	87	101	0	0	0	28	1	1	1	1	1	1	2	2	2	1	1	2	2	1	4	1	1	2	2	1	1	1	2	1	1	2	1	4	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2	2	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	2	2	3	2	1	2	2	1	1	4	3	1	2	1	1	1	2	1	3	2	4	2	2	2	3	2	3	2	3	2	1	1	1	8
27500	-666.188178620576878	-664.450448734202837	-1.737729886374015	0.000081727179996	0.000015730776627	0.192479131521533	0.659433943668517	0	3	2	4	4	4	6	9	6	6	8	8	7	9	11	9	10	10	11	10	12	13	11	12	13	11	11	14	12	13	13	12	13	12	14	12	13	13	14	14	12	14	14	14	12	14	14	15	13	13	13	12	14	15	17	15	16	16	15	15	14	15	16	16	17	16	18	17	16	17	16	17	17	18	18	17	16	18	18	19	17	18	18	18	19	20	18	18	19	19	19	19	19	21	21	20	20	18	22	20	21	20	21	21	21	22	23	21	24	25	33	34	35	36	0	1	1	2	3	3	5	12	3	0	10	2	7	10	13	10	11	14	10	12	12	21	13	26	18	18	17	45	18	26	23	7	26	14	21	20	12	23	24	34	18	51	52	36	7	29	36	36	36	26	34	15	18	26	12	22	40	41	42	14	34	37	59	52	44	46	46	48	56	50	51	60	53	22	58	29	60	58	63	63	43	62	26	53	74	18	48	65	77	79	69	73	71	64	56	66	74	53	67	69	71	87	78	89	93	84	100	65	69	105	0	0	0	15	1	1	1	1	1	2	1	1	2	1	1	2	1	1	3	1	1	1	2	1	2	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	3	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	2	4	2	1	2	1	3	2	2	1	2	2	2	2	1	1	2	2	1	2	2	1	2	1	2	1	2	2	1	3	2	1	5	2	1	2	1	2	1	1	2	2	3	1	2	2	2	2	1	2	1	1	2	2	1	4	2	1	1	1	7
28000	-790.909725111803709	-789.404911919101551	-1.504813192702168	0.000131650400156	0.000038354564282	0.291336480832814	0.559699029825078	0	2	3	5	4	4	5	7	7	6	10	9	9	8	9	8	9	10	10	11	12	13	8	10	11	12	11	14	12	13	14	14	14	12	13	12	12	14	13	13	13	15	13	14	14	14	16	15	14	13	13	13	15	15	18	16	15	17	15	16	14	15	16	16	17	15	16	17	17	14	16	15	17	17	18	16	16	18	18	17	17	18	19	19	19	20	19	18	19	20	18	19	17	22	20	21	20	18	22	20	22	22	22	21	20	21	23	22	23	27	33	33	32	35	0	1	1	2	3	3	2	7	2	0	10	8	3	10	23	10	10	14	16	12	12	36	5	14	14	14	17	7	14	25	15	23	24	11	21	12	20	9	14	25	34	14	9	37	13	11	22	36	12	34	29	3	34	34	12	36	40	41	61	66	14	37	29	32	37	30	33	22	48	40	26	46	61	22	41	46	72	30	71	59	43	69	66	33	56	42	56	20	77	79	36	46	24	81	48	60	85	17	59	91	79	55	78	72	80	71	62	65	102	86	0	0	0	94	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	3	2	1	3	3	2	1	1	1	1	4	3	1	1	4	3	1	2	2	2	2	2	1	1	4	2	2	5	2	1	2	1	1	3	2	4	1	4	1	1	1	1	1	3	1	1	2	1	1	1	3	1	1	2	1	2	3	1	3	2	5	2	1	4	3	2	3	2	3	1	5	4	1	2	2	2	5	2	2	4	4	1	3	1	1	1	6
28500	-741.085438446060948	-739.316717985592504	-1.768720460468461	0.000101880035136	0.000018770593860	0.184242121968471	0.537930705668586	0	3	2	5	1	3	6	7	6	5	8	8	9	9	8	10	10	10	9	10	11	14	11	11	13	12	11	15	12	13	13	15	14	12	13	12	12	14	14	13	12	14	12	14	14	13	15	15	14	13	12	11	14	14	18	16	15	16	16	16	14	16	16	16	16	17	17	16	17	17	17	15	17	17	15	18	15	19	17	19	17	18	18	18	19	18	18	19	19	21	20	19	18	20	20	19	20	19	21	20	21	21	19	21	20	22	24	22	22	28	31	34	34	37	0	1	5	2	1	5	5	2	3	0	10	8	7	10	7	10	11	11	11	12	8	36	7	14	18	14	17	52	16	18	23	5	18	18	21	12	21	31	26	29	16	25	52	36	52	18	37	22	36	34	16	9	34	29	35	36	40	75	51	29	14	49	14	13	44	46	33	21	49	50	51	61	53	21	41	60	33	41	26	71	45	22	79	34	37	46	32	56	29	60	62	53	39	52	87	59	68	34	98	85	79	95	75	77	79	60	91	95	100	93	0	0	0	32	1	3	1	1	1	1	2	2	2	1	1	1	2	2	1	3	1	1	1	1	3	1	3	2	2	1	1	2	2	1	1	8	2	2	1	3	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	3	1	1	3	2	1	1	2	2	2	1	3	4	1	2	2	2	2	2	2	1	2	3	2	1	1	3	2	1	1	2	1	3	3	1	1	2	3	3	2	2	2	2	2	2	2	3	1	1	2	1	2	5	3	2	2	1	1	3	1	1	1	10
