step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-7723.183108169493607	-7721.721026084975165	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.113927360258386	-1	4	5	8	6	8	7	6	6	9	8	9	8	9	11	10	10	13	12	11	12	12	13	13	14	13	13	14	14	13	15	14	14	14	15	15	15	17	17	15	15	16	16	16	18	18	16	18	17	18	19	18	20	18	19	19	20	20	20	20	21	20	22	21	23	23	24	24	24	25	23	24	25	26	25	25	26	24	26	26	28	27	27	28	27	28	26	26	26	26	28	27	28	28	27	29	29	28	30	30	30	30	32	31	31	31	32	33	33	32	34	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	4	5	4	4	4	5	5	5	5	5	6	6	6	7	7	6	7	7	7	7	8	7	7	8	8	7	8	8	8	8	8	8	8	9	9	8	8	9	9	9	10	10	9	10	9	10	10	10	11	10	10	10	11	11	11	11	11	11	12	11	12	12	13	13	13	13	12	13	13	14	13	13	14	13	14	14	15	14	14	15	14	15	14	14	14	14	15	14	15	15	14	15	15	15	16	16	16	16	17	16	16	16	17	17	17	17	18
500	-2899.251652393682889	-2896.381876570962049	-2.869775822720706	0.000010029510130	0.000050126021477	4.997853417518540	0.126239378733673	-3	4	5	8	7	8	7	6	3	9	5	10	8	10	11	8	10	13	11	12	9	9	13	13	14	14	14	14	12	14	12	15	14	14	12	12	15	16	18	12	16	17	16	13	19	18	16	18	15	19	19	19	17	18	19	19	20	20	21	20	21	20	23	22	24	23	25	23	25	26	23	25	26	27	24	25	26	24	24	26	28	27	27	28	27	29	26	26	25	27	28	27	29	28	28	30	28	28	31	31	29	31	33	32	32	32	33	34	34	31	34	0	1	1	2	8	2	2	3	1	3	9	4	8	9	11	11	10	16	4	9	1	9	15	17	9	22	22	22	21	4	9	11	22	11	1	1	22	36	19	9	22	37	36	31	29	21	36	20	35	21	31	44	44	21	16	49	21	49	21	9	40	21	21	21	40	16	40	21	21	36	55	36	21	31	41	11	21	21	41	21	36	21	21	53	31	11	9	41	35	21	40	21	21	35	22	53	53	36	21	36	36	31	53	31	35	40	36	40	31	21	37	1	3	5	2	1	3	3	1	3	2	1	1	1	4	3	3	1	3	1	5	7	4	1	2	7	3	2	3	2	5	6	6	3	5	8	9	6	2	6	7	6	2	3	1	5	9	2	4	2	9	4	5	3	4	8	2	8	4	8	13	4	7	13	12	8	8	9	9	8	10	3	10	9	11	5	11	9	10	5	11	7	10	14	7	12	15	14	6	8	15	14	13	13	13	18	8	8	12	15	14	9	13	11	16	15	13	15	15	14	13	10
1000	-2486.918667778006238	-2483.770797873398351	-3.147869904607777	0.000010070343587	0.000060961837638	6.053600565754972	0.184974752940698	-1	5	5	8	7	9	7	6	4	8	6	9	8	6	10	10	10	13	11	10	9	9	14	13	15	14	12	13	14	13	16	14	13	15	14	13	12	14	18	14	16	17	15	15	18	19	16	19	17	19	18	18	17	16	19	19	21	20	19	19	21	21	22	21	20	23	24	25	25	25	22	22	25	24	26	25	27	23	24	27	28	26	28	29	28	29	26	27	25	25	29	28	28	29	28	30	29	28	31	30	30	30	32	30	32	32	33	33	34	32	35	0	1	1	2	8	2	2	3	1	3	9	4	8	9	11	11	10	15	4	11	1	9	20	5	21	22	22	22	36	19	40	20	22	11	21	9	22	21	19	27	40	41	21	37	29	21	21	23	21	21	40	44	44	21	16	49	38	49	21	41	52	38	21	21	53	55	41	21	63	21	48	21	64	37	65	11	21	36	40	21	21	36	21	65	53	20	9	60	21	14	37	21	21	21	22	65	53	21	21	21	21	37	74	37	21	65	21	65	65	21	65	1	3	3	2	1	2	1	1	3	2	1	1	2	1	1	2	1	1	2	2	5	2	2	3	3	3	1	2	1	1	1	2	2	4	3	6	3	3	4	1	1	1	4	2	2	6	5	2	5	8	2	2	1	4	5	1	5	2	7	2	2	3	12	10	3	3	4	8	2	8	2	9	4	5	5	11	10	8	6	9	11	7	11	6	8	12	13	7	8	12	9	9	12	12	16	7	6	13	14	12	13	13	4	12	14	10	14	9	13	13	13
1500	-2710.442738753795766	-2706.724156487046912	-3.718582266748653	0.000010149661169	0.000087299146266	8.601188238127826	0.203228818203659	0	4	4	8	7	8	8	6	4	8	7	10	9	10	9	10	10	13	12	10	9	10	13	14	14	12	11	14	14	13	14	15	14	15	16	12	13	15	17	16	16	16	16	16	19	19	16	18	16	18	18	17	18	18	20	18	21	21	19	19	20	21	23	21	20	23	24	25	23	26	24	24	26	27	25	25	26	24	24	27	29	26	27	27	27	29	26	25	27	27	29	27	28	29	28	29	29	29	30	30	29	31	32	32	31	31	32	34	34	31	35	0	1	1	2	8	2	2	3	1	5	9	4	3	9	11	11	10	11	4	11	9	9	15	17	21	22	22	22	36	19	37	16	26	16	25	9	22	16	30	31	31	31	21	37	29	43	36	32	21	9	31	44	44	21	48	49	38	49	9	31	52	38	36	9	53	34	37	21	57	9	34	21	64	65	65	48	36	59	60	21	36	57	59	65	65	34	55	37	50	21	65	9	21	50	22	65	65	21	36	21	21	53	74	65	21	65	9	65	65	21	65	1	1	2	2	1	2	2	1	2	1	1	1	4	3	1	3	1	3	1	1	2	3	2	3	2	1	1	2	2	1	1	3	1	2	1	4	2	4	2	2	2	1	3	1	3	2	3	2	2	9	2	1	1	7	1	1	5	2	9	2	2	2	10	8	1	3	6	8	1	12	4	6	3	2	4	5	10	3	3	12	8	5	6	5	4	7	3	6	6	11	6	10	10	9	14	6	7	13	9	10	12	11	3	11	13	9	15	9	12	13	11
2000	-2177.528493642995272	-2174.595477809053591	-2.933015833941615	0.000010283922315	0.000053765247158	5.228087641093362	0.285877649810549	0	5	4	8	7	7	7	6	6	8	7	10	7	9	11	10	9	13	12	10	10	10	13	13	14	13	13	13	14	14	14	15	15	14	15	12	12	14	16	15	16	16	15	16	17	18	16	17	16	19	20	18	19	18	20	19	20	21	21	20	22	20	22	21	20	23	24	21	24	26	22	24	24	23	25	26	24	24	25	26	29	27	27	29	26	29	26	27	26	27	27	28	28	28	28	29	29	29	31	31	31	30	33	32	32	32	32	34	33	31	34	0	1	1	2	8	2	2	3	1	8	9	4	8	9	20	11	10	15	4	11	2	9	16	17	21	22	22	22	36	19	37	20	26	16	25	9	22	21	19	31	40	40	21	37	36	38	21	11	9	21	37	44	44	9	23	49	38	56	9	37	52	38	21	1	53	71	60	9	63	21	48	36	64	65	65	48	9	68	67	9	72	68	73	74	65	71	66	60	59	2	65	68	21	36	44	65	74	68	68	68	68	65	102	74	68	65	36	95	65	9	53	1	3	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	3	2	2	2	2	1	1	2	1	1	1	2	2	3	1	3	2	2	3	1	1	1	2	3	3	3	3	5	4	5	3	1	2	7	4	1	5	1	9	5	3	3	8	8	1	1	2	7	1	11	3	6	2	2	4	4	11	2	1	14	2	5	2	3	4	4	2	3	4	10	3	6	10	10	10	6	4	8	10	8	8	8	2	9	10	9	14	4	9	13	9
2500	-1698.168855421693252	-1695.514963123431244	-2.653892298261940	0.000010670347034	0.000045383381245	4.253224482930928	0.317628572234560	-1	4	4	9	7	7	8	6	6	9	8	10	9	8	10	10	10	14	12	12	10	11	12	13	14	13	13	14	14	14	15	15	15	14	15	13	12	16	17	15	16	17	16	16	18	18	17	18	17	18	18	18	20	19	20	18	21	20	19	20	22	21	22	22	21	24	24	21	24	25	22	24	25	23	25	26	27	23	26	26	29	27	28	29	27	28	26	26	26	26	28	26	28	29	27	30	29	29	30	31	31	31	33	32	32	31	32	34	34	33	35	0	1	1	2	8	2	2	3	1	8	9	4	5	9	11	11	10	20	4	11	1	21	11	17	21	22	22	22	36	19	37	16	26	11	25	21	22	21	19	37	37	40	21	31	36	38	21	34	21	21	37	44	44	21	48	49	46	56	9	37	52	54	38	21	53	71	60	21	57	21	48	21	64	65	65	66	68	59	67	21	78	68	64	74	65	66	66	67	68	21	75	68	21	21	53	65	74	68	68	68	68	74	95	74	68	31	68	103	53	9	74	1	3	2	3	1	1	2	1	3	1	2	1	2	1	1	1	1	1	2	2	5	1	2	2	3	1	1	2	1	1	2	2	2	2	1	1	1	3	2	2	2	1	3	1	3	1	3	2	3	4	2	1	2	6	1	1	2	1	8	6	2	2	4	6	1	1	2	5	2	10	2	7	2	1	3	2	3	2	1	12	3	3	2	4	3	3	2	1	4	8	2	2	10	10	5	5	3	6	9	7	8	6	2	8	10	10	10	1	8	13	8
3000	-1632.142166108366155	-1629.273852602319494	-2.868313506046587	0.000011201399128	0.000055924062145	4.992596148792964	0.326389192238179	0	4	2	6	6	9	7	5	5	9	7	9	9	9	11	9	11	13	12	11	10	12	14	13	15	13	13	14	14	13	16	13	15	12	14	12	14	15	17	16	15	17	15	16	18	19	14	17	17	17	19	18	20	17	19	19	20	21	18	21	22	21	23	21	22	23	24	21	25	25	22	24	25	23	25	26	27	25	26	27	28	27	27	28	27	29	27	26	27	26	28	28	29	27	27	29	29	29	31	31	31	30	32	32	32	31	32	33	34	31	35	0	1	1	2	8	4	2	3	2	5	9	4	5	9	16	11	10	9	4	11	2	21	16	17	35	22	22	22	36	19	37	11	22	11	21	2	22	21	30	37	37	31	21	37	29	38	21	34	21	21	40	44	44	38	34	49	38	56	21	40	52	54	38	21	53	71	37	49	57	21	23	21	64	65	65	66	68	72	60	68	78	68	73	74	65	66	66	60	68	21	75	68	68	21	74	75	74	68	68	68	68	74	95	74	68	74	68	102	74	21	95	1	3	1	1	1	2	1	2	1	2	1	1	1	2	2	2	1	4	3	3	3	1	3	2	1	1	1	2	2	1	2	2	1	3	2	5	1	3	3	2	1	1	3	1	2	2	2	3	5	3	2	2	2	1	3	1	2	1	4	2	2	2	5	6	1	1	6	3	2	10	3	8	1	1	1	2	3	1	3	5	2	3	2	3	3	3	2	3	5	7	2	3	7	10	3	2	3	5	8	4	8	3	2	7	9	7	9	1	10	14	6
3500	-1480.402376707723988	-1477.986768154684341	-2.415608553039549	0.000011720079904	0.000041031543135	3.500961040592737	0.380330905120218	0	4	4	8	6	8	7	5	6	8	8	10	8	9	10	11	9	13	12	11	11	10	13	13	13	13	13	15	15	13	15	15	15	14	13	14	12	14	16	16	15	17	16	17	18	18	15	18	17	19	20	18	21	15	19	19	21	20	21	21	22	19	22	22	22	22	24	21	24	26	24	23	24	23	24	23	26	25	27	26	29	28	27	29	27	28	26	26	25	27	28	27	29	29	25	29	27	27	30	29	31	31	31	32	32	32	33	33	34	32	35	0	1	1	2	8	2	2	3	1	5	9	4	8	9	9	11	10	15	4	11	9	9	11	17	21	22	22	22	36	19	37	11	26	20	21	21	22	9	30	37	37	31	21	41	29	38	9	23	9	21	31	44	44	38	48	49	38	49	58	40	52	54	38	49	53	55	41	49	38	21	66	9	64	65	65	66	68	72	31	68	90	68	64	74	75	87	76	67	68	72	75	68	68	20	74	85	74	89	68	89	68	95	95	74	68	74	68	102	74	9	95	1	1	2	2	1	2	2	1	4	1	1	1	1	1	3	2	1	2	2	2	2	2	2	2	2	2	1	3	1	1	2	3	1	2	1	2	1	3	1	3	2	1	2	1	2	3	5	3	6	4	3	1	2	1	1	1	4	2	1	2	2	2	6	4	1	2	6	3	5	9	1	8	1	1	1	1	2	1	5	4	1	3	3	3	2	2	2	1	1	2	1	3	6	9	1	1	2	1	6	2	8	3	2	8	8	7	8	2	10	16	6
4000	-1439.200687927760555	-1436.996332114300685	-2.204355813459968	0.000013600887848	0.000039299624403	2.889489630449495	0.409925765707871	0	4	5	8	7	8	7	6	6	9	9	9	9	7	12	10	10	14	11	12	11	11	12	13	12	14	14	14	15	12	15	13	15	13	16	13	13	15	18	16	14	16	16	17	19	17	16	18	17	17	20	19	20	16	19	20	21	20	20	21	22	20	21	20	22	23	24	21	24	26	24	23	26	23	25	24	26	25	26	27	28	28	28	28	27	28	27	25	23	25	27	27	28	29	24	29	29	27	31	30	30	27	32	32	31	32	33	33	34	32	35	0	1	1	2	8	7	2	3	1	5	9	4	5	9	11	11	3	15	4	11	9	1	11	17	21	22	22	22	36	19	37	16	26	16	25	22	22	21	30	22	37	37	32	31	36	38	9	32	9	9	37	44	44	38	32	49	38	49	49	31	52	54	38	21	53	55	37	49	63	49	66	9	64	65	65	66	68	72	60	89	90	80	70	74	75	76	48	60	68	72	75	77	68	49	74	75	74	89	94	89	68	95	95	74	80	95	100	102	95	9	102	1	2	4	2	1	1	2	1	3	1	1	1	1	1	2	1	2	2	2	2	2	6	2	2	1	2	2	2	2	1	1	3	1	1	2	1	1	3	3	3	1	3	2	2	3	1	5	2	6	4	3	1	1	1	2	2	5	2	1	3	1	2	4	5	1	2	7	2	2	6	1	10	4	1	1	1	2	1	2	2	2	1	2	3	1	2	5	1	1	1	2	1	6	8	1	3	2	2	1	3	7	1	3	7	2	7	3	3	9	15	4
4500	-1251.642415426461184	-1249.700981603328728	-1.941433823132373	0.000017314184955	0.000037940361824	2.191287774916945	0.515178677848099	0	4	4	9	6	9	7	7	6	7	8	10	8	9	11	10	11	13	11	10	11	11	13	14	14	12	12	14	15	12	15	15	14	14	16	14	14	16	18	15	16	17	16	16	18	18	17	18	15	19	19	18	20	18	19	19	21	18	20	21	21	20	22	22	22	22	24	22	22	25	23	23	25	24	26	23	26	25	26	24	28	27	28	27	27	29	27	26	26	24	29	28	28	28	25	30	30	29	29	29	31	30	32	32	31	32	31	33	34	32	34	0	1	1	2	3	7	2	5	1	5	9	4	10	9	11	11	13	11	4	11	9	1	20	17	21	22	22	22	36	19	37	16	26	11	25	6	22	49	30	37	37	40	21	37	29	38	49	23	2	21	37	44	44	38	34	58	38	49	58	41	52	54	46	50	53	55	60	50	57	64	66	21	64	65	65	66	68	90	67	68	78	80	64	74	75	66	76	67	68	72	75	77	68	68	74	85	84	89	94	82	68	95	95	74	89	95	100	102	95	21	95	1	3	2	2	1	1	1	1	3	1	1	1	1	1	2	1	2	2	1	1	3	4	2	2	1	1	1	2	1	1	1	2	2	2	1	4	1	1	3	1	2	1	2	1	2	1	2	2	5	5	3	2	1	1	2	1	3	1	1	2	2	1	3	2	1	2	2	2	1	1	1	8	3	1	2	1	2	1	1	1	2	2	3	2	1	3	3	1	2	1	1	1	5	5	1	2	2	2	1	1	7	2	3	6	2	6	1	3	9	10	5
