step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
1	-1726.327530688033448	-1724.865448603514551	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.588524806066138	0	1	2	3	2	3	3	3	4	3	4	5	6	7	8	6	6	6	6	7	9	6	7	7	10	9	8	10	12	10	9	10	11	11	11	10	10	12	11	11	12	11	13	12	12	13	14	15	12	13	12	12	16	14	13	15	15	16	15	14	15	14	15	16	14	16	16	16	16	17	16	16	17	16	19	17	16	19	18	18	18	20	18	18	20	18	20	19	18	18	20	22	21	21	24	23	24	24	26	26	28	29	31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	3	4	4	3	3	3	3	4	5	3	4	4	5	5	4	5	6	5	5	5	6	6	6	5	5	6	6	6	6	6	7	6	6	7	7	8	6	7	6	6	8	7	7	8	8	8	8	7	8	7	8	8	7	8	8	8	8	9	8	8	9	8	10	9	8	10	9	9	9	10	9	9	10	9	10	10	9	9	10	11	11	11	12	12	12	12	13	13	14	15	16
500	-683.377892605553029	-681.411422804271638	-1.966469801281348	0.000009959686199	0.000022460765965	2.255168036048487	0.422490176503406	0	1	2	2	2	3	3	4	4	4	4	4	5	7	8	7	6	4	6	6	9	7	6	8	9	10	8	10	11	10	9	10	10	11	12	9	11	10	12	11	11	9	13	12	12	12	13	16	12	14	12	12	16	15	14	14	15	15	13	15	14	11	16	15	15	16	16	17	16	17	17	17	17	16	20	15	16	19	18	19	19	20	19	18	21	18	20	18	19	17	20	23	21	21	25	23	24	24	26	26	29	27	32	0	1	1	2	1	2	3	4	7	4	4	6	9	11	3	3	10	3	10	5	5	10	6	5	16	22	14	3	10	15	22	9	2	27	2	14	27	31	42	0	31	16	35	31	42	3	29	43	1	44	25	0	31	29	35	32	59	15	39	28	35	22	42	45	37	16	55	6	21	34	76	29	50	60	62	21	52	66	45	64	66	32	72	57	42	38	79	63	46	53	86	84	53	83	84	42	92	0	65	49	102	96	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	3	1	2	1	4	2	1	1	4	2	1	6	1	3	1	2	1	2	1	1	1	1	3	1	1	5	1	2	1	4	2	1	3	1	3	1	4	1	1	5	1	2	5	1	6	3	4	1	3	1	1	6	3	2	1	4	2	2	5	1	1	7	4	1	1	3	1	1	1	2	1	4	6	1	1	5	6	1	2	3
1000	-598.832050225924945	-597.241075348867753	-1.590974877057203	0.000010038961650	0.000013356832675	1.330499422245079	0.516622503357342	0	1	2	2	1	3	3	3	4	3	4	4	4	6	9	6	5	6	6	7	9	6	8	7	10	10	8	10	12	11	9	10	11	11	11	9	7	13	12	11	11	11	13	13	12	13	14	15	11	12	12	11	16	15	13	16	16	14	13	14	14	15	16	15	14	17	16	16	17	18	16	16	17	15	20	17	17	20	18	19	17	20	18	19	18	18	20	19	19	18	20	21	21	22	23	24	24	25	25	26	29	28	30	0	1	1	1	1	2	5	4	8	3	4	2	3	13	17	13	13	13	7	16	1	9	18	6	2	11	16	24	37	21	17	23	18	36	21	22	11	32	16	0	31	31	40	41	42	6	40	10	27	28	31	0	44	7	21	41	31	15	30	39	46	38	42	45	29	46	62	46	33	57	59	49	61	60	63	34	64	58	45	64	46	57	58	74	63	56	67	63	77	68	90	86	47	71	57	54	47	0	72	24	100	99	94	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	5	1	1	2	4	2	1	1	3	1	2	1	2	1	1	1	2	1	3	1	1	1	1	1	1	5	1	4	1	1	1	1	2	4	2	3	5	2	1	2	1	1	4	1	1	3	1	2	2	2	2	3	1	1	2	3	1	3	3	2	3	2	2	2	1	1	3	1	1	1	1	2	3	3	3	5	5	1	5	10	2	1	4
1500	-696.411654773130294	-694.091438797156343	-2.320215975973973	0.000010078907154	0.000032441541944	3.218755907640973	0.523565665672495	0	2	1	3	1	3	2	4	5	3	4	6	7	7	7	6	7	4	7	7	10	7	7	5	9	9	8	11	10	9	9	11	11	11	11	9	9	11	11	12	12	11	14	12	13	14	15	15	11	13	11	12	16	14	12	14	16	16	16	13	13	15	16	16	15	16	16	16	17	16	14	17	16	15	19	18	16	18	19	16	17	20	19	19	20	17	20	18	19	18	20	22	21	22	23	23	24	25	27	26	28	29	32	0	1	1	5	1	7	1	4	4	5	4	24	8	9	16	2	6	2	24	9	17	4	3	6	16	24	7	2	11	15	6	36	18	36	3	13	9	10	25	0	31	36	28	30	42	49	29	13	9	37	25	0	60	44	26	23	56	15	47	27	29	42	44	45	60	46	46	46	67	34	60	59	71	43	62	50	9	69	80	17	66	54	81	76	62	56	65	63	81	77	42	86	69	57	57	25	83	0	87	78	100	96	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	2	2	1	1	2	2	5	3	1	4	1	4	1	5	1	3	3	1	1	2	1	2	2	1	2	2	5	3	2	1	1	1	1	1	2	1	4	1	3	1	3	2	2	1	1	1	1	1	2	1	1	1	1	2	2	4	1	2	2	1	3	1	1	3	3	2	1	2	1	5	3	2	3	2	6	2	1	3	5	1	2	8
2000	-640.592965223155147	-639.008794187394074	-1.584171035761088	0.000010037946460	0.000013187865596	1.313801149301392	0.603701516920314	0	2	3	3	3	4	4	4	5	2	4	6	7	6	6	6	6	6	7	7	8	6	8	6	11	10	9	10	11	10	10	10	11	8	11	9	11	13	12	11	12	12	13	12	13	13	13	14	12	13	12	13	16	14	14	15	15	15	15	13	14	14	15	14	15	15	16	17	16	17	15	15	18	16	18	17	16	20	17	18	18	19	18	18	20	18	20	20	16	19	21	22	21	21	22	23	24	24	26	27	28	30	31	0	1	10	2	1	10	3	10	3	1	4	11	3	6	2	3	7	10	2	18	20	3	6	7	9	34	18	17	34	15	3	14	20	10	31	21	6	29	17	0	31	10	25	27	42	2	17	25	16	42	30	0	56	52	39	41	41	20	38	21	29	42	42	45	45	23	39	46	66	59	42	61	65	60	67	41	47	55	64	63	25	31	54	61	42	56	82	63	30	77	78	86	87	76	70	75	92	0	97	95	100	99	99	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	3	2	1	2	1	1	2	2	3	4	1	3	3	1	1	3	1	2	1	1	5	1	1	1	3	3	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	2	2	2	1	1	1	1	2	2	1	2	1	3	1	1	2	3	2	2	5	2	1	3	3	1	1	3	1	2	2	2	1	1	1	3	1	2	2
2500	-677.218359211583333	-675.189736135509179	-2.028623076074186	0.000009900953603	0.000023920201517	2.415949258650075	0.612871980372071	-1	0	3	3	2	3	2	4	4	2	4	6	6	8	9	7	6	6	5	7	10	7	5	7	10	9	8	11	12	10	9	11	11	12	11	10	10	12	10	9	13	11	12	11	13	11	13	14	12	13	12	12	17	14	13	16	15	16	12	14	15	13	16	16	13	16	15	14	17	17	16	16	17	17	20	16	16	19	15	18	18	20	19	19	21	19	19	19	17	18	20	22	21	21	22	23	24	25	26	27	28	29	31	0	1	1	10	2	7	2	5	2	1	10	19	4	18	20	6	5	9	4	6	27	19	10	6	23	24	16	26	36	15	20	3	9	37	23	11	12	40	16	0	31	13	39	14	42	16	21	16	30	38	36	0	57	38	46	41	59	15	27	28	52	42	42	79	13	46	52	36	62	45	54	60	28	55	53	40	34	69	45	79	68	57	74	73	42	77	77	63	63	74	78	86	90	83	34	94	94	0	93	95	94	101	101	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	3	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	5	2	1	2	3	3	2	2	1	2	3	1	2	1	2	1	4	1	1	1	1	1	1	1	1	2	4	3	1	1	2	2	1	5	3	1	2	2	1	1	1	2	2	2	4	2	1	1	2	2	5	1	1	5	1	2	2	1	1	1	2	2	1	3	1	1	1	3	2	4	1	2
3000	-778.738755118953804	-776.521089629257858	-2.217665489695937	0.000009981496636	0.000029211771393	2.926592319500565	0.455400383654168	0	1	3	2	2	4	2	4	4	4	5	5	6	8	8	4	7	6	6	8	10	7	6	7	9	9	7	9	12	10	9	11	10	11	12	11	10	13	12	10	13	11	14	13	13	13	11	16	12	13	12	12	15	14	13	16	15	14	15	14	15	15	13	17	12	16	16	17	16	18	15	16	18	16	19	17	16	18	16	18	17	20	18	19	20	18	20	20	18	18	20	19	21	21	24	23	24	25	26	27	28	28	31	0	1	2	2	2	4	1	4	1	3	4	7	16	9	19	7	6	9	1	6	3	13	5	9	16	23	5	12	27	15	17	30	18	16	34	33	11	34	16	0	31	9	32	49	42	19	33	35	40	21	37	0	30	42	40	31	41	20	40	27	25	27	42	79	36	46	59	46	39	59	44	46	62	34	62	36	54	56	45	35	66	49	44	64	27	56	83	63	69	74	48	86	73	37	87	92	72	0	79	95	99	100	99	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	2	1	3	1	2	1	3	2	2	1	5	3	2	1	2	1	1	2	1	1	2	1	4	1	2	2	2	1	2	4	1	2	1	2	1	1	1	2	1	6	1	2	3	5	3	3	1	1	1	1	1	4	1	2	1	2	2	1	2	3	1	1	3	3	1	4	2	1	5	1	1	4	1	1	2	1	1	7	3	3	4	1	4	2	1	1	2
3500	-639.305979491510925	-637.183466951438959	-2.122512540071958	0.000010436500004	0.000027816117651	2.665272614506822	0.492126815550556	0	2	2	3	2	2	4	4	4	3	5	5	6	7	9	4	6	5	5	7	10	6	7	6	9	9	9	10	12	11	10	10	11	11	12	10	11	12	10	11	12	11	13	12	12	12	14	14	9	12	13	11	16	15	12	16	14	16	15	14	15	14	14	16	14	16	16	16	16	18	15	17	17	17	20	18	16	18	19	18	18	21	18	17	21	18	19	19	18	18	19	21	21	21	23	23	24	24	27	26	27	28	30	0	1	1	5	1	1	1	4	6	3	4	9	12	12	9	6	11	2	1	4	9	11	18	7	5	18	4	25	13	15	12	49	36	26	18	49	32	52	26	0	31	13	52	21	42	27	39	17	12	52	34	0	47	36	11	31	17	35	30	39	32	42	42	45	55	46	50	46	63	43	65	57	66	49	62	47	47	47	80	64	66	61	58	64	42	56	39	44	60	57	81	32	79	45	57	86	90	0	97	95	96	98	96	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	3	2	1	1	1	3	1	3	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	4	2	1	1	1	1	4	3	3	5	2	2	2	3	1	2	2	1	2	2	3	1	3	1	1	1	5	4	2	1	1	1	1	1	4	1	1	4	1	3	4	2	1	1	5	2	4	7	4	3	1	1	2	1	1	3
4000	-551.688410762015678	-549.967262386986931	-1.721148375028707	0.000010360405796	0.000017057967812	1.646457498742999	0.696103127051613	0	1	3	2	2	4	4	4	4	3	5	5	4	8	8	6	5	5	6	7	9	7	7	8	11	9	8	10	12	10	9	10	11	12	11	11	10	13	11	12	12	11	13	13	12	13	15	14	13	12	13	11	16	14	13	15	15	16	15	15	15	14	15	16	14	15	16	16	17	18	16	16	16	15	17	18	17	19	18	17	19	20	18	16	19	17	20	19	18	18	20	21	21	20	25	22	24	24	25	27	29	27	32	0	1	2	1	1	2	5	10	4	4	8	9	4	8	2	3	8	9	9	17	27	16	18	16	22	20	18	24	35	15	5	15	27	30	6	32	11	35	19	0	31	31	21	23	42	25	62	24	52	31	45	0	25	43	42	31	41	30	52	48	28	42	51	45	46	46	49	43	71	35	52	39	61	48	62	84	60	59	80	64	66	31	73	63	55	41	75	84	54	53	70	86	64	86	73	91	92	0	48	95	95	99	96	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	5	1	2	1	3	1	3	1	2	1	1	1	2	2	1	1	1	3	1	1	1	1	2	1	1	3	1	2	2	1	2	2	1	3	1	1	1	2	1	4	3	1	1	1	1	1	1	2	1	1	2	4	1	1	3	3	1	1	1	1	1	2	3	2	3	1	1	1	4	1	2	1	5
4500	-586.290080825818677	-584.390033545333949	-1.900047280484721	0.000011780245245	0.000024582081585	2.086720698391034	0.499552127029769	0	1	1	2	3	3	3	3	5	4	5	5	6	8	9	6	7	5	5	7	8	6	7	7	10	9	8	9	13	10	10	10	10	11	11	9	11	13	11	10	12	11	13	13	13	13	13	14	12	14	11	11	15	14	13	14	12	15	15	13	15	15	15	15	14	16	16	17	17	18	14	16	17	16	19	17	17	20	18	19	18	20	17	19	18	18	20	20	19	18	20	22	21	20	24	23	24	24	27	27	28	29	31	0	1	1	2	3	1	3	4	6	1	4	10	11	6	10	2	10	2	8	6	22	8	5	16	9	16	22	23	11	15	10	27	14	26	19	20	27	24	26	0	31	17	32	42	42	20	52	25	30	32	20	0	29	38	4	31	31	49	37	16	60	42	42	45	57	25	50	66	56	66	52	29	35	60	62	63	53	81	64	42	66	57	66	54	12	31	25	63	41	60	73	51	80	67	57	70	66	0	97	95	98	100	90	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	3	1	2	1	3	1	2	2	1	3	1	1	1	5	1	2	2	1	1	3	1	1	2	1	1	1	3	2	1	1	4	1	1	1	2	2	1	1	1	4	1	1	2	2	3	1	1	3	1	1	4	1	1	1	1	1	1	3	2	3	1	1	1	1	3	1	4	1	3	4	4	5	4	3	3	1	4	2	1	7	2	3	1	1	1	2	1	6
