step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-27552.605748135501926	-27551.143666050982574	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.394300393796632	1	1	5	3	4	5	5	5	5	8	8	8	8	9	9	9	8	8	11	10	13	11	12	11	11	12	13	15	14	14	13	16	14	17	15	15	17	15	18	17	19	16	16	16	17	17	19	20	18	17	17	18	17	18	20	19	18	20	20	20	20	20	20	21	20	22	24	22	20	21	21	21	20	23	22	21	21	22	23	22	22	24	22	23	22	26	25	24	25	24	24	25	26	25	26	26	26	26	25	28	26	28	29	27	28	30	31	30	31	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	4	4	4	4	4	4	4	4	4	5	5	6	5	6	5	5	6	6	7	7	7	6	8	7	8	7	7	8	7	9	8	9	8	8	8	8	8	9	10	9	8	8	9	8	9	10	9	9	10	10	10	10	10	10	10	10	11	12	11	10	10	10	10	10	11	11	10	10	11	11	11	11	12	11	11	11	13	12	12	12	12	12	12	13	12	13	13	13	13	12	14	13	14	14	13	14	15	15	15	15
500	-1390.474155957382891	-1388.257244892452263	-2.216911064930603	0.000010015682497	0.000029290706726	2.924484350792347	0.181336572915357	1	0	2	4	5	5	6	3	5	8	9	7	7	8	7	8	8	8	12	11	13	11	12	10	9	11	13	14	13	15	10	16	11	18	12	14	14	16	18	16	20	13	15	13	17	14	17	19	18	18	17	19	17	17	20	20	17	20	21	20	20	19	20	21	21	22	24	23	21	21	21	21	20	24	22	22	21	22	24	23	23	23	22	23	23	27	25	25	26	25	25	26	26	24	26	26	27	27	26	28	27	29	30	28	28	31	32	31	32	0	0	2	8	3	3	4	2	8	5	8	8	8	7	8	7	12	9	17	14	14	13	20	0	17	9	23	25	18	29	25	25	31	35	13	13	31	28	31	28	33	31	29	18	36	26	8	36	31	33	37	53	33	36	31	42	42	26	31	31	33	43	31	31	33	42	31	46	47	33	44	33	43	42	33	37	31	42	33	33	31	46	26	35	33	18	49	33	28	46	33	33	46	78	49	31	37	31	46	42	33	39	31	46	0	37	60	46	39	1	1	1	1	2	2	1	2	2	1	3	2	3	1	2	2	1	2	3	1	3	1	1	1	1	2	1	3	2	2	1	4	1	2	3	3	3	2	6	2	5	3	1	3	1	2	9	3	5	6	1	2	3	1	4	4	1	4	10	9	5	3	5	9	6	6	8	5	3	5	5	8	2	10	6	5	9	5	11	8	9	6	7	8	7	8	4	13	6	7	9	9	10	1	6	13	10	14	8	12	11	10	15	11	1	12	9	12	7
1000	-1097.961997062704768	-1096.057438169788611	-1.904558892916169	0.000009981020160	0.000020940777976	2.098059881628281	0.264802757279658	2	0	5	3	4	4	5	5	5	8	9	6	8	9	9	10	8	9	11	10	12	11	11	12	12	13	14	14	14	13	10	16	14	17	13	16	14	16	18	17	17	14	16	16	17	14	19	20	17	17	16	18	18	19	21	19	18	20	21	21	20	19	19	22	20	22	25	23	19	20	20	22	20	23	23	19	21	23	24	22	22	23	23	23	19	27	26	25	25	25	24	25	27	25	27	26	26	27	25	27	27	27	30	27	29	30	31	31	32	0	0	6	2	2	2	4	4	4	5	7	4	9	8	8	4	12	9	12	14	14	18	20	0	17	18	23	25	35	18	17	28	31	35	18	30	31	28	31	31	42	31	35	29	36	13	35	36	31	31	37	40	42	45	37	41	33	44	31	31	33	43	33	37	51	33	49	46	18	56	44	31	43	37	31	52	31	39	55	60	33	46	46	71	42	58	60	31	51	46	66	31	46	66	85	31	65	31	46	37	42	65	51	46	0	85	97	46	60	1	1	1	1	2	2	1	2	1	2	3	1	2	2	2	3	1	2	3	1	2	1	1	1	2	2	2	2	1	3	1	2	2	2	2	1	3	1	5	2	2	2	2	1	1	3	3	1	3	5	1	1	2	1	3	1	2	2	7	9	3	2	3	6	2	4	6	4	5	1	3	6	2	6	7	1	7	2	2	1	4	6	8	3	3	5	3	10	5	7	1	9	10	2	5	11	4	14	7	11	11	4	10	10	1	9	3	11	7
1500	-978.077743692463059	-975.913626081118537	-2.164117611344575	0.000010009715369	0.000027811190006	2.778419663268475	0.318371018348221	1	0	6	3	5	2	4	5	5	8	7	6	8	8	10	9	7	8	11	10	12	9	12	11	9	12	12	14	14	13	10	17	12	14	14	15	14	15	18	16	18	16	16	16	17	14	18	20	19	16	17	18	15	19	20	20	19	21	21	20	19	21	20	21	21	20	24	21	20	22	21	22	19	23	20	19	21	22	23	23	22	24	22	23	22	25	26	25	26	25	24	25	27	25	27	26	25	25	25	29	26	28	29	26	29	30	32	31	31	0	0	6	2	6	2	4	4	4	6	7	4	9	7	16	7	12	9	12	14	14	18	20	0	17	9	20	25	26	22	25	25	31	13	9	30	31	28	31	37	42	53	34	18	36	26	26	36	33	33	40	40	31	45	51	41	39	35	31	31	42	43	39	76	51	39	42	46	13	56	44	55	43	39	33	52	51	66	53	37	55	46	46	71	66	58	74	37	77	46	66	81	46	85	78	31	39	31	46	33	66	96	60	46	0	66	109	46	97	1	1	2	2	2	1	1	1	1	3	3	2	2	3	1	4	1	2	2	1	2	1	1	1	1	4	1	2	1	2	1	3	2	3	4	1	2	1	5	1	1	1	1	4	1	1	3	2	3	2	1	1	4	1	2	1	1	3	6	6	1	3	1	2	2	1	4	3	7	1	3	1	1	3	3	1	2	1	4	5	2	5	7	1	1	2	2	8	3	6	2	1	10	2	2	10	2	13	6	10	3	1	5	9	1	7	1	10	5
2000	-877.177473609673029	-875.378654874124436	-1.798818735548646	0.000010121876599	0.000018580583706	1.835685658213293	0.475837732284661	2	0	5	3	4	3	5	5	5	9	8	7	7	9	8	9	8	7	12	10	13	11	11	12	11	12	13	13	14	13	12	16	14	17	15	15	15	16	18	17	20	17	16	17	17	14	17	21	17	17	17	19	17	19	21	19	19	20	20	19	19	20	21	22	21	20	23	23	20	21	21	20	21	23	22	21	22	22	23	20	22	25	23	23	22	26	24	25	26	24	25	25	25	26	25	25	26	26	26	29	26	27	28	27	29	30	31	30	32	0	0	6	2	6	2	4	4	4	5	7	4	8	7	4	7	12	9	12	14	23	13	20	0	17	13	23	31	18	26	25	28	31	29	13	30	31	28	51	37	53	33	35	26	36	26	26	36	31	37	37	40	33	45	39	42	42	44	31	51	33	43	49	76	60	53	57	46	47	56	58	37	62	55	49	52	55	66	53	42	42	46	46	71	66	58	77	75	77	46	85	67	46	85	85	31	96	31	46	66	66	96	96	46	0	101	103	46	103	1	1	1	1	1	2	1	2	2	4	2	2	2	2	3	2	1	1	3	1	1	1	1	1	2	2	1	1	3	1	1	2	1	2	4	2	2	2	1	1	2	2	1	3	1	1	3	4	2	1	1	1	2	1	1	1	1	2	6	1	3	2	2	1	1	1	3	4	2	1	1	2	1	1	2	1	1	2	2	2	3	5	6	2	2	3	2	2	2	6	1	2	6	2	2	9	1	13	7	6	3	1	2	6	1	4	1	10	4
2500	-801.859942798840166	-799.973376565430613	-1.886566233409603	0.000010148891248	0.000020834881258	2.052921915189352	0.482702049129044	2	0	6	3	4	2	5	4	5	9	7	7	8	9	9	10	9	9	11	10	12	12	13	11	11	12	13	14	14	14	13	17	14	17	15	16	16	15	19	17	18	16	16	16	17	14	19	20	18	17	18	18	17	18	20	19	18	19	20	21	20	20	21	22	20	19	25	19	20	21	21	19	21	23	21	21	22	22	24	21	21	24	23	24	23	25	25	24	25	24	24	26	27	25	24	26	27	26	26	28	26	29	28	28	29	31	31	31	32	0	0	6	2	6	2	8	4	8	3	7	4	9	7	13	8	12	9	12	14	14	18	20	0	17	18	20	25	26	26	25	28	31	26	13	30	31	25	37	37	42	33	18	29	36	26	35	36	31	31	42	40	33	45	51	41	42	44	50	51	33	43	49	76	51	42	81	46	29	56	58	42	43	60	37	52	51	66	53	42	53	46	46	58	66	58	74	75	55	46	85	67	68	66	78	51	87	31	68	94	94	96	96	68	0	94	103	68	103	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	1	2	1	2	2	2	1	1	1	2	2	1	2	4	2	2	2	1	1	1	2	4	1	1	1	3	3	2	2	1	1	2	1	1	1	1	2	2	2	3	2	2	1	1	1	2	4	3	1	2	2	2	1	3	1	1	2	3	3	2	4	6	3	2	3	1	1	3	5	1	1	5	3	1	4	1	9	5	2	1	2	2	5	1	2	2	9	2
3000	-695.184526092287570	-693.659148126544665	-1.525377965742940	0.000010327633373	0.000012054097642	1.167169399449968	0.674350759915722	2	1	6	4	5	4	6	5	5	9	9	8	8	9	9	9	9	9	12	10	14	12	12	11	10	12	13	13	15	14	13	17	15	17	14	16	16	15	19	17	18	17	16	15	18	16	19	20	18	17	16	18	17	19	18	20	18	20	19	19	20	19	21	21	20	21	23	23	21	22	22	21	21	23	21	20	21	22	24	22	22	24	23	23	23	26	24	25	25	21	24	25	27	25	26	27	26	26	26	28	27	29	30	27	29	29	31	31	31	0	0	6	2	6	2	4	4	4	5	7	4	9	4	4	7	12	9	12	14	14	18	20	0	17	18	20	25	35	26	25	28	31	29	26	30	31	28	51	31	33	33	35	26	36	26	35	36	37	31	31	40	33	45	51	41	42	44	50	51	53	43	49	76	51	57	53	46	47	56	58	39	62	39	49	52	39	66	81	53	61	46	46	71	78	71	74	75	77	46	85	67	83	78	78	87	87	88	90	78	94	96	97	83	0	101	103	90	103	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	2	2	1	3	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	2	2	1	2	1	1	2	1	1	1	1	3	1	2	2	2	2	1	2	2	3	4	1	1	1	1	1	2	2	1	1	1	1	2	1	3	6	1	1	2	1	2	2	3	1	1	3	2	2	2	1	1	3	2	1	1	2	3	1	2	1	8	1
3500	-676.553452414807339	-674.626298425488926	-1.927153989318391	0.000010176749113	0.000021931574737	2.155066858144897	0.642958192988291	1	1	6	3	5	4	6	3	5	8	9	7	8	9	9	8	9	8	11	10	12	12	11	12	12	12	11	14	15	14	14	16	15	17	14	15	17	15	18	16	19	17	16	16	17	17	19	21	19	18	17	18	17	19	20	20	18	21	20	20	20	19	20	22	19	19	23	22	20	22	22	21	21	24	23	21	22	22	24	22	22	22	22	23	22	26	25	25	26	24	24	25	27	25	26	26	26	27	24	29	26	28	29	26	28	30	31	31	32	0	0	6	2	6	2	4	2	4	5	16	4	9	7	4	7	12	9	12	14	14	13	20	0	17	13	20	25	35	18	25	28	31	35	26	30	31	28	37	31	42	33	26	29	36	29	35	36	37	31	31	40	33	45	65	41	33	44	50	51	42	43	49	76	39	57	61	46	47	56	58	60	62	60	49	52	65	66	81	53	53	46	34	71	66	58	51	75	55	46	78	81	83	78	78	87	87	88	83	101	94	96	97	90	0	101	103	104	107	1	1	1	2	1	2	2	1	1	1	1	2	2	2	3	1	1	2	3	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	2	2	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	3	1	1	1	1	1	2	2	2	2	2	1	3	2	2	3	1	2	3	3	1	2	4	1	1	2	2	2	1	1	1	1	2	1	1	2	1	1	2	1	4	1
4000	-681.389115593392034	-679.625047205528858	-1.764068387863146	0.000010603116835	0.000018563471420	1.750756094502610	0.681082914105176	1	1	3	3	4	5	5	5	5	8	7	8	8	8	9	9	9	8	11	9	13	11	12	10	10	12	14	14	14	15	13	16	14	17	15	15	17	16	18	17	19	17	16	16	17	18	19	20	18	18	17	18	17	19	20	19	18	18	20	19	19	20	21	22	20	20	24	21	20	21	22	21	21	23	21	21	19	22	24	23	22	23	22	22	23	26	23	25	26	24	24	25	26	24	27	25	27	27	26	28	25	26	29	27	28	31	30	30	32	0	0	2	2	3	3	4	4	4	5	7	8	9	7	4	7	12	9	12	14	23	13	20	0	17	18	23	25	18	22	25	28	31	35	29	22	31	28	53	31	42	33	13	29	36	34	35	36	42	51	33	40	33	45	60	42	42	29	50	39	42	43	49	76	39	57	81	46	47	56	58	37	43	39	49	52	39	66	81	81	53	46	68	58	66	71	39	75	77	83	78	81	82	78	78	87	87	88	90	101	94	87	97	99	0	94	103	104	107	1	1	1	2	1	1	1	1	1	2	1	1	2	2	3	2	1	2	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	2	3	1	1	1	2	2	1	1	2	1	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	3	3	2	1	1	1	1	1	1	3	1	4	2	2	2	2	3	1	1	2	2	1	2	1	2	2	1	2	1	1	1	1	1	2	1	3	1
4500	-687.049612520292953	-685.326302596926439	-1.723309923366531	0.000011480339140	0.000018962058203	1.651698436066091	0.664385178368082	0	2	4	3	5	5	5	5	5	8	9	7	8	9	9	10	9	8	12	10	12	11	10	10	10	13	14	15	13	13	13	16	15	16	16	15	15	16	17	17	19	17	16	16	18	18	19	20	17	18	15	17	17	18	20	19	17	20	20	20	21	20	21	22	20	21	24	22	21	21	22	21	21	23	23	21	21	23	23	23	22	25	21	23	22	24	24	24	25	23	25	26	24	25	26	26	27	26	25	28	24	28	29	27	28	30	30	31	31	0	0	2	2	3	3	4	4	4	5	7	4	9	7	4	18	12	9	12	14	14	9	14	0	17	8	20	25	13	13	25	28	31	29	26	30	31	28	51	51	42	33	26	29	36	34	35	36	37	49	31	37	33	30	51	42	33	44	50	51	42	43	49	76	39	33	81	46	47	56	58	55	43	65	37	52	65	66	81	60	53	68	46	58	66	71	60	75	77	83	66	67	83	66	85	87	87	75	90	101	66	96	97	99	0	100	103	104	107	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	3	1	2	2	1	1	1	5	2	2	3	3	3	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	2	3	1	2	1	2	2	1	3	2	3	2	1	2	1	2	2	1	1	2	1	2	3	1	2	1	2	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	3	1
