step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-3704.202158253474408	-3702.740076168955511	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.137940371763738	0	2	2	2	2	3	4	3	3	3	5	4	4	4	4	4	6	6	5	5	7	6	7	6	5	7	6	6	6	6	6	8	7	7	7	7	9	7	7	8	9	8	8	8	8	8	8	8	9	9	9	9	9	9	10	9	9	9	9	10	12	10	10	11	13	11	13	11	11	13	11	11	13	12	12	12	13	12	13	13	13	13	14	15	17	14	17	16	14	14	16	15	16	16	15	15	15	15	16	16	16	16	18	18	18	19	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	4	3	3	3	3	3	5	5	4	4	6	5	6	5	4	6	5	5	5	5	5	6	6	6	6	6	7	6	6	6	7	6	6	6	6	6	6	6	7	7	7	7	7	7	8	7	7	7	7	8	9	8	8	8	10	8	10	8	8	10	8	8	10	9	9	9	10	9	10	10	10	10	11	11	13	11	13	12	11	11	12	11	12	12	11	11	11	11	12	12	12	12	13	13	13	14	16	16
500	-1264.086363352471380	-1261.069040125244328	-3.017323227226977	0.000009984022654	0.000055350518819	5.543909577967580	0.242034006360599	-1	1	0	1	1	3	2	3	2	3	5	3	4	3	3	4	4	6	2	4	6	6	7	6	5	7	5	4	5	4	6	8	7	6	6	7	9	7	6	8	9	5	7	8	8	8	7	7	7	9	9	9	9	7	8	8	9	6	9	10	12	10	9	11	13	11	13	11	11	13	11	11	11	12	11	12	13	12	13	12	13	13	13	14	17	14	17	16	14	14	16	14	15	16	15	14	15	15	16	15	16	16	18	18	18	19	21	19	0	3	1	1	3	3	2	2	5	5	19	7	4	9	9	15	7	15	2	12	20	20	13	14	16	34	14	9	19	12	25	21	42	28	27	24	17	58	30	19	42	12	42	27	36	29	58	30	21	36	22	11	45	11	19	47	47	11	58	33	22	58	58	47	72	58	59	19	9	17	39	59	14	72	40	71	48	57	50	36	29	58	48	50	14	27	39	9	2	0	38	78	78	39	71	0	0	0	29	29	58	82	57	24	29	66	8	0	1	1	1	1	1	2	1	2	1	2	3	1	2	1	1	1	2	3	1	1	2	2	3	2	1	1	2	2	3	1	1	2	2	1	1	1	4	1	2	4	4	2	2	3	1	2	1	3	1	2	3	1	1	2	5	1	2	1	2	2	6	3	3	3	2	3	4	6	9	8	3	2	7	1	2	1	5	1	2	4	7	7	4	3	12	6	11	12	12	1	7	1	2	10	4	1	1	1	9	8	10	2	9	12	13	8	16	1
1000	-966.094762572271293	-963.649435637171450	-2.445326935099857	0.000010006562697	0.000035933766811	3.591020003620591	0.360270228727547	0	1	1	2	1	3	2	3	2	3	5	4	4	3	4	4	6	6	3	5	6	6	7	5	5	6	5	5	6	6	6	7	7	6	7	6	9	7	7	8	9	5	7	8	8	8	8	8	9	8	9	9	9	9	9	8	8	6	9	10	11	10	10	11	13	10	13	11	10	12	11	11	12	12	12	12	13	11	13	13	13	13	14	14	16	14	17	16	13	14	16	14	16	16	15	15	15	15	13	16	16	16	17	18	18	19	21	21	0	1	1	3	1	1	2	2	5	5	19	7	2	9	9	9	7	9	7	12	12	12	13	14	16	16	14	9	19	12	25	12	42	28	27	14	29	58	12	29	33	12	42	35	36	19	58	22	32	27	39	40	36	11	47	58	58	11	57	42	48	56	56	47	74	57	72	40	50	29	48	59	27	72	46	61	48	59	69	73	74	66	48	73	27	27	48	36	47	0	46	89	82	48	77	0	0	0	13	75	57	82	66	73	47	82	28	0	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	2	4	4	1	1	2	2	2	2	1	2	2	3	3	2	1	3	2	1	2	3	3	1	3	2	2	1	2	1	1	4	2	1	1	2	2	1	3	3	1	2	2	1	1	3	3	2	2	2	1	2	1	1	2	4	1	2	5	1	2	1	5	2	1	1	1	2	6	2	10	6	8	9	5	1	7	1	3	6	2	1	1	1	9	2	7	3	4	6	10	6	14	1
1500	-867.629413233179093	-864.946023572930812	-2.683389660248318	0.000010060938749	0.000043778232682	4.351306948075965	0.503149983769999	0	1	2	2	1	3	2	3	2	3	4	4	4	4	4	4	4	5	3	5	7	6	6	3	5	7	5	6	5	6	6	8	7	6	7	6	8	7	7	8	9	5	7	8	8	8	8	8	9	9	9	9	9	9	10	9	9	6	9	10	12	10	10	11	12	10	13	11	11	13	11	11	13	11	11	12	13	12	13	13	13	13	12	15	16	14	15	16	13	14	16	14	14	16	15	15	15	15	16	15	13	15	18	18	18	18	21	20	0	1	1	1	1	3	2	2	5	5	19	7	8	24	9	9	7	9	7	12	22	20	13	9	16	34	24	9	19	20	25	21	42	16	27	27	29	58	30	29	43	12	42	35	27	19	58	39	32	27	12	40	45	19	57	47	58	11	47	42	48	56	56	47	74	59	72	40	27	75	48	66	50	59	54	71	48	66	69	69	65	78	39	73	50	35	77	45	59	0	46	101	82	61	77	0	0	0	60	70	72	93	101	73	66	92	46	0	1	1	2	2	1	1	1	2	1	1	1	2	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	3	1	1	3	2	1	2	1	2	5	2	1	1	3	4	1	1	4	1	1	2	2	1	5	4	1	1	2	1	1	2	2	5	2	3	1	4	2	2	1	3	2	2	2	1	1	5	2	5	5	2	8	2	1	6	1	1	4	2	1	1	1	4	2	2	1	4	5	7	3	11	1
2000	-709.874894681300134	-707.778840540020269	-2.096054141279891	0.000010058017817	0.000026092384370	2.594187527301899	0.541535835559973	-1	1	1	2	2	3	2	3	3	3	5	4	4	4	4	4	6	6	4	5	7	3	6	4	5	7	5	5	6	6	6	7	7	5	7	7	9	7	7	8	9	5	8	8	8	8	8	8	8	7	9	9	9	7	7	9	9	6	9	10	12	10	10	11	13	10	13	9	11	13	10	11	12	11	12	12	13	10	13	13	13	13	14	14	15	14	16	15	11	13	15	15	15	16	14	15	15	15	16	16	14	16	18	18	18	19	20	21	0	1	1	3	3	3	2	2	3	5	19	22	2	9	9	9	7	9	7	22	12	7	13	2	16	34	24	16	19	12	25	20	42	16	27	27	29	58	30	29	33	12	42	36	50	54	58	30	32	27	39	40	45	11	58	47	38	11	58	42	48	56	56	57	74	59	59	40	27	37	48	66	50	59	46	71	61	59	50	73	74	89	48	73	73	50	95	36	78	0	75	101	82	61	77	0	0	0	90	75	89	93	101	73	101	101	73	0	1	1	2	1	1	1	1	2	2	1	1	1	3	1	1	1	3	2	1	2	3	1	2	2	1	2	1	1	2	2	1	2	2	1	2	2	3	1	1	2	2	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	5	4	1	1	2	2	1	2	1	4	2	2	1	5	2	4	2	1	1	3	1	2	1	6	2	3	7	2	4	1	1	2	1	2	2	1	1	1	1	3	3	3	1	4	5	4	4	5	1
2500	-705.567796883532992	-703.596104422842473	-1.971692460690535	0.000010098266644	0.000022908482544	2.268555916756221	0.629424428300050	0	1	1	2	1	2	2	3	2	3	5	4	3	4	3	3	5	5	4	4	6	3	4	6	5	7	6	6	6	6	6	8	7	7	7	7	9	7	7	8	9	5	8	8	8	8	8	8	9	9	9	9	9	6	10	9	8	6	9	10	12	10	10	11	13	10	12	11	11	10	10	11	12	11	12	12	13	11	13	13	13	13	14	15	16	14	17	15	12	14	15	15	15	15	15	15	15	15	16	16	14	16	18	17	17	19	20	19	0	1	1	1	1	1	2	2	5	5	19	22	2	15	9	9	7	15	7	22	20	7	13	15	16	15	14	9	19	22	25	21	42	18	27	27	19	58	30	11	33	20	33	35	36	54	58	30	32	36	39	40	45	19	47	57	38	19	57	42	71	56	56	47	74	59	59	40	36	46	48	66	50	66	46	71	76	66	69	73	74	89	71	73	73	69	77	79	78	0	75	101	82	83	77	0	0	0	90	91	82	93	92	84	101	101	75	0	1	1	1	2	1	2	1	2	1	2	1	1	2	1	1	1	2	2	2	1	2	1	1	3	2	4	2	1	2	3	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	2	1	2	2	1	1	2	2	1	1	2	1	4	2	1	1	3	2	1	1	1	3	2	1	1	3	1	1	2	1	1	2	1	2	1	4	2	3	3	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	2	4	4	1
3000	-665.801051086444772	-663.875627866010973	-1.925423220433784	0.000010304621855	0.000022162016925	2.150687064253484	0.678051337886767	0	1	2	2	1	3	2	2	2	3	5	4	4	4	4	4	6	6	4	5	5	3	6	5	5	7	5	6	5	5	6	8	7	6	7	7	9	7	7	8	9	6	8	8	7	8	8	7	9	9	9	9	9	9	9	7	9	6	8	10	12	10	8	11	13	10	12	11	11	13	11	11	12	11	12	12	13	11	12	13	13	13	14	15	16	14	16	15	12	13	15	15	15	16	15	15	15	14	16	16	14	16	18	18	15	18	21	21	0	1	1	1	1	3	2	2	5	5	19	22	2	9	9	9	7	15	2	22	12	7	13	14	16	34	14	9	19	12	25	20	42	16	27	27	46	58	30	11	42	20	33	35	27	19	58	30	32	36	39	40	45	46	47	58	58	29	58	33	71	63	56	47	74	59	47	40	50	75	48	66	69	59	46	71	71	66	69	69	74	89	76	73	73	73	77	79	78	0	75	101	82	83	77	0	0	0	90	75	82	93	105	84	101	92	85	0	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	3	2	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1	2	1	1	1	1	3	2	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	2	2	2	1	2	1	1	2	1	1	2	1	1	1	2	1	2	2	3	1	3	2	1	1	2	1	2	2	2	1	1	1	1	2	1	1	3	2	1	3	4	1
3500	-681.229684247152363	-679.033233357814424	-2.196450889337952	0.000010410045109	0.000029851218501	2.867539783888569	0.653787734916922	0	1	2	2	1	3	2	3	2	3	5	4	4	4	3	4	4	6	4	5	5	3	6	6	5	7	5	6	6	6	6	7	6	7	7	7	8	7	7	8	9	5	7	8	8	8	8	8	9	9	8	9	9	9	9	7	9	6	9	10	12	10	10	10	13	10	13	11	10	12	11	11	13	11	12	12	13	11	13	13	13	13	14	14	17	14	16	15	12	14	15	15	15	15	15	15	14	15	15	16	15	16	17	16	18	19	21	21	0	1	1	1	1	1	2	2	5	5	19	22	2	9	9	15	7	9	7	22	22	7	13	9	16	28	14	9	19	21	25	21	42	16	27	27	29	29	30	19	42	22	42	35	36	29	58	39	32	36	30	40	36	37	47	58	38	19	58	43	71	56	56	47	74	59	72	37	36	54	48	66	36	59	37	71	76	66	50	69	74	89	76	73	80	73	77	79	78	0	75	82	82	76	77	0	0	0	90	75	82	93	101	84	101	103	6	0	1	1	2	2	1	2	1	2	1	2	1	1	3	2	1	1	2	2	2	2	2	1	1	3	1	1	1	1	2	1	1	2	1	3	1	2	2	1	1	1	3	2	2	1	1	2	2	1	2	1	2	1	2	1	1	1	2	2	3	2	1	3	2	2	2	1	2	3	2	2	1	1	3	2	2	1	1	1	2	2	2	1	2	1	2	1	3	1	1	1	2	2	2	2	2	1	1	1	1	3	2	1	2	2	2	2	8	1
4000	-646.239488691936117	-644.391635843984545	-1.847852847951565	0.000010822436696	0.000021174353913	1.956523702399207	0.627320801541049	0	1	1	2	1	3	2	3	2	3	5	4	4	4	4	3	6	6	3	5	7	3	7	5	5	7	6	5	6	6	6	7	6	7	7	7	9	7	7	8	9	5	8	8	8	8	8	8	9	9	9	9	9	9	8	8	9	6	8	8	12	10	10	10	12	9	12	11	8	13	11	11	13	10	12	12	13	10	13	13	12	13	13	15	15	14	17	15	12	14	14	15	14	15	14	15	15	14	16	16	16	16	18	18	18	19	19	21	0	1	1	1	1	3	2	2	5	5	19	22	8	9	9	9	7	15	7	12	20	7	13	14	16	28	14	9	19	12	25	12	42	16	27	27	29	58	30	11	43	12	33	35	36	11	58	30	32	36	39	40	45	46	58	58	58	11	58	33	71	56	56	58	74	59	72	40	36	54	48	66	69	59	54	71	76	66	69	50	74	89	76	73	73	73	95	79	78	0	75	82	82	71	77	0	0	0	97	91	92	93	101	84	101	105	8	0	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	1	3	2	1	1	2	1	2	1	2	2	2	2	3	2	1	2	1	2	1	1	3	1	1	2	1	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	2	1	2	2	1	2	1	2	2	1	1	3	1	2	2	2	4	1	2	1	1	1	3	1	2	1	1	2	2	1	2	2	2	1	2	2	1	3	1	1	1	1	1	1	1	2	2	2	2	1	13	1
4500	-620.677119321196301	-618.918817317405683	-1.758302003790615	0.000013702478607	0.000023797230802	1.736709940208364	0.683721032826167	0	1	1	1	1	3	3	3	2	3	5	4	4	4	4	4	5	6	4	5	5	3	7	5	5	6	5	5	6	6	6	7	7	7	7	7	7	7	7	8	9	6	8	8	8	8	8	8	9	9	8	9	9	9	10	8	8	6	9	10	12	10	10	11	12	10	12	11	11	12	11	11	13	10	12	12	12	11	13	13	13	13	14	15	17	13	17	16	12	14	13	14	14	16	15	15	15	14	16	16	16	16	18	18	18	19	21	20	0	1	1	1	1	3	2	2	5	5	19	7	8	9	9	9	12	28	7	12	12	2	13	14	16	16	14	9	11	22	25	21	42	26	27	27	19	58	30	19	33	21	42	35	27	37	58	30	32	27	21	40	36	46	47	58	58	19	58	33	71	56	56	57	74	59	59	40	45	29	48	66	69	59	54	71	71	66	69	50	65	89	76	73	73	69	77	79	78	0	75	82	82	83	77	0	0	0	97	91	92	93	101	84	101	103	28	0	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	1	2	1	3	1	2	1	2	1	1	2	2	3	1	1	4	2	1	2	1	3	1	2	1	2	2	1	1	2	1	2	1	1	2	1	2	1	2	2	3	2	1	1	2	3	3	2	1	1	1	2	1	1	1	2	2	1	1	2	2	3	2	4	2	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	2	1	8	1
