step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102
1	-1023.492075096198619	-1030.347563047158019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665068594463558	0	1	3	2	2	3	4	4	5	4	7	6	7	6	6	6	8	7	7	9	9	8	8	8	7	9	10	10	9	8	8	9	10	10	10	10	10	9	9	11	11	10	13	11	11	11	10	10	11	10	11	12	11	13	11	13	13	12	12	13	13	14	14	12	12	13	14	14	13	15	14	14	14	16	14	14	13	14	15	16	17	15	15	17	16	16	17	16	17	17	17	18	17	17	18	19	18	19	20	21	20	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	3	2	4	3	4	3	3	3	4	4	4	5	5	4	4	4	4	5	5	5	5	4	4	5	5	5	5	5	5	5	5	6	6	5	7	6	6	6	5	5	6	5	6	6	6	7	6	7	7	6	6	7	7	7	7	6	6	7	7	7	7	8	7	7	7	8	7	7	7	7	8	8	9	8	8	9	8	8	9	8	9	9	9	9	9	9	9	10	9	10	10	11	10	11
500	-440.167769320397554	-447.023257271356954	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656750851380292	0	1	3	3	3	4	4	4	5	5	7	6	6	7	5	7	8	6	7	10	9	9	8	8	7	9	11	10	10	8	8	8	10	9	10	11	10	9	10	9	11	11	12	12	12	11	10	8	12	10	12	11	11	13	12	14	14	10	10	13	13	12	13	13	12	14	15	14	12	14	14	14	14	16	14	14	13	15	14	14	16	15	16	17	16	16	16	15	18	17	18	19	16	18	17	19	18	20	19	20	20	21	0	1	2	1	2	2	5	2	4	6	15	7	10	15	2	9	7	9	8	23	19	18	13	16	12	30	22	24	38	13	14	19	40	16	19	6	15	12	48	11	32	14	47	35	33	24	31	8	46	30	37	22	30	53	23	62	27	30	18	52	48	38	41	52	59	11	50	59	22	55	61	62	59	88	65	58	62	45	18	60	58	44	75	66	79	66	52	44	74	76	53	91	66	81	76	61	32	84	84	36	67	96	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	3	3	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	3	2	1	1	1	4	2	2	2	1	1	1	1	1	2	2	1	1	4	1	3	2	1	2	1	1	2	2	2	2	3	1	1	2	2	3	5	1	1	4	3	1
1000	-390.725229490682921	-397.580717441642321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.878114821033170	-1	1	3	2	1	3	5	3	5	5	7	5	7	5	7	6	8	7	7	9	7	9	8	8	8	9	11	9	9	7	9	10	9	9	10	10	10	10	10	11	12	11	12	12	10	11	10	10	12	9	11	12	11	13	12	14	13	12	10	13	13	14	12	12	11	14	14	14	13	15	13	13	15	16	13	15	14	14	15	16	17	13	15	17	16	17	17	14	16	15	16	19	15	18	18	17	17	19	20	21	19	20	0	1	4	5	1	5	6	5	6	8	2	6	10	3	8	14	16	9	6	7	9	23	30	16	9	19	35	13	11	16	19	26	11	19	25	17	26	24	25	21	28	47	35	47	20	59	11	50	21	30	9	45	39	27	35	61	20	40	23	36	53	71	65	29	36	31	55	60	42	75	46	43	71	67	65	42	64	45	58	68	73	25	61	52	67	88	85	52	20	60	82	95	34	74	41	78	32	84	84	97	91	101	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	1	1	1	1	3	1	1	1	3	1	2	1	2	1	2	2	1	1
1500	-395.713012878384518	-402.568500829343918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817125185465215	-1	1	3	1	3	4	1	4	6	5	7	6	7	6	5	6	7	7	6	10	8	7	7	9	7	9	11	9	9	8	8	9	11	11	10	10	10	9	9	9	12	10	13	9	12	11	10	10	11	9	12	12	11	12	11	13	14	12	12	13	14	15	14	12	12	12	14	14	13	15	14	13	14	16	15	14	13	11	15	16	16	15	15	17	17	16	18	16	16	17	18	18	17	17	19	19	17	19	21	20	20	22	0	1	4	1	7	1	1	5	6	2	15	6	14	5	3	6	10	15	15	50	19	14	3	8	10	19	32	22	16	11	19	17	26	37	22	31	40	19	23	11	48	21	12	18	27	29	39	39	36	30	29	32	38	24	21	27	55	18	53	41	69	50	9	24	36	35	45	78	34	61	11	54	35	57	65	47	64	24	53	46	60	22	35	66	70	43	41	57	54	82	82	84	57	65	85	90	53	84	89	95	98	101	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	5	1	3	1	1	3	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1
2000	-461.676590123720359	-468.532078074679760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691200500267112	0	2	3	1	2	2	4	4	5	4	7	6	8	7	6	6	9	7	8	9	10	7	8	8	6	9	10	9	10	8	9	9	8	9	10	9	10	9	9	11	11	10	14	12	9	11	11	10	12	10	11	13	12	12	12	13	14	13	13	13	12	14	12	11	12	12	14	12	13	16	11	13	14	16	15	14	14	15	16	16	17	15	16	16	15	16	17	16	14	17	17	16	17	17	18	17	17	20	21	22	20	21	0	1	6	1	1	1	3	6	8	2	2	10	18	7	8	7	8	10	15	15	15	16	16	8	8	19	45	22	33	16	18	15	12	19	30	14	23	7	2	30	38	18	71	21	11	15	36	26	11	17	21	48	20	40	47	50	49	61	40	41	21	47	8	15	31	50	61	47	49	76	15	47	49	55	36	53	39	59	73	75	89	20	40	54	55	50	63	64	64	22	82	42	74	70	70	64	39	59	101	39	95	92	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	3	1	1	2	2	1	1	2	1	1	1	1	1	1	2	3	2	1	1	1	1	1	2	1	1	1	2	2	4	1	1	1	1	2	3	2	1	2	2	2	2	4	1	4	1	1	1	3	4	4	1	8	1	2
2500	-385.711411575754710	-392.566899526714110	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.848064039832803	0	1	3	2	2	2	3	5	6	4	6	6	7	7	7	6	8	8	7	9	9	8	9	8	8	9	10	9	9	8	8	9	11	11	10	11	10	8	10	12	12	11	14	9	12	12	11	10	9	10	12	12	12	13	11	14	14	11	12	13	13	15	14	13	13	13	13	15	11	15	14	15	14	15	14	15	13	13	14	16	17	15	14	18	16	15	16	16	18	16	18	17	17	17	18	19	18	19	20	21	19	21	0	1	2	1	1	1	6	3	10	4	3	10	11	11	12	5	12	10	11	7	11	12	15	15	16	31	31	15	30	12	13	16	28	35	31	49	44	14	17	37	37	29	55	15	35	42	35	49	4	28	29	27	50	42	20	69	51	20	37	51	39	60	52	58	36	52	35	48	20	61	51	83	52	36	36	27	33	55	65	43	62	53	46	76	43	63	61	73	92	43	57	85	80	60	88	94	87	57	87	96	54	95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2
3000	-409.234842007312523	-416.090329958271923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844395536096031	0	2	3	3	1	3	5	5	4	5	7	6	7	6	7	6	7	7	7	8	10	8	9	8	7	9	11	10	10	8	6	9	10	9	9	10	11	9	9	12	11	9	13	11	10	11	11	11	11	11	10	12	11	14	11	12	12	12	12	13	14	15	14	12	12	14	14	13	11	14	14	13	13	16	14	14	11	15	15	14	16	14	15	17	16	16	16	17	16	18	17	16	16	18	18	19	18	19	19	22	21	20	0	5	2	2	1	5	5	3	2	4	7	2	2	4	9	3	7	7	8	14	39	12	15	11	6	18	32	42	30	18	6	24	19	11	20	30	39	31	18	29	28	18	21	38	20	38	38	32	32	22	12	45	51	58	19	53	12	32	41	37	40	42	55	42	36	34	27	56	34	56	60	46	28	75	36	77	20	60	61	59	65	39	60	59	71	54	48	70	45	24	86	67	40	92	52	91	67	62	93	102	99	75	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	3	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	4	1	1	2	2	3	5	1	1	2	1	2	1	1	2	1	1	1	3
3500	-385.504643041529391	-392.360130992488791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.885802953062851	0	2	3	2	2	4	5	4	5	5	5	6	6	6	7	6	8	8	6	9	9	9	8	9	7	9	8	10	10	9	7	9	10	8	10	10	10	9	8	11	11	10	13	12	11	12	10	10	11	10	12	12	11	13	12	14	12	12	11	12	14	15	15	11	12	13	14	13	11	16	15	14	13	14	14	14	13	14	14	15	17	15	16	17	16	16	18	16	17	17	16	18	17	16	19	18	18	19	20	21	19	22	0	1	2	1	1	4	6	2	1	2	3	10	6	6	9	11	25	6	6	16	25	39	9	15	9	19	16	24	17	15	16	6	22	16	17	12	10	13	14	30	17	25	49	42	47	25	39	25	34	32	49	18	24	35	28	40	42	33	39	59	57	78	69	21	36	40	57	51	34	66	73	58	59	58	65	41	49	66	33	43	83	49	78	88	76	67	88	71	24	91	79	93	67	56	84	91	83	67	97	98	75	87	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1
4000	-440.043107203689033	-446.898595154648433	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681643462737173	0	2	3	2	1	3	5	5	4	4	7	6	7	6	6	6	8	8	7	8	10	8	8	8	7	9	9	10	9	7	9	10	11	10	11	9	10	10	9	9	11	9	12	11	10	11	9	9	11	11	11	12	12	12	11	14	13	12	12	14	13	14	15	11	13	12	13	14	12	15	13	14	14	17	15	14	13	15	15	16	17	15	14	16	15	16	17	17	18	18	17	18	17	17	18	20	17	19	19	19	21	21	0	1	5	5	1	5	5	1	4	6	7	6	7	8	3	7	13	25	3	13	39	12	7	14	7	7	19	40	13	8	23	48	42	40	40	7	27	30	17	18	42	30	16	29	17	24	14	11	8	27	45	30	28	37	14	64	28	45	37	58	49	67	57	22	44	27	48	52	36	71	41	71	17	83	54	58	51	25	24	38	57	52	46	68	57	52	70	66	80	82	53	59	76	59	56	92	33	79	66	87	71	100	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	3	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	4	2	3	2	2	1	2	1	2	1	2	1	2	2	3	2	3	1	1	3	2	3	1	3	1
4500	-402.588570716561662	-409.444058667521062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731769665576708	0	1	4	3	2	3	4	5	4	5	7	6	6	6	6	6	7	8	7	10	9	8	8	7	8	9	11	10	9	8	9	9	10	11	10	10	11	8	10	12	11	11	14	12	11	9	10	10	11	11	12	13	11	13	11	12	13	12	12	12	14	12	14	11	12	13	14	14	13	14	14	15	14	17	14	13	13	12	15	16	17	15	16	16	16	17	16	15	17	17	17	18	16	17	18	19	18	19	19	22	19	21	0	1	6	2	1	2	6	6	1	9	16	10	10	9	9	10	14	16	15	8	16	8	13	14	12	15	18	30	13	12	18	19	38	23	29	3	48	14	15	26	46	38	32	48	12	8	18	30	24	13	29	64	46	45	35	34	55	17	28	53	65	41	78	46	36	35	54	59	60	51	65	77	57	54	59	41	20	26	57	63	88	41	75	39	68	84	37	66	85	63	50	86	56	43	60	89	87	85	95	97	89	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	2	1	3	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	3	1	3	1	4	1	1	1	1	2	1	1
