step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-851.310910313354839	-849.848828228835941	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.403527475792867	0	2	4	4	2	3	6	6	6	7	7	8	8	9	9	9	10	9	10	11	10	10	11	12	12	13	12	12	13	14	13	13	13	12	13	14	13	14	13	15	15	15	15	15	15	16	15	15	15	16	15	16	15	16	17	17	17	17	19	16	18	18	17	19	17	20	18	19	17	20	18	19	18	21	20	20	20	20	21	21	20	22	22	26	27	26	25	27	28	28	31	29	30	30	31	31	32	31	31	31	33	34	33	33	34	35	37	37	39	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	3	3	3	4	4	4	4	5	5	5	5	5	5	6	5	5	6	6	6	7	6	6	7	7	7	7	7	6	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	10	8	9	9	9	10	9	10	9	10	9	10	9	10	9	11	10	10	10	10	11	11	10	11	11	13	14	13	13	14	14	14	16	15	15	15	16	16	16	16	16	16	17	17	17	17	17	18	19	19	20
500	-557.753918202438740	-554.879057585798250	-2.874860616640462	0.000009985052441	0.000000646246060	0.064721348588117	0.251307039262940	0	3	5	5	3	2	4	6	6	6	7	8	8	8	8	8	10	10	10	11	9	9	11	13	12	13	11	11	13	14	13	12	13	12	13	15	13	15	13	16	15	14	16	14	16	16	16	14	15	17	15	16	15	15	17	18	17	17	18	16	16	17	17	18	17	20	19	18	17	20	18	19	18	20	20	21	20	19	21	21	19	22	22	25	27	27	26	27	28	27	31	29	29	31	31	30	33	31	32	31	33	33	33	34	35	34	36	37	39	0	1	2	5	1	1	5	6	3	4	1	10	9	10	7	4	2	3	10	15	12	6	4	14	16	20	4	22	2	20	1	20	21	12	10	20	22	35	18	42	30	37	15	37	10	16	34	20	11	41	11	34	11	17	41	18	20	10	25	48	37	24	41	28	60	11	14	41	52	65	55	37	60	69	53	70	65	59	30	29	28	67	42	30	82	25	4	3	61	11	40	83	72	26	41	68	48	41	37	55	31	64	61	46	15	61	70	20	70	1	1	1	1	2	1	1	2	1	1	4	1	1	1	2	1	4	3	1	1	1	3	3	2	2	1	3	1	5	2	7	1	2	1	4	2	3	1	2	1	1	1	5	1	5	5	2	1	4	1	5	2	4	3	1	4	3	5	3	1	2	3	1	4	1	7	6	2	1	1	1	3	1	1	4	1	1	1	4	3	4	2	4	4	2	7	12	11	4	9	7	4	5	7	7	5	10	8	8	6	11	9	6	8	15	9	7	15	9
1000	-532.971444155197901	-531.442310535708657	-1.529133619489205	0.000010029490588	0.000002767130934	0.275899449691976	0.379970984420351	1	3	3	4	2	3	7	7	6	8	6	8	8	10	10	8	9	9	9	12	10	11	11	13	13	13	13	12	14	15	14	14	13	12	13	13	13	14	13	15	16	15	13	15	15	16	14	15	15	16	16	15	15	15	18	16	16	15	18	15	18	18	16	19	16	20	19	20	17	21	18	19	18	20	21	20	20	21	21	21	20	21	22	24	27	26	25	27	29	29	31	29	31	30	32	30	33	32	31	31	31	33	32	33	34	36	37	37	40	0	1	1	3	1	1	4	2	4	4	4	11	11	17	5	2	4	8	4	10	10	13	21	23	28	23	19	18	21	6	4	24	23	14	20	23	15	15	16	38	48	12	3	17	28	24	10	38	26	14	58	23	33	36	46	15	27	25	23	23	23	35	15	38	26	69	25	38	54	37	44	38	45	55	71	71	65	47	59	42	46	61	54	41	41	37	55	8	85	54	85	69	30	54	68	80	91	60	66	76	51	85	93	66	87	71	104	70	35	1	1	1	1	1	2	2	3	2	2	1	2	1	1	2	3	2	1	2	2	2	2	1	1	1	1	2	1	3	7	5	1	1	1	1	1	2	2	3	1	1	4	5	3	1	2	2	1	1	3	1	2	1	1	1	4	2	2	3	3	2	4	3	3	1	2	3	4	1	4	1	2	1	1	2	1	2	4	1	3	3	1	2	6	5	7	3	9	1	6	3	6	7	6	6	4	1	8	5	5	6	3	1	6	6	6	1	8	12
1500	-491.041944068891667	-489.026299631856602	-2.015644437035069	0.000010035442708	0.000001367709790	0.136287937661678	0.477318943635889	0	2	4	5	2	4	7	6	6	8	7	8	8	9	10	10	11	9	10	11	10	8	10	12	12	12	12	10	14	14	13	13	13	12	12	14	12	15	13	16	15	15	15	15	16	16	14	15	15	17	16	16	16	15	17	16	17	18	19	16	18	19	17	19	17	20	18	19	17	20	15	20	18	21	21	20	20	20	21	22	20	22	21	25	27	26	25	27	26	29	31	28	30	30	31	30	32	28	32	30	34	35	33	32	35	35	37	37	38	0	1	1	3	1	1	2	6	2	8	3	5	8	11	10	6	7	10	11	18	13	8	22	19	3	23	22	6	26	37	23	20	20	14	21	13	17	37	26	30	34	35	36	30	35	37	12	25	32	47	26	29	30	33	23	36	39	10	54	54	29	57	31	29	44	65	38	67	26	56	10	73	49	71	22	24	14	39	62	73	59	45	62	55	58	74	78	84	79	56	98	50	76	49	89	92	92	72	83	50	91	87	84	46	85	74	57	88	49	1	1	2	1	1	2	2	1	1	1	2	4	1	1	1	3	2	1	1	1	1	1	1	1	4	1	2	3	1	1	2	2	1	2	1	2	1	2	1	1	2	2	1	1	2	2	3	1	1	1	3	1	1	1	4	1	3	4	3	1	3	1	3	1	1	1	1	1	2	1	5	1	1	3	7	3	5	3	1	1	1	3	1	4	5	3	3	1	3	7	1	5	3	8	3	1	2	2	5	5	2	5	5	6	3	5	10	5	10
2000	-417.239460490063323	-414.021398431464661	-3.218062058598663	0.000009955251774	0.000000509912287	0.051220431083475	0.593508582596277	1	3	5	4	3	4	7	5	6	7	7	8	8	9	10	10	10	9	11	10	11	10	11	12	12	13	11	12	13	14	14	13	13	13	13	13	13	14	14	15	13	15	16	15	14	16	15	16	15	16	15	15	16	15	17	17	16	18	19	17	17	19	17	20	17	20	18	20	17	20	18	19	17	21	19	20	18	21	21	21	21	23	22	26	27	26	25	28	28	29	31	29	30	29	30	30	33	32	31	31	32	34	34	33	34	35	37	36	39	0	1	2	5	1	1	2	1	2	8	8	3	4	7	13	3	12	7	18	13	10	12	14	27	17	19	12	20	15	36	9	20	19	16	19	19	10	16	24	30	17	22	16	31	19	20	34	25	32	38	29	26	34	34	47	53	34	43	61	51	52	60	42	40	38	34	25	57	57	67	73	56	51	59	69	77	48	7	28	75	10	80	41	52	87	83	74	66	84	87	86	86	78	85	92	94	58	100	88	94	83	99	96	99	104	104	102	87	95	1	1	1	1	1	2	1	2	2	1	1	2	3	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1	4	2	1	2	2	1	3	2	1	1	2	2	2	1	2	4	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	5	2	2	1	1	1	1	1	1	1	2	1	6	3	1	6	1	4	6	1	1	3	4	1	3	3	2	6	1	1	1	7	1	2	1	5	1	2	1	1	1	2	4	4
2500	-395.181989164170091	-393.675213455000971	-1.506775709169094	0.000009977033960	0.000002893461294	0.290012172532542	0.650924136833004	0	2	4	4	2	4	5	6	6	7	7	9	8	8	10	7	9	9	11	12	11	10	12	12	11	13	13	11	12	15	13	13	14	9	13	14	13	13	13	14	16	16	15	15	16	16	14	15	16	16	15	16	15	16	17	17	17	17	19	16	18	18	16	19	18	20	19	20	17	20	18	20	17	22	20	21	20	20	22	22	21	23	23	26	28	25	25	27	29	27	30	29	29	30	31	30	32	31	31	32	33	35	34	32	34	35	37	37	39	0	1	2	5	1	2	6	5	7	6	4	16	9	11	18	4	11	16	13	17	18	13	12	12	16	21	6	12	12	39	21	16	31	10	12	39	22	21	23	23	40	9	38	26	44	21	26	31	48	36	29	14	35	40	50	22	43	51	51	47	25	45	25	39	57	60	51	51	30	49	44	59	26	58	57	48	53	45	62	66	54	69	54	82	84	74	80	87	74	74	93	77	87	85	92	86	93	88	96	70	95	100	104	99	104	97	103	102	107	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	3	1	1	1	1	3	1	1	2	1	1	1	1	1	1	5	1	1	1	1	1	1	1	2	2	2	1	1	1	3	1	1	2	1	3	1	3	2	1	1	1	3	1	2	1	1	2	2	1	2	2	2	3	1	1	3	3	1	1	1	1	1	4	2	1	5	3	1	1	2	2	2	1	6	1	2	1	1	1	2	1	1	1
3000	-320.887469703784518	-319.349122471738212	-1.538347232046308	0.000009838962344	0.000002661912952	0.270548138967741	0.899720692661940	0	2	3	5	2	3	7	5	4	8	8	9	6	9	7	8	10	10	10	11	10	10	10	12	12	14	12	12	13	14	12	13	13	12	13	13	14	13	12	15	14	15	16	14	15	16	16	16	15	17	16	17	16	15	17	17	18	17	18	17	19	18	18	18	16	18	17	18	17	20	18	19	18	20	21	20	20	20	21	21	20	20	22	27	27	27	25	28	29	29	32	29	30	30	31	31	33	32	31	29	33	35	33	34	34	34	37	36	40	0	1	5	6	1	1	8	3	2	4	4	15	9	15	9	15	13	16	16	8	14	15	15	23	21	34	18	18	21	33	21	34	25	21	21	34	32	25	20	33	27	27	32	35	29	36	36	44	30	34	26	40	24	36	26	45	45	36	52	53	65	41	51	37	38	30	36	41	42	52	67	58	51	73	63	64	58	73	81	77	72	61	82	87	87	87	83	87	85	84	94	84	89	85	92	93	95	100	89	84	91	91	99	91	97	91	101	103	107	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
3500	-317.976025311167405	-316.324640171712474	-1.651385139454937	0.000009519012637	0.000002091564137	0.219724903933670	0.862929182210557	0	3	5	4	2	4	7	6	6	8	7	8	7	9	9	10	11	9	11	11	10	10	11	13	12	14	12	13	12	15	12	14	12	11	12	14	12	14	13	16	14	15	15	15	16	16	15	14	16	16	15	15	15	17	17	17	16	18	19	16	18	18	18	19	17	20	18	19	16	20	19	17	19	20	21	19	20	19	22	21	20	22	22	25	27	27	25	26	28	29	32	29	30	29	31	32	33	32	31	31	33	35	34	32	33	35	37	36	39	0	1	2	5	1	2	4	6	6	9	3	9	8	12	12	10	22	7	10	13	10	10	21	20	15	29	21	17	17	28	20	19	22	14	21	23	15	28	25	53	27	24	41	38	26	36	41	27	47	51	37	29	36	24	46	48	43	50	56	38	30	50	60	72	28	62	57	45	22	54	62	30	45	50	58	65	62	50	78	64	58	55	70	79	84	87	71	71	87	87	99	89	90	86	92	93	100	92	90	94	99	91	91	90	96	98	102	98	107	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
4000	-276.726296571452735	-274.988718937044609	-1.737577634408130	0.000009371543854	0.000001804222109	0.192521332375895	0.978809294903376	1	2	4	5	3	3	5	7	6	8	7	8	8	9	7	9	10	8	11	11	10	11	12	13	11	13	13	12	14	13	14	13	11	12	14	14	13	15	13	14	14	15	15	16	15	16	16	16	15	16	15	16	14	17	17	18	17	16	18	17	18	17	17	20	17	19	17	19	17	20	18	19	18	20	19	20	21	20	20	21	18	22	23	25	27	27	24	27	27	28	30	29	30	29	32	30	32	31	31	31	31	33	32	33	35	35	37	36	38	0	1	1	6	1	2	6	7	6	9	4	11	15	11	9	8	12	7	14	21	8	12	17	20	14	28	20	21	20	25	20	25	8	19	24	21	25	26	33	23	23	27	22	35	53	36	35	36	27	40	31	36	34	45	38	49	58	45	31	49	57	51	49	47	47	52	47	67	51	81	65	62	52	65	65	81	67	52	71	72	47	55	80	87	84	84	80	84	84	86	90	89	90	86	100	94	94	92	93	92	96	98	99	99	104	99	102	105	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-274.881360659310133	-271.846664628136921	-3.034696031173199	0.000009743921907	0.000000563856237	0.057867483177999	0.960314266501082	1	2	5	4	3	4	5	7	6	7	7	8	7	9	9	8	11	10	10	11	10	10	10	11	12	12	12	12	14	14	12	13	13	12	13	14	13	14	13	14	16	15	15	15	14	16	15	15	15	17	15	17	14	15	17	16	17	17	18	17	18	18	17	19	17	20	18	19	17	20	18	19	17	20	20	21	19	21	21	20	20	21	22	26	28	25	25	27	28	29	30	29	31	30	31	31	32	32	32	31	33	34	33	32	34	35	34	37	40	0	1	6	2	1	2	6	3	4	3	3	9	3	10	16	11	19	12	12	22	9	14	14	14	18	24	24	15	26	25	20	22	24	23	19	27	31	20	28	34	53	35	29	34	31	54	39	40	37	43	53	49	28	30	43	53	47	56	50	43	43	42	47	52	49	64	56	73	56	61	69	63	43	77	64	64	62	60	77	62	71	67	80	76	88	79	83	87	88	88	92	88	89	88	90	91	93	100	100	92	104	99	94	95	95	103	101	102	108	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
