step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
5000	-269.827834866121691	-278.878678246573031	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982506219941197	9	7	3	14	10	14	12	19	22	21	25	22	21	24	30	26	29	26	27	32	26	35	27	30	32	29	36	25	33	40	53	34	40	32	42	45	50	37	43	46	48	48	36	50	41	48	70	56	64	53	57	51	48	59	63	3	3	0	1	3	5	3	7	4	6	8	6	1	4	18	6	19	8	10	10	10	20	9	16	16	28	29	9	9	22	46	15	34	9	43	22	35	17	22	35	30	38	29	39	23	36	55	52	54	40	31	41	33	44	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-299.900802973784096	-308.951646354235436	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992072237436326	9	8	4	16	12	10	13	14	25	16	21	20	15	27	29	29	31	37	27	23	30	35	24	29	39	32	35	23	37	36	47	23	24	32	44	42	39	31	51	48	44	38	44	46	45	41	63	50	64	53	52	53	55	58	64	3	3	0	1	1	3	2	2	7	2	6	10	5	11	2	9	28	16	12	8	5	17	7	19	26	9	9	8	23	16	36	4	12	33	42	16	38	14	45	29	37	27	15	35	22	30	43	29	50	40	36	46	43	50	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-279.696611250929777	-288.747454631381117	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984360057282683	5	12	0	19	6	12	9	19	21	21	23	21	21	29	27	27	15	27	22	31	28	26	27	35	38	35	38	22	32	37	52	41	31	31	48	42	51	43	48	48	45	46	43	45	48	48	65	53	69	49	59	52	53	56	61	3	5	0	2	3	7	5	7	17	17	4	8	1	22	19	9	7	4	2	19	11	12	13	9	29	18	26	4	8	23	44	29	10	18	42	23	32	30	43	43	20	38	25	26	34	32	51	38	51	41	41	25	46	39	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-299.352767544554922	-308.403610925006262	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994202725967446	9	1	-5	10	7	12	14	18	28	20	20	25	16	23	21	24	17	36	15	28	26	27	23	35	41	31	35	29	33	39	46	34	33	36	42	46	54	33	39	47	47	41	39	53	49	38	62	54	66	46	45	57	51	57	50	5	3	0	2	2	2	5	5	15	7	13	17	5	17	1	13	5	38	4	8	19	11	4	20	24	12	28	14	15	29	24	28	10	33	27	35	30	22	21	34	29	26	13	55	31	27	44	40	55	34	46	36	51	51	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-290.297314308748469	-299.348157689199809	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981888427633060	13	14	3	9	6	11	9	20	26	23	22	26	15	28	23	20	23	34	28	32	27	32	23	30	40	33	36	19	28	38	46	35	33	38	49	36	47	36	52	42	46	43	48	52	44	50	59	53	62	56	62	60	54	47	60	5	7	0	3	3	5	3	1	23	28	8	15	4	11	6	3	2	11	15	15	13	15	16	19	27	15	19	2	11	14	18	21	21	9	45	28	36	15	41	25	45	32	42	37	22	41	35	40	35	43	44	44	54	25	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-287.601811304848411	-296.652654685299751	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989395763486032	10	11	0	19	6	13	13	20	26	15	26	18	22	27	32	27	19	33	20	32	22	33	24	25	40	25	35	26	36	41	50	35	38	38	50	38	43	28	47	49	47	32	27	49	48	43	62	53	66	48	60	52	56	54	64	3	3	0	6	3	5	5	10	17	2	19	6	10	21	9	8	6	28	2	16	3	26	5	17	20	19	43	13	43	15	37	15	28	20	46	22	27	4	43	37	25	9	8	36	36	20	53	50	51	34	31	45	50	27	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-286.198082426342978	-295.248925806794318	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975705265068152	11	8	-3	13	6	5	14	15	25	21	20	15	20	27	32	21	24	33	27	30	21	30	23	32	41	26	35	31	36	32	49	30	42	37	41	42	48	30	50	46	47	44	43	51	49	47	51	57	65	53	57	58	53	51	62	2	3	0	2	3	3	6	4	13	1	6	2	12	23	19	8	4	16	17	26	7	17	12	9	19	16	32	26	15	14	42	11	18	9	20	29	40	21	35	28	33	25	29	43	42	36	41	53	41	54	44	41	46	34	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-290.713898921455552	-299.764742301906892	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983184938308940	11	13	3	19	8	11	9	17	25	19	24	26	21	29	29	18	13	30	22	33	23	34	27	26	26	21	33	29	29	40	48	37	39	34	25	47	55	35	51	40	45	47	44	53	41	50	56	55	68	44	62	58	50	50	60	5	7	0	6	3	7	3	5	16	6	17	8	5	35	25	6	7	9	5	25	16	35	4	13	17	17	12	4	12	20	41	18	27	25	26	30	36	14	40	38	40	30	22	53	24	45	41	31	42	32	37	44	50	50	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-286.676194987681981	-295.727038368133321	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999120992368370	10	9	1	14	6	10	13	18	26	19	28	25	23	23	32	23	17	16	23	27	24	27	26	36	32	33	39	24	29	37	51	38	38	35	42	47	56	41	53	50	46	41	44	47	49	49	68	40	61	53	65	60	56	45	65	5	5	0	5	3	3	6	2	21	2	19	10	10	1	14	7	2	7	8	10	6	19	8	11	22	9	34	8	21	9	46	11	26	25	33	43	48	30	32	42	35	24	27	35	27	44	52	11	39	40	37	46	45	48	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-302.519698337062550	-311.570541717513890	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989948340453138	10	8	1	14	10	8	14	3	22	20	25	16	21	18	29	28	28	30	29	30	24	30	24	37	37	31	39	32	36	41	52	40	29	34	50	40	52	42	47	39	50	49	48	50	47	38	71	49	62	50	55	55	45	59	66	8	3	0	1	3	8	1	3	6	3	4	1	7	4	14	23	9	4	11	17	5	13	6	19	26	13	19	11	16	33	34	11	11	26	43	18	40	40	32	22	38	36	24	15	30	26	52	25	44	46	48	43	27	41	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-282.293089862780164	-291.343933243231504	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997124020868931	5	9	2	14	11	11	11	21	19	16	22	25	18	29	22	26	26	34	26	32	27	32	20	36	39	32	40	30	36	32	47	40	40	39	41	36	56	41	45	51	45	48	46	52	36	45	62	47	64	54	56	55	51	52	65	3	1	0	1	3	3	1	9	7	2	6	10	2	21	9	10	13	16	11	23	6	14	4	20	29	13	45	23	19	21	34	29	19	28	36	26	42	24	27	45	32	38	29	32	17	29	51	28	54	40	53	42	39	34	37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-289.097366472345300	-298.148209852796640	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972893339556167	12	6	1	17	10	9	10	21	20	17	27	23	22	24	27	26	20	22	23	30	29	34	19	36	35	33	36	30	26	43	45	33	39	33	48	40	55	40	48	49	40	45	47	40	52	44	68	50	66	41	54	54	47	60	54	3	3	0	6	3	3	2	1	5	1	9	10	5	17	17	17	5	10	1	12	18	21	6	21	20	16	21	16	18	27	25	12	24	15	26	20	53	25	33	31	32	18	24	26	43	25	40	25	45	26	46	48	34	51	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-280.643317724693873	-289.694161105145213	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996465261043123	8	4	0	16	12	8	13	15	27	18	24	18	20	29	22	21	23	32	21	31	26	31	19	37	33	30	36	31	26	40	45	35	39	33	44	44	39	37	53	43	48	45	40	55	49	46	70	55	66	52	56	56	51	60	60	3	3	0	5	6	2	1	6	15	4	8	5	6	15	5	5	4	16	8	15	16	11	7	22	23	16	25	13	23	27	26	20	29	5	37	43	32	21	46	24	40	43	28	31	30	30	44	50	44	46	36	35	43	39	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-298.457409304662008	-307.508252685113348	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995120597643598	7	3	-4	12	1	10	7	18	23	16	24	24	20	23	26	24	29	28	26	17	13	33	24	34	41	33	39	29	37	40	49	39	39	34	48	43	48	36	40	44	46	49	35	55	53	48	67	53	67	47	53	58	45	51	63	3	5	0	7	3	5	5	4	20	1	20	5	20	21	7	10	11	20	11	4	7	18	13	17	33	14	23	13	22	26	38	24	15	16	30	43	24	9	24	26	39	39	16	54	50	27	33	53	44	39	46	46	43	35	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-277.644149562005225	-286.694992942456565	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990040576008899	6	11	1	7	9	12	12	17	21	16	25	25	21	29	26	25	30	30	19	35	24	35	21	32	43	33	27	22	35	41	39	38	33	33	47	44	54	40	48	51	49	41	44	43	50	47	63	56	68	52	65	56	53	60	59	3	4	0	3	1	1	4	6	2	1	13	19	2	19	9	8	28	15	8	9	19	12	8	21	20	18	8	4	13	33	27	17	21	11	32	31	39	34	44	36	22	26	20	34	39	22	44	39	54	35	55	39	46	45	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-281.525792913377700	-290.576636293829040	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.958395651853627	9	9	3	17	9	14	9	16	25	22	23	17	13	30	28	27	31	34	25	27	25	32	26	28	42	31	35	31	34	34	50	32	37	36	51	34	54	36	43	48	44	40	43	55	48	50	63	53	69	47	51	58	53	49	58	3	3	0	7	3	5	3	13	13	7	13	1	7	20	21	8	21	20	11	10	12	23	10	11	14	21	19	23	16	10	38	19	29	26	42	6	45	26	36	38	42	32	18	51	41	50	44	46	55	39	36	51	50	42	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-299.461156247878591	-308.511999628329932	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980616997102651	9	9	0	17	5	6	12	19	24	13	15	27	17	30	29	19	22	33	27	34	21	31	24	31	40	27	38	30	35	39	50	35	34	30	45	39	52	42	39	46	50	46	46	53	50	28	63	35	60	49	60	61	50	55	62	6	5	0	2	3	3	2	11	5	6	1	23	1	11	23	2	4	26	4	14	13	46	13	4	27	21	26	17	28	34	43	9	34	19	27	23	50	14	24	38	33	39	30	35	20	10	53	19	30	27	45	37	35	31	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-275.463536150441314	-284.514379530892654	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983340674627795	9	5	2	17	10	12	10	12	26	20	26	21	19	26	19	27	28	34	29	30	21	22	22	34	35	34	39	30	37	40	49	38	39	34	41	39	49	40	50	45	45	41	45	48	46	42	58	55	60	43	64	49	56	59	65	3	3	0	5	2	3	3	3	12	8	10	8	3	12	8	21	13	17	16	9	8	15	7	14	20	28	25	13	28	25	46	26	19	14	34	17	42	24	30	26	38	18	28	42	50	24	45	37	44	36	54	33	44	31	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-292.355016221752066	-301.405859602203407	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969049953189722	8	12	1	14	4	10	11	19	16	18	26	24	18	24	29	27	24	35	29	15	28	30	23	36	40	28	36	29	33	41	42	16	35	33	38	45	44	42	45	42	43	49	43	47	50	48	58	49	52	49	57	60	52	54	57	5	6	0	1	3	1	1	6	4	6	13	32	2	10	8	23	9	14	2	6	13	23	32	34	28	23	16	11	11	18	34	7	11	14	15	24	30	34	30	27	21	37	35	35	38	43	54	31	37	43	41	54	39	36	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-278.325268591849522	-287.376111972300862	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983364682779123	7	13	0	17	12	6	11	18	26	19	22	28	21	29	29	23	30	35	28	31	24	31	19	30	44	35	40	26	33	36	36	36	37	34	45	44	55	38	49	51	46	46	44	53	53	43	63	56	61	54	60	59	49	50	55	3	6	0	7	6	3	1	2	11	2	8	16	4	21	7	8	28	17	23	9	8	21	2	8	34	15	20	7	12	16	24	24	11	14	33	20	38	11	38	27	27	18	32	42	43	33	45	39	53	25	45	37	30	36	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
