step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
1	-669.665920897443470	-678.716764277894868	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.621915632020828	-1	0	0	1	3	5	7	2	3	3	3	7	5	4	4	5	5	4	4	5	6	5	6	5	7	5	5	9	5	6	6	8	7	7	6	10	6	6	6	9	7	10	7	8	7	8	9	7	8	9	9	9	8	8	8	10	9	12	9	12	10	11	10	10	10	9	9	13	10	10	12	10	11	11	9	11	15	12	14	10	12	12	13	12	15	12	13	16	15	13	14	15	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-273.616527191854800	-282.667370572306140	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989701655213772	-2	0	0	2	2	6	8	3	4	2	4	7	5	4	5	6	5	3	4	5	3	6	4	5	5	6	5	9	4	6	7	8	7	5	5	11	6	5	6	8	8	9	7	7	8	5	10	6	7	4	10	6	8	7	8	11	9	11	9	7	10	11	10	10	11	8	10	12	11	10	12	9	12	4	9	7	14	8	15	10	13	11	12	12	15	12	14	16	13	12	10	15	0	1	1	3	1	21	76	3	3	3	4	20	11	18	14	34	19	1	10	19	3	23	21	29	19	21	8	16	4	23	10	27	22	8	29	80	4	74	18	30	33	32	37	20	16	23	55	25	11	10	72	13	22	35	37	57	41	67	60	27	55	40	55	57	78	29	41	28	51	40	56	44	40	21	26	17	65	49	86	19	32	70	63	55	65	64	65	92	58	64	45	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-277.067030790792046	-286.117874171243386	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992326291401935	-3	1	0	2	4	5	7	2	4	-1	3	5	5	4	5	3	4	5	4	3	6	5	6	5	6	6	6	9	6	7	6	9	7	8	5	7	6	4	7	7	7	11	7	9	6	8	8	5	7	9	10	9	8	9	8	10	7	12	8	10	9	10	10	11	11	6	9	11	9	4	10	11	11	10	7	10	11	11	10	7	13	7	12	13	12	8	14	13	15	10	14	14	0	10	10	3	3	16	35	10	2	1	8	38	5	8	17	4	2	8	2	2	5	5	13	9	14	11	9	53	6	14	17	86	29	38	11	66	19	16	24	25	15	59	24	6	17	39	31	5	38	49	86	36	36	7	35	47	22	65	15	75	66	47	52	75	69	14	46	44	49	11	59	34	76	53	35	7	44	28	61	48	62	13	90	52	50	15	79	51	64	75	77	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-262.783845463389923	-271.834688843841263	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971600635665671	-2	0	1	1	3	5	6	3	3	2	3	7	5	5	5	3	4	5	4	6	4	6	6	6	4	4	5	9	6	6	7	9	7	7	7	9	7	7	7	10	5	11	8	7	7	8	9	8	8	9	8	9	9	7	7	10	10	12	9	11	11	8	10	11	10	8	9	10	10	11	10	8	8	11	10	11	12	11	14	10	8	12	14	12	15	13	13	16	13	12	14	15	0	1	1	1	10	16	21	3	10	1	4	27	11	25	5	3	11	19	10	21	2	11	25	4	10	4	25	39	41	18	21	46	30	13	18	24	22	25	16	28	3	59	37	22	14	15	27	20	27	73	34	35	39	29	8	81	32	65	44	52	65	37	32	35	72	33	81	43	59	62	43	22	34	53	62	52	40	9	87	14	55	71	87	27	82	42	47	92	71	74	70	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-266.208355267982427	-275.259198648433767	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981620660973271	-1	1	1	2	3	6	6	3	4	4	2	6	5	4	4	5	5	1	4	5	5	5	6	5	5	4	5	8	3	4	7	8	7	6	6	9	7	6	6	8	2	11	7	8	8	3	9	6	9	10	8	7	8	8	8	9	10	10	10	12	10	12	9	10	11	8	10	13	10	11	12	10	7	9	7	11	16	10	13	10	13	11	11	11	15	12	13	15	12	14	14	15	0	1	1	1	11	2	17	3	8	41	3	26	8	5	5	15	14	1	46	9	46	5	14	5	10	41	30	27	3	2	30	34	23	9	13	39	26	15	5	33	1	58	17	7	48	11	23	22	14	56	48	24	6	12	19	16	55	55	54	50	74	14	44	47	40	22	36	71	32	32	82	32	21	33	22	45	59	51	42	47	45	44	45	73	90	44	45	79	72	68	86	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-258.130275242694267	-267.181118623145608	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988389611552438	-1	0	1	1	4	6	8	2	2	4	3	8	5	3	5	3	4	4	4	6	5	5	6	6	7	3	5	8	6	5	6	7	7	3	7	9	7	6	6	9	6	10	8	7	6	9	9	7	5	9	10	7	9	7	8	10	6	13	10	12	8	12	9	9	9	6	7	13	10	11	12	10	11	10	10	10	15	8	14	10	12	9	11	13	14	13	14	16	15	12	15	13	0	1	2	2	9	16	52	3	3	9	3	38	34	8	14	2	8	14	11	15	16	26	5	5	6	8	16	44	16	4	17	13	6	4	13	37	45	15	49	20	17	63	6	15	30	52	48	15	14	44	82	45	67	38	13	32	17	90	61	80	10	59	32	15	45	17	15	72	32	57	42	48	74	45	63	25	68	57	72	25	59	30	72	28	90	28	58	89	71	63	68	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-268.614384762541590	-277.665228142992930	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.960512551266160	-2	0	1	2	4	5	7	2	3	3	0	8	6	5	5	4	6	1	4	6	7	6	6	6	7	5	2	9	5	6	3	5	8	7	6	11	7	6	3	10	8	10	8	8	7	9	10	6	8	9	8	9	9	8	8	11	8	12	10	10	10	9	10	10	10	10	9	13	10	9	13	10	10	11	9	12	12	11	14	8	12	13	11	12	14	11	13	16	14	13	13	15	0	1	11	18	39	18	32	18	4	2	1	35	39	5	16	9	16	1	8	29	22	26	32	26	8	31	18	49	3	2	18	10	37	26	19	75	14	29	8	55	23	22	14	30	14	7	44	31	21	37	16	49	24	23	35	19	24	74	7	51	12	14	49	57	53	28	25	36	46	29	81	20	43	41	30	60	66	52	86	15	70	73	3	30	61	72	78	92	59	58	60	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-281.317348351791907	-290.368191732243247	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994264458629294	-2	1	0	-1	3	5	8	3	3	2	1	8	3	4	4	4	4	4	4	5	5	5	5	6	7	6	6	10	3	6	5	8	7	7	5	11	6	7	7	10	8	11	6	8	2	9	10	7	7	9	9	9	8	8	9	9	9	9	9	11	7	10	8	11	7	10	6	9	10	11	13	5	12	11	9	11	14	13	14	8	12	12	13	12	12	9	11	16	15	12	14	11	0	4	4	1	2	8	26	45	2	3	4	39	11	8	8	45	4	11	9	13	13	8	10	21	5	45	8	43	10	20	17	43	14	37	10	47	31	26	35	12	33	61	21	18	3	39	86	35	72	37	43	24	17	26	23	34	54	35	63	20	22	50	35	50	30	50	19	67	34	41	42	16	36	46	21	62	40	64	71	24	46	50	74	28	87	65	47	90	58	30	46	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-261.748047989990198	-270.798891370441538	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990868935211397	-2	1	1	1	4	6	7	2	4	3	3	7	5	0	4	4	3	2	5	5	3	6	6	6	7	5	6	10	5	7	4	8	8	6	6	9	6	7	7	8	8	11	7	9	7	8	7	8	5	9	9	9	7	8	9	9	9	10	9	12	11	12	10	10	10	9	9	10	10	10	12	9	11	11	7	12	15	13	13	8	11	12	13	12	15	13	13	15	13	11	11	16	0	1	14	1	8	49	16	14	18	4	2	23	10	1	10	11	1	14	31	9	14	29	31	9	8	17	10	67	5	34	11	20	34	5	8	25	31	34	34	35	43	59	37	38	49	13	34	27	17	48	31	12	37	38	80	12	34	57	24	65	59	70	53	39	54	75	29	46	54	59	54	75	72	46	20	61	56	41	27	22	67	69	90	69	79	44	63	56	42	63	45	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-250.328303587451103	-259.379146967902443	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985863436711408	-1	1	1	2	2	5	7	3	2	4	3	7	0	4	5	5	6	3	4	5	3	6	7	5	6	4	4	10	5	4	6	8	7	6	3	8	6	5	6	9	7	11	7	9	7	9	9	7	6	8	9	9	6	9	8	11	9	10	9	11	10	9	10	10	10	9	10	13	9	10	13	8	11	11	8	12	16	12	12	11	10	12	11	9	15	12	13	16	14	13	15	13	0	1	1	1	3	26	24	1	13	5	2	49	1	35	8	19	10	4	21	10	4	14	39	5	20	8	18	15	21	5	30	37	14	21	2	31	2	35	30	7	20	62	49	26	29	12	25	14	38	43	72	49	10	41	38	84	41	49	55	47	66	7	55	36	50	50	55	67	55	59	42	12	44	59	49	61	90	36	55	46	43	61	52	22	78	28	78	91	86	86	90	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
