step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91
1	-1683.737208052963069	-1692.788051433414466	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.001134721251763	-2	10	3	12	15	9	16	19	17	24	19	18	18	18	27	23	23	18	26	29	22	26	33	20	27	28	21	25	23	25	25	33	30	25	23	30	31	27	34	24	28	35	31	32	23	30	32	29	37	36	27	29	31	30	29	32	27	28	30	31	29	34	45	31	33	32	34	36	34	37	30	34	42	37	40	42	36	43	44	36	46	37	37	47	43	41	39	45	45	42	49	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-955.994978055374986	-965.045821435826383	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.004056249481569	-2	5	6	10	16	9	13	18	20	24	13	21	21	14	25	19	19	17	20	30	23	29	30	18	28	31	23	26	21	26	25	36	27	21	17	24	35	30	32	26	29	35	26	34	25	33	28	27	37	36	29	28	28	23	32	31	30	25	33	24	23	30	41	31	29	24	34	28	23	37	25	29	36	37	43	45	27	42	48	36	40	36	39	49	37	32	38	45	44	43	46	0	1	1	1	6	1	4	2	18	16	6	7	3	1	12	5	14	11	7	54	7	10	28	6	69	19	9	13	14	19	18	41	29	4	4	24	62	69	58	19	30	58	29	68	61	20	16	17	33	64	10	27	8	35	20	66	15	34	62	16	35	61	85	71	61	35	77	30	6	64	29	17	68	68	83	82	61	77	85	41	42	31	56	80	59	66	57	74	73	80	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-799.778582012365632	-808.829425392817029	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.029303586000958	-5	13	5	12	17	5	18	20	17	12	22	16	19	17	27	21	26	18	25	29	19	25	33	23	29	33	22	22	26	21	24	37	29	21	18	33	32	26	32	25	26	30	30	27	10	24	31	28	32	25	20	27	27	24	28	35	18	29	29	29	22	37	35	34	28	25	23	35	31	38	31	32	42	25	36	39	35	43	44	35	42	37	40	38	43	28	36	35	48	37	43	0	3	1	6	45	1	2	4	10	3	35	10	45	3	67	18	54	45	2	13	4	61	74	35	40	57	5	9	27	45	5	71	38	5	10	25	31	13	54	12	28	66	33	8	6	5	31	30	43	7	3	21	28	21	27	55	10	44	50	44	21	33	38	51	54	5	16	69	74	65	38	24	49	12	53	47	51	75	88	34	64	74	43	88	20	57	29	23	78	42	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-480.203453505266282	-489.254296885717622	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999917092642496	-1	8	6	10	17	7	13	19	19	23	11	18	19	14	25	22	25	18	12	32	15	21	33	14	29	27	16	18	17	24	23	30	21	22	24	26	29	23	36	13	27	30	31	34	26	27	31	27	38	31	23	25	27	33	27	22	14	29	29	25	31	29	37	31	35	23	36	39	32	40	17	34	44	31	36	37	33	37	47	38	43	34	37	47	37	40	29	48	40	39	48	0	6	1	6	11	1	3	19	19	57	3	11	57	6	13	12	8	6	6	30	11	12	42	4	10	29	6	24	40	5	40	30	5	27	24	29	45	71	62	1	51	35	35	56	3	9	57	38	50	41	7	38	35	59	56	5	2	16	60	11	22	31	48	10	50	7	61	59	30	26	40	60	67	31	52	17	53	36	80	28	67	52	30	70	31	39	51	70	44	34	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-466.764836537613007	-475.815679918064347	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980479383863487	-3	11	5	13	18	9	17	15	14	22	19	16	18	17	29	21	25	13	28	32	22	24	31	13	24	32	18	24	20	27	26	34	25	27	17	31	19	28	33	24	27	33	24	34	19	32	30	33	33	30	29	22	34	34	30	34	26	28	33	23	30	28	44	24	33	33	31	36	28	39	25	33	44	36	36	43	35	39	40	32	40	33	38	40	26	41	40	44	49	28	48	0	3	1	3	6	1	24	4	6	5	18	2	18	4	16	5	21	3	10	30	7	5	38	2	4	31	24	45	8	21	45	40	45	37	2	71	6	14	90	7	60	35	8	62	9	50	40	36	71	28	64	12	41	15	17	19	52	52	5	11	27	11	48	5	51	9	52	26	21	28	8	11	83	62	80	70	67	15	17	30	19	57	46	80	16	48	77	51	86	43	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-462.421745171574401	-471.472588552025741	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995055910013436	0	12	4	14	15	12	8	21	17	24	11	16	20	9	31	24	23	19	24	32	19	29	32	18	24	26	20	26	27	25	26	30	32	22	20	27	35	27	31	18	29	37	31	30	19	31	31	27	39	38	30	29	33	26	24	30	27	31	27	31	23	31	30	28	37	33	33	35	37	35	25	33	44	36	43	26	36	42	41	36	36	34	39	47	40	41	34	45	44	38	44	0	1	1	3	7	3	1	6	2	4	3	6	2	3	36	12	2	4	40	24	4	28	34	2	9	40	6	16	27	45	24	40	59	4	12	4	38	16	28	7	76	22	25	34	6	30	71	11	64	67	10	71	54	25	27	17	12	30	10	29	4	59	36	10	51	30	57	13	47	38	8	52	86	28	39	11	36	51	90	15	62	15	22	37	47	68	46	58	80	31	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-462.753487436950877	-471.804330817402217	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999045281918461	0	12	4	14	12	8	14	22	16	25	16	13	19	20	17	25	21	19	17	21	22	27	34	22	22	27	24	21	23	22	25	19	27	26	23	32	33	27	32	24	26	37	34	34	25	25	25	31	37	23	26	29	31	27	31	29	20	30	28	30	28	37	45	27	31	34	35	31	36	41	32	32	38	33	41	42	32	39	43	31	42	34	37	43	40	38	40	41	46	44	52	0	3	1	2	6	1	1	7	6	9	12	3	12	6	2	13	9	2	5	5	5	20	14	9	19	14	57	2	7	7	35	5	17	46	17	51	38	50	21	7	4	82	38	55	32	15	18	47	82	57	57	20	41	8	59	13	5	46	21	18	20	26	67	32	34	8	53	21	33	66	61	10	74	47	33	47	54	8	42	61	67	35	44	83	36	69	34	72	71	85	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-478.677190777130875	-487.728034157582215	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995977115431616	-4	12	3	17	18	4	15	14	9	25	11	18	20	20	24	14	23	8	15	32	23	22	31	18	28	20	18	25	25	21	26	26	31	22	25	25	34	30	36	24	29	36	25	33	23	33	34	30	32	38	26	24	31	33	23	22	27	28	26	31	25	37	36	32	28	28	30	31	33	32	28	34	41	35	39	39	34	42	45	29	45	32	38	42	30	44	38	48	44	32	49	0	6	1	9	19	1	11	9	3	34	18	11	2	18	55	18	19	6	9	31	8	13	30	8	19	9	6	13	12	19	34	55	35	11	26	12	34	2	54	11	56	37	14	58	5	80	35	52	28	52	21	19	21	71	4	11	7	15	14	28	7	25	53	55	51	30	34	32	32	17	52	71	77	90	72	54	65	71	46	11	83	10	68	62	12	71	32	74	39	80	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-487.858239901337015	-496.909083281788355	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983024325342486	-2	13	7	4	16	11	19	15	16	23	22	14	14	12	24	26	19	16	24	30	25	26	33	20	27	28	25	16	20	19	15	28	30	23	25	21	30	24	34	23	22	24	27	35	19	18	19	28	31	33	26	29	32	32	21	26	23	32	33	35	19	37	33	33	33	28	31	35	28	40	27	36	42	37	31	41	28	45	34	36	45	38	29	45	33	33	43	44	42	44	44	0	3	4	1	3	4	46	4	14	17	14	3	3	3	47	41	14	13	7	38	31	18	5	31	10	45	45	3	12	4	3	30	41	47	8	2	21	3	69	8	28	45	7	49	5	31	12	11	22	51	11	56	11	40	8	55	46	55	16	69	14	48	27	48	83	7	18	9	19	44	24	37	59	75	26	60	8	62	57	20	58	53	34	50	15	16	80	33	49	67	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-460.278515544900529	-469.329358925351869	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973369098159038	-2	5	3	14	8	8	9	15	20	25	19	17	18	9	30	25	18	21	27	29	25	27	31	18	23	29	18	21	20	20	24	30	20	28	28	29	30	25	37	27	21	32	30	34	23	27	32	30	32	28	23	30	25	33	24	32	27	27	31	33	22	30	43	31	32	25	38	35	25	38	28	32	37	38	33	44	30	38	47	33	36	38	35	47	42	36	34	43	46	40	52	0	1	1	5	1	3	2	14	6	61	8	7	8	3	38	8	14	17	9	38	29	41	53	5	33	13	14	12	7	8	27	71	4	9	31	18	61	11	65	9	8	16	53	53	33	25	18	22	35	11	33	13	12	55	8	38	31	33	18	58	27	55	78	22	10	11	58	49	24	75	30	34	64	75	50	81	53	16	90	45	69	56	11	90	49	21	35	42	82	52	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
