step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28
5000	-236.419411989416488	-243.274899940375860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530530337311208	1	-1	4	6	6	6	7	9	8	11	11	12	14	12	13	15	17	16	17	16	21	18	25	29	30	29	33	34	2	0	1	1	3	3	3	3	4	3	8	11	12	8	8	8	16	13	16	15	22	16	0	0	0	4	25	25	1	1	1	2	1	2	1	3	1	3	1	1	1	1	2	3	1	1	1	2	2	2	1	1	1	6	2	2
5500	-245.787880610595096	-252.643368561554468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515424547225381	1	-1	4	5	6	7	7	8	8	10	11	12	14	12	12	16	16	16	18	15	21	20	26	29	30	30	34	36	2	0	1	3	3	4	4	6	6	8	10	8	11	10	10	12	8	8	17	10	19	16	0	0	0	3	25	25	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	4	4	1	2	2	2	1	1	1	11	3	3
6000	-198.231723426580288	-205.087211377539660	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.477417111901057	1	0	4	5	6	7	9	8	7	10	11	13	13	12	14	15	15	16	17	17	21	21	26	29	31	31	35	35	2	0	1	1	3	4	9	6	4	8	8	10	8	8	8	12	10	6	16	12	19	16	0	0	0	18	25	25	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	2	4	1	2	2	3	1	1	1	7	2	2
6500	-217.997066000135646	-224.852553951095018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.505310397516122	1	0	3	3	5	5	8	8	8	10	10	12	13	13	12	15	17	16	18	17	21	20	25	30	30	32	33	34	2	0	1	1	4	3	6	3	3	8	4	10	11	12	9	12	16	13	16	16	19	19	0	0	0	15	25	25	1	1	1	1	1	1	1	1	3	1	3	1	2	1	4	2	1	1	1	1	2	1	1	1	1	10	2	2
7000	-229.800981256068042	-236.656469207027413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522068316033671	1	0	4	5	6	7	7	8	9	8	12	12	14	12	11	16	14	16	19	16	21	20	24	29	29	29	34	36	2	0	1	2	2	2	4	3	4	3	10	8	8	8	6	10	14	15	16	15	19	20	0	0	0	6	25	25	1	1	2	2	3	4	1	2	2	2	2	1	3	3	2	3	1	3	2	3	1	2	1	1	1	13	3	4
7500	-222.413309031820717	-229.268796982780088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482544572616469	1	-1	3	5	6	8	9	8	7	11	11	12	12	13	13	15	17	15	18	17	21	20	25	29	30	29	34	35	2	0	1	1	3	9	9	3	3	8	9	10	10	10	13	12	18	13	16	18	19	19	0	0	0	10	25	25	1	1	1	2	1	1	1	3	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	8	2	2
8000	-232.527941980370883	-239.383429931330255	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682772725421539	0	-1	4	5	6	7	9	8	7	10	12	12	14	12	13	16	15	17	15	16	22	20	24	28	29	28	35	35	2	0	1	3	3	1	6	9	3	8	10	8	11	10	8	19	14	13	12	11	18	19	0	0	0	6	25	25	1	1	1	1	1	3	1	1	1	1	2	2	1	1	3	1	2	2	1	2	3	3	1	1	1	10	4	2
8500	-255.993797315369562	-262.849285266328934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552871434913570	1	0	4	5	7	7	9	8	9	10	11	12	14	13	13	14	16	16	19	18	21	21	25	30	30	30	35	34	2	0	1	2	4	4	6	3	4	8	8	8	12	9	11	12	12	15	16	12	16	19	0	0	0	6	25	25	1	1	2	3	1	1	1	2	3	1	2	2	1	3	1	1	2	2	3	2	3	1	1	1	1	8	2	3
9000	-226.187043386703635	-233.042531337663007	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483401676082752	1	0	3	5	7	7	8	8	7	7	10	12	12	13	14	16	16	16	18	17	20	20	24	29	31	31	35	35	2	0	2	1	3	4	1	4	3	2	10	8	11	12	13	12	14	11	16	18	19	19	0	0	0	18	25	25	1	1	2	2	2	1	3	2	2	4	2	2	1	1	1	2	1	3	2	1	2	1	1	1	1	6	3	3
9500	-227.245323210047758	-234.100811161007130	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513423392411197	1	0	4	5	7	8	8	8	7	10	12	12	14	12	11	16	17	13	18	17	21	20	24	28	30	30	34	35	2	0	1	1	1	4	4	3	4	8	10	15	8	10	4	12	16	15	16	18	19	16	0	0	0	15	25	25	1	1	1	2	3	2	2	2	1	1	1	1	3	2	3	2	1	1	1	3	2	2	1	1	1	8	2	2
10000	-268.380036576108580	-275.235524527067980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489138299257847	1	0	4	4	6	7	8	8	8	10	12	12	13	12	14	15	16	15	17	16	22	20	26	30	31	31	35	35	2	0	1	1	1	2	4	6	3	8	10	8	10	10	12	12	15	13	14	12	22	19	0	0	0	20	25	25	1	1	2	1	2	3	2	1	2	1	1	2	1	1	1	1	1	2	4	1	1	2	1	1	1	6	2	2
10500	-244.551730490115517	-251.407218441074889	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572810905716504	1	-1	2	5	6	6	8	9	8	10	11	12	12	12	13	14	17	15	19	17	21	20	24	29	31	31	34	34	2	0	2	1	4	3	6	4	4	4	8	8	8	8	13	12	14	13	6	18	19	16	0	0	0	6	25	25	1	1	1	2	1	2	1	2	1	2	1	2	2	2	1	2	2	2	5	2	1	3	1	1	1	14	2	2
11000	-217.734127253836931	-224.589615204796303	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497524647590436	1	0	5	5	6	6	8	8	7	10	11	12	14	13	12	16	16	15	18	17	21	20	25	29	28	32	35	35	2	0	2	2	1	1	9	9	3	8	8	10	9	12	4	13	15	15	16	8	16	19	0	0	0	4	25	25	1	1	2	3	2	3	1	1	1	1	2	1	3	1	3	1	2	1	1	4	3	1	1	1	1	16	3	3
11500	-217.558391467647340	-224.413879418606712	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547196757267252	1	-1	4	5	6	6	8	8	8	11	12	11	13	12	14	14	15	17	18	17	21	19	25	29	29	31	33	35	2	0	1	1	2	3	6	6	6	8	8	8	10	8	11	12	14	13	8	10	22	19	0	0	0	4	25	25	1	1	1	3	2	1	1	1	1	2	2	2	1	2	1	2	2	2	4	4	1	1	1	1	1	10	2	3
12000	-240.018908979147056	-246.874396930106428	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574050813879599	0	-1	3	5	6	5	8	8	8	9	12	11	13	13	11	16	17	16	19	18	20	21	25	29	28	29	34	35	2	0	1	1	4	3	4	6	6	3	10	10	12	8	9	12	18	10	16	16	16	21	0	0	0	16	25	25	1	1	1	2	1	1	2	1	2	3	2	1	1	2	1	3	1	4	2	1	2	1	1	1	1	7	2	3
12500	-235.998555095661857	-242.854043046621229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524786774325660	1	-1	5	4	6	8	7	8	8	11	11	12	14	12	14	14	17	15	18	15	20	21	25	30	30	32	34	35	2	0	1	1	3	4	4	3	3	8	9	10	8	10	11	10	10	13	16	11	19	19	0	0	0	20	25	25	1	1	2	2	1	3	2	1	1	2	2	1	3	1	2	2	3	1	2	4	2	1	1	1	1	14	2	2
13000	-210.574152589000562	-217.429640539959934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666538668514276	0	-1	4	5	6	8	8	8	9	10	11	12	13	13	12	15	15	17	18	17	21	20	25	29	30	32	34	33	2	0	2	1	3	1	3	3	6	8	10	8	8	10	6	14	13	10	16	10	16	19	0	0	0	18	25	25	1	1	2	3	1	3	2	1	1	1	1	2	2	2	2	2	1	4	1	3	3	1	1	1	1	7	2	2
13500	-229.410775590901522	-236.266263541860894	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560646189403745	1	0	5	5	6	7	7	8	9	10	11	10	13	11	11	14	16	17	19	18	21	20	25	30	30	31	34	36	2	0	2	2	4	3	3	6	6	8	8	8	10	8	10	12	10	12	16	10	22	19	0	0	0	4	25	25	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	4	1	1	1	1	1	8	2	2
14000	-214.404184495831828	-221.259672446791200	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560010159883660	1	-1	4	6	7	8	9	9	7	10	11	11	12	12	13	14	17	17	19	17	22	18	26	29	29	31	35	36	2	0	1	3	3	4	4	1	1	6	10	9	9	10	13	12	12	10	16	13	19	16	0	0	0	8	25	25	1	1	2	1	2	1	2	5	3	1	1	2	2	1	1	2	3	4	2	3	1	3	1	1	1	11	3	3
14500	-224.544349094324104	-231.399837045283476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.541660698392776	1	-1	5	3	5	6	8	8	9	11	12	12	13	12	13	16	15	14	18	17	21	20	24	30	31	32	34	34	2	0	4	1	1	1	6	3	3	8	8	10	14	6	8	14	18	13	16	13	19	19	0	0	0	9	25	25	2	1	1	1	1	2	1	1	3	1	2	1	1	2	2	1	1	1	1	3	2	1	1	1	1	12	2	2
15000	-224.376848754580493	-231.232336705539865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.391496474843286	0	-2	4	6	5	6	8	8	8	10	12	10	13	12	14	16	14	16	18	18	19	21	25	29	31	32	35	35	2	0	2	5	2	3	3	3	3	1	12	8	8	12	10	10	12	13	10	8	16	21	0	0	0	10	25	25	1	1	2	1	4	1	2	2	2	4	1	1	2	1	2	2	1	1	3	5	1	1	1	1	1	12	2	2
15500	-214.205784570306946	-221.061272521266318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380519001026458	1	0	4	4	6	6	7	8	8	10	11	13	12	12	13	15	16	16	17	17	22	20	25	29	30	31	34	35	2	0	2	2	3	3	1	3	3	7	8	14	10	10	14	4	11	13	7	8	22	19	0	0	0	16	25	25	1	1	2	2	2	1	3	2	1	2	2	1	1	1	1	7	2	1	6	5	2	1	1	1	1	8	2	3
16000	-221.412182298207171	-228.267670249166542	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415378968343608	0	-1	2	5	6	7	8	8	8	10	11	12	13	13	14	16	16	14	18	17	21	20	23	29	30	31	32	35	2	0	1	2	3	1	3	3	4	8	4	8	10	8	12	8	13	12	16	14	20	16	0	0	0	11	25	25	1	1	1	2	2	3	3	3	1	1	5	2	2	2	1	4	2	1	1	2	2	3	1	1	1	10	2	3
16500	-227.645635882156569	-234.501123833115940	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516766417654736	1	0	4	6	6	8	9	7	6	10	11	13	14	12	14	15	14	16	18	17	21	20	26	29	30	31	33	35	2	0	2	2	3	3	6	3	1	8	8	10	4	10	12	12	11	10	16	11	16	20	0	0	0	18	25	25	1	1	2	3	1	2	1	2	2	1	2	1	3	1	1	1	2	3	2	3	2	2	1	1	1	9	2	2
17000	-240.487037593246754	-247.342525544206126	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423893384840580	1	-1	4	6	6	7	8	8	8	11	11	10	13	12	14	15	16	15	18	17	21	19	26	29	30	32	34	35	2	0	1	3	1	4	3	6	4	8	8	6	11	9	8	14	15	8	16	10	17	16	0	0	0	9	25	25	1	1	1	1	2	1	3	1	2	1	2	1	1	2	3	1	1	4	2	3	3	2	1	1	1	15	2	3
17500	-223.541489636905254	-230.396977587864626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.347454083212848	1	0	5	6	7	8	9	7	9	9	11	12	13	12	12	15	16	15	19	17	21	20	25	27	30	32	34	36	2	0	2	1	3	4	3	3	1	8	10	2	11	4	11	10	16	15	16	18	19	6	0	0	0	12	25	25	1	1	2	2	1	2	1	1	4	2	1	5	1	3	1	3	1	2	2	1	2	7	1	1	1	11	2	3
18000	-244.986851917829455	-251.842339868788827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609084377814559	1	0	4	5	5	6	9	8	8	11	11	12	13	12	14	15	17	16	18	17	21	20	25	29	30	30	33	36	2	0	2	1	1	3	4	1	6	8	8	10	10	8	11	10	18	11	16	8	19	19	0	0	0	5	25	25	1	1	3	2	2	1	1	4	1	2	2	1	1	1	2	2	1	2	2	4	2	1	1	1	1	14	2	2
18500	-234.645592543655567	-241.501080494614939	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611403667309457	1	0	4	5	7	8	8	7	7	10	11	13	12	11	13	16	15	16	18	18	21	21	25	30	29	31	34	35	2	0	2	1	3	9	4	4	3	8	10	14	8	8	13	12	12	11	16	11	16	19	0	0	0	18	25	25	1	1	2	2	1	1	1	1	2	2	1	1	2	2	1	2	1	2	2	4	3	2	1	1	1	7	3	2
19000	-223.895092589691359	-230.750580540650731	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596504395860219	1	0	4	5	7	6	8	9	8	10	9	11	13	11	14	16	15	15	18	17	22	19	24	29	30	30	33	35	2	0	1	1	3	3	6	1	6	3	3	9	10	8	13	17	8	13	16	17	16	19	0	0	0	10	25	27	1	1	1	2	1	1	1	3	1	4	2	1	1	1	1	1	4	2	1	2	4	1	1	1	1	5	2	1
19500	-205.264254098743095	-212.119742049702467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686860264700722	1	0	3	6	6	7	8	8	9	10	12	13	14	12	14	16	15	17	18	16	21	19	25	28	31	30	35	35	2	0	1	2	2	4	4	4	7	8	10	14	11	10	12	12	12	10	16	13	16	19	0	0	0	18	25	25	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1	1	1	10	2	2
20000	-228.356361573480996	-235.211849524440368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637945216672279	0	-1	2	5	6	6	8	8	8	10	12	13	14	12	13	15	15	16	18	17	22	20	25	28	30	32	34	35	2	0	1	3	4	3	3	4	1	8	10	10	11	10	8	15	13	13	16	13	22	19	0	0	0	12	25	25	1	1	1	2	1	2	3	1	3	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	9	2	2
20500	-257.202009240311099	-264.057497191270500	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533857242668189	1	0	3	5	5	5	7	8	9	10	11	12	13	9	14	13	16	16	17	18	22	21	26	29	29	32	35	35	2	0	2	3	3	2	6	7	7	8	8	10	9	6	13	14	9	15	16	18	19	19	0	0	0	16	25	25	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	3	1	2	2	2	2	1	1	1	12	4	3
21000	-252.858741767520911	-259.714229718480283	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494797262265004	1	-1	5	6	7	7	8	8	9	9	11	11	14	13	12	16	16	16	18	17	21	20	26	28	30	31	34	36	2	0	1	1	3	4	4	4	6	8	10	10	15	12	12	14	13	15	16	15	19	16	0	0	0	9	25	25	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	14	2	2
21500	-218.455779796189603	-225.311267747148975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460486512548222	1	0	4	6	6	6	8	8	9	10	10	12	13	12	14	15	16	16	18	17	22	20	24	30	30	31	34	35	2	0	2	3	3	3	3	3	8	6	8	8	4	9	13	13	15	10	16	12	19	19	0	0	0	13	25	25	1	1	2	1	1	1	2	2	1	2	1	2	3	2	1	1	1	4	1	2	2	1	1	1	1	7	3	2
22000	-230.444044399242841	-237.299532350202213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516748155656707	1	0	4	4	7	6	8	9	7	11	12	13	13	13	14	15	15	16	18	18	20	19	23	29	29	31	33	32	2	0	1	2	1	4	4	9	6	3	10	8	8	9	12	10	10	13	16	17	16	19	0	0	0	5	25	25	1	1	1	2	3	1	2	1	1	3	1	2	2	2	1	2	2	2	2	1	3	1	1	1	1	9	2	1
22500	-229.022664073626032	-235.878152024585404	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487196550556788	1	0	4	5	6	5	6	8	9	11	11	12	13	13	14	15	16	16	18	17	22	20	25	29	30	32	34	35	2	0	2	1	4	3	4	4	6	8	8	11	10	12	10	13	10	13	16	8	19	16	0	0	0	3	25	25	1	1	2	2	1	1	1	2	2	2	1	1	1	1	2	1	2	2	2	3	2	2	1	1	1	11	3	2
23000	-238.852383521371735	-245.707871472331107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591672129579934	1	-1	4	5	6	8	8	8	9	10	10	12	12	12	12	15	17	16	17	17	21	21	25	29	29	31	34	35	2	0	2	1	3	4	4	4	6	2	9	9	11	7	8	8	12	13	16	18	19	16	0	0	0	4	25	25	1	1	3	2	1	1	2	2	1	5	1	1	1	1	3	2	2	2	1	1	2	2	1	1	1	9	2	3
23500	-240.018033032197820	-246.873520983157192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468385059241157	1	-1	4	4	6	6	8	8	7	10	11	12	13	12	12	16	17	17	18	17	22	21	23	29	30	30	34	35	2	0	1	2	3	3	4	6	6	3	8	11	10	7	10	12	12	13	18	13	19	19	0	0	0	17	25	25	1	1	1	2	2	1	2	1	1	3	2	1	1	2	1	2	2	2	1	2	2	2	1	1	1	4	2	2
24000	-226.500538010862897	-233.356025961822269	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608984717295740	1	0	4	5	6	7	7	8	9	10	11	11	12	13	13	14	16	15	19	18	21	17	26	29	29	31	34	34	2	0	1	2	3	4	2	3	6	8	10	10	11	12	13	12	14	13	16	18	22	16	0	0	0	19	25	25	1	1	2	3	1	1	4	2	1	1	1	1	1	2	1	2	1	1	3	1	2	1	1	1	1	6	2	2
24500	-249.047959079342661	-255.903447030302033	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508373361169829	1	0	5	3	7	6	9	8	8	10	10	11	14	12	13	16	17	16	18	17	19	20	25	30	31	31	34	36	2	0	1	1	3	4	6	3	6	8	8	8	11	10	7	12	11	10	16	13	12	16	0	0	0	12	25	25	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	3	3	3	1	2	3	2	1	1	1	14	2	2
25000	-254.869238994156348	-261.724726945115719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634158338365321	1	0	4	5	7	6	7	7	8	11	11	13	13	10	13	15	17	17	18	16	22	21	24	30	31	29	34	36	2	0	2	2	3	3	4	2	6	9	4	10	14	8	10	10	13	13	16	13	19	16	0	0	0	4	25	25	1	1	2	2	2	1	1	4	1	1	3	1	1	2	1	1	1	2	1	2	2	2	1	1	1	5	2	3
25500	-218.818716142467906	-225.674204093427278	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612873614177920	1	-1	4	5	6	7	8	9	8	10	11	12	14	13	13	15	14	17	17	18	21	21	25	29	28	30	34	35	2	0	1	1	4	3	2	3	6	6	8	10	8	12	8	8	12	13	16	13	19	19	0	0	0	7	25	25	1	1	1	2	1	1	4	3	1	2	1	1	2	1	3	3	2	1	2	2	2	3	1	1	1	9	3	3
26000	-245.618606471962522	-252.474094422921894	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.435946984296573	1	0	3	6	6	7	7	8	9	11	12	12	13	12	14	15	17	15	17	17	21	21	26	29	30	31	34	35	2	0	2	3	1	4	3	4	6	8	8	8	14	10	12	7	11	13	10	15	19	19	0	0	0	5	25	25	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	5	2	1	3	2	2	3	1	1	1	13	3	3
26500	-210.588470940994739	-217.443958891954111	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563633947133273	1	-1	5	5	7	6	8	8	8	11	11	12	12	12	13	16	16	16	18	17	20	20	26	29	30	30	33	35	2	0	1	1	3	3	6	6	6	8	3	10	11	10	13	12	10	11	16	12	19	19	0	0	0	11	25	25	1	1	2	1	1	1	1	1	1	2	3	1	1	1	1	2	2	3	1	3	1	1	1	1	1	7	2	3
27000	-217.579545434355765	-224.435033385315137	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571743077953103	0	-1	4	6	6	7	8	8	9	10	12	12	13	11	12	16	16	17	19	17	21	20	24	29	31	31	34	36	2	0	1	3	3	3	3	4	3	8	10	10	9	9	10	8	10	10	16	17	19	19	0	0	0	18	25	25	1	1	3	1	1	2	2	1	3	1	2	1	2	1	1	4	3	3	1	1	1	1	1	1	1	6	1	3
27500	-263.498288344203331	-270.353776295162731	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443344503987347	1	0	5	4	7	7	7	8	7	10	11	12	11	13	14	16	15	15	19	17	20	18	25	30	31	32	34	35	2	0	1	2	4	3	3	2	3	3	10	10	4	13	8	15	8	12	16	17	16	16	0	0	0	14	25	25	1	1	1	2	1	1	1	4	1	2	1	1	4	2	3	1	3	1	2	1	2	1	1	1	1	16	2	3
