step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
30000	-271.518596650288032	-270.082478711686065	-1.436117938601991	0.000077378231672	0.000027144131325	0.350798031153830	0.662103385198084	-1	1	0	2	0	3	3	4	4	5	6	7	7	8	9	10	10	11	10	12	12	13	15	16	19	17	18	18	20	19	22	20	19	20	21	21	21	24	22	22	22	26	23	23	25	24	24	24	24	24	26	25	26	26	29	28	25	0	5	1	3	1	4	4	6	7	8	10	10	11	12	12	14	12	12	12	11	16	14	20	22	26	24	26	26	33	28	29	26	26	27	33	33	32	32	33	35	37	44	33	41	44	39	39	37	41	44	57	32	48	44	0	54	31	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	3	2	3	2	2	3	3	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	3	1	1	1	2	3
30500	-248.930341823976192	-247.564282945848959	-1.366058878127244	0.000050448890672	0.000032663695767	0.647461130101216	0.718094324036986	0	1	1	2	2	3	3	4	4	5	6	6	7	8	10	10	8	11	11	12	12	13	12	16	19	17	18	18	21	19	22	20	19	21	21	21	20	24	21	22	22	26	22	23	25	22	24	23	24	25	26	26	26	27	29	28	28	0	1	1	3	1	4	4	6	4	8	10	10	11	12	13	17	12	15	16	16	16	16	15	22	26	24	26	26	33	28	33	33	24	30	33	33	33	41	33	35	37	38	33	37	37	39	46	41	43	49	49	49	45	53	0	44	54	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	2	2	1	1	2	2	1	2	2	2	1	1	1	2	1	2	1	1	2	2	2	1	2	1	1	2	2	2	1	2	1	2	1	2	1	2	2	1	1	1	4	1
31000	-241.318882526221643	-239.886128866195804	-1.432753660025835	0.000055236050083	0.000019590261413	0.354664415414529	0.584350954242964	0	1	1	2	3	3	3	4	3	5	6	7	7	8	8	10	10	11	11	12	12	13	14	15	19	17	18	18	21	19	22	20	19	21	21	20	21	24	22	22	22	25	21	23	25	24	24	23	24	25	26	26	25	27	29	27	28	0	1	1	3	1	4	4	6	4	8	10	11	11	10	13	10	14	15	12	18	19	12	20	22	26	22	26	26	33	26	29	33	26	30	36	33	32	43	29	35	37	43	36	37	44	39	39	37	48	41	50	44	41	53	0	53	56	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	2	2	3	2	1	1	2	2	2	1	3	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	3	1	2	1	2	1	2	1	2	1	2	2	2	1	2	1
31500	-227.013846409599722	-225.652941022709371	-1.360905386890341	0.000046773553305	0.000027057196075	0.578472110053850	0.743953470251899	0	1	1	2	2	3	3	4	4	5	6	7	7	8	10	9	10	10	11	11	12	13	15	16	19	17	18	18	21	19	22	19	20	21	21	21	21	24	21	22	22	26	23	23	25	24	23	24	24	25	25	26	25	27	28	27	28	0	1	1	3	1	4	4	6	7	8	10	10	11	12	16	12	16	16	16	15	19	14	18	22	28	24	26	26	33	28	33	26	32	30	33	33	32	43	33	37	37	43	33	37	41	39	39	41	41	48	44	48	48	53	0	53	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	2	1	2	1
32000	-261.095828548118561	-259.713629706112897	-1.382198842005659	0.000055192769555	0.000024286748693	0.440034969950839	0.537485525666611	0	1	1	2	3	3	3	4	4	5	6	7	7	6	10	10	10	11	11	12	12	13	15	16	18	17	18	17	21	19	22	19	20	21	20	21	21	23	21	22	22	26	23	23	25	24	23	24	24	25	26	26	26	27	29	28	26	0	1	1	3	1	4	4	6	4	8	10	14	11	10	13	14	10	15	14	15	19	16	18	17	26	24	26	24	32	28	33	24	32	30	32	33	32	33	32	35	29	46	33	41	41	47	29	37	37	44	41	45	38	53	0	54	32	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	2	2	1	3	2	2	1	1	1	1	2	1	2	3	1	2	1	1	2	2	2	1	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	1	4
32500	-229.910269083100644	-228.454749729535905	-1.455519353564751	0.000069615118147	0.000023023534856	0.330726076010484	0.684150504159472	0	1	1	2	2	3	3	4	4	5	6	7	7	6	10	10	10	11	11	12	12	13	14	16	19	17	18	18	21	19	22	20	20	21	21	21	21	24	21	22	22	25	23	23	24	24	24	24	22	25	25	26	25	27	29	28	28	0	1	1	3	2	4	4	6	7	8	10	14	11	10	13	12	12	13	16	18	16	21	20	22	24	24	26	26	32	28	29	26	26	30	32	33	32	29	33	35	37	29	29	37	37	43	39	44	32	45	49	44	47	53	0	53	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	1	1	2	3	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	1	2	2	1	3	1	1	1	2	1	1	2	1	2	1
33000	-256.195743775218830	-254.832796010510577	-1.362947764708230	0.000066408275554	0.000034883381676	0.525286666234701	0.697287761048675	0	1	1	2	2	3	3	4	4	5	6	7	7	6	10	8	9	9	11	12	12	11	15	16	19	17	18	18	21	19	22	20	20	21	21	21	21	24	21	22	22	25	22	23	25	23	24	23	24	23	25	26	26	27	29	28	28	0	1	1	3	1	4	4	6	4	8	10	14	11	10	10	12	16	10	18	22	19	14	20	22	24	24	26	24	33	28	33	24	25	30	33	32	25	41	33	35	32	39	33	37	38	39	39	37	44	41	44	48	45	53	0	54	44	1	1	1	1	2	1	1	1	2	1	1	1	1	1	4	1	1	3	1	1	1	4	3	2	3	1	1	2	1	1	2	2	1	2	1	1	2	2	1	1	2	3	2	2	1	2	2	1	1	1	1	3	1	1	1	1	2
33500	-283.830974151759960	-282.391269914835163	-1.439704236924789	0.000086779271421	0.000030096377599	0.346815283264544	0.579775762371210	0	1	1	2	3	3	3	4	4	5	6	7	7	6	9	10	10	10	11	12	12	13	14	16	19	17	18	18	21	19	22	20	19	21	21	18	21	23	22	22	22	26	23	23	25	24	24	23	23	25	25	26	25	27	26	28	27	0	1	1	3	2	4	4	6	4	8	10	14	11	10	11	12	12	13	17	15	16	19	11	23	24	24	26	26	33	28	33	36	36	30	32	24	33	33	26	35	37	37	33	31	41	49	39	41	37	41	38	43	43	31	0	37	41	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	3	2	3	1	3	2	1	3	2	3	1	1	1	2	1	2	2	1	2	1	2	1	2	2	1	1	3	3	1	2	1	2	1	2	3	1	1	2	3	1	5	3
34000	-266.412401031977254	-265.050413368273098	-1.361987663704163	0.000058346170340	0.000035303667711	0.605072578105625	0.525168452761816	0	1	1	3	3	4	2	3	4	4	6	7	7	5	8	8	10	11	11	11	12	12	15	16	19	17	18	18	21	19	22	20	20	21	21	21	21	22	22	22	22	26	23	23	25	24	24	24	24	25	26	23	25	27	29	28	28	0	1	1	7	1	8	3	7	4	8	10	14	10	10	13	14	16	15	16	15	19	12	20	22	26	22	26	24	33	26	29	26	25	30	32	33	32	29	33	35	37	43	29	37	37	39	39	37	38	52	53	33	48	53	0	45	54	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	3	4	4	2	3	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	2	2	1	3	1	2	1	3	1
34500	-254.910749867020144	-253.546251727506103	-1.364498139514055	0.000055172032023	0.000028245142126	0.511946743492174	0.702492476465381	0	1	1	3	2	4	2	3	4	5	6	7	7	7	9	10	10	11	11	12	12	13	13	16	19	17	18	18	21	19	22	19	20	21	21	20	21	24	22	22	22	26	23	23	25	22	24	24	24	24	26	26	26	27	29	28	28	0	1	1	7	1	8	3	7	7	8	10	10	11	11	10	13	14	15	15	18	17	19	20	22	27	22	24	24	33	26	32	26	27	30	33	32	32	29	29	35	37	46	29	41	31	29	39	44	41	44	45	44	44	53	0	54	53	1	1	1	1	2	1	1	1	2	2	1	2	1	1	3	2	3	1	2	1	2	1	1	2	1	2	2	1	1	1	3	2	2	2	1	1	2	2	1	1	1	3	2	1	3	1	2	1	2	1	1	2	1	1	1	1	1
35000	-239.956751162529685	-238.226691891789471	-1.730059270740223	0.000095251940263	0.000018538660064	0.194627637119832	0.767077931900563	0	1	1	3	2	4	2	3	4	5	6	6	7	8	9	10	10	11	11	11	12	12	15	16	19	17	18	18	21	19	22	19	20	21	21	21	21	24	22	22	22	23	22	23	25	24	24	24	24	25	26	26	26	27	29	27	28	0	1	1	7	2	8	3	5	4	8	10	10	10	12	13	14	14	15	16	15	19	16	20	22	26	24	26	26	33	28	33	26	32	30	32	33	33	43	29	37	37	29	33	37	31	39	39	37	41	48	41	45	48	53	0	53	56	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	2	3	2	2	2	2	1	2	1	1	1	1	1	1
35500	-262.012813547729422	-260.637117554741792	-1.375695992987634	0.000061485157240	0.000028240972329	0.459313655473947	0.670331222902126	-1	1	1	3	2	3	2	4	4	5	6	7	7	8	9	10	10	11	10	12	11	13	15	16	18	17	18	18	21	19	21	20	20	21	21	21	21	24	22	22	22	26	23	23	25	24	24	24	23	25	26	25	25	26	29	28	26	0	1	1	7	1	3	3	6	4	8	10	10	11	12	11	10	12	11	14	16	16	14	20	22	26	24	26	24	33	28	33	28	24	30	33	32	33	39	29	35	33	33	31	37	37	39	39	49	37	38	41	49	48	53	0	48	41	1	2	2	1	2	1	1	1	1	1	1	2	1	1	3	4	2	3	2	1	1	2	3	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	3	1
36000	-259.769948572942326	-258.302599851530317	-1.467348721412013	0.000065655812255	0.000021009653750	0.319996859809809	0.705988672786269	0	1	1	3	2	4	2	3	4	5	6	6	7	8	7	7	7	11	11	10	12	13	15	16	19	17	18	18	21	19	20	20	19	21	21	20	21	24	22	22	22	23	23	23	25	22	24	24	23	25	24	26	26	27	26	26	28	0	1	1	7	1	8	3	7	7	8	10	10	11	16	10	12	12	15	14	15	19	16	12	22	24	24	26	26	33	28	33	33	26	30	31	33	32	43	33	35	37	31	36	41	44	29	46	41	39	44	49	45	45	53	0	41	54	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	1	3	4	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	3	3	1	1	1	1	2	1	1	1	1	1	1	1	4	1
36500	-250.706197861128459	-249.194811484036848	-1.511386377091616	0.000106465435019	0.000030551181351	0.286958686130983	0.777921540676105	0	1	1	3	3	4	2	3	4	4	6	7	7	8	10	10	9	11	11	12	12	12	13	16	19	17	18	18	21	18	22	20	19	21	21	21	21	24	22	22	22	26	23	23	25	24	24	24	24	25	25	25	26	27	29	28	28	0	1	1	7	1	8	3	7	5	8	10	11	11	12	11	14	11	16	14	18	12	16	15	21	28	24	26	24	33	24	36	33	26	30	32	33	33	31	33	35	32	38	41	29	49	39	39	43	44	44	47	47	45	53	0	42	54	1	1	1	1	2	1	1	1	1	1	2	1	1	1	3	2	2	1	3	1	3	1	1	1	1	1	1	1	2	2	1	1	1	3	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1
37000	-262.179039272211298	-260.658975131152658	-1.520064141058631	0.000075368682269	0.000021210238759	0.281419790297938	0.577449503486386	0	1	1	3	2	4	2	3	4	4	6	7	5	8	9	10	10	10	10	12	12	13	15	15	18	17	18	18	21	19	22	20	19	21	21	21	20	24	22	22	22	26	23	22	25	24	24	24	23	24	25	26	26	27	29	28	28	0	1	1	7	1	8	3	7	7	8	13	10	10	11	13	12	12	13	12	18	12	16	20	22	24	24	26	22	33	28	33	33	28	30	37	33	28	43	29	35	37	38	33	32	50	39	39	31	44	49	43	50	51	53	0	48	54	1	1	1	1	2	1	1	1	2	1	1	2	1	2	3	2	2	2	2	1	3	2	2	1	1	1	1	4	2	1	2	1	1	2	1	2	2	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	1	1	2	1
37500	-247.249182995617389	-245.797728447826046	-1.451454547791335	0.000093427117632	0.000031265672360	0.334653076666085	0.770791507701093	0	1	1	3	3	4	2	3	4	4	6	7	5	8	10	10	9	11	11	11	11	12	15	16	19	17	18	18	21	19	22	20	19	21	21	20	21	24	22	22	22	26	23	20	25	24	23	24	24	24	26	26	26	27	29	28	28	0	1	1	7	2	8	3	7	4	8	13	10	10	12	10	12	12	11	16	15	16	17	18	22	26	24	26	26	33	28	35	24	26	30	32	33	44	41	29	35	44	41	31	33	48	39	39	43	41	41	45	45	45	53	0	54	54	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	2	2	1	1	1	1	3	2	1	1	1	1	2	1	1	3	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1
38000	-268.461922663882433	-267.000036149870766	-1.461886514011655	0.000055601498035	0.000018060977253	0.324828968478411	0.752421610775508	0	1	1	3	2	4	2	3	4	4	6	7	5	6	9	9	10	10	11	12	12	13	15	15	18	17	18	18	21	19	22	19	19	21	21	20	21	23	22	20	22	25	23	23	25	23	24	24	23	25	25	24	26	27	28	28	28	0	1	1	7	2	8	3	7	7	8	13	14	10	10	11	12	14	15	12	15	19	20	18	22	26	24	26	24	33	28	40	28	26	30	40	33	33	29	33	33	37	31	29	37	37	32	39	49	33	44	44	31	45	53	0	54	53	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	3	1	1	2	2	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	2	4	2	1	2	2	1	2	1	1	1	1	2
38500	-252.281934451888617	-250.918627297244427	-1.363307154644188	0.000049293965587	0.000030668872436	0.622162815890349	0.769023612296860	0	1	1	3	2	4	2	3	4	4	6	7	5	8	10	10	10	10	11	12	12	13	15	14	19	17	18	15	20	19	22	20	19	18	21	21	21	23	22	22	22	26	23	23	25	24	24	24	24	24	26	26	25	27	28	28	28	0	1	1	7	1	8	3	7	4	8	13	10	10	12	11	14	12	10	12	15	19	16	20	22	26	24	26	24	33	28	29	33	34	24	33	29	32	29	35	35	37	53	31	41	37	39	39	44	44	41	45	45	44	53	0	53	54	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	3	1	2	1	2	2	1	2	2	1	1	1	2	2	1	1	3	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1
39000	-267.702004144380965	-266.287674881819100	-1.414329262561871	0.000062358822990	0.000023606692978	0.378562196111408	0.713982554030455	-1	0	1	3	3	4	2	3	4	4	6	7	5	8	10	10	10	11	10	12	12	10	14	15	19	17	18	18	21	19	22	20	19	21	21	21	21	24	21	22	22	26	23	23	24	24	24	23	24	25	23	26	26	27	29	27	28	0	1	1	7	1	8	3	7	4	8	13	10	10	12	10	12	12	16	14	18	19	12	18	22	27	24	26	24	33	28	36	33	26	30	28	28	32	41	33	35	37	31	39	37	41	39	43	29	44	45	41	45	45	37	0	53	53	1	1	2	1	1	1	1	1	1	1	1	2	1	1	4	2	3	1	2	1	2	3	2	3	1	2	1	3	2	1	1	1	2	2	2	2	1	2	2	1	1	4	1	2	1	2	1	1	1	1	1	1	1	3	1	1	2
39500	-263.059122110770033	-261.656591223002124	-1.402530887767901	0.000058072509147	0.000023062532720	0.397133395107489	0.643803781568879	0	1	1	3	1	4	2	3	4	4	6	6	5	8	10	9	10	9	10	12	12	13	15	15	18	17	18	18	21	19	22	20	19	21	21	21	21	24	22	22	22	25	23	23	24	22	24	24	24	25	26	26	25	27	27	28	26	0	1	1	7	1	8	3	7	7	8	13	10	10	12	13	12	14	13	14	15	18	14	20	22	24	24	26	24	33	28	33	33	28	30	33	33	32	33	36	35	37	47	32	41	44	29	39	37	43	43	48	53	45	53	0	50	44	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	4	1	2	1	2	2	2	3	2	1	3	2	1	2	1	1	2	2	2	1	2	1	1	1	1	3	1	1	1	2	2	1	2	1	1	1	2	1	3	2
40000	-248.630813042897046	-246.956383649527254	-1.674429393369804	0.000056313357704	0.000011923205227	0.211729609331688	0.569465654053376	0	1	1	3	3	4	2	3	4	4	6	7	5	8	10	10	10	11	11	12	12	13	15	16	19	17	18	18	21	19	21	20	19	21	21	21	21	24	22	22	22	25	23	23	25	24	22	24	24	25	26	26	26	27	28	27	28	0	1	1	7	2	8	3	7	4	8	13	10	10	12	13	14	12	15	16	15	19	16	20	22	24	24	26	26	33	28	33	33	24	30	33	33	33	39	36	35	37	43	39	37	37	39	35	37	33	35	44	45	36	53	0	53	54	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	1	2	1	2	2	2	3	1	1	1	2	1	2	1	2	2	2	2	1	2	1	1	1	2	1	2	2	2	1	2	3	2	2	1	2	1	1	1	1
40500	-276.284585530411562	-274.736446008273504	-1.548139522138076	0.000077042577951	0.000020425535374	0.265120092253708	0.577864501983584	-1	1	1	3	2	4	2	3	4	4	6	7	5	8	10	10	10	10	11	11	12	13	14	14	17	17	18	18	21	19	22	19	20	21	21	21	20	24	22	22	22	25	22	23	25	24	24	24	24	25	26	26	25	26	28	28	27	0	1	1	7	1	8	3	3	3	8	13	10	10	12	11	13	14	13	16	15	8	16	18	22	24	24	26	25	33	26	33	26	32	30	33	33	32	31	37	35	37	29	33	41	48	44	43	41	37	44	47	45	49	45	0	54	53	1	2	1	1	2	1	1	2	2	1	1	2	1	1	2	2	2	4	1	1	7	2	2	1	3	3	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2
41000	-245.829838967459807	-244.413593290374649	-1.416245677085149	0.000074201863534	0.000027886851349	0.375824137308523	0.760930685656757	0	1	1	2	3	4	3	3	4	4	6	7	5	8	10	10	10	10	11	12	11	13	15	16	19	17	18	18	21	18	21	19	20	21	21	21	21	24	22	22	22	25	21	23	25	24	24	24	24	25	25	26	26	27	28	28	28	0	1	1	3	2	8	4	4	7	8	13	11	10	12	11	14	14	11	16	11	11	20	15	22	26	24	26	26	32	24	33	24	32	30	33	33	33	43	43	35	37	47	33	35	41	39	39	41	41	38	49	45	41	53	0	54	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	4	3	1	2	3	2	1	1	1	2	1	1	2	1	3	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1
41500	-265.546258773117415	-264.152602624369308	-1.393656148748114	0.000077662513735	0.000032123860062	0.413634049640813	0.626580599524040	0	1	1	2	2	4	3	3	4	4	6	6	5	8	9	10	10	11	9	12	12	13	14	16	19	17	18	18	20	19	22	19	20	21	21	21	21	24	22	22	21	25	22	23	24	24	21	24	24	24	26	26	26	26	29	27	28	0	1	1	3	3	8	4	4	7	8	13	13	10	12	11	14	15	16	14	18	19	14	20	22	24	24	26	26	32	28	29	28	25	30	33	33	32	29	47	35	25	29	37	41	44	39	33	41	41	43	45	50	45	32	0	53	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	2	2	3	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	2	4	1	2	1	2	1	2	3	2	2	2	2	4	1	1	3
42000	-250.038560566554452	-248.457641758472164	-1.580918808082301	0.000066697128243	0.000016582406598	0.248622497467136	0.774687504624840	0	1	1	2	1	4	3	3	4	4	6	7	5	8	10	9	10	11	11	12	12	12	15	16	19	17	18	18	20	19	22	18	20	21	21	21	20	24	22	22	21	25	23	23	25	24	23	24	24	25	26	26	26	27	28	28	28	0	1	1	3	1	8	4	4	7	8	13	10	10	12	12	14	12	15	16	18	14	12	20	22	24	24	24	26	26	28	29	24	32	30	33	37	32	31	29	35	32	43	31	29	49	47	39	41	44	44	41	41	45	53	0	54	54	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	5	1	2	2	1	2	1	2	1	2	2	2	2	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	2	3	1	1	1	1	1
42500	-241.989179826255054	-240.625167606993585	-1.364012219261476	0.000055697425890	0.000028724338936	0.515721121337269	0.753983219131970	0	1	1	2	2	4	3	3	4	4	6	7	5	8	10	10	9	11	11	12	12	13	14	16	19	17	18	18	18	19	20	19	20	21	20	21	21	23	22	22	22	24	23	23	25	24	23	24	24	24	26	25	26	27	29	28	25	0	1	1	3	2	8	4	4	4	8	13	10	10	12	13	12	14	15	12	18	16	19	20	22	26	24	26	26	26	28	29	29	29	30	29	31	35	31	33	35	37	43	36	37	48	47	39	31	41	43	49	48	57	53	0	54	44	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	2	1	2	1	2	2	2	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
43000	-250.527563984330442	-249.027301828701127	-1.500262155629328	0.000067260276021	0.000019805896290	0.294466473547052	0.746076984483566	0	1	1	2	3	4	3	3	4	4	6	7	5	8	10	10	10	11	11	12	12	13	15	15	19	17	18	18	18	19	19	20	20	21	20	21	21	24	22	22	22	25	23	23	24	24	24	24	23	25	26	26	26	25	29	28	28	0	1	1	3	2	8	4	4	4	8	13	10	10	12	11	14	12	15	16	15	17	16	15	22	27	24	26	26	26	26	29	29	31	30	29	29	33	43	33	35	37	38	35	37	37	39	39	41	36	48	49	44	54	44	0	54	54	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	2	3	2	1	2	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	1	3	2	2	2	2	1	1	1	2	2	1	1	1	2	2
43500	-244.579113288528418	-243.170577057706339	-1.408536230822072	0.000068413359998	0.000026495243255	0.387281713035416	0.656843304493716	0	1	1	2	2	4	3	3	4	4	6	7	5	8	10	10	10	11	11	12	12	13	14	16	19	17	18	18	19	19	22	20	20	21	21	20	21	23	22	22	22	26	23	23	23	24	23	24	24	25	26	26	26	24	28	28	27	0	1	1	3	2	8	4	4	4	8	13	11	10	12	11	12	14	14	16	15	19	16	15	22	26	24	26	24	26	28	33	29	29	30	33	29	32	33	35	35	37	43	33	37	41	47	39	45	41	54	49	48	54	45	0	54	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	1	2	1	2	4	2	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	1	2	2	2	1	1	3	4
44000	-248.561844771587431	-247.090288225524404	-1.471556546063016	0.000082831704604	0.000026208437370	0.316405867718279	0.645138095341300	0	1	1	2	3	4	3	3	4	4	6	7	5	8	10	10	10	9	11	12	12	13	15	16	19	17	18	18	21	19	20	20	19	21	21	21	21	24	22	22	22	26	23	23	23	23	24	24	23	25	25	26	26	27	29	25	28	0	1	1	3	1	8	4	4	7	8	13	11	10	12	18	12	12	11	17	15	16	16	15	22	26	24	26	26	31	28	33	33	26	30	31	31	32	39	31	35	37	38	31	37	37	39	36	37	29	45	47	41	56	56	0	44	49	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	3	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	3	2	2	1	4	1	2	1	1	3
44500	-243.746811616474417	-242.209622819702304	-1.537188796772105	0.000049631297488	0.000013460380816	0.271207514147637	0.771278562894751	0	1	1	2	2	4	3	3	4	4	6	7	5	8	10	10	9	11	9	12	11	12	15	16	19	17	18	18	21	19	20	20	19	21	21	21	21	24	22	22	22	25	23	23	25	24	24	24	24	25	26	26	25	27	29	27	28	0	1	1	3	1	8	4	4	7	8	13	11	10	12	11	12	12	15	12	15	19	16	15	22	24	24	26	24	33	24	33	33	26	30	33	31	32	29	29	35	37	43	29	37	41	39	39	41	44	44	45	45	43	53	0	42	56	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	2	1	2	2	2	2	3	3	2	1	1	2	2	2	1	1	1	2	1	1	1	2	1	1	1	2	2	2	3	2	2	2	1	1	1	1	1	2	1	2	1
45000	-247.391322255457482	-245.870512297447704	-1.520809958009779	0.000056158328891	0.000015778008710	0.280955808720216	0.712849285609924	0	1	1	2	3	4	3	3	3	4	6	6	5	8	9	10	10	11	10	12	12	13	15	16	19	17	18	18	21	19	19	20	20	21	21	21	21	21	22	22	22	26	23	23	25	24	24	24	24	25	26	24	26	26	28	28	25	0	1	1	3	1	8	4	4	4	8	13	10	10	12	11	14	14	15	14	18	19	21	20	22	26	24	26	26	33	28	26	31	31	30	31	33	32	33	33	35	37	33	38	37	41	39	39	44	44	48	48	41	37	45	0	54	41	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	3	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	3	1	1	2	2
