step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24
17000	-174.818140531875628	-181.673628482834999	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537907388706344	1	4	5	7	9	8	9	9	14	11	14	12	12	11	13	12	17	18	21	20	20	20	21	21	0	0	2	1	3	4	4	2	5	5	13	14	4	8	14	3	14	12	17	17	10	17	18	18	1	1	1	3	2	1	1	2	2	1	1	1	2	1	2	4	3	2	2	2	4	2	1	2
17500	-176.931361642821344	-183.786849593780715	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.399597926410239	1	3	7	7	9	10	8	8	14	11	12	12	10	11	13	13	17	19	20	19	19	21	21	21	0	0	2	1	2	7	4	2	5	8	13	14	4	8	14	3	14	12	17	17	10	15	18	18	1	1	2	3	2	1	1	4	2	2	1	1	2	2	2	3	3	3	3	1	5	4	1	1
18000	-166.223690979270458	-173.079178930229830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455188730276758	1	4	6	7	8	10	9	10	14	12	13	12	12	11	13	13	16	19	21	19	20	21	22	21	0	0	2	1	3	4	4	5	3	8	4	14	4	2	14	3	14	12	14	17	16	17	18	18	1	1	1	4	1	2	1	1	4	1	3	1	2	3	1	3	2	3	4	2	4	2	1	1
18500	-179.141921631789671	-185.997409582749043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474684774785991	2	5	6	7	9	9	8	9	12	12	11	12	13	10	13	13	18	18	20	20	20	22	20	22	0	0	2	1	3	4	4	3	5	5	4	14	11	2	14	9	14	12	17	17	10	17	18	18	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	1	3	4	2	1	4	2	1	2
19000	-165.152809599017559	-172.008297549976930	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582838162182765	2	5	6	7	8	10	8	9	13	11	14	12	12	11	13	14	16	17	20	18	20	21	20	21	0	0	2	1	3	7	4	3	3	8	13	14	4	8	14	8	14	12	20	17	10	17	18	18	1	1	1	3	1	2	1	2	3	1	1	1	3	1	1	3	2	2	1	1	5	2	1	3
19500	-183.494368403121229	-190.349856354080600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490673739585618	2	3	7	7	8	10	9	10	12	11	14	12	10	10	13	13	17	17	19	19	20	21	22	22	0	0	2	1	3	4	4	5	8	3	13	14	4	3	14	10	14	12	17	17	10	17	18	18	1	1	2	2	1	2	1	1	1	2	2	2	2	1	1	1	3	3	2	1	6	2	2	3
20000	-169.272150261258929	-176.127638212218301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573506318041402	1	5	7	8	9	11	9	10	13	12	13	12	11	10	13	15	17	19	20	20	20	20	22	22	0	0	2	1	3	4	4	3	3	8	13	14	4	2	14	5	15	12	17	17	16	17	18	18	1	1	1	4	2	2	1	2	2	1	1	1	2	2	2	4	2	3	2	3	2	1	1	2
20500	-180.028400963970171	-186.883888914929543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546113369586951	2	4	6	7	8	11	9	9	13	11	13	12	11	10	13	14	17	19	21	19	20	21	21	23	0	0	2	1	3	7	4	3	8	8	13	14	4	2	14	8	14	15	20	17	10	17	18	18	1	1	1	2	1	1	1	1	2	1	1	2	2	2	3	2	3	2	2	2	3	3	2	2
21000	-174.927640377321097	-181.783128328280469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536309766280675	1	4	5	7	7	11	8	9	13	11	14	11	11	10	13	15	17	20	21	18	20	20	21	22	0	0	2	1	3	7	4	5	8	8	13	14	4	2	14	9	14	12	17	17	10	17	18	18	1	1	1	2	2	2	1	1	2	1	2	1	2	2	2	1	3	3	2	1	4	3	1	1
21500	-173.249549010742811	-180.105036961702183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583159247052388	1	4	6	8	8	11	9	9	13	11	13	12	12	10	14	14	17	19	20	19	19	21	22	22	0	0	2	1	2	7	4	3	3	3	13	5	4	5	14	3	14	12	20	17	16	17	18	18	1	1	1	2	3	1	1	2	3	2	1	2	2	1	2	4	3	3	1	1	2	2	2	2
22000	-174.791677907747840	-181.647165858707211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586249689887019	2	4	6	8	9	10	9	9	13	11	13	11	12	13	14	14	18	19	21	19	21	22	21	22	0	0	2	1	3	7	4	3	5	5	13	2	4	12	14	8	14	12	17	17	10	17	18	18	1	1	1	3	1	1	1	1	1	1	1	2	3	1	1	2	3	4	2	1	6	1	2	2
22500	-165.761856093858967	-172.617344044818338	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.505128983162852	1	5	6	7	8	10	8	8	13	11	13	12	12	11	14	14	16	19	19	20	20	22	21	22	0	0	2	1	3	7	4	3	5	3	13	14	4	2	14	5	14	12	17	17	10	17	18	18	1	1	1	3	1	1	1	1	3	2	1	1	3	2	2	2	2	3	1	3	4	2	2	1
23000	-183.168479360985600	-190.023967311944972	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470303948605474	1	5	7	8	8	10	9	10	13	11	14	11	11	9	13	14	18	20	21	19	17	21	21	21	0	0	2	1	2	4	4	5	8	3	13	14	4	2	14	9	14	12	20	14	10	15	18	18	1	1	2	3	2	1	1	1	1	2	2	1	1	2	2	1	4	6	1	4	3	3	1	1
23500	-183.336376444412139	-190.191864395371510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412153394303869	1	4	6	7	9	10	9	10	13	12	13	12	9	13	13	14	17	17	20	18	20	21	22	23	0	0	2	1	3	7	4	3	5	8	13	8	4	12	8	8	14	12	20	17	10	17	18	18	1	1	1	2	1	1	1	2	2	1	2	2	2	1	2	2	2	3	1	1	4	1	2	3
24000	-177.201263060843161	-184.056751011802533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439387033034062	2	4	6	7	8	11	9	9	14	11	13	11	12	13	13	13	18	19	20	20	19	19	22	20	0	0	2	1	3	7	4	3	16	5	13	2	4	2	12	8	14	12	17	17	10	17	18	18	1	1	1	3	1	1	1	2	1	2	1	2	3	5	1	2	2	4	1	1	4	1	1	1
24500	-177.183929035462853	-184.039416986422225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.584183826355043	1	5	6	8	7	11	9	10	14	12	12	11	11	10	12	14	17	19	21	19	20	20	20	23	0	0	2	1	3	7	4	3	8	8	4	14	4	2	14	8	14	12	20	17	10	17	18	18	1	1	1	3	1	2	1	2	1	1	1	1	2	1	1	2	4	4	1	1	3	2	1	3
25000	-167.046706138796964	-173.902194089756335	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554451920214998	1	4	6	7	8	10	9	9	12	11	13	12	12	11	13	14	15	18	20	19	18	20	21	22	0	0	2	1	3	7	4	5	8	8	4	14	4	8	14	5	14	12	20	17	10	17	18	18	1	1	1	4	1	1	1	1	2	1	3	1	3	1	1	3	1	3	1	2	3	2	2	1
25500	-170.281694639966759	-177.137182590926130	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710834798032407	2	4	6	8	8	10	9	10	12	12	11	12	12	11	13	14	17	18	20	19	21	19	20	22	0	0	2	1	3	7	4	3	8	3	4	14	11	8	14	9	14	12	20	17	10	17	18	18	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	4	3	1	1	4	1	1	2
26000	-191.372114662081941	-198.227602613041313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.446909377444443	2	5	7	7	8	10	8	10	13	10	14	10	12	11	14	14	18	20	21	19	19	20	21	22	0	0	2	1	3	7	4	5	3	3	4	2	4	3	14	5	15	17	20	17	10	17	18	18	1	1	1	2	1	1	1	1	4	1	4	3	3	2	2	2	2	1	1	1	4	1	1	1
26500	-175.472752366921355	-182.328240317880727	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.376629733895876	1	4	7	7	8	11	8	9	14	12	13	11	12	10	13	14	15	19	20	19	20	22	21	23	0	0	2	1	3	7	4	3	8	14	13	14	4	2	14	5	14	12	20	17	10	17	18	18	1	1	2	2	1	2	1	1	3	1	1	1	2	3	2	2	3	5	1	2	4	3	1	2
27000	-164.138326320943577	-170.993814271902949	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535713104644471	0	5	7	8	9	10	9	10	13	12	14	11	11	12	13	13	18	19	21	19	20	21	21	21	0	0	2	1	3	4	4	5	8	8	13	2	4	12	14	8	14	12	20	17	10	17	18	18	1	1	1	4	1	1	1	1	2	1	1	2	2	1	1	2	2	4	1	1	3	1	1	1
27500	-187.127222411888795	-193.982710362848167	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369628870371720	2	4	6	6	8	11	8	10	12	11	13	12	12	11	14	14	17	18	19	19	18	20	19	22	0	0	2	1	3	7	4	5	5	5	4	14	4	2	14	9	14	12	17	17	10	17	18	18	1	1	1	2	1	3	1	1	3	1	5	1	2	4	3	1	4	3	1	1	4	2	1	2
28000	-185.542771857860572	-192.398259808819944	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.453323002325940	2	5	6	7	9	10	8	10	12	12	12	8	13	11	13	14	17	18	21	20	19	21	21	21	0	0	2	1	3	7	4	3	8	5	4	2	11	8	14	3	14	12	17	17	10	17	18	18	1	1	1	2	2	1	1	2	1	3	2	2	1	1	1	3	3	4	2	2	2	2	1	1
28500	-171.740845084653586	-178.596333035612957	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631711303445561	1	5	7	7	9	9	8	8	13	11	13	12	11	11	12	14	16	18	20	19	18	21	21	22	0	0	2	1	3	4	4	3	8	8	13	14	4	2	14	5	14	12	17	17	10	17	18	18	1	1	1	2	1	1	1	1	3	2	1	1	2	2	1	3	2	2	2	1	3	2	1	2
29000	-175.490999154947360	-182.346487105906732	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.401782137949837	1	4	6	6	8	9	8	9	13	11	13	12	12	11	13	15	15	19	20	19	20	21	20	21	0	0	2	1	3	7	4	3	3	5	13	14	4	8	14	5	8	12	17	17	10	17	18	18	1	1	1	2	2	1	1	2	3	2	1	1	3	1	1	2	3	3	3	2	5	3	1	1
29500	-176.627057356241011	-183.482545307200382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502123117521950	2	5	7	8	7	10	9	9	13	11	13	12	12	11	13	14	16	19	21	18	20	20	21	21	0	0	2	1	2	4	4	5	8	8	13	14	4	2	14	9	14	12	22	17	10	14	18	18	1	1	1	2	2	2	1	1	2	2	1	1	2	2	1	1	2	4	1	1	5	4	1	2
30000	-165.159308373757767	-172.014796324717139	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514798912526809	1	4	6	6	9	10	8	9	13	11	14	12	12	11	13	14	17	19	20	19	19	19	21	22	0	0	2	1	3	7	4	3	2	5	13	14	4	5	14	3	14	12	22	17	16	17	18	18	1	1	1	3	2	2	1	1	4	1	1	1	2	1	1	4	3	4	1	1	2	1	1	2
30500	-166.802661820889966	-173.658149771849338	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491091516604042	1	3	6	8	8	10	9	9	13	11	14	12	12	10	13	15	18	19	19	19	20	21	21	22	0	0	2	1	3	7	4	5	5	3	13	14	4	2	14	8	14	14	17	17	10	17	18	18	1	1	3	3	1	1	1	1	2	2	1	1	3	4	2	3	2	4	1	1	4	2	1	2
31000	-171.718725812511309	-178.574213763470681	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628240001341684	2	4	6	7	8	11	8	9	13	12	14	12	11	11	14	15	17	19	19	19	20	21	21	23	0	0	2	1	3	7	4	3	8	8	13	14	4	2	14	9	14	12	17	17	10	17	18	18	1	1	1	2	2	2	1	2	2	2	2	1	2	3	2	2	3	2	1	1	4	1	2	1
