step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-3528.116338552834350	-3526.654256468315452	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.762052684767059	0	0	0	2	2	4	4	3	5	4	5	6	6	7	5	7	7	7	8	6	6	7	9	8	7	8	9	10	8	10	10	8	8	10	9	8	9	9	10	9	9	10	12	12	13	10	10	12	11	10	10	13	13	13	12	13	13	12	14	13	13	15	14	13	13	14	14	15	14	13	14	14	15	16	15	15	15	16	17	15	15	16	15	15	15	17	16	16	17	17	17	17	17	16	17	17	17	19	19	19	17	18	18	20	19	18	20	21	23	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	3	3	3	4	3	4	4	4	4	3	3	4	5	4	4	4	5	5	4	5	5	4	4	5	5	4	5	5	5	5	5	5	6	6	7	5	5	6	6	5	5	7	7	7	6	7	7	6	7	7	7	8	7	7	7	7	7	8	7	7	7	7	8	8	8	8	8	8	9	8	8	8	8	8	8	9	8	8	9	9	9	9	9	8	9	9	9	10	10	10	9	9	9	10	10	9	10	11	12
500	-1121.156617444382618	-1118.617817265202348	-2.538800179180350	0.000010020682170	0.000038891805645	3.881153496917795	0.291500937920943	-2	0	0	2	2	4	4	3	6	4	4	6	5	7	5	6	4	7	5	6	5	7	10	9	7	9	10	10	9	11	11	9	7	7	9	8	8	10	9	7	10	9	12	11	13	9	10	12	11	10	11	13	14	13	12	14	12	11	14	14	12	16	14	13	13	14	14	16	13	13	14	14	15	17	15	15	16	16	18	15	15	17	16	15	16	18	17	17	17	17	18	16	18	16	17	17	16	20	19	20	18	19	19	21	20	18	20	22	24	0	1	1	1	1	1	1	4	17	4	8	7	4	8	8	8	5	10	10	7	11	13	40	13	8	16	8	15	8	8	26	17	19	19	20	21	13	36	40	10	14	15	14	32	9	33	34	34	35	21	42	39	42	44	9	41	15	32	58	33	46	34	49	44	44	9	36	59	58	33	48	44	8	39	28	57	33	48	19	49	63	17	17	17	46	30	34	19	19	17	77	57	80	65	32	43	47	67	52	63	81	64	97	70	65	20	32	34	50	1	1	1	3	3	3	4	1	2	2	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	2	3	2	3	3	1	2	1	1	2	2	1	2	1	1	2	2	3	2	5	1	2	3	1	3	1	1	2	1	4	3	5	1	2	2	2	4	2	1	2	3	3	2	2	5	2	1	7	6	3	2	7	3	9	2	1	8	8	7	4	5	5	8	7	5	1	2	3	2	4	3	4	5	4	3	2	3	2	6	5	8	7	13	7
1000	-928.709726481464827	-926.594936169001471	-2.114790312463313	0.000010042180514	0.000026556111138	2.644456659641354	0.454724604750633	-1	0	0	1	2	3	3	3	6	4	6	7	5	8	5	7	4	8	7	6	7	6	10	5	7	9	9	10	9	10	10	8	8	10	8	9	8	10	10	8	7	11	12	11	13	10	11	12	11	10	10	12	14	13	12	14	14	11	15	12	13	15	13	14	14	13	12	15	14	14	11	14	15	16	16	15	15	17	18	13	15	16	15	15	15	17	15	15	17	18	18	18	18	17	16	17	17	19	18	20	18	18	19	19	19	18	20	22	23	0	1	1	1	4	1	1	1	17	6	8	13	4	8	8	8	5	10	10	10	11	7	40	1	8	16	25	14	41	14	16	17	19	19	20	21	22	21	40	10	15	15	30	32	58	33	34	19	20	21	14	39	42	44	32	43	30	17	45	46	46	71	49	44	9	9	36	55	45	60	34	58	30	52	56	57	33	71	88	49	63	17	58	17	70	57	71	71	71	55	70	76	80	65	65	42	48	67	52	80	81	83	97	46	94	20	83	19	67	1	1	1	1	1	3	2	1	2	1	2	2	2	2	1	2	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	3	1	2	1	2	1	2	1	2	1	3	1	1	1	1	1	2	2	2	1	1	2	1	2	1	2	4	2	1	1	3	1	2	3	3	2	2	1	1	1	2	2	3	1	1	3	4	2	1	1	8	4	4	1	2	2	3	5	3	3	2	3	2	1	2	4	5	3	3	2	1	2	5	1	6	2	14	8
1500	-854.099157961867604	-851.919627088782931	-2.179530873084659	0.000010025601550	0.000028279932020	2.820771589488639	0.551667458210896	-1	0	0	1	2	2	3	3	6	4	5	6	5	8	5	7	5	7	7	5	6	7	9	6	7	9	7	9	7	9	11	9	8	10	9	8	9	10	10	8	10	10	12	12	14	10	10	11	12	11	10	13	13	13	12	13	13	11	15	12	13	16	14	14	14	14	11	15	14	13	12	14	15	16	15	16	16	16	18	15	15	16	15	15	15	18	16	17	17	17	17	15	17	17	18	17	15	20	19	20	17	18	19	19	18	19	20	21	23	0	1	1	1	1	4	1	4	17	6	8	7	4	25	8	8	5	10	10	10	8	13	40	7	8	16	8	15	15	25	16	17	19	19	20	21	22	36	40	10	29	30	30	32	58	33	19	34	35	21	15	39	42	44	58	30	28	9	55	46	46	71	49	44	32	44	36	55	55	60	48	44	30	52	56	57	61	71	89	49	49	58	66	32	70	96	97	71	71	69	70	57	80	65	82	73	71	67	52	80	81	83	97	46	94	101	83	10	67	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	2	1	1	1	2	2	2	2	1	1	2	2	1	2	2	1	1	1	2	2	2	1	2	2	2	1	2	1	2	3	3	1	2	1	1	2	2	3	2	1	2	3	1	1	3	1	2	1	1	1	1	2	2	2	1	2	3	2	1	2	1	3	1	4	2	1	1	3	5	2	3	1	1	2	1	1	2	5	3	3	2	2	2	7	1	2	3	12	8
2000	-763.765898977498864	-761.917974681699434	-1.847924295799478	0.000010201600680	0.000019961479740	1.956700753758065	0.614173762897767	-1	0	1	1	2	3	5	4	5	4	6	7	6	7	6	6	4	7	6	7	6	7	9	7	7	8	9	9	8	10	9	8	8	10	10	8	9	7	10	8	9	9	12	12	13	11	10	10	10	10	11	12	13	12	12	13	13	11	15	13	14	15	14	13	13	14	13	14	14	14	11	15	14	15	15	16	15	16	17	15	14	16	15	16	16	17	16	17	18	17	17	18	17	16	18	16	18	20	16	19	16	18	19	20	20	17	19	22	24	0	1	1	1	1	4	4	1	17	1	8	7	7	8	8	8	5	10	10	10	8	7	40	7	8	16	14	15	15	15	26	9	19	19	20	21	22	21	40	10	25	25	42	17	58	33	19	19	20	36	29	39	42	32	32	43	30	32	45	46	46	71	49	32	44	54	21	44	58	60	48	44	43	52	56	57	61	62	87	63	49	44	66	68	70	96	62	87	71	68	70	76	80	65	82	73	87	67	74	80	81	66	97	46	82	81	66	71	67	1	1	2	1	2	2	1	3	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	2	1	1	1	2	1	1	1	4	1	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	2	4	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	2	1	1	1	1	4	2	1	1	2	1	1	1	1	4	1	2	1	2	1	3	2	1	2	9	6
2500	-732.375728770044248	-730.476481692517950	-1.899247077526257	0.000010290853049	0.000021453454571	2.084711002109632	0.580783946331797	-1	1	1	2	2	4	5	3	6	4	5	6	6	7	6	4	5	6	7	6	6	7	10	8	6	9	9	10	8	9	9	8	8	9	10	9	9	10	11	8	9	10	13	12	13	10	10	11	11	9	11	13	13	13	13	12	13	9	15	12	13	16	13	11	13	14	12	14	14	13	12	13	15	17	15	15	15	15	18	14	15	15	16	16	15	18	17	16	15	17	17	17	18	17	17	17	17	19	19	19	18	18	19	20	18	19	21	21	23	0	1	1	1	1	4	4	1	17	4	8	6	4	8	8	8	6	10	10	10	11	13	10	13	8	16	25	15	14	25	16	9	19	19	20	21	22	21	40	10	29	14	30	64	58	33	34	19	20	21	42	39	42	44	58	30	28	32	58	46	46	71	49	9	64	64	50	45	32	60	48	64	43	52	56	57	61	71	89	49	49	65	66	68	70	96	89	89	71	55	70	57	80	82	82	73	89	67	74	80	81	66	97	70	95	101	83	89	67	1	1	1	1	2	2	2	2	1	1	1	1	2	3	2	1	1	1	1	2	1	1	3	1	2	2	2	2	1	1	3	2	1	1	2	2	1	2	2	2	1	2	2	1	2	1	1	2	2	2	1	1	2	1	2	2	2	1	3	1	2	2	1	4	1	2	2	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	2	1	3	2	2	2	2	2	2	1	1	5	1	2	2	3	2	4	1	1	3	4	5
3000	-715.151356680516074	-713.343927344527060	-1.807429335989052	0.000010282456032	0.000019092608009	1.856813970285404	0.585221840754272	-2	0	0	2	2	5	3	3	6	5	5	7	6	8	5	6	5	7	6	6	6	6	9	8	7	8	9	11	6	11	10	8	8	10	8	9	10	10	11	8	10	11	9	12	13	9	8	12	10	10	11	12	13	10	12	11	14	10	13	12	13	16	14	13	12	15	13	14	15	13	13	14	15	17	14	15	15	16	17	15	15	14	14	16	15	17	17	17	15	17	17	18	18	16	16	18	17	20	19	20	17	18	18	20	20	18	18	21	24	0	1	1	1	2	7	4	1	17	4	8	4	7	8	8	8	5	10	10	10	11	7	40	13	8	16	8	25	8	43	26	9	19	19	20	21	22	36	23	10	29	43	8	54	58	33	19	34	35	36	43	39	42	9	58	43	30	32	58	46	46	71	49	44	54	83	50	59	55	60	48	54	43	52	56	57	61	71	89	49	49	65	44	68	70	73	89	89	71	69	70	76	80	82	82	86	89	67	74	93	81	66	97	91	94	81	83	89	67	1	1	1	2	1	1	1	2	1	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	1	2	2	2	2	1	1	1	2	2	3	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	3	2	1	1	1	1	1	2	1	2	1	3	2	2	1	2	1	1	6	1	1	2	2	1	2	2	2	2	4	5
3500	-704.022107391693680	-702.201216045889396	-1.820891345804277	0.000011129756790	0.000021034362750	1.889921149844415	0.675625586508114	-1	1	1	3	2	3	2	3	6	4	5	6	4	7	5	7	5	7	7	7	6	5	10	8	7	8	10	9	7	11	10	9	8	11	9	9	9	9	11	9	9	8	9	12	13	10	10	12	11	11	11	14	13	11	13	14	12	10	15	13	13	15	14	14	13	14	12	14	15	14	14	14	15	17	16	15	15	17	18	15	15	15	15	16	16	17	16	16	15	17	15	17	17	16	17	18	17	19	19	20	17	19	19	20	19	19	19	21	23	0	1	1	5	1	1	1	7	17	6	8	13	4	8	8	8	5	10	10	10	11	13	40	7	8	16	25	15	8	43	16	9	19	19	20	21	22	21	40	18	29	15	29	54	58	33	19	19	20	21	42	39	42	32	58	28	41	32	58	46	46	71	49	54	32	54	36	55	44	60	48	54	30	52	56	57	61	71	89	49	49	65	66	68	70	73	89	89	71	58	70	57	80	82	82	86	87	67	74	80	81	66	97	91	82	101	66	87	67	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	2	2	1	3	2	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	2	1	2	2	2	1	2	2	1	1	2	1	2	1	2	1	2	1	1	1	2	2	1	2	1	2	2	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	5	1	2	2	2	2	2	2	1	3	2	5
4000	-708.370384891064873	-706.636587506511660	-1.733797384553240	0.000012270056674	0.000020578622646	1.677141613355199	0.669107625684199	-2	0	1	1	2	3	4	3	6	4	5	6	7	8	5	8	4	6	7	6	7	6	9	8	7	9	9	11	7	10	11	9	8	11	9	9	10	10	11	6	9	11	11	11	14	10	10	12	11	11	10	13	12	12	12	13	13	11	14	13	13	16	14	13	13	14	14	13	15	11	13	14	15	16	16	15	15	16	18	14	15	16	16	15	15	16	15	16	14	15	18	17	17	17	17	18	16	19	20	16	17	17	19	19	20	17	20	20	23	0	1	1	1	4	4	1	2	17	4	8	7	7	8	8	25	5	10	10	10	11	7	40	7	8	16	14	25	15	14	16	9	19	19	20	21	22	21	23	10	25	51	14	32	55	33	19	34	20	36	15	39	51	44	58	43	30	32	58	70	46	71	49	44	54	44	36	58	58	46	48	54	43	52	56	57	61	71	89	20	63	65	66	68	70	73	89	89	71	55	70	57	80	82	82	86	87	67	74	80	81	66	97	70	94	81	83	87	67	1	1	1	2	1	1	2	2	2	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	2	2	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	1	2	1	1	1	2	2	2	2	1	1	2	4	1	1	2	1	2	1	1	1	1	2	3	2	2	1	1	1	1	2	2	1	2	2	2	3	2	1	2	2	5
4500	-678.233734858290745	-676.438093544040839	-1.795641314249896	0.000013563469941	0.000024792640119	1.827898039877622	0.659097865695371	-1	0	1	1	1	3	4	3	6	4	5	6	7	6	4	7	5	7	7	7	7	6	9	9	7	8	9	11	9	7	9	9	8	9	9	9	9	9	11	7	9	10	11	12	13	10	11	12	11	11	11	13	14	14	12	13	13	12	15	12	13	16	13	14	13	14	14	14	15	14	14	14	15	15	15	16	15	17	17	15	14	14	16	16	15	17	16	17	15	16	17	17	17	17	17	18	17	19	19	20	17	18	19	20	19	18	18	21	24	0	1	1	1	1	4	4	4	17	6	8	7	5	15	8	14	5	10	10	10	11	7	40	7	8	16	14	25	15	15	16	9	19	19	20	21	22	21	23	10	30	30	30	32	58	33	34	34	35	36	42	39	42	32	32	28	43	17	45	46	46	71	49	44	32	44	50	58	45	60	48	44	53	52	56	57	61	62	89	35	63	65	66	68	70	73	89	89	71	59	70	57	80	82	82	86	87	67	74	93	81	83	97	70	94	101	66	87	98	1	1	1	1	1	1	1	2	1	1	2	1	3	1	1	1	2	2	2	2	1	1	1	3	2	1	2	2	2	2	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	3	2	1	1	3	2	1	2	2	2	3	1	1	2	2	4
