step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
14000	-280.254930595673272	-287.110418546632673	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689399538237593	0	1	2	2	5	3	3	4	4	4	5	5	5	8	4	6	6	6	6	8	7	6	8	8	9	9	9	9	11	10	12	11	12	11	10	13	11	10	14	13	13	14	14	14	14	16	15	14	15	15	16	16	15	17	18	17	18	18	0	1	2	2	6	4	4	7	4	4	7	8	10	21	6	4	9	11	7	21	18	12	16	19	24	24	20	0	25	27	35	25	38	27	20	25	25	28	38	17	35	38	31	31	34	39	43	41	31	40	53	47	48	50	50	53	50	48	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	1	2	2	1	3	2	2	2	2	1	2	2	1	1	3	1	1	1	1	2	2	1	2	3
14500	-261.340007205976974	-268.195495156936374	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653837563306568	0	1	2	2	4	3	3	4	4	4	4	5	5	8	6	6	6	6	7	8	7	8	8	9	8	9	10	8	11	10	12	10	12	12	12	13	12	11	14	14	13	12	14	13	15	17	15	14	15	15	16	16	16	17	18	17	18	17	0	1	2	2	2	2	4	7	7	4	6	4	10	17	12	12	11	6	16	21	17	7	19	20	21	17	21	0	32	17	20	25	38	30	27	25	25	28	33	35	31	38	35	31	34	39	48	35	40	40	48	47	48	50	54	48	50	53	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	3	1	1	1	1	3	1	1	2	2	1	1	1	2	3	2	1	2	2	1	1	1	1	3	1	1	2	1	1	2	1	2	2	1	2	2	1
15000	-309.172403535040360	-316.027891485999760	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592527240463472	0	1	2	2	4	3	3	4	4	4	5	3	5	8	6	4	5	5	6	8	7	6	8	9	8	9	10	9	10	10	11	11	12	12	12	13	11	10	14	13	11	14	14	13	14	17	13	17	15	15	16	15	16	17	18	17	17	17	0	1	2	2	2	2	4	4	12	12	4	4	10	11	10	7	6	12	11	19	17	16	5	12	6	20	24	0	25	25	30	30	38	27	31	32	29	28	33	41	24	38	44	24	34	39	20	53	44	35	43	47	43	50	50	53	50	53	1	1	1	1	3	2	1	2	1	1	2	1	1	3	1	1	2	2	1	2	2	2	3	4	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	3	1	3	1	3	3	1	2	2	2	1	2	1	2	1	2	1
15500	-281.943623025445163	-288.799110976404563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657449713439404	0	1	2	2	4	3	3	4	4	4	5	5	5	8	5	6	6	5	7	8	7	8	8	9	9	8	10	8	11	10	10	11	12	11	12	11	12	10	14	15	11	14	14	14	15	17	15	17	15	15	15	16	16	17	18	17	17	18	0	1	2	2	6	2	4	2	4	7	7	7	10	11	7	12	12	4	16	17	17	11	19	17	12	18	26	0	25	24	20	25	38	30	20	25	25	28	33	31	31	33	35	35	27	39	43	53	27	44	43	47	43	50	50	53	50	48	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	2	1	2	1	2	1	2	3	2	1	1	2	1	1	1	2	1	3	2	2	2	1	3	1	2	1	2	2	2	1	1	5	1	1	1	2	2	2	1	2	1
16000	-280.950164216553048	-287.805652167512449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582087280747490	0	1	2	2	5	3	3	4	4	4	4	3	5	8	5	6	7	5	7	8	6	8	8	8	9	9	9	9	11	9	12	11	12	12	11	12	12	10	14	15	13	13	14	14	14	17	15	17	15	15	15	16	16	16	17	17	18	18	0	1	2	2	3	3	4	4	7	12	4	4	10	11	12	7	10	4	11	5	8	10	19	21	24	24	18	0	25	24	35	25	38	27	17	25	25	28	33	44	35	38	31	31	34	33	41	53	44	35	44	47	43	50	54	53	54	53	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	3	1	2	2	2	2	3	1	2	1	1	3	1	1	1	1	2	2	2	3	2	1	1	2	1	2	3	1	2	2	3	2	1	1	3	1	1	2	1	1	1	2	2
16500	-277.784941690262201	-284.640429641221601	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699578183222471	-1	0	1	2	5	3	3	3	4	4	4	5	5	8	6	6	6	5	7	8	7	8	8	9	9	8	9	9	10	7	12	11	12	11	12	11	12	10	14	15	13	14	14	14	15	17	15	17	15	15	15	16	15	17	18	16	17	18	0	1	2	3	10	2	4	4	4	4	7	7	10	19	18	10	11	2	18	17	17	12	19	17	20	30	30	0	25	18	20	18	38	20	12	25	36	28	33	44	31	33	35	31	32	39	43	53	44	44	43	47	43	50	50	43	50	56	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	3	2	2	1	1	1	3	1	1	2	1	1	1	2	3	2	1	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	1	2
17000	-242.982127117100362	-249.837615068059733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671406072163665	0	1	2	2	4	3	3	3	4	4	5	5	5	8	6	6	6	6	7	8	7	7	7	9	9	9	10	9	11	8	12	10	12	12	12	13	12	10	13	14	13	14	14	14	14	17	15	17	15	15	16	16	15	17	18	17	18	18	0	1	2	2	6	3	4	4	7	7	10	7	10	22	12	12	11	11	16	21	17	11	16	30	30	30	30	0	25	21	27	25	38	27	27	37	32	28	38	35	27	33	35	35	27	33	43	51	31	40	53	47	43	50	54	53	50	56	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	1
17500	-259.031762780101928	-265.887250731061329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731057085839501	0	1	2	2	4	3	3	4	4	4	4	5	5	8	6	6	7	5	7	8	6	8	8	9	9	9	10	9	11	8	12	11	12	11	11	13	12	10	13	15	13	13	14	14	15	17	15	17	15	15	16	16	15	17	18	17	17	18	0	1	2	2	2	2	4	7	4	4	7	11	10	12	12	4	21	7	16	21	4	16	19	30	30	30	24	0	25	21	34	25	38	24	20	25	25	28	33	44	31	33	31	35	34	39	43	53	41	31	43	47	43	40	54	53	49	56	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	3	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	2	1	1	2	1
18000	-258.802335903100243	-265.657823854059643	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615654273784008	0	1	2	2	5	3	3	3	3	4	5	4	5	6	6	6	7	6	7	8	7	8	8	9	9	9	10	9	11	8	12	11	12	12	12	11	11	10	14	13	13	14	13	14	15	17	15	17	14	15	16	16	16	17	18	17	18	18	0	1	2	2	6	2	4	4	4	7	7	4	12	12	11	7	11	4	18	21	18	16	18	30	30	30	30	0	25	21	27	25	38	27	27	25	25	28	38	35	35	33	35	40	34	38	43	53	31	40	47	47	43	50	50	53	50	56	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	2	1	2	2	1	2	1	1	2	1	1	2	4	2	1	2	2	1	1	2	2	2	1	3	1
18500	-267.744145824703139	-274.599633775662539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685522372795918	-1	1	2	2	5	3	3	4	4	3	5	5	4	6	6	6	6	5	6	8	7	8	8	8	9	9	9	9	11	10	12	11	12	11	11	12	12	11	14	13	13	14	13	14	15	16	15	17	15	15	16	16	16	17	18	17	18	18	0	1	2	2	6	3	4	7	7	4	6	7	10	12	12	4	2	9	18	21	17	12	19	12	24	24	24	0	25	20	35	25	38	27	24	25	25	28	33	35	35	33	35	40	34	39	43	51	40	44	43	47	43	50	44	53	50	53	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	2	2	1	2	1	1	1	2	2	2	1	1	2	1	1	1	3	2	2	1	2	1	3	1	2	2	2	1	3	2
19000	-267.095314924172044	-273.950802875131444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596648115162449	0	1	2	2	5	3	3	4	4	4	5	5	5	8	5	6	5	6	7	7	7	8	8	9	9	9	7	9	11	8	12	11	12	12	11	13	12	11	13	14	13	14	14	14	15	17	15	17	14	15	15	16	16	17	18	17	18	18	0	1	2	2	2	2	4	4	7	7	10	7	7	4	7	10	10	12	12	17	17	12	19	30	27	30	17	0	25	27	20	25	38	24	27	32	25	28	33	35	31	33	31	31	34	39	31	53	35	40	43	47	51	50	50	53	50	56	1	1	1	1	2	1	1	2	1	1	1	2	2	5	2	2	1	1	1	2	2	3	1	1	2	1	2	1	1	1	2	2	1	1	2	2	3	2	1	2	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1
19500	-269.611572823990628	-276.467060774950028	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685114169659924	0	1	2	2	5	3	3	4	4	4	5	4	5	6	6	6	7	6	7	8	7	8	6	9	9	9	8	9	11	10	12	11	11	12	12	13	11	11	14	15	13	13	14	13	15	17	15	16	15	15	15	16	16	17	17	17	18	17	0	1	2	2	9	2	4	7	7	7	7	4	10	7	11	11	7	5	16	21	12	16	9	27	21	27	10	0	25	24	20	25	28	30	17	29	25	28	38	44	31	38	31	35	34	39	43	43	35	31	43	47	43	50	50	53	54	48	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	4	2	2	2	2	1	2	2	1	2	1	2	2	1	2	2	1	2	2	2	1	1	2	2	2	1	1	1
20000	-306.743622052155217	-313.599110003114617	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555860699673585	0	1	2	2	4	3	3	4	4	4	5	4	5	8	6	6	7	6	6	8	7	8	8	8	8	9	10	9	10	10	10	9	12	12	12	12	12	10	14	15	13	14	14	11	15	17	15	17	14	15	15	16	15	17	17	16	18	18	0	1	2	2	2	4	4	4	4	7	5	7	10	18	4	12	11	7	4	21	18	16	16	11	11	24	24	0	25	24	21	25	38	30	31	32	25	28	38	49	44	38	35	31	34	39	43	56	35	31	43	47	43	50	35	53	54	43	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	1	1	1	2	1	3	2	1	1	1	2	2	2	1	2	1	1	2	3	1	4	1	2	4	2	1	3	2	1	1	2	4	1	1	1	1	3	1	1	1
20500	-287.975670333995765	-294.831158284955166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639639952652980	-1	1	2	2	5	3	3	4	4	3	5	5	5	8	6	6	6	6	6	8	7	7	8	8	9	9	10	9	11	10	11	10	12	12	12	12	12	11	14	15	13	14	14	11	14	16	14	17	15	14	13	16	16	17	18	17	18	18	0	1	2	2	2	2	4	10	7	2	4	10	4	22	6	7	5	4	7	17	17	19	19	17	24	24	20	0	25	24	27	25	38	26	31	32	32	28	33	50	35	38	44	20	34	39	51	53	35	31	44	47	51	50	50	53	40	56	1	2	1	1	4	2	1	1	1	2	1	1	2	1	1	3	1	3	3	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	3	3	3	2	2	1	1	2	3	1	2	1	2	4	1	1	1
21000	-279.197555112033115	-286.053043062992515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713614121267239	0	1	2	2	5	3	3	4	3	4	5	5	5	8	6	5	6	6	6	8	7	8	7	7	8	9	10	9	11	9	12	11	12	12	11	12	9	10	14	15	12	14	14	13	15	15	15	17	15	15	16	16	15	17	17	17	18	18	0	1	2	2	6	2	4	7	4	9	7	10	10	18	12	2	10	10	12	24	17	16	10	17	24	20	24	0	37	24	27	25	38	22	27	37	25	28	33	44	35	38	31	27	34	42	43	53	44	44	40	47	43	50	50	53	40	56	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	3	2	1	1	1	1	2	3	1	1	1	2	1	2	2	2	2	2	2	1	2	1	1	2	2	1	3	2	2	2	1	1	2	2	1	1	1	1	2	1	2	2	1
21500	-293.898909443725870	-300.754397394685270	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529405974019276	-1	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	7	6	7	8	7	8	8	9	9	9	10	9	11	10	9	11	12	12	11	13	12	10	14	15	13	14	14	13	14	16	15	17	15	15	16	16	15	17	18	16	18	17	0	1	2	2	6	2	4	4	7	7	4	4	10	17	11	12	7	11	16	5	12	16	11	20	17	17	24	0	25	24	17	25	38	27	21	29	25	28	38	44	31	38	41	17	34	33	43	53	35	44	43	47	44	50	20	53	54	43	1	2	1	1	2	2	1	2	1	1	2	3	1	1	1	1	4	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	4	1	2	1	4	2	2	4	1	2	2	3	1	2	1	2	1	1	2	2	4	1	1	2
22000	-257.120658902621926	-263.976146853581326	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693573146430176	0	1	2	2	5	3	3	4	4	4	4	5	5	7	5	6	7	6	7	8	6	8	8	8	9	8	9	9	11	10	12	11	12	12	11	13	12	10	14	12	13	14	14	13	15	16	15	17	15	15	15	16	15	17	18	16	17	18	0	1	2	2	6	3	4	4	4	4	7	4	10	7	4	11	21	11	18	17	12	16	19	17	24	21	24	0	25	26	35	25	38	30	20	37	25	28	33	35	31	38	44	20	34	39	44	53	40	44	43	47	44	50	57	43	50	48	1	1	1	1	2	1	1	2	2	2	1	2	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	2	1	1	3	1	3	3	2	2	2	2	2	1	1	2	2	1	2	1	1
22500	-282.627653978517515	-289.483141929476915	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659123673536578	0	1	2	2	4	3	3	4	4	4	4	5	5	8	6	6	7	6	7	8	6	7	8	9	9	9	9	9	11	10	12	11	11	12	12	13	12	10	12	13	13	14	13	14	14	16	14	17	15	14	16	16	15	17	18	17	18	18	0	1	2	2	6	2	4	4	7	7	7	11	10	11	12	11	8	4	16	17	8	11	16	20	17	15	20	0	25	27	20	25	38	30	21	37	32	28	33	35	35	38	21	40	17	39	35	53	40	43	47	47	47	50	54	53	50	56	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	3	1	1	2	2	1	1	2	1	2	2	1	1	4	1	1	1	1	1	1	2	5	1	5	4	2	2	2	1	1	1	1	2	1	2	2	1
23000	-258.232742692795796	-265.088230643755196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706751130293977	-1	1	2	2	5	3	3	4	4	4	5	5	5	7	6	6	6	6	5	8	7	7	6	9	9	8	9	9	11	10	11	11	12	12	12	13	11	11	14	13	13	14	14	14	14	15	15	17	14	15	16	16	15	17	18	17	18	18	0	1	2	2	6	1	4	7	7	7	7	10	10	12	11	11	19	7	7	21	17	10	19	21	26	19	26	0	25	24	24	25	38	32	30	37	25	28	33	35	35	38	35	40	34	33	43	53	40	40	53	47	43	50	54	53	50	56	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	2	2	1	1	2	1	1	2	3	1	2	1	2	1	1	1	2	1	2	2	1
23500	-306.494862449396635	-313.350350400356035	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608001636537150	0	1	2	2	4	2	3	4	4	4	5	5	5	8	6	6	7	4	7	8	5	8	8	9	9	9	10	8	11	8	10	11	12	11	12	13	12	10	14	12	13	14	14	14	15	17	14	17	15	14	16	16	15	17	18	16	18	18	0	1	2	2	6	2	4	4	7	7	7	2	10	15	10	7	15	7	15	8	6	16	18	4	30	12	21	0	27	21	24	25	38	20	27	25	25	28	33	11	35	33	20	40	27	39	35	53	35	40	53	47	43	50	54	53	50	56	1	1	1	1	2	1	1	2	1	1	2	3	1	2	2	1	1	1	1	3	2	1	4	5	1	2	4	1	1	3	1	2	2	2	2	2	3	1	2	5	1	2	2	2	4	2	2	2	2	1	1	2	1	2	1	1	2	1
24000	-263.065489326728368	-269.920977277687768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.705528957716984	-1	1	2	2	5	3	3	4	4	3	4	5	5	8	4	6	7	6	7	8	6	8	8	9	9	9	10	9	11	8	12	11	12	11	10	13	11	11	14	15	13	13	14	12	15	17	15	17	15	15	16	16	15	17	18	17	18	18	0	1	2	2	6	3	4	4	4	4	4	7	11	18	4	15	21	4	18	17	8	12	19	30	30	30	24	0	25	18	21	25	38	35	21	32	25	28	33	44	31	33	44	35	34	39	43	53	44	31	40	47	43	50	54	53	50	51	1	1	1	1	2	1	1	2	2	1	2	1	1	2	2	1	1	3	1	1	1	3	1	1	1	1	1	1	2	2	3	2	1	1	2	2	1	2	2	3	1	1	2	1	2	2	1	2	1	2	1	1	1	2	1	1	2	2
24500	-262.807201564712500	-269.662689515671900	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667325759378559	0	1	2	2	4	3	3	4	4	3	5	5	5	7	6	6	6	6	7	8	7	8	8	8	9	9	10	9	11	10	11	11	12	12	12	13	12	11	14	14	13	14	14	13	15	16	15	17	14	14	16	16	15	15	15	17	17	18	0	1	2	2	2	2	4	7	7	4	7	7	10	11	11	7	7	11	18	21	17	19	18	17	24	24	24	0	25	21	24	25	38	24	20	32	25	28	38	44	35	33	35	31	35	39	44	53	44	44	47	47	43	50	50	53	54	56	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	2	3	1	2	1	1	3	2	2	2	3	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1
25000	-301.790057905300785	-308.645545856260185	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662560892056833	0	1	2	2	5	3	3	4	4	4	4	3	5	8	6	6	6	6	7	8	7	7	8	9	9	9	10	8	11	10	12	11	12	12	12	12	12	11	14	15	13	14	14	13	15	17	14	17	15	15	16	16	16	16	16	16	18	17	0	1	2	2	6	2	4	7	12	4	2	4	12	10	12	11	12	12	16	17	17	18	16	20	17	21	24	0	27	24	25	25	38	30	5	25	25	28	33	21	31	33	35	17	24	39	35	53	35	35	43	47	43	50	40	43	54	56	1	1	1	1	2	1	1	1	1	2	3	1	2	2	2	2	3	3	1	2	1	1	2	1	2	2	1	1	1	1	3	2	1	2	3	3	3	2	2	5	1	2	1	3	5	3	1	1	1	1	2	2	2	1	1	2	2	1
25500	-272.744717058937567	-279.600205009896968	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673008945673611	0	1	2	2	5	3	3	4	4	4	4	4	5	8	6	6	7	6	6	8	5	7	7	8	9	9	7	9	11	10	11	11	12	12	12	13	12	10	14	15	12	13	12	13	14	17	13	17	15	15	15	15	13	17	18	17	18	18	0	1	2	2	6	2	4	7	7	4	7	4	12	18	11	13	21	7	11	19	11	16	16	27	24	27	21	0	25	24	17	25	38	17	21	37	25	28	33	44	31	33	31	41	34	39	43	51	44	35	43	47	43	50	54	43	50	56	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	4	1	1	1	2	1	1	1	1	1	1	3	1	2	2	2	2	2	1	1	1	3	2	1
26000	-270.531031944918482	-277.386519895877882	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589663054011676	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	6	6	7	8	4	7	8	9	9	8	8	9	10	10	12	11	12	12	12	13	12	11	14	15	13	14	14	13	15	17	15	17	15	15	13	16	15	17	18	17	18	18	0	1	2	2	6	1	4	6	4	4	4	7	10	16	12	7	21	12	11	21	6	18	19	20	27	17	17	0	27	24	17	25	38	32	20	29	25	28	38	35	20	33	44	17	34	38	43	53	35	41	31	47	43	50	54	53	50	56	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	1	1	4	2	1	1	3	3	2	2	2	2	2	2	1	5	2	4	1	2	3	2	1	1	1	2	1	2	2	1
26500	-289.890158502495353	-296.745646453454754	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628755982602090	0	1	2	2	4	3	3	4	4	4	5	5	5	7	6	6	7	6	7	8	6	7	8	8	9	9	10	8	10	10	11	11	12	11	12	13	11	11	13	15	13	14	13	14	15	15	14	17	14	15	14	15	15	17	18	17	17	18	0	1	2	2	6	2	4	7	4	7	7	10	10	18	11	8	21	5	16	21	5	18	21	21	16	24	24	0	25	24	17	25	38	27	20	25	25	28	38	41	35	38	35	31	34	42	43	53	34	35	43	47	43	50	54	53	50	48	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	4	2	1	1	2	2	2	2	2	2	1	3	1	2	2	1	1	2	2	2	1	1	1	2	1	2	2	1
27000	-261.162796774738183	-268.018284725697583	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654958104872049	0	1	2	2	4	3	3	4	4	4	5	5	5	6	6	6	7	6	7	8	6	8	8	9	9	9	10	9	11	7	12	11	12	12	11	13	12	10	14	14	12	14	14	13	15	17	13	17	12	15	16	16	15	17	18	17	17	18	0	1	2	2	6	2	4	4	4	7	7	7	10	4	11	13	21	12	16	21	12	12	18	30	30	20	24	0	25	18	35	25	38	27	20	32	25	28	33	44	20	33	41	31	34	39	41	53	35	40	53	47	43	50	57	53	50	48	1	1	1	1	1	2	1	1	1	1	2	2	1	3	1	1	1	1	1	2	1	2	2	2	2	1	1	1	2	1	1	2	2	2	1	2	2	1	2	1	3	1	2	1	2	1	1	2	1	1	1	2	1	2	1	2	2	1
27500	-260.353534633988431	-267.209022584947832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671160125630782	0	1	2	2	4	3	3	4	3	4	4	5	5	7	6	6	7	5	7	8	5	8	8	9	9	9	8	9	10	7	12	11	12	12	10	13	12	11	13	14	10	12	14	14	15	17	15	17	15	15	16	16	15	17	18	17	18	18	0	1	2	2	6	2	4	4	4	7	7	7	10	4	12	7	12	7	16	17	4	14	16	27	21	30	30	0	25	11	35	25	38	24	21	32	32	28	38	31	21	38	31	35	34	39	43	43	40	40	53	47	43	50	54	53	50	48	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1	1	2	1	2	1	2	2	1	1	1	2	2	1	1	2	3	1	1	1	2	2	2	1	2	2	2	3	1	3	1	1	1	1	1	2	1	1	2	1
28000	-269.764675615221677	-276.620163566181077	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613989851262262	0	1	2	2	5	2	3	4	4	4	4	3	5	8	6	6	7	4	6	8	6	8	7	8	9	9	10	9	11	10	12	11	12	10	11	13	12	10	13	15	13	14	14	14	15	17	15	16	15	15	16	16	15	17	18	17	17	18	0	1	2	2	2	2	4	12	12	12	7	4	11	16	6	12	21	7	18	21	11	15	19	17	24	24	24	0	25	24	14	25	38	19	21	37	25	28	38	44	27	33	35	31	30	39	43	53	44	44	43	47	43	50	35	53	50	56	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	2	1	4	1	2	1	1	1	2	2	1	2	2	2	1	1	1	1	2	1	1	2	4	2	2	1
28500	-270.467386243011902	-277.322874193971302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754297977310991	0	1	2	2	5	3	3	4	4	4	3	4	5	8	5	4	6	6	7	8	7	7	8	8	9	9	10	9	11	9	12	10	12	12	11	10	11	13	14	15	13	14	14	13	14	16	15	17	14	14	16	16	15	17	18	17	18	17	0	1	2	2	6	2	4	11	11	4	4	7	10	11	11	7	16	12	16	18	17	18	19	17	24	20	26	0	25	21	20	25	28	24	15	25	25	28	38	44	31	38	31	34	34	38	43	53	44	44	53	47	43	50	50	53	50	53	1	1	1	1	2	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	3	1	2	3	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	3	1	2	1
29000	-276.630015811100691	-283.485503762060091	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711469542915196	0	1	2	2	3	2	3	4	4	4	5	5	5	8	4	5	6	4	7	8	7	8	7	9	9	8	10	9	10	8	11	11	12	12	11	13	12	13	14	15	13	13	14	13	14	17	15	17	12	14	16	16	15	17	18	17	18	18	0	1	2	2	2	2	4	7	4	4	2	7	10	11	7	10	11	7	10	17	11	11	11	30	30	21	30	0	25	21	20	25	28	27	27	32	25	33	33	44	31	33	31	31	34	38	43	53	35	35	43	47	43	50	54	43	50	56	1	1	1	1	2	1	1	1	1	2	3	1	1	3	1	1	1	1	2	2	1	3	2	1	1	1	2	1	1	1	3	2	2	2	1	2	3	1	1	1	2	1	1	2	2	2	1	2	1	3	1	1	1	2	1	2	2	1
