step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61
42500	-514.657681754332657	-521.513169705292057	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508169807900878	-1	3	4	5	2	4	4	5	6	6	6	7	7	8	8	9	7	10	8	8	8	10	12	10	13	11	12	12	14	12	14	14	14	15	13	14	16	15	14	16	15	16	15	15	15	16	18	19	20	20	21	21	23	23	24	30	28	31	29	32	33	0	5	5	5	0	1	5	2	5	2	4	7	5	9	4	10	10	0	3	5	0	17	15	0	28	16	22	0	25	26	2	22	27	35	30	3	24	29	10	27	9	25	24	25	24	0	33	42	24	41	38	37	49	47	54	51	0	59	50	56	60	1	1	1	1	1	2	2	2	3	2	1	2	2	1	2	1	1	1	2	4	1	2	1	1	1	1	1	1	1	1	6	3	1	1	1	5	4	1	4	3	3	3	2	1	1	1	2	2	5	2	3	2	2	2	1	4	1	2	2	1	1
43000	-340.850013493906715	-347.705501444866115	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612974331089612	0	2	3	4	3	6	6	5	5	6	7	6	8	9	7	8	7	10	9	7	10	10	11	11	13	11	12	14	15	12	13	14	14	15	12	14	15	15	14	16	17	15	15	15	14	17	17	18	20	20	21	20	22	23	27	29	28	30	31	32	31	0	1	1	2	0	3	5	3	5	4	4	3	5	20	9	12	3	0	16	6	0	8	20	0	16	3	4	0	21	26	23	35	22	39	16	30	24	39	23	33	34	12	32	39	26	0	40	32	37	34	25	37	51	52	53	57	0	38	55	55	56	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	3	1	4	3	4	1	3	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	3	3	1	2	2	1	1	6	2	2	1
43500	-357.981790328259478	-364.837278279218879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624547455579663	0	2	4	6	3	5	5	3	6	6	6	6	8	8	7	10	8	10	9	8	7	10	12	11	14	10	12	14	14	12	11	14	14	13	13	13	15	15	14	13	17	16	15	14	17	17	18	18	20	19	20	20	22	23	24	29	28	31	29	33	33	0	1	1	2	0	1	5	2	7	7	3	6	9	9	6	17	11	0	14	9	0	17	15	0	11	19	16	0	22	24	13	31	17	30	16	11	24	33	36	16	37	28	27	30	37	0	27	11	24	46	28	37	51	51	48	55	0	56	28	58	59	1	1	2	2	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	4	1	1	1	3	1	1	2	2	1	2	4	2	1	1	2	1	2	2	1	1	1	2	7	6	1	3	3	1	1	3	2	1	1	4	1	2
44000	-310.911521321153600	-317.767009272113000	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722198367511333	-1	3	3	5	3	6	6	6	5	5	7	5	7	8	7	10	7	11	9	9	9	9	13	9	13	11	12	14	14	12	14	12	14	13	13	14	16	15	14	15	16	16	15	16	17	17	18	18	18	18	21	21	22	24	27	28	27	29	28	31	33	0	1	1	5	0	2	5	10	5	2	4	2	9	7	5	22	10	0	8	15	0	17	15	0	21	10	22	0	25	19	18	24	27	32	16	21	24	35	26	27	27	21	34	39	38	0	39	42	39	44	25	49	51	51	54	54	0	55	28	58	60	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	2	2	4	1	1	1	1	1	1	2	1	4	2	1	2	1	1	1	1	5	1	1
44500	-244.649756618722364	-251.505244569681736	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763986645875821	0	1	3	5	4	5	6	5	6	6	7	6	9	7	7	9	7	11	8	8	7	10	12	10	13	11	12	11	15	13	12	13	14	15	13	14	15	15	16	16	15	16	15	14	16	17	17	18	20	18	21	22	20	23	26	30	28	30	30	32	32	0	1	2	1	0	3	5	3	5	3	9	6	11	4	5	21	4	0	10	15	0	19	20	0	28	15	22	0	25	28	18	19	27	25	24	27	24	36	35	22	36	12	27	23	32	0	43	42	46	39	48	49	45	52	54	57	0	55	51	59	56	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	4	1	7	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	1	3	1	1
45000	-341.417812820685072	-348.273300771644472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623306180053067	-1	0	4	6	4	6	7	5	6	5	6	6	9	7	6	10	7	9	9	8	10	9	12	10	12	11	13	12	15	12	13	15	13	14	12	14	15	15	16	15	15	15	16	16	17	16	17	18	20	19	19	21	23	23	26	26	28	31	31	32	34	0	1	2	10	0	10	5	2	5	2	5	3	9	10	5	13	8	0	14	15	0	17	20	0	21	14	19	0	25	18	9	27	26	26	18	35	24	28	25	26	31	19	37	13	40	0	42	47	43	4	44	49	52	51	53	50	0	57	51	57	60	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	3	1	1	1	1	1	3	1	2	2	1	2	1	3	1	1	1	1	3	5	1	1	1	2	2	3	1	1	5	2	1
45500	-356.570200493349432	-363.425688444308832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566549049461981	0	1	3	5	3	5	5	6	7	5	5	7	8	9	6	9	8	11	9	8	10	9	13	10	13	11	12	13	15	11	13	15	13	13	13	13	15	15	15	13	14	16	15	14	17	18	16	19	20	18	21	22	22	23	25	29	28	29	29	32	33	0	1	1	5	0	3	5	3	10	5	5	11	5	8	11	9	8	0	13	15	0	6	9	0	3	14	17	0	14	8	20	23	27	24	19	20	24	28	27	27	40	3	34	27	43	0	40	29	32	31	42	37	28	38	53	55	0	54	51	59	60	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	5	1	1	1	4	2	3	1	1	2	2	2	3	1	2	1	1	5	1	2	1	1	2	2	2	2	2	2	5	3	2	2	1	2	4	1	1
46000	-395.460486175637982	-402.315974126597382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570733527806060	0	2	2	5	4	6	6	3	5	6	7	6	6	8	8	10	7	10	9	8	10	10	12	9	12	11	12	12	14	12	13	14	14	14	12	15	15	15	13	15	17	16	14	15	17	18	17	15	20	19	20	21	21	22	27	29	27	30	30	33	34	0	1	1	5	0	5	5	2	5	2	10	3	5	17	4	12	6	0	13	4	0	17	7	0	21	16	10	0	11	22	12	27	22	31	24	24	24	31	13	33	32	25	30	39	40	0	31	11	24	24	21	36	33	50	53	57	0	57	31	58	59	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	3	1	1	1	2	1	4	2	4	1	2	1	2	4	3	1	4	1	1	2	1	1	1	1	2	4	6	5	3	3	4	1	2	1	1	2	8	2	1
46500	-297.956560477063420	-304.812048428022820	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601458823483761	-1	2	1	5	2	4	5	5	5	6	6	7	7	7	7	10	7	10	9	8	10	9	13	10	13	12	13	12	14	12	13	14	13	14	14	14	16	15	15	14	17	16	16	16	17	16	16	19	21	18	21	21	22	24	27	29	28	30	30	31	33	0	1	1	6	0	1	5	6	5	7	6	8	7	8	9	10	8	0	20	15	0	17	15	0	21	21	14	0	8	17	28	30	26	23	30	16	24	40	33	28	24	29	36	34	36	0	35	19	24	29	42	37	38	52	52	57	0	56	51	57	56	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	4	1	2	2	1	1	1	1	1	2	3	1	1	1	3	2	1	1	1	1	1	4	4	2	3	2	4	2	3	1	1	1	5	1	2
47000	-327.899002163638272	-334.754490114597672	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740438844444083	0	2	4	6	2	5	6	5	6	6	5	7	8	8	8	9	8	11	10	9	10	10	13	11	14	12	13	13	13	13	13	14	14	13	13	14	16	15	15	15	16	17	15	15	16	16	17	18	20	19	22	20	21	23	26	29	28	31	31	32	33	0	1	2	6	0	5	5	2	5	6	3	4	7	9	7	9	3	0	10	15	0	17	20	0	28	17	22	0	19	12	15	31	27	22	20	28	24	25	24	27	43	25	32	36	29	0	44	26	37	45	11	39	52	53	54	57	0	56	51	59	58	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	2	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	3	2	7	2	1	1	1	1	1	1	5	1	1
47500	-391.501022373125636	-398.356510324085036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664505884289511	-1	0	3	6	3	6	4	5	7	5	6	7	9	6	7	8	7	10	9	8	10	9	12	10	13	12	11	14	14	11	12	14	14	13	14	15	14	16	15	16	14	15	16	15	16	17	17	18	21	19	20	22	22	22	26	29	26	28	31	33	33	0	1	2	5	0	7	5	3	3	5	3	14	7	3	11	11	8	0	5	15	0	17	15	0	21	18	22	0	25	15	27	27	22	12	21	25	24	35	18	33	23	25	39	29	35	0	40	40	37	40	42	37	42	49	49	58	0	57	35	59	59	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	2	1	2	3	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	5	2	4	3	3	1	2	1	1	1	9	1	2
48000	-287.280381023806399	-294.135868974765799	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671393446601716	0	2	3	6	2	5	6	5	7	5	4	5	8	8	8	10	8	10	10	7	9	10	12	10	11	12	12	13	12	11	13	14	15	15	14	15	16	15	14	15	17	17	15	13	14	16	17	18	20	19	21	22	23	23	26	29	27	31	31	32	33	0	1	2	8	0	3	12	3	7	2	1	5	7	7	20	4	8	0	17	5	0	17	7	0	8	9	19	0	25	8	3	17	17	28	21	39	24	31	28	16	32	45	15	29	28	0	34	33	46	47	25	46	52	48	53	57	0	56	51	56	59	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	1	1	3	1	2	3	1	1	1	3	4	3	3	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	5	4	1	2	2	1	1	1	4	1	1
48500	-424.161526212221645	-431.017014163181045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596020856484252	-2	1	2	4	3	5	4	4	7	7	6	7	5	8	8	10	8	8	9	9	9	6	11	11	13	10	12	11	11	12	13	14	13	13	13	15	15	16	15	15	14	17	15	15	16	16	16	18	21	17	21	21	21	23	25	29	27	30	30	31	34	0	1	2	3	0	7	5	2	13	5	5	6	5	22	6	9	22	0	15	12	0	1	20	0	21	12	22	0	21	14	15	34	27	21	17	28	24	32	31	30	19	25	30	21	15	0	43	38	24	38	35	48	37	37	53	54	0	57	55	56	58	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	3	1	1	2	2	1	1	2	2	2	2	1	1	1	2	2	1	3	2	1	1	1	5	1	3	2	4	4	2	3	1	1	2	1	3
49000	-590.781978038511397	-597.637465989470797	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578522655621504	0	2	3	5	4	6	5	6	7	6	6	7	8	9	8	8	7	8	8	8	9	9	12	10	13	10	11	14	15	11	14	14	14	15	11	13	15	15	12	16	17	14	16	15	17	16	16	19	20	17	21	21	22	24	26	29	28	31	32	32	33	0	1	1	5	0	7	5	3	5	3	5	11	9	12	6	1	11	0	6	6	0	11	15	0	21	15	12	0	16	22	23	18	27	25	21	15	24	1	10	17	22	16	42	30	43	0	29	33	37	21	35	24	51	52	54	57	0	56	51	55	33	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	4	1	1	1	2	1	1	2	1	1	2	1	1	4	1	1	3	2	1	1	3	3	6	3	4	3	3	1	2	1	1	1	3	2	4	3	6	1	1	1	1	1	1	5	2	9
49500	-449.955786473062801	-456.811274424022201	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684581476167658	-1	2	3	6	3	4	5	6	6	6	7	6	8	9	7	9	7	10	10	9	10	9	12	10	13	11	11	12	13	11	13	13	14	14	13	14	15	15	14	14	16	16	14	16	17	17	17	19	19	18	22	19	23	24	26	29	27	30	30	33	33	0	1	1	3	0	2	5	6	5	3	8	7	5	11	7	12	12	0	13	15	0	6	15	0	21	24	22	0	19	20	26	28	27	19	4	28	24	26	23	27	39	35	32	26	27	0	37	36	37	45	32	37	52	45	53	54	0	55	51	59	55	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1	1	1	1	3	3	1	1	3	2	1	3	2	2	2	1	2	1	1	4	2	3
50000	-415.427151460560253	-422.282639411519654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607554224271607	-1	0	3	6	2	6	7	4	7	4	7	5	9	9	7	8	7	10	10	8	10	9	12	11	13	11	12	13	15	12	14	13	14	14	12	14	14	12	16	15	16	16	14	15	17	18	15	18	18	18	21	22	22	23	25	29	28	30	31	33	32	0	1	2	3	0	2	5	1	5	2	4	10	9	15	10	9	12	0	20	5	0	17	19	0	21	18	12	0	25	24	13	21	27	23	21	32	24	7	43	4	28	36	38	31	29	0	25	23	38	23	47	49	46	41	51	55	0	56	51	59	56	1	1	2	2	1	2	3	2	1	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	4	1	1	1	1	1	1	1	2	4	3	3	3	2	2	1	1	1	1	4	1	1
50500	-366.051808072585800	-372.907296023545200	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736133439614011	-1	2	4	6	4	5	5	5	7	7	6	6	8	8	8	10	8	10	10	7	8	10	10	11	13	11	11	11	14	11	11	15	14	14	13	14	13	15	14	16	17	16	13	16	16	18	18	17	20	18	22	21	22	23	25	30	28	30	29	31	32	0	1	2	3	0	5	5	2	7	6	6	5	7	6	20	13	8	0	4	5	0	17	9	0	28	13	17	0	19	14	14	43	27	30	14	25	24	25	30	3	38	25	16	39	30	0	44	38	37	33	48	26	46	46	52	57	0	57	51	59	59	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	4	1	3	3	2	2	2	1	1	1	3	1	1
51000	-457.261454284260822	-464.116942235220222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702488669853984	-1	2	4	5	3	5	6	4	4	5	6	6	8	8	7	9	6	10	7	7	10	9	12	11	14	12	13	13	14	12	12	13	14	14	13	13	15	15	15	15	16	16	15	15	16	17	17	17	20	19	20	21	21	22	26	29	29	31	31	32	32	0	1	5	8	0	9	3	2	5	3	5	3	7	3	10	14	6	0	9	4	0	2	20	0	21	18	22	0	28	21	18	18	27	18	30	18	24	31	30	36	36	31	28	24	29	0	44	34	46	28	42	37	45	49	49	55	0	57	51	58	59	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	3	2	2	1	1	2	2	1	1	4	1	1
51500	-405.498319640867010	-412.353807591826410	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824096779184932	0	2	4	6	4	4	5	5	6	5	6	6	8	8	7	9	7	10	8	9	8	10	13	10	13	12	13	12	14	10	13	15	14	14	13	13	14	15	15	14	16	16	15	15	16	18	18	18	19	17	22	21	22	23	25	29	28	30	31	32	33	0	1	2	5	0	2	5	6	5	2	3	7	12	11	7	9	8	0	12	15	0	2	20	0	28	22	14	0	26	19	30	31	26	35	20	22	24	31	35	16	40	32	27	33	27	0	42	40	37	43	29	46	49	47	54	57	0	57	51	58	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	3	1	1	2	1	1	1	1	5	1	1
52000	-596.129146875086121	-602.984634826045522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634504357274241	-2	2	3	6	3	5	6	6	5	7	7	7	7	8	4	8	8	9	9	8	10	10	12	8	14	12	11	13	12	12	13	13	14	15	14	14	13	15	16	14	15	17	16	15	15	17	18	18	21	19	19	21	23	24	26	30	28	30	32	32	33	0	1	2	9	0	3	5	2	5	15	7	9	5	4	5	9	8	0	12	10	0	16	6	0	21	27	17	0	16	12	30	27	8	32	24	37	24	37	29	26	29	29	30	33	32	0	38	43	37	45	37	37	52	53	54	57	0	57	39	56	56	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	4	1	3	1	4	1	2	1	1	3	2	1	1	1	1	1	5	2	2	3	1	1	1	1	1	1	6	1	1
52500	-286.571331382127312	-293.426819333086712	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651142307083498	-1	1	3	5	4	4	6	4	7	6	7	6	9	8	7	10	6	8	7	9	8	9	13	10	14	12	12	12	13	11	14	14	14	15	14	14	16	16	16	15	16	16	14	15	17	18	17	18	21	19	22	20	23	23	27	28	29	30	32	31	33	0	1	2	3	0	1	5	2	5	6	3	8	7	4	7	15	8	0	5	15	0	17	7	0	28	24	17	0	21	18	26	24	11	17	28	28	24	43	35	35	44	25	28	23	44	0	40	38	52	45	30	37	49	49	51	54	0	56	43	57	59	1	1	1	1	1	3	1	1	3	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	5	1	1	2	1	2	3	4	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	3	1	1	8	2	1
53000	-345.636353110498362	-352.491841061457762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597514271684680	-1	0	4	6	3	5	4	5	5	7	6	7	9	9	8	10	7	8	10	8	10	8	12	10	14	11	11	13	14	12	12	13	13	15	13	14	15	16	14	15	15	17	13	14	16	18	17	18	20	19	21	22	22	24	27	29	28	29	31	33	34	0	1	5	7	0	5	5	2	5	5	1	9	6	4	6	13	8	0	15	4	0	17	20	0	30	15	17	0	28	21	21	23	8	44	16	24	24	23	31	27	26	43	31	14	25	0	34	38	37	40	43	49	35	47	30	46	0	55	53	59	55	1	1	1	1	1	1	1	2	1	2	3	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	4	1	1	2	4	1	2	2	1	2	1	2	1	1	2	1	2	2	3	1	3	3	6	6	1	1	3	1	2
53500	-269.124364825720477	-275.979852776679877	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567747445052927	-1	2	2	5	3	5	4	5	6	7	6	4	8	9	6	10	8	10	9	8	9	10	12	10	14	11	12	12	14	11	12	13	14	14	13	15	15	16	14	15	16	16	16	16	16	17	16	17	18	19	21	21	21	23	27	29	28	31	31	33	32	0	1	1	5	0	5	5	3	5	4	7	2	9	6	4	17	3	0	9	15	0	17	15	0	28	24	22	0	21	10	17	26	31	31	30	28	24	39	31	27	25	21	39	40	39	0	36	41	24	41	42	49	45	51	54	55	0	56	28	59	56	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	5	1	1	1	1	1	4	2	2	1	1	1	2	2	2	1	1	2	1	5	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	6	1	1
54000	-361.415707147995874	-368.271195098955275	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662548853685968	-1	3	2	4	3	4	7	5	5	7	6	6	9	8	8	10	8	10	7	9	10	10	12	11	14	11	11	13	15	12	13	12	14	15	13	15	15	14	16	15	16	17	16	16	16	16	17	18	20	20	21	22	22	24	24	29	28	30	32	31	33	0	3	1	3	0	5	9	2	5	12	2	4	9	8	5	9	12	0	11	7	0	17	4	0	12	12	2	0	25	18	20	21	14	26	22	10	24	35	38	22	29	25	31	31	34	0	27	47	24	34	32	49	48	51	52	57	0	57	51	57	60	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	2	1	1	1	1	1	2	2	1	3	2	5	1	1	1	2	1	3	1	2	3	2	1	1	2	1	1	1	2	1	1	3	1	4	2	5	1	2	2	1	1	1	1	8	1	1
54500	-339.031958249815943	-345.887446200775344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623947278628335	-1	2	1	5	4	4	6	6	5	7	6	7	7	8	8	10	6	10	8	9	9	9	12	10	14	10	12	13	15	11	14	14	15	14	12	14	16	14	15	15	16	16	16	15	15	17	17	19	21	19	21	21	23	21	26	28	28	31	28	32	33	0	3	1	6	0	3	5	6	5	11	6	7	9	6	7	19	3	0	12	15	0	2	20	0	28	14	14	0	21	20	7	26	28	22	16	30	24	26	35	27	36	25	32	38	36	0	43	44	39	38	42	37	35	32	48	51	0	56	51	55	59	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	1	3	1	3	1	4	2	2	1	1	2	3	2	2	2	1	1	2	1	1	1	1	2	4	2	2	2	6	2	2	2	1	1	3	3	2
55000	-308.841059292078228	-315.696547243037628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532167902710564	-2	2	3	6	3	5	6	4	6	7	6	4	8	9	7	10	6	10	9	8	9	9	11	10	14	11	12	12	13	12	13	14	14	14	13	13	15	14	15	15	16	15	14	16	16	17	17	18	20	19	21	21	23	23	25	30	27	31	31	32	31	0	1	1	3	0	3	5	3	5	4	8	5	5	3	12	4	3	0	8	7	0	17	15	0	30	22	22	0	6	26	28	27	22	20	14	26	24	11	11	17	30	36	30	32	39	0	31	41	24	41	43	37	49	25	38	51	0	52	38	51	55	1	2	3	1	1	1	2	1	1	1	1	1	3	2	1	2	2	1	3	1	1	1	2	1	1	1	2	1	3	1	1	1	3	3	2	1	3	4	4	5	2	2	1	1	1	1	2	2	6	2	3	3	1	4	5	4	1	5	8	6	3
55500	-284.610797114004185	-291.466285064963586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573605180186181	0	2	3	5	1	6	5	5	5	6	7	6	8	8	7	9	7	10	9	9	8	8	12	10	13	11	10	13	14	12	12	15	14	14	14	13	15	15	15	16	16	16	15	16	16	16	17	19	21	19	21	22	22	23	26	27	28	30	30	33	33	0	5	2	1	0	7	5	1	5	9	8	7	9	6	6	15	4	0	6	15	0	17	14	0	21	18	11	0	28	27	14	26	22	30	25	26	24	23	23	27	32	28	8	35	33	0	37	33	24	40	41	37	45	52	50	52	0	57	55	58	55	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	2	3	1	1	1	3	1	2	3	1	1	4	1	1	1	1	3	7	2	3	4	3	1	4	3	1	2	2	1	4
56000	-426.734292218433552	-433.589780169392952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666284636499974	0	2	3	5	4	5	5	5	6	6	7	7	8	9	6	9	6	8	8	8	10	9	11	8	11	9	13	13	14	10	13	14	15	15	13	13	15	16	15	15	16	14	15	12	15	18	17	19	20	20	21	22	22	22	26	30	28	31	30	32	33	0	1	2	2	0	3	5	3	5	4	8	15	7	15	5	8	4	0	10	15	0	17	15	0	3	15	22	0	25	12	25	44	27	20	30	30	24	44	27	27	45	14	23	24	42	0	43	47	34	47	21	49	48	49	51	57	0	59	41	56	58	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	3	1	3	2	2	1	2	1	1	1	1	4	2	1	4	2	1	1	1	2	1	2	1	1	1	1	2	2	5	2	1	1	4	1	1	1	5	1	2
56500	-585.776208497142193	-592.631696448101593	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546386837648107	0	2	4	5	3	5	5	4	6	7	7	5	9	8	7	9	7	10	10	8	10	10	12	10	12	12	12	13	14	13	13	14	14	14	12	15	14	16	16	15	16	16	15	15	15	18	18	18	21	20	21	22	22	23	25	29	28	30	30	32	33	0	1	5	5	0	5	5	2	5	5	9	5	9	10	12	14	8	0	20	15	0	2	20	0	11	11	22	0	22	22	21	35	27	30	19	21	24	25	33	3	31	1	28	28	31	0	5	36	24	30	29	42	40	51	38	57	0	56	51	55	58	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	4	1	1	2	2	2	1	3	1	1	1	1	1	1	3	2	2	1	6	3	8	2	1	1	1	8	3	6	4	3	3	3	1	3	1	1	1	3	3	2
