step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81
5000	-550.249536656119744	-548.813590713832014	-1.435945942287781	0.000015269310177	0.000014123431074	0.924955411222484	0.364393435049592	2	1	4	3	3	4	5	6	6	9	9	10	10	11	12	13	13	15	13	17	15	15	14	15	14	16	16	16	15	17	19	19	20	18	19	18	20	19	21	18	21	20	20	21	21	23	21	19	22	23	22	24	23	23	20	21	24	19	22	23	23	24	25	23	23	24	23	24	24	24	26	26	27	27	24	28	31	32	31	34	36	2	0	4	1	2	1	4	6	3	6	1	1	7	10	10	12	2	13	14	29	23	19	16	10	6	29	18	23	3	21	22	29	48	21	30	6	48	21	20	6	48	36	23	6	6	37	40	19	55	44	17	22	12	25	4	38	39	29	29	32	47	49	17	32	59	67	45	39	50	46	64	16	68	40	39	41	53	50	38	79	79	1	1	1	1	1	1	1	1	1	2	4	4	2	2	2	1	5	3	1	1	1	2	1	3	5	1	1	1	5	1	2	1	1	1	2	6	1	2	2	7	2	1	3	8	8	1	1	2	1	1	4	5	5	3	7	1	1	2	3	3	1	1	7	2	1	1	1	2	1	1	1	6	2	8	2	4	4	4	5	2	3
5500	-530.051690517285351	-528.686924636203685	-1.364765881081698	0.000023243029746	0.000014796336385	0.636592412749518	0.401745796770875	2	1	3	4	3	5	7	5	7	8	10	10	11	12	13	13	14	15	13	17	16	15	14	14	15	15	15	16	17	19	17	19	19	18	18	19	21	17	19	21	22	20	21	20	21	24	20	21	23	23	21	23	23	22	21	21	24	20	22	23	23	24	23	22	25	24	24	24	25	24	27	26	25	26	25	26	28	31	32	34	34	2	0	2	2	2	4	4	3	6	1	8	6	1	1	10	13	15	15	7	25	25	13	16	13	15	12	4	17	27	1	27	13	35	16	24	2	29	6	24	29	34	14	58	6	1	53	35	47	35	34	32	48	29	38	24	19	53	29	48	42	44	31	1	33	46	59	55	37	53	59	43	51	42	44	67	57	69	58	32	75	33	1	1	1	1	1	1	2	1	1	3	3	3	4	5	2	1	1	1	3	1	1	2	1	2	1	2	6	1	1	9	2	3	1	2	2	9	2	4	3	1	2	4	1	9	10	1	1	1	2	3	2	1	2	3	4	4	1	1	1	2	1	6	6	2	1	1	2	2	2	1	4	3	3	5	1	1	2	6	5	5	6
6000	-503.588769324856912	-501.821971507931494	-1.766797816925400	0.000035726557501	0.000006599895552	0.184733599136731	0.358896597100633	2	1	3	4	3	4	6	8	7	8	10	11	10	12	13	14	12	15	13	17	14	14	15	15	15	15	14	13	16	18	18	19	20	18	19	19	20	18	20	20	22	20	21	20	21	24	20	21	23	23	22	22	23	23	21	21	24	23	22	23	23	23	25	23	25	24	23	24	25	24	26	27	27	26	27	27	30	32	31	34	38	2	0	2	5	1	2	5	7	1	2	8	11	10	8	8	12	1	14	14	25	13	10	21	12	12	8	4	17	17	2	27	15	34	12	21	24	34	6	24	2	35	26	22	29	1	48	20	39	47	35	39	36	48	56	42	26	35	22	37	44	40	31	38	38	61	44	51	45	54	55	64	66	45	51	53	64	76	74	8	8	59	1	1	1	1	1	2	1	2	3	3	1	1	2	2	2	2	5	1	1	1	2	3	1	2	2	4	4	1	1	9	3	4	2	3	3	2	1	7	3	9	1	3	3	2	6	1	1	1	2	2	1	1	2	1	1	4	3	4	1	1	2	3	4	2	1	2	1	1	1	1	2	2	4	2	2	3	1	2	8	13	7
6500	-460.638677247545047	-459.087314126539752	-1.551363121005316	0.000060802345954	0.000016014595983	0.263387797485178	0.349519709317190	2	0	2	3	2	5	6	7	8	7	11	10	10	12	13	13	12	15	14	16	17	16	13	16	15	14	16	17	15	19	17	19	20	18	18	20	20	18	21	19	20	20	19	19	20	23	19	22	22	21	22	24	23	22	21	21	25	22	22	24	23	23	25	23	25	24	22	24	24	24	26	25	26	26	24	27	31	32	33	34	36	2	0	2	5	2	1	6	4	7	2	1	7	1	11	12	12	1	10	3	15	23	2	9	23	4	4	16	25	23	15	19	22	24	22	8	19	20	15	26	15	35	35	18	26	18	59	28	19	37	2	35	48	19	44	33	38	28	27	30	67	19	44	42	41	39	36	44	26	62	45	34	31	50	21	53	30	71	57	63	1	74	1	1	1	1	1	2	1	2	1	3	4	2	4	1	1	1	5	3	6	1	3	7	2	1	7	6	1	2	1	3	2	2	2	1	4	3	2	2	3	2	1	1	2	4	3	1	1	5	1	10	2	1	4	2	1	1	4	3	1	2	6	2	3	1	2	2	2	4	1	2	5	3	2	5	1	4	3	3	4	14	6
7000	-495.117313046803815	-493.180881078053346	-1.936431968750453	0.000089039828393	0.000013268715633	0.149020004564381	0.314486013440978	0	-1	3	4	3	5	5	8	7	9	9	10	10	11	13	12	13	13	14	15	17	15	13	15	15	16	15	17	16	18	18	20	20	18	18	19	19	19	20	19	21	21	21	20	20	23	19	21	22	22	22	23	22	21	22	21	24	23	19	22	22	23	26	24	24	23	22	25	26	25	25	26	24	24	25	28	30	32	33	34	37	2	0	1	5	2	3	5	7	1	1	6	6	2	6	12	2	2	12	7	16	9	14	10	19	4	6	4	1	24	11	13	24	38	26	19	26	25	28	20	25	35	25	47	30	30	30	21	28	41	9	39	27	26	29	28	29	61	25	34	19	21	42	64	32	59	30	22	67	70	37	18	53	51	44	58	55	36	75	60	1	56	1	1	1	1	2	1	2	1	3	5	2	2	4	2	1	5	5	2	4	1	7	2	2	1	6	5	5	8	1	4	4	3	1	1	1	3	3	1	3	2	1	2	1	2	1	3	1	2	1	6	1	5	3	3	1	3	1	5	1	3	2	1	1	2	2	4	3	2	1	4	8	2	1	3	1	3	6	3	5	15	6
7500	-495.413444210640705	-493.732347670413731	-1.681096540226968	0.000101732160321	0.000021315411458	0.209524808974075	0.326253205341534	2	0	2	4	4	4	6	8	7	8	11	9	10	10	12	13	13	15	13	16	16	16	14	16	16	14	16	15	17	15	18	19	19	18	20	19	21	19	20	20	20	20	21	21	21	24	20	22	23	24	22	23	23	22	20	21	24	20	21	22	24	23	25	21	23	23	22	23	25	23	25	25	26	27	27	26	29	33	33	34	37	2	0	2	3	2	1	6	7	6	6	6	6	6	4	7	15	12	7	5	13	26	16	4	3	10	1	6	16	5	16	13	24	18	20	8	29	17	26	25	34	27	22	17	39	16	54	30	41	24	26	35	29	22	25	6	38	54	26	36	41	55	55	55	23	58	44	31	33	32	43	25	65	57	57	67	53	69	40	32	8	80	1	1	1	1	3	1	1	1	1	3	4	3	3	5	3	1	2	3	6	3	1	1	6	8	4	5	6	1	6	1	4	2	2	1	6	1	4	2	2	1	2	2	2	1	4	2	2	1	3	4	1	3	3	4	7	1	1	3	1	1	2	3	3	5	1	1	2	1	4	1	4	1	1	2	3	2	3	7	6	12	1
8000	-475.025922501228365	-472.888802092103504	-2.137120409124888	0.000119302402050	0.000014319625970	0.120027977005708	0.509852709880390	2	1	4	3	3	5	6	8	7	7	10	11	9	11	12	14	13	15	13	16	16	15	15	15	15	14	15	15	16	17	18	20	18	16	18	19	21	18	21	19	19	19	17	21	18	23	20	21	22	23	21	24	24	23	21	21	24	22	21	24	22	21	25	23	24	22	23	25	24	23	26	25	27	25	26	28	31	33	32	34	36	2	0	2	2	1	4	4	3	1	4	4	6	2	5	11	13	1	8	9	27	18	19	5	19	1	6	1	14	24	28	13	38	20	19	12	34	40	22	45	45	24	17	23	35	8	51	45	26	35	59	30	46	29	39	16	32	66	27	8	40	43	22	49	23	44	35	26	16	32	39	41	32	16	39	72	74	68	46	75	16	80	1	1	2	1	1	1	2	2	2	1	3	3	3	4	1	3	6	3	3	1	1	1	5	1	6	5	5	2	1	1	5	1	1	1	4	2	1	2	1	1	2	2	1	1	5	1	1	3	2	1	2	1	6	2	3	1	1	3	7	3	2	2	1	3	1	2	2	4	2	1	3	3	6	1	1	1	3	6	4	10	1
8500	-444.176986383199392	-442.265898591057692	-1.911087792141724	0.000111357755868	0.000017097500102	0.153536679766977	0.398988486252611	2	0	4	4	4	4	6	8	7	7	10	9	9	10	13	13	14	12	14	16	15	16	12	15	16	13	13	17	16	18	19	20	19	18	19	19	21	18	20	19	21	18	20	21	20	23	21	21	22	24	23	23	20	22	21	22	24	21	23	23	23	23	25	24	24	23	23	23	25	22	26	26	27	26	26	25	32	33	33	33	37	2	0	1	1	1	1	1	1	6	4	7	1	4	6	12	8	18	14	10	8	12	1	8	26	6	18	8	20	9	22	24	15	28	21	24	1	53	21	16	26	38	11	24	22	28	25	32	15	36	70	54	34	20	37	28	31	53	27	4	8	43	70	34	66	56	28	22	70	62	24	64	57	76	37	52	54	72	77	22	49	73	1	1	1	1	1	1	2	3	1	1	2	3	2	3	3	2	1	1	3	4	2	7	2	1	5	1	2	1	4	1	2	4	1	2	3	7	1	2	2	3	1	3	3	2	2	2	1	2	2	1	1	2	3	1	1	1	2	3	10	7	2	1	4	1	1	3	3	1	1	4	1	1	1	2	2	2	3	1	8	6	5
9000	-444.054416644689297	-442.344005844958076	-1.710410799731210	0.000083875398146	0.000016804335407	0.200348800465481	0.350103330671313	2	0	3	3	2	5	6	8	8	8	11	11	10	12	12	14	12	16	13	16	16	14	14	15	16	14	15	16	17	18	18	19	20	17	18	20	20	18	20	18	22	20	20	21	19	22	20	21	22	22	22	23	23	22	21	22	23	22	22	24	24	23	23	23	24	24	24	25	25	24	26	24	27	26	25	27	31	33	33	34	37	2	0	1	2	2	3	4	1	2	1	4	10	1	1	13	12	2	24	13	8	13	14	1	8	8	4	1	19	19	16	1	20	22	26	20	19	38	17	29	15	33	24	18	40	18	47	28	24	36	47	45	23	34	42	27	37	33	24	2	36	33	18	37	47	9	36	45	51	53	27	42	30	51	27	60	51	58	77	65	65	65	1	1	1	1	2	1	2	2	3	3	4	1	4	5	1	2	6	1	3	5	3	2	7	3	5	7	8	1	2	2	7	1	3	1	1	4	1	3	2	2	1	4	2	1	2	1	2	2	1	1	1	3	2	1	3	1	2	4	7	1	2	3	3	2	7	2	3	1	1	4	3	3	3	7	1	3	6	1	5	5	6
9500	-467.107980042653651	-465.266388328357493	-1.841591714296170	0.000136939824518	0.000022904376059	0.167258692933025	0.456996314475792	2	0	4	2	4	4	6	7	6	8	10	10	11	10	12	14	13	15	13	17	16	16	13	15	15	15	15	15	17	18	17	19	19	18	17	17	19	17	20	20	21	20	20	21	20	24	20	21	22	23	22	24	22	22	21	22	24	22	22	23	24	23	25	23	25	23	23	24	26	23	27	25	25	26	25	28	32	31	33	34	37	2	0	1	2	4	2	3	5	3	7	4	6	2	2	12	8	15	23	12	15	13	10	1	15	9	12	4	16	17	35	13	18	30	38	26	16	29	11	28	33	19	23	38	47	31	27	33	16	29	35	33	53	26	45	14	36	67	11	27	35	39	44	60	25	62	27	45	23	55	29	30	38	40	31	29	38	70	60	49	75	52	1	1	1	1	1	2	1	1	1	1	4	3	4	4	1	2	1	1	2	3	3	3	5	2	4	3	7	1	2	1	3	2	1	1	1	2	1	4	4	1	4	2	2	1	2	5	1	4	4	4	1	1	3	1	5	3	1	6	3	3	3	1	1	3	1	4	2	7	3	3	5	3	3	4	4	4	4	4	5	3	6
10000	-502.125591639774257	-500.421054080994338	-1.704537558779908	0.000103816746553	0.000020983767713	0.202123148816294	0.405286830968483	2	0	3	3	3	4	6	7	6	9	11	11	11	10	12	13	13	15	13	14	17	15	14	15	14	13	15	17	17	17	18	19	18	18	20	19	19	18	20	20	21	19	21	21	19	24	21	21	21	24	22	22	24	21	21	22	24	22	21	24	24	23	25	23	24	24	24	23	25	24	26	25	27	26	27	27	31	32	33	34	36	2	0	2	2	2	3	4	5	2	6	14	14	8	7	6	1	11	13	3	8	10	7	11	11	13	15	10	27	22	18	26	21	21	28	1	28	28	8	38	33	42	30	18	16	15	21	35	39	40	19	38	37	28	21	23	59	37	38	42	68	42	29	35	15	54	14	37	8	43	64	42	64	15	35	52	37	53	43	68	54	43	1	1	2	3	2	1	2	3	2	1	1	1	2	2	5	5	1	2	4	4	5	3	2	2	1	1	4	1	1	1	2	1	1	1	9	1	1	6	1	2	1	1	2	4	4	3	1	1	1	4	3	2	4	2	3	1	3	2	1	1	3	3	4	5	1	6	3	7	1	1	3	1	9	2	3	3	4	5	5	8	6
10500	-468.857804214143300	-466.540578151999966	-2.317226062143306	0.000157005758725	0.000015878845721	0.101135435092092	0.516364991073146	2	1	2	3	4	4	6	5	7	7	10	9	11	12	12	13	12	16	14	17	14	15	14	15	15	16	15	17	14	18	18	18	19	19	20	20	21	18	21	19	19	21	21	20	21	23	20	21	22	21	22	22	22	20	22	23	25	21	21	24	24	22	25	23	24	23	23	22	25	24	27	26	26	26	25	26	32	31	33	33	36	2	0	2	2	1	4	6	5	5	1	6	9	12	1	11	9	6	16	17	25	11	14	14	17	16	15	9	22	9	29	16	27	32	18	24	28	33	8	24	18	22	19	40	31	31	38	33	19	35	4	35	47	43	25	31	40	62	31	26	42	45	34	39	35	62	32	37	45	50	50	30	67	45	24	27	53	42	72	78	42	57	1	1	1	2	2	1	1	1	1	3	4	1	1	4	1	3	4	1	1	1	2	1	1	2	1	2	3	1	3	2	2	1	1	2	3	1	1	5	3	2	2	3	1	1	2	3	1	3	1	8	1	1	1	2	2	4	1	2	1	2	2	1	2	2	2	3	1	1	2	2	4	2	2	5	4	2	4	2	1	5	3
11000	-480.150073521129741	-478.448383357624152	-1.701690163505569	0.000110958071428	0.000022523880260	0.202994518293659	0.432372027241647	1	0	2	3	3	5	4	7	6	7	11	10	10	10	11	13	10	15	12	16	16	16	13	15	16	16	16	16	16	18	17	20	20	18	19	19	21	17	20	20	22	21	20	20	20	24	20	22	22	23	22	24	23	23	22	23	24	23	22	24	23	24	25	23	24	23	20	24	26	24	26	26	27	24	25	28	31	30	33	31	37	2	0	2	1	2	2	4	1	2	1	14	10	7	8	6	7	8	13	11	14	23	16	14	23	1	18	24	10	18	15	26	24	16	27	24	28	43	25	16	22	32	26	19	31	25	48	36	28	47	30	15	25	55	37	30	47	61	27	47	55	47	43	37	42	49	40	12	55	22	51	52	70	29	28	58	40	45	65	64	63	64	1	1	1	2	1	2	1	2	4	3	1	3	3	2	3	5	2	2	1	3	2	2	1	1	7	1	1	5	1	4	1	3	3	1	2	1	1	1	2	2	1	2	5	1	2	2	1	2	1	3	5	3	1	1	3	2	1	3	1	1	2	2	2	1	1	2	7	1	5	1	1	1	7	4	1	3	6	3	4	3	7
11500	-472.282712821967493	-469.482950239187517	-2.799762582779967	0.000092614714235	0.000006330730265	0.068355555782533	0.345822584557379	1	0	3	3	3	4	7	8	7	8	10	11	10	11	12	14	13	15	13	14	15	16	14	15	16	16	16	15	17	18	18	19	20	19	20	18	20	18	19	20	20	19	20	21	19	24	20	21	23	23	23	24	23	22	22	21	25	22	23	24	23	23	25	23	22	24	23	22	25	23	26	25	26	25	26	27	30	32	33	34	37	2	0	1	1	1	1	6	4	1	6	4	6	2	1	11	1	4	14	5	8	15	15	11	16	16	8	23	17	21	27	18	22	30	8	34	16	7	19	22	14	36	31	30	29	26	48	39	37	68	26	42	36	37	28	4	36	19	14	37	38	29	47	26	4	47	36	10	45	53	32	32	24	39	43	56	48	13	49	28	63	79	1	1	1	1	1	2	2	2	3	2	4	3	4	4	1	7	5	2	5	2	2	2	1	1	1	5	1	1	1	1	2	3	1	5	1	3	6	3	2	5	1	1	1	2	1	2	1	1	1	2	2	3	2	3	9	2	6	5	1	2	3	2	3	7	1	3	7	1	1	2	4	5	2	3	3	3	12	4	8	7	2
12000	-461.150544121296434	-459.190319876912895	-1.960224244383556	0.000104764262578	0.000015189434527	0.144986793717201	0.458142149603231	1	-1	4	3	2	5	6	6	7	9	11	11	10	12	12	13	12	15	13	16	16	15	13	15	14	15	15	15	17	18	18	17	19	17	17	17	21	18	20	20	21	19	20	21	19	23	20	21	23	23	21	20	24	22	20	22	25	22	23	24	24	24	26	22	25	22	24	24	25	24	24	26	27	26	23	28	30	32	34	32	37	2	0	2	1	2	4	6	3	2	2	8	3	1	1	13	3	6	6	17	25	23	13	7	15	12	14	14	19	18	27	27	6	21	23	27	18	38	14	29	26	39	14	24	31	16	48	38	52	45	23	30	29	37	35	6	38	70	23	39	54	44	22	69	19	67	55	1	44	64	29	56	35	68	43	48	61	73	73	50	43	41	1	1	2	1	2	1	1	1	3	4	3	4	4	5	1	4	5	4	1	1	2	3	2	1	1	1	1	1	1	1	2	6	2	3	1	2	1	3	1	3	1	3	2	2	2	1	1	1	2	5	1	1	1	2	7	2	1	3	2	2	2	4	1	4	1	1	11	1	2	5	1	3	2	4	1	2	1	3	4	9	7
12500	-437.110954693729695	-435.113120308985572	-1.997834384744150	0.000125076686360	0.000017383637439	0.138983834199031	0.562654752604372	0	-2	3	3	2	5	6	8	6	9	8	10	10	12	12	13	14	16	12	15	17	16	15	15	16	13	14	15	16	18	18	20	20	19	19	19	21	19	20	19	21	21	20	20	19	23	21	22	22	23	23	24	22	21	21	23	24	22	23	23	22	24	25	24	25	24	24	25	26	25	26	24	26	26	26	27	32	33	33	34	36	2	0	2	5	1	4	5	7	1	7	9	9	11	10	10	12	16	23	10	16	23	14	26	7	20	4	12	15	26	26	21	30	21	29	19	21	43	28	30	24	33	24	30	21	9	43	35	29	36	23	30	37	36	38	44	32	58	16	53	39	41	47	47	50	67	58	43	50	59	30	43	31	35	51	65	52	59	71	66	54	78	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	3	1	1	1	1	1	2	1	4	1	4	2	1	1	3	1	1	2	2	3	1	1	2	1	2	1	4	1	2	5	2	1	3	1	4	3	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	2	1	1	4	3	4	2	1	1	1	3	4	5	7	2
13000	-463.669469250130305	-462.002853052819944	-1.666616197310379	0.000123560141919	0.000026488023058	0.214373524069061	0.507816144068397	2	1	3	4	4	4	6	6	7	9	11	8	11	11	12	14	14	15	12	16	15	15	14	16	15	14	15	14	16	16	18	20	19	19	19	18	19	19	20	19	21	20	21	21	21	24	20	22	22	22	22	23	23	22	21	23	24	22	21	23	23	24	25	23	24	23	24	24	25	22	24	26	26	25	26	27	31	32	33	34	38	2	0	2	3	1	3	5	4	7	7	1	7	1	10	14	1	19	10	12	8	28	15	7	18	4	9	3	11	14	2	24	38	31	36	24	22	27	25	22	30	18	36	33	31	27	8	35	11	32	23	20	33	27	32	29	55	33	34	24	44	45	51	43	35	53	45	44	50	61	28	32	46	51	44	55	35	62	77	77	56	78	1	1	1	1	1	1	1	1	1	1	4	1	5	1	1	6	1	2	1	5	1	2	4	1	6	4	6	1	2	5	1	1	1	1	2	2	1	2	2	2	3	1	1	2	3	9	1	5	1	4	3	2	3	1	2	1	2	1	3	1	1	1	2	2	1	1	2	1	1	3	2	1	3	2	3	4	3	1	1	7	3
13500	-469.994307329970866	-467.906652954298806	-2.087654375672034	0.000117276955016	0.000014804755937	0.126237553957007	0.398187384086597	1	-1	3	1	3	5	7	7	8	9	10	10	10	10	12	12	13	15	13	16	16	14	14	15	15	15	16	16	17	19	16	17	19	17	19	18	19	15	20	19	19	21	21	22	17	22	20	22	22	23	23	24	22	22	22	22	24	23	21	23	24	24	25	22	24	23	21	24	24	24	24	26	26	25	26	27	32	31	33	34	37	2	0	4	2	4	1	6	3	5	6	2	1	4	9	11	11	4	10	10	24	23	7	1	12	10	17	16	18	26	27	12	15	29	38	32	15	29	9	29	24	26	41	18	31	16	43	18	24	47	35	67	22	23	59	32	29	53	38	6	56	2	44	56	28	49	47	28	67	20	44	33	59	68	18	67	54	57	49	63	21	75	1	1	1	1	1	2	1	2	3	2	5	4	4	1	1	1	6	4	1	1	1	3	8	3	3	1	2	1	1	1	3	4	1	1	1	4	1	3	1	1	1	1	3	3	2	1	2	2	1	2	2	4	3	1	2	4	2	4	7	1	13	1	2	3	1	1	2	1	3	1	2	2	2	5	3	2	4	4	3	7	5
14000	-459.142561187916044	-457.234283513981666	-1.908277673934362	0.000095765581266	0.000014752908429	0.154052303909411	0.366458346410114	2	0	2	3	2	5	7	8	7	9	9	10	11	11	13	13	14	15	12	17	16	15	11	15	15	15	15	15	16	17	18	19	20	18	20	20	18	16	21	19	21	19	21	21	20	23	20	19	22	24	22	22	24	22	21	22	24	23	22	23	21	22	25	23	24	21	22	24	25	25	26	27	27	25	24	27	30	32	33	34	37	2	0	2	1	2	1	2	1	6	1	2	1	1	2	12	3	14	13	10	19	25	16	3	15	16	11	10	15	26	26	21	27	37	30	14	6	25	19	35	18	11	27	16	28	23	24	24	16	12	52	48	8	48	47	35	27	30	16	2	41	6	29	49	30	56	25	55	52	68	39	21	36	69	8	62	71	49	53	72	76	73	1	1	1	1	1	1	4	3	2	4	5	3	4	4	2	5	2	2	1	3	1	1	4	1	2	2	3	1	1	1	2	2	1	1	4	6	2	2	1	3	5	2	3	3	3	4	3	2	6	1	2	8	2	1	1	3	4	4	11	1	7	3	1	3	1	3	1	1	1	2	5	3	1	7	1	1	4	4	3	4	4
14500	-469.647470272905082	-467.128360947041756	-2.519109325863348	0.000077351066797	0.000006575334332	0.085006381990823	0.277212652650899	1	0	3	2	4	5	5	6	8	7	10	10	11	12	12	13	11	15	14	16	16	16	14	15	16	15	15	17	17	15	18	19	20	19	19	18	20	18	21	19	20	20	20	22	21	23	21	22	22	22	23	23	22	22	20	21	25	21	22	22	24	23	26	24	24	24	23	24	25	23	25	26	26	27	26	26	32	31	32	34	38	2	0	1	2	1	1	2	1	4	1	8	7	4	1	12	10	8	6	8	6	24	13	4	14	23	13	3	11	21	15	2	13	20	27	6	2	21	21	36	28	29	21	31	18	12	1	23	37	47	32	60	28	43	18	14	27	70	12	41	41	23	43	39	32	47	48	56	55	56	32	33	66	56	42	34	69	9	74	65	75	80	1	1	1	1	2	2	4	1	4	4	2	3	4	5	1	4	3	6	3	5	1	3	5	2	1	2	6	4	1	1	9	5	2	2	5	10	2	1	1	1	2	2	1	3	6	12	2	1	1	2	1	2	1	4	5	3	1	7	1	1	7	1	3	2	1	1	2	2	2	2	2	1	2	3	4	1	10	2	4	3	2
15000	-463.911388087933460	-462.379972935326919	-1.531415152606521	0.000070696253080	0.000019409734435	0.274551105459452	0.338723843824327	2	0	4	3	4	5	6	8	7	9	10	9	11	12	12	13	13	15	14	14	17	14	14	15	15	14	15	16	15	18	19	19	20	19	19	19	21	18	20	20	21	20	21	22	20	23	20	19	23	23	22	22	22	21	20	23	25	23	21	23	24	23	23	23	24	23	23	24	26	25	26	26	26	27	25	27	31	33	34	34	36	2	0	1	2	1	4	1	3	2	4	1	4	4	12	7	1	1	19	10	1	18	8	5	6	23	12	6	23	15	7	6	18	17	4	1	22	5	16	31	15	47	9	30	40	23	18	34	6	53	21	45	48	41	40	29	29	42	45	18	43	41	2	35	1	37	10	35	54	50	34	16	51	68	70	58	66	74	61	34	64	33	1	1	1	1	1	1	2	2	2	3	5	2	4	1	3	6	4	1	5	5	1	4	6	6	1	2	5	1	1	7	5	2	4	7	8	2	8	4	1	4	1	6	2	1	3	6	1	4	1	3	1	2	1	1	3	4	2	2	3	1	2	9	2	11	1	6	2	2	2	2	9	2	1	1	1	2	2	5	7	6	5
15500	-450.258833762173595	-447.870310230642303	-2.388523531531286	0.000091254973292	0.000008663178306	0.094933766277761	0.385699155998462	1	0	3	3	4	3	7	8	8	9	10	10	10	11	12	13	13	14	13	17	16	15	14	16	16	15	16	16	15	18	18	19	18	19	20	20	20	18	20	20	21	21	20	22	19	23	21	22	23	24	22	23	23	21	21	21	24	22	20	24	23	23	24	23	24	23	23	24	25	25	27	26	27	24	25	26	30	32	32	32	37	2	0	1	2	2	1	6	6	6	4	1	4	8	1	11	8	8	9	8	14	23	6	8	12	22	2	19	18	23	22	21	24	27	31	29	28	18	8	38	19	35	28	13	55	19	11	16	54	42	32	59	36	28	24	23	40	45	24	38	36	31	55	41	8	41	47	45	47	74	66	20	39	67	40	44	40	75	39	47	63	12	1	1	2	2	3	1	2	2	2	2	5	4	1	5	1	2	3	3	2	2	1	6	2	3	1	8	2	1	1	2	2	1	2	1	2	2	4	5	1	5	1	3	6	1	2	7	4	1	2	2	1	2	2	3	3	1	3	3	1	2	2	1	2	9	1	1	2	1	1	1	5	2	3	2	2	4	2	5	6	3	12
