step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-456.610815118716516	-455.148733034197619	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.290963434035389	2	2	2	2	4	4	5	5	5	5	4	4	7	6	5	6	7	6	7	7	6	7	7	7	7	8	9	9	8	10	10	9	11	11	10	11	13	14	11	13	13	14	14	12	12	14	14	14	13	14	14	13	15	17	16	16	17	17	18	18	19	18	18	18	22	20	21	21	21	20	23	22	22	23	22	24	23	23	25	26	26	26	28	27	34	40	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	3	2	2	2	3	2	3	3	2	3	3	3	3	3	4	4	3	4	4	4	5	5	4	5	6	6	5	6	6	6	6	5	5	6	6	6	6	6	6	6	7	8	7	7	8	8	8	8	9	8	8	8	10	9	10	10	10	9	11	10	10	11	10	11	11	11	12	12	12	12	13	13	16	19
500	-680.036173495250409	-678.008314046102896	-2.027859449147483	0.000010004219245	0.000024149725550	2.413954048729308	0.338312353448720	1	2	3	2	4	3	6	5	4	5	5	5	7	6	5	6	8	6	7	8	7	7	7	7	6	6	9	10	9	11	10	9	11	11	10	12	13	15	11	12	14	14	15	12	12	14	14	13	11	13	15	13	14	15	17	16	18	17	18	18	19	18	19	18	21	20	20	21	19	21	23	22	22	22	21	25	23	21	24	26	27	27	29	26	34	40	0	1	2	1	6	1	3	6	2	5	5	4	8	15	3	2	8	5	5	26	8	2	25	9	5	1	25	12	13	31	9	17	11	10	29	49	49	27	9	28	52	28	36	33	28	28	16	17	35	9	17	49	30	12	18	47	38	23	55	51	43	47	44	28	16	56	44	47	37	3	30	48	66	67	36	44	69	37	66	78	74	49	41	73	50	2	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	1	3	2	2	1	1	4	1	2	4	1	1	1	4	3	1	1	1	2	1	2	2	4	4	1	4	4	1	2	4	5	1	1	5	1	1	2	2	4	3	4	2	3	6	2	8	5	6	1	1	3	7	3	3	2	3	3	9	7	2	10	20
1000	-512.272854459269183	-509.349104081634266	-2.923750377634941	0.000009968551389	0.000051776673316	5.194001745565767	0.413586939375122	1	3	2	3	5	3	6	4	5	6	4	5	7	7	6	7	7	7	6	8	7	7	7	8	7	6	8	9	8	9	9	10	11	11	9	12	13	15	11	13	14	14	14	12	12	14	14	14	13	14	14	14	15	16	13	15	17	15	18	18	18	18	18	19	20	20	20	21	20	21	23	21	22	23	20	24	23	23	24	27	26	27	29	28	35	41	0	1	1	1	4	3	8	3	4	12	4	4	19	8	3	9	4	15	2	19	5	4	5	17	12	5	3	27	12	22	18	8	3	26	16	31	33	40	28	33	33	13	34	30	14	35	45	45	12	14	49	15	48	32	18	52	55	32	54	56	28	16	56	53	44	61	16	29	59	9	51	32	54	54	32	3	51	29	64	77	65	60	10	78	70	9	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	1	3	3	3	1	1	1	1	1	1	2	4	1	1	2	1	1	1	3	3	1	4	1	5	2	1	2	2	1	2	4	4	1	1	3	1	5	4	1	7	4	4	3	3	3	12	5	4	2	2	3	4	11	3	5	17
1500	-477.162041948156173	-474.958681493174026	-2.203360454982125	0.000010015373249	0.000028911600911	2.886722260988520	0.377736259871899	1	3	3	3	4	4	5	5	6	5	5	4	5	6	6	5	7	6	5	8	5	7	7	7	7	8	9	9	8	11	11	9	12	9	10	10	13	13	11	13	14	15	14	12	12	13	14	15	13	13	13	14	15	18	15	15	18	17	18	17	19	18	19	18	23	19	18	21	21	21	24	22	22	23	22	24	24	23	25	25	25	26	28	27	34	40	0	1	1	1	4	3	12	1	19	12	2	4	2	10	5	5	7	12	2	9	4	16	18	1	12	8	8	23	15	27	27	5	21	9	29	17	39	29	28	39	5	38	16	17	35	10	44	35	21	16	27	20	25	14	5	17	47	46	56	56	32	53	58	41	12	37	10	14	64	36	69	16	57	63	18	15	74	61	64	74	48	49	21	80	83	10	1	1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	4	2	1	2	1	1	1	1	2	4	1	1	1	1	2	1	1	5	1	4	2	1	4	1	2	5	4	2	2	3	5	5	3	2	1	2	1	5	1	1	2	5	3	7	6	2	6	1	7	3	2	11	4	1	1	3	1	5	9	10	1	4	20
2000	-533.754579282106533	-530.485893487432122	-3.268685794674416	0.000009975012073	0.000065320939513	6.548457188112690	0.400951769781400	1	2	3	2	3	3	4	6	4	6	5	5	7	6	5	6	8	7	5	7	5	8	8	7	6	8	9	9	8	11	9	9	11	10	10	12	13	14	12	14	13	14	14	11	13	13	14	15	13	14	13	13	15	17	15	16	17	15	17	18	18	19	18	18	20	20	21	21	21	18	23	23	23	23	23	25	23	23	23	25	27	27	28	27	33	38	0	1	2	1	2	1	4	6	1	12	5	5	8	5	5	6	20	25	3	15	2	14	8	9	2	5	3	18	16	26	21	25	22	31	11	3	24	31	34	32	14	14	14	31	7	14	30	10	27	28	16	24	42	2	28	47	39	52	52	10	50	40	52	58	14	61	2	42	52	51	69	3	44	46	70	68	70	60	61	60	80	77	4	73	79	82	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	1	3	3	3	2	1	2	5	3	4	1	3	3	2	6	2	2	4	3	1	6	5	1	3	1	2	5	3	2	4	2	4	1	8	5	3	3	1	7	6	5	3	3	3	5	2	4	1	2	15	2	3	5
2500	-461.367141501386300	-458.876092428902211	-2.491049072484080	0.000010037430820	0.000037455877811	3.731620021358774	0.494226991495953	1	3	2	2	4	3	3	4	6	6	5	4	6	5	6	7	6	6	7	6	5	7	8	7	6	9	9	9	9	11	10	10	11	10	10	12	13	15	11	14	14	14	14	13	12	14	14	15	13	14	13	14	16	16	16	16	17	17	18	19	19	16	18	16	23	21	21	21	21	20	24	21	22	22	22	22	22	23	26	27	26	25	29	28	33	40	0	4	1	1	4	1	4	7	5	12	4	3	4	6	2	20	5	5	2	11	1	10	9	14	2	12	17	17	24	24	8	16	22	13	15	34	35	32	9	18	31	28	20	35	26	12	45	43	9	5	45	45	49	43	23	47	32	64	54	54	50	41	53	11	69	58	17	32	38	64	74	39	61	56	23	49	72	12	78	74	73	78	40	74	73	23	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	3	1	1	1	2	2	2	1	2	2	1	2	3	2	4	1	2	3	1	2	5	1	1	2	2	1	1	1	1	2	1	4	1	1	2	2	1	1	4	1	2	8	4	2	2	1	5	2	3	9	3	1	8	1	2	2	1	7	2	4	14
3000	-453.121274454313436	-450.339007460292180	-2.782266994021281	0.000010160374095	0.000047636380429	4.688447490738577	0.368092821477513	1	2	3	2	5	5	5	4	6	3	4	4	5	5	5	6	8	6	6	6	6	7	7	8	8	8	7	9	8	10	10	10	12	10	10	10	13	14	10	12	13	15	15	12	12	14	14	15	13	13	15	14	15	18	17	16	18	17	19	18	19	17	16	18	23	20	21	21	21	18	24	21	22	23	23	24	23	23	25	26	23	25	28	27	35	40	0	1	2	1	8	10	10	3	7	1	2	4	12	12	10	7	5	14	3	11	10	1	18	14	14	18	14	27	18	16	7	12	34	26	11	29	10	20	17	10	31	40	13	30	26	39	7	9	29	14	49	32	49	48	23	38	43	47	53	28	9	47	47	63	13	38	32	13	49	32	58	29	62	59	53	16	69	42	65	71	73	78	2	43	36	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	4	1	2	2	1	1	1	1	2	2	3	2	1	3	1	4	4	1	5	2	1	4	2	2	3	5	3	2	5	1	2	1	2	6	1	1	1	2	4	7	2	1	1	11	3	4	10	4	3	3	3	3	3	4	7	1	5	2	2	1	1	12	6	13	14
3500	-584.121631532732408	-582.122905111926343	-1.998726420806105	0.000010572547535	0.000024720824373	2.338208864975335	0.312739843631587	0	2	3	2	5	4	5	4	6	5	5	4	8	7	6	6	7	6	8	8	6	8	7	7	7	8	8	10	8	11	10	10	12	10	10	11	13	13	11	13	13	14	14	11	11	12	14	14	13	14	15	13	15	17	16	17	15	16	18	16	18	17	19	18	23	20	22	18	20	19	21	20	22	23	23	24	24	21	25	26	26	26	28	27	33	41	0	1	1	1	12	4	12	2	7	12	4	4	12	8	4	2	9	6	8	7	6	5	10	3	10	16	5	29	10	14	26	20	19	26	15	11	18	45	11	28	28	34	16	19	14	2	17	45	19	9	33	35	38	51	13	57	17	50	49	13	54	51	26	62	5	49	10	10	46	35	13	32	62	55	16	23	63	47	74	69	46	64	1	66	80	38	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	2	1	1	1	2	1	1	1	3	2	1	2	1	3	3	3	1	3	2	1	2	3	1	3	5	3	2	2	3	2	2	1	2	5	1	4	1	3	3	1	1	6	1	7	3	7	5	4	4	6	5	4	3	8	9	2	3	1	3	7	3	10	4	4	15
4000	-530.093209519016114	-524.497364291752660	-5.595845227263434	0.000010821105899	0.000234372604195	21.658840268272371	0.377371682301695	1	2	3	3	5	5	5	5	6	4	4	4	7	6	6	6	5	5	8	7	7	8	8	7	7	9	9	9	9	11	8	9	10	11	10	11	13	15	10	14	12	13	15	12	12	14	14	15	14	15	13	13	14	18	17	16	18	16	18	17	18	19	19	19	22	21	20	20	20	21	22	23	23	23	22	24	24	23	25	26	25	27	28	26	34	40	0	1	1	1	12	4	12	11	11	2	2	2	4	18	10	12	10	4	1	18	2	17	15	10	2	12	13	5	21	27	18	13	19	25	16	12	27	44	18	29	33	44	32	14	15	51	52	39	26	32	30	36	25	17	8	51	58	38	51	53	46	21	13	55	58	55	17	32	35	31	48	1	55	69	14	17	68	18	73	55	78	66	18	66	77	16	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	3	2	2	1	1	2	3	2	1	2	1	1	2	1	1	1	1	4	2	2	3	3	1	1	3	2	4	1	1	3	2	4	1	1	3	6	7	2	2	1	3	1	3	5	7	1	5	2	6	5	6	8	5	11	3	2	9	10	2	8	1	2	1	3	9	2	4	17
4500	-620.294789087421350	-618.387548280607916	-1.907240806813440	0.000012523094992	0.000026358700312	2.104807184574599	0.362341770033324	1	2	3	2	5	4	5	5	5	5	5	4	7	6	6	6	7	6	7	8	7	8	7	7	8	9	9	10	9	10	10	10	11	9	10	11	11	15	10	13	13	13	14	12	12	12	15	15	13	13	14	13	14	18	15	16	17	17	18	17	19	18	19	17	20	18	21	21	22	18	23	21	21	24	20	24	22	22	25	26	26	24	29	24	34	41	0	1	2	1	12	2	2	12	6	12	4	4	16	11	12	1	12	6	2	1	7	10	14	2	3	8	1	15	13	18	26	26	14	22	27	15	31	19	15	24	21	15	4	13	39	5	29	30	35	3	35	31	46	21	10	23	13	55	60	55	70	60	58	48	39	57	2	63	49	42	43	64	75	67	47	5	42	13	58	84	76	77	62	77	36	63	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	3	1	2	1	2	2	2	4	2	1	2	1	1	3	1	1	3	1	4	2	3	3	4	5	2	1	3	2	3	2	6	2	1	1	6	5	5	4	2	1	1	1	1	1	1	6	1	5	1	5	4	5	3	1	1	4	7	5	4	4	1	1	1	7	1	9	17
