step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
34500	-388.211334629700616	-386.614911270106745	-1.596423359593876	0.000180854447445	0.000043691707442	0.241584921242449	0.500984704786287	0	1	2	4	3	3	3	7	5	7	10	8	10	9	9	10	11	9	13	15	16	17	22	22	22	19	24	27	33	36	32	35	34	35	35	38	37	34	38	37	39	41	43	45	44	0	1	1	2	1	3	2	5	3	6	5	9	14	6	6	14	6	10	7	19	20	19	19	26	21	21	24	19	31	38	28	29	29	33	31	32	38	31	33	31	33	29	42	42	39	1	1	1	2	1	1	1	3	1	1	4	1	1	3	2	1	6	1	5	1	1	2	4	2	3	2	1	6	1	2	2	2	1	1	2	2	1	2	2	2	2	3	2	2	4
35000	-365.968960267470209	-364.499876596544937	-1.469083670925269	0.000249929260450	0.000079603188741	0.318502877964647	0.639637855613395	0	2	2	5	3	3	4	4	6	6	9	8	8	8	7	9	10	10	13	16	18	17	21	20	21	21	23	29	32	34	31	36	34	34	35	37	36	33	36	36	39	40	42	42	44	0	1	1	2	1	3	2	6	7	6	4	4	6	10	3	15	3	10	4	19	20	19	20	21	24	24	24	19	31	29	28	35	29	29	38	33	31	31	29	33	30	39	42	32	43	1	1	1	1	2	1	1	1	1	1	2	1	2	1	3	1	3	2	2	1	1	2	3	1	1	1	2	6	1	1	1	1	1	1	1	2	3	1	2	2	2	2	1	3	1
35500	-344.458340711697360	-342.803442552360934	-1.654898159336412	0.000159102652608	0.000034758614059	0.218466590526911	0.724882179661069	-1	1	2	4	3	3	4	7	6	6	10	9	10	8	10	11	11	11	14	15	18	17	20	22	21	21	24	27	33	35	32	36	34	34	34	38	36	35	37	36	40	40	42	46	44	0	1	2	1	2	2	5	5	3	6	4	2	8	10	6	13	14	14	3	19	22	20	21	23	23	23	24	19	31	29	28	29	31	29	31	40	35	28	31	33	39	39	32	45	43	1	1	1	2	1	1	1	2	1	1	2	2	2	2	3	1	1	2	8	1	1	1	1	1	1	1	1	4	1	2	2	2	1	1	1	1	1	4	2	1	2	2	3	1	1
36000	-332.118199149524401	-330.520933511001317	-1.597265638523075	0.000210720905384	0.000050829041123	0.241214990178565	0.554849410851430	-1	1	3	5	2	4	4	6	6	6	9	9	9	8	8	10	10	9	13	15	16	17	21	19	21	21	24	28	32	36	31	34	34	34	37	38	36	34	37	36	38	41	43	45	46	0	1	2	1	2	3	5	2	7	6	5	9	4	10	3	13	11	3	13	19	20	19	24	22	24	24	23	19	31	29	28	29	29	29	38	33	34	29	31	33	40	30	39	39	42	1	1	1	2	1	1	1	2	1	1	3	1	4	1	3	1	1	3	3	1	1	2	1	1	1	1	2	6	1	2	1	1	1	1	1	2	1	1	3	2	1	3	4	3	2
36500	-386.380745539396685	-384.851162479272205	-1.529583060124505	0.000180623067325	0.000049785604815	0.275632595282576	0.471085699373877	-1	2	4	2	2	4	3	5	6	6	9	9	10	9	9	8	10	11	13	16	18	16	21	22	22	20	24	28	33	36	32	36	34	35	36	38	37	35	36	36	39	42	41	44	45	0	1	4	1	1	4	1	1	2	3	2	2	3	7	3	8	3	10	18	19	20	19	21	26	21	20	24	12	31	29	28	29	29	29	29	40	39	29	29	33	32	34	32	30	43	1	2	1	2	1	1	3	2	2	2	3	3	2	3	2	1	3	2	1	2	1	2	2	1	2	2	1	10	1	2	2	2	1	1	2	1	1	1	1	1	1	3	3	3	2
37000	-316.053181231182350	-314.478263141606078	-1.574918089576244	0.000171541044982	0.000043137250040	0.251468970851407	0.602665434492898	0	2	2	3	3	3	4	6	5	7	9	8	8	8	10	10	11	10	13	14	18	17	22	21	22	22	20	28	32	36	30	36	34	35	36	38	36	34	37	36	38	40	42	45	45	0	1	1	2	1	3	3	2	7	5	7	8	8	6	14	13	18	10	11	19	20	20	21	27	24	27	21	19	31	29	28	29	29	31	38	33	38	29	35	33	30	40	42	34	43	1	1	1	1	1	1	1	2	1	2	3	1	1	2	1	1	1	2	3	1	2	1	3	1	1	1	1	6	1	2	1	2	1	3	1	2	1	1	1	1	1	1	1	4	2
37500	-328.774361872659824	-327.244707731038147	-1.529654141621655	0.000177052028771	0.000048793847748	0.275590446981231	0.565237467552423	-1	2	3	5	3	3	1	6	7	6	9	7	7	8	10	11	11	11	13	15	17	18	20	20	20	22	22	29	32	34	30	36	34	33	37	38	36	34	38	36	37	42	41	44	45	0	7	7	3	7	7	1	5	7	6	6	5	8	10	14	13	10	15	11	19	20	21	21	19	19	24	23	19	31	31	28	31	29	29	38	33	38	29	34	33	29	29	41	43	39	1	1	1	1	1	1	1	2	3	1	3	1	1	1	1	2	3	1	3	1	1	1	1	2	3	1	1	7	1	3	1	3	1	1	2	2	1	1	3	1	3	4	2	2	4
38000	-376.090247387345244	-374.613097300265451	-1.477150087079784	0.000179129795046	0.000055852049416	0.311796535030352	0.574023572890478	0	2	3	4	3	4	3	5	6	6	9	7	9	7	10	10	11	10	13	15	17	16	21	20	22	22	23	26	32	34	31	36	34	34	35	38	37	35	37	37	39	41	41	44	45	0	1	2	2	2	3	1	2	1	6	4	3	8	7	14	13	6	14	14	19	20	19	24	22	23	24	24	19	31	29	28	30	31	29	31	29	38	29	32	30	30	33	32	36	43	1	1	1	1	1	1	2	1	3	1	2	2	2	1	2	1	3	2	5	1	2	1	1	2	1	1	2	7	1	1	2	1	1	1	2	3	1	1	1	3	2	3	2	3	3
38500	-350.601846319059348	-348.795258706856544	-1.806587612202784	0.000225632052444	0.000039494337090	0.175038682060700	0.604700923914671	-1	1	3	3	3	4	4	5	7	6	8	7	9	8	8	11	11	10	13	15	18	17	22	22	22	19	23	28	32	35	30	36	34	34	36	39	36	34	37	36	39	41	42	46	44	0	1	1	2	1	3	3	4	2	6	1	8	2	3	2	14	4	11	11	19	22	20	20	26	20	21	26	9	31	29	28	31	29	29	29	40	38	29	40	33	29	36	36	43	43	1	1	2	1	2	1	1	1	2	1	5	1	3	3	3	1	3	1	2	1	1	1	3	1	3	1	2	7	1	2	1	3	1	1	2	2	1	1	1	2	4	1	1	2	1
39000	-378.630907251232429	-377.248337515551725	-1.382569735680683	0.000198836761572	0.000087299963522	0.439053436758834	0.458369071564641	-1	3	4	5	2	3	3	5	6	7	8	6	8	5	9	10	11	10	13	15	18	17	21	22	21	20	24	29	31	35	32	35	33	33	37	37	36	34	37	36	40	41	43	45	46	0	1	7	6	1	5	5	5	5	6	7	8	5	2	6	5	5	9	17	19	20	20	20	25	26	20	26	23	28	34	23	33	29	29	37	33	38	31	29	33	32	29	41	39	42	1	3	1	1	2	1	1	1	3	2	2	1	3	1	3	3	5	2	2	2	2	1	3	1	1	3	2	6	1	1	5	1	1	1	1	2	1	1	2	2	3	5	1	4	2
39500	-327.128623491177223	-325.607525263860566	-1.521098227316642	0.000137592050498	0.000038632678686	0.280776967467360	0.677921403525062	0	2	2	3	2	4	4	6	6	6	9	7	10	7	9	11	11	9	14	16	18	17	20	22	21	21	24	28	33	35	33	36	34	34	35	39	37	35	37	36	38	41	40	45	46	0	1	1	2	1	3	3	7	7	6	12	2	5	10	6	13	18	10	12	19	22	19	21	23	23	23	24	19	28	29	28	31	31	31	29	40	35	29	29	33	32	30	28	42	44	1	1	1	1	1	1	1	1	1	1	1	3	4	1	2	1	1	1	5	1	1	2	1	1	1	1	1	6	2	1	2	2	1	1	1	2	1	1	3	1	2	3	4	1	1
40000	-368.800117959952274	-367.205738283416110	-1.594379676536184	0.000221292913685	0.000053660797024	0.242487642875388	0.563057766077306	0	3	3	4	4	3	2	5	7	6	10	9	9	7	6	11	12	10	13	15	17	17	22	19	21	21	23	27	31	32	33	35	35	34	35	38	37	36	37	37	37	41	42	45	46	0	7	7	1	7	7	1	4	5	4	1	8	2	6	2	5	10	3	5	19	20	20	24	22	21	24	24	23	28	28	30	30	30	31	29	34	35	32	30	33	32	39	42	43	44	1	1	1	2	1	1	1	1	1	1	6	1	2	2	2	4	3	3	5	1	1	1	2	1	3	1	2	2	2	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1
40500	-349.084569479255777	-347.542107506593254	-1.542461972662502	0.000149437324129	0.000040084475718	0.268236037763277	0.588093882793692	0	2	2	4	3	4	3	6	5	7	10	8	10	8	9	11	11	11	14	16	18	15	20	22	21	19	24	28	33	36	32	35	34	34	37	37	37	35	37	37	39	40	43	45	44	0	1	1	5	2	3	3	4	5	4	10	8	2	10	14	13	15	15	5	22	20	19	22	25	21	21	23	19	31	29	28	29	31	31	31	33	30	28	29	33	30	30	42	43	43	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1	4	1	1	1	3	1	2	1	3	4	1	2	2	2	1	1	2	2	1	2	2	2	2	2	2	1	1
41000	-338.512504232556523	-336.774592244522182	-1.737911988034319	0.000242948398381	0.000046750239690	0.192428680333593	0.568131042835012	-1	2	4	5	3	3	3	6	6	7	9	7	9	8	7	10	9	9	14	16	17	17	21	19	22	22	23	29	32	36	31	35	34	34	35	39	37	33	37	36	39	40	43	46	45	0	1	2	5	1	2	1	2	2	6	9	5	2	10	6	13	8	15	13	19	20	19	24	21	24	24	24	19	31	29	28	29	29	29	38	33	35	31	35	29	40	30	42	42	43	1	1	1	1	2	1	2	2	2	2	2	2	3	1	2	1	1	2	2	1	1	2	1	1	1	1	3	4	1	2	1	2	1	1	1	2	1	1	1	3	1	2	2	2	1
41500	-361.658010450655297	-359.978706669554640	-1.679303781100653	0.000205125094927	0.000043099476218	0.210113132345603	0.718206357905022	0	1	3	5	2	4	3	6	7	7	10	8	8	7	9	10	9	10	14	15	17	16	22	22	21	20	24	28	32	36	31	35	35	34	36	39	37	34	37	37	40	39	39	44	45	0	1	2	7	1	3	2	1	3	6	8	3	8	6	14	13	10	10	11	19	20	19	26	25	21	21	24	19	31	33	28	29	31	29	38	39	32	29	32	29	40	32	40	43	43	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	6	1	1	2	2	2	1	1	1	1	1	1	3	2	2	1	3	2
42000	-389.770154646090020	-388.188848472823395	-1.581306173266621	0.000190522821761	0.000047333717034	0.248441192487678	0.447410616301715	-1	2	4	4	3	4	2	6	6	6	8	9	9	6	7	10	11	9	12	15	18	17	21	20	22	21	23	28	32	36	31	36	33	33	35	38	37	34	36	36	39	41	40	45	43	0	1	5	2	1	7	1	3	4	6	8	8	8	6	9	13	14	10	5	19	20	19	21	21	23	19	24	13	31	29	28	29	29	29	34	33	30	31	34	29	35	34	32	45	43	1	2	1	1	2	1	2	1	1	2	1	1	2	1	1	1	2	2	4	2	1	2	1	1	1	2	2	10	1	2	2	2	1	1	1	2	1	1	1	3	2	5	2	1	2
42500	-347.523099971911051	-345.615475325308580	-1.907624646602463	0.000141198995947	0.000021769011302	0.154172564441963	0.525106320576181	-2	1	3	5	3	4	2	5	7	6	9	8	9	9	8	11	11	11	13	15	16	18	21	21	22	21	23	28	33	35	31	35	34	34	35	38	36	36	38	36	38	41	43	46	43	0	1	2	7	7	2	2	1	3	6	9	4	4	10	4	13	10	15	4	19	19	21	22	21	26	20	23	19	31	29	28	29	31	31	31	40	32	32	31	33	29	30	39	43	42	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	1	2	1	4	1	2	1	2	2	1	3	1	7	1	1	1	2	1	2	2	1	1	1	3	2	2	3	2	2	1
43000	-328.582292106836690	-327.060665429527717	-1.521626677308969	0.000150444961519	0.000042192264049	0.280449831110114	0.560693613592166	-1	1	4	5	1	3	2	7	6	5	9	9	8	8	9	10	11	10	13	15	17	17	21	20	22	18	24	29	33	36	31	35	34	35	37	37	36	35	38	36	39	41	43	46	45	0	1	7	2	1	7	2	4	3	6	7	8	8	10	10	13	10	10	11	19	19	19	26	19	24	20	23	19	31	29	28	29	29	29	38	40	38	29	29	33	30	39	29	45	43	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	3	2	3	2	1	2	2	3	1	2	2	9	1	2	1	1	1	1	1	1	1	1	2	1	1	2	5	1	1
43500	-359.390883618193811	-357.724822128087283	-1.666061490106532	0.000195453525717	0.000041937245069	0.214563768624427	0.529339869112424	0	3	3	4	4	3	4	6	6	6	7	8	8	8	10	10	11	10	13	16	18	17	21	20	22	21	24	28	32	35	31	36	34	34	35	38	37	34	38	37	39	40	43	45	46	0	1	1	1	1	1	3	2	3	3	4	8	9	10	11	4	10	6	6	19	19	20	20	20	24	21	24	19	31	29	28	31	29	29	38	34	35	29	34	33	29	40	39	43	44	1	2	1	2	2	2	1	2	2	2	2	1	1	2	1	3	2	4	6	2	3	1	2	2	2	1	2	8	1	2	1	3	1	1	1	3	1	1	3	2	3	2	2	1	1
44000	-360.349168076031447	-358.857038977835828	-1.492129098195633	0.000214754802246	0.000064485978232	0.300277235048936	0.568479182624367	-1	3	4	5	4	4	2	7	6	5	10	9	9	9	9	10	11	8	14	15	17	17	22	21	22	19	22	26	33	34	30	36	34	34	35	37	37	35	37	37	39	42	42	45	46	0	7	7	1	2	7	1	5	7	2	3	4	2	4	18	13	6	10	17	19	20	19	21	21	19	21	26	19	31	31	28	29	29	29	29	33	38	34	31	33	40	41	30	43	44	1	1	1	3	1	1	2	2	2	1	2	2	3	2	1	1	4	2	2	1	1	2	3	2	3	1	1	6	2	3	1	2	1	1	1	2	1	1	3	1	1	2	3	1	1
44500	-335.795246791075101	-334.365618107272098	-1.429628683802980	0.000135558243768	0.000048580971741	0.358377110759712	0.684917150173856	0	2	3	4	3	4	4	5	5	7	9	7	10	8	10	11	12	11	12	15	17	16	21	21	22	22	23	28	33	35	31	35	34	33	36	39	37	35	37	37	38	41	41	46	45	0	1	1	3	1	3	3	2	3	6	2	8	8	6	14	12	10	15	10	19	22	19	21	21	24	21	26	19	31	29	28	29	34	31	38	40	38	29	31	33	39	36	39	45	43	1	1	1	1	2	1	1	1	1	2	4	1	3	2	1	3	2	1	4	1	1	2	2	2	1	3	1	7	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1
45000	-338.403702789492399	-336.882205772001043	-1.521497017491348	0.000190409236327	0.000053415505305	0.280530011753396	0.586911040553061	-1	1	4	4	3	2	3	6	7	6	10	8	9	8	10	10	10	11	13	16	18	17	20	22	21	21	23	27	32	36	31	35	34	34	37	39	37	33	37	37	40	41	42	44	45	0	1	7	6	1	1	2	5	7	3	3	4	9	7	10	13	10	14	12	19	22	20	21	23	19	21	24	19	31	33	28	29	29	29	29	33	32	29	29	29	32	40	42	43	44	1	1	1	2	2	2	1	2	2	1	2	2	1	2	1	1	2	2	3	2	1	1	1	1	4	2	1	7	1	1	1	2	1	1	2	2	1	1	2	4	3	2	1	1	1
45500	-322.731424212195350	-321.193252334241834	-1.538171877953504	0.000120078716338	0.000032499029375	0.270647708154408	0.675994383054234	-2	2	3	3	3	3	1	7	5	6	9	8	8	8	8	11	12	10	13	15	18	15	20	21	22	21	24	28	33	35	32	35	35	35	36	37	37	35	38	36	38	40	42	44	46	0	1	7	1	7	7	1	4	3	6	8	8	5	10	10	13	15	15	2	19	22	19	22	19	24	21	23	19	31	29	28	29	29	29	29	40	38	29	32	31	32	32	42	43	44	1	2	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	1	4	1	2	1	2	3	1	2	1	8	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1
46000	-369.741034997687393	-368.228657782511618	-1.512377215175782	0.000193156267707	0.000055303108246	0.286312781367701	0.518194577461596	0	3	2	3	3	3	4	5	6	7	9	8	8	9	9	11	11	10	13	15	16	18	20	22	21	22	24	29	33	36	30	32	34	35	36	38	37	35	37	37	39	41	40	44	45	0	1	1	1	1	3	3	2	3	6	9	8	8	7	3	13	14	9	15	19	20	21	19	19	19	25	26	26	31	32	28	31	32	29	38	33	35	29	32	34	36	36	36	42	44	1	1	1	1	1	1	1	1	3	2	2	2	2	2	5	1	1	2	2	1	1	1	3	3	3	1	2	7	2	3	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1
46500	-333.035327461492329	-331.470938974504918	-1.564388486987385	0.000204152539391	0.000052394417869	0.256643478572588	0.659400378388622	-1	1	3	5	4	4	2	6	6	7	9	7	9	8	9	11	11	10	13	15	18	17	21	22	22	20	23	29	33	35	32	36	35	35	36	37	37	35	38	37	39	41	43	44	45	0	1	7	6	1	7	2	5	7	6	12	4	10	9	6	13	6	15	17	19	22	20	26	26	23	21	23	19	31	29	28	29	29	29	38	31	35	29	35	33	40	39	36	43	44	1	1	1	1	3	1	1	1	2	2	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	1	2	8	1	2	2	2	1	1	1	3	1	1	1	2	1	2	3	1	1
47000	-322.259881720460953	-320.520526207833939	-1.739355512627033	0.000135314727478	0.000025984439673	0.192029649376891	0.583512482630173	-1	2	3	3	4	4	2	6	5	6	9	8	9	9	8	10	9	10	13	15	18	17	20	22	21	21	23	26	33	35	31	36	34	34	37	37	35	35	37	36	40	40	43	46	46	0	1	7	2	1	7	1	2	3	6	7	8	8	10	10	13	15	15	11	19	20	19	21	23	23	22	21	19	31	31	28	29	29	31	32	40	31	28	29	29	39	39	42	30	43	1	1	1	1	2	1	1	2	1	1	5	1	2	1	1	1	1	1	3	1	2	2	1	1	1	2	2	6	1	3	3	2	1	2	1	1	2	5	2	1	2	2	2	5	2
47500	-334.708973494832435	-333.089475129878451	-1.619498364953998	0.000231819571772	0.000053752298838	0.231871271379906	0.631480014050822	-1	1	3	2	3	4	4	6	7	5	8	7	9	7	10	8	11	11	13	15	18	17	22	20	21	20	22	28	33	35	32	35	34	34	36	38	37	34	38	37	38	42	43	44	45	0	1	2	2	2	3	3	5	3	3	8	4	5	6	9	5	14	6	12	19	22	20	20	20	24	21	26	19	31	31	28	29	29	29	38	33	30	29	29	31	32	39	40	42	44	1	1	1	1	1	1	1	2	2	1	1	3	2	2	2	2	2	3	2	1	1	1	3	2	1	1	1	5	1	2	1	1	1	1	1	2	1	1	2	3	1	2	4	1	1
48000	-362.641956591765279	-360.986931272052857	-1.655025319712416	0.000171106508666	0.000037373309450	0.218421319802491	0.530096167568777	0	2	4	4	3	2	3	6	6	6	10	7	10	7	10	10	11	11	12	14	15	17	21	22	21	19	23	28	33	36	32	36	34	34	37	38	35	34	36	36	38	40	42	44	46	0	1	2	1	1	1	1	5	3	4	5	5	7	6	10	9	6	10	13	19	19	21	26	23	26	21	24	19	31	29	28	29	29	31	31	33	31	31	29	33	32	39	35	43	43	1	1	1	2	1	1	1	2	2	1	2	1	3	1	2	2	5	2	2	1	2	1	1	1	1	2	1	8	1	2	3	2	1	1	3	2	2	2	2	1	1	2	2	1	1
48500	-336.412611522855116	-334.908466991466753	-1.504144531388336	0.000222694125575	0.000064980173039	0.291791141194317	0.672809472903962	-2	2	1	4	4	3	4	7	7	6	10	9	8	9	9	11	12	10	14	16	17	17	18	21	22	21	22	29	33	35	32	34	35	35	36	39	37	35	38	37	37	41	42	46	44	0	3	1	2	3	3	3	5	7	6	4	5	5	10	8	13	11	15	12	19	20	19	21	23	26	23	24	19	31	29	28	29	29	32	38	33	34	32	33	33	31	34	39	45	43	1	1	1	1	1	1	1	2	1	1	3	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	6	1	1	1	1	1	1	1	2	1	1	2	1	2	4	2	1	1
49000	-371.071674186634198	-369.472125333692077	-1.599548852942122	0.000231017682018	0.000055494681313	0.240218328000754	0.705997873611012	-1	1	4	4	3	3	2	5	7	6	9	8	9	8	8	9	11	10	12	15	18	17	21	22	21	19	22	26	32	34	31	35	35	34	36	39	37	36	36	36	39	39	42	45	45	0	1	7	5	2	7	1	5	3	6	9	2	8	10	10	8	15	15	5	19	19	20	26	26	26	22	21	10	31	29	28	30	30	29	30	33	35	31	30	33	32	39	42	43	43	1	1	1	1	1	1	1	1	2	2	1	3	2	1	1	2	2	1	2	1	3	1	1	2	1	1	2	5	1	1	2	1	1	1	1	2	1	3	2	1	2	1	2	2	2
49500	-330.144000990625329	-328.308258716284513	-1.835742274340831	0.000183565295087	0.000030933394460	0.168514393995394	0.655539488711788	-1	1	3	5	4	4	2	6	6	6	9	8	9	8	8	10	11	10	13	15	18	16	21	20	22	22	23	29	32	36	31	34	34	34	34	38	36	35	36	37	40	42	41	45	45	0	1	7	3	2	7	2	2	6	6	4	8	8	6	10	8	15	15	9	19	22	19	24	21	23	23	23	19	31	32	28	29	29	31	29	33	38	35	29	33	36	34	36	43	43	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	3	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	2	1	1	2	1	1	4	1	2	2
50000	-359.273659739790219	-357.499523555972758	-1.774136183817481	0.000223305148104	0.000040836008929	0.182870879941479	0.522275895738476	-1	0	4	3	3	4	2	6	6	6	10	9	10	8	9	11	11	10	14	15	17	17	22	20	19	22	23	28	33	35	32	36	35	34	34	39	36	35	37	37	38	41	43	45	43	0	1	7	2	1	4	2	4	4	6	5	8	8	10	6	8	14	5	13	19	20	20	25	21	21	24	24	19	31	29	28	30	29	29	29	41	31	35	29	33	30	32	32	42	39	1	1	1	1	2	1	1	2	2	1	3	2	2	1	3	2	2	3	2	1	1	1	2	1	1	1	2	7	1	1	2	1	1	1	1	1	2	1	2	2	2	3	5	2	4
50500	-374.982373095269111	-373.297272302369095	-1.685100792900004	0.000195165994064	0.000040637963349	0.208222562256515	0.555464641262124	0	1	4	1	3	4	4	6	7	6	9	8	10	8	7	10	10	9	13	15	18	17	21	19	21	20	23	29	33	35	32	35	34	35	37	38	36	35	37	36	39	41	42	45	45	0	1	5	1	4	2	2	7	7	6	7	8	6	10	6	8	6	10	15	19	20	20	26	19	24	21	23	20	31	29	28	29	31	31	40	33	29	29	29	33	37	34	40	42	43	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	3	3	1	4	2	2	1	1	2	1	1	1	8	1	2	2	1	1	1	1	2	2	1	2	2	1	4	3	1	2
51000	-360.199353855644858	-358.485956523749508	-1.713397331895357	0.000184234857237	0.000036747152296	0.199458196171818	0.487615805399028	-1	1	4	3	3	3	2	5	6	7	8	8	9	8	9	8	11	10	13	16	15	17	22	21	21	21	24	28	32	35	30	34	33	35	35	37	36	35	37	35	40	41	42	46	45	0	1	6	1	2	7	2	7	3	3	7	8	16	6	6	8	18	14	8	21	19	21	26	21	21	21	23	25	31	29	28	28	29	29	29	34	38	31	29	33	30	32	34	43	43	1	1	1	3	1	1	1	1	1	1	3	1	1	2	2	2	1	1	3	1	1	1	1	3	4	2	1	3	1	2	1	3	1	2	1	1	1	3	2	1	2	3	3	2	1
51500	-374.094237080402252	-372.491042412566685	-1.603194667835568	0.000204660492102	0.000048841232595	0.238645143934843	0.652521142033130	-1	2	3	4	1	2	1	6	5	6	8	9	10	8	8	10	12	10	13	15	18	15	22	21	21	21	23	28	32	35	33	36	34	35	36	38	36	35	37	36	39	41	42	45	45	0	1	7	3	1	7	1	1	7	6	8	3	12	8	10	8	18	15	8	19	20	19	26	21	20	21	26	11	28	31	29	30	31	29	29	33	38	29	30	29	36	40	29	40	42	1	1	1	1	1	1	1	3	1	2	1	3	1	1	1	2	1	2	3	1	1	2	1	2	2	2	1	8	2	1	1	1	1	2	2	2	1	2	1	2	1	3	4	3	3
52000	-374.220133368303436	-372.632674940477159	-1.587458427826301	0.000153126792838	0.000037607960475	0.245600131616943	0.660335098416345	0	2	3	3	2	4	4	6	5	7	9	8	9	7	8	11	12	8	14	15	17	18	21	20	22	21	23	28	32	36	34	35	34	34	37	39	33	35	37	36	38	41	43	45	44	0	1	1	5	1	3	5	7	2	2	10	8	8	6	6	13	14	7	3	19	19	21	20	22	26	24	24	11	28	32	29	37	29	29	38	33	29	37	30	33	30	39	42	43	43	1	1	2	1	1	1	1	1	1	2	1	1	2	1	3	1	2	2	4	1	1	1	2	1	1	1	1	8	3	1	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1
52500	-335.729414960635438	-334.185694658505440	-1.543720302129982	0.000219863488018	0.000058821866802	0.267538131646123	0.604997555077544	0	3	3	5	3	4	4	6	6	6	10	8	8	8	10	10	11	10	13	15	18	17	20	21	22	20	22	29	32	35	34	34	35	35	36	39	36	35	37	37	39	42	41	44	45	0	1	1	3	1	3	1	4	3	6	9	8	2	10	10	2	14	3	14	19	20	19	21	19	23	21	22	24	28	32	29	29	29	32	38	33	29	31	30	33	39	41	36	43	44	1	2	2	1	2	1	1	1	2	1	2	1	2	2	3	3	3	3	1	1	1	2	1	4	1	1	2	5	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1
53000	-321.135153623786948	-319.545006179138795	-1.590147444648174	0.000142681120219	0.000034868495447	0.244380583734144	0.632822038599475	-1	0	2	5	4	4	3	6	5	7	8	7	8	8	9	10	11	11	13	15	16	17	20	22	21	22	23	27	32	36	34	35	34	34	36	39	37	35	37	36	38	41	42	45	45	0	1	1	6	3	2	3	2	3	6	9	3	8	8	10	13	5	15	8	19	20	20	21	25	23	21	23	19	28	34	29	31	29	29	38	33	35	29	32	33	31	30	36	42	43	1	1	2	1	1	1	1	4	1	1	2	2	1	1	1	1	3	1	5	1	1	1	2	1	1	3	1	6	3	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2
53500	-334.761559420606829	-333.261743885814838	-1.499815534791966	0.000168409976802	0.000049643589333	0.294778197087114	0.628621832419256	-1	3	4	4	1	4	3	6	6	6	9	8	10	8	10	11	9	11	13	15	17	15	21	20	22	22	23	28	32	35	33	34	33	34	35	38	36	36	37	36	39	41	42	45	45	0	5	1	1	1	5	1	4	3	6	3	8	8	5	11	11	10	6	13	19	22	19	21	21	24	24	24	11	28	32	29	31	29	29	29	32	35	29	32	33	40	30	42	43	43	1	1	2	2	1	1	2	1	1	2	3	1	3	2	1	1	1	3	1	1	1	1	2	1	1	2	2	7	2	1	1	1	1	1	1	2	1	2	2	2	1	3	1	2	1
