step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
15000	-352.571753554781537	-350.969571945873781	-1.602181608907777	0.000223088642405	0.000053336044685	0.239080054055038	0.623636070187445	0	2	2	4	3	3	4	6	6	7	9	8	8	9	9	10	11	11	11	14	16	17	21	21	22	20	24	28	32	36	33	33	34	34	37	38	35	35	38	36	39	42	42	44	45	0	1	1	2	1	3	3	4	1	6	2	4	4	10	10	13	11	9	11	19	19	20	21	26	26	22	24	23	28	32	29	29	29	28	40	40	34	29	32	33	29	38	34	34	42	1	1	1	1	1	1	1	1	4	1	3	2	2	2	2	1	1	3	1	2	3	2	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	2	3	1	3	4	4	5	2
15500	-365.746635189980850	-364.259100638099710	-1.487534551881151	0.000209922721826	0.000063751817753	0.303691840493607	0.602027774329260	0	2	1	4	2	3	3	6	6	7	7	9	8	8	10	11	11	11	14	16	17	17	21	22	21	20	23	26	31	35	30	33	33	35	36	37	37	34	37	35	39	39	43	43	45	0	1	1	2	1	3	3	5	6	3	8	11	9	6	7	13	9	6	18	19	20	19	21	25	26	21	26	18	31	29	28	29	31	29	33	33	38	29	40	31	40	30	42	30	43	1	1	1	1	1	1	1	2	1	2	1	1	1	2	4	2	2	4	2	1	1	2	2	1	1	2	2	6	1	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1
16000	-337.777722914018000	-336.167749547003950	-1.609973367014041	0.000150833391688	0.000035563210944	0.235778102886238	0.515406746714195	-1	1	4	3	4	4	3	5	4	6	10	9	9	8	9	10	11	10	13	15	18	18	21	19	22	22	23	25	32	35	31	35	34	35	35	38	37	36	37	36	39	40	42	45	45	0	1	2	2	2	2	1	3	4	6	12	2	2	10	7	13	14	15	12	19	20	19	24	21	23	23	26	19	31	29	28	29	29	29	31	33	35	35	29	33	34	40	34	43	42	1	1	2	1	1	1	2	1	1	2	1	4	4	1	3	1	2	1	3	1	2	3	1	1	1	1	1	5	1	2	3	2	1	2	2	2	1	1	2	1	2	2	4	2	3
16500	-339.035241263030457	-337.382428300961863	-1.652812962068567	0.000181724639858	0.000039836166032	0.219211693378192	0.666863505760728	-1	2	1	4	4	3	3	6	7	6	8	7	9	8	9	11	11	10	13	15	16	17	18	21	22	21	21	27	32	34	30	36	33	35	36	39	36	36	37	36	39	42	43	46	44	0	1	1	2	2	3	3	2	10	6	8	4	2	10	6	13	14	10	8	19	19	20	21	21	23	23	23	19	31	29	28	29	29	31	30	39	31	30	29	33	39	39	42	45	43	1	2	1	1	1	1	1	3	1	2	1	2	2	1	2	1	2	2	2	1	2	1	1	2	2	2	2	6	1	1	2	2	1	3	1	1	3	1	2	2	1	3	1	1	1
17000	-342.108631061877986	-340.632999691332031	-1.475631370545941	0.000123542091310	0.000038672407194	0.313030213298053	0.529215031074167	-1	2	3	4	1	4	3	6	6	6	9	7	7	8	9	10	11	11	13	16	18	15	21	22	22	20	23	29	33	36	32	36	34	35	36	39	37	34	38	37	39	39	42	45	46	0	1	5	1	1	2	1	4	4	6	12	4	7	10	6	5	10	10	2	19	20	19	20	21	26	21	23	19	31	29	28	29	31	31	38	33	32	31	29	33	40	32	39	43	43	1	2	1	2	2	1	2	1	1	1	1	3	3	1	2	5	3	3	7	2	1	1	2	2	1	1	1	7	1	2	2	2	1	2	1	3	1	1	2	2	1	2	3	2	3
17500	-370.603886413483565	-368.935415652544179	-1.668470760939367	0.000173941417815	0.000037178229064	0.213739944924641	0.516964096027337	-1	1	2	4	3	3	2	6	6	7	7	7	9	6	9	11	12	10	12	16	16	15	19	21	21	21	23	29	32	35	30	35	33	33	37	39	37	34	36	37	39	41	43	45	45	0	1	1	3	2	3	1	4	5	6	14	8	4	6	10	13	10	14	11	19	22	19	20	20	20	21	23	19	31	29	28	34	29	29	38	32	38	29	33	33	40	36	36	43	43	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	2	2	4	2	1	1	1	2	3	2	2	11	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	1	2
18000	-360.256186156446972	-358.728048459189779	-1.528137697257193	0.000123845458817	0.000034242399116	0.276492973121242	0.583102403625476	-1	2	3	5	3	4	3	6	6	5	9	8	10	7	10	9	11	10	13	15	17	18	19	22	21	21	23	28	33	34	32	36	34	35	37	38	36	35	36	36	40	40	42	45	44	0	1	1	5	1	5	2	5	5	3	9	2	16	5	11	5	18	10	7	19	20	20	21	21	23	23	23	19	31	29	28	29	29	29	32	33	31	29	38	33	29	32	42	43	42	1	2	1	1	2	1	1	2	2	1	2	2	1	2	1	3	1	3	5	1	2	1	1	3	1	1	2	7	1	1	3	2	1	1	1	2	2	2	1	1	3	3	1	1	2
18500	-339.630533119823951	-338.129207112874155	-1.501326006949819	0.000218988259218	0.000064322824359	0.293727273730241	0.739599705474252	0	2	4	4	4	4	2	6	6	6	10	8	10	8	10	10	11	10	13	15	17	18	21	21	21	20	23	29	33	36	32	36	35	35	35	39	36	34	36	37	39	41	43	45	46	0	1	7	2	1	7	1	4	3	6	12	8	8	10	14	8	6	6	18	19	20	21	21	21	26	21	25	19	31	29	28	29	29	29	29	33	35	28	29	33	32	41	42	43	43	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	4	3	1	1	1	1	2	2	1	1	1	7	1	2	2	2	1	1	2	2	1	2	2	2	2	1	1	1	1
19000	-353.414863543440902	-351.897889404349655	-1.516974139091220	0.000160968552456	0.000045612380944	0.283362062016999	0.609558814944487	-1	2	2	4	0	4	3	6	7	5	9	8	9	7	9	10	12	11	12	14	17	18	21	22	22	22	23	28	32	35	31	35	35	35	36	37	34	36	34	36	40	40	42	44	46	0	5	5	2	1	3	5	4	2	2	9	8	10	6	6	9	15	15	4	19	20	21	22	23	23	21	24	19	31	29	28	29	39	29	34	34	31	39	29	33	29	30	41	43	43	1	1	1	2	1	1	1	1	4	2	1	1	2	2	3	2	2	1	3	1	1	1	2	1	1	3	1	9	1	2	2	1	1	2	1	1	2	1	1	1	3	3	1	1	2
19500	-358.121870517467130	-356.557685259788741	-1.564185257678383	0.000135672731568	0.000034833391146	0.256745705221694	0.615587630166358	0	2	3	4	2	4	2	7	6	7	8	8	9	8	10	10	12	9	13	15	18	16	21	22	22	22	21	28	32	35	30	33	34	34	36	39	37	34	37	37	37	40	42	45	44	0	1	7	5	1	7	1	3	7	6	3	4	8	10	10	12	10	10	3	19	22	19	22	27	23	23	21	19	31	29	28	29	32	29	38	40	30	29	32	33	31	41	42	45	43	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	2	1	5	1	1	2	2	1	1	1	1	10	1	2	1	1	1	1	1	2	2	1	2	1	3	2	1	1	1
20000	-340.098026614909031	-338.498038499108986	-1.599988115800040	0.000194149489605	0.000046601236236	0.240027601052591	0.580820380878097	0	2	3	5	3	3	2	5	6	7	9	9	9	8	9	10	11	9	14	16	18	17	19	21	22	22	23	28	32	35	31	34	35	34	36	38	36	34	36	36	38	41	42	45	45	0	1	7	5	2	7	1	5	3	3	4	8	10	10	14	13	15	14	11	19	20	19	21	23	23	19	24	19	31	32	28	29	32	29	38	29	38	29	29	33	32	41	41	42	42	1	1	1	1	1	1	1	1	2	3	2	2	2	1	1	1	2	1	3	1	1	2	1	1	1	4	1	5	1	1	3	2	1	1	1	4	1	1	2	1	2	1	2	1	2
20500	-307.049513022912890	-305.529629111550435	-1.519883911362435	0.000149924009906	0.000042208435046	0.281532191358159	0.682679424767725	-1	1	3	4	3	4	4	6	7	7	8	8	8	8	10	10	11	10	14	15	18	16	21	22	20	21	23	26	33	35	32	35	34	34	34	38	37	35	37	35	38	41	42	45	46	0	1	2	2	2	3	3	4	3	6	7	8	8	4	14	13	6	10	11	19	22	19	21	25	21	25	24	19	31	29	28	29	29	29	31	40	35	35	32	33	30	39	42	42	44	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	3	1	4	1	1	1	2	1	1	1	1	5	1	2	3	1	1	1	1	2	2	1	1	1	1	2	1	2	1
21000	-331.832575950395437	-330.320583833643525	-1.511992116751900	0.000163286072241	0.000046791811027	0.286563393831253	0.505924341080718	0	3	2	5	3	3	3	6	6	7	9	7	9	8	9	10	10	10	14	16	18	17	19	21	22	21	24	28	32	35	30	35	34	34	36	37	33	36	38	37	39	41	43	43	45	0	1	1	2	1	3	3	5	2	7	6	8	4	6	10	13	14	6	11	19	20	19	21	23	23	23	25	19	31	29	28	29	29	29	29	33	28	37	36	33	38	30	32	42	44	1	2	1	1	1	1	1	1	2	2	3	1	2	2	1	1	1	4	4	1	1	2	1	1	2	1	1	7	1	2	1	2	1	1	3	2	2	2	1	2	1	3	5	1	1
21500	-325.602974670677270	-324.032159445398349	-1.570815225278912	0.000157131156509	0.000039826032433	0.253457260275684	0.645497407643789	0	2	4	4	4	4	3	6	7	6	9	8	9	8	8	11	12	11	13	15	17	17	19	21	21	21	23	29	32	35	31	36	33	34	36	38	36	34	38	36	39	41	41	45	45	0	1	7	2	2	1	2	5	6	6	7	8	8	6	6	13	18	14	12	19	19	19	22	23	23	23	22	19	31	29	28	29	29	29	38	32	38	29	33	33	30	39	30	43	43	1	1	1	1	1	2	1	2	1	1	3	2	1	2	2	2	1	1	3	1	2	2	1	1	1	1	3	6	1	2	1	2	1	1	1	1	1	1	3	1	2	2	3	2	2
22000	-349.198642592935869	-347.680994326717553	-1.517648266218324	0.000233082292132	0.000065947268291	0.282935557599131	0.726994320048931	0	2	4	3	4	2	3	5	7	5	10	8	8	9	9	10	11	9	13	15	17	18	21	21	20	21	23	28	32	35	30	34	33	34	36	38	36	36	38	35	39	40	42	45	45	0	1	7	2	2	1	2	7	3	6	13	5	4	10	8	7	14	10	16	19	20	20	21	21	21	25	26	19	31	29	28	29	29	29	29	31	30	29	40	33	40	41	42	42	39	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	3	1	2	2	1	1	1	1	2	1	1	1	4	1	3	1	1	1	1	2	5	1	2	1	1	2	1	1	3	3
22500	-342.760415696839289	-341.178658749945953	-1.581756946893344	0.000194992356156	0.000048403064884	0.248230575996480	0.623536708355337	0	2	4	5	3	4	2	7	6	7	10	7	9	6	8	11	10	10	13	15	16	18	21	21	21	22	23	28	32	35	31	35	34	34	35	38	36	36	38	36	37	41	42	44	46	0	1	7	1	2	7	1	5	7	6	9	4	12	6	6	8	6	6	4	19	20	21	19	19	21	21	25	19	31	29	28	29	29	29	29	29	35	32	34	29	32	39	40	36	43	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	2	3	3	2	1	1	1	4	4	2	3	1	6	1	2	2	2	2	1	2	3	1	1	1	2	1	2	3	3	2
23000	-348.195571734269947	-346.742843861217125	-1.452727873052850	0.000183298041697	0.000061113144428	0.333408605253166	0.507846633033576	0	2	3	4	3	4	2	4	6	7	9	8	8	9	9	10	11	11	13	15	18	17	21	22	21	21	23	28	33	35	32	35	35	34	35	38	36	36	36	37	37	40	42	46	44	0	1	7	2	2	7	1	2	3	6	12	3	8	6	10	2	10	14	12	19	20	20	20	20	21	22	25	19	31	29	28	29	29	29	31	31	35	32	35	31	29	30	29	39	42	1	1	1	1	1	1	1	1	2	2	1	3	2	2	1	4	2	1	4	1	2	1	2	4	2	2	1	6	1	1	2	1	1	1	2	3	1	1	1	3	2	2	5	5	2
23500	-347.649607940603971	-346.066122866354362	-1.583485074249584	0.000172911964124	0.000042783048271	0.247426767072540	0.631796568501637	0	1	4	4	2	4	2	6	7	6	9	8	8	6	8	11	12	8	13	15	18	16	22	20	21	19	23	28	33	35	31	36	34	35	34	38	36	35	37	36	39	40	42	45	45	0	1	7	5	1	7	1	4	3	6	2	8	4	6	5	11	10	6	15	19	20	20	24	26	26	21	23	19	31	29	28	38	29	29	31	40	35	28	40	33	32	32	42	32	43	1	1	1	1	1	1	1	1	1	1	3	2	2	1	3	2	2	2	3	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	4	1
24000	-373.100512037887597	-371.659204801888507	-1.441307235999081	0.000123564400011	0.000042639447720	0.345078742064752	0.593872254899067	-1	3	1	4	3	3	4	7	6	6	10	9	9	7	9	10	12	11	14	16	18	16	22	22	21	20	24	27	32	36	31	35	34	34	35	38	37	35	36	37	39	40	42	45	44	0	1	1	2	3	3	1	5	7	4	15	4	4	4	10	12	15	14	15	19	19	19	19	21	19	20	23	19	31	31	28	29	29	29	31	40	35	31	34	33	39	32	42	30	39	1	1	1	1	1	1	2	1	1	1	1	2	2	2	3	1	2	2	5	1	2	1	3	2	3	2	1	7	1	3	2	2	1	1	2	1	1	2	1	1	2	3	1	4	3
24500	-344.433967272630241	-342.644421445332569	-1.789545827297700	0.000161496532117	0.000028919508864	0.179072011545018	0.708753033960466	0	3	2	3	1	4	4	6	5	6	9	8	8	7	9	10	11	11	14	16	18	16	20	21	22	21	24	28	33	35	32	35	34	34	35	38	36	34	38	35	39	41	41	44	46	0	5	1	5	1	3	3	2	4	6	7	8	2	5	10	13	6	15	14	19	22	19	21	21	23	21	23	19	31	29	28	34	29	29	38	33	35	31	35	31	39	29	40	42	44	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1	2	4	2	6	1	1	1	1	2	1	1	2	6	1	1	3	1	1	1	1	2	1	1	2	2	1	3	3	3	1
25000	-359.449231341229734	-357.949071989969696	-1.500159351260058	0.000187509702877	0.000055228761631	0.294538153406943	0.621953326247049	0	2	3	4	2	3	2	6	5	6	10	6	9	9	8	9	11	10	13	15	17	17	22	20	22	20	24	28	32	34	30	36	35	33	35	37	37	34	37	34	37	41	43	46	45	0	1	7	2	1	7	1	4	3	6	16	4	15	10	1	2	10	10	3	19	20	19	24	21	26	21	23	19	31	29	28	31	30	29	38	31	35	34	30	34	30	39	42	45	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	2	2	4	1	2	2	2	1	1	1	1	10	1	1	1	3	1	1	1	3	1	1	2	1	1	2	1	1	1
25500	-352.412516120801058	-350.699480442120375	-1.713035678680705	0.000227205032598	0.000045342315851	0.199565631677866	0.568123808874054	-1	2	1	4	2	4	3	6	5	7	10	8	9	8	8	11	12	10	13	15	18	17	22	21	21	20	24	29	33	35	31	35	35	34	36	38	36	36	37	36	38	40	43	44	45	0	1	1	1	3	7	3	2	2	4	15	8	2	6	6	12	14	6	13	19	19	20	21	26	26	22	21	13	31	29	28	29	31	31	30	39	30	29	29	30	30	36	42	30	43	1	2	1	2	1	1	1	2	1	1	1	2	4	2	2	2	2	3	2	1	1	1	2	1	1	1	3	10	1	2	2	2	2	2	1	1	1	2	1	1	1	1	2	5	1
26000	-335.576124171664731	-334.186866108773586	-1.389258062891145	0.000113802150197	0.000048130487470	0.422931266117726	0.624108352513857	-1	2	4	5	2	3	3	6	6	6	9	8	10	8	9	11	11	10	13	16	18	17	21	21	21	20	24	28	33	35	32	35	35	34	37	38	37	35	37	37	39	41	43	45	46	0	1	2	1	1	2	5	4	7	6	4	8	4	4	14	8	15	10	2	19	20	19	26	21	21	20	23	19	31	31	28	29	29	31	32	33	38	31	33	33	39	36	42	42	44	1	1	1	2	1	1	1	1	2	1	2	1	3	1	1	2	1	2	5	2	1	2	1	2	2	2	2	7	1	2	2	2	1	1	1	2	1	2	1	1	1	3	1	2	1
26500	-370.698964976124842	-368.806208152868635	-1.892756823256196	0.000178481215838	0.000028013733526	0.156956200656366	0.486998651263382	0	1	3	4	2	4	3	4	7	6	8	9	8	8	10	9	11	8	11	15	17	17	21	19	22	21	21	28	32	34	31	36	35	35	34	38	37	35	36	36	39	41	40	45	44	0	1	5	7	2	3	2	5	4	6	3	1	8	4	18	13	12	10	12	19	20	20	24	20	23	24	24	4	31	29	28	29	29	35	29	40	38	30	34	30	33	41	30	43	43	1	1	1	1	1	1	1	1	3	2	2	5	2	2	2	1	1	1	1	2	1	1	1	2	1	1	1	13	1	2	2	2	2	1	2	1	1	1	1	1	2	1	3	3	2
27000	-362.961486066869952	-361.521955280984912	-1.439530785885058	0.000159796959097	0.000055450306136	0.347004764357082	0.662928007355705	0	2	3	5	3	3	4	5	6	7	7	8	8	8	7	9	11	9	14	16	17	18	20	21	21	21	23	29	32	36	30	34	34	33	33	39	37	35	36	36	38	40	42	44	45	0	1	2	5	2	1	3	3	6	6	7	7	8	15	6	13	18	15	14	19	20	19	20	21	21	23	25	19	31	29	28	31	29	29	29	29	35	35	29	33	34	39	42	43	44	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	4	2	1	2	2	2	1	1	1	6	1	2	1	3	1	1	1	3	1	1	2	1	3	2	1	1	1
27500	-351.230042418601556	-349.539661506464086	-1.690380912137489	0.000246718107149	0.000050954651386	0.206529840776334	0.597187516425077	-1	1	3	3	4	3	2	5	5	7	10	8	10	8	8	9	11	10	14	16	18	17	19	21	20	22	23	29	33	36	31	35	34	34	35	38	37	36	36	36	40	42	40	44	45	0	1	7	7	4	7	1	1	5	6	15	5	14	6	4	12	5	10	14	19	22	20	21	23	20	20	24	17	31	35	28	31	29	29	29	30	35	32	34	34	34	34	30	43	43	1	1	1	1	1	1	1	2	1	2	1	2	1	3	2	1	3	2	2	1	1	1	1	1	2	2	1	8	1	1	1	2	1	1	1	1	2	1	1	2	3	4	1	2	3
28000	-340.598613002642480	-339.031212022907312	-1.567400979735196	0.000171299588991	0.000043705176941	0.255138831321808	0.596138785873252	0	2	3	5	2	3	2	7	6	5	9	8	9	8	8	11	11	10	13	15	18	16	21	20	20	19	23	27	32	35	30	34	35	34	36	37	37	36	37	37	38	41	43	44	45	0	1	7	6	1	5	1	4	7	6	3	5	2	10	10	4	14	4	12	19	22	19	24	26	21	19	23	19	31	32	28	29	29	29	32	33	38	32	32	33	30	30	42	42	43	1	1	1	1	2	1	1	1	2	1	3	3	2	2	1	2	2	3	2	1	1	1	1	1	1	2	1	6	1	1	2	1	1	1	1	2	1	2	2	1	2	3	1	2	1
28500	-344.307932122277691	-342.403952423751889	-1.903979698525827	0.000160340237590	0.000024828183678	0.154846868450959	0.621728043828698	-1	1	4	3	3	4	3	6	6	6	8	6	10	7	8	11	11	9	14	15	16	18	21	21	22	18	23	27	32	35	31	35	34	34	35	36	36	35	37	36	39	39	42	45	44	0	1	7	2	2	7	2	4	7	6	7	4	8	6	6	13	6	14	10	19	20	19	22	26	26	21	23	19	31	29	28	29	29	29	31	33	38	29	33	29	36	29	42	43	43	1	1	1	1	1	1	1	2	2	2	3	1	3	2	1	1	3	1	5	1	1	2	1	2	2	1	1	5	1	2	2	2	1	1	2	1	1	2	2	1	2	4	2	1	1
29000	-340.409566072713460	-338.855630509564946	-1.553935563148498	0.000187146411792	0.000049036840737	0.262023943003713	0.614283069042912	0	1	3	4	3	4	4	7	5	6	9	9	10	8	7	10	10	10	13	15	17	18	21	20	21	22	23	29	33	35	31	35	35	34	36	39	34	35	37	37	39	41	42	45	45	0	1	1	1	1	5	3	4	3	4	7	8	8	10	6	4	10	6	11	19	20	21	20	21	24	22	25	23	31	29	28	29	29	29	31	33	31	28	29	33	32	39	31	42	43	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	3	2	3	1	1	1	1	3	1	1	2	1	4	1	1	2	1	1	1	2	2	2	2	2	1	2	1	6	3	2
29500	-355.728993526705608	-354.146093689992142	-1.582899836713479	0.000142959142291	0.000035410741967	0.247698338137865	0.514845204734400	-1	2	3	4	1	4	3	6	5	7	9	8	8	8	9	10	11	10	14	16	17	18	21	21	21	22	23	28	33	36	32	35	34	34	37	39	36	34	37	36	39	41	42	43	45	0	5	5	2	1	3	1	5	3	6	4	1	4	6	14	8	10	12	1	19	20	21	21	21	20	23	24	19	31	31	28	29	31	31	38	32	38	31	29	33	30	41	36	28	42	1	1	1	1	1	1	2	2	1	2	4	4	2	2	1	3	2	1	7	1	1	1	2	1	2	1	1	6	1	2	2	1	1	2	2	3	1	1	2	2	2	1	2	8	2
30000	-338.408976317779434	-336.914041506471960	-1.494934811307472	0.000136501389767	0.000040710166224	0.298239939486490	0.566522886201261	-2	2	4	4	4	4	3	6	7	6	9	7	8	9	9	10	11	10	13	15	16	17	21	21	21	21	22	27	32	34	30	35	34	34	37	38	36	35	37	36	39	41	42	45	45	0	1	7	2	1	7	2	5	3	6	4	2	8	10	6	13	10	10	2	19	20	21	20	20	21	21	24	19	31	31	28	31	29	29	38	31	38	30	33	33	39	40	32	36	42	1	2	1	1	3	1	1	1	1	1	3	2	2	2	4	1	2	2	8	1	1	1	3	3	2	3	1	6	1	3	1	3	1	1	1	4	1	1	1	1	2	3	3	3	2
30500	-337.311602605573057	-335.849643863130439	-1.461958742442592	0.000169921175300	0.000055184238390	0.324763751738006	0.636086298112250	-1	3	3	4	4	3	2	5	6	6	8	7	10	7	9	11	12	9	14	15	17	17	19	21	21	20	23	28	33	36	32	36	34	35	37	37	37	35	37	36	38	41	43	44	45	0	1	1	1	7	7	1	3	5	2	8	7	4	2	14	13	11	6	18	19	20	19	22	23	23	21	23	19	31	29	28	29	31	29	31	33	38	29	29	33	40	40	31	42	44	1	2	2	2	1	1	2	1	1	1	2	2	3	2	1	1	2	3	3	1	1	2	1	1	1	2	2	6	1	2	2	2	1	1	2	2	1	1	2	2	1	2	6	1	1
31000	-308.138433913462450	-306.466842137007120	-1.671591776455353	0.000198077098094	0.000042127472477	0.212682197400806	0.568268181707377	0	2	2	4	3	4	2	6	6	6	8	8	8	8	9	10	11	10	12	16	18	18	22	22	20	20	24	28	33	35	32	35	35	34	36	39	36	35	37	37	39	41	43	45	45	0	1	1	2	2	7	1	6	7	6	9	9	8	10	10	13	18	10	11	19	20	20	26	26	20	21	23	19	31	29	28	29	29	29	38	40	31	29	32	33	39	39	42	43	43	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	3	1	1	1	1	2	1	1	6	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1
31500	-344.319485400528833	-342.921852734951869	-1.397632665576964	0.000145927624662	0.000059233757114	0.405911884410874	0.599283285305729	-1	3	3	3	4	4	3	7	7	6	10	8	10	9	10	11	10	8	13	15	17	16	21	22	21	19	24	27	32	36	31	36	33	34	36	36	37	34	38	36	38	41	41	46	43	0	1	1	1	7	4	1	5	7	6	4	8	2	10	18	13	10	10	2	19	20	19	21	21	26	21	23	19	31	29	28	29	31	29	29	33	31	29	33	33	40	36	30	30	43	1	2	2	2	1	1	2	1	2	1	3	1	2	2	1	1	2	1	5	1	1	1	2	2	1	1	2	7	1	2	2	2	1	1	1	2	3	1	3	2	1	2	2	6	1
32000	-359.872021787350775	-358.413707589729711	-1.458314197621063	0.000160873851931	0.000052782838527	0.328100793839247	0.644302683275362	0	3	4	3	4	3	2	6	7	6	8	9	10	7	9	9	10	11	12	14	16	18	20	20	18	21	24	28	32	35	31	35	35	35	34	38	36	35	34	37	38	41	42	46	44	0	1	7	1	7	7	1	3	3	6	14	8	12	6	10	2	10	14	2	19	20	21	21	21	21	24	23	25	31	29	28	29	39	39	29	33	35	35	29	33	34	36	39	45	43	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	3	2	2	3	1	1	1	2	2	2	1	2	7	1	1	2	2	1	1	1	2	1	1	1	1	1	1	4	1	1
32500	-341.504862423237114	-339.983559035460132	-1.521303387777010	0.000218310961019	0.000061268939307	0.280649853866872	0.518719481058492	0	1	3	4	3	3	4	6	6	5	9	9	9	8	10	11	9	8	11	13	17	17	22	19	21	22	23	27	32	34	30	36	35	34	34	37	36	35	36	37	38	41	43	44	44	0	1	1	1	1	2	5	4	3	6	4	8	5	10	14	13	14	9	11	19	20	20	24	21	24	24	24	23	31	31	28	31	29	31	29	34	35	34	29	31	33	40	40	42	43	1	1	1	1	1	1	1	2	2	1	3	1	2	1	1	1	1	1	1	1	2	3	2	1	1	1	2	3	1	3	1	3	2	3	1	1	1	1	2	3	2	2	2	1	1
33000	-334.634090245191828	-333.110036779698021	-1.524053465493796	0.000192692034115	0.000053753222287	0.278959234270616	0.623471827859713	0	2	2	4	2	3	4	6	6	6	8	7	8	8	9	10	8	10	14	16	18	18	21	20	22	21	23	27	32	35	31	35	34	33	33	38	37	36	37	37	39	41	43	46	46	0	1	1	5	1	3	3	4	3	2	2	5	8	10	17	13	7	17	11	19	20	20	24	21	26	20	26	19	31	29	28	29	29	29	29	33	35	30	29	33	39	39	40	43	43	1	2	1	1	1	1	1	1	2	2	2	3	1	1	1	1	2	1	4	2	1	1	1	1	1	2	1	4	1	2	1	2	1	1	1	2	1	1	2	2	1	2	2	2	1
33500	-317.320774723152908	-315.847855586439380	-1.472919136713535	0.000150857300915	0.000047560211324	0.315266222022372	0.731731625793179	0	2	4	4	4	4	3	6	6	6	7	8	9	8	10	11	12	10	12	15	17	17	22	21	21	19	23	27	32	35	31	34	34	35	36	38	37	36	36	36	38	41	41	46	45	0	1	1	1	2	7	1	5	3	6	4	8	3	6	14	13	15	14	4	19	20	20	21	21	26	21	26	19	31	29	28	29	29	29	32	33	35	32	34	33	40	39	34	45	43	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	4	1	1	1	3	2	1	1	2	6	1	1	3	1	1	1	1	1	1	1	1	1	1	3	3	1	2
34000	-348.617879283511002	-347.073560376234298	-1.544318907276702	0.000235106380322	0.000062822213080	0.267207606165404	0.583267719769382	0	1	4	3	2	4	2	5	7	6	9	8	9	8	9	11	12	11	12	15	16	17	21	20	21	19	23	28	32	35	31	34	34	34	37	37	36	35	38	36	39	42	42	45	44	0	1	7	2	2	7	2	4	7	6	3	8	8	6	10	12	9	15	12	19	20	20	20	26	26	21	24	23	31	29	28	29	29	29	30	31	31	29	38	33	35	39	30	45	42	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2	1	1	1	3	1	1	1	1	4	1	2	1	1	1	1	1	3	3	2	2	2	1	2	3	1	1
